global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
967.096046834216	n/a	n/a	935274.7638023682	1203.2062007860206	n/a	n/a	1447705.1616099298	915.961151235658	n/a	n/a	838984.8305729519	953.1504854562568	800.7526742713886	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1219896770688251	n/a	0.0148814813113562	n/a	-0.206251791751086	n/a	0.0425398016005333	n/a	-0.2079066967325786	n/a	n/a	0.0432251945462524	-0.0011992607765807	n/a	1.438226410244944e-06	n/a	0.0005879871984622	n/a	n/a	3.457289455554266e-07	-0.0008121478032766	n/a	6.59584054367007e-07	n/a
962.4940638745916	-4.601982959624479	21.17824716067408	926394.8229938264	1193.950074294518	-9.256126491502757	85.6758776266991	1425516.7799078848	913.8707511873704	-2.09040004828762	4.369772361880884	835159.7498757687	949.2649448978764	782.3222686598973	1.371497	20.857605	0.0634197718772075	0.0352332930057761	-0.1334973251	0.0405509842	-0.0963023619	0.0886969759	-0.2093682659	0.009418673	-0.0499079333	-0.0648877032	0.0359049598	-0.177424053	0.0529357408	-0.1240618701	0.0839494244	-0.0027851484	0.0004741796	0.009388295	0.176431809	-0.0062311274	-0.0160258246	0.1067100566	-0.1132790057	0.0748864982	0.0066928088	-0.018326787	0.1333644682	-0.0273896242	0.0388485921	-0.0144429164	0.0987865398	-0.0246924517	0.0685130477	-0.1175232314	0.0905888171	-0.1115014247	0.0676500359	-0.0864620246	0.0718905177	-0.08668174	-0.010451265	0.0690941846	-0.0381244528	-0.0310311314	0.0173197978	0.0743332179	-0.1909670129	0.0458705025	0.0466821356	0.0054338937	-0.0020277816	0.1681137653	-0.060294184	0.0569126969	-0.0862773186	0.0734607715	-0.093971031	0.0739940706	-0.0644199699	0.1219372271	-0.0848260313	0.0115970545	-0.0446052055	0.0802406873	-0.1125889551	0.0095055165	-0.0696779839	0.1106529249	-0.1094325599	0.1963320427	-0.0957482561	0.1375274459	-0.1323502415	0.054155266	-0.0281852037	0.0491447957	0.0419894394	-0.1355580494	0.1390831848	0.0422233635	0.0537202146	-0.1894419465	0.0024465935	-0.0807135726	0.0826243723	-0.0297076818	0.0002468544	-0.0628342831	0.2243451174	-0.1399802719	0.0658249944	-0.0497652905	0.0051075051	-0.1669634365	0.0613843964	-0.0264077167	0.0603682279	-0.1578237579	0.0370113765	-0.0562917393	0.1518907081	-0.0209679418	0.0832585261	-0.0604566131	0.072309471	0.1296294506	0.1295955703	0.1295391098	0.1294600787	0.0	0.1258369745028034	0.0038472974339782	0.0158349441520191	1.480169754549599e-05	-0.1816655721353157	0.0245862196157702	0.0330023800992515	0.0006044821949948	-0.1840453132898147	0.0238613834427639	0.0005693656198026	0.033872677343946	-0.0011767525603436	2.250821623710013e-05	1.3847465882752178e-06	5.066197981760582e-10	0.0006924207706535	0.0001044335721913	1.0906371000635471e-08	4.794465236323869e-07	-0.0007165921640111	9.55556392655e-05	5.135043295221113e-07	9.130880195438368e-09
963.5396403925218	1.0455765179302716	1.0932302548471915	928408.6386077504	1187.971977847746	-5.978096446771815	35.7376371269058	1411277.4201514856	914.1329882857544	0.2622370983840483	0.068768295768885	835639.1202722433	947.2911347446424	784.2052219928299	1.2979	19.738359	0.0897679243788427	0.0551025895439957	0.0086664049	-0.1027465434	-0.1889613084	-0.0441955279	0.0683447861	0.0586444113	-0.2570405287	-0.0992800698	-0.1917305015	0.0368903913	-0.1462849727	0.1441019843	0.0017888638	-0.0959443237	0.1911665328	-0.0724232124	0.0016939222	0.1332594836	0.1713850922	0.0940635563	-0.0901030533	-0.0841543586	0.0060836719	-0.0355868894	0.005086987	-0.0184510832	0.0039383573	0.0204082205	0.0989422188	0.0519989422	-0.0651214591	-0.1455516675	0.0093033593	0.0311569045	-0.0533566364	0.0705817808	-0.1970545096	0.0584943749	-0.0028648584	0.0328503462	-0.027657677	-0.0122256131	0.0198866923	-0.0194202908	0.022684579	0.1132842695	0.0124495937	-0.0824674864	-0.0716611263	-0.0088164134	0.1322212334	0.2087788863	-0.0634117844	-0.1975170278	0.0259229992	-0.1301679075	-0.040467814	0.106219223	0.1492284144	0.0356059209	-0.2235133901	0.0384001267	-0.0137658272	-0.0556683825	-0.0438616788	0.0166919482	0.1218510325	0.0597708005	0.0875841849	-0.0476076969	0.1148676376	0.0229647693	0.005199798	0.0231705041	-0.0196363278	0.0447586395	-0.0836298867	-0.0601997085	-0.0082357143	-0.1682873851	-0.0190049718	0.1968534689	-0.0066189693	-0.0706150643	0.0130932092	-0.0391419511	0.1945232429	-0.0552448452	-0.1025050872	-0.0168801859	0.1003478777	-0.0985559637	0.0193427834	0.0848663069	-0.1096502503	-0.1801663825	0.0482903789	-0.177418728	-0.2133688568	0.0264697041	-0.0678351737	-0.0818180604	-0.1411489281	0.1295391098	0.1292343642	0.128726986	0.1280177706	0.0	0.1254516490134847	-0.0003853254893186	0.0157381162402025	1.484757327186868e-07	-0.1602200386527528	0.0214455334825628	0.0256704607858896	0.0004599109063517	-0.1638082308263335	0.0202370824634811	0.0004095395066337	0.0268331364864533	-0.0002637372444816	0.000913015315862	6.955733412674727e-08	8.335969669985875e-07	0.0007330943184777	4.0673547824200034e-05	1.654337492607487e-09	5.374272797842835e-07	-0.0007169029591945	-3.107951834000313e-07	5.13949852901831e-07	9.659364602465909e-14
963.0520164398204	-0.4876239527014832	0.2377771192482183	927469.186368804	1193.151807938499	5.17983009075283	26.830639769068476	1423611.2367869085	914.5197187472974	0.3867304615429248	0.1495604498852036	836346.3159776359	949.2653063003144	782.8571388313125	1.288374	19.593489	0.0679038564800121	0.0315053343648533	0.0448896182	0.109139228	-0.1570625462	0.0082726563	0.0044156785	-0.1041621005	-0.1949356451	0.03015356	0.1265221176	0.0969219829	0.1216337846	-0.063315009	-0.151069991	-0.1021410964	-0.0003080952	0.0871219321	-0.0235435525	-0.0559608567	0.110532294	0.1237635758	-0.0246288232	-0.1241072352	0.0780492745	0.1740020703	0.0628838248	0.0398734892	-0.05040991	0.0377651117	-0.0378951379	0.0206072457	-0.0024086059	0.0353700699	0.1781400904	-0.1696075469	-0.0750771303	0.0912989191	-0.0064564	-0.0565133994	-0.1597358548	0.0645176432	0.0117325172	0.0047566383	-0.025785112	-0.0411402338	0.015826	-0.1010212811	-0.0007271117	0.0049964624	0.0743146671	-0.043939647	-0.1056428814	0.083466866	-0.1232988026	-0.0819763684	-0.0304517371	-0.0738692606	0.2131567637	0.0617857046	-0.1813534561	0.0296880626	0.0668381147	0.0242897638	-0.0811388311	-0.1238651056	0.1549615446	-0.0980554133	0.0508888454	0.0239233319	0.1327164685	0.0777345171	0.0245678213	0.0188577064	0.1026360073	0.0070949886	0.0457965981	0.0901660827	-0.0601831194	0.0084584713	0.0431687544	-0.1570040035	0.1506002928	0.0459559744	-0.0434464892	-0.0298023446	-0.1360699928	-0.0561453716	0.2220473553	-0.1293037186	-0.1783336296	0.0654882647	0.1541816217	0.0498826716	-0.0666068709	-0.1240028009	-0.0294838566	0.0280716569	0.1255503028	-0.0757733985	0.080905838	0.0513507668	0.0962267574	0.1085540482	0.1118479927	0.129358491	0.1285129588	0.12710783	0.125149223	0.0	0.1193656660994548	-0.0060859829140299	0.0142481622433665	3.7039188029864007e-05	-0.1352837540857479	0.0249362845670049	0.0183016941195331	0.0006218182880066	-0.1767864513323758	-0.0129782205060423	0.0001684342075034	0.0312534493746944	-0.0004508334079115	-0.0001870961634299	2.03250761689097e-07	3.500497437018786e-08	0.000522143787734	-0.0002109505307437	4.450012642104875e-08	2.726341350692084e-07	-0.0006368822835094	8.002067568510008e-05	4.056190430481477e-07	6.403308537099968e-09
963.8696272879224	0.8176108481020492	0.6684874989341522	929044.6584081583	1190.3443791181192	-2.807428820379755	7.881656581498863	1416919.740898101	914.6559748913528	0.1362561440554373	0.018565736792856	836595.552404451	950.0408568079172	784.8929299254444	1.268046	19.284336	0.0867579065608808	0.0397657379576092	-0.1631065832	0.0838515668	-0.1073603784	0.0598900251	-0.2162684826	-0.0364935832	-0.0388064945	-0.0933786562	0.0491587948	-0.0618976101	0.029134133	-0.0410304143	0.0824266882	0.0514137879	0.102975235	0.1957598081	0.2338659613	-0.0621652564	0.0136082034	-0.0402977541	0.0008725846	-0.0333446172	-0.0731848142	-0.2113182919	0.0112732924	-0.1284598418	0.0736538979	-0.0091355589	0.0025814115	-0.0563532412	-0.0730948802	-0.0259688665	0.0069394958	0.0505248729	-0.0074803983	-0.0749647286	-0.0300465398	-0.0870285355	-0.006150691	0.0652884296	-0.2071497235	0.0612323492	0.1167139691	-0.00483606	0.0778945694	0.0983846693	-0.0666551279	-0.0304038151	0.0975403117	0.1935223082	-0.077039794	0.0343331411	-0.0642910307	-0.0523635416	0.0071208163	0.0049696779	-0.1425599728	0.0855734752	-0.171333702	0.0699416638	0.0086580035	-0.0845538757	0.0849218022	0.1557032282	-0.0040846097	0.1341051251	-0.1010004029	-0.06588644	-0.063202896	0.1455159701	-0.0494922577	-0.0606089837	-0.0644754921	0.0335316141	0.010506354	0.0284702285	0.1206348956	0.0163607452	-0.1072050527	-0.1809021365	0.0202815907	-0.1239903084	0.0661405868	-0.063110025	0.1037699632	-0.0674522952	0.202834523	0.0047350218	0.0217633463	-0.0356145705	0.0646626373	-0.0259735571	-0.0380446849	0.0194556328	-0.0659284655	-0.0641638256	-0.1651627264	0.0159249359	-0.0457715292	-0.1092443636	-0.0287280152	-0.1714607328	-0.0467899826	0.1290877201	0.1274333647	0.1246917927	0.1208863942	0.0	0.1210139521684112	0.0016482860689563	0.0146443766194185	2.716846965115725e-06	-0.1453914871875383	-0.0101077331017904	0.0211386845466041	0.000102166268457	-0.1636271458501568	0.0131593054822189	0.0001731673207743	0.0267738428590684	-0.0001199723288505	0.000330861079061	1.4393359689812514e-08	1.0946905363740933e-07	0.0009300707119588	0.0004079269242248	1.6640437550750577e-07	8.650315292435492e-07	-0.0011349459183819	-0.0004980636348725	1.2881022376517346e-06	2.480673843824071e-07
962.5392081042584	-1.3304191836640484	1.770015204261313	926481.7271379728	1191.87734722269	1.532968104570955	2.3499912096318663	1420571.610822597	915.5497256345856	0.893750743232772	0.7987903910291324	838231.3001095649	948.9630686214382	786.1304149311551	1.320066	20.075445	0.1345796336609909	0.0718593759405156	-0.0382918669	-0.1178068147	-0.0517696743	-0.0398040801	0.0055186324	0.1321019682	-0.0817455085	4.04866e-05	-0.084904102	-0.0131025022	0.0591525365	-0.0474126463	0.1589101921	0.0683364342	-0.1065284722	0.0007535863	0.0586823378	0.1086571129	0.0379604578	-0.067729038	-0.0401289177	0.0555194899	0.0367538033	0.1330582547	-0.0350520887	-0.1517221119	0.0163723251	0.0630046148	-0.0330968787	-0.1890352716	0.0083878305	-0.1224250981	-0.1433202218	0.0561190804	-0.0540100911	0.1896916494	-0.0655653589	0.0538642721	-0.0781791364	-0.1019303516	0.0787224153	-0.0308949599	-0.1456220545	0.094984923	0.1142535755	-0.0102961393	0.0858531458	0.1779255864	-0.106677587	0.0614498024	0.1147885614	0.1153556718	0.0338838359	0.0012370465	0.0411849241	-0.0116313292	-0.049896366	-0.1425878057	0.0590650058	0.0660155972	-0.0810994647	0.2789708899	0.1192527239	-0.2134181641	-0.0248313038	-0.0122000227	-0.0117952556	-0.0660766898	-0.0761497208	0.0427641507	-0.0177439072	-0.0985337366	0.2368709794	0.0346587928	0.0474835593	-0.004654261	0.0180948744	-0.1997246323	-0.0330639393	-0.0924430114	-0.1027847188	0.1536672097	-0.0158385459	-0.0653351732	-0.0133401419	-0.1015911548	0.1080436695	0.0620452089	-0.026820733	-0.0065230791	-0.0604006229	0.0100721774	0.1157252864	0.0677987463	-0.0542249222	-0.0879022366	0.0060640871	0.0824651596	-0.0872117341	0.0945249132	0.0588537499	0.1882595111	-0.0380660349	0.128726986	0.1259985909	0.1214940211	0.1152767764	0.0	0.1139161550897256	-0.0070977970786856	0.0129768903904264	5.037872337019787e-05	-0.1040072666951203	0.041384220492418	0.0108175115253898	0.001712653705765	-0.1110173221940797	0.0526098236560771	0.0027677935451235	0.0123248458271441	-2.232341660495592e-06	0.00011773998719	4.983349289184217e-12	1.38627045835024e-08	0.0005650008313695	-0.0003650698805893	1.3327601771348578e-07	3.192259394482262e-07	-0.000947999937485	0.0001869459808969	8.98703881471564e-07	3.4948799773504124e-08
963.2971050085484	0.757896904290078	0.5744077175324838	927941.3125178504	1193.8044487964148	1.9271015737247128	3.713720475452264	1425169.061966112	914.2864136643076	-1.2633119702779825	1.5959571342476375	835919.6462111414	950.0397971895196	778.3709353346851	1.307254	19.880604	0.0982859552007758	0.0433714888829372	0.0614249095	0.0760133784	-0.0627208509	-0.0059575197	0.086800862	-0.0456647117	-0.1293971134	0.029641166	0.1206524847	0.0081139755	0.0842240268	0.088639502	-0.0805034772	-0.1157456151	-0.0260616027	-0.0586966836	-0.0614343918	-0.0591483447	0.0679143018	0.0758723033	0.0341824783	0.0237041954	0.0228964686	-0.0651382483	-0.0070046982	-0.0331654888	0.0322603597	-0.0679088828	-0.0522293533	0.0016458942	0.0657333047	0.1535330538	-0.1107745791	-0.1168717946	-0.124515082	0.0556258789	0.1556417849	0.0602734967	-0.0478822397	-0.0928104346	0.0535769517	0.038124368	0.0319558719	0.1213902975	0.2332752186	-0.0272868589	-0.1633608126	0.0882451337	-0.0918727024	-0.0449675566	-0.0773110804	0.0273850709	-0.1053143003	0.0312801287	0.004906605	-0.0658112829	0.1735256577	-0.0078231992	-0.015068969	-0.058668352	0.121238332	-0.0658393566	0.1137886182	0.0358516005	0.1321430895	0.0184063095	0.0305485558	-0.0302614246	0.0582284954	0.0345619185	-0.1017143655	0.1319571822	0.1261211159	0.0148264285	0.0619701684	0.0025970423	-0.0336864916	0.0231439419	-0.1021565239	-0.0591401926	0.1329758143	-0.0249515719	0.013349565	0.0819863492	0.0389148797	-0.0460261584	0.1344751516	0.0051663794	-0.0969812387	0.1725945322	-0.0082734817	0.1810794604	-0.0353689386	-0.0925606705	0.066142416	0.037540033	0.0027179237	0.2312329256	0.0794928178	-0.050734815	0.0564063972	-0.0972983878	0.0481363597	0.1282765399	0.1242126365	0.117534563	0.1083828658	0.0	0.1051661183214633	-0.0087500367682622	0.011059912442804	7.656314344594198e-05	-0.0753897600876882	0.028617506607432	0.0056836159260791	0.0008189616844264	-0.0976615167605885	0.0133558054334912	0.0001783775387772	0.0095377718559787	-0.0003821752795738	-0.0003799429379133	1.4605794431731218e-07	1.443566360701931e-07	0.0009051367821313	0.0003401359507618	1.1569246500063365e-07	8.192725943670045e-07	-0.0007168266983283	0.0002311732391567	5.138405154362516e-07	5.3441066502200855e-08
963.2482315032156	-0.0488735053328355	0.0023886195235187	927847.1554940724	1190.385415438948	-3.4190333574667875	11.689789099470614	1417017.437289757	913.5649536808478	-0.7214599834597948	0.5205045077338074	834600.9245938896	949.1195540193372	784.145161117638	1.208987	18.386166	0.0790427849449357	0.0352121676398424	-0.1154987086	0.1358323073	0.0478135243	0.0033094544	-0.1528231223	-0.0933660203	0.0178988375	0.022593781	-0.015128228	0.0372993897	0.0738443977	0.0668720866	0.1869360317	0.0459663864	0.0225943521	0.10255158	0.0766552952	-0.0940929888	0.1132830494	-0.0467010471	-0.0732495763	-0.0140789848	0.0342248396	-0.0629720006	0.0006196652	0.0663117207	-0.0205919585	-0.0389305053	-0.0188968628	0.1548245603	-0.0727608956	-0.0694511294	0.1908240137	0.0904083598	0.1200324782	-0.0350410027	-0.0764437576	0.2451036845	-0.2061609242	-0.0496944799	0.0303405293	0.1629928533	0.0424119173	0.2098890362	-0.0658646571	-0.0606043369	-0.1379992833	0.0402870144	0.1077128499	0.0832591297	-0.1471536457	0.015254172	0.0645782992	-0.0279572226	0.0496141971	-0.0189220932	-0.03198227	0.1479503885	-0.059091991	0.2124581243	-0.0719813224	-0.0363187544	-0.0221642829	0.0659988746	0.0847203308	0.0190403641	0.1314871419	0.0585989722	0.1482537563	0.0791958717	-0.0236628564	-0.1251545448	-0.1809960555	-0.0327992076	-0.1305207176	0.191158456	0.0101616781	0.0746284874	0.0809852091	-0.0526772278	-0.0200508651	-0.1307969213	-0.1058811672	-0.0779572757	0.1279048128	-0.0635453492	0.0372188989	-0.0324936482	-0.0143562627	-0.0241386182	-0.0821238576	0.0628727806	0.0032594812	-0.0089969614	0.0378940792	0.0764642946	-0.0937889464	0.1219523666	0.0256124724	0.0123448321	-0.1165287055	-0.0333161272	-0.1441563006	0.1277366958	0.1220804792	0.1128382417	0.1002814672	0.0	0.089630099536123	-0.0155360187853403	0.0080335547428553	0.0002413678796984	-0.0871077878515507	-0.0117180277638624	0.0075877667043907	0.0001373121746746	-0.0784424028406007	0.0192191139199878	0.0003693743398694	0.006153210563407	-2.3070814515897744e-05	0.0003591044650579	5.32262482426958e-10	1.2895601682452213e-07	0.0008760127701503	-2.912401198100001e-05	8.482080738694323e-10	7.673983734664024e-07	-0.0009799907108043	-0.000263164012476	9.60381793262717e-07	6.92552974624683e-08
961.9126804438866	-1.3355510593289637	1.783696632074717	925276.0047987428	1190.5180409749348	0.13262553598679	0.0175895327957833	1417333.2058867966	913.6059652518522	0.0410115710044465	0.0016819489562527	834675.8597437687	948.2558589925058	780.7487020650622	1.115978	16.971701	0.1174152364774255	0.0609693824374885	-0.141635623	0.0162466574	0.0507219759	0.1554377315	-0.1867298261	0.0362225367	0.0879521752	0.0705076012	-0.083919755	-0.1495396128	0.0875224377	0.0924877655	-0.0298442083	-0.0244494929	-0.0425005713	-0.0156494384	0.1540666723	-0.0303652216	-0.0386142542	0.0864529706	-0.0135033273	0.0618918342	-0.1700745658	0.1191623312	-0.0218057817	0.2133925969	0.1596535684	-0.0623526208	0.0720710588	0.1510348741	0.1239572582	0.0642636389	0.0771220047	0.0152449976	0.1275859425	0.2120352537	0.0775695956	0.0642549769	0.2201605375	0.0636099582	0.1090048191	0.0106007178	-0.093585057	-0.0113952311	0.0116747792	-0.0588445893	0.0175086557	0.0454697993	0.0343288978	0.1628066661	-0.0269419762	-0.0721852689	0.0557079152	0.0307359109	-0.1211526665	-0.1045264627	0.0807402847	0.1561978958	0.1546058373	0.076911336	0.111017894	0.1454472977	0.0552086279	0.0615797117	-0.0628378699	-0.0416580612	0.1262876663	0.0711174182	-0.0910833712	0.0269612182	0.1778350037	-0.0439130139	-0.0593309737	0.0743440548	0.045865397	-0.1794712301	-0.1161897971	0.1582979498	-0.0369321445	-0.0228427003	-0.1028147679	-0.1253518261	-0.0587178311	0.0359212515	-0.0833161591	-0.0944227958	-0.0371459773	-0.124249452	0.0593967522	-0.0487256839	-0.1319471402	0.0049131098	0.0192922486	0.0753965997	-0.0485692222	0.0860310069	0.0279902945	0.1347708057	-0.0027249672	0.0537022109	0.0541536449	0.1199051378	0.0110193015	0.12710783	0.1196080616	0.1074345	0.0910628379	0.0	0.0725487537202269	-0.0170813458158961	0.0052633216663581	0.0002917723748822	-0.0440696704397538	0.0430381174117968	0.0019421358526685	0.0018522795503516	-0.0529507601046432	0.0254916427359574	0.0006498238493776	0.0028037829956594	-0.0006500749063732	-0.0006270040918573	4.225973838961248e-07	3.931341312058002e-07	0.0008763170597445	3.042895941999819e-07	9.259215713838965e-14	7.679315891992456e-07	-0.0009712164819803	8.774228824000026e-06	9.432614548701904e-07	7.698709145591288e-11
962.2087452163248	0.2960647724381715	0.0876543494788662	925845.6693707744	1190.6705953663793	0.1525543914444824	0.0232728423489963	1417696.466670128	913.641143798828	0.0351785469757714	0.0012375301673265	834740.1396420307	948.7881116738998	782.6094871120558	0.996334	15.152159	0.1017611129724239	0.0482000077911582	-0.0975087452	-0.0593808307	-0.0334419684	0.0380186917	-0.066291134	0.1101739033	0.0235080246	-0.079401265	0.0606302747	-0.0580651988	-0.1980103961	0.0495578213	-0.0998927025	0.1474244192	-0.0296364049	-0.1152532375	0.1257864709	0.0223237711	-0.1563552043	-0.0162989581	-0.1215475163	-0.0176630997	-0.1429411066	-0.0382109258	0.0972580462	0.0200371752	0.0019044595	0.0003168684	0.1031963684	-0.0060916966	0.0455441636	-0.0753339383	-0.0688504948	-0.0087597694	-0.0493359723	0.0050879868	0.0517479791	-0.1969576653	-0.0666078768	0.0949540535	0.1030663264	-0.2161756221	-0.0099821122	0.1114344933	-0.1512304829	0.0114110553	-4.825e-06	-0.0633259422	0.0601647491	0.1209033287	0.0779503052	-0.0486063653	-0.1028850718	-0.0437540726	-0.03043386	0.1085750396	-0.1686859456	0.0337617203	0.0252759325	-0.0684200221	0.2175253462	-0.0583222937	-0.043139167	-0.0694167632	-0.092563124	0.0857476601	0.0952825639	-0.0306257652	0.0574275522	0.0990595647	0.0201335381	0.0657134355	-0.0102504595	0.0204066035	0.047935944	0.0310266847	0.0182461624	-0.138221575	-0.0335257403	-0.0236948139	-0.0684782371	-0.0408306275	0.1247857057	-0.0268043468	0.0330810339	-0.0142537143	-0.0023573423	0.0706862628	0.1923607088	-0.0547179897	-0.0157322425	0.076018972	0.1318235929	-0.0236132089	-0.0993284128	0.0584320697	-0.0344740962	0.0116894058	-0.0846074643	0.0392373641	-0.0335568788	0.0366805239	-0.0148052554	0.1263903806	0.116802275	0.1013572156	0.0808296822	0.0	0.0444097044355373	-0.0281390492846895	0.0019722218480517	0.0007918060946461	-0.07675024354252	-0.0326805731027661	0.0058905998838361	0.0010680198583252	-0.0653627091982613	-0.012411949093618	0.0001540564803025	0.0042722837537364	-0.0002801264640379	0.0003699484423352	7.84708358543769e-08	1.3686184998631476e-07	0.0009191152747296	4.279821498510007e-05	1.8316872059108441e-09	8.447728882412682e-07	-0.0008133723094737	0.0001578441725066	6.615745138185803e-07	2.4914782794293303e-08
