global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
838.5791948452852	n/a	703215.0660273668	n/a	861.3819038017647	n/a	741978.7841971526	n/a	782.8538190766243	n/a	612860.102042856	n/a	791.1303442200618	633.8802199935913	n/a	n/a	n/a	n/a	-0.0949330711	-0.0076716214	0.2683539456	-0.0766831597	0.0581848581	-0.1894509684	0.215079251	0.0921537391	-0.265540698	0.1569983518	-0.4574379692	0.0221702963	-0.2874132614	-0.0538105656	-0.2343395998	0.0238492847	-0.0613303973	0.0741871283	-0.0957709857	0.0788035839	-0.0002917412	0.0032444758	-0.2696001089	0.0096350638	-0.1119867637	0.2015718331	-0.1761190382	0.054209231	-0.0123691909	-0.0521359272	0.219259196	-0.0894039858	0.0232592618	-0.0102342432	0.1071787231	-0.2625785306	0.049609537	-0.1187193389	0.240867334	0.1854659954	-0.3276844359	0.3868631071	-0.0513476787	-0.1127433155	-0.0889882921	0.0414140145	-0.1178234604	0.0169546849	-0.206204092	0.0137531613	-0.1711994594	0.1657265569	-0.2392037586	0.0846598674	-0.1159527599	0.0976796005	-0.1521603768	0.03259132	-0.1422155692	0.0820274476	-0.1046341685	0.0253772307	-0.1304505076	0.0478084856	-0.057167057	0.2069245062	0.0142197265	0.1561451084	0.1560591586	-2.1879468803831514e-05	n/a	4.787111551378365e-10	n/a	0.0372373934746548	n/a	n/a	0.0013866234727862	-0.0001126829835982	n/a	1.2697454792592213e-08	n/a	-0.0009046371811348	n/a	n/a	8.183684294915169e-07	-0.0004127001236091	n/a	n/a	1.7032139202696646e-07	-0.000663187242261	n/a	n/a	4.398173182977503e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
834.8291212405226	-3.750073604762633	696939.6616712231	14.06305204113741	843.8521626078999	-17.529741193864766	712086.4723380295	307.2918263238793	779.2568006497543	-3.5970184268700223	607241.1613588908	12.93854156324249	787.9185864218771	637.8993740539551	1.740992	29.050497	0.387757277938409	0.2119216964599051	-0.0415390761	-0.0414618422	0.0930355861	0.2231385255	-0.1204189449	-0.2620574074	-0.243949676	0.1157248824	-0.4294661768	0.0518246422	0.396611987	-0.0089383031	0.0961476188	-0.0167082641	0.0787880735	0.4340861198	0.2808831539	-0.1706730044	0.2684054834	0.1430852583	-0.0650217099	-0.1127184167	-0.222581979	0.0397064184	0.0392715724	-0.1232977484	0.0161489275	0.0021577306	0.172999319	-0.0740628798	-0.1154222327	-0.1432866347	-0.5634938473	-0.1069955059	-0.2224287636	-0.0901897814	-0.1389634755	-0.157718944	0.0719701245	-0.2459172471	0.0254651303	-0.1237154224	-0.0839157226	0.0350757044	-0.2322109395	-0.2532761046	0.1927358954	0.1132221969	0.0362023858	0.3010529055	-0.3229495964	0.2801879436	0.0366336706	-0.288713054	-0.1103275842	0.178693594	0.0379647013	-0.1265595206	-0.0927717321	-0.0533644737	-0.1343271178	-0.0123572781	0.0013445109	0.0676848838	0.0900208834	-0.1362698917	-0.1516100059	0.155915944	0.1551433414	0.0001305837646015	0.0001524632334053	1.7052119577499967e-08	2.32450375404086e-08	-0.0580270038653907	-0.0952643973400454	0.009075305400562	0.003367133177594	-0.1440523413747314	-0.1439396583911332	0.0207510770555421	0.0207186252577561	0.0007466403963735	0.0016512775775083	2.7267176379816794e-06	5.574718814967772e-07	-0.0015351775426188	-0.0011224774190097	1.2599555561866775e-06	2.3567700873610974e-06	-0.0004689270593025	0.0001942601829585	3.7737018683069896e-08	2.1989258694609038e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
835.7251218570561	0.8960006165335699	698436.4793029913	0.8028171048285373	854.7575137265079	10.905351118607996	730610.4072719214	118.92668302012468	782.1554589567885	2.898658307034225	611767.1619759045	8.402219980938519	792.6571750274853	645.5838140959739	1.79671	29.980228	0.162018225842504	0.1068170967219898	0.1826490204	-0.1139858084	-0.0091888236	0.2744691323	0.0090464597	-0.0803463544	-0.3991897707	0.1872420555	0.0652033088	0.2870768041	-0.0753019189	-0.0458902418	0.1384059101	-0.042097446	0.2200390062	0.0955892099	-0.1486847468	-0.0130528868	0.2131794005	0.0372977799	0.1168425789	-0.0502889881	0.2556505461	0.1869065933	0.0671934801	-0.1109008179	-0.2453966978	0.0192136551	0.0224505027	-0.0674136694	-0.2740580065	-0.2140155011	-0.0723858868	0.2733643604	-0.0460960899	0.2055309539	-0.0859450003	0.066465315	0.0052767174	0.1376195949	-0.0557604442	-0.1035464903	0.1420095572	0.1757978692	-0.0523473851	-0.1558236329	-0.0610725998	-0.1824841132	0.1010276669	0.0961154958	0.14468039	0.1170545855	0.0271178639	-0.2101880021	-0.0691846877	-0.2776327298	0.1632716692	-0.0339764191	0.2827073575	-0.2179519098	0.0358459119	0.0362906515	-0.0963114388	-0.0160557246	-0.1885598984	0.133073016	0.0638592305	0.1554579513	0.1533170814	2.861292919931202e-05	-0.0001019708354021	8.186997173648423e-10	1.0398051272620116e-08	0.0379608526616834	0.095987856527074	0.0092136686006621	0.001441026334802	-0.1652465263325382	-0.0211941849578067	0.0273064144649702	0.0004491934760257	-7.537500517102008e-05	-0.0008220154015445	6.757093203763987e-07	5.681391404531304e-09	-0.0016059797161764	-7.080217355760017e-05	5.012947780480536e-09	2.5791708487700304e-06	-0.0004670603639602	1.8666953422999597e-06	3.484551500964363e-12	2.181453835826345e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.824507714865	-4.900614142191103	690269.3626196479	24.01601897064344	857.020042459448	2.2625287329400408	734483.353177194	5.119036267379267	784.2391665471251	2.083707590336644	615031.0703465295	4.341837322026543	792.2854953269715	615.5147482337952	1.917834	32.001328	0.2906480058675403	0.1797214801692105	-0.1529954822	-0.2079746143	-0.0327818442	-0.1601192725	-0.1066060125	0.1149546832	0.0990421566	0.2036398312	0.1038954715	-0.0527347404	-0.2937571672	-0.1275062886	0.2171268765	-0.2531858092	0.1967210614	-0.0515296014	-0.0649764786	0.1668729117	0.1345287224	-0.2083840844	0.0444921206	-0.107137568	0.0995698847	-0.0599439375	-0.0846889565	0.1319926194	0.0205365378	0.0091667136	-0.1400446262	-0.2323156899	-0.0234674448	-0.0337635589	0.1564851094	-0.0412482228	-0.0248123243	0.3514872006	0.1666408208	0.0045603367	-0.037766044	0.1272430137	-0.2251868446	0.0635267459	0.135456105	-0.0589547426	-0.1772106672	0.1600285871	0.0785332205	-0.1916913831	0.1345452646	0.0367811184	0.0984427477	-0.0366722711	0.0665202755	0.0385426024	-0.0232868114	-0.0338291036	0.0517686567	-0.0018385607	0.0330576434	0.1162604202	0.0281517154	0.0996616758	-0.189941691	0.0546038918	-0.3948988749	-0.0100202665	-0.1731157304	0.1547718027	0.1505910958	0.0164499925866437	0.0164213796574443	0.0002706022561006	0.0002696617098539	0.0803356834202304	0.042374830758547	0.0017956262818155	0.0064538220305954	0.0110351936660748	0.176281719998613	0.0001217754992477	0.0310752448056693	0.0007012038289099	0.0007765788340809	6.030746855424813e-07	4.916868096779043e-07	-0.0012721626989149	0.0003338170172615	1.1143380101336465e-07	1.6183979325104423e-06	-0.0004660547062439	1.0056577163000376e-06	1.0113474423538068e-12	2.172069892120879e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
827.5368217759657	-3.287685938899358	684817.1913950663	10.808878832836552	842.9545489758044	-14.065493483643536	710572.3716390019	197.8381069384188	779.2071576881768	-5.032008858948302	607163.7945924873	25.321113156534192	788.5171477881067	634.6596032066345	2.142693	35.753365	0.1856082634379551	0.0824851266487691	0.1533817167	0.0277719789	-0.2530803897	-0.0138249074	0.294633934	0.1281708388	-0.0457743778	-0.1663463059	0.2647600334	0.051465636	0.1336006567	0.1988036914	-0.0208454263	0.2183173558	0.01421712	0.0830160769	0.0830767287	-0.1486674977	-0.3555263185	0.2079883529	0.1381345444	-0.0761864775	0.295057434	0.1545591219	0.0354953587	-0.1922851906	0.1957991938	-0.041481766	-0.2028704356	0.119918228	-0.0825909319	0.1078280405	-0.1179765114	0.0660439001	0.2384131088	-0.0648376692	-0.1048438254	-0.0735127688	-0.1712342346	0.4192220352	0.2560638387	-0.1980496236	0.0490041571	0.1468695521	0.1462393052	0.0671850354	-0.3364653864	-0.1289434602	-0.0380225069	0.022703042	-0.2333458344	-0.2145666158	-0.1615734258	-0.1414265676	0.1238056449	-0.1249009514	-0.0754883523	0.0025314731	0.1807924381	0.0540738371	0.0504894615	-0.0890996361	-0.0583870543	0.2340359825	0.0493014483	-0.3262273647	-0.1116138525	0.1538585052	0.1469813818	0.0030152969635111	-0.0134346956231326	9.09201577815926e-06	0.0001804910464862	0.04589897418019	-0.0344367092400404	0.001185886943283	0.0021067158307937	-0.0555274845386577	-0.0665626782047325	0.0030833015391908	0.0044305901297867	0.0002070399976703	-0.0004941638312396	2.4419789210539986e-07	4.2865560635317837e-08	-0.0008979905947541	0.0003741721041608	1.4000476353212058e-07	8.063871082668223e-07	8.909296575669382e-05	0.0005551476720005	3.081889377276789e-07	7.937556547323417e-09	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
832.6082554689118	5.07143369294613	693236.5070749847	25.71943970194922	845.3238134050703	2.3692644292658542	714572.3495096901	5.613413935784454	779.1096670721884	-0.0974906159884767	607011.8733253361	0.0095044202058126	786.9390485881488	621.2218954620362	1.979288	33.026756	0.5353864785991927	0.3675559429469819	0.3359540415	-0.2493302951	0.0827718749	-0.0283565599	-0.0982411567	0.166251818	0.0115029072	-0.2880583337	-0.1092075956	-0.0195168749	-0.2184961255	0.0813306418	-0.1257754848	0.3213960755	0.015260473	0.1485850481	-0.3002349773	0.1118317457	-0.1430063975	0.0317463613	0.0796173409	0.1279628269	0.0801034726	-0.1662704263	0.1068277938	0.1162166811	0.1273506541	0.2726704518	0.0150632302	0.3604570562	-0.0717710135	-0.0507551859	0.0205562976	-0.0355126627	0.129244783	0.00982251	0.2567864979	-0.160872267	-0.297884175	0.081668048	0.1436192235	0.2156762477	-0.1315791886	0.4424940685	-0.0371173227	0.3770963656	-0.0975177961	0.1504921583	-0.1226104192	-0.0744960266	0.1952187417	-0.1167723293	-0.1054266378	-0.0154565294	-0.2303593273	0.0272483003	-0.2383946049	0.0145803902	-0.1501536595	-0.2554369965	-0.1233713434	-0.0718303044	0.2290664883	-0.0311844124	-0.0708820966	-0.1644786058	0.0042693437	0.152719399	0.1425091225	0.0411897497436655	0.0381744527801544	0.0016965954839457	0.0014572888450642	0.0638976298330504	0.0179986556528604	0.0003239516053102	0.0040829070982815	-0.1915990456380853	-0.1360715610994276	0.0367101942894251	0.0185154697400352	0.0062740672051736	0.0060670272075033	3.6808819136585294e-05	3.936391929503487e-05	-0.0002318172692781	0.000666173325476	4.437868995757527e-07	5.3739246335555134e-08	0.0002187286141124	0.0001296356483557	1.68054013246043e-08	4.7842206631531194e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
834.6773394726156	2.0690840037037788	696686.261029084	4.281108614382859	849.1732813961856	3.8494679911153753	721095.2618371655	14.818403814621844	782.629664706645	3.519997634456672	612509.1920788357	12.390383346580569	790.5761991065702	637.193783958435	2.064025	34.440685	0.4802175353147236	0.3473425373379785	-0.0722614544	-0.0075581664	0.0138099004	-0.0633029039	-0.256929193	-0.0339576223	0.0851953634	0.0756817983	-0.0747794286	-0.2386052045	0.0565062042	-0.3651036324	0.1777316753	-0.0591151843	0.0292998013	0.0866922736	0.0005846783	-0.1082545133	0.1754139715	-0.208896538	-0.0253112216	0.017178487	-0.00636801	-0.2161365317	-0.1082400022	0.0143937947	-0.1288044913	-0.0808710541	0.0315360354	-0.0256530249	0.0434926958	-0.0790230734	0.0051400206	-0.1992791336	-0.1742946479	0.0981057922	-0.0305745041	-0.0198147742	0.0162838577	-0.0205815604	-0.2137535868	0.0514851073	0.0126819821	-0.0252340786	-0.0566634518	0.1785992329	0.147087115	-0.0426131708	0.2464023617	0.1024287356	-0.0519645293	-0.0225970796	-0.0134344846	0.1299234631	-0.1043790856	0.0385947855	0.0934059751	0.0624961889	-0.051344998	-0.1210668732	0.0766312425	0.0817715004	-0.1010808049	-0.2015490798	-0.0876101467	-0.0012022631	0.0437387213	0.1513561561	0.1372005631	0.0381047990150449	-0.0030849507286206	0.0014519757079769	9.516920998016795e-06	0.0785008081501956	0.0146031783171451	0.0002132528169623	0.0061623768802338	-0.0315806543295025	0.1600183913085828	0.0009973377278795	0.0256058855569867	0.0009141070680078	-0.0053599601371658	2.8729172672006422e-05	8.355917317818167e-07	-0.0009048926676065	-0.0006730753983284	4.530304918349344e-07	8.188307398880078e-07	0.0002359133778257	1.7184763713300015e-05	2.953161038819529e-10	5.565512183713148e-08	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.6537188025127	-4.0236206701029005	689985.6005604438	16.189523296879315	846.4331466834861	-2.7401347126995006	716449.071804508	7.508338243740774	780.8905147688986	-1.739149937746447	609789.9960560354	3.0246425059634703	789.9486494572686	639.301267993927	1.402861	23.408394	0.1743284638674342	0.0858305332374594	0.0436427774	0.1258358762	-0.2790278767	0.0135449023	-0.0699090024	0.0854086144	0.068335945	0.0774826595	0.2924161171	-0.1095791117	0.0804156425	-0.0627070088	-0.0813863686	0.0505453897	0.1319471274	-0.1870943624	0.1437454394	-0.0277168476	-0.0610741683	-0.0072943271	-0.0524324561	-0.0225361376	0.092100717	-0.0329301854	0.1370772822	0.1562024873	-0.0253422555	0.0017040277	-0.0125824685	-0.0671437269	-0.089391264	0.2843766615	0.0489528558	-0.0669255689	-0.0056998194	0.0551408845	-0.0578575396	-0.0081478851	0.0339375528	0.1621675389	0.0256919668	0.1020980091	0.0329660966	0.0030611668	0.1685761952	0.1295843971	0.0645476578	-0.0720424436	0.069523695	-0.0128197456	-0.1103912145	-0.2574796747	0.1231382437	-0.0028887775	0.0678735478	-0.0043549706	-0.0148947836	-0.0738130528	0.1175053371	-0.009044044	0.0713865507	-0.0453237334	-0.0244630018	0.0089877192	0.0096872312	0.0782708572	0.1258575051	0.1497707771	0.1310868562	0.0240604790102167	-0.0140443200048281	0.000578906650201	0.000197242924398	0.0266590463207876	-0.051841761829408	0.002687568269577	0.0007107047507338	-0.0015323811249459	0.0300482732045566	2.348191912090462e-06	0.0009028987225756	-5.096596698272772e-05	-0.0009650730349905	9.313659628658284e-07	2.597529790484492e-09	-0.0003350052763848	0.0005698873912217	3.24771638673475e-07	1.1222853520565625e-07	0.0002029916274651	-3.292175036060001e-05	1.0838416468056667e-09	4.120560082092994e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831.9478193446073	1.2941005420946112	692137.1741122473	1.6746962130495666	842.921897034545	-3.5112496489410887	710517.3245003162	12.32887409718892	780.1768771241614	-0.7136376447372186	608675.9595992088	0.5092786879860846	787.0438183945125	636.2401631393433	1.240703	20.702589	0.0495954253650657	0.0275105273430582	-0.0328018305	0.1822185752	0.1543673175	0.0111392731	-0.0450112474	0.1833639972	0.2249889018	-0.1542454062	0.0624409588	0.0705612089	0.0923859017	0.0197350793	0.0423825637	0.1245992658	-0.2029739004	-0.0351422009	0.1138127409	0.080049678	0.1413628713	-0.0167548828	-0.0040072819	0.0782212677	-0.0432209842	-0.0413683727	0.0312832814	-0.041344728	0.1162738156	0.1225737534	-0.1037675597	0.1589157362	0.1915415306	0.1151860709	-0.080446379	0.0122127163	-0.0331668302	0.0129356394	0.0473699925	0.0848155886	0.0014540271	-0.0694247367	-0.0102984436	-0.1026753117	-0.0840910413	-0.0918319685	0.0949320283	0.0874582181	0.1343627009	-0.0328253266	0.0581060935	-0.0172213443	-0.0145207956	0.0254698721	-0.1712186302	-0.0283289444	0.0522661644	0.0110674284	-0.0268265856	-0.0478154074	-0.1767469199	0.1225168478	0.1001259858	0.0165987846	0.0354794252	-0.0674078926	0.0914475082	0.0572123043	0.1328290028	0.1479655889	0.1242038795	0.033628301522782	0.0095678225125652	0.0011308626633071	9.15432276319513e-05	0.0259627595154938	-0.0006962868052938	4.848153152262479e-07	0.0006740648816593	0.0057687779724062	0.0073011590973521	3.3278799294918984e-05	5.330692416484733e-05	-0.0004779992423552	-0.0004270332753724	1.8235741827534175e-07	2.284832756921452e-07	-0.0003480003310525	-1.2995054667699966e-05	1.688714458165107e-10	1.2110423041264958e-07	2.416818508180191e-06	-0.0002005748089569	4.023025398810488e-08	5.841011701482325e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
832.4228209930873	0.4750016484799744	692927.7529100894	0.2256265660586931	846.3416591991078	3.4197621645627123	716294.2040958987	11.694773262174648	780.4824441166247	0.3055669924633548	609152.8455742602	0.0933711868830999	789.2984861199027	639.4163793487548	1.106666	18.466034	0.0942498130972851	0.0421333560185332	0.0373829118	0.1339231192	-0.1058057182	-0.0732787811	-0.1906018123	-0.0364032952	-0.0014088576	-0.0964804243	0.0726361662	-0.2393891208	0.0789774506	0.0276153734	-0.026986276	0.1210648726	0.0249567453	-0.0658076718	0.0511086219	-0.1297801559	0.0220531295	-0.1999861185	-0.0363906582	-0.039849017	0.0062186842	0.0414778197	0.1013566029	0.0508340907	0.0745395854	-0.0129015417	0.1106032268	0.1259020284	0.0016302606	0.0710279958	0.0744555959	-0.151511212	-0.0907520788	0.0939203469	-0.1814995825	0.0351703619	0.0087803268	-0.0734161524	0.0730437157	0.0473691181	-0.0043156548	-0.0302336614	0.1467279662	0.0355665659	0.1025084629	-0.0869008467	0.0079428238	-0.0035086985	-0.084372319	-0.0842279826	0.1620907259	0.0912753108	0.0840390352	-0.0387418764	-0.0071852188	0.0402587958	-0.1066045286	-0.0822168955	-0.0275552209	0.0096508336	0.0132391234	-0.0123931707	0.0291054588	0.1363705452	0.0407133307	0.1459432408	0.1165920251	0.0173108621655444	-0.0163174393572375	0.0002996659489144	0.0002662588271771	-0.0011423869820674	-0.0271051464975611	0.0007346889666542	1.305048016797062e-06	-0.0184553166446761	-0.0242240946170823	0.0003405987124552	0.0005868067600173	-0.0007460356381772	-0.000268036395822	7.18435094852479e-08	5.565691734304621e-07	-0.0004519410866923	-0.0001039407556398	1.0803680682972624e-08	2.0425074584061706e-07	-0.0001576686825381	-0.0001600855010462	2.5627367645238584e-08	2.4859413453300164e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
