global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22
832.3518242543076	n/a	692809.5593394738	n/a	877.4507834241281	n/a	769919.8773316161	n/a	776.0797957800385	n/a	602299.8494179862	n/a	790.5309957638302	659.4321703175027	n/a	n/a	n/a	n/a	-0.0399386251	-0.0077088664	0.0490208702	-0.0020979532	-0.1399353033	-0.0711809461	-0.0379402835	0.0639604705	-0.0482797409	-0.0075453466	0.021757027	0.0951544586	-0.1142649261	0.0032143231	-0.0814938355	-0.0116696679	-0.0140302022	0.084737117	-0.1031033059	0.1105160218	-0.0305568718	0.0438249323	-0.0078186287	-0.0387903351	-0.1008811963	0.104661599	-0.008393653	0.1718962803	-0.1251425598	0.0820869037	-0.0629582344	0.0089050136	-0.1191181647	0.0249752594	-0.0475527259	0.0461828386	-0.0428757302	0.0510094265	-0.1269162124	0.0948590544	-0.0414149876	0.1348423627	-0.1328759959	0.1032531756	-0.0778933885	0.0548639541	0.1561451084	0.1560591586	8.859783402215271e-05	n/a	7.849576193416921e-09	n/a	7.472035719047199e-07	n/a	n/a	5.58313177867172e-13	0.0464029121574185	n/a	0.002153230256689	n/a	2.70790688187434e-12	n/a	n/a	7.33275968090241e-24	-0.0003960002761731	n/a	n/a	1.5681621872917145e-07	4.3346424331636077e-11	n/a	n/a	1.8789125023382518e-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828.5091100269691	-3.842714227338547	686427.3453976804	14.766452632990086	855.8624057894439	-21.588377634684207	732500.4576436947	466.0580488977333	772.8504484936707	-3.2293472863677835	597297.815736868	10.428683895970966	785.9223998033679	652.6004701816964	1.417733	28.862162	0.2771446736975923	0.2100906488606662	0.1102409973	-0.0197494217	0.0763937745	0.0604799201	0.0555994384	-0.0661867463	-0.0581871892	0.1531943004	0.1121432465	-0.1135195644	-0.1381941893	-0.0248787396	-0.1119167548	0.081929525	0.0044055191	0.1000438615	0.1495084183	0.0076433341	-0.0966662689	0.135134467	0.0123607795	0.0501853955	0.0942106083	0.1113919179	0.0077366933	0.1253772746	0.0286858611	-0.1367942498	-0.1515808764	0.0625934337	-0.1417485522	-0.0435743502	-0.2388708694	0.0347915217	0.0084852825	0.1134766798	-0.0053078944	0.078164834	-0.0483148409	0.1170529234	-0.0565851995	0.0936713903	0.0464302461	-0.0366941766	0.3901077908	-0.0839199645	0.155915944	0.1551433414	0.0002291771251492	0.000140579291127	5.252215469165209e-08	1.976253709378312e-08	0.0010279045071825	0.0010271573036105	1.0550521263605888e-06	1.0565876758860984e-06	-0.0648544334317478	-0.1112573455891662	0.004206097535753	0.0123781969475471	0.0031050429148634	0.0031050429121554	9.641291486327066e-06	9.6412915031434e-06	-0.0004047211409783	-8.720864805199984e-06	7.605348295057575e-11	1.6379920195477698e-07	0.0001806280966595	0.000180628053313	3.2626493643671314e-08	3.262650930283367e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
835.9677876807714	7.458677653802283	698842.1420398833	55.63187234332953	862.5479998619728	6.685594072528943	743989.0520658898	44.69716810263414	776.8461655925091	3.995717098838441	603489.9649957841	15.965755133949884	789.8462507588155	679.716559843931	1.204078	24.512585	0.1085254693684816	0.0504594638326492	0.1758622577	0.1105235535	0.0678291463	0.0953331317	0.0452271034	-0.0568793723	-0.2191698835	0.0442480301	0.2348015454	-0.0114875212	0.02929718	-0.0910742136	-0.1109591448	0.236810785	-0.0097969726	0.0093624892	0.013912502	-0.1048657534	-0.0249633004	0.2490860575	0.0235751665	-0.108831229	0.0926746336	0.1496319619	0.0396346125	0.0391542354	0.1534262151	-0.0920785232	-0.0802060664	-0.0044561056	-0.1192393222	0.0087297519	-0.0489605226	0.0027743737	-0.0646764985	-0.0834658186	0.165190732	0.1277752277	-0.0366888475	-0.0432886725	-0.1832186819	0.0826907838	-0.0051560853	-0.1118296682	0.1349854456	-0.0667780054	0.1554579513	0.1533170814	9.69908431187605e-05	-0.0001321862820304	9.40722364888801e-09	1.7473213157030898e-08	-0.0292429573826353	-0.0302708618898178	0.0009163250795524	0.0008551505564826	-0.0932262531172511	-0.0283718196855033	0.0086911342702817	0.0008049601522667	0.0029339996910757	-0.0001710432237876	2.925578440368916e-08	8.608354187232304e-06	1.87726946210276e-06	0.0004065984104404	1.653222673726622e-07	3.5241406333435854e-12	0.000597998492654	0.0004173703959945	1.7419804745260578e-07	3.5760219721645615e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
835.7085695542443	-0.2592181265271165	698408.8132264011	0.0671940371202281	864.3168233235677	1.768823461594934	747043.5710801434	3.1287364382886853	778.1999134838132	1.353747891304124	605595.1053462144	1.8326333532103627	791.1865941063134	677.3702349462108	1.303877	26.544285	0.3115100175038544	0.1843498697180168	0.0791921576	0.0939750482	0.1049796317	0.0956806324	0.048502758	-0.0088606304	-0.2330087642	0.0342595493	-0.0920099385	0.0367240312	0.0522256628	-0.0203024499	-0.1283658008	-0.0416763035	-0.1240151196	-0.037735079	-0.0129007184	-0.0230516594	-0.1604047746	0.0176855657	0.0688477429	-0.1119210616	0.0229717124	0.0136772515	0.0223545914	0.1139125371	0.0902221428	0.2219880552	0.0156552839	0.1143547201	-0.0315516987	0.0949141699	0.01453047	-0.1358518075	0.1359314417	0.0455260574	0.0718150882	-0.0229227824	0.0953175543	-0.0064361038	-0.0095344316	0.0414589072	-0.142157073	0.1266845116	-0.1785330038	0.113246195	0.1547718027	0.1505910958	1.978410364245065e-05	-7.720673947630985e-05	3.91410756935229e-10	5.960880620562781e-09	0.0373317301495177	0.066574687532153	0.0044321890200038	0.0013936580759564	-0.0077127457023919	0.0855135074148592	5.948644626976472e-05	0.0073125599503911	0.0004249996982963	-0.0025089999927794	6.295080963767031e-06	1.80624743551946e-07	-1.6571507055473944e-08	-1.8938409691582336e-06	3.5866336164621985e-12	2.746148460896227e-16	-7.799998994475988e-05	-0.0006759984825987	4.569739484758259e-07	6.083998431382643e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
832.1228205115636	-3.585749042680618	692428.38841612	12.857596197084968	857.428008235358	-6.888815088209753	735182.7893064531	47.45577331954635	775.2951313678483	-2.904782115964963	601082.5407226891	8.437759141229888	789.6514547811972	674.8944748475222	1.261738	25.686434	0.3530625496821659	0.2365255095972676	0.1594949206	0.1046250699	-0.0045123358	-0.0347186661	0.1140949061	0.0286681583	-0.1421432119	0.042707675	-0.1720834475	-0.0400644007	0.0840074793	-0.1515444096	-0.037040951	-0.0345412048	-0.0156911637	0.053898261	-0.0662032839	-0.1492098222	-0.0595532844	-0.0077073089	0.0259901918	0.0493607655	0.1001883637	0.1172895354	0.1364929211	0.041237876	0.1310095321	0.0007493882	0.0383488095	0.0456877589	-0.0350213717	0.114006898	-0.1973545045	-0.1018065197	0.0453956432	0.1194331336	0.0068457895	-0.1602336167	0.0889869204	-0.0319936292	0.2278355204	-0.1057498709	-0.2517382524	0.1506133036	0.0100919504	0.0534152461	0.1538585052	0.1469813818	0.0163678715510258	0.0163480874473833	0.0002679072191108	0.0002672599631872	0.0308099080955486	-0.006521822053969	4.2534162903637685e-05	0.0009492504368561	-0.1301934741205883	-0.1224807284181963	0.0169503407035882	0.0150015288338519	0.0038740131716932	0.0034490134733969	1.189569393967335e-05	1.5007978054452408e-05	2.210578336825364e-06	2.227149843880838e-06	4.960196427098441e-12	4.8866565832415916e-12	0.0006249976220668	0.0007029976120115	4.942056424939556e-07	3.906220275891545e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
833.8536758976471	1.7308553860834763	695311.9528080183	2.99586036753418	864.876269596075	7.44826136071697	748010.9617104225	55.47659729754941	778.7079878498737	3.412856482025404	606386.130341199	11.647589366902816	791.1443014938767	676.3317591527659	1.252689	25.502201	0.3167253622103321	0.1793927815607155	0.0566090966	0.0689868425	-0.0270478209	0.0351423948	0.0338745186	-0.0730231321	-0.0905292736	-0.055232778	0.0007659207	0.0339137279	0.0228420682	-0.0207294373	-0.0378376508	0.1376415585	0.0094277407	-0.0299890984	-0.0010628804	-0.0512769371	0.00191911	0.1517681302	0.0225609215	-0.1109691591	0.0411679193	0.0687297322	0.0023103418	0.0702366585	0.0478274842	0.155394057	-0.0593604356	0.0112353662	-0.0837189224	0.0233672744	0.0350562603	-0.0901923887	0.0405367554	-0.0053960798	-0.0596806706	-0.007217748	0.2288280288	-0.120454322	-0.0734777906	0.0446915023	0.0984282079	0.0335971914	0.168880507	0.0072651522	0.152719399	0.1425091225	-0.0224074815604211	-0.0387753531114469	0.0005020952298806	0.0015035280089173	0.0569945619980529	0.0261846539025043	0.0006856360999939	0.0032483800973498	-0.0261946366323968	0.1039988374881915	0.0006861589883033	0.0108157581988952	0.0016780017634706	-0.0021960114082226	4.822466105043807e-06	2.815689918210444e-06	-1.1074610806183217e-07	-2.321324444887196e-06	5.38854717843085e-12	1.2264700450843007e-14	-0.0001319999994295	-0.0007569976214963	5.730453989510555e-07	1.7423999849388004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
827.9496040977008	-5.904071799946337	685500.5469255395	34.85806381892158	853.9472541061102	-10.92901548996474	729225.9127953656	119.44337957988924	771.82089864401	-6.887089205863731	595707.4995836471	47.43199772952472	786.8527355957032	684.2023993589596	1.793494	36.511902	0.7128135266983362	0.4330734681955613	0.2351096763	0.0962755733	0.0019450394	-0.1172754152	0.1399386785	0.0942639917	-0.0209136671	-0.020299521	0.2639576997	-0.1757973678	0.1339938669	-0.1136745968	-0.2395626467	0.2430496462	0.0447154283	0.1717257138	-0.0639439805	-0.1366481197	0.0354270296	0.2662918564	-0.055443167	0.1435326216	0.1836091597	0.1105716087	0.4213015623	-0.1261557665	0.0511390184	-0.1572457746	0.0640781752	0.1398096412	0.1629798921	0.0940049725	0.1487545523	0.0563906091	-0.1033327669	-0.0524513138	-0.1992149784	0.1588632399	-0.0556745902	-0.0638494287	-0.1214782462	-0.0807548056	-0.1075082588	0.0829688482	-0.115862077	-0.0103871096	0.1513561561	0.1372005631	-0.0318320910875939	-0.0094246095271727	0.0010132820230088	8.88232647396763e-05	-0.063955274060973	-0.1209498360590259	0.0146288628427052	0.0040902770802141	-0.3589071324848163	-0.3327124958524195	0.1288143297484734	0.1106976048963462	0.0052688170855873	0.0035908153221166	1.2893954677548056e-05	2.7760433481376647e-05	0.0006907801149265	0.0006908908610345	4.773301818610782e-07	4.771771671778685e-07	-0.0008448255214726	-0.0007128255220431	5.08120224876018e-07	7.137301617314505e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
835.4570079525712	7.507403854870404	697988.4121370626	56.361112640123	864.8223858004302	10.875131694319975	747917.7589815481	118.26848936880286	778.2523791090887	6.431480465078721	605676.7655889567	41.3639409726892	791.1853310744826	686.3128585910988	1.815339	36.956623	0.4555294089961892	0.2477802524566489	0.1644815703	0.1858208028	0.0674280774	-0.138526054	0.0502331327	-0.1223536846	-0.0485072043	-0.0791089875	-0.0852410836	0.0110298291	-0.1146579032	-0.1905873103	-0.1212798343	0.0251385087	-0.0802755223	0.0141693986	0.1225628607	-0.139381807	0.0039138019	0.0294915998	0.1514329462	0.1293532248	0.0938226185	0.1419504691	0.0694330014	-0.0838762861	0.2079751637	-0.1486536988	-0.1081649312	-0.1378453088	0.0789021422	-0.1042942665	0.2385032836	-0.0205804616	-0.1510595522	0.15453903	0.1106228526	-0.2419631673	-0.2981379028	0.0993199538	0.092711016	-0.1585272457	0.1034242017	-0.0127200215	-0.2139394178	-0.0298823891	0.1497707771	0.1310868562	-0.0319978669986511	-0.0001657759110572	0.0010238634924633	2.7481652686845298e-08	0.0421240854311122	0.1060793594920851	0.011252830510251	0.0017744385734076	-0.2011837036385344	0.1577234288462819	0.0404748826097176	0.0248766800070281	0.0030089732866572	-0.00225984379893	5.106893995562825e-06	9.053920239816631e-06	-0.0002728577115385	-0.000963637826465	9.285978605941894e-07	7.445133074602727e-08	-0.0002370902519324	0.0006077352695402	3.693421578430996e-07	5.621178756136892e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.940589689129	-5.516418263442233	688801.3824135391	30.430870457239024	865.0456734950246	0.2232876945944326	748304.0172324608	0.0498573945572966	776.2725087789664	-1.979870330122253	602599.0078859905	3.9198865240983993	790.6539873442779	681.4146432819251	1.345602	27.393726	0.2454924653532688	0.1429271861825096	0.1050144188	0.1018494589	0.0078442457	-0.2911278927	-0.0115592885	0.018359822	-0.0537457815	-0.204723197	0.0063135875	-0.0102579378	0.0144356738	-0.1255772632	0.0795684231	-0.0529440461	0.2070017769	0.0083675841	-0.0102614361	-0.1205285636	0.0628726118	-0.0957178904	-0.1381956372	-0.0978042944	0.0507064012	0.0680090048	0.011456757	-0.0544693557	0.1310497168	0.0850365259	-0.0737896914	-0.1871891834	0.0281770777	0.1040753505	0.274278459	0.0936587058	0.1081450173	-0.0909761734	-0.0913273353	-0.1801805969	0.0508979512	-0.0579569521	0.0141848239	-0.0194881878	0.2576488579	-0.0882855515	0.0852007257	0.0396890311	0.1479655889	0.1242038795	-0.0180533794712545	0.0139444875273966	0.0003259245103331	0.0001944487324017	0.0093732258496856	-0.0327508595814266	0.0010726188033223	8.785736282921434e-05	-0.0901246408455307	0.1110590627930037	0.0081224508875359	0.0123341154284603	0.0017459862033684	-0.0012629870832888	1.5951363725543502e-06	3.0484678223528e-06	-5.4946025704660784e-05	0.0002179116858338	4.7485502822945844e-08	3.0190657407372434e-09	-0.0005109525918386	-0.0002738623399062	7.500058121889904e-08	2.61072551106583e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.6307706293488	0.6901809402198751	689947.477116306	0.4763497302427907	865.3682958814833	0.3226223864586472	748862.2875168223	0.1040852042442727	776.3527910046112	0.080282225644737	602723.6561006495	0.0064452357544724	789.2208722418708	658.3350032240689	1.162626	23.668707	0.0835973494842922	0.0468691467466457	0.0254583295	0.0062361226	0.0020112045	-0.0804884888	-0.0628984501	-0.0599719409	0.0553321567	0.0009582194	0.0680777327	-0.0216863351	-0.057910085	-0.0052326785	-0.07350733	-0.0955311198	-0.0502532374	0.0139554723	0.0741231769	0.0167792842	-0.0692723519	-0.0330516697	-0.0548744752	0.0981406099	0.0240582473	0.0450508382	-0.0612489432	-0.0086201063	0.0914290225	0.0276495434	-0.0502430554	-0.1221943448	0.038763509	-0.0024623045	0.0364475904	0.0847485489	-0.0329174551	0.0343721127	-0.0560271448	0.038374363	-0.0564331664	0.1541722473	-0.0659633432	0.0856804782	0.0586532177	-0.1104461982	-0.1013336363	0.0172595879	0.1459432408	0.1165920251	-0.0260109671015271	-0.0079575876302726	0.0006765704095567	6.33232008934675e-05	0.0095369424445834	0.0001637165948977	2.6803123444930007e-08	9.095327119129638e-05	-0.0645947158901236	0.0255299249554071	0.0041724773209257	0.0006517770682287	0.0012609979436401	-0.0004849882597283	2.3521361207428505e-07	1.5901158138645605e-06	-5.399870669275941e-05	9.473190119013708e-07	8.974133103097895e-13	2.91586032449066e-09	2.0342354954936987e-06	0.000512986827334	2.631554850182993e-07	4.138114051126494e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
