global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
834.3830608539208	n/a	696195.0922399578	n/a	866.4461660077495	n/a	750728.9585895287	n/a	776.9160402672313	n/a	603598.5336245142	n/a	788.7760314287925	649.6815489349365	n/a	n/a	n/a	n/a	-0.0844039424	0.149534848	-0.1220462308	0.0403437589	-0.0677532975	-0.0770536415	-0.0767432731	0.3057640999	-0.2689149494	0.065794729	-0.0184925688	0.0848654315	-0.0096851382	0.1144770615	0.0932974734	-0.0139459689	0.1097977927	-0.0415638461	0.0684323259	-0.3441801373	-0.0379263586	0.1124505104	-0.0296838672	0.0918873575	-0.0010942128	0.0749383845	-0.0926144343	0.1335252039	-0.1351262453	0.0058636084	-0.1068274384	0.1325308584	-0.2068736448	0.083666911	-0.1376551925	0.1660268002	-0.0900157454	0.0855179466	0.0737662751	-0.0691920334	0.1770952595	-0.1318010805	0.1025054337	-0.1854903444	-0.1460663025	0.0409049357	-0.0748635787	0.0950174359	-0.1609007381	0.0320971645	-0.0289290973	0.0358081013	-0.0254898946	0.0526911874	-0.0513061883	0.2002280554	-0.0109569395	0.0190092617	0.000621356	-0.219825082	0.1561451084	0.1560591586	-0.0207630983109652	n/a	0.0004311062514708	n/a	-0.0362658708729668	n/a	n/a	0.0013152133901747	-0.0966725574380973	n/a	0.0093455833616222	n/a	0.0037560230018225	n/a	n/a	1.4107708790219702e-05	-0.0021049929684537	n/a	n/a	4.43099539723952e-06	7.952839355514869e-06	n/a	n/a	6.324765381462615e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.5818960255374	-4.801164828383435	688206.1222133256	23.051183709306137	843.9504778462071	-22.495688161542372	712252.4090568414	506.0559858613578	774.1274542977877	-2.788585969443602	599273.3154975735	7.776211708977715	785.2618668942176	618.1939184722901	1.5145	30.031498	0.1690946773245827	0.0879269515574465	-0.1725836693	-0.1471967139	0.0448068637	0.1041214206	-0.1640000237	-0.0901313343	0.0886968352	-0.0446632329	0.1058523776	-0.2074886379	0.0378141523	-0.011094801	-0.1059114151	0.0415342688	-0.1778530181	-0.1576063172	0.1409229411	-0.0577203562	-0.1242558742	-0.1147291986	-0.1811343947	-0.2221515404	0.2054711286	-0.0411676334	0.0441157383	-0.0570086482	-0.188582969	-0.1599579392	-0.0134262074	-0.1477806725	-0.0770233084	-0.1472647606	-0.1824897416	0.2468608348	0.1516679921	-0.1690147632	-0.1220851888	0.2077473203	-0.1841734813	-0.1288154224	0.1846295026	0.1019123152	-0.0153833848	-0.3592538476	-0.0143993836	-0.0203323796	-0.2694574934	0.1987552876	0.0287796285	-0.0050634797	0.0103086219	-0.0806044521	0.0646131945	0.166384492	0.1112369847	-0.0185008334	0.0183851431	-0.0905094321	0.1245073327	0.12216449	0.155915944	0.1551433414	0.0015799109665834	0.0223430092775486	2.496118662330493e-06	0.0004992100635766	0.0306560182980888	0.0669218891710556	0.004478539250223	0.0009397914578927	-0.1032195133407327	-0.0065469559026354	0.0106542679342976	4.286263159105256e-05	0.0042509745110283	0.0004949515092057	2.4497699646509904e-07	1.8070784293412294e-05	-0.0012141603507502	0.0008908326177034	7.9358275276447e-07	1.4741853573338489e-06	-7.19194932020488e-05	-7.987233255756366e-05	6.3795895081860454e-09	5.172413502439543e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
832.0326686360783	2.4507726105408665	692278.361677674	6.006286388577293	852.5827282813287	8.632250435121591	726897.308563634	74.5157475746569	777.1855202933339	3.058065995546144	604017.3329536201	9.35176763311563	787.3043982691632	620.135136177063	1.691364	33.538597	0.2184608845807309	0.1305383585459844	-0.0837495334	0.0279857148	0.0340405767	0.1028894067	0.1209856438	0.1304554916	-0.1675224751	0.0103636084	-0.1026535619	0.1284219106	0.0894104466	0.0114533869	0.0064325505	0.086934099	-0.1287468984	0.0431272155	-0.185456578	0.19064818	-0.0290430747	-0.0361031072	-0.0127775243	0.1745810872	0.1620465731	0.0107324584	0.0569051666	0.1649549682	-0.0189116283	-0.1055382423	-0.057990788	0.0480595207	0.3186693396	0.0014230483	0.0633201264	-0.0005070231	-0.0698819774	0.1397699454	-0.0771263482	-0.0573553012	-0.0370413981	-0.0501488237	-0.1437714411	-0.2134836256	-0.1413033806	-0.0927332569	-0.1120501027	-0.0010196429	-0.0331402259	0.1758381118	-0.0204349679	0.1049838194	0.2701870348	0.1238366269	-0.0895023147	0.0592207962	-0.1064787792	0.0257107826	0.1043614062	0.0035180023	-0.1395068392	0.2125713709	0.1554579513	0.1533170814	0.0019553445914368	0.0003754336248534	3.8233724712611465e-06	1.409504066705635e-07	0.0279150672632226	-0.0027409510348661	7.512812575534085e-06	0.0007792509803102	-0.2027776339533034	-0.0995581206125706	0.0411187688316999	0.0099118193799071	0.0022350301162562	-0.0020159443947721	4.064031802813049e-06	4.995359620572202e-06	-0.0014019574306827	-0.0001877970799324	3.5267743231173724e-08	1.9654846374464373e-06	4.006661826216397e-05	0.0001119861114642	1.2540889160875084e-08	1.6053338989659712e-09	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831.1682818210755	-0.8643868150027174	690840.7127053988	0.747164565950542	850.2076746294575	-2.3750536518712124	722853.0899988295	5.640879849266782	776.3691449602073	-0.8163753331265298	602749.0492462434	0.6664686845374524	786.9059295327556	618.5122168884277	1.396903	27.699619	0.1713491816353362	0.0921310759950548	-0.1323636746	-0.0536958806	0.1121486227	-0.1954929701	-0.0726668413	0.046578098	-0.006265178	-0.2194127524	0.0545735645	0.0585698302	0.0807534605	-0.1499372422	-0.0237738943	0.049696297	-0.1360482981	0.0433060412	-0.0979543905	0.0930411706	0.0678772216	0.115750269	-0.0630215354	-0.1399936596	-0.1018150596	0.0435000308	0.0410300632	0.0763644918	-0.0515195687	-0.0794055684	0.1297589298	0.1682931901	-0.0186664795	-0.0371381839	0.1297135589	0.0276283718	-0.1027460158	-0.223065759	-0.0959703294	-0.0020207202	-0.0328397613	-0.1451440887	-0.0825055493	0.1038778971	-0.2135206804	0.0537241352	0.0985632742	-0.0783461944	-0.1084988597	0.0612182087	-0.1733337819	0.0498758857	0.0917701889	0.0301281203	-0.2810277198	-0.0899664081	0.2202484552	0.107959339	-0.0792199765	-0.0077938041	-0.0402672647	0.054717748	0.1547718027	0.1505910958	0.0240778953909739	0.0221225507995371	0.0005797450464586	0.000489407253878	0.0845737727164959	0.0566587054532733	0.0032102089036407	0.0071527230315015	-0.1458167544406308	0.0569608795126725	0.0212625258755992	0.0032445417948572	0.0016789208037841	-0.000556109312472	3.092575674181915e-07	2.8187750653790486e-06	-0.0014020994369521	-1.4200626939999718e-07	2.016578054890457e-14	1.9658828311013955e-06	-0.0001158229803934	-0.0001558895986555	2.4301566968992813e-08	1.3414962787209921e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831.3559209374238	0.1876391163482367	691152.667277712	0.0352084379839471	851.0600249259703	0.8523502965127818	724303.1660269932	0.7265010279654271	776.0297439717801	-0.3394009884272009	602222.1635289066	0.1151930309453609	785.3896001125556	616.4459844970703	1.593357	31.595184	0.3244750257118086	0.1704745456135049	-0.0130239046	-0.3157874224	0.0788995449	-0.064153802	0.1543306436	-0.0998687888	0.2815652126	0.0081992525	-0.193504131	0.1500727269	-0.0196395649	-0.2531145838	-0.0023007652	-0.1101138297	-0.112216006	0.1895022671	0.1288936023	-0.1847535552	-0.1186492467	0.197564	0.0704520364	-0.0639144921	0.087413913	0.0525789291	-0.0535608899	-0.1893907504	-0.2270989415	0.0481547778	-0.0192156549	0.1003474022	0.0503589062	-0.193959141	0.0504137544	-0.1075642289	0.0700757398	0.0171646532	0.0088119179	0.2859760074	-0.0613490812	-0.0216681835	-0.1785112658	-0.0762272228	-0.1138473813	-0.0939272142	0.1085233624	-0.1098381637	0.301075477	0.0006358565	-0.1530564169	-0.1399987739	0.0916784972	0.0104690496	-0.1124158128	-0.2384863629	-0.0920311487	0.0626380625	-0.3917755264	-0.046559485	0.0660702913	-0.1192925018	0.1538585052	0.1469813818	0.0244520502887013	0.0003741548977273	0.0005979027633211	1.3999188749339922e-07	0.1692095010610756	0.0846357283445797	0.0071632065124174	0.0286318552493381	-0.0003760284674143	0.1454407259732165	1.413974083059473e-07	0.0211530047716162	0.002813059163118	0.0011341383593339	1.2862698181125909e-06	7.913301855202143e-06	-0.000893829635034	0.0005082698019181	2.583381915418646e-07	7.989314164650136e-07	0.0001222571882803	0.0002380801686737	5.668216671569744e-08	1.4946820086204724e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.7879018842108	-1.5680190532129927	688547.9621134006	2.4586837512389703	849.4923784809728	-1.5676464449975356	721637.3010972603	2.4575153765134115	775.030985552351	-0.998758419429123	600673.0285662485	0.99751838038056	785.914931989584	639.9150943603515	1.856638	36.815861	0.4240488046600429	0.2284069955015883	0.0112558917	0.1787440023	-0.1181559426	-0.02731353	-0.0313866857	0.1563813109	-0.2551585234	0.0137447547	0.0916338178	-0.188937557	0.0533075671	-0.0512523447	-0.015652616	0.0466964425	0.1706400216	-0.1490782243	-0.1735131311	-0.1222207087	-0.0054785357	0.0996596417	-0.0588546006	0.0383065581	-0.0441663923	-0.0257257216	0.0500343746	0.1226916145	0.2298879937	-0.0286574851	-0.1344389173	-0.0167743853	-0.1139799335	-0.1162051107	0.0778941975	-0.0379479294	-0.0264088779	-0.0883285633	-0.0032983096	-0.1008795325	0.1162836413	0.0010322129	0.1620893499	-0.1017478077	-0.0919167472	0.2130254947	-0.0299185145	-0.040865392	0.072652002	0.1232413773	-0.0489093854	0.0172277976	-0.0227607995	-0.0470445511	-0.1152875309	-0.0044781765	-0.0016324628	0.0283624641	0.1032935831	0.1503171037	0.0776942342	0.1679436934	0.152719399	0.1425091225	-0.0073638932061896	-0.0318159434948909	5.422692315216535e-05	0.00101225426047	-0.0189909994539618	-0.1882005005150374	0.0354194283941105	0.0003606580602603	-0.0726748203403389	-0.0722987918729246	0.0052816295115005	0.0052271153062844	0.0004040672432722	-0.0024089919198458	5.803242069882355e-06	1.6327033708559528e-07	-0.0011174780811451	-0.0002236484461111	5.0018627447909656e-08	1.2487572618397348e-06	0.0001202261786934	-2.031009586900008e-06	4.1249999420797394e-12	1.4454334043217349e-08	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.4894591012172	-0.2984427829935612	688052.7627600299	0.0890680947209418	844.2830160817792	-5.209362399193537	712813.8112441459	27.137456606131448	774.5999729619962	-0.4310125903548396	600005.1181127252	0.1857718530443887	782.8581137810326	625.2784169006347	1.374645	27.258266	0.130081650557554	0.0769705138145782	0.0812918605	-0.0708550087	0.0391881691	0.092357541	-0.0046175164	-0.0946295518	0.1206624092	-0.0800892162	0.1162142316	0.0279815225	0.0905817157	0.0054632834	-0.0479832819	-0.0488829644	0.0329582611	0.0310634372	0.1078248957	0.0467270584	-0.1363183741	0.0565793816	-0.1244138753	0.0774639271	0.1838902355	0.0624527832	0.0081605649	-0.1065611695	-0.0979785169	0.052860426	-0.0180502758	-0.2263591933	0.1252006969	-0.0838572528	0.0117494351	0.0216486111	-0.0151909802	-0.1535105045	0.0553075679	0.0441200881	-0.1028422275	0.0173269344	0.0283471279	-0.0260814052	-0.055229665	-0.078026558	0.0107080181	-0.0184027558	0.1580780371	0.1975152472	-0.0013227004	-0.0709936722	0.1242022418	0.0799150187	-0.1493265306	-0.0603488192	0.0848442477	-0.3417724764	0.102255614	-0.1023573013	0.011441144	0.0972808183	0.1513561561	0.1372005631	0.0182239856566752	0.0255878788628648	0.0003321136532147	0.0006547395447006	0.0499638441354619	0.0689548435894236	0.0047547704544418	0.0024963857207927	-0.0786799058935514	-0.0060050855532124	0.0061905275914181	3.606105250140144e-05	7.708292731393848e-05	-0.0003269843159582	1.0691874288269218e-07	5.941777683285923e-09	-0.0013809977111749	-0.0002635196300297	6.94425954110426e-08	1.907154678270312e-06	0.0001200532736404	-1.729050530000035e-07	2.989615735293401e-14	1.441278851177676e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
832.7734381159448	3.2839790147276062	693511.5992314514	10.7845181691713	852.9643742222939	8.681358140514703	727548.2236924295	75.36597916388091	776.9939605998102	2.393987637814007	603719.6148085793	5.731176810006289	786.30075569888	632.6491115112304	1.495439	29.653538	0.1656690913563563	0.089867767477332	0.0686368872	0.1992929888	-0.0788251647	-0.1978666748	0.1113133833	-0.0053293933	-0.0518348247	-0.0879850905	0.0067058836	0.1328533268	0.0119105356	0.0876620643	0.0436242787	-0.0111110582	0.1642255401	0.0066514363	0.0527702758	0.0277657746	0.0946735725	0.1226463607	0.0511771014	-0.0181527802	0.0088748229	-0.1251390562	-0.0368552098	-0.0056450576	0.1352733172	0.135002079	0.1137752305	-0.0639136096	-0.0474336065	-0.0141428724	0.1376514332	0.0043830538	0.0161700241	0.0239963902	0.0356951175	-0.0636404029	0.2056418449	0.1446741808	0.086866498	0.180884851	-0.2707984739	0.2069455105	-0.1533491091	-0.0216060137	0.0205264811	-0.0987226063	-0.0332999293	0.2758016353	0.1497169429	-0.1012171321	0.2324976924	0.0832936387	0.000554454	-0.0950059621	0.0667140616	-0.1774273057	0.2162650852	-0.1558187614	0.1497707771	0.1310868562	0.0071690969957245	-0.0110548886609507	5.139595173410605e-05	0.000122210563306	0.074525856289398	0.024562012153936	0.0006032924410501	0.005554103255668	-0.0579692138828988	0.0207106920106525	0.0033604297582012	0.0004289327635601	-0.0012149726971762	-0.0012920556244901	1.6694077367766017e-06	1.47615865488361e-06	-0.0004870725029273	0.0008939252082475	7.991022779405148e-07	2.372396231078647e-07	0.0001192041357618	-8.491378785999945e-07	7.210351368732992e-13	1.4209625982717644e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
832.6868875783971	-0.0865505375477369	693367.4527449982	0.0074909955498022	847.067676273469	-5.896697948824908	717523.6481873345	34.77104669967588	777.2625895562574	0.2686289564471735	604137.133123699	0.0721615162418974	787.2144221238457	627.265711151123	1.285757	25.49568	0.6139080642916904	0.3631872251780199	-0.0750308537	0.1693498127	0.0599205466	-0.2486582674	-0.086517694	0.0352590833	0.0100600516	-0.1978004061	-0.0539904485	0.0466061121	-0.132012745	-0.0095049928	0.0080606616	0.1162677085	0.0679039645	0.0144292754	-0.0766335606	0.10152462	0.4180285192	0.1401898684	-0.0132306845	-0.1576142662	0.049443834	0.2162944142	0.0184827841	0.1088889576	0.0137472081	0.0456423923	0.1799045391	0.0512214774	-0.1237704927	0.1622577143	0.3233442008	0.230941849	-0.0852219769	-0.0144663966	-0.1577831509	-0.1482178271	0.1740476386	0.0351574221	0.0983298821	0.3243026939	-0.0055781427	0.1817806347	-0.3983912252	-0.2757947094	0.0059190389	-0.0711810726	0.1386085391	-0.1102833283	-0.0223459533	0.0253711446	0.1024185336	-0.1951850966	-0.1123557197	0.1100079685	-0.175394113	-0.1758373445	-0.032534021	0.1218657744	0.1479655889	0.1242038795	0.0043119500429043	-0.0028571469528202	1.8592913172502395e-05	8.163288710009755e-06	-0.0722032278856232	-0.1467290841750211	0.0215294241428404	0.0052133061171032	-0.3132144588999779	-0.2552452450170791	0.0981032972640059	0.0651501351038287	0.002042756216407	0.0032577289135832	1.0612797674395975e-05	4.172852959669443e-06	-0.0010470093086907	-0.0005599368057633	3.135292264485195e-07	1.0962284924849774e-06	0.0004830701793506	0.0003638660435888	1.3239849767696654e-07	2.3335679817782085e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
836.6771163006206	3.990228722223492	700028.5969411222	15.92192525565732	855.8811971356791	8.813520862210112	732532.6236104033	77.67814998861287	778.9265490380403	1.6639594817829677	606726.5687963107	2.7687611570154416	789.6349520958976	650.6700642700196	1.503219	29.807806	0.3985275214295791	0.249313339803981	0.0136708499	0.1070013575	0.0538448218	0.0080695843	-0.053018223	-0.0729681607	0.0054448286	-0.0241927732	-0.1979828662	0.133956408	-0.1227765863	-0.143343018	0.0552524831	-0.0171703951	0.0618251016	0.1188435755	-0.0501554684	0.0717520774	0.2214073975	-0.112825457	-0.0073179724	0.103075582	-0.0050904992	0.0290676474	-0.0492467466	0.0182869394	0.0012258607	0.0614857507	-0.0416017063	0.1298583657	0.0251174109	0.1819919693	0.1180789606	0.0284672926	-0.0845829672	0.1552705391	-0.0021269924	0.005211724	0.0179715363	0.0028713147	-0.0822382311	0.0200330588	0.2795024568	-0.0950526418	-0.0442239814	0.077629616	0.1626852462	-0.0238569993	-0.1479882506	-0.1664871905	-0.0189631824	0.1356226668	0.0224774767	0.033332273	-0.0827138607	0.0379509538	0.0296790719	0.0617142065	-0.1280642761	-0.0382880417	0.1459432408	0.1165920251	0.0147517796986562	0.0104398296557519	0.0002176150042776	0.0001089900432411	0.0301272133237802	0.1023304412094033	0.0104715191981111	0.0009076489826565	-0.107905695287954	0.2053087636120238	0.0116436390755767	0.0421516884158979	0.000784127974726	-0.001258628241681	1.5841450507570062e-06	6.148566807478986e-07	-0.0008938876734057	0.0001531216352849	2.3446235192352542e-08	7.990351726666554e-07	0.0002858503172686	-0.000197219862082	3.8895673999643116e-08	8.171040388255927e-08	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
