global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
839.4295059162864	n/a	n/a	704641.8954028607	856.9990764908168	n/a	n/a	734447.4171061129	814.1241939942983	n/a	n/a	662798.2032468658	815.7921092549309	655.4455523004685	n/a	n/a	n/a	n/a	-0.0954414723	-0.11144641	-0.3122356173	-0.0407010522	-0.1951682708	0.2039336876	-0.2360990802	0.2927652356	-0.2233226525	-0.121653849	0.2879580027	-0.1141608712	0.0093905005	-0.1675696288	0.2104739779	-0.1246193518	0.0498163012	-0.2734171251	0.1896384198	-0.2211758109	0.0755191724	-0.2542797821	0.2350068099	-0.1127405478	0.0965974648	-0.1518110495	0.1564020569	-0.0442933859	-0.1180623627	0.2594012724	-0.1196904505	0.0537735396	-0.2210716647	0.0371201284	-0.1492689495	0.0271899595	-0.0452884956	-0.1052113222	0.1668529564	-0.5193835734	0.0896873127	-0.0489749646	0.2966341078	-0.1218557017	-0.0602703038	0.0833444747	-0.006927991	0.0873939693	-0.0935474447	0.154356183	-0.0144510748	0.2854644273	-0.2829893631	0.0792079938	-0.3545027124	0.072834584	-0.2994099016	0.0145996981	-0.1563265623	0.1543068156	-0.0012394301	0.1415889439	-0.0754378545	0.2463070322	-0.0905176844	0.1401989766	-0.0622184588	0.1422732901	0.1561451084	0.1560591586	-0.0146868538087403	n/a	0.0002157036747993	n/a	0.0007386798611719	n/a	n/a	5.456479373009374e-07	0.0552572843312759	n/a	n/a	0.0030533674716674	0.0009380192993646	n/a	n/a	8.79880205980455e-07	-0.0001648906515177	n/a	n/a	2.7188926957931585e-08	0.0002330773186881	n/a	5.432503648683412e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831.800929004717	-7.628576911569439	58.19518569573032	691892.7854931102	835.3487635280775	-21.65031296273935	468.7360513845595	697807.556727888	813.2826998641852	-0.8414941301130057	0.7081123710146441	661428.7498983784	814.7283956809122	609.0999702835766	2.003437	27.78569	0.2386104346059819	0.1619434626128027	0.1716643467	-0.065057949	-0.2147611593	0.2531062063	-0.0876766244	0.0210829801	0.0774068897	0.4070510912	-0.0744527216	-0.2059716587	0.338524543	0.0280593151	0.2014384467	-0.0196740136	-0.0326562055	-0.0311817106	0.1657394042	0.1057610356	0.0709114195	-0.0049500843	0.0679693233	-0.004970319	0.0329264408	0.0736751355	-0.1737711799	-0.0968900976	-0.0804880794	0.113716385	-0.1997453874	0.3196398586	-0.0425375448	0.1803519817	0.0865002165	-0.0629903571	-0.147703762	-0.0382854983	0.0441880705	-0.1184677427	-0.1226963009	-0.0508500264	0.1547615935	-0.0489246852	-0.0767552092	-0.0735213692	-0.3016080177	0.0932164773	0.0258768535	0.1008676025	0.021245516	-0.00331259	-0.0644496686	0.043395839	-0.3328735802	-0.0849642179	-0.1755053697	-0.0057960113	-0.087738277	-0.0393484665	0.3469829103	0.015594212	-0.0041422607	-0.2052406706	0.1068802797	-0.0154093239	0.028150436	-0.0351358651	0.3573817142	-0.0704443206	0.155915944	0.1551433414	0.0019915714744342	0.0166784252831745	3.966356937780013e-06	0.0002781698699264	0.037339689088597	0.0366010092274251	0.001339633876466	0.001394252381233	0.2088879240252339	0.153630639693958	0.0236023734527747	0.0436341648035718	0.0006409996118558	-0.0002970196875087	8.822069476782517e-08	4.108805023992863e-07	1.955147443943872e-08	0.0001649102029921	2.7195375050908642e-08	3.822601527560256e-16	6.1000001160553714e-05	-0.0001720773175275	3.721000141587554e-09	2.9610603207475984e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.6216970713521	-1.1792319333649175	1.3905879526675613	689932.403645693	832.2462079214013	-3.102555606676219	9.625851292518044	692633.7505995523	812.10838145409	-1.1743184100952249	1.3790237282885769	659520.0232279818	812.5116158498204	570.9374514120849	1.565839	21.716642	0.1288789427982397	0.0831292029606634	0.2748975988	0.1164588806	0.0406818939	0.2495891215	-0.1071832215	-0.1410417784	0.1631900367	0.0389303514	-0.0024028531	-0.2289857136	0.2189654763	-0.0984171585	0.0393806702	0.0154554479	-0.1655107523	0.1340668817	-0.1065108476	0.0715813705	-0.2038836672	0.0204697041	0.1651916106	0.1250513569	-0.1368862281	-0.007117357	-0.0276815109	-0.0018849077	-0.2729635694	-0.0798144688	-0.2387086968	0.1985877752	-0.1366243658	0.0427219952	0.1179112871	-0.0506644533	0.1274067046	-0.0013887494	0.0006607903	0.1457019975	-0.1637296235	0.2378584021	-0.0068872867	0.1507232671	0.0451358016	-0.0352798413	-0.2486782278	0.0227306886	0.1214070301	-0.0498869771	0.1026125387	-0.1167536686	0.0408110429	0.0070460894	-0.0035338106	-0.0944020197	0.031435209	-0.1197177299	0.2471737501	0.2986347833	0.1742207774	-0.0543883191	0.0029220083	-0.0801951405	0.0526131326	-0.2466279786	0.1518969416	-0.069924088	0.1215228983	0.0037845529	0.1554579513	0.1533170814	-0.0094055911636701	-0.0113971626381043	8.846514513810907e-05	0.0001298953161994	-0.0318340487624055	-0.0691737378510025	0.0047850060082792	0.0010134066606072	0.1643306227661582	-0.0445573012590757	0.001985353095492	0.0270045535787133	0.0006699999014974	2.900028964159993e-05	8.410167992966881e-10	4.488998680065257e-07	5.025530214197715e-09	-1.4525944225241004e-08	2.110030556348125e-16	2.5255953933814132e-17	1.4999995745234823e-05	-4.600000541531889e-05	2.2499987235706278e-10	2.1160004982093673e-09	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.2955919861772	-0.326105085174845	0.1063445265768929	689390.7700716765	833.3425588504127	1.0963509290114644	1.2019853595443009	694459.8203913536	811.135441610708	-0.9729398433820506	0.9466119388402892	657940.7046369982	811.3941276766326	573.6624499919802	1.109795	15.39176	0.1026552480895737	0.0649796776382391	0.2791474143	0.1106848681	-0.0323348269	0.2646351746	-0.0621960919	-0.1165924138	0.1337256532	-0.0921343055	0.0849310171	-0.2504155054	0.0252470613	-0.0062280773	0.0023092485	0.0020807661	-0.1318047551	0.0354512342	0.0350114383	0.0850150122	0.0454775379	0.0228839785	0.1317323839	-0.0655193713	-0.0140369779	-0.0240877648	0.0175400862	0.0127447403	0.1003007297	0.2343947176	-0.2537572956	0.0229217177	-0.0218321215	-0.0151058765	0.1140196217	-0.0964406792	0.0681449443	0.0265133739	-0.0722591244	0.1094740644	-0.0914928749	-0.0151998477	-0.0860694717	-0.1712929121	0.0024362973	-0.1237145422	-0.2099041476	0.0328233427	0.1557907416	0.0123777645	0.0431226304	-0.1408961979	-0.0813217105	-0.0124359553	-0.1049001864	0.0365502935	-0.0357987744	-0.1840918269	0.073307602	0.1173339675	-0.0585484299	0.0028880561	-0.0300739162	0.2011372365	-0.1645671961	0.0681388865	0.1312921033	-0.0736207095	-0.3053380542	0.0162647102	0.1547718027	0.1505910958	-0.0174765389050719	-0.0080709477414018	0.0003054294121004	6.514019744443881e-05	0.0292739893497611	0.0611080381121666	0.003734192321918	0.0008569664524499	0.1441084254928029	-0.0202221972733553	0.0004089372625624	0.0207672382980147	0.0007039999328174	3.4000031320000046e-05	1.156002129760984e-09	4.956159054069037e-07	8.658492745006185e-08	8.155939723586415e-08	6.651935277477483e-15	7.496949661532476e-15	0.000245999704281	0.0002309997085357	6.051585450633946e-08	5.336086534360846e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831.4375930772728	1.142001091095608	1.3041664920635592	691288.4711821288	829.0096413778222	-4.332917472590566	18.774173824280616	687256.9854973853	810.9097542983467	-0.2256873123612877	0.0509347629608614	657574.629616205	811.0356294202734	567.8288008906547	1.121701	15.55689	0.0320423053271316	0.0292314248324238	0.2749498092	0.1204574983	0.1465304868	0.2575380476	0.1618301204	-0.0539294671	-0.046090965	-0.0579091105	0.0908149012	-0.2207900837	-0.1319060062	-0.134623423	-0.0186518778	0.0111320493	-0.1514056147	-0.0343703879	0.0632812104	0.0835771355	-0.05846313	0.0910984846	0.016412852	0.0379390929	-0.0405373249	-0.0430001462	0.0206571405	0.022342933	-0.0698493096	-0.0031780477	-0.2101572125	-0.1633235126	-0.126932432	-0.006925483	0.1069398852	-0.1152293096	-0.0407007836	0.0438598125	0.0540362857	-0.0020696047	-0.0576806317	0.1232104875	0.0064918404	-0.0073324021	0.0448531171	-0.023155343	-0.1736514324	0.006012594	0.152176645	0.0455859564	0.0524535768	-0.1430930945	0.0152310985	-0.0189288871	0.1199267186	0.0174932457	0.0249536489	-0.1020787052	0.1864903569	0.1392318522	-0.022902026	-0.1347595468	-0.0454049062	-0.0119872034	-0.0555267336	0.0524943358	-0.0184026498	-0.0369826641	-0.1510622651	0.0222551704	0.1538585052	0.1469813818	-0.017476581991815	-4.308674310046778e-08	0.0003054309181166	1.856467431005708e-15	0.0001312556599089	-0.0291427336898522	0.0008492989269176	1.7228048258120823e-08	0.1440592835465395	-4.914194626340351e-05	2.414930882555238e-09	0.0207530771759422	0.0006469996271706	-5.7000305646800055e-05	3.249034843828626e-09	4.186085175588954e-07	7.95928591923456e-08	-6.992068257716255e-09	4.888901852056323e-17	6.335023234412554e-15	0.0002460001386514	4.3437040000027927e-10	6.051606821650802e-08	1.8867764439640264e-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
837.8107418752463	6.373148797973499	40.61702560111106	701926.8392015506	838.8617038674977	9.852062489675518	97.06313530047136	703688.9582154814	814.6921421868167	3.782387888469998	14.30645813884453	663723.2865409444	815.0308861085804	586.087244808354	1.520413	21.086626	0.1065825251313482	0.0715243597427101	0.1187445741	-0.120011222	0.1945739877	0.0893089475	0.187633662	0.0605074753	0.0621797663	-0.1241605597	-0.0523147802	0.0082398383	-0.0999873136	-0.0767708174	0.1201065413	-0.0883477461	-0.0669863456	-0.1732858643	-0.0315307679	0.1442707909	0.1931643437	0.0237607683	0.0546928651	-0.0505575394	-0.0986660336	-0.0671105508	0.1623015417	0.1790728668	0.0229580641	0.1102242897	0.0252547615	-0.1037129665	-0.0650887839	0.1420453254	0.0034128992	-0.1145978536	-0.015838404	0.2213628169	0.117114212	0.0500833009	-0.0744160185	-0.0525452046	-0.1753622112	-0.0744020986	-0.006702079	0.083166071	-0.1696048041	-0.1038377007	0.0252946483	0.1810574352	0.0771208949	0.10707835	0.0363469018	-0.0407515993	0.072290073	0.043959706	-0.1356892427	-0.1656581951	0.1894234349	-0.0064534574	-0.0526041386	-0.0339400543	-0.036714816	0.2458837116	0.1461181871	0.2696231841	-0.0864563373	0.0888833715	-0.0008442882	0.0434310943	0.152719399	0.1425091225	-0.0174877021049155	-1.1120113100501068e-05	0.0003058197249102	1.2365691536793544e-10	0.0634234401763365	0.0632921845164276	0.0040059006208615	0.0040225327638013	0.1679359263611672	0.0238766428146277	0.0005700940720973	0.0282024753627833	0.0003439998681776	-0.0003029997589929	9.180885394981605e-08	1.183359093062062e-07	2.7703020544223026e-08	-5.1889838648122584e-08	2.6925553549281957e-15	7.67457347273643e-16	0.0001610002337392	-8.499990491220001e-05	2.5921075264077032e-08	7.224983835083044e-09	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839.3269145978383	1.516172722591932	2.298779724731832	704469.6695683269	847.3651358770287	8.503432009531025	72.30835594071685	718027.6734998954	814.7507375793128	0.0585953924961586	0.0034334200217788	663818.7643860343	815.9401446369473	605.4420061904757	1.295047	17.961029	0.1853638988558301	0.1318348558434151	0.0575508277	-0.1442204182	-0.0601625863	-0.0189985781	-0.0536840701	0.1546476321	0.1949423459	-0.0868889835	0.0961676933	-0.0173947388	0.0223751594	0.1553669079	0.1879397913	0.0051393748	0.0085223751	0.0660376933	-0.046596618	-0.0072302317	-0.0138984586	-0.1395915082	0.0781437097	-0.1496391577	-0.1080407768	0.085058196	-0.0278999177	0.0358678148	0.117649496	0.0339463692	-0.0136896856	0.0583891007	0.1590422011	0.17984011	0.0317442002	-0.0238470476	0.0686775155	-0.0705602671	0.0841533651	0.1095376666	0.0825113662	-0.0123492316	-0.0495663072	0.0665259646	0.0903780292	0.1851557778	-0.0705619089	-0.0040771401	-0.0219744554	-0.1294680078	-0.0933764581	0.0976573027	-0.1452202144	-0.1418785559	0.1961940908	0.0805996077	-0.0550763031	0.1074582938	-0.0533800835	0.0603803903	0.1608954737	-0.1744796636	0.1471046624	-0.0458065488	0.0659849545	0.0087483217	0.0837166993	0.0175552753	-0.0288011154	0.304526915	0.1513561561	0.1372005631	-0.017320654515089	0.0001670475898265	0.000300005072831	2.7904897266842643e-08	-0.0504474082007817	-0.1138708483771182	0.0129665701101246	0.0025449409941762	0.1027609425978681	-0.0651749837632991	0.0042477785085463	0.0105598113236023	0.0003650001034997	2.100023532209999e-05	4.4100988358357605e-10	1.3322507555479174e-07	4.8007673170147314e-08	2.0304652625924288e-08	4.1227891825945406e-16	2.3047366832116818e-15	0.0002630000762762	0.0001019998425369	6.916904012128702e-08	1.0403967877572792e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838.8708210797511	-0.4560935180871865	0.2080212972411468	703704.2544590157	844.0212186315786	-3.343917245450143	11.181782544418873	712371.8175003349	814.7474164849847	-0.0033210943281574	1.102966753651935e-05	663813.3526689571	815.0991315543207	606.1380286702956	1.024122	14.203562	0.0319531376050386	0.0203288754927482	0.0612289166	0.0257616204	-0.0691189501	0.0045558244	0.001560569	0.0033722909	0.0393119377	0.0154203532	0.1532445711	-0.0119349535	-0.0050005874	0.0854194478	0.0334516224	0.1705038722	-0.1413714461	0.0619807608	0.0709540512	-0.0034782752	-0.0090736983	-0.0238626816	0.0278478372	0.0950471147	-0.0318818269	0.0106479686	-0.0143716016	-0.2335178593	0.043564146	-0.1550019433	-0.0201838793	0.0134319664	0.077576572	-0.0183496246	0.2223260003	0.0041942465	-0.0243534467	-0.0363581084	-0.0483997788	-0.0467978459	-0.0989516258	0.0363166476	0.0114204388	0.060615432	0.0542972802	0.0442943237	-0.0500112678	0.0734113279	-0.0763126874	-0.140269472	-0.0030712478	-0.0995726745	-0.0123405845	-0.2415098428	0.2840771532	0.1581516324	0.0673338932	0.3511090873	-0.286847023	0.1289044571	0.0795652996	0.2692587354	-0.1954667768	0.0628689804	-0.1233199226	-0.0125205313	-0.0577542048	-0.0993624025	0.1376014079	0.116328402	0.1497707771	0.1310868562	0.0003452991172991	0.0176659536323881	1.192314804075376e-07	0.0003120859177416	-0.0427140502509644	0.0077333579498173	5.98048251800025e-05	0.0018244900888419	0.1091647272306772	0.0064037846328091	4.100845762340206e-05	0.0119169376713481	0.0003620001100307	-2.999993468999994e-06	8.999960814042618e-12	1.310440796622389e-07	4.760177718665659e-08	-4.0589598349072276e-10	1.6475154941390108e-19	2.2659291913281e-15	0.0002629996478407	-4.284354999679191e-10	6.916881476433224e-08	1.8355697763276082e-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
840.0963312543752	1.2255101746241053	1.501875188107205	705761.8457870609	845.5703682692155	1.5491496376369014	2.399864599790543	714989.2476949367	814.0466534601218	-0.7007630248629084	0.4910688170150132	662671.9540096236	814.304464803545	614.0565291491732	1.084227	15.037153	0.0897759738205913	0.0596091731455191	0.0155634813	0.1515178666	0.0327539756	-0.0316505795	0.0668402495	-0.0775829763	-0.0915286971	-0.0227199303	0.1620400188	-0.0193906588	-0.1836947825	-0.060929208	-0.0697329267	-0.0006363047	-0.1571563538	0.0001350912	-0.0350426287	0.034477366	0.0225247209	0.1229496582	-0.0108503119	0.1631252605	-0.0027549077	0.1253775337	-0.1200934764	0.1913956453	-0.0125597972	-0.0372692502	-0.0108616196	-0.1853102179	-0.0575207481	-0.0782963755	0.040321556	-0.1159980198	0.0719724499	-0.0090044337	0.0100748193	-0.0874644612	0.0525070714	0.1022381955	0.0765111546	-0.1627615333	-0.0793821702	0.188029535	-0.0118496027	-0.102571878	-0.0379463811	-0.0760179158	0.0643504677	-0.1136549244	0.0968330364	-0.0620906935	0.2407461863	0.0996708328	0.0739240896	0.2494155115	-0.0947109907	-0.012094722	0.0041929631	-0.0115097858	-0.0626377006	0.0438934157	0.0688237537	-0.0294911591	-0.1653240304	0.1403424751	0.1063368007	0.0948879001	0.1479655889	0.1242038795	-0.0028926446015162	-0.0032379437188153	8.367392790680815e-06	1.0484279526215454e-05	0.0106775700876937	0.0533916203386581	0.0028506651223874	0.0001140105029776	0.0875698504381858	-0.0215948767924914	0.0004663387036828	0.0076684787057662	0.0001310001009455	-0.0002310000090852	5.336100419736249e-08	1.7161026447731192e-08	1.7260175955158278e-08	-3.034160123149832e-08	9.2061276529126e-16	2.9791367400302395e-16	0.0002629999565668	3.0872609996885833e-10	6.916897715413867e-08	9.531180480198153e-20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841.4387767430641	1.3424454886888952	1.8021598901011668	708019.215006864	845.4344089342201	-0.1359593349953911	0.0184849407723889	714759.339809954	815.2871003741212	1.240446913999449	1.5387085464507564	664693.0560364424	815.548511135596	615.5735094415054	1.217329	16.883158	0.0247800516764157	0.0183414554119426	-0.031542659	-0.0442024199	0.2007665964	-0.0583584042	0.113493738	0.0115820522	0.0661992738	-0.1446604648	-0.1306756292	0.0618517677	-0.2121592066	-0.0555849757	0.0812672433	-0.204359447	0.0430784112	0.0225227183	-0.0599651748	-0.0812971449	-0.1967152687	-0.0600090269	-0.155762856	-0.0072296455	-0.111798222	0.0401874713	0.0022590217	-0.0446708876	0.1166896924	0.0510916645	0.0834921403	-0.2075886647	-0.0355345297	0.1020412622	-0.1845671025	-0.1183758959	0.0527502809	-0.0058968782	-0.0502603634	-0.0266675464	0.0933375534	0.1475264628	-0.0552434235	0.222317846	0.0479904982	-0.1017940307	0.0054576986	-0.1285679369	-0.0266156492	0.0291114748	-0.1916603762	0.0235368364	0.0630124401	0.0667370129	0.1849701759	0.002245654	0.0952331729	0.035252373	-0.0794413234	-0.0168177564	0.0791566612	0.0428406971	0.0728560455	-0.1268127689	0.1319870701	0.1530648451	0.1420378156	-0.054043811	-0.1750572173	-0.1397107983	0.1459432408	0.1165920251	-0.002892649747423	-5.145906800067129e-09	8.367422561266346e-06	2.6480356794977122e-17	0.0192346027710925	0.0085570326833987	7.322280834475524e-05	0.0003699699437617	0.0713468365910756	-0.0162230138471101	0.0002631861782835	0.0050903710915536	0.0001310001009455	0.0	0.0	1.7161026447731192e-08	1.7260175955158278e-08	0.0	0.0	2.9791367400302395e-16	0.0002629999565668	0.0	6.916897715413867e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
