global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
845.4472249796787	n/a	n/a	714781.0102258394	851.7614938191006	n/a	n/a	725497.6423529456	813.8482774346422	n/a	n/a	662349.0186833343	815.7704353816835	641.5900008814675	n/a	n/a	n/a	n/a	-0.1403890665	0.0820246982	-0.124582802	0.0007004558	-0.0161692536	0.0464721547	-0.082110003	0.0804676331	-0.0663343884	0.0060941906	-0.3601501508	0.2987242526	-0.0208810446	0.220176306	-0.0270242817	0.0226685897	-0.1155236948	0.0746586897	-0.0400564368	0.1274075114	-0.0066648164	0.0376106787	-0.1113592416	0.1855126304	-0.0022436188	0.0818685338	-0.011438976	0.0163468416	-0.1308268109	0.1147901837	0.1479975763	-0.1403705043	0.0617599783	0.1016070339	-0.0186559815	-0.1178473007	0.0250516267	-0.1999923436	0.0879022288	-0.0855316717	0.0749946554	-0.0308461227	0.184792966	-0.0300854956	0.0867091448	0.1675090687	-0.0943383398	0.0053450649	-0.0778583535	0.0711694633	-0.0754855607	0.1290549522	-0.1364789011	0.0870338981	-0.3400319254	0.0828981324	-0.1813066991	-0.1323854118	0.1440065083	-0.0096439949	0.1498256164	-0.02944081	0.0695949043	-0.0532892787	0.0715549477	-0.1320384765	0.1508763523	-0.0938823983	0.0208726099	-0.101738536	0.0833793221	-0.3017284051	0.1949841177	-0.002317451	0.025016888	-0.0061532646	0.0550111045	-0.0511786698	-0.0440691624	0.07296276	-0.1648868566	0.1561451084	0.1560591586	6.792822104273455e-05	n/a	4.614243214030605e-09	n/a	-0.0251414389725681	n/a	n/a	0.0006320919536113	-5.9430155587847366e-05	n/a	n/a	3.531943393195745e-09	6.30126535355502e-05	n/a	n/a	3.970594505591288e-09	-8.199031898570297e-05	n/a	n/a	6.722412407377325e-09	0.0003090021939341	n/a	9.548235585608717e-08	n/a	0.0
843.1015589496408	-2.3456660300379326	5.502149124473916	710820.2387033146	842.8988513946533	-8.862642424447245	78.54643074361213	710478.4736824259	813.5452786730482	-0.3029987615940399	0.0918082495275218	661855.9204512077	814.7930108227777	631.3812257221767	1.163731	16.122444	0.032802577412574	0.0187526410949311	-0.2251884966	0.0430905598	0.069523846	0.0256665512	0.0659091201	0.0243904752	-0.1153359459	-0.0869345046	-0.1936001835	-0.1590383882	-0.0202683611	-0.0123624272	-0.1577587777	0.2811754697	0.089364498	0.0081007945	0.0485729343	-0.0687910745	0.007540899	0.1158171325	-0.1225648815	-0.048904973	-0.1111378951	0.194423447	0.0901574543	-0.1195885998	-0.0690418138	0.046227296	-0.047205219	-0.1643557865	0.0723034088	-0.062737321	-0.0094611095	0.1394313792	-0.0362556861	0.1982142569	0.1139565436	-0.2582699773	0.0583290989	0.0650077194	-0.1107995707	-0.1649007454	0.0027348939	-0.141762221	0.0514378012	0.1888814716	-0.0473262424	0.0045896775	0.1179157457	0.0830925536	0.0508248201	0.1212856023	0.1611258909	-0.1595372902	-0.0641550999	-0.2057106849	-0.0460167076	-0.0624652344	0.0167545954	-0.0896628641	0.1374333222	0.2156244022	0.0737300137	-0.0933726795	0.0243348209	-0.1208251831	0.0713090048	-0.0738990446	-0.0039043595	-0.1167818185	-0.0263728653	-0.1470122362	-0.0821608567	0.2166159801	-0.0062714405	-0.3065720126	0.0589794512	-0.1095210005	-0.0185938095	0.107762625	-0.0328929092	0.155915944	0.1551433414	9.194457975070236e-05	2.401635870796781e-05	8.453805745533267e-09	5.767854855897812e-10	-0.0193391796759101	0.005802259296658	3.36662129456542e-05	0.0003740038705371	6.904362547288656e-05	0.0001284737810607	1.6505512420041394e-08	4.76702221844023e-09	-0.0001499358040519	-0.0002129484575874	4.534704558887409e-08	2.2480745336689756e-08	-0.0003500271027843	-0.0002680367837985	7.184371746909584e-08	1.225189726835709e-07	0.000364973512071	5.59713181369e-05	1.3320566451344038e-07	3.132788453982071e-09	0.0
842.2095290295682	-0.8920299200725594	0.7957173783046567	709316.8907882071	835.9675173497462	-6.931334044907089	48.04339164208808	698841.6900638982	814.3544937728287	0.8092150997805447	0.6548290777128369	663173.2415280001	815.8200936349494	628.1300164290836	1.228013	17.01302	0.0756443893204693	0.0348056432827087	-0.0636393522	-0.1065432465	0.1255990228	0.0674804873	-0.0535651484	-0.0215751576	0.0294202535	-0.0587161363	-0.1918538144	0.0034536574	0.2059797622	-0.2687080426	-0.0859639277	0.1696032531	0.0576390469	-0.1094648706	-0.0339947642	0.0904752106	0.2286341317	-0.1886916513	-0.0190632955	0.0412967591	-0.0443150158	0.0832114585	0.0107714601	-0.0865484811	-0.1201617703	-0.0352279537	0.1913743049	-0.1766697364	-0.0639798664	-0.0110570354	0.1112179651	-0.1559011142	0.1736235415	0.0959472694	0.0536725232	-0.1871602424	-0.151150952	0.1791353677	-0.1560487091	0.1941573101	-0.0475460704	0.0810526184	-0.0540003743	0.0085723834	-0.027342668	0.1172719557	0.0676975287	0.0772183951	0.2086711699	-0.0329433135	-0.0290972947	0.0936262662	0.0967427027	-0.0588714418	0.1141359113	0.0967024828	0.0096559991	-0.1015289609	-0.1350226393	0.1332601158	0.0114195193	-0.092788443	0.116866454	-0.145414704	-0.1376633665	0.0304269432	-0.0388067154	0.0637683547	0.0583168049	-0.1407925325	0.0236007938	0.0160028108	-0.1655757369	0.1396224488	-0.1274476626	0.0734157409	0.1304057687	-0.0243278734	0.0835694146	0.1554579513	0.1533170814	0.0181564421157105	0.0180644975359597	0.0003296563903011	0.0003263260712266	-0.0375457862601109	-0.0182066065842008	0.0003314805233118	0.0014096860658899	0.0086454865978709	0.008576442972398	7.355537405879526e-05	7.474443851396533e-05	3.54974811480821e-13	0.0001499358044068	2.248074544313662e-08	1.260071167858444e-25	-1.5329959524024158e-11	0.0003500270874543	1.2251896195176852e-07	2.35007659008219e-22	0.000248999559374	-0.000115973952697	6.200078056844615e-08	1.3449957704166e-08	0.0
843.2551669009767	1.0456378714085304	1.0933585581237624	711079.2765051941	836.5293373275589	0.5618199778126609	0.3156416874694188	699781.3322096848	815.1397922069996	0.7852984341708407	0.6166936307111742	664452.8808392704	815.9624391973152	627.4091569355556	1.151803	15.957189	0.0977415976238793	0.0573979818727857	0.1142534973	-0.0940042097	-0.0332076046	-0.0407068494	0.0628396166	-0.0194587324	0.036546521	-0.0217318671	0.1658419568	0.0823065577	0.0956743634	-0.1804784893	-0.0703578723	0.0563001134	-0.0306025402	0.0257767046	0.0146170777	0.1673096976	-0.0171642514	-0.1740968279	0.1171798773	-0.0309554061	0.0560328385	0.0798584854	0.0837765378	0.0358713364	0.0305000782	-0.1724585011	-0.1356950529	0.1588220534	-0.0455124681	-0.0827928679	0.0920559659	0.1831764762	0.0987634873	-0.0800157667	-0.0249512242	-0.0568664862	-0.0560227906	0.0534172638	0.1544529795	0.1965088078	-0.018168811	0.0590101019	-0.0629384977	0.0817492745	-0.1025048348	-0.0375014619	-0.1477001371	0.0525026176	-0.0208096447	0.0556210859	0.0148250925	0.0103292062	0.1369267648	0.0225212363	-0.1277673858	-0.060027466	-0.0031910641	-0.0246014494	-0.1199794044	-0.1316836871	0.0247927545	-0.1419600774	0.1719001286	-0.0185065402	-0.1087549668	-0.158352587	-0.2167805931	0.0615792749	0.0927228912	-0.0335140184	0.1615420415	0.082315135	-0.0918122153	0.0349992124	0.1477215775	-0.04249895	0.1927307426	0.0865465492	-0.096846475	0.1547718027	0.1505910958	0.0223028909134654	0.0041464487977549	0.0004974189430979	1.7193037632403063e-05	-0.0084484417014323	0.0290973445586786	0.0008466554603664	7.137616718250031e-05	0.0514413757792198	0.0427958891813489	0.0018314881308222	0.0026462151420589	-0.0003870000837218	-0.0003870000840767	1.4976906507543077e-07	1.497690648006802e-07	-3.907100132316543e-08	-3.9055671363641415e-08	1.5253454656647597e-15	1.526543144394795e-15	0.0002020003974002	-4.69991619738e-05	4.080416054983872e-08	2.208921226239488e-09	0.0
842.736764759146	-0.5184021418307339	0.2687407806546923	710205.2546767122	839.6388704907763	3.1095331632174066	9.669196493148853	704993.4328390266	815.4726005983559	0.332808391356366	0.110761425357212	664995.5623266457	817.1750107438285	625.9283915110997	1.142133	15.823228	0.0800214453797621	0.0468413549494969	0.1295339562	0.1068191495	-0.0600396907	-0.1046412713	0.0076776415	0.0685374436	0.0202262184	-0.0552903949	0.1240653222	0.0553045415	0.010377998	0.0709386917	0.0326362035	0.0320280196	0.0295134734	0.2519164998	0.1954083999	-0.0667463357	-0.1396693643	0.1958903545	0.0027448486	-0.0761808962	0.0735474505	0.1838909375	-0.0323825429	-0.0580602028	-0.0138762332	-0.1098702997	-0.1466175981	0.0364365302	0.04356273	0.0174292702	0.1162472247	0.0249303313	-0.0069308993	-0.0627888476	0.016836195	0.0446670824	0.2155093936	0.0476238599	0.1782241705	-0.1731374017	0.0008260674	-0.1211065282	-0.0995266868	0.0683708417	0.0426249492	0.0819112145	-0.0587464203	0.0060370202	0.116403296	0.1362173313	-0.0901339125	-0.0477983964	0.079830121	-0.2050415113	-0.0566657617	-0.0694102259	-0.0933739486	0.0009595601	0.1851186263	-0.1095007353	0.0378599415	-0.0864393325	-0.0026347553	0.0428470942	0.0373798531	-0.0618368037	-0.0300364394	0.0875985987	0.0280769038	0.1133269055	0.0225530875	0.2340238741	-0.2131116423	0.0091394847	-0.0755185373	-0.0598677754	0.0661874081	-0.07724597	0.0809962156	0.1538585052	0.1469813818	0.0180769343116367	-0.0042259566018287	0.0003267755541072	1.785870920053958e-05	-0.0190277165342962	-0.0105792748328639	0.0001119210559892	0.0003620539965095	0.0150773537009314	-0.0363640220782884	0.0013223421017102	0.0002273265946229	8.699997671453972e-05	0.0004740000604363	2.246760572936537e-07	7.568995948330453e-09	4.303030376462402e-09	4.337403169962784e-08	1.8813066258803207e-15	1.8516070420758167e-17	9.89999945326154e-05	-0.0001030004028675	9.800998917457881e-09	1.0609082990884729e-08	0.0
842.9801202047762	0.2433554456301863	0.0592218729178665	710615.4830604589	840.6760020518041	1.0371315610277634	1.0756418748798853	706736.1404258049	816.0697656936976	0.5971650953416656	0.3566061510944205	665969.8624793665	817.3428777533738	625.1090698719024	1.196366	16.574568	0.0333700589043154	0.0201567691217683	-0.1296035329	0.1342895297	0.0711981948	0.0434877405	-0.0508221267	0.0539715053	0.0072992603	-0.0278009061	-0.1515551988	-0.0580159662	-0.0578217879	0.0806692335	0.0653709926	-0.0043690415	0.0126765179	0.0530834423	-0.0081046506	-0.1174702954	0.1023275539	0.1071359389	-0.0844289919	0.1021577806	-0.0608754252	-0.1328107354	0.0547110296	-0.1014701231	-0.0032220548	0.0381014521	-0.0507325682	0.0317088575	0.048496115	0.0495133282	0.0251822847	-0.0231986688	0.0189547327	0.052580538	-0.0083935031	-0.0029160774	0.1107389566	0.0673616337	-0.1591380399	-0.1254547478	0.0143615688	-0.040670214	0.0834791355	-0.1148736723	0.0247615937	-0.0404978868	0.1126047919	-0.0503609735	0.055699854	-0.1499907693	-0.0043913397	-0.0220123675	-0.0018076815	-0.0005164986	-0.1283018626	0.1065427019	0.0373128919	-0.0290104556	0.1205896985	0.1610805422	0.0125081238	-0.0238649457	0.017197952	-0.1404302108	-0.0389852165	0.0137384837	0.0315293545	0.0348055631	0.0578651199	-0.0021069739	-0.0523789722	0.0005239067	0.0093956418	-0.0250133235	0.0258844981	-0.0188277341	0.0952840548	0.0090093425	0.0185666168	0.152719399	0.1425091225	0.0180728976619661	-4.0366496705974975e-06	0.0003266296298998	1.6294540563134883e-11	-0.0352453757270012	-0.0162176591927049	0.0002630124696907	0.0012422365101374	0.0044790186879168	-0.0105983350130146	0.000112324705048	2.006160840670793e-05	4.80000014205204e-05	-3.899997529401932e-05	1.520998072934117e-09	2.3040001363699606e-09	4.597934477601484e-09	2.9490410113908183e-10	8.69684288686498e-20	2.1141001460316436e-17	0.000191000285313	9.20002907803846e-05	3.648110898964741e-08	8.464053503675322e-09	0.0
842.961170119461	-0.0189500853151685	0.0003591057334521	710583.534329171	841.8524421440376	1.17644009223352	1.3840112906144126	708715.5343438801	815.8867257848963	-0.1830399088013337	0.0335036082140005	665671.1493119985	817.5644977504055	628.1934159960066	1.132583	15.690914	0.0447017182912999	0.0389812917047608	-0.066261541	-0.0834705484	0.1802964789	0.0108274589	-0.0530233813	0.0189764055	-0.054140944	0.01644428	-0.1748711446	0.0746591169	0.0812716211	-0.1405431251	0.008161114	0.0343078301	0.079818827	-0.1085149734	-0.0171467588	0.0700023471	0.1685998633	-0.1386768875	-0.1293434323	0.0684567356	-0.055291971	-0.0333387818	0.0352942653	-0.171081852	0.0020216507	0.0071877809	0.0151141629	0.1279914526	-0.0550856608	-0.0692625027	-0.1364389568	-0.0609732079	0.1039242799	-0.0385668641	0.070925095	-0.0476453252	-0.1491607748	0.1314947279	-0.1541730924	0.1151371414	0.0260546091	0.045818552	0.0123210601	0.0270709324	0.0050975248	0.0024063228	0.0145691184	0.1400196708	0.0537698201	-0.245773223	-0.0795131239	-0.0199978081	-0.0820874463	0.0164462705	0.1709530104	0.11151061	0.0683288575	-0.0884638813	-0.1830881008	0.0852343418	-0.0524820871	-0.0477308501	0.1079803487	-0.0947072239	-0.1927876	0.0488017204	0.0320040405	0.0222989118	-0.0504285655	0.0085158519	-0.0115870871	0.0315918629	-0.1488209363	0.1492600146	-0.1020674165	0.0095166002	0.0086412286	-0.0961131547	0.0327022903	0.1513561561	0.1372005631	0.0180729878831158	9.022114970044792e-08	0.0003266328910232	8.139855853270634e-15	0.0024674859920281	0.0377128617190292	0.0014222599390386	6.088487120854897e-06	0.0045171120865319	3.809339861509959e-05	1.4511070180488711e-09	2.0404301602292572e-05	-9.099996439810124e-05	-0.0001389999658186	1.9320990497577985e-08	8.280993520455693e-09	-8.68873861747943e-09	-1.3286673095080914e-08	1.7653568193554704e-16	7.549417876287836e-17	0.0001910000787546	-2.0655840002304323e-10	3.64810300842634e-08	4.266637262007955e-20	0.0
842.6322394331088	-0.328930686352237	0.1081953964241537	710029.090932056	838.8174055225246	-3.0350366215129725	9.21144729392488	703614.6398075395	815.0073648427988	-0.8793609420974917	0.7732756664865882	664237.004748003	816.1106095602479	625.9527581419263	1.258831	17.439964	0.0114230275591039	0.0114230067632247	0.0983006632	-0.1605441147	0.0905243835	-0.0655270868	0.0585538072	0.1119788675	-0.0848034786	-0.1566026713	0.0751152201	-0.0051433761	0.0924194464	-0.1494177067	-0.0207717057	0.1499469252	-0.0044261352	-0.1760535768	0.014081282	0.1007084705	-0.1068310413	-0.1367564853	0.1883459608	-0.0447589647	0.0455139038	-0.0048406506	-0.03762254	0.1564204245	0.2718376677	0.0687962126	-0.093304105	-0.0860733932	0.141898241	-0.0370299634	-0.2049706615	-0.061159274	0.0222190018	0.110354205	0.0811867253	-0.1618563196	-0.1688933856	-0.0858490354	0.1759889392	0.0974558114	-0.0515514396	0.1270733008	-0.0638942074	0.0934037628	-0.1180866243	-0.1052034202	-0.1040207351	-0.1217135654	-0.0271123531	0.0016931723	0.1864261351	0.082191279	-0.1721586264	-0.0981625858	0.1848223943	-0.2143540463	-0.0318500227	-0.1079880854	-0.0988978418	-0.0714644337	-0.0351894978	-0.0009924185	0.0688595146	0.0451645457	-0.0988696496	0.0693360311	0.0320917032	0.0730765105	0.0743728898	-0.1274927821	0.0361163035	-0.2465127204	0.1842904929	0.0728747085	-0.0332184863	0.0607802395	0.0808293943	-0.0099530394	0.0692709898	0.1497707771	0.1310868562	0.0180730053825612	1.7499445399693503e-08	0.000326633523558	3.062305892968541e-16	-0.0089555207711811	-0.0114230067632092	0.0001304850835123	8.020135228305612e-05	0.0045171153829812	3.296449300159432e-09	1.0866577988521609e-17	2.0404331383165395e-05	-9.099996439810124e-05	0.0	0.0	8.280993520455693e-09	-8.68873861747943e-09	0.0	0.0	7.549417876287836e-17	0.0001910000787546	0.0	3.64810300842634e-08	0.0	0.0
844.1257031991747	1.4934637660659291	2.230434020551828	712548.2028015013	838.5067861368368	-0.3106193856878008	0.0964844027650667	703093.630397527	816.5615473495417	1.5541825067429045	2.4154832642656583	666772.7606098778	817.8296014901148	624.2158975158419	1.376786	19.074129	0.0463155731386592	0.0275276513304324	0.1314000775	-0.0055956378	-0.1560088109	-0.0285781329	-0.0750538157	-0.0491228258	0.1706956816	0.0213351255	0.0156376021	0.002946393	0.0414116921	0.1220743926	0.0460304082	-0.0486669572	-0.2046945975	-0.0116636796	0.1239878053	-0.0579745736	-0.0259007377	0.003219099	0.0116465477	-0.2400448227	0.1301750223	0.0548269219	0.1802102355	0.0876136666	0.0011921795	0.0129099778	-0.0740258541	0.0729730632	-0.0654447949	-0.0450128595	0.1053074541	-0.1003530076	0.0943795973	-0.0164962303	-0.1955745008	0.0348911335	-0.0357246915	-0.0214383266	0.1004147844	-0.1327076712	-0.0305103173	0.0083620701	-0.22002178	0.1919099359	-0.1104419013	-0.1073442067	-0.2576407742	0.0643923233	-0.0266653216	-0.0829925069	0.1244479824	0.0861394148	0.1297375172	-0.1059215024	0.0452044898	0.1095862035	-0.1201882114	-0.091297017	0.1129615363	-0.1689443233	0.0276982913	-0.002118371	0.0463907633	0.0030336576	0.0059501622	-0.0166985827	-0.0277451331	-0.0177026829	-0.0208196206	0.0331707386	0.0348594575	0.0462440703	-0.0291735669	-0.2231099788	-0.1911815041	0.0343937946	-0.0244094954	-0.0859041769	0.0204176951	0.1479655889	0.1242038795	0.009971845850103	-0.0081011595324582	9.943770965821644e-05	6.562878577033838e-05	-0.0182331943304205	-0.0092776735592394	8.607522667180991e-05	0.0003324493754908	-0.0189691046074642	-0.0234862199904454	0.0005516025294395	0.0003598269296089	1.7999998943926657e-05	0.000108999963342	1.1880992008563423e-08	3.2399996198136076e-10	1.724300480177021e-09	1.0413039097656453e-08	1.0843138324932187e-16	2.973212145938705e-18	0.0001910001035038	2.4749200003846075e-11	3.6481039538462316e-08	6.125229008303746e-22	0.0
845.1060470223007	0.9803438231259634	0.96107401154123	714204.2307136591	839.075140942584	0.5683548057471626	0.3230271852158949	704047.0921478171	817.1139482110094	0.5524008614677314	0.3051467117502917	667675.2043609841	818.2709392294054	633.2467032705034	1.257687	17.424116	0.077820288422956	0.0458272850316307	-0.1253990346	0.107702828	-0.1419837183	0.0207830363	-0.1212611508	-0.0329848332	0.1290586888	0.1517705462	-0.0261315869	-0.0796669763	-0.1698183747	-0.1448200555	0.1572589736	-0.0836603302	-0.2135379407	-0.0724647712	-0.1149424397	-0.0416965186	0.0889447445	0.0346937394	-0.0510441154	-0.1785568388	0.0782742384	-0.011337389	0.027156004	0.1993487544	-0.0172900548	0.0867526572	0.1992746826	-0.0751534277	-0.05214219	-0.2210800217	0.0795938119	-0.0619694322	-0.14376604	-0.1482867875	-0.2053325798	0.0432709583	0.0058198507	-0.1304175384	-0.1633824145	-0.0212560575	0.0873552974	-0.0355868063	-0.0982695257	-0.0896706638	0.0515694465	-0.0412296029	0.0493567285	-0.0156112458	-0.0433025779	0.1414970688	0.1378176908	0.4152197375	-0.0261946617	0.2131901803	-0.0560213705	0.1384747148	0.1920052677	-0.0551032731	0.1318714462	-0.0585543567	0.0023352405	-0.0068454743	0.0105102556	-0.0139168977	0.1377536994	0.0554091652	0.109996691	0.0980851964	-0.0565385084	-0.0048428091	0.1955574823	-0.1758395279	0.1537184879	0.1157802361	0.0001652635	0.115500022	-0.1287416176	-0.1462995807	0.1248111259	0.1459432408	0.1165920251	0.0015971899657358	-0.0083746558843672	2.551015786647126e-06	7.013486118156615e-05	0.0206066865799101	0.0388398809103306	0.0015085363491286	0.0004246355318026	-0.028375653433585	-0.0094065488261207	8.848316081819455e-05	0.0008051777077829	-0.0003380063741435	-0.0003560063730874	1.26740537678864e-07	1.1424830896163573e-07	6.796773984030224e-05	6.796601553982207e-05	4.619379268359335e-09	4.619613658999009e-09	0.0001910117709193	1.1667415499992846e-08	3.6485496629727146e-08	1.3612858444947331e-16	0.0
