global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
842.3273680521838	n/a	n/a	709515.3949697191	859.6799609634902	n/a	n/a	739049.6352821881	813.1369139036233	n/a	n/a	661191.6407527084	815.6330423432867	638.6127319165638	n/a	n/a	n/a	n/a	-0.0011416955	0.1590691416	-0.1144772343	-0.0580887789	-0.0033740826	0.128872696	0.1396867554	-0.084399961	0.2608335274	-0.1043001548	0.098536601	-0.1252466592	0.0643607428	-0.0381717968	0.1554196441	-0.0227217096	0.0341652377	0.036156538	-0.0963872475	0.0027906155	-0.0128805976	0.0353345871	-0.0830822871	0.0176486144	-0.0505431688	0.1955893517	-0.0914807102	0.0226427082	0.1846544667	-0.07297755	-0.1021366377	0.0096285911	-0.1412388238	0.1012300487	-0.1417481831	0.0120689775	-0.0282982466	-0.0027908462	0.0927784578	-0.0396790156	0.2287230613	-0.1492512537	0.0077379581	-0.1303629698	0.0068290654	-0.0482526184	-0.0314961264	-0.0062132706	0.10521949	-0.0100768825	0.0839586391	-0.2049563246	0.1201155802	-0.0051450859	0.0848067222	0.0290612784	-0.0970760061	0.003163151	-0.0377937956	0.0298650325	-0.0508989423	0.0121900213	-0.1092955368	0.0987970722	-0.1421151852	0.0871656799	-0.0243042702	0.1468974783	-0.088989312	0.003401422	0.1561451084	0.1560591586	5.893241450394271e-11	n/a	3.473029479264517e-21	n/a	-0.0171410335455135	n/a	n/a	0.0002938150310084	0.0327269614105887	n/a	n/a	0.0010710540031701	8.523193131664789e-18	n/a	n/a	7.264482115965782e-35	0.0	n/a	n/a	0.0	3.7884302118516974e-21	n/a	1.4352203470070698e-41	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841.6571662770428	-0.6702017751409812	0.4491704194021224	708386.7855455017	848.1465487637363	-11.533412199753911	133.01959696943237	719352.5681798368	813.5862348974398	0.4493209938165137	0.2018893554842595	661922.5616145921	815.478417014086	632.1400750160217	1.143001	16.949389	0.0331424768440958	0.0206113583446021	0.0198388407	0.0688714388	0.1171921643	-0.0386614982	0.0271764819	0.1010429267	-0.0204178417	-0.0431261326	-0.044886003	-0.0790659976	0.1308310679	0.0201718726	-0.0675272245	0.0071626835	-0.1976123578	0.0131369329	0.065988792	0.0880439171	0.0691069848	-0.0646932778	0.0462027319	0.0066283906	-0.1297342828	-0.0861592004	-0.0114235252	0.1514499357	-0.0673844842	0.0225198735	0.0948512598	-0.0256302903	-0.1629058281	0.0530428701	0.0209122567	-0.0693946186	0.095860617	-0.0890904125	-0.0600004955	-0.0501996837	0.1736710902	0.0865089679	0.0206639022	-0.1028225421	0.04354318	-0.0929531049	-0.0624123831	0.0367519824	-0.0237558757	0.1463853538	-0.0493174545	-0.0324950197	-0.058794015	-0.0249190857	0.139681885	-0.0842291517	0.0125181818	-0.0134104111	-0.179688801	-0.0289089875	0.1349416284	0.0544184483	0.0006388273	0.0543350155	0.0848132526	0.095467196	-0.0920270627	-0.0099320503	0.0118557079	0.1942728959	0.0586192814	-0.2517052704	0.155915944	0.1551433414	-2.8785764840222328e-05	-2.878582377263683e-05	8.286202574365801e-10	8.286236502693036e-10	-0.0215675322061486	-0.0044264986606351	1.959389039260433e-05	0.0004651584454632	0.0306412909346391	-0.0020856704759496	4.350021334247833e-06	0.0009388887101411	-0.0003690000348481	-0.0003690000348481	1.361610257179053e-07	1.3616102571789902e-07	0.0001630003425205	0.0001630003425205	2.656911166180032e-08	2.656911166180032e-08	3.0060306161687304e-08	3.0060306161683526e-08	9.036220065343758e-16	9.036220065341482e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
842.3525923301559	0.6954260531130103	0.4836173953483394	709557.8898053338	845.7757927402035	-2.370756023532749	5.620484123116813	715336.6915853197	814.395533133484	0.809298236044242	0.6549636348643216	663240.0843877717	815.6338151008487	638.5356548036848	1.09145	16.184946	0.0453359416886425	0.02914079878482	-0.0193807373	-0.1560151735	0.0510394252	-0.014446111	0.0123048288	-0.1368983454	-0.0176622429	-0.0429409312	-0.072666022	-0.000671686	-0.1130739838	0.0157704178	0.0779539317	-0.0133178287	-0.1977267279	0.0166228045	-0.0030324814	-0.0678126089	-0.1145480433	-0.0225286118	-0.009581824	-0.1207466183	0.1039310652	0.0795837136	-0.03060847	0.0598057901	-0.1887945989	-0.0859514455	0.1587762682	-0.0262777733	0.1047456647	-0.0649527584	0.0086776144	-0.0390083433	0.1610848073	-0.0843823341	-0.0546898132	0.0262364072	-0.1107054202	0.1252220456	0.011599045	0.0316353718	-0.0643546731	0.0061329734	-0.0730177473	0.0176255323	0.0216451956	-0.0851349395	-0.1510936726	0.004959477	0.0102365812	0.0711959658	0.0508307152	-0.1514650867	0.0904795397	-0.006114768	-0.1266752325	-0.1041263257	0.1237648665	0.0448217444	-0.0050267866	0.01806326	-0.1199040883	0.1425610331	-0.1034534439	0.0745693414	0.0129003411	-0.1382804723	-0.0067014564	-0.0515481468	0.1554579513	0.1533170814	-4.526896191237029e-09	2.878123794403109e-05	2.049278912623632e-17	8.283596575909351e-10	-0.0295774676551587	-0.0080099354490101	6.415906589730868e-05	0.0008748265928919	0.0051455859323681	-0.025495705002271	0.0006500309735628	2.647705458738449e-05	-0.0002960000373727	7.299999747539999e-05	5.328999631408405e-09	8.761602212463982e-08	1.1768364061026661e-14	-0.0001630003425087	2.6569111657963828e-08	1.3849439267286386e-28	3.019458598083058e-13	-3.0060004215827496e-08	9.117130225537706e-26	9.036038534555668e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841.7756447704411	-0.5769475597147675	0.3328684866608252	708586.2361286918	846.6912459907951	0.915453250591554	0.8380546540186427	716886.0660374451	814.8010611378966	0.4055280044125311	0.1644529623628098	663900.7692314422	816.2058016110385	637.6226649352483	1.108446	16.436972	0.086018336294919	0.0697499579457559	0.0161811176	-0.0748385904	-0.186002402	-0.0261010685	-0.0736076379	-0.0746725206	-0.0413130754	-0.0089287328	0.1360000432	-0.0058340729	-0.0509849526	-0.0532331346	0.0859276814	0.0063798413	0.1013460292	0.063714056	0.04087681	-0.1069546965	0.0374917964	-0.0788960148	0.0593843585	-0.1702362485	0.1509815073	-0.0499514953	0.2589047775	-0.0420434829	-0.0468274807	0.0080181135	0.2394731091	-0.0210393527	0.0768728824	-0.0308050772	-0.0606649202	0.0783687979	-0.0310980949	0.1218996128	-0.0289464715	0.0607954728	-0.047508481	0.2133235632	-0.0409233213	0.1676565757	-0.0266239413	0.1402126798	-0.0063353974	0.1469800168	-0.018435239	-0.1328187106	0.0856137024	0.0436059162	0.1235104442	-0.0240695369	0.0284332317	-0.1055295217	0.0645302777	-0.0755672468	-0.243069366	-0.251806929	0.1688120033	-0.0879077868	0.0583717612	0.0700425823	0.0027493859	0.0689598193	-0.1552294828	-0.0954535838	-0.0497931425	-0.2014191254	-0.126787509	0.0472398532	0.1547718027	0.1505910958	0.002496996166883	0.0024970006937791	6.234989857428395e-06	6.2350124647337625e-06	0.039505323252996	0.0690827909081547	0.0047724319996598	0.0015606705653237	0.0161341296559243	0.0109885437235562	0.0001207480931645	0.0002603101397541	-0.0002270000183119	6.900001906080003e-05	4.761002630390767e-09	5.1529008313602944e-08	1.1102230246251563e-15	-1.0658141036401504e-14	1.135959703518257e-28	1.2325951644078306e-30	-1.517569978102401e-14	-3.171215595893298e-13	2.303018638437722e-28	1.0056608355636884e-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
842.4152176190723	0.6395728486312464	0.4090534287062872	709663.398876189	848.3455275860462	1.6542815952510637	2.736647596386404	719690.134175247	814.4472013130105	-0.353859824886058	0.1252167756683916	663324.2437265954	815.7429859113305	638.0282324859074	1.145691	16.989277	0.0596498810119737	0.0398064404728936	0.025154387	0.1778323269	-0.0390985623	-0.0408433969	-0.0187749234	0.1963679118	-0.0071002703	-0.0316792201	0.0310654171	-0.0788613562	0.1654687297	0.0009559737	-0.0401444845	-0.0470195191	0.135181859	0.0721223	0.0013768196	-0.06534371	-0.0014134594	-0.1789577545	0.112288063	-0.0654879264	-0.0562523283	-0.2280610159	-0.0312894624	0.0151654014	0.0134056099	-0.0484930206	-0.0050907655	-0.0189305762	-0.1803817217	0.038131703	0.0252266026	0.1074740701	-0.0364645263	0.0881255652	0.0066981723	0.0861959184	0.0235441768	0.1517384178	0.0598684903	0.0309743927	0.0154450412	-0.0442200804	0.2530301266	0.1438214473	-0.0261690177	0.110950189	0.1078144472	-0.0470890235	0.0468311071	-0.1798458532	0.0759169408	-0.0598401637	0.023248178	0.0338320908	-0.0737046094	-0.208690047	0.0293675224	0.1171354473	-0.0166630011	0.0099494136	-0.1409553456	0.082447108	-0.0911159392	0.2409700193	0.0448268515	0.0039296732	-0.0638129193	-0.0846449732	0.1538585052	0.1469813818	-7.281670377778937e-09	-0.0024970034485533	5.302272349062325e-17	6.235026222087461e-06	0.0019107549362473	-0.0375945683167487	0.0014133515669226	3.650984426393423e-06	0.0283424388082238	0.0122083091522995	0.0001490428123581	0.0008032938375979	-0.0003740000200554	-0.0001470000017434	2.1609000512589e-08	1.398760150014396e-07	-4.884981308350689e-15	-5.9952043329758445e-15	3.5942474994132345e-29	2.386304238293561e-29	-1.531248001659935e-13	-1.3794910038496952e-13	2.3447204425875444e-26	1.902995429702239e-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
842.0591274547539	-0.3560901643184024	0.1268002051243068	709063.5741298615	844.6232641765049	-3.722263409541256	13.855244890009695	713388.458388174	814.510184960355	0.0629836473444811	0.0039669398328139	663426.8414041518	816.1011882128762	634.9496617487499	1.134438	16.822409	0.0413019568247707	0.0228434060367063	0.0068938524	0.0675184829	0.1643039133	-0.0730098932	0.0294105251	0.0324939045	0.0287568288	0.0814709644	-0.005303771	0.0050518106	0.1288152993	0.0114150093	-0.0540591459	0.0374646014	-0.10691195	-0.1217499406	0.076156617	-0.0697801652	-0.0139733148	0.0532126806	0.0043333832	0.0242995944	0.1368308699	-0.1032293672	0.0059423028	-0.1062229583	-0.0273500854	-0.0083572823	0.0076836135	0.0529312613	-0.1270433315	0.0101512678	-0.0057304826	-0.0958410194	-0.0132358874	-0.1374084233	-0.0037354169	-0.0635056345	-0.0080784455	0.0359806272	0.0110088559	0.0774284787	-0.0244842388	0.0486120269	-0.0644487161	0.1792463388	0.0031483571	0.029126311	-0.146761111	-0.0480664453	-0.1296700026	-0.0790139452	0.0630079411	-0.1502553418	0.0232814758	0.0671584482	-0.1814623042	-0.1105319363	0.099399931	-0.0483675188	0.0011452671	0.012859473	0.2376619834	0.1049690269	0.0305063423	-0.0183590009	-0.185797748	-0.0395119531	0.1450678967	0.2451318991	0.152719399	0.1425091225	-2.3928400736394906e-06	-2.385558403261712e-06	5.7256836180150425e-12	5.690888895372567e-12	-0.0152700826259035	-0.0171808375621508	0.000295181179337	0.0002331754234019	0.026677083858658	-0.0016653549495658	2.7734071080433142e-06	0.0007116668032018	-0.0005960000153384	-0.000221999995283	4.9283997905652037e-08	3.5521601828337305e-07	0.0002269999357755	0.0002269999357803	5.1528970844298905e-08	5.1528970842081134e-08	6.76438765073663e-08	6.764402963216646e-08	4.575694028943822e-15	4.575714744877415e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843.9451866192679	1.8860591645139948	3.557219172047228	712243.478017831	840.2503357143192	-4.372928462185655	19.1225033353934	706020.6266680262	814.1131590472902	-0.3970259130647946	0.1576295756449338	662780.2357339584	815.1016010258974	639.2319215706417	1.416244	21.001266	0.1119339715354935	0.0617505824464517	-0.0673486117	-0.0002942278	-0.0407897193	0.1244034243	-0.0215178284	-0.0789903726	0.1311333381	0.1475245391	0.0150424496	0.05958522	-0.0062769684	0.0710637628	0.1222888963	0.1007368246	0.0122267964	-0.1988032722	-0.322916494	0.4085207859	0.1184663587	-0.0204514628	-0.1347081633	-0.1781713729	0.0886030358	-0.0907882724	-0.0361039482	-0.1516944119	-0.1194252176	0.0556580825	-0.0677074619	0.0646277471	0.032897274	-0.1220326218	-0.0027294271	-0.0393156216	0.1010445591	-0.0033671893	0.4606947522	0.1450408132	0.33609953	-0.1293305834	-0.0825489557	0.0594522817	0.0829756166	0.1897364712	-0.0221297474	-0.0014107848	0.0521381881	-0.0347884764	-0.0045148018	-0.0188671881	-0.0274048195	0.0599782331	-0.066593667	0.2779153597	-0.4012389979	0.3621612823	0.1534294022	-0.1153618548	0.2768818437	-0.0389753452	-0.4206996611	-0.1448241191	-0.0164049233	-0.1344986545	0.0397100262	-0.1472992662	-0.2754027008	-0.0619288475	0.1383151787	-0.079098144	0.1513561561	0.1372005631	6.956224137866229e-05	7.195508145230178e-05	4.838905425623277e-09	5.177533746807384e-09	-0.0276042311886186	-0.0123341485627151	0.0001521312207671	0.0007619935795147	0.0040095548559122	-0.0226675290027458	0.0005138168710903	1.6076530142569102e-05	0.0004020461524747	0.0009980461678131	9.960961530864147e-07	1.6164110871970974e-07	0.000614969665784	0.0003879697300085	1.505205114028684e-07	3.781876898344847e-07	-0.0001511232360735	-0.00015119087995	2.2838232481326813e-08	2.2858682180057537e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
846.0088685596666	2.063681940398624	4.258783151127429	715731.0056816072	852.9777781727549	12.72744245843569	161.9877915327915	727571.0900565295	817.1230405199295	3.009881472639336	9.059386479337537	667690.0633485344	818.6486613936032	655.516883461816	1.317142	19.531704	0.1628756468004698	0.0803601433214291	-0.1457246541	-0.0034745775	0.0581584409	-0.0015175021	0.1619129181	0.0214035398	0.0269354724	-0.1546902456	-0.1072018235	0.0586294705	-0.1733994024	0.1231810691	-0.2309267632	-0.00473407	-0.0010244963	-0.1048209407	0.0037924853	-0.007127566	0.1726678934	-0.0027444511	0.0643197567	-0.0397980139	0.0231338651	-0.1080184976	-0.0544560686	-0.1925793533	-0.02113522	-0.0258992515	0.0801317987	0.0181955231	0.1218222827	0.1365604459	0.2390951622	-0.120148312	-0.1197021984	-0.012718466	0.033098912	-0.1104685241	0.0739582837	0.0083168531	-0.1524636508	0.0051905606	0.0045070686	0.082614712	0.1280307184	0.1418181074	0.0215348548	0.1346230977	-0.0303704757	0.1024003119	0.0219580168	0.0538714751	-0.0693334134	0.023938381	-0.1504759201	-0.0209686651	-0.0694069657	0.0560361842	-0.0648013448	-0.1326212167	-0.0175613814	-0.1846551632	-0.3279876501	0.0052628363	0.0385136379	0.0987187789	-0.009685638	-0.1575460698	0.0348201865	0.1838480951	0.1497707771	0.1310868562	-0.0121356823121487	-0.0122052445535273	0.0001472747851813	0.0001489679946114	0.0333087792023576	0.0609130103909762	0.0037103948348911	0.0011094747719514	-0.0173874480930891	-0.0213970029490013	0.0004578317351995	0.0003023233511898	-0.0003110140771379	-0.0007130602296125	5.084548910551738e-07	9.672975617793961e-08	0.0002309814216017	-0.0003839882441823	1.474469716702057e-07	5.3352417125142286e-08	0.0001190360682709	0.0002701593043444	1.4169585549394366e-08	7.298604972385016e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
842.3250311130676	-3.683837446599	13.57065833296504	709511.4580396302	850.0688252187038	-2.908952954051188	8.46200728888313	722617.0076087071	816.2207314580227	-0.9023090619068626	0.8141616431992423	666216.2824618695	817.8667124075921	644.3565593038287	1.3291	19.70903	0.0887025788137485	0.0545661834474048	-0.0350420745	-0.1862167957	-0.0982281709	0.0032694266	0.0162685438	-0.1329629317	0.0077500127	-0.1476814806	0.0373463084	-0.0050488974	-0.2678821102	0.0096335705	-0.0218049501	-0.0786050828	0.0810971008	0.0337365548	0.0785539226	-0.1733879281	-0.076612345	0.0452086305	0.1515873058	-0.113607846	-0.005842262	0.1302570467	-0.0618218189	-0.0098029337	0.1384413787	-0.0788832878	-0.0713195154	-0.0944443535	0.2501486134	0.0461797188	0.0748607878	0.0708540423	-0.1265332818	-0.0012661218	-0.1011129496	0.0189921326	-0.1800869152	0.135238645	-0.066606196	-0.1830627197	-0.0978143023	0.0602842376	0.0073524377	0.0247327086	0.0544597737	-0.1360370738	-0.0786917666	0.0235100969	0.1261673716	0.1050935154	-0.06989664	-0.0237862413	0.0072592074	-0.0254764294	-0.105400149	-0.0236084485	-0.2068890696	-0.0079906593	0.1043134899	-0.0027337977	0.1205524264	-0.1151198856	0.1927642931	0.1289491409	0.0694110206	-0.1464737292	0.2034419929	0.0548640367	0.1479655889	0.1242038795	-2.6589077606331557e-09	0.0121356796532409	7.069790479555223e-18	0.000147274720646	-0.0185176711631811	-0.0518264503655387	0.0026859809574916	0.0003429041453077	-0.0141985763153655	0.0031888717777235	1.0168903214762065e-05	0.0002015995693832	-0.0002300000267821	8.101405035579998e-05	6.563276355052095e-09	5.290001231976672e-08	-4.440892098500626e-15	-0.0002309814216061	5.335241712719381e-08	1.9721522630525292e-29	-1.1206603678891317e-13	-0.0001190360683829	1.255879660157404e-26	1.4169585576074169e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
840.4959597814778	-1.8290713315897165	3.3455019360433784	706433.4584089876	845.9723830065884	-4.096442212115335	16.780838797200378	715669.272809846	813.8332079972207	-2.387523460801958	5.700268275879759	662324.4904390475	815.7838346511015	624.5511484077998	1.342456	19.907078	0.0936908412022883	0.0619650748509998	0.0796816534	0.1094995838	-0.0514775431	0.0592531101	-0.0853746196	0.018474107	0.0261623112	0.0522896856	0.1045074213	-0.0644113112	0.0564137881	-0.1152775081	0.0825358649	0.0957302609	0.2031194661	0.0685595761	-0.0007524839	0.0247860276	-0.0757434162	0.0579056145	-0.0314379344	0.179890995	-0.0424224965	-0.0935565386	-0.0752850433	0.0847206344	-0.1080107547	0.0654756559	-0.2079719593	-0.0545421958	-0.040222126	-0.0113805307	-0.1780356888	0.0574672787	-0.140268473	0.1355049768	-0.0553687383	0.0527286824	-0.0334354101	-0.1517830127	0.0493033516	-0.106567648	-0.0214478819	-0.1267079513	-0.0162655653	0.1228384887	0.0008929216	-0.0584368248	0.16665571	0.0271090614	-0.0082089951	-0.1204816414	0.056138229	0.0603393357	0.0750339744	0.1443284521	0.0816639191	0.0482525552	-0.1053505217	-0.0502551894	-0.0211036072	-0.0214577766	-0.0294492319	0.0790096808	0.1161862624	0.1726398184	-0.0398729864	0.0844904918	-0.0034942233	0.0025396409	0.1459432408	0.1165920251	-4.478644426342271e-05	-4.478378535566208e-05	2.0058255897606692e-09	2.005587430782013e-09	0.0087838092640311	0.0273014804272122	0.0007453708335174	7.715530518687859e-05	0.0407947516512479	0.0549933279666134	0.0030242661208435	0.0016642117622869	-0.0002730000716643	-4.30000448822e-05	1.849003859871214e-09	7.452903912871294e-08	-2.5126468017333536e-08	-2.512646357644144e-08	6.313391718582384e-16	6.313393950260851e-16	0.0001839998090043	0.0001839998091163	3.385592971361888e-08	3.385592975485914e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
