global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
869.0480269657236	n/a	n/a	755244.473173017	1026.7462769223932	n/a	1054207.917173996	n/a	828.6161181288982	n/a	686604.6712230041	n/a	850.8486915469	688.4899877450046	n/a	n/a	n/a	n/a	-0.0115166536	0.0054277639	-0.0414028579	0.0988695354	-0.0194902181	0.0439125245	-0.0679289587	0.0229531077	-0.1169626222	0.0303024845	-0.0866910638	0.0525406222	-0.0450390958	-0.0014178348	0.0243419428	-0.0114020385	0.0398068475	-0.0926998198	0.0471488615	-0.1285322731	0.0073061655	-0.036107942	0.0516694306	-0.0444963264	0.0370441536	-0.0584535745	0.0145275741	-0.0012263732	0.0168106366	-0.0443327154	0.0351875589	-0.0765341698	0.0696289751	-0.0446788739	0.0542164696	-0.004128559	-0.0076307323	0.0339091212	-0.0143478357	0.0367423352	-0.1102311669	0.0680911837	-0.0095234487	0.0489636661	-0.0066992149	0.0268565526	-0.0346357648	0.0084160974	4.13561e-05	-0.0348366885	0.079689893	-0.0207424138	0.0459734084	-0.0031957846	0.009369662	-0.0245448492	0.0045944411	-0.035343919	0.0002895146	-0.0313616117	0.0211752519	-0.0067394841	0.1079191498	-0.0573677022	0.0269042218	-0.0171901743	0.0491142564	-0.0034489331	0.0457101485	0.0183747067	-0.0469851938	-0.0182112218	0.042493545	-0.0615808505	0.0362721034	-0.0409696762	0.0259975896	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0001643974933642	n/a	n/a	2.702653582443218e-08	-0.0465499599374084	n/a	n/a	0.0021668987701743	-0.0249494948888155	n/a	0.000622477295207	n/a	0.0009235982687881	n/a	n/a	8.530337621083755e-07	0.0003167160710422	n/a	1.0030906965640789e-07	n/a	-0.0006156464082603	n/a	n/a	3.79020500003808e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.5104505675197	-3.537576398203896	12.51444677312925	749108.340041591	1013.132886669092	-13.61339025330119	1026438.2460504472	185.32439418867585	828.224580741223	-0.3915373876751573	685955.9561439747	0.1533015259474864	849.8027205270521	681.9639990493363	0.91677	20.505705	0.1207314860292304	0.061153016194735	-0.0150675793	-0.0040141395	0.0142279414	-0.0355370159	0.1098010386	0.0250153117	0.0096076121	-0.0090347842	-0.0482347171	0.0096080995	0.0127876186	0.024392298	-0.025312961	-0.0144766516	-0.0208324297	-0.0137947039	0.034978058	0.0094628912	0.0700638984	0.0762496585	0.0773602919	-0.0645688623	-0.1140980075	0.0134148253	0.0478955613	0.0020543108	0.0603966309	-0.096102933	0.0542716228	-0.0913751351	0.0858014197	-0.0242662722	0.0005425744	-0.0291273954	-0.0919550641	0.0143502286	0.0258842947	0.0186518726	-0.0143640034	0.0422623425	0.0057017724	-0.0619228778	-0.0559053489	0.155674174	0.1057011702	0.0074611821	0.0335736214	-0.056997338	-0.0266784101	-0.0905626673	-0.0069840081	-0.052899299	-0.03770139	0.0126030834	0.0064314798	-0.0362377057	0.0001802548	-0.0122424476	0.0234466683	0.037084453	0.0709554604	0.0412715526	-0.0584724902	-0.091548512	-0.0480857451	-0.0508261989	0.0185573093	-0.0979754691	0.0272816677	-0.036986917	-0.0266255148	0.0713093486	-0.0290493493	-0.0779504175	0.0552073027	0.0604378987	0.1451457303	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0215635117452706	0.0213991142519064	0.0004579220907661	0.0004649850387884	-0.0351777640281341	0.0113721959092743	0.0001293268397989	0.001237475082019	0.0155504549112492	0.0404999498000647	0.0002418166479467	0.0016402459338077	0.0002861617543177	-0.0006374365144704	4.063253099801725e-07	8.188854963418368e-08	0.0005749197866076	0.0002582037155654	3.305327610329284e-07	6.666915873177801e-08	-0.0005620821169364	5.356429132389999e-05	2.8691333050316274e-09	3.159363061797049e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.7155173133527	0.2050667458330508	0.042052370246557	749463.356917126	1022.7963836067602	9.663496937668128	1046112.442319067	93.3831730643213	828.2017377060628	-0.0228430351602355	685918.118339342	0.0005218042553317	850.6564902119752	683.4656807114096	0.90909	20.333923	0.0928098204355191	0.0548878733293283	-0.0235893271	-0.0508541846	0.0332253536	-0.0266970883	-0.019557497	0.0349001941	0.0201509068	-0.000217622	0.0867621778	0.0350597642	-0.0253988244	-0.055042744	-0.1613897321	-0.00702977	-0.0376827836	0.0297389446	-0.0151640494	0.0502792632	-0.0199736249	0.0529932008	-0.0223038345	0.0093127018	-0.0102705817	-0.010505684	0.1450133212	-0.0053286005	0.0180441171	0.0093910596	-0.0930920517	0.0779163302	0.0507437433	0.0743149013	-0.1229434033	0.038193933	-0.0296138343	-0.0028371692	0.0384022619	-0.0477658078	-0.0113139892	-0.025603424	0.0086091146	-0.0831342455	0.0040264654	0.0270618889	0.0360292951	0.0798723005	0.0231535387	0.0641592021	0.0164487717	0.00176211	-0.0593349353	0.0942920967	0.062409534	0.0146390066	-0.0062241006	0.0065452438	-0.0065946151	0.0282786151	0.0038046639	0.0297584011	0.049803504	-0.0379492097	-0.0590358499	0.0336693752	-0.1084580778	-0.0993617765	0.0471422896	0.0330759132	-0.1023566196	0.0761140927	0.0394728029	0.0193772776	-0.0179337612	0.0136028261	0.0339432611	0.0627298028	0.0864256822	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0068112788398195	-0.0147522329054511	0.0002176283756966	4.639351943377287e-05	-0.0291668509220812	0.0060109131060528	3.613107636851851e-05	0.0008507051927109	0.0445951146577243	0.029044659746475	0.0019887242513355	0.0008435922597885	-0.0004918288803818	-0.0007779906346995	6.05269427680131e-07	2.4189564757761496e-07	0.0005516527058608	-2.326708074680008e-05	3.043207078835423e-07	5.41357046478115e-10	-0.0006208646950409	-5.878257810449999e-05	3.455391488611641e-09	3.8547296954822973e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.9243804522569	1.2088631389041211	1.4613500886011244	751557.8814225293	1016.8692493773344	-5.9271342294257465	1034023.0703292236	35.13092017363034	828.4153984289601	0.2136607228973162	686272.0723542126	0.0456509045090037	850.4578494727187	683.2549325297861	0.908851	20.328564	0.1147606598817929	0.0590753688753307	-0.0186419761	-0.0075142726	0.0039024371	-0.019206124	-0.0889240095	0.0111765915	0.0327116805	0.0318309077	0.0620506569	0.0333653968	-0.0777531972	-0.0584113596	0.0524181521	-0.0137972442	0.0681436111	-0.0100375378	-0.0166382959	-0.0576786667	-0.0230532226	0.0616836592	-0.072586336	0.054694198	0.0780871299	0.1362001832	0.0674982535	-0.0908034749	0.0771414522	0.078047247	-0.0174050954	-0.0807190312	0.0545071485	0.0747800437	0.0818289154	0.0068561944	0.044249344	0.0103644722	-0.0298663444	0.0141835674	0.0315406407	0.0321815437	-0.044660419	-0.0296966072	-0.0014893797	-0.0902062906	-0.0965811014	0.0390538105	-0.0749902689	-0.0090119218	0.0300884626	-0.0234306535	0.0213722053	0.0894104972	0.0054241226	0.014454057	-0.0041938198	0.0135325799	0.0068716563	-0.0275768298	0.0067816639	-0.0668920548	0.0385153012	-0.0722373481	0.0339103446	-0.0045243475	-0.0332952171	-0.063203397	0.0389720282	0.0208074562	0.0217879154	-0.0171882692	-0.0460474443	0.0340763343	-0.0996271415	0.0142227718	-0.0285318404	-0.0197699542	-0.0691732117	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0133096667924945	0.006498387952675	4.222904598347158e-05	0.0001771472301272	1.857611307798379e-05	0.0291854270351591	0.0008517891512246	3.4507197708604046e-10	0.0091323536296243	-0.0354627610281	8.339988281651212e-05	0.0012576074197361	4.244187714174102e-06	0.0004960730680959	2.46088488890153e-07	1.8013129353146388e-11	0.0008689988136347	0.0003173461077739	7.551589380985161e-07	1.0070855211924381e-07	-0.0005620021935936	5.886250144730005e-05	3.4647940766333997e-09	3.158464656040182e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.4113016891282	1.4869212368713534	2.210934764659035	754138.188901406	1007.2900580355996	-9.579191341734829	1014633.2610173617	91.76090676156748	829.1884659504203	0.7730675214602343	687553.5120652113	0.5976333927366698	849.8063939231558	683.6174232819501	0.954629	21.352512	0.0548528523875621	0.0289175966924163	-0.0191692545	0.0475016569	0.0059021903	-0.1340760667	0.0390047011	0.0229603465	0.0813724468	0.0327529164	-0.0581292561	-0.0144901092	-0.0606544426	-0.064195434	-0.0830264612	-0.0008104212	0.0892997043	-0.0274841245	-0.0191340862	0.0758406766	0.0469286008	0.036860156	0.000296406	-0.0401703159	0.0662524211	-0.1101849204	0.0529754417	0.0483780131	-0.0972271742	-0.0189632835	-0.0230627129	-0.0380968201	-0.0668934195	0.1267496837	0.089096429	0.0989300047	-0.0084428618	0.0138869729	-0.063916663	0.0409432234	0.0603132344	-0.0037453179	0.0621300353	-0.0650855665	-0.0098768693	0.070015262	0.0363099911	0.0079092312	-0.0228605805	0.0399243728	-0.0492956904	0.0201964207	0.1382456545	-0.0667322648	-0.0080730284	0.0110205619	-0.0097660628	0.0113644857	-0.0278986597	-0.0226189179	0.0564609977	-0.0029190259	0.0343163143	0.0695055009	-0.1462227744	0.0100414323	-0.1002412495	-0.1125049044	-0.0612865672	0.0124236274	-0.0754959269	-0.0208546265	0.0274519207	0.119143971	-0.1158925535	-0.0507254122	-0.0408775504	0.244823098	0.131422152	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0122154740709703	-0.0010941927215242	1.1972577118365367e-06	0.0001492178067785	-0.004508774210862	-0.0045273503239399	2.0496900955679475e-05	2.032904488453425e-05	0.0163193586672036	0.0071870050375793	0.0002663214673088	5.165304141019024e-05	-0.0003038272547253	-0.0003080714424394	9.49080136467382e-08	9.231100071391232e-08	0.0004851078341228	-0.0003838909795119	2.3532961072731407e-07	1.4737228415060606e-07	-0.0007109258577326	-0.000148923664139	2.217825774058568e-08	5.054155751928329e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.1093165573996	-1.3019851317286566	1.6951652832424873	751878.5668606405	1012.8281082019472	5.5380501663476025	1025820.7767639352	30.669999644982703	828.7231742953077	-0.4652916551126509	686782.0996140909	0.2164963243174701	851.1155042146381	689.0137531453488	0.83955	18.778502	0.0848075704336859	0.0431938806349597	-0.0113997643	0.0196374843	0.0030624933	-0.0531188658	0.0511273368	0.0111004252	0.0153290147	-0.0382662721	0.0051491534	0.0382088104	0.0616009563	-0.1225136571	-0.0591160654	-0.0052218506	-0.0241364322	-0.0170473518	-0.0092447713	0.0586435273	-0.0927442847	0.0414990517	0.0326879192	0.0369024901	0.0874640227	-0.1344451398	0.1144920853	-0.061163427	-0.0704029898	-0.0637307401	-0.0326387008	0.039754597	-0.0853190211	0.090115678	-0.106194401	-0.0296098149	-0.1272636196	0.0011305856	0.0338445687	0.0126747285	0.0056434359	-0.0548477654	0.0646758603	-0.0734351414	0.0711397606	0.0120581203	-0.0771662097	0.0689778283	-0.0039725542	0.0910966105	-0.0158390137	0.0754761211	0.0016673864	-0.0341495563	-0.0431006099	0.0098532555	-0.0079662781	0.0135723297	-0.0141858516	-0.0020228104	0.031995224	0.006211317	0.0879323838	0.0026092971	-0.0378762605	0.017318529	-0.0769003374	-0.0366095256	7.56139e-05	0.1277573746	-0.0369695961	0.0196094963	0.0676648944	0.0702721813	-0.0435284229	0.0276337573	-0.0545915075	0.0839371131	-0.0509326995	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0074589693727489	-0.0047565046982214	2.262433694420225e-05	5.563622410360612e-05	-0.026920345654787	-0.022411571443925	0.0005022785345861	0.0007247050101732	0.0214421153177681	0.0051227566505645	0.0004597643093004	2.624263570090282e-05	-0.0008629290580189	-0.0005591018032936	3.1259482644615545e-07	7.446465591733861e-07	0.0001618793608717	-0.0003232284732511	2.6204927476230082e-08	1.0447664592023705e-07	-0.0008789303340074	-0.0001680044762748	2.822550404836984e-08	7.725185320383597e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.0282434279819	-1.081073129417632	1.1687191111488324	750004.918414956	1014.149648432146	1.3215402301988206	1028499.5094150454	1.7464685800339517	828.1796094478403	-0.5435648474673371	685881.4655051774	0.2954627434021895	850.4949853715314	684.1056682923261	0.886143	19.820667	0.1042687013652004	0.0718484824505548	0.0010251205	-0.0292713056	-0.0338619933	0.0632545719	-0.0406498582	-0.0040624213	-0.0036767524	-0.0632352158	0.0211014607	-0.00049846	0.0888119767	-0.0212362808	-0.0432518199	0.0038711994	-0.0325834407	0.0160490084	-0.0136088354	-0.0104295433	-0.1026957083	-0.0933352213	-0.0399379269	0.0529601105	0.0820004327	0.0431111259	0.0514023357	0.0196414851	-0.0311235499	0.0318152722	0.0860236344	0.1159511663	-0.0119810735	-0.1340238831	0.0289461999	0.0878030287	0.1243424524	-0.0079428364	0.0317250633	-0.0158373572	-0.027639388	0.0006259063	-0.0224409129	0.0326122059	0.1467491922	-0.0620026902	-0.0475635617	0.0643758013	-0.0768420271	-0.0294386739	-0.0182939253	0.0921934246	0.0017842361	-0.0190778361	0.0700729597	0.0014601358	-0.0023712988	0.0069452432	-0.0024723091	0.010631897	-0.0143104475	-0.0279437357	0.0035461741	-0.0481429225	0.0794369354	0.0077059094	-0.0080171879	-0.0152752779	0.0586123209	0.0445984334	-0.0411326632	0.0052062574	0.0344110444	-0.0498025472	0.0008758208	-0.0064925894	-0.0510765781	-0.0235164764	-0.0869433442	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0159156175167822	0.0084566481440333	7.151489783198185e-05	0.0002533068809405	-0.0271018489283818	-0.0001815032735947	3.29434383256285e-08	0.0007345102153368	0.0053548742858708	-0.0160872410318973	2.867467861748031e-05	0.0002587993240183	0.0004100452166472	0.0012729742746661	1.6204635039616836e-06	1.6813707969524918e-07	0.0001608848191376	-9.945417341000002e-07	2.5883925028938263e-08	9.891132608666356e-13	-0.0005620329720941	0.0003168973619133	1.0042393798760905e-07	3.1588106172092735e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.9206201041666	-0.1076233238153463	0.0115827798290628	749818.5203215844	1014.8784094693368	0.7287610371907931	1029978.1860070108	0.5310926493274005	828.1586881409947	-0.0209213068455937	685846.8127434134	0.0004377010801274	850.0617001616259	680.8284530663022	0.872152	19.507706	0.0513100564372129	0.0278686502856587	0.0018864444	-0.0281264011	-8.13357e-05	0.1011363707	-0.030309671	-0.0408528515	-0.0121927849	-0.0118720759	-0.0069161607	-0.0193174645	-0.0135807454	0.0781854915	0.0828561053	0.0082780203	-0.0319336982	0.0243777897	0.0385579007	-0.0439343049	-0.0415068243	-0.0352288416	-0.0384176734	0.0105655672	-0.0487348587	0.0232956559	-0.1176295574	0.0391283473	-0.0272625946	0.0356196341	0.0018869923	-0.0694571717	0.1057429834	0.0470489564	-0.0296418682	-0.0059083019	-0.1432564917	-0.0037191862	0.0013257389	-0.015451035	-0.0595595019	0.0074127977	-0.0467168396	0.0690693574	0.0115675262	-0.0659063157	-0.0145081584	-0.041478579	0.0613603876	-0.0790639693	-0.0017935067	-0.0729811425	0.0399420008	0.0776013666	-0.0164452259	0.0058273972	-0.0038096741	-9.30986e-05	0.0035118992	0.0002366457	-0.0233255202	-0.032774717	0.0134112987	-0.0323589889	0.1001573346	-0.0437373088	-0.0281285931	0.0179431161	0.0438605161	-0.0266419259	0.0165837426	-0.0318213184	-0.0148562549	-0.0045817831	0.0135891964	-0.0186355323	0.0044683923	-0.040571424	-0.0140673868	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0064689647272047	-0.0094466527895775	8.923924892683237e-05	4.1847504641818575e-05	-0.0271307298346243	-2.888090624249967e-05	8.341067453880564e-10	0.0007360765013593	0.0232369077237137	0.0178820334378429	0.0005399538805603	0.0003197671198721	0.0001080949836726	-0.0003019502329746	9.117394319341523e-08	1.168452549517966e-08	0.0003379694192231	0.0001770846000855	1.1422332832999952e-07	3.1358955587441475e-08	-0.0005620180190832	1.495301089990842e-08	2.2359253497278005e-16	3.158642537742042e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.8341587050097	-1.0864613991568604	1.1803983718578823	747938.122063002	1011.0921713845772	-3.7862380847595887	1022307.3790351792	14.335598834483958	827.7764631357703	-0.3822250052244271	685213.8729215653	0.1460959546188133	849.8439959638658	673.7688781058087	0.866927	19.390841	0.0515882314402734	0.0303201976098421	-0.0034020343	-0.0300067945	0.0649351097	-0.0794039324	0.0889341966	-0.0482312948	0.0178021232	0.026947693	-0.0018680901	-0.0392926151	0.0179664259	0.061711224	0.069791709	-0.015679676	0.0084964358	0.0113358639	-0.0049962197	0.1121717013	0.0525984431	0.1080261357	0.1130070368	0.0414203717	-0.1232793167	0.0165761422	-0.0961743953	0.0879580654	-0.0714046503	-0.0883768467	0.0916458278	-0.1426268217	0.1534610238	0.0242688203	0.0690436774	-0.0789337747	0.0163551199	0.0126156218	-0.0005846448	0.0052268372	0.0225037953	-0.0033782018	0.1110733472	-0.0546500225	-0.0326641938	0.0774217735	0.0791492234	-0.0938664465	0.0576178648	-0.0819430429	-0.0547385321	-0.0337277294	0.0586086945	0.0594327802	-0.0314417751	0.0006548598	0.0061558529	0.0296241911	-0.0153545128	0.0302533819	0.0152518128	0.005311308	0.0613167318	0.0052424759	-0.0276184775	-0.0178988868	-0.0409290586	0.0651925623	-0.0299907092	-0.1248179444	0.0897743981	-0.0262120998	0.0034522717	0.0556347661	-0.0121704365	-0.0262737147	-0.0139034522	0.0003176182	0.0403619905	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0001453633267374	-0.0063236014004673	3.998793467199199e-05	2.1130496760164107e-08	-0.0480272399149157	-0.0208965100802914	0.0004366641335357	0.0023066157738448	0.0232478499060135	1.0942182299800152e-05	0.0005404625252525	1.1973135348205972e-10	0.0001902089353893	8.211395171670001e-05	6.742701066532541e-09	3.6179439101930906e-08	0.0007429467075661	0.0004049772883429	5.519698102833081e-07	1.6400660407364934e-07	-0.0005620703345678	-5.23154845999841e-08	2.7369099289311733e-15	3.1592306100115866e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.9691489854251	0.1349902804154226	0.0182223758066344	748171.6286965706	1017.5746183228074	6.482446938230169	1035458.1038548072	42.02211830696969	827.5548086912053	-0.221654444565047	684846.9613879373	0.0491306927954395	849.8731473920017	675.4086360136668	0.8303739999999998	18.573256	0.029507385069701	0.0200245735300951	-0.0065047687	-0.0876259547	0.0700549827	-0.0547641514	-0.0323417117	0.0064017344	0.0076172949	-0.0284986319	0.0845362272	-0.0155602021	0.0131960798	-0.0013345649	-0.0252727979	-0.022823182	-0.00722824	0.020899455	-0.0425162926	0.1236167667	-0.111897622	0.0325193877	0.002184371	0.0178758204	-0.0251011396	-0.0893791049	-0.0256505459	0.0193741325	0.0472249169	-0.0007911664	-0.032353458	0.052896957	-0.0463425753	-0.015869067	-0.0116036398	-0.0680557852	-0.0196000406	0.0131178791	0.0219452638	-0.026306561	0.0275317419	-0.0591118837	0.0452540121	-0.0883693308	0.0742804107	-0.0308187684	0.0282746126	0.0604915066	0.0502413423	-0.01561589	-0.0229198181	0.0348691766	-0.0157552325	-0.0374646234	-0.0777812495	-0.0020993939	0.0071376532	0.0193586973	0.0023892384	0.0300881784	0.0067940264	0.0126470577	0.061727484	-0.0490683309	-0.0506926202	0.0608714057	-0.0354099229	-0.0346899577	0.0138072638	0.0223828657	-0.0434406939	0.0305458678	0.0237983116	0.0824728089	-0.0519943041	0.1021963877	-0.0721554019	-0.0411235557	-0.0059629648	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.000175306188126	2.994286138860002e-05	8.96574948136914e-10	3.073225959526851e-08	-0.0284682888290177	0.019558951085898	0.0003825525675805	0.0008104434688523	0.0232268450062491	-2.1004899764399957e-05	0.0005394863289443	4.4120581411248917e-10	0.0001082499363682	-8.195899902110001e-05	6.717277520540672e-09	1.1718048723719351e-08	0.0007819654976701	3.901879010400006e-05	6.114700395464473e-07	1.522465981180013e-09	-0.0006390422698957	-7.697193532789999e-05	5.924678828122418e-09	4.083750227134487e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
