global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
865.9023566662984	n/a	n/a	749786.8912802493	1025.9902051219624	n/a	n/a	1052655.9010062064	804.1671392963069	n/a	n/a	646684.7879240059	821.4895473343005	668.7588640916638	n/a	n/a	n/a	n/a	-0.0238745838	-0.0174967979	-0.0322741011	0.0405388056	-0.0952469098	0.0416190437	-0.0904253042	-0.0532916517	-0.0443347417	0.0810384501	-0.0337701331	0.0377350356	0.0191919606	-0.0037971568	0.0155818896	-0.1938571087	0.1108771148	-0.0971708535	-0.0855840557	0.0496547359	-0.0298345799	0.1778509188	-0.0647185932	0.0918129787	-0.0193018441	0.0137793212	-0.1778095864	0.0880221673	-0.0199954586	0.1335793546	-0.1411862805	0.0332392282	-0.0590217183	-0.0325922604	-0.1160101828	0.0089850671	-0.0823094663	0.0163006042	-0.0442320964	0.036090795	0.0146860433	-0.0231514725	0.1276959682	-0.0685338916	0.0332499238	-0.1357508505	0.0945681668	-0.1484870229	0.0027418619	-0.1024591787	0.1036591685	-0.0626326134	0.0767315498	-0.0758459946	0.0475145409	-0.0394687441	0.0207013346	-0.0983993132	-0.0087151495	-0.009371265	0.0628732832	-0.0219334384	0.0178838846	-0.0669216324	-0.0360070066	0.0038573676	-0.1530732924	0.018106765	-0.0681840852	0.0772512349	-0.1311972081	0.0479971387	-0.1265568971	0.0636011743	-0.0066534967	-0.0848229714	0.0428287544	-0.0956341978	-0.0180106058	0.0609684813	-0.2031747213	0.1384455402	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0338398906630033	n/a	0.001145138200084	n/a	0.0206477733659085	n/a	n/a	0.0004263305449699	0.1521431130830564	n/a	n/a	0.0231475268586036	-7.743218857124025e-05	n/a	n/a	5.995743826932109e-09	-0.0002630200998825	n/a	n/a	6.917957294220027e-08	0.0005159897358243	n/a	n/a	2.6624540747603093e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863.1283741516938	-2.7739825146045405	7.6949789913317295	744990.5902657463	1014.8507412230772	-11.139463898885197	124.0876559545666	1029922.0269610292	805.0608543158774	0.8937150195704362	0.7987265362057852	648122.9791518103	820.4613155557097	655.9066470657907	0.938467	20.952595	0.0565897192567586	0.0262431296513899	0.0041076685	-0.0165406145	0.0207537869	-0.0201049124	-0.0277630474	-0.041429371	-0.044798758	0.013081804	-0.020391855	0.0348846278	-0.022951565	0.0293508495	0.0230101818	0.0039797857	0.0810128324	-0.125214839	-0.0383026224	-0.1156339136	-0.0127981871	-0.0257729624	-0.0437490921	-0.0134962109	-0.0693924333	0.0733602339	0.1126779191	0.1234854487	0.0469547831	0.0674505052	-0.1007845934	-0.0539499931	-0.0789340221	-0.0577502543	0.0873299712	0.0934836612	-0.1417016579	0.0179614223	-0.0434308373	0.0569832376	0.0156389974	-0.025243915	0.0465150273	-0.0738967544	0.0811460249	0.0414926534	0.0978384829	-0.0935588281	0.0431570799	-0.0548233988	-0.1096658266	-0.0505250987	-0.023778838	-0.0233468655	-0.0403510651	-0.1239392249	0.0806439657	0.0732562126	0.089505313	-0.0765206194	-0.0115685108	-0.0046632726	0.0746467601	-0.0403007856	0.0219816633	0.0095246555	0.0017964211	-0.0270416561	-0.1417286751	0.0325119031	-0.0469564754	0.1412338338	-0.0414500515	0.0441530538	-0.0074671686	-0.1449651736	-0.0714357813	0.0110270093	0.1208708096	-0.0863227786	-0.141189116	0.0899087173	-0.0535098317	0.0111904897	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0258389331146986	-0.0080009575483047	0.0006676504645058	6.401532168977401e-05	0.0302605145384688	0.0096127411725603	9.240479285063598e-05	0.0009156987401328	0.1321959692383245	-0.0199471438447318	0.0003978885475624	0.01747577428286	-3.384722606860523e-05	4.3584962502635016e-05	1.8996489563561003e-09	1.1456347125392695e-09	-0.0004820106955769	-0.0002189905956944	4.795688100258817e-08	2.3233431065052698e-07	0.0006339917114505	0.0001180019756261	1.3924466251686276e-08	4.01945490187934e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863.429790183844	0.3014160321502004	0.0908516244371706	745511.002576917	1013.7397662420958	-1.110974980981382	1.2342654083665825	1027668.313660579	805.0271422788875	-0.0337120369898684	0.0011365014380062	648068.6998057121	821.208424048115	663.0373515733859	0.7929619999999998	17.703989	0.0227369641927637	0.0139497217747902	-0.002315546	0.0010174608	0.0033401558	-0.0038061576	-0.0147793576	-0.0700516583	0.0107639946	0.0427220582	-0.0227599072	0.0608070545	-0.0591461977	0.0113869818	0.0383447363	-0.0097383494	0.0120070847	-0.1471401482	-0.1044607981	-0.0554528667	-0.0219972712	-0.0471309915	0.1244156697	0.1646690269	0.0241792334	-0.0883950312	-0.171585881	0.0995483289	0.1287252045	0.0005087029	0.0233669901	-0.1308416318	0.1709799361	0.1485065149	-0.1160656966	0.1221290055	0.0622363385	0.006456942	-0.067072117	0.0402355559	-0.0293770756	-0.0038673633	-0.0142359203	-0.0013417666	0.0539230978	0.0872262914	0.0434887585	-0.2226476699	-0.0524838928	0.1000065794	0.0468137822	-0.061733341	0.0644909003	-0.0752902102	0.0941576241	0.0500195168	-0.0927219665	-0.0402381897	0.0186063677	0.1824726086	-0.0016913142	-0.0078340665	0.06534554	-0.0307793955	0.0310219602	-0.0211024217	-0.0213977326	-0.0160735174	-0.1567347105	0.0109638728	-0.0329091093	0.0344611217	0.0519403259	-0.078521433	-0.1570310523	-0.0497784874	0.0506797392	-0.0645387584	0.0733471122	0.0510449346	-0.1830705294	-0.0907666427	-0.1180815233	0.014502765	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0258645252622642	2.5592147565599996e-05	0.0006689736670423	6.549580170194457e-10	0.0325764570865345	0.0023159425480656	5.36358988594104e-06	0.0010612255563108	0.1422638936100142	0.0100679243716897	0.000101363101154	0.0202390154250814	-5.239252149545927e-05	-1.854529542685404e-05	3.439279824692934e-10	2.7449763086521614e-09	-0.0004820113255452	-6.299683000189801e-10	3.968600590288036e-19	2.323349179538408e-07	0.0004459875343368	-0.0001880041771136	3.5345570612199455e-08	1.989048807838184e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
862.5890531586197	-0.8407370252243709	0.7068387455831244	744059.874629084	1013.6798190965178	-0.0599471455780076	0.0035936602629508	1027546.775643549	804.6751650520409	-0.3519772268465431	0.1238879682185828	647502.1212515293	821.0935178468553	654.9047040474125	0.8050089999999999	17.972954	0.0159317072625111	0.0095106756594558	0.0095622461	-0.0191601127	0.0051966853	0.0422569283	-0.0402478993	0.034898474	-0.0063782159	0.0132069591	-0.0384938346	0.058807022	0.0049569374	-0.0141191398	0.0124183647	0.0112770417	0.0216868948	-0.1230368455	-0.0613186734	-0.179702307	-0.0933369058	-0.0234048809	-0.0205452346	-0.097374549	0.1727853572	0.0957804198	-0.0361062496	0.0469933586	-0.0475924269	0.022963378	-0.0093646191	0.0464145535	0.147322376	0.0540337487	-0.185304665	0.0162265265	0.03929336	0.0256749168	-0.0643665015	0.0272700942	0.0134616516	0.0232052753	0.0408811339	-0.0375969821	0.0298000398	-0.0719880808	0.1337091284	-0.2112409836	-0.0240311667	-0.0625337327	-0.1663673586	0.0292040649	-0.0469899318	-0.0367237098	-0.0656282703	0.0511451701	-0.1397430647	-0.0657020303	0.0753914666	0.022404648	-0.0106787854	-0.0106947743	0.0690779895	-0.0242631518	0.0384412766	0.01051763	0.0074958269	-0.0326769197	-0.1131861919	0.0507945014	-0.029188029	0.0775326371	-0.1097642745	0.0115156919	-0.0904557611	0.0070849015	0.0164244597	0.0818010425	0.1543907182	-0.0077861822	-0.0268125091	-0.0264942977	0.0844363745	-0.054368654	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0278207439333755	0.0019562186711113	0.0007739937930064	3.826791489204465e-06	0.028407405266023	-0.0041690518205114	1.7380993082110245e-05	0.000806980673948	0.1419569851473738	-0.0003069084626404	9.419280444030645e-08	0.0201517856321317	0.0001166024373249	0.0001689949588203	2.8559296106694923e-08	1.3596128390107232e-08	-0.0004819752672933	3.6058251900018916e-08	1.3001975300852172e-15	2.32300158282448e-07	0.0004250279852441	-2.0959549092700047e-05	4.3930269816930336e-10	1.8064878824065889e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
862.5323178450633	-0.0567353135563735	0.00321889580434	743961.9993271773	1011.4110850971708	-2.2687339993469777	5.1471539597929326	1022952.3830574366	805.0964841546123	0.421319102571374	0.177509786191548	648180.348798118	821.0338643904213	649.5766614646446	0.7522459999999999	16.794958	0.0285735624754975	0.0135572587400901	0.0138984964	-0.031920983	0.0071721808	-0.0013244017	-0.0115915916	-0.0456186473	0.0190705821	0.0035060774	-0.0110964116	0.0595089297	-0.0190422614	-0.0633058379	0.0633788115	-0.0332308203	-0.0251481733	-0.0773919777	-0.0297457199	-0.1216637666	-0.057666738	-0.0678990777	-0.1024565782	0.0416988908	-0.0093862892	-0.0478344615	-0.0117616568	-0.1667988929	-0.0659156096	0.016945068	0.0228711822	0.0204806022	-0.0937702382	-0.2205758142	0.22277487	-0.1897377296	0.1371106813	0.0033859933	-0.0606692959	0.0612310173	0.0212169968	-0.008091338	-0.0522408639	-0.02698008	0.0651070611	-0.0694070598	-0.0266506496	-0.079214837	0.0455297523	-0.0074545286	-0.0775196714	0.08945196	0.0848855772	-0.0505575481	-0.040567452	-0.1062212619	0.1037991979	-0.0668228901	-0.0956918588	0.0229970095	-0.0101412371	-0.0143494446	0.0640640905	-0.0203301449	0.0375698881	-0.0034821049	-0.0021004216	-0.0288699712	-0.1164485974	0.0524843712	-0.0344507101	0.0489614571	-0.0602879303	0.0253772602	0.0200668232	0.0140734782	0.0177513209	0.0327146624	0.0913756618	-0.0059907097	-0.0049431245	0.0676421404	-0.06946463	0.0693108819	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0315399336355994	0.0037191897022238	0.000994767413738	1.383237204112829e-05	0.0360604210267325	0.0076530157607095	5.856865023366803e-05	0.0013003539646252	0.132331800650256	-0.0096251844971178	9.264417660355684e-05	0.017511705463339	5.608315424687212e-05	-6.051928307802788e-05	3.662583624278471e-09	3.1453201902784504e-09	-0.0003999882431815	8.198702411180001e-05	6.721872122708877e-09	1.5999059468342277e-07	0.000416010842125	-9.017143119099956e-06	8.13088700303317e-11	1.730650207655517e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863.0959428037094	0.5636249586460735	0.3176730940087881	744934.606484224	1014.8381068614308	3.427021764259962	11.744478172711462	1029896.3831380928	805.0569709617133	-0.039513192898994	0.0015612924130731	648116.726494049	821.6188867802242	652.259157308718	0.747519	16.689417	0.0339379863036863	0.0200029936013836	0.01496615	-0.0311915065	0.0135414406	0.003803953	-0.0247190907	-0.0546363879	-0.0074960543	-0.0068397292	-0.0313265989	0.0759041592	-0.0845791904	-0.0234350025	-0.0341443078	0.0043616888	0.0521535429	-0.0606202255	0.0359275203	-0.1701507351	-0.0505972237	0.1381892732	0.1319617017	0.1136784464	-0.0213430726	-0.0710383708	-0.015893039	0.2170376086	0.0713982005	0.1839800642	-0.1316797338	0.0504969621	-0.0957146988	-0.1286286102	-0.0579508858	0.0856442053	0.0725514637	0.0166235199	-0.0653092127	0.054679376	-0.0101407994	0.0468246171	0.0177890182	-0.1040113813	-0.0363176447	-0.1203760731	-0.0711350494	-0.2066925288	0.0057670381	-0.0014229986	0.1309709807	-0.0838466213	0.0388974584	-0.0622234586	0.0058478339	0.0363770855	0.1745929278	0.2309427304	0.1905108524	0.0860980721	-0.0086651211	-0.0198171412	0.0588528842	-0.0213305202	0.0309779458	0.0061950335	0.0016632314	0.000640928	-0.1156099998	0.0328194383	0.0203132754	0.0358278102	-0.0227209186	-0.0075108102	-0.1812343437	0.0412533186	0.0381903945	-0.001139432	0.0311434549	0.0457318764	-0.021332713	0.0298014821	-0.0329563409	0.0269530185	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0243156297316744	-0.0072243039039249	0.0005912498492478	5.219056689626598e-05	0.0178982234279487	-0.0181621975987838	0.0003298654216172	0.0003203464018767	0.1322813876059498	-5.041304430619675e-05	2.5414750362185567e-09	0.0174983655069555	0.0001440997745593	8.801662031242787e-05	7.74692545122209e-09	2.076474502804108e-08	-0.0004819696617699	-8.198141858840001e-05	6.720952993766459e-09	2.3229475486659185e-07	0.0004160342383576	2.339623259999023e-08	5.473836998728456e-16	1.7308448748578833e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863.5456205675812	0.4496777638718185	0.202210091320759	745711.0388014489	1008.5863596036288	-6.251747257801981	39.08434377543458	1017246.4447785004	806.0170971287887	0.9601261670753728	0.9218422567028468	649663.5608639192	821.7088264739771	652.531941269956	0.818133	18.265966	0.0540856426890095	0.0397141521918786	0.0081160919	-0.0228769435	0.0092102339	0.0018565574	-0.0017704056	-0.0008923204	0.0358334804	-0.0488173855	-0.0130163335	-0.0109326883	-0.0257253079	0.0045988413	-0.0066352834	-0.026768058	0.0385148925	0.0106844689	0.0388561463	-0.0112417914	-0.0028232925	0.0332429602	-0.0054841945	-0.059511091	0.2710732712	-0.0453729179	-0.0153496476	0.0615087037	0.1088707883	0.0450831138	0.0513142949	-0.005767091	0.0579395336	-0.1280459656	0.0650974918	-0.1412869619	-0.0965521763	0.0175763163	0.0003157712	0.022635668	-0.0073026735	-0.0054794094	0.0002213964	-0.0517501698	0.0157465515	0.0236807759	0.0659678945	0.0633085711	-0.0260144988	-0.0438716286	-0.1143034617	-0.0155636198	0.0301973583	-0.0072472076	-0.1335790205	0.1475702884	-0.0422828148	-0.0942965277	0.1366406889	0.1605094261	-0.0063447101	-0.0059051688	0.0361619539	-0.0016488127	0.0301942433	0.0135747074	0.0251659603	-0.0162659607	-0.035737668	0.0037340612	-0.0633700485	0.0940311337	-0.0929448336	0.0274997697	0.0846445292	0.0492653654	-0.0014951472	0.0595053229	0.0842009415	0.1371621004	0.0700192586	0.0285776615	-0.0155745677	0.060550818	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0269093180238826	0.0025936882922081	0.0007241113965104	6.727218957137883e-06	0.0156924016910835	-0.0022058217368651	4.865649534826996e-06	0.0002462514708343	0.0931435726396756	-0.0391378149662741	0.0015317685603343	0.0086757251240825	5.612792708346002e-05	-8.797184747583997e-05	7.73904594831245e-09	3.150344198686205e-09	-0.0004819848092072	-1.5147437300018322e-08	2.294448567579864e-16	2.32309356306501e-07	0.0005310135973177	0.00011497935896	1.3220252986875515e-08	2.819754405362844e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863.6239766788814	0.0783561113001951	0.0061396801780885	745846.3730946451	1012.6685738326436	4.082214229014767	16.664473011570625	1025497.6404282404	806.5598095250106	0.542712396221873	0.2945367450128872	650538.7263410214	823.0463627602556	655.2048639495198	0.918362	20.503738	0.1800251786922812	0.08807066344764	0.003243965	0.00552412	0.0037053752	-0.0341224827	0.0704195808	-0.0219362856	0.1047204552	0.0233976178	0.0232274526	-0.0269797811	0.0418626314	0.0069264967	0.0492858264	-0.0825583573	-0.0067208445	0.1456126194	-0.0550726148	0.0418190446	0.1547110924	-0.1807206037	0.1709137589	0.1590165666	-0.0278142697	-0.1080601502	0.0420474348	-0.0561357517	-0.1048056376	-0.0718033707	-0.0459330712	-0.0805661274	-0.2400097476	0.0607238796	0.201984649	0.0554308499	-0.0272253706	-0.0214198617	0.0248354132	-0.0558803018	-0.017824891	-0.0681463397	-0.1092275208	-0.0067171533	-0.1154143353	0.0010994652	-0.169019672	0.046614579	0.0150211371	0.2920694539	0.1085006742	0.0735946283	0.0270701145	-0.0366197139	0.0488334732	0.018328377	-0.0799121745	0.0015030279	-0.093636463	0.0162181185	-0.007615507	0.0242287666	-0.0207964752	0.0181684426	0.0323100741	0.0129350519	0.0119506191	0.0169490005	0.0707218092	-0.0163596797	-0.0552684894	-0.1372919497	0.0597841265	-0.1166079375	-0.0302872525	0.0584168006	0.1339708134	0.0809741989	0.0010074444	0.0995781263	-0.0264101058	-0.1314008495	0.1418362418	-0.0903898306	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0207477099465762	-0.0061616080773064	0.0004304674680272	3.7965414098327466e-05	-0.021743420596735	-0.0374358222878185	0.0014014407903651	0.0004727763392465	0.0251607039163772	-0.0679828687232984	0.0046216704398492	0.0006330610215675	-0.0006319276386089	-0.0006880555656923	4.7342046148023363e-07	3.993325404378206e-07	-0.0008110568995878	-0.0003290720903805	1.0828844066745777e-07	6.578132943689747e-07	0.0001792436613135	-0.0003517699360041	1.2374208787639894e-07	3.21282901210687e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.2269372335121	1.6029605546307266	2.569482539702047	748617.6529144839	1022.8612160024064	10.192642169762848	103.8899544008279	1046245.0672019216	805.9858864924853	-0.573923032525272	0.3293876472630044	649613.2492250773	823.8026024358736	663.3991347347818	0.8542389999999999	19.072086	0.033093454284832	0.0201927173211306	-0.0121375288	-0.0059259839	-0.0239707719	0.0011612443	-0.0357790627	0.0716053213	0.0308551908	-0.0627356733	-0.0085752038	-0.0262617646	0.06512876	0.0403465081	0.0126863049	-0.0440785398	-0.1055162533	0.0667871824	0.0680692961	-0.1068421434	0.1181448885	-0.0386690688	-0.1785621659	0.0853021473	-0.0673797003	0.0770357573	0.1367938554	0.0535201725	0.129583984	-0.1524023832	0.001801933	-0.0027691803	0.0060237254	0.0816345489	0.021373441	-0.1301928822	0.0098593462	0.0071795361	0.0333776321	-0.0665056875	-0.0437578481	-0.0162626431	-0.0355206907	0.045570068	-0.0042889347	-0.1783156679	-0.113959293	0.0527023857	0.0197728289	-0.0991119733	-0.1194304039	-0.0089054776	-0.0245138349	-0.1720262862	0.0189113245	-0.1052086636	-0.0391893198	0.0786633592	-0.1262791434	-0.1379407667	-0.0120787573	0.0087977253	-0.0229210932	0.0163052896	0.0327425104	0.0028546392	-0.0009933244	0.0297759406	0.084880086	-0.0113419201	-0.0459630977	-0.0718004375	-0.0664633225	-0.0037709132	-0.0635681533	0.1140278083	0.0415076827	0.0449805195	-0.0202364526	-0.0035804828	0.1415635305	0.0385139059	0.1024199774	-0.0629564177	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0073562678580003	-0.0133914420885759	5.411467679864832e-05	0.0001793307212116	-0.020865594778769	0.000877825817966	7.705781666876817e-07	0.0004353730454717	0.0249392174079332	-0.0002214865084439	4.905627342271348e-08	0.0006219645649201	-0.0006319955370149	-6.789840599995527e-08	4.610193537334762e-15	3.994183588067518e-07	-0.0006030046304774	0.0002080522691104	4.32857466819863e-08	3.636145843771857e-07	1.5309831432976963e-05	-0.0001639338298805	2.6874300579296264e-08	2.343909385061694e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.7238937935447	-0.5030434399674277	0.2530527024942631	747747.4124974696	1018.4578207448044	-4.403395257602028	19.389889794672037	1037256.332636256	806.4321323957223	0.4462459032370134	0.1991354061558179	650332.7841603118	822.8612174274252	661.2329135813364	0.7282699999999999	16.259647	0.0207005780644057	0.0120780452728966	-0.0066373891	-0.0011753906	-0.0138845217	-0.0222028627	0.0002196377	-0.0014934169	0.0425915432	0.0252011235	-0.0016322234	-0.0266615522	0.0061054574	-0.057028991	0.0534404071	-0.0185775607	-0.1333660429	0.0831792612	-0.075889162	0.0683845718	-0.0556632424	-0.1347529439	-0.1244804355	-0.0434771951	-0.1497094992	0.0148026173	-0.0411486391	-0.217870567	0.1033753383	0.0393419737	-0.0841525332	-0.1392610606	0.1441964507	-0.0461007491	-0.0723187528	0.0036771572	-0.0110209664	0.0027163729	0.0141805167	-0.0140971922	-0.0003501853	-0.0220473161	-0.0875283963	0.1319700138	-0.0144842478	-0.0001364771	-0.0620590235	0.0861656239	0.0544655893	0.0339694855	0.0592566246	0.1224168646	-0.003070797	0.0323684258	0.0896234878	-0.1566637948	-0.1583004761	-0.0555843935	-0.167794631	0.0467549295	-0.0131560075	0.0074151212	-0.0308403872	0.0127749054	0.0247447968	0.0042595704	0.0039918419	0.0271856845	0.0895715988	-0.0103289906	-0.0393138981	-0.0885769283	-0.0059177741	-0.02857124	0.0562559598	0.0451824375	0.0235638751	0.0318322498	-0.0387489407	-0.043288154	0.0221597693	-0.0015655115	0.0520391062	0.0129335211	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0168186060760149	0.0094623382180146	0.0002828655103401	8.953584455209971e-05	-0.0153507994495925	0.0055147953291764	3.041296752270692e-05	0.0002356470437416	0.0249874336329867	4.821622505350037e-05	2.324804358409797e-09	0.0006243718395629	-0.0006319687747042	2.6762310700000073e-08	7.162212740033382e-16	3.9938453220112797e-07	-0.0005810334699676	2.197116050979997e-05	4.827318941473937e-10	3.375998932225899e-07	0.0001068164744557	9.150664302272304e-05	8.373465717288068e-09	1.140975921514521e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
