global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
865.4764453942415	n/a	749049.4775322515	n/a	887.2556263923645	n/a	n/a	787222.5465649072	812.4061796815246	n/a	660003.8007847297	n/a	818.2549988201687	659.0992673145641	n/a	n/a	n/a	n/a	-0.0394566807	0.0070004736	-0.016398734	0.1386659776	-0.0180400905	0.0365929809	-0.0223011438	0.1647561069	-0.0066763426	0.1534003314	-0.0247343209	0.1241861023	-0.0777726307	-0.0274742022	0.0622346454	-0.1287221141	0.0629771067	-0.0793904647	0.1004999	-0.0449311943	0.1171488056	-0.1518137179	0.0696322792	-0.0427756475	0.0638823877	-0.0509884805	0.0403199892	-0.2578274187	0.057795589	-0.3028380899	-0.0647273596	-0.0048441416	0.066961893	-0.0500354374	0.1065330645	-0.0963180645	0.2015815218	-0.0382429039	0.0182344333	-0.1760632692	0.0892079032	-0.0749532752	0.1109757511	-0.0393022083	0.0984440144	-0.2355632981	0.1475768691	-0.0634779979	-0.0457628356	0.0541541763	-0.0282630892	0.0020509361	-0.0046196544	0.0896026864	-0.2228047073	0.0018492726	0.1321732256	0.0256310921	-0.0643698479	0.0301645727	-0.1591410026	0.0375751664	-0.2398522167	0.1506963778	-0.1142034297	0.2168038309	-0.0142453607	0.1088464199	-0.0579682808	0.0666971931	-0.0729674281	0.1561451084	0.1560591586	-0.0683982247421681	n/a	n/a	0.0046783171478801	-0.0259362780737291	n/a	0.0006726905203178	n/a	0.0093823497366685	n/a	n/a	8.802848658116348e-05	-0.0006731864702861	n/a	n/a	4.5318002377625817e-07	0.0015206388507607	n/a	n/a	2.3123425144428226e-06	-0.0004129888571243	n/a	1.705597961088355e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.3119843435879	-0.1644610506535855	748764.8302486378	0.0270474371820812	887.1414216041564	-0.1142047882080987	0.0130427336496566	787019.9019258437	811.3400934392756	-1.0660862422489572	658272.7472220525	1.1365398759125025	816.4876774379185	668.9381830562245	1.107716	19.671333	0.06037625890163	0.0301800583680818	-0.0548435548	-0.1320800077	-0.0818919313	0.033438065	-0.0560402958	-0.0478418148	-0.1611663023	0.1351407876	0.0688500399	-0.0365492056	0.1106914682	0.1982808293	-0.0004129412	-0.087036247	0.0074877606	-0.0588782134	0.0036637845	0.1221717232	0.2434593755	0.0035489832	0.0431158497	-0.1764107579	-0.0766625429	-0.0476132346	-0.0977411088	-0.1091524438	-0.1357223306	-0.0820851967	-0.1249150091	-0.1653757516	0.0226565244	0.1045885914	-0.0215117145	0.0080611196	-0.0049324524	0.0672668715	0.1704402479	-0.1569892117	-0.0036765535	-0.1868971315	-0.1114352276	-0.0292560433	-0.1099174417	0.0689241608	0.065109474	-0.1183557254	0.0108931452	-0.0664145884	0.007325639	0.0172727174	-0.0289730286	-0.0183351502	0.0349385203	-0.0205902983	-0.16838325	-0.0145590946	0.2396878585	-0.1965727625	-0.0129431821	0.0719975474	-0.0780317931	0.2182215731	-0.0750655315	0.2249218042	-0.0531372781	0.2663889548	-0.0719623453	-0.0563746261	0.0210946419	-0.0444173417	-0.057794854	0.155915944	0.1551433414	-0.0562706293100916	0.0121275954320764	0.0001470785709641	0.0031663837229537	-0.0056109154767653	0.0203253625969637	3.148237248740437e-05	0.000413120364698	0.0106471008329833	0.0012647510963147	1.5995953356294876e-06	0.0001133607561477	-0.0007029643443272	-2.977787404110006e-05	8.867217824076206e-10	4.941588693953703e-07	0.0013812718564421	-0.0001393669943186	1.9423159105400696e-08	1.907911941399005e-06	-0.0007770149842901	-0.0003640261271657	6.037522858113443e-07	1.3251502125933117e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863.0598138163126	-2.252170527275325	744872.2422246482	5.072272083927616	879.8932838439941	-7.248137760162308	52.53550099029068	774212.1909537676	809.2544202471113	-2.085673192164336	654892.7166894882	4.3500326645129705	813.9624327932086	666.4151304210316	1.25712	22.324512	0.1415108511341105	0.064685651335957	-0.0957710981	-0.0806703653	0.146836188	-0.0024222888	0.1070000894	-0.1068356818	0.0839144866	0.1448000289	0.0315872218	-0.1383219111	-0.0238026179	-0.0422671792	0.1182148028	-0.0427336245	-0.1200193864	-0.0565657318	-0.0611046649	0.0961837089	0.0542781161	0.0492830377	-0.0546922911	-0.0590118332	-0.1616914368	-0.0396731772	0.0728982099	-0.1500449736	0.139097645	0.1745047487	-0.1344985523	0.078298404	0.0947247523	-0.0115965287	0.0655127335	-0.1182382522	-0.1496336913	0.1057901572	-0.1453849914	-0.0593214946	-0.078776855	-0.0581211075	-0.2517892969	0.0758289806	-0.0774671959	0.1984832456	0.1624863932	0.1199007177	0.1468928824	-0.0976749172	0.0754854335	-0.1556245464	0.1350287687	6.62786e-05	-0.0708468569	0.0684252621	0.0370779925	-0.1246673987	0.1341469806	-0.0708900808	0.03855475	0.1015438516	-0.1463628428	0.1738166171	-0.0343220445	0.1466333979	0.1026450809	-0.1965897836	0.0878500767	0.0957706807	-0.0077447235	-0.0411346638	-0.0182038252	0.1554579513	0.1533170814	-0.0482967562707159	0.0079738730393757	6.358265124808271e-05	0.0023325766662729	0.0265192655354695	0.0321301810122348	0.0007032714445407	0.0010323485318789	0.0521290579724933	0.04148195713951	0.0017207527681241	0.0027174386850995	-0.0002847631884475	0.0004182011558797	1.7489220677911717e-07	8.10900734947864e-08	0.0007190938249412	-0.0006621780315009	4.3847974540240716e-07	5.170959290685651e-07	-0.0006588973728109	0.0001181176114792	4.341457478971061e-07	1.3951770141551242e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.230800542932	-1.8290132733806104	741718.4918038195	3.345289554202455	875.5233415603637	-4.369942283630394	19.09639556226082	766541.1216170253	809.4349799522987	0.1805597051874201	655184.9867703782	0.032601807137368	814.3157186167581	663.2692191869562	1.232132	21.880774	0.0970820776010209	0.0459879713105657	-0.0996725363	0.0745161087	-0.0545155023	0.0784406528	-0.0506381742	0.0254993885	0.004651202	-0.0667821929	0.0426274928	-0.0837916745	-0.1161276895	-0.0520536601	0.1223487782	-0.0571342725	-0.173894346	-0.1394277711	-0.17679041	0.0652874403	-0.0338024688	-0.0468222935	0.1607594611	0.1663959875	0.1466696223	-0.1341994919	-0.1218931184	-0.0465892586	0.1382812194	-0.1395905257	0.0479045667	0.0529819766	0.0780609914	0.0413516689	0.0498669222	-0.2069314867	0.055873745	0.1746088052	-0.0293701483	0.0523648356	0.260062289	0.0898878071	0.0486341937	-0.0617456437	0.0901084007	0.1399593917	0.0170211564	0.1146001325	0.0076402871	-0.1083674958	-0.016547105	-0.0111402335	0.1410401603	0.1543317784	0.0840330582	0.0694595485	-0.0300176078	0.0436311357	-0.1113257861	0.05692222	0.001510109	0.0907459396	-0.1132244113	-0.0009701128	-0.183755296	0.0562800324	-0.0553963022	-0.0765443084	0.0875637588	0.1291474942	-0.1312709462	0.0163359012	0.1074047516	0.1547718027	0.1505910958	-0.0429332541614826	0.0053635021092332	2.876715487575001e-05	0.0018432643128944	-0.0034901355184331	-0.0300094010539026	1.2181045937028284e-05	0.0009005641516139	0.0438565374786179	-0.0082725204938753	6.843459532158846e-05	0.0019233958796134	3.618997312439292e-05	0.0003209531615718	1.030109319229936e-07	1.3097141547442815e-09	0.0011409972714069	0.0004219034464656	1.7800251813963577e-07	1.301874773357991e-06	-0.0003330209019683	0.0003258764708425	1.1090292114778009e-07	1.061954742488279e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
860.1497273018041	-1.0810732411279105	739857.5533773679	1.1687193526828052	877.973572921753	2.4502313613892284	6.003633724335312	770837.5947489886	809.0103263588219	-0.4246535934768189	654497.7081552075	0.1803306744527754	812.9243407930646	658.3489714605158	1.159944	20.598824	0.0686228324683063	0.036640337375569	-0.137197701	-0.0348049465	-0.0495805701	-0.1621985701	-0.0449884651	-0.1848693263	-0.1548087472	-0.1676931155	0.0420118359	-0.0720100166	-0.0426516803	0.0339875144	0.1588670117	-0.0370364574	-0.0033367462	0.0206294328	0.1377675501	0.1091361014	0.1174506785	-0.1428959681	0.1066410831	-0.0363809345	-0.0322499863	0.0161259442	-0.1652707407	-0.0435840678	-0.1921103898	-0.0992284385	0.0909954526	-0.0100004942	0.1908173212	0.0330958095	0.0337926878	0.1414923656	-0.0859236513	0.1727603678	0.1525757791	-0.0168729876	0.0803801374	-0.0524819721	-0.0192972763	-0.0622192464	0.0735827415	-0.1077553685	-0.0152629053	-0.1752629787	-0.1415630569	-0.1171950855	-0.009010604	0.112605742	-0.0514425711	0.1158132158	-0.0103920066	0.0397238046	-0.0001974722	-0.115607782	-0.0462266681	-0.0798504106	0.1222923347	0.1419203257	-0.0572329344	-0.0416757631	-0.0829315181	0.0078939589	0.0112969161	0.0352303625	0.0919554046	-0.0235565901	0.0872725662	-0.0010247995	0.0230481298	0.1538585052	0.1469813818	-0.0432076378692869	-0.0002743837078042	7.528641910843406e-08	0.0018668999702434	-0.0152474136246922	-0.0117572781062591	0.0002324836222424	0.0001382335884679	0.0159189595479603	-0.0279375779306576	0.0007805082606315	0.0002534132730895	0.0002051614293428	0.0001689714562184	2.8551353016569065e-08	4.2091212089980724e-08	0.0008049588128176	-0.0003360384585892	1.1292184565107261e-07	6.479586903327201e-07	-0.0004010828416323	-6.8061939664e-05	1.6086744585184069e-07	4.632427630825976e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
860.497803334043	0.3480760322389642	740456.4695427135	0.1211569242192204	876.12950258255	-1.844070339202972	3.4005954159281635	767602.9052955465	808.7818517084722	-0.2284746503496535	654128.0836529852	0.0522006658523964	814.051128080913	656.2714155578614	1.158624	20.575388	0.1075067017647693	0.0730996178943187	-0.1114919705	0.0864458583	0.1136490619	0.044836622	0.1215264955	0.0044838433	-0.103472504	-0.107849799	0.1397056067	0.2499635885	0.0228058073	0.0346800632	0.137867297	0.0634218408	0.0037912862	-0.1415377975	-0.0163537096	-0.1639849307	0.065945278	-0.0184669061	0.0670429772	0.1095253961	0.155314556	0.0475652849	-0.111920826	-0.0429550763	-0.069088692	0.0361153275	-0.0454508127	0.0295850395	0.1326958843	-0.0967007837	0.0341186702	-0.0792033878	0.0523215539	-0.1004245152	0.0678085686	0.0777742769	0.1705781359	0.0969771478	-0.0677670359	-0.0207208233	-0.2460314226	0.0683568022	-0.0360708594	0.0026219111	-0.0633688162	-0.116042323	0.021709605	-0.0052685989	-0.1383014898	-0.0202533074	0.0441310409	0.0644450427	-0.0334548653	-0.017574917	-0.1944821697	0.0821470923	-0.0401730145	0.0765123425	-0.0894703834	0.0113418544	-0.0100260379	0.0883268754	0.0314503016	0.0422387936	0.1389116214	-0.0165108375	0.0737984074	-0.0457892823	0.056398057	0.152719399	0.1425091225	-0.0277927472754981	0.0154148905937888	0.0002376188520184	0.0007724368011197	0.0551956441542103	0.0704430577789025	0.0030465591335982	0.0049622243892417	0.0159123604791773	-6.599068782999623e-06	4.354770880276013e-11	0.0002532032160192	0.0004800977429781	0.0002749363136353	7.558997655536805e-08	2.3049384281266578e-07	0.0008049416789686	-1.7133849000076744e-08	2.9356878155743086e-16	6.479311065407887e-07	-0.0002431932026507	0.0001578896389816	5.914293381550443e-08	2.4929138097739997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
860.4378310464112	-0.0599722876318082	740353.2610958526	0.0035966752837923	874.4533721923829	-1.6761303901671454	2.809413084841867	764668.7001386301	808.5106042181695	-0.2712474903026987	653689.3971332295	0.0735752009955126	813.7201534339359	654.5897353432396	1.212647	21.53474	0.0737283921555509	0.0391639459448184	-0.1053427793	0.0364818763	-0.1823690434	0.003127123	0.0466362082	0.1020512264	-0.0302634313	-0.0303617433	0.1467415698	-0.1392543577	0.0652099315	-0.0211387029	0.1299411791	-0.0888499111	-0.0737049591	0.0764187018	-0.1449605449	-0.0619655319	-0.0067846798	0.0800449981	0.0952125778	-0.2006487385	0.0070166352	-0.0340633165	0.0912489383	0.0904334018	-0.0416056713	-0.0443526442	-0.1440918403	0.0484354465	0.1241478662	0.1073981797	-0.1294112971	-0.1072220469	0.0128683427	-0.0490109203	-0.0369407624	-0.01690827	-0.0364702576	-0.1555618128	0.0313411022	-0.0905303412	0.0273347194	0.0574680745	0.0559435395	0.0938516139	0.0502416591	-0.1021808918	0.1047596193	-0.1085525076	0.0696308221	-0.0112716112	0.0222164194	-0.1212180487	-0.0246040681	-0.0384784397	-0.0624319875	-0.0459095653	-0.0527033807	0.1727433535	0.1183532526	-0.0615242521	-0.1167280314	-0.0743590312	0.0398691161	-0.0169650476	0.0619900219	-0.0703161255	0.0363183888	0.0025772375	0.0758325855	0.1513561561	0.1372005631	-0.0197405592853243	0.0080521879901738	6.483773142909918e-05	0.0003896896808974	0.052231714588899	-0.0029639295653113	0.0027281520088962	8.784878468126442e-06	0.0443165682065682	0.0284042077273909	0.0008067990166207	0.0019639582176074	0.0001250575358919	-0.0003550402070862	1.260535486478118e-07	1.5639387283353862e-08	0.0004739845946377	-0.0003309570843308	1.0953259166881043e-07	2.246613959538648e-07	-0.0002430291566143	1.6404603639998694e-07	5.906317096465796e-08	2.6911102058545832e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.4950180768305	1.0571870304192998	742173.6661711986	1.1176444172867777	876.3934033393859	1.9400311470030829	3.7637208513420974	768065.3974167916	810.6199907422899	2.109386524120396	657104.7693910302	4.449511508140725	815.380928686687	664.8033614280007	1.207447	21.442394	0.1532357001626516	0.0776378078182119	-0.0092556203	-0.0052139315	-0.0956992364	-0.1699457285	-0.1224541918	-0.045879245	0.0130378968	-0.1200499442	-0.0729159241	-0.1335926937	-0.0308233763	0.0436534562	0.0141193525	0.0125727314	0.0137019134	0.1396199896	0.0134464236	0.1942179083	-0.044592534	0.0244399675	0.0345416786	0.0313621916	-0.1885759439	0.0346140959	0.0709111863	-0.071846363	-0.0692759332	-0.0119029483	0.1530845051	-0.0555325871	0.0232032862	0.0374389917	-0.0602864527	0.1394869035	-0.0582228722	0.1450454067	-0.0625287083	0.025084162	-0.0566292525	-0.1144276314	-0.0110520485	0.122073955	0.0219589986	-0.0433892459	-0.0215141138	-0.0775531328	-0.0282263388	0.0020101375	-0.0437725442	0.0315894865	0.0418729612	0.1851051263	-0.0074399539	0.0030447484	0.1537400595	-0.2057417897	-0.0043063521	-0.0120528798	-0.0775483779	0.0108868707	0.0390675626	-0.1663473127	-0.023286369	-0.0753762277	0.05989388	-0.0240445556	0.0521235436	-0.028320751	0.1985706902	0.1991241949	-0.0579147522	0.1497707771	0.1310868562	-0.0043449264924788	0.0153956327928455	0.0002370255090921	1.8878386225044125e-05	0.001484142119466	-0.050747572469433	2.2026778307730306e-06	0.0025753161115403	0.0055043143353401	-0.0388122538712281	0.0015063910505646	3.0297476302230527e-05	-0.0008239445820961	-0.000949002117988	9.0060501994571e-07	6.788846743655169e-07	0.0004580998739216	-1.58847207161e-05	2.523243522284965e-10	2.0985549448698586e-07	-0.0002423111747355	7.179818787999865e-07	5.8714705401698025e-08	5.154979782851584e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
862.3606953775403	0.8656773007097627	743665.9689320349	0.7493971889641409	877.4400295257568	1.0466261863708723	1.095426373997236	769901.005414161	812.2917446323208	1.6717538900309137	659817.8783978196	2.794761068833492	818.2854866300311	665.0255097324198	1.569995	27.880695	0.186410320554853	0.129358109261458	0.180060724	0.0549764127	0.202311976	-0.2012087026	-0.2918017849	-0.1339904224	0.1699007934	-0.201575705	-0.1463391812	0.1404636547	-0.0438071153	0.0992374936	-0.0928665319	0.2902333563	0.1337183388	0.2606442478	0.0750572194	0.1562728452	-0.1839979409	-0.1245447215	-0.0879044107	-0.1943921677	0.0583930429	-0.0380953771	0.1640591348	-0.1530682039	0.0366605585	0.106042523	-0.0067389491	0.1699036312	-0.1166653598	-0.2619015456	-0.1147316871	0.2974549362	0.0760211252	0.0782651403	0.0538475419	0.1394863285	-0.2599519792	-0.0244617243	0.1793138547	0.0068586137	0.0348661123	0.1685780151	0.1366608359	0.0375281937	0.1357477394	0.1929096406	-0.251858323	-0.1211068138	-0.2117660647	-0.102738511	-0.132036164	-0.0902926339	0.1451329171	-0.1226044258	-0.1227599501	-0.3374324524	-0.0001113192	-0.2210238851	0.1930664407	0.0423176055	-0.00612919	-0.1314053004	-0.1310203531	0.0400775302	0.0298336565	0.321747763	-0.1148221258	-0.1743074358	0.0076777266	0.1479655889	0.1242038795	-0.0043992028502657	-5.427635778690061e-05	2.9459230146116453e-09	1.9352985717785865e-05	0.0145563620416879	0.0130722199222218	0.0002118876758886	0.0001708829336949	-0.0124137586596191	-0.0179180729949592	0.0003210573398526	0.0001541014040592	-0.0033048052642789	-0.0024808606821828	6.154669724400507e-06	1.092173783480553e-05	0.0008567797859542	0.0003986799120325	1.5894567225832162e-07	7.340716016197247e-07	-0.0004700856061178	-0.0002277744313823	2.2098047707913945e-07	5.1881191591530095e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
860.805220404655	-1.5554749728853494	740985.6274759066	2.4195023912726783	877.9692687988281	0.5292392730713118	0.2800942081610505	770830.0369551489	812.6708542617051	0.3791096293842884	660433.9173664496	0.1437241110918924	817.4474253995078	654.2076383382624	1.428523	25.368364	0.1502894731994686	0.0862027851483847	0.0789187434	0.2166202887	0.0677544272	0.0545035016	-0.0089237041	0.085551453	0.1221602181	-0.0939503287	0.0008902265	0.0628956597	-0.0495848285	0.0432195809	-0.1324533941	0.1395959531	-0.0480057112	-0.0821892863	-0.0218898664	0.0593472625	-0.2059775566	0.0230598671	-0.2504802037	-0.195910695	0.1704491691	0.1360281757	-0.0754203106	0.0058923654	0.0088411245	-0.0082705968	0.1452653948	0.0008798698	-0.1466565285	-0.1535701719	-0.0221422566	-0.0953051805	0.054077371	0.0520489458	-0.0581262076	0.0831883094	-0.1535826747	0.0149800778	0.1595972184	-0.1401797007	-0.1392623296	-0.0733312618	0.0208903957	-0.0595507224	-0.284388576	0.0749798511	-0.043590529	-0.1200583179	-0.0703880152	-0.0704934181	0.0824659874	-0.0143217715	0.0599388447	0.0461632136	-0.0784577587	0.0434143862	0.0207612411	-0.2864048222	-0.0542316628	-0.0771901195	-0.1893480349	-0.0165902767	0.0312933752	0.0484852401	0.0596310836	0.0909026103	-0.0213647797	0.1243812089	0.3157637453	0.1459432408	0.1165920251	-0.0084615019146099	-0.0040622990643441	1.6502273688171758e-05	7.1597014650947e-05	-0.0191877792212125	-0.0337441412629004	0.0003681708714419	0.0011386670695705	0.0013384701900349	0.013752228849654	0.0001891237983332	1.7915024496120611e-06	-0.0018199323625186	0.0014848729017603	2.2048475343820537e-06	3.3121538041425327e-06	0.0006261921845684	-0.0002305876013857	5.317064191285659e-08	3.921166520145451e-07	-0.0002109300288125	0.0002591555773053	4.449147705484208e-08	6.716161324844333e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
