global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
868.8475098882121	n/a	754895.9954389469	n/a	909.973914732416	n/a	n/a	828052.5254934384	812.8992160373264	n/a	660805.1354340998	n/a	816.354568718278	696.055613135253	n/a	n/a	n/a	n/a	-0.0148328265	0.2357543903	-0.0704798713	0.2106075006	-0.1107886837	0.0154739763	0.2404815114	-0.0512272664	0.0301377854	-0.1868947826	0.0865398112	-0.1308740589	0.1966277595	-0.0516724148	-0.0737647772	0.0735308225	-0.1071051173	0.0367765451	-0.0149649687	0.1697301587	0.0510100041	-0.1750589097	0.1337161541	-0.0638872062	0.112064429	-0.0906476383	0.1465546785	-0.0798499401	0.0864494834	-0.0222730275	-0.0525100844	0.0522590517	-0.0703027258	0.1183217488	-0.067551006	0.0417965527	-0.1311907644	0.0742392439	-0.2435865608	0.0532890122	-0.1591341073	0.035992176	-0.1933595883	0.1504079914	-0.1635487314	-0.0781549407	0.0806260538	-0.1844874334	0.1546699411	-0.1140608823	0.1192157839	-0.1421872939	0.0487523246	-0.1451520757	-0.2791604938	0.0389164838	-0.1306164501	0.2182963169	-0.165086392	0.0783901531	-0.2669182939	0.0192573778	-0.0337603026	0.2731172207	-0.1700712942	0.1881367075	-0.2758449454	0.1783970813	-0.0579682086	0.1561451084	0.1560591586	0.0002362987653015	n/a	n/a	5.583710648301338e-08	-0.005555462155641	n/a	3.086315976275934e-05	n/a	-0.113342297638411	n/a	n/a	0.0128464764339541	0.00896811955987	n/a	n/a	8.042716844012287e-05	0.0008689717175554	n/a	n/a	7.551118459111819e-07	-0.0011249189506921	n/a	1.2654426456262157e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.7832801611858	-4.0642297270263725	747850.1216463399	16.517963274044863	900.8257607149792	-9.14815401743681	83.68872192674523	811487.0511677209	812.2904960436699	-0.6087199936564502	659815.8499628713	0.3705400306771088	816.1452427629357	692.6766370091377	1.59836	27.422035	0.3151341615177775	0.1973681961262571	-0.050645948	0.1458544704	-0.0552733331	-0.0269984833	-0.001745075	-0.0462953339	0.1154327601	0.0473636283	0.0054470211	-0.0365313226	-0.0553124254	-0.1970825577	-0.0848390332	-0.0349590121	-0.0325506328	0.0897634079	0.1578050449	-0.2707814934	0.0639857075	0.0710878164	-0.0016956857	-0.0546734974	0.0593942691	0.0516390808	0.0984724369	0.1265784013	0.2481207188	0.2188245862	0.0946329973	0.1197755514	-0.05438528	0.0378008943	-0.0970179337	-0.0694364947	0.1863216611	-0.1533281418	0.0149636531	0.0945500976	-0.0407028764	0.034360804	-0.1897417704	0.0908801613	0.0744908014	0.1342154498	-0.1445643634	0.0296820996	0.094397306	-0.164478431	-0.0266089311	-0.0535943615	0.1562801331	-0.0107935977	0.1441922493	0.01598793	-0.3428593187	0.2589546057	-0.0749045067	-0.1561403463	0.0431315972	-0.2484131691	0.0539860365	0.0444247317	-0.1663752059	-0.2067774225	-0.083143838	-0.0975480643	-0.0257993364	-0.1217002184	0.0683495057	0.155915944	0.1551433414	-0.0429594471566474	-0.0431957459219489	0.0018658724657535	0.0018455141000047	-0.0350430825792358	-0.0294876204235948	0.0012280176366551	0.000869519758246	-0.0854610201882621	0.0278812774501489	0.0007773656322521	0.0073035859716185	0.0053668241028401	-0.0036012954570298	1.296932896882419e-05	2.8802800950825445e-05	0.0008691369315658	1.6521401040000066e-07	2.729566923245152e-14	7.553990058116142e-07	-0.0018148486340935	-0.0006899296834013	3.293675564671042e-06	4.760029680383558e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
860.3328424479308	-4.450437713254928	740172.5997945361	19.806395839561752	895.7652042802558	-5.060556434723367	25.609231429020078	802395.3011992484	811.0109791291065	-1.2795169145633736	657738.8082679521	1.6371635346537754	815.4547680433997	676.7060407095076	1.263031	21.669012	0.0883614301223204	0.0465431779373609	0.0175382531	-0.0019828857	0.1354181796	-0.1081684912	-0.0301928423	-0.117571955	-0.0969461731	-0.0547748037	0.0726339108	-0.1182145553	-0.069172367	-0.0068296967	-0.2354242408	0.0341443211	0.0386776309	0.0831632991	-0.0472972594	-0.1400798199	0.0082487611	-0.0372782494	-0.1276447722	-0.1495067535	0.0318847149	0.0804816231	-0.0294389024	-0.1274292792	0.0720112697	0.2941605227	-0.001063223	0.0071442042	0.0260722374	-0.0780303159	-0.05337651	0.086407499	0.1369630873	-0.0044966143	0.1157526786	-0.0864251056	-0.1128803204	0.1122636307	-0.0782106855	0.1004996521	0.0882074513	0.106660937	0.0818709339	0.0015643815	0.1477928095	-0.1137640472	-0.0283143649	-0.0273517901	0.0085851164	0.0518017998	0.0067769931	0.1142856103	-0.1501456878	0.1711220019	0.0743700744	-0.0649624309	0.0053769617	-0.0636542979	-0.0755110118	0.0231486395	-0.0204935219	-0.0594707866	-0.0040802926	-0.0304682664	0.0572067022	-0.0332378561	0.0910050394	0.1554579513	0.1533170814	-0.0434534925179264	-0.0004940453612789	2.440808190012959e-07	0.0018882060120054	-0.0473236412411921	-0.0122805586619563	0.002239527020325	0.0001508121210497	-0.0715183136359769	0.0139427065522852	0.0001943990660031	0.0051148691853339	0.0060967152214729	0.0007298911186327	5.327410450590396e-07	3.716993649173935e-05	0.0009622274023468	9.3090470781e-05	8.665835750228215e-09	9.258815738270706e-07	-0.0014049478325713	0.0004099008015221	1.973878412246793e-06	1.6801866708854194e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
859.0355037208577	-1.297338727073111	737941.9966529477	1.6830877727636795	892.1659060558641	-3.5992982243917595	12.954947708109673	795960.0039284809	810.7463863014156	-0.2645928276909899	657309.7029008041	0.0700093644655138	814.4323239548507	677.7963880341629	1.267366	21.743376	0.0675512853291685	0.0432025561290282	0.0095418096	-0.0994559494	0.0819393212	0.110321465	-0.173169024	-0.0956827108	-0.1319244023	-0.0093828257	0.1477469507	-0.0324611526	0.0139948018	-0.0793211643	-0.0636725843	0.0390982611	0.1769959885	0.0977009498	-0.1525297545	-0.0981921183	0.0081148168	0.1265313048	0.033752474	0.0910633442	0.0257405767	-0.1008906195	0.0842691806	0.0436797589	-0.1898509734	0.082989441	-0.067639157	0.0696625188	0.0366470451	-0.2091081594	-0.0236089204	0.102409523	0.0629120426	0.0055014194	-0.0807773556	0.0592259865	0.0518256403	-0.0256696247	-0.0608656707	-0.0432488538	-0.0017763571	-0.1623384809	0.0984534142	0.0203897987	0.103632269	-0.1230258294	-0.0627469438	-0.0326760621	-0.0559509297	0.0924049829	-0.0811143315	0.0228725539	-0.1101928122	0.1420805857	-0.1367346208	-0.0769802622	-0.0608510471	0.0267681538	0.0304537704	-0.0312944835	-0.0024645912	-0.1146202167	-0.0033412414	-0.0918466126	-0.059762236	0.0514114081	-0.0013314717	0.1547718027	0.1505910958	-0.0434878737811601	-3.438126323369872e-05	1.1820712615448835e-09	0.0018911951660061	-0.0490011014004636	-0.0016774601592714	0.0024011079384585	2.813872585943157e-06	-0.0560158022518635	0.0155025113841133	0.0002403278592145	0.0031377701019198	0.0053640625279053	-0.0007326526935675	5.367799693918588e-07	2.87731668032778e-05	0.0008742377057786	-8.798969656820005e-05	7.742186702163917e-09	7.6429156620503e-07	-0.0012188515722561	0.0001860962603151	1.485599155191167e-06	3.463181810330265e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
856.8553750407218	-2.1801286801359083	734201.1337361761	4.7529610619511375	891.7069143272308	-0.4589917286332365	0.2106734069537266	795141.2210589914	808.9842944544605	-1.7620918469550588	654455.5886739813	3.1049676771054906	813.4210945349311	666.7463605295725	1.1159	19.14477	0.0478227876511888	0.0279581160380663	0.0306915755	-0.1532100057	0.0612086508	0.0499945849	-0.0971374841	0.1027185677	-0.1875469156	-0.029569262	0.0288314684	0.1251133459	0.0825404112	-0.1393943002	-0.0619932694	0.0913476617	0.2316816477	0.0311868369	-0.0704612002	-0.0388692656	-0.0626775007	0.1034890937	0.0184679035	0.119000348	0.1466244078	0.0667793397	-0.1680414207	0.0282853496	-0.0464251753	0.0566226526	0.1637395681	0.0816573325	0.0714489997	-0.2277441757	0.0560756731	0.020163789	0.0674499128	0.0361356787	-0.1336449846	0.1172336088	0.1384099827	0.1115012996	-0.1945565348	-0.0061766439	0.0549777021	0.0241516977	-0.111623518	0.0120608101	0.1239579158	-0.100816331	-0.0904907355	-0.0303816208	-0.104282137	0.1212619461	-0.0412717579	0.0268069847	-0.0548939685	0.145823867	-0.0915310787	-0.1653044985	0.0535418707	-0.0101106273	0.0744469468	0.2167563448	0.0356217935	-0.0669232986	0.1289259923	-0.0754268207	0.0516839653	0.0089205923	-0.0464157355	0.1538585052	0.1469813818	-0.0434861708477853	1.7029333748003197e-06	2.899982079008805e-12	0.0018910470550027	-0.0391978316805108	0.0098032697199527	0.0015364700084536	9.610409720214336e-05	-0.0476669930009023	0.0083488092509612	6.970261590893535e-05	0.002272142221748	0.0049249937587557	-0.0004390687691496	1.9278138404254533e-07	2.4255563523782597e-05	0.0007509278816284	-0.0001233098241501	1.5205312731953238e-08	5.638926834069164e-07	-0.0012498530938943	-3.1001521638199985e-05	1.5621327563171542e-06	9.610943438837819e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
859.7291535721183	2.8737785313965105	739134.217501831	8.258603047515484	897.2059330767896	5.499018749558786	30.23920720799908	804978.4863481927	810.9899455795941	2.005651125133568	657704.6918311929	4.022636435749546	815.2329033896029	671.9183521789994	1.447038	24.825899	0.1371639268537288	0.0699119797758442	-0.0867906482	-0.1869552309	-0.0169792193	-0.2102194757	-0.1536438305	0.0030551611	-0.0857504161	0.0480873562	-0.0037246579	0.1572410394	-0.1681426972	-0.1170092184	-0.0829710076	-0.0158117586	0.1894154801	-0.0487200797	0.0849359785	-0.2339679006	0.031174152	-0.0640339111	0.0652464756	-0.0160511186	-0.0846470544	-0.065217292	-0.0220905351	0.0015977334	-0.0848923457	0.1187823641	-0.087684441	-0.0443332211	-0.0480674679	-0.1350160642	0.0929111306	-0.1047500999	0.1785256312	-0.0397851179	0.1384034176	0.1160080352	0.0262571229	0.0110782425	0.0368939042	-0.0105371946	0.1110113891	-0.0596159405	0.1716391023	0.1297091011	-0.0405335132	-0.1492005897	-0.1336788592	-0.0678270532	-0.026275118	-0.1884922569	0.0006695598	0.3492432702	0.2715152261	0.1134072677	-0.0147885919	-0.2572137304	0.0383459567	0.0984222803	0.0357414397	-0.0862545265	0.00049262	0.0193043183	0.0883322896	0.1562216572	-0.1831614349	-0.0998742311	-0.0159697597	0.152719399	0.1425091225	-0.0340662813234615	0.0094198895243238	8.873431865046528e-05	0.0011605115232092	-0.091315589531618	-0.0521177578511072	0.0083385368915069	0.0027162606834266	-0.0653856557016752	-0.0177186627007729	0.0003139510079037	0.004275283971538	0.0040140729864114	-0.0009109207723442	8.297766534883352e-07	1.6112781940237736e-05	0.0007509993085232	7.142689479992544e-08	5.101801300759615e-15	5.639999614023244e-07	-0.0014970132302057	-0.0002471601363113	2.241048611410904e-06	6.108813298146975e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
860.2068809110856	0.47772733896727	739955.8779667786	0.2282234103967489	889.247843822801	-7.958089253988646	63.331184574449566	790761.7277435006	809.4834162785456	-1.506529301048431	655263.4012299852	2.269630534917474	813.4089670117837	668.7031912829613	1.363744	23.396883	0.124762024449163	0.0708422098571088	-0.0250906327	-0.0896251656	0.113510218	-0.0650001429	0.0675611684	0.0441044664	-0.0870654408	0.0125073721	0.0026801308	0.0330045971	0.1708705431	0.0459676557	-0.1610858069	0.0780779104	0.1396586317	-0.0394374397	-0.0366642177	-0.0315297951	-0.0780097818	-0.2061445107	0.1544524424	-0.1176500586	-0.1644212216	0.0859050619	0.0633939403	-0.010557428	-0.0661060938	-0.136719055	-0.0114512147	-0.0623886404	0.0554757985	-0.0921795282	0.0083007172	-0.0328121488	-0.0074335778	0.163478939	0.1026884552	0.20224965	-0.0675471105	-0.0323470058	0.252232136	0.0713460879	0.1006854906	-0.0539411624	0.0241424265	0.0587300014	0.0062580061	-0.018228083	0.013703316	-0.132588486	0.0171491861	0.0672468613	-0.0223091533	0.2499139622	0.1543205071	-0.080479868	-0.0005164236	0.0996177067	0.0992523856	0.0064107449	0.0366902406	0.0085815556	0.0323278818	-0.0107419146	0.1136694167	-0.1630014594	-0.2002970694	0.0246594715	-0.1502110409	0.1513561561	0.1372005631	-0.0431771082291874	-0.0091108269057259	8.300716690609897e-05	0.0018642626750349	-0.0323476398614275	0.0589679496701905	0.0010463698046046	0.0034772190883061	-0.0642320736587436	0.0011535820429316	1.3307515297742509e-06	0.0041257592865022	0.004821745287491	0.0008076723010796	6.523345459312164e-07	2.324922761744167e-05	0.0008428894864138	9.18901778906e-05	8.443804792766114e-09	7.104626863069195e-07	-0.0017080440678418	-0.0002110308376361	2.9174145376895635e-06	4.453401443339404e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
862.24694001734	2.040059106254376	743469.7855692663	4.161841157011401	895.6536476411015	6.405803818300569	41.03432255855415	802195.4565328105	812.0050046741453	2.5215883955996787	659352.1276158588	6.358408036822962	816.1021585062708	666.2468701482036	1.16658	20.014254	0.237137986139435	0.1261011311215786	0.0079569655	0.0204463924	0.0052354867	-0.0024677569	0.0203652098	0.0792179766	0.0001435491	-0.0218151553	-0.0132177919	-0.0030212654	0.1650044172	0.1477276699	0.0262390217	-0.0320711023	-0.052597085	0.050257393	0.052762692	0.1101234625	-0.2161235365	-0.0115373163	-0.0229268745	-0.0787990058	0.0532232698	0.1433328614	0.0145930196	0.0313611047	0.1335289115	0.0036933358	0.1889853826	-0.1766956482	-0.0343977514	0.0663492842	-0.0724224336	-0.0322315991	-0.013203634	0.1747947769	-0.0805484454	-0.0507126436	-0.064390336	-0.0152122501	-0.0472727205	0.2122592372	0.0141474012	0.2187747297	-0.1030320623	-0.0314063485	0.0639692003	0.0245527826	0.1260681429	-0.0069283789	0.1346282974	0.1700337539	0.0699809558	-0.0213170223	0.088681579	-0.0985830805	-0.0572267777	0.1377524043	0.1467939051	-0.0454263757	-0.0801319588	0.1736829164	0.0405227964	0.044399376	0.0856304491	0.0141868499	-0.1508811858	-0.0821470538	0.003315222	0.1497707771	0.1310868562	-0.0123621023510338	0.0308150058781535	0.0009495645872706	0.0001528215745374	0.0828769534022768	0.1152245932637043	0.0068685894052431	0.013276706892786	-0.0462241254571864	0.0180079482015572	0.0003242861984299	0.0021366697742817	0.0055362472961057	0.0007145020086146	5.105131203144405e-07	3.065003412363768e-05	0.0002898118167096	-0.0005530776697042	3.0589490872542814e-07	8.399088910451879e-08	-0.0015138149702403	0.0001942290976015	2.2916357641236405e-06	3.772494235509301e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.1798309827153	-1.06710903462465	741630.7012914182	1.138721691777553	890.7419542979045	-4.911693343197044	24.124731497606152	793421.2291464502	810.5250276484041	-1.4799770257411635	656950.8204444463	2.190331996721661	813.907040987205	669.7337365124489	1.098082	18.839085	0.2427310464532903	0.1169852527610661	0.0831024584	0.0526260456	0.0334667633	-0.0670838358	-0.1157894943	0.021004191	-0.0857293434	-0.1587548203	-0.0877717252	0.0271745521	0.065598665	0.0765661799	-0.0861275423	0.0614144351	-0.0546807395	-0.0848326924	-0.0261053617	-0.0890938066	-0.1049344261	0.003858081	-0.0865981563	0.0425751899	-0.12542055	0.0267392639	0.0483993636	0.0862813823	-0.0205193647	0.0060998726	-0.0805176988	-0.0292102271	0.065483514	0.0633557507	0.0758037297	0.0456358107	0.1299635483	0.0715357163	-0.0411539196	-0.0286220487	0.0329589872	0.0262978569	0.0931137532	-0.0465161204	0.0212320481	-0.0604688973	-0.0840323802	-0.0616667739	0.0827381105	-0.0636609937	-0.0189721277	0.0912018965	0.0155947642	0.0365004301	-0.0550809908	0.0187872434	0.1173622205	-0.0067434547	-0.0247915655	0.100017464	-0.0089354608	-0.1067800828	-0.146207237	-0.1355267537	0.2522041439	0.1494875673	-0.0399810065	-0.1096938403	0.1574141805	-0.0664451371	0.0677560477	0.1479655889	0.1242038795	-0.021058054168904	-0.0086959518178702	7.561957801872005e-05	0.0004434416453804	0.0020152427664328	-0.0808617106358439	4.061203407659725e-06	0.0065386162469549	0.0089035410226898	0.0551276664798762	0.0030390596115164	7.927304274272014e-05	0.0064759927039767	0.0009397454078709	8.831214316146314e-07	4.193848150195945e-05	0.0010668208953394	0.0007770090786298	6.037431082731309e-07	1.1381068227327592e-06	-0.0017579748341335	-0.0002441598638931	3.0904755174467064e-06	5.96140391363459e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
862.1821906854963	1.00235970278095	743358.1299352414	1.0047249737591146	906.2142689716384	15.472314673733877	239.39252136304063	821224.3012878009	810.7422620985243	0.217234450120145	657303.0155526323	0.0471908063190018	815.3488586493447	675.0490582980175	1.128621	19.363029	0.0730494641096548	0.0391245734974806	0.0246201632	-0.0794595643	0.0106671495	-0.0038491845	-0.0025272653	0.0060503002	-0.0166760426	-0.0604603516	0.0808183301	0.0612904917	-0.0735698216	0.0169250352	0.0944805639	0.0123399458	0.0746677595	-0.0468936242	-0.068338896	0.004133638	-0.0167921475	0.0116757014	-0.0292257081	0.1107708578	-0.060635048	0.1313413089	-0.014455983	-0.0378017103	-0.1431117147	0.0128811358	0.0096899	0.1160790794	0.0201548827	-0.0633280323	0.1029750983	0.0636879875	0.0093889884	-0.0299297475	-0.0385621906	-0.030874898	0.174862044	0.0311845768	0.1364692073	0.0101699096	-0.0865174417	-0.0256647938	-0.0182007239	-0.0041101226	0.0469270709	-0.0338728431	-0.2828751968	-0.045882909	0.0313200201	0.1381304854	0.0671738951	-0.1807148567	0.1149750225	0.004970633	0.0770009523	0.156420019	-0.1451402329	0.0125529412	0.0365236004	-0.0287676373	0.0303036801	-0.0347551178	-0.0189335931	0.0825340104	0.2170761985	0.0144996162	-0.0645731423	0.1459432408	0.1165920251	-0.0486504878573015	-0.0275924336883975	0.0007613423968486	0.0023668699687534	-0.0092821268220433	-0.0112973695884761	8.615787834049564e-05	0.0001276305596186	0.0005768631226885	-0.0083266779000013	6.933356485037006e-05	3.327710623179275e-07	0.0059679815660854	-0.0005080111378913	2.580753162216134e-07	3.561680397313514e-05	0.0010677398928871	9.189975476999682e-07	8.445564926785554e-13	1.1400684788625558e-06	-0.0017657043573501	-7.729523216599976e-06	3.1177118775651294e-06	5.974552915595804e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
