global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	non_steady_state_outlier04	non_steady_state_outlier05	non_steady_state_outlier06	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56
743.5275643419465	n/a	552833.2389362673	n/a	1337.9831299924565	n/a	1790198.8561444108	n/a	704.1691349823906	n/a	n/a	495854.1706618482	819.6138248829707	786.6683514326377	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0095652981604246	n/a	9.149492889782224e-05	n/a	0.0071406931925395	n/a	5.098949926997996e-05	n/a	0.0923898574445871	n/a	n/a	0.0085358857586311	0.0008830220990786	n/a	n/a	7.79728027461177e-07	0.0001578752464219	n/a	n/a	2.492459343277565e-08	-0.0002820695252661	n/a	7.956321708384304e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
578.602960233747	-164.92460410819945	334781.38559125504	27200.12504024632	923.671940146806	-414.31118984565046	853169.8530145648	171653.76203131862	586.4114550976786	-117.75767988471192	13866.87117183029	343878.3946697768	639.7804172737235	575.0774232097078	9.618261	326.675171	0.3148595201375685	0.1606541745917627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0278050446905382	0.0373703428509628	0.0007731205102428	0.0013965425247985	0.0369676063599797	0.0298269131674401	0.0013666039199864	0.000889644749098	-0.0577266445340285	-0.1501165019786156	0.0225349641662956	0.003332365489158	-0.0002780448619175	-0.0011610669609961	1.3480764879167194e-06	7.730894523872164e-08	-0.0005229760958995	-0.0006808513423214	4.635585503408523e-07	2.73503996882283e-07	-0.0001730725857726	0.0001089969394935	2.995411994601398e-08	1.1880332818949705e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
544.3046564292315	-34.29830380451551	296267.55901054374	1176.3736438668434	794.051301556433	-129.620638590373	630517.4695034653	16801.509948576095	574.2260781993036	-12.185376898375011	148.48341015545142	329735.5888841528	606.5327998172899	509.55055883966713	2.497098	84.811577	0.3993009954962468	0.2156788087211101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0829165358124299	0.0551114911218917	0.0068751519111339	0.0030372764536783	-0.1341247672077656	-0.1710923735677453	0.0179894531785373	0.0292726002930449	-0.1577646225251783	-0.1000379779911498	0.0100075970405577	0.024889676120512	0.000397016006561	0.0006750608684785	4.557071761509466e-07	1.5762170946564398e-07	-0.000139954335699	0.0003830217602005	1.467056687870893e-07	1.9587216080948392e-08	0.0002300278418576	0.0004031004276302	5.2912808029665036e-08	1.6248995475565012e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
538.8127627626448	-5.491893666586748	290319.1933159141	30.160896045095637	757.2645252250626	-36.78677633137045	573449.5611643394	1353.266912854277	574.7171879469394	0.4911097476357327	0.241188784222833	330299.8461216376	600.8675353324365	486.94761182432086	1.157126	39.300697	0.4497479325945887	0.2660819553317054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.1690612588281652	0.0861447230157353	0.0285817092365638	0.0074209133034577	-0.1585640793538942	-0.0244393121461286	0.025142567261348	0.0005972799781759	0.0755513854060865	0.2333160079312648	0.054436359556982	0.005708011836779	0.0001576093962192	-0.0002394066103418	5.7315525075350455e-08	2.484072177658077e-08	-0.0013349276964702	-0.0011949733607712	1.4279613329528166e-06	1.7820319548032345e-06	0.0009126056607738	0.0006825778189162	8.32849092076384e-07	4.659124788763968e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
538.5894551443778	-0.2233076182669719	290078.60119271773	0.0498662923760676	745.7086432565472	-11.555881968515337	556081.3806275205	133.5384080702579	572.6902307994851	-2.0269571474542545	4.1085552776158885	327974.1004531675	597.9982701068626	480.2117532375201	1.231889	41.839939	0.3421644299754648	0.2414593033264932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.152502229860616	-0.0165590289675491	0.0232569301124601	0.0002742014403481	-0.1029810796175496	0.0555829997363445	0.010605102759196	0.0030894698596904	-0.1518584361841846	-0.2274098215902711	0.0517152269557189	0.023060984640306	0.0007322871532116	0.0005746777569924	3.302545243818159e-07	5.362444747587493e-07	-0.0014060914023581	-7.116370588789995e-05	5.064273035699526e-09	1.977093031785368e-06	0.0011190157915195	0.0002064101307457	1.252196341670013e-06	4.260514207445698e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
538.2157722731557	-0.3736828712220585	289676.21752358944	0.1396388882447616	745.3156692596252	-0.3929739969220236	555495.4468439231	0.1544285622568706	576.3271146377109	3.636883838225799	13.22692405274802	332152.9430666292	598.5711349301976	478.68897409498567	1.412268	47.966362	0.6262676164423864	0.3971614508706896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0815991912867133	-0.0709030385739027	0.0066584280186456	0.0050272408790123	-0.1212780223892622	-0.0182969427717126	0.0147083587146503	0.0003347781147913	0.2073606268487964	0.359219063032981	0.1290383352462928	0.0429984295671257	-0.0010209432493675	-0.0017532304025791	3.073816844527673e-06	1.0423251184290694e-06	-0.0004921175218974	0.0009139738804606	8.353482541643897e-07	2.42179655358438e-07	0.0002292486332835	-0.000889767158236	5.2554935862352675e-08	7.916855958753671e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
535.790710175762	-2.4250620973937203	287071.6851106474	5.880926176215629	726.8581498654303	-18.457519394194943	528322.7700257963	340.68002218708256	573.7688644025092	-2.55825023520174	6.544644265909758	329210.709757745	594.4332700103884	483.162967648179	0.98917	33.596237	0.1631998173517292	0.0785452871557767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.04094986146346	-0.0406493298232533	0.0016768911538765	0.0016523680150796	-0.1136775862298833	0.0076004361593789	0.0129225936110525	5.77666298127943e-05	0.1562403956046694	-0.0511202312441269	0.002613278042453	0.0244110612187035	-0.002051931854727	-0.0010309886053595	1.0629375043811268e-06	4.210424336443386e-06	-0.0003798718149683	0.0001122457069291	1.2599098724013411e-08	1.4430259580731036e-07	0.0003626107234943	0.0001333620902107	1.314865367930597e-07	1.778544710539355e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
533.6442142759756	-2.146495899786373	284776.1474302234	4.607444647799712	724.5283625254374	-2.3297873399928903	524941.3481037916	5.427909049591148	573.2818562313403	-0.4870081711688954	0.2371769587852721	328652.0866840511	594.8983934739663	474.6384898818208	0.994778	33.786705	0.1825026195762226	0.0917523942623465	-0.0659615974	-0.0611208329	-0.0321751231	0.0715475505	0.0760156253	0.0052473589	-0.046231113	-0.1040095758	-0.0070058016	0.0735707976	0.0441144256	0.1823606678	-0.0410642865	0.044145234	-0.0484060041	0.0036446548	-0.0252965138	0.0639906	-0.0701282345	0.0265652778	-0.0325432249	0.0284700024	-0.0233303343	0.0385214476	-0.0963641454	0.0188861284	-0.0166800679	-0.0160829592	0.1121520479	-0.0459754968	0.0460995059	-0.0364859741	0.0901027429	-0.0949878978	0.0554629347	-0.0543634326	0.0455288381	-0.0188199533	0.1166764388	-0.1145999961	0.033531376	-0.0642730761	0.0406208864	-0.0143470727	0.0471159547	-0.0272661243	0.053778302	0.0476061098	-0.1671835824	0.0841570794	-0.0044397887	0.0299559157	-0.0393931567	0.0217514067	-0.0201822075	0.0865883993	-0.0137971718	0.0714115529	-0.0464599363	0.0022096175	-0.0659331252	0.0123052412	-0.0602373588	0.0533783708	-0.0769970413	0.091307531	-0.0212979331	-0.0503854628	0.0422595237	-0.043538971	0.0147199109	-0.0447950435	0.1539920273	-0.0352165826	0.0611962405	-0.0104235034	-0.0681697758	0.0498126829	0.1853321529	-0.0691904418	0.0581137318	-0.0750284352	0.0413994417	-0.1242126312	0.0066594021	-0.1100816281	0.0618943615	-0.0502834792	0.0406892653	-0.1090132453	-0.0454748249	0.0623567751	-0.0086614555	0.1001901665	-0.0021053475	0.0660808813	-0.0281262419	0.0136907263	-0.101861747	0.0190563055	0.0992553619	0.0992464474	0.0992315905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0212716099028966	-0.0196782515605633	0.000452481387861	0.0003872335844808	-0.1537530109112026	-0.0400754246813193	0.0236399883642603	0.001606039663388	0.1358185935539495	-0.0204218020507198	0.0004170499989987	0.0184466903549729	-0.0036308299897199	-0.0015788981349929	2.4929193206840584e-06	1.318292641424941e-05	-0.0007084125767051	-0.0003285407617368	1.0793903212259679e-07	5.018483788339592e-07	0.000501714652437	0.0001391039289427	2.5171759246997976e-07	1.9349903047295752e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
531.981332540929	-1.6628817350466534	283004.1381720225	2.7651756647517685	720.0663718491971	-4.461990676240248	518495.57986806624	19.909360794854905	572.8940583322905	-0.387797899049815	0.1503872105074505	328207.60207244183	593.4648361000133	476.429983676843	0.973778	33.073467	0.2499588580774808	0.1337449382172284	-0.0892059443	-0.0834660499	-0.0397743901	0.0664608359	0.2346218599	-0.0360475281	-0.0160462848	-0.0853296917	-0.0073680833	0.0794160805	0.051408155	0.1498133476	-0.0506375915	0.0894971759	-0.1077586477	0.1173817282	0.2257354403	-0.0545493086	0.1046864583	0.0533045505	-0.0331385459	-0.067299625	-0.1590025204	0.0311347808	0.0223758309	0.1068786704	-0.0999556777	-0.055475574	0.0142113414	0.0325544844	0.0052846247	0.1528819153	0.0825580902	-0.0630146595	-0.0212398395	-0.0777107725	-8.2884e-06	0.0538459021	0.0419167284	-0.0162876517	-0.0935148517	0.111174108	0.049456048	0.0455016393	0.0218694591	-0.0390246061	0.0896252982	-0.0019469502	-0.1545068529	0.0998712236	0.1374518533	0.0674668328	-0.1364941156	0.0910222531	0.0049143753	0.2096761077	-0.0948357158	-0.0371361998	0.0372494078	-0.0830282964	-0.0305896652	-0.0772819519	0.0836368234	-0.0190959605	-0.0782345107	-0.0583598878	0.0223345436	0.0227084651	0.0517372291	0.0376920558	-0.1379282866	0.0685752758	-0.0214479721	-0.0611246241	0.0733564701	0.029407892	-0.078362591	0.0573194549	0.1888600429	-0.0386598714	0.1034652029	-0.1565607133	0.0940337802	-0.0799717876	0.0442899321	-0.0139380369	0.0428504365	0.0539584446	-0.0149098006	-0.0269108239	0.0275402006	-0.0457454445	-0.0338827193	0.0483782855	0.1266951285	0.0596804576	-0.0422374162	-0.0759739814	0.0237740998	-0.2020196313	0.0992315905	0.0991513764	0.0990177342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116236690915656	0.0949650810127594	0.0135109683150217	0.0090183666117599	-0.1840364811926349	-0.0302834702814323	0.033869426409767	0.0009170885722863	0.0724679885359904	-0.0633506050179591	0.0040132991561414	0.0052516093624524	-0.0033105899606644	0.0003202400290555	1.0255367620946752e-07	1.0960005887651916e-05	-0.0006297037419902	7.870883471489999e-05	6.195080662177445e-09	3.965268026764603e-07	0.0013299598239732	0.0008282451715361	1.7687931333828249e-06	6.859900641730292e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
532.6567542395475	0.6754216986184929	283723.2178370097	0.4561944709646902	723.8046950608671	3.738323211669922	523893.2365921548	13.97506043491012	574.2882483720234	1.3941900397329618	1.9437658668905975	329806.99221820687	594.4547052988318	470.30073542505687	0.8984649999999998	30.515526	0.3508943469506879	0.1976435761672624	-0.0746053965	-0.0740745605	-0.0508798336	0.0630239779	0.1409441311	-0.0394602645	-0.0200732293	-0.1173423512	-0.0312205443	0.0689150113	0.0789821472	0.112323984	-0.0151706144	0.0803587901	-0.0097969866	0.0770748124	0.0565742064	-0.0126870393	0.0439131259	-0.0515746449	-0.0918581883	0.0298319435	-0.0751282042	0.1806731149	-0.0023158862	0.0811697981	-0.0155956394	0.0720553142	-0.1055560128	-0.1103455042	-0.1310192734	-0.0051167278	0.1001154413	0.0208536733	0.008198691	-0.0188132855	0.1321033675	-0.0176320327	0.109632925	0.0032777948	-0.0707791706	-0.0207067111	0.0780904891	-0.0122303471	-0.070719423	-0.0326255063	0.0599535083	0.0250224097	-0.0824759267	0.117866387	0.0462764484	0.0431093021	-0.0905824389	0.103320775	-0.0306499314	0.1012081941	-0.0425422957	-0.0421286857	0.0098622078	0.0275839645	0.0116190711	-0.104512945	-0.1215128984	0.0931129707	-0.1672685004	0.0258251016	-0.0541448419	-0.0201167484	0.0784451555	-0.0613553704	-0.1140502678	-0.0163562673	-0.1375695053	-0.0038533382	0.0917639825	0.1239433095	-0.0638205622	0.0553665871	0.1634580897	-0.0644105027	0.0679570741	-0.075906229	0.0826652067	-0.0638947757	-0.0021221246	-0.0562044407	0.0093075324	0.0125195066	0.0537264995	0.003978483	0.0233482975	-0.021481621	-0.0175193564	0.0136985294	-0.0105392974	-0.048083451	-0.0010372349	-0.0991734588	-0.0481710171	-0.0059487466	0.0991840536	0.0989613255	0.0985904824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1442744493635785	0.0280377584479225	0.0208151167391637	0.000786115898784	-0.0082466767161406	0.1757898044764943	6.80076768605355e-05	0.0309020553578841	0.1351350070691666	0.0626670185331761	0.0039271552118374	0.0182614701355837	-0.0029603249898376	0.0003502649708267	1.22685549788299e-07	8.763524045456988e-06	-0.0001682673002041	0.000461436441786	2.1292358980821681e-07	2.8313884317976712e-08	0.0022062537212222	0.000876293897249	4.867555482406805e-06	7.678909943558412e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
