global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
859.3822574253368	n/a	n/a	738537.8643774678	955.6302130703252	n/a	n/a	913229.1041328352	822.7224973965535	n/a	n/a	676872.3077224221	841.9361306009413	629.1969277122228	n/a	n/a	n/a	n/a	0.0528111321	-0.063801041	0.0783058093	-0.0285381648	0.1759741929	-0.0515379901	0.1244127498	-0.0182900891	0.0933415513	-0.1032506335	0.1461405309	0.0316881806	-0.0966745256	-0.026435531	0.0360711347	-0.0499136261	0.0522797039	-0.1363257489	0.063212592	-0.0882364542	0.0734513861	-0.0596399798	0.14714846	-0.0264326388	0.0365676522	-0.0463879422	0.0214574658	-0.2079885037	0.1016974122	-0.1446701318	0.1212033375	-0.1665465186	0.073752333	-0.054114425	-0.0002090887	0.0724218899	0.0665302599	-0.009998143	-0.0846523289	-0.0032808225	0.1559989316	-0.0644818675	-0.03409724	0.0382696261	0.0450857125	0.0526543571	-0.013879181	-0.0499722305	0.0010449735	-0.095194857	0.0172720063	-0.0827893464	-0.0026391021	0.1326260349	-0.1521714967	0.0260327832	-0.093093752	0.2559750854	-0.0492909293	0.0252107771	-0.1748420947	0.174714764	-0.0106374828	0.1261055629	-0.2258376735	0.2381742778	-0.070426898	0.1036924012	-0.0233906602	0.0854994412	-0.0173526942	-0.060087772	0.1327496645	-0.0383551469	0.0989148421	0.1504288146	-0.0299840185	-0.0278355684	0.0817922574	0.0184107633	-0.0021551881	0.04594417	-0.0025215658	0.0884905625	-0.0028000433	-0.0109113171	0.0233534388	-0.0984116194	0.2009965239	-0.2149123296	0.065522586	-0.0704475243	0.1049614214	-0.1169753904	0.1820409231	-0.0341828032	0.1996377242	-0.1407369842	-0.0229895761	0.1577323283	-0.1928730163	0.2097402328	-0.2102367646	0.1148099021	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0428103173478717	n/a	0.0018327232714254	n/a	-0.060139127651098	n/a	n/a	0.003616714674635	-3.775900965763413e-05	n/a	1.4257428103253074e-09	n/a	-0.0011569994461508	n/a	n/a	1.338647718393258e-06	1.1496954144263329e-07	n/a	1.3217995459529371e-14	n/a	-0.0001990002035462	n/a	3.960108101142904e-08	n/a	0.0	0.0	0.0	0.0	0.0
862.5367688215472	3.1545113962104097	9.950942148821348	743969.6775691152	951.4224160648722	-4.207797005453017	17.705555639099376	905204.6137907188	823.4066099183749	0.684112521821362	0.4680099425127834	677998.4452572708	841.6598571197896	635.4535873236091	1.161532	22.662296	0.1147737464393874	0.0528939644089158	-0.0158311926	0.0326860526	-0.0760904577	-0.1525687635	0.2402471114	0.0182479037	0.0840425359	-0.1261138986	-0.1186514769	-0.1884680197	0.1986338475	0.0354564012	-0.0515974464	-0.1506251651	0.0336222804	0.0978356798	-0.0793540153	-0.0456440122	-0.0482435876	-0.1517070515	-0.1076426978	-0.1100957212	0.2402978208	0.092273355	0.0624269325	-0.1554844655	-0.057748079	-0.0869847251	-0.0244191475	0.1519568675	-0.0191768408	-0.1106863311	-0.0174272342	-0.1408428122	0.0116091274	0.0782417541	-0.0145661983	-0.1008140722	0.0954184754	0.0720800333	0.2750654354	-0.0771737236	0.0380022648	-0.1023600196	0.0422844507	-0.0201083807	-0.0037633205	-0.0128518856	-0.0268286507	-0.0989798211	0.0915294285	0.1286146729	0.1748652586	0.1497731573	-0.0070793063	0.0500693859	-0.1937339923	0.0982666816	-0.2053805224	0.0747762753	-0.0683580226	0.0403986318	0.0798076543	-0.1124941257	-0.0712273442	-0.0784556722	-0.0561634258	-0.0031269296	-0.0077246864	0.193521893	0.0012574484	0.0562886222	0.0638796727	-0.2049540111	-0.0938481033	-0.0005075524	-0.0223973862	0.0387991345	-0.0122231525	0.2735396183	0.0191759764	0.043072617	0.0330515277	0.0477411704	-0.1835200331	-0.052053594	0.1345558148	0.0146067909	0.2231517696	-0.0366336624	0.1670232668	-0.1214544993	0.0730569733	-0.1076405179	0.0756216836	0.1116595778	0.1897793898	0.0563045042	-0.0815623401	-0.0877989772	-0.0375961277	-0.0782597181	-0.0949872973	0.1880108998	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0277629251262681	-0.0150473922216035	0.0007707800115667	0.0002264240126707	-0.0598724961769647	0.0002666314741333	7.109234299849948e-08	0.0035847157984606	0.03214287533428	0.0321806343439376	0.001033164434755	0.0010355932267782	-0.0007008547249086	0.0004561447212422	2.0806800671712438e-07	4.911973454267094e-07	0.0004697167546765	0.000469601785135	2.206338296238233e-07	2.205258366020326e-07	-0.0006188354651632	-0.000419835261617	3.829573329437542e-07	1.7626164689701486e-07	0.0	0.0	0.0	0.0	0.0
865.7080440202996	3.171275198752369	10.056986386221876	749450.4174814529	959.8252715409568	8.402855476084596	70.6079801519649	921264.5518886716	823.3748127084917	-0.031797209883166	0.0010110625563541	677946.0822027439	841.0623400338088	654.3534364153031	1.180725	23.036762	0.0425243816670236	0.0257397943265814	-0.0913283025	0.1388030488	-0.132132003	0.0577329164	0.1616414532	0.081047025	-0.1462799195	0.0371420274	-0.0727978916	-0.1290194845	0.1408063973	0.044851235	-0.0945484513	-0.1265033636	-0.1728641303	0.258746107	-0.097942155	0.0138837732	-0.0988109585	-0.189113412	-0.1296132101	-0.0812679421	-0.1711362741	0.0615642994	-0.0344899872	0.0314665966	0.00253371	0.1653643076	0.029855816	-0.1075835139	-0.0651245062	0.1026796232	-0.0165932038	0.048417653	0.1361170218	0.0319509226	-0.0167101052	0.0796963422	-0.1311204987	-0.1667695253	-0.0061163805	0.0295577942	-0.014869741	0.0083454247	0.022881875	-0.0749106256	0.0127782327	0.0464148221	-0.0726809427	-0.0646722642	-0.1048068294	0.2548085281	0.1582987401	0.1288808094	0.1289055241	0.1084538002	0.2129794733	-0.2000606834	-0.0737160682	-0.2833188497	0.0519746526	0.1087605409	0.0319218913	0.0456315681	0.1018989589	-0.0353979921	-0.0250558803	-0.0092170051	-0.1887013193	0.0652186678	-0.0919604435	0.1278635698	-0.0704274482	0.0387623602	-0.0667800104	-0.0188777047	-0.0471207459	-0.0675145808	0.0923590458	0.0907614232	0.0208758728	0.0432107023	-0.111353513	0.030934391	-0.2326119946	-0.1619076511	-0.0512373346	0.0806220728	0.1605402142	0.0430900306	0.1011706584	-0.0391690711	0.014243899	-0.020118829	0.1311057803	0.0983722184	0.0746177597	-0.1035384076	-0.0794111209	0.0438773522	0.1513738858	0.034259715	-0.0525196578	-0.0019019997	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0325333130176375	0.0047703878913693	0.0010584164559035	2.275660063412375e-05	-0.0568366325050107	0.0030358636719539	9.21646823469002e-06	0.0032304027945096	0.0565836422428702	0.0244407669085902	0.0032017085694691	0.00059735108708	-0.0006128911254808	8.796359942780008e-05	7.737594824294471e-09	3.756355316931217e-07	0.0003521899766245	-0.000117526778052	1.2403777963476586e-07	1.3812543559284072e-08	-0.0006188923515856	-5.6886422400014194e-08	3.83027742851154e-07	3.236065053472836e-15	0.0	0.0	0.0	0.0	0.0
868.501536749703	2.793492729403397	7.803601629229639	754294.9193365956	958.023626041003	-1.8016454999537928	3.245926507503752	917809.2680527515	824.9054350186238	1.5306223101321166	2.3428046562741773	680468.976723265	842.6881642691696	687.4672039157741	1.277144	24.917967	0.1042888385726662	0.0602600563212921	-0.1912227643	0.2049803173	0.1588864907	0.0462766605	0.0561196359	0.0161576037	0.0794051201	0.1627592372	-0.1511478192	-0.00611117	0.2312843608	0.0077983985	-0.0363503851	0.1678837619	0.0216908003	0.3504840959	-0.0304466229	-0.0427415161	-0.1373336168	-0.1749546433	0.0938614467	-0.1239024424	0.0260100069	0.1313968749	0.0685109268	0.0232480615	-0.0842268554	-0.0462155281	0.0385504407	-0.1947547176	-0.0339266263	0.1283511231	0.0036740809	0.0459311201	-0.0722718964	-0.13867727	-0.033050652	0.0875867206	0.0055042904	0.1554505489	0.0258845841	0.0355858402	-0.0983397441	0.0691392313	-0.0978023867	-0.0142656423	-0.0609167345	-0.0238871162	-0.0174417434	-0.1000921463	-0.1533459724	-0.0025223626	0.263251719	0.1355260048	0.1358686191	-0.2491410695	0.0185102415	0.0451318967	-0.1106808522	-0.0909842774	0.0715762062	0.0910754653	0.0719497904	-0.025368662	0.0171115554	0.0956945204	0.0997874316	0.0630921888	-0.0112180254	0.0767065349	0.0507360043	0.0071308981	0.0103410126	0.1241907906	0.133535042	-0.0971239998	0.0118002549	0.0479499564	-0.0373417966	-0.0465217617	0.0127009947	0.0421415898	-0.1606592789	0.1945457115	-0.0916152676	-0.0773510734	0.0907788608	0.000438562	0.1801096935	0.0493722596	0.0857749604	0.0460531255	0.087894774	0.0916718812	-0.1188668269	0.1126245076	-0.0413634337	-0.078045651	0.2298388573	-0.0713730323	0.0039468254	-0.0547207862	0.0415461492	0.1289363555	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0280647323561566	-0.0044685806614808	0.0007876292022227	1.9968213128161057e-05	-0.0561488514965446	0.0006877810084661	4.7304271560664723e-07	0.003152693524381	0.005591775978921	-0.0509918662639492	3.126795859843791e-05	0.0026001704250804	-0.0010272220481309	-0.0004143309226501	1.716701134640832e-07	1.0551851361662412e-06	0.0008998175160244	0.0005476275393998	8.096715621443213e-07	2.9989592190918897e-07	-0.0006180386008602	8.537507254000173e-07	3.819717121532337e-07	7.288903011210557e-13	0.0	0.0	0.0	0.0	0.0
867.0165781533223	-1.484958596380693	2.205102032964918	751717.746792696	965.7527485466824	7.729122505679356	59.73933470779913	932678.3713254716	825.5829967397505	0.6775617211266081	0.4590898859360514	681587.2845057868	843.9109472250636	689.2382252126096	1.21802	23.764416	0.1000677925206428	0.0503516574888505	-0.1918448939	0.1917114094	-0.0021329175	-0.0861731208	-0.0166204729	0.0240798147	0.0646934502	-0.1075700538	-0.0964874555	0.2086128647	0.0711138683	0.0071012974	0.1181614786	-0.0129779288	0.049628452	-0.0231265467	-0.0468875693	0.2906671192	-0.0058904116	-0.1069013107	-0.0188008267	-0.0853138711	-0.041454061	0.0858557783	0.0259683354	0.0675870394	0.0988976338	0.0603862425	0.0620287453	0.0309907934	-0.1053773356	-0.0557311481	0.0588732652	0.1877903144	0.1443312483	-0.0638832702	0.0972789316	-0.0906701149	-0.0402229741	-0.1219174287	-0.0929876588	-0.0484248225	0.0641485337	-0.036625463	-0.0694326085	0.008323199	-0.166290285	0.0243490884	0.0035966302	-0.0176865584	0.1124386265	-0.0498769012	0.0789999563	-0.194696986	0.219430276	0.0157746316	0.0942619482	0.0454533773	-0.0756048331	-0.0880900472	0.0461492251	0.1491575207	0.0751652815	0.0036201265	0.1104650733	0.0070391102	-0.0251696406	-0.0652668249	-0.0989859968	-0.1575036162	-0.0466747682	-0.2373932325	0.1044867987	0.0285347499	0.0364585886	0.0984130078	0.0291953536	-0.1946097175	-0.1178263903	0.0433593548	0.0154315409	0.0155506383	0.0760513934	0.1191646644	-0.2035554802	-0.0815611671	0.1182967765	0.1706493592	0.0639785755	-0.0917490869	-0.0834540805	0.0077602009	0.0321195726	0.0807776476	-0.0351851372	0.0125276581	-0.1242721363	0.0136187452	-0.1256320284	0.0050933346	0.1297054117	0.0301887517	0.0853614793	-0.033272172	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0319083973762559	0.0038436650200993	0.001018145823121	1.4773760786734957e-05	-0.0228350982073806	0.033313753289164	0.0011098061582112	0.0005214417101407	0.0303595359594055	0.0247677599804845	0.0009217014236704	0.0006134419344508	-0.0005493094520619	0.000477912596069	2.2840044948141122e-07	3.017408741245448e-07	0.0006156701632551	-0.0002841473527693	3.790497499225615e-07	8.073971808580101e-08	-0.0006188309366398	-7.923357795999817e-07	3.829517281424922e-07	6.277959876343107e-13	0.0	0.0	0.0	0.0	0.0
863.7893067310362	-3.227271422286094	10.415280833104507	746131.966422884	960.4928396331394	-5.259908913542972	27.66664177876881	922546.4949865316	824.8521642904366	-0.7308324493138798	0.5341160689701246	680381.0929346174	843.7667095908636	677.4983024084815	1.111717	21.690371	0.1085714812329114	0.0645323069228122	-0.1104516809	0.1571918878	0.0285721303	0.0826256589	0.0067267101	-0.0080979924	-0.049450909	0.0103764896	-0.0755008247	0.1401350725	0.128641868	0.0103379669	0.0488667401	0.0021425139	0.0594277669	-0.0083741064	0.0457073373	0.1587269137	0.1358541072	-0.0293016911	-0.0427131015	-0.0862516116	-0.0144550214	-0.0491799114	0.0868125684	0.0727973872	0.005611586	-0.1806255774	0.0097737949	-0.0488813671	0.1099885416	0.0677728033	0.0242756574	0.0112826073	-0.1575160821	0.2203454755	-0.0388543585	-0.133657572	-0.0623427828	0.0263027211	-0.2553379867	0.0098911632	-0.0294903496	0.0545993195	-0.0404063675	0.143571311	0.1055478678	0.1348766803	-0.0030573323	0.0381147798	-0.0017825555	-0.0032773539	-0.0194873986	-0.0818980213	0.1429799395	0.0625942232	0.056972097	0.151430448	0.0051933056	0.0636990919	0.0769462879	0.0325858588	0.061818813	-0.0851541229	-0.0716603163	0.0536138248	-0.1000323525	0.0226212884	0.1890796912	-0.0414176266	0.0411102257	0.0802227649	0.0317248477	0.0505814919	-0.0252689063	-0.1362636866	0.2269765482	-0.0413763297	0.1147515938	-0.3301555217	0.0042190094	0.0109641986	-0.1211249505	0.1000132597	-0.0936710494	-0.0579083156	0.005887127	0.0043696105	0.0360412424	0.0465961779	0.0739556848	0.0495999447	0.0525727661	0.0336340386	-0.1491044767	-0.121909715	-0.2266165434	-0.0061388298	0.0750726881	0.0047464931	0.165923944	-0.1264574729	0.1235248201	-0.035999553	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0317942769155479	-0.000114120460708	0.0010108760445825	1.3023479552206584e-08	-0.0704210374505152	-0.0475859392431346	0.0022644216136512	0.0049591225156068	-0.0078281694983033	-0.0381877054577088	6.128023769416616e-05	0.0014583008481247	-0.0004851886516757	6.412080038619995e-05	4.111477042166899e-09	2.3540802771488374e-07	0.0010051484292343	0.0003894782659792	1.0103233647921803e-06	1.5169331967016445e-07	-0.000618755681578	7.525506180001107e-08	3.8285859348505533e-07	5.663324326523484e-15	0.0	0.0	0.0	0.0	0.0
860.3406002646472	-3.4487064663890123	11.893576291313387	740185.9484637334	960.7075444823172	0.2147048491777923	0.0460981722604585	922958.9860252434	823.6763643788025	-1.1757999116340443	1.3825054321986263	678442.7532362819	842.9988379466383	650.25073307396	1.139756	22.237438	0.162642578749305	0.0855292214497056	-0.0094264468	0.0246641033	0.0080629171	-0.0332149492	-0.060637007	0.0092858271	0.007824199	-0.020017422	-0.0139252311	0.0814498064	-0.1882200839	-0.0045263985	-6.65582e-05	0.0363062481	0.0118414657	-0.1238206578	0.085128477	0.1084424376	0.0529805232	-0.0828013974	-0.0821858568	0.0346811891	-0.1072076053	-0.0472639746	-0.0797934812	0.0240748019	0.0954259838	-0.0868592278	0.0794604581	-0.0006365188	-0.2276434054	0.0808136648	0.0648724055	-0.1651088873	0.0205163744	-0.0726156723	0.1614650479	-0.0169306667	0.1926448418	0.0283668831	0.0680735471	0.0587824269	-0.1426429329	0.1425336221	0.0209634668	-0.1611498919	-0.0164692578	-0.010360983	0.0083259262	-0.0021109413	0.0253101759	-0.0526872541	-0.1424921468	-0.1752062673	0.03995909	0.048536483	0.0286576313	0.0554670324	-0.0047420662	-0.1309037192	0.1351170168	0.0438629678	0.1275052132	0.0209120904	0.025173221	-0.0350681511	-0.1041904402	-0.0285659014	0.0857560468	0.1352136729	0.0463998222	-0.1253638047	-0.1287572858	-0.0068058752	0.1065670981	-0.1671998737	-0.1150472282	0.0580001707	-0.0856867095	0.153748961	0.0146043002	0.0183841321	0.0314283412	0.0564686103	-0.040109047	-0.0287491564	0.0252790015	0.0106991704	-0.0665899144	-0.0506650405	-0.0020631629	0.0269526549	-0.0395404881	0.1486249721	0.0169088716	-0.0322195482	-0.1540200951	0.0771423658	-0.2231438007	0.0523519163	0.1572601084	0.0879835691	0.070170184	-0.0413653633	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0273944997373547	-0.0043997771781931	0.0007504586158599	1.935803921774969e-05	-0.0200510457316767	0.0503699917188385	0.0025371360657558	0.0004020444349337	0.054335034564005	0.0621632040623083	0.0029522959810716	0.0038642639392921	-0.0003279061750387	0.000157282476637	2.4737777457068456e-08	1.0752245962851057e-07	0.0004490681981352	-0.0005560802310991	2.0166224657639527e-07	3.092252234192285e-07	-0.0004179262735148	0.0002008294080632	1.7466237009396742e-07	4.0332451143015314e-08	0.0	0.0	0.0	0.0	0.0
858.3979534371458	-1.9426468275013349	3.773876696401001	736847.0464650803	958.7811105097824	-1.926433972534824	3.711147850536301	919261.2178703716	822.9159390339809	-0.7604253448216696	0.578246705047155	677190.6427161786	842.3491281630118	638.4907539260547	1.030412	20.104052	0.1543246955246308	0.0938276961072435	0.0564094056	-0.0322401772	0.0345131623	0.0792571272	-0.0424823364	-0.0215121186	-0.0134542618	-0.0146081916	0.0095303152	0.0521766771	-0.0475983535	-0.026037196	-0.0464035476	0.0355542438	-0.0862236674	-0.1057690631	0.0928951552	-0.082311933	0.0697321386	-0.0383494971	-0.0678402246	0.0858958932	0.0434591946	0.0252039283	-0.1082981561	0.2112067586	-0.1092649854	-0.0918540544	-0.0321015808	0.1222542086	0.0073914391	-0.1198141891	0.1073657739	0.1320846015	-0.0308573578	0.0963098908	-0.1671623487	-0.0136094768	0.069772062	-0.020198419	-0.058250013	0.0252580245	0.0579160948	-0.0225452935	-0.196731473	-0.1343226984	0.0308693085	0.1149083263	0.0275027379	0.0182254951	-0.0399973786	0.00756669	-0.1033764871	-0.0301059282	-0.0926898805	0.0593680385	0.066273325	0.0343297775	0.0039429171	-0.098429474	0.0706481235	-0.1968594423	0.1308998896	-0.0185063458	-0.1553086481	-0.0652276672	0.0958680664	0.0055107632	0.0459129043	-0.0526141327	0.0252965942	-0.1242024631	0.0728210123	-0.0896526525	-0.079553838	0.0705490501	0.1031301646	-0.1275290798	0.1806629093	-0.0523070408	-0.0005342993	-0.0164852642	-0.0175500771	0.0071403231	0.0364044209	0.0201291645	-0.0241694713	-0.1448464127	-0.0682205288	-0.0492895171	0.0136212445	-0.0401180262	-0.0177774765	-0.0171186419	-0.1056679665	-0.1663596099	-0.1524191216	-0.0618187078	0.1075271479	0.0697095057	0.0268778062	-0.1077443774	0.083715561	-0.0144372281	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0304043462915473	0.0030098465541925	0.0009244242734163	9.059176279785056e-06	-0.0706486536672343	-0.0505976079355576	0.0025601179288004	0.0049912322649928	-0.0209089779658384	-0.0752440125298434	0.0004371853595759	0.0056616614215912	4.506589254134403e-05	0.00037297206758	1.3910816319493297e-07	2.0309346705479675e-09	0.0004079926062645	-4.1075591870699975e-05	1.6645796676649933e-07	1.6872042475283136e-09	-0.0003225093628648	9.541691064999998e-05	1.0401228913545925e-07	9.10438683799008e-09	0.0	0.0	0.0	0.0	0.0
857.1725809927674	-1.2253724443784222	1.5015376274419494	734744.8336058024	956.1838611389946	-2.597249370787722	6.745704294057218	914287.5763026762	823.4307317953194	0.5147927613385264	0.2650115871265449	678038.1700649752	842.7529424256917	623.2686302641519	1.072821	20.931484	0.1649907888467566	0.1038914342068128	0.1024722076	-0.0950000355	-0.0507341711	-0.0041157024	-0.1000899327	-0.0129138503	-0.0034717635	-0.0267341108	0.0798681879	-0.081040391	-0.2316924674	-0.0064897023	-0.033272039	-0.0114279506	0.0935483018	-0.2062622042	0.0686854889	0.022417087	-0.0438110122	0.0052252226	0.0266301961	0.1556481284	-0.0661048519	-0.0239701411	-0.0446241494	0.035263758	-0.0219848026	0.1141569358	-0.0433836415	-0.0583184902	-0.1040748009	-0.0883302495	-0.0786217554	0.1382933609	-0.1079524388	0.085117308	-0.0738343357	-0.0374072435	0.1155529949	0.157660834	0.0287383065	-0.1088521827	0.0156534254	-0.0056382652	-0.0067825123	0.0636962187	-0.0547887468	-0.2053602113	0.0236050972	-0.0116815591	0.0369013557	-0.0540418449	-0.1927894116	-0.0691382496	-0.0338727413	0.0242419814	-0.0923261979	-0.1263205933	-0.0881074789	-0.009420494	0.0502528064	-0.104655427	-0.1054424005	-0.089013842	0.0205276852	0.0529569387	-0.0193520977	-0.1245042251	0.0280601734	0.0326487219	-0.0524017987	-0.1043887855	0.0590426533	0.08262785	0.076642484	0.0340211421	-0.0010234411	0.2102631012	0.0764864322	-0.020740161	0.0144720524	0.0051143368	0.1245581707	-0.0226380902	0.0207128257	-0.0160425826	-0.0421937844	-0.0425413722	-0.1458097373	-0.1465096512	-0.0708718955	-0.0361643208	-0.0677626485	0.1467139098	0.0791438489	-0.000711402	-0.013496	0.0046646231	-0.1095793751	-0.1250117405	-0.0487394382	-0.1587872176	0.0216933351	-0.0116157363	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0177199672664585	-0.0126843790250887	0.0003139972399243	0.0001608934712521	-0.0071246258129917	0.0635240278542426	0.0040353021148265	5.076029297514764e-05	0.060549169014969	0.0814581469808074	0.0036662018684032	0.0066354297095468	0.0001420563813177	9.699048877635596e-05	9.407154913076433e-09	2.0180015473079784e-08	0.0003969796779754	-1.1012928289100016e-05	1.5759286472545228e-07	1.2128458950085939e-10	-0.0002840280801979	3.848128266690002e-05	8.067195034090471e-08	1.4808091156898596e-09	0.0	0.0	0.0	0.0	0.0
857.9159516943865	0.743370701619142	0.5526000000257354	736019.7801716849	953.425779088884	-2.758082050110602	7.6070165951423006	909020.7162312455	823.2286073397746	-0.2021244555447765	0.0408542955292723	677705.3399425849	842.3181811272343	620.3827543899108	1.03515	20.196497	0.2034232406968073	0.1239017670743123	0.1085878204	-0.1001815146	0.03736836	0.0673366083	-0.0967141994	-0.0313067909	0.0089274902	0.0114218593	0.1169092029	-0.1103849488	-0.0519373902	0.0080660053	-0.0469574494	0.0557639507	-0.0123346029	-0.1020285606	0.0335070355	-0.1634350392	0.083184733	0.0307406827	0.0598130696	-0.0937684908	-0.090880603	-0.0731926025	-0.0259345804	-0.0310831342	0.1549517077	0.1320092482	-0.0096970708	-0.0246198744	0.0821242394	-0.0660501457	-0.176690793	0.1883274662	0.0117532234	-0.0837724519	0.0508886816	0.0127621018	-0.0468023035	-0.1639810386	0.0942560234	-0.1147152371	-0.0987322257	0.0725701912	0.0191673138	-0.0208096051	0.1042964261	0.1473196679	0.013078971	0.0153850402	-0.0336973598	-0.0177973805	-0.0693593842	0.0502816993	-0.1694567716	0.0451150149	0.0913670524	0.001761318	-0.034981051	-0.0148401002	-0.0409727356	-0.1295100963	-0.1472544899	0.1374354885	-0.0234386946	-0.0200044896	-0.0369298576	0.0654084089	-0.1026977855	-0.1976596304	-0.0300878109	0.0201094954	0.1449100892	0.0196114903	0.1058369993	-0.084046433	-0.2017475104	0.0155445581	0.0308715685	-0.0995671875	-0.0067588611	-0.0124666996	-0.0547043174	-0.0504972094	0.083291917	0.0471357086	-0.0585962885	-0.1853446035	-0.0893491438	-0.0195209661	0.0296906934	-0.050463873	-0.090919915	-0.1269261448	-0.0664380666	-0.1075160794	-0.0233726828	-0.1028305121	0.0778366436	-0.0377478682	-0.1093758899	-0.0082887975	0.1452113563	-0.1004172982	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0183042743894645	0.000584307123006	0.0003350464609248	3.414148139955493e-07	-0.0656401365162082	-0.0585155107032165	0.0034240649928582	0.0043086275218664	-0.0472820881719258	-0.1078312571868947	0.0022355958618977	0.0116275800265062	-0.0001559071575218	-0.0002979635388395	8.878227047775822e-08	2.430704176652736e-08	0.0003000482174499	-9.693146052549996e-05	9.00289327948625e-08	9.39570803960656e-09	-0.0006189763945067	-0.0003349483143088	3.831317769565139e-07	1.1219037325830668e-07	0.0	0.0	0.0	0.0	0.0
