global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
919.5726201564348	n/a	n/a	845613.8037413708	1056.690582012308	n/a	1116594.98611351	n/a	843.0443065088751	n/a	710723.7027370302	n/a	854.2707534337623	743.8046257357054	n/a	n/a	n/a	n/a	0.0107558825	-0.1228709215	0.1031849148	-0.0460665836	0.0455608545	-0.0634261349	0.0052815706	-0.1675845339	0.1321703328	-0.0416209712	-0.0758745101	0.0965397579	-0.0188076016	0.0764581262	0.095430817	-0.1192787778	0.0109488915	0.0644187618	-0.0629673683	0.0359036151	-0.0579436764	0.0389458962	-0.0576140034	0.1489662049	-0.0214776069	0.0734793823	-0.0683994943	0.1162900846	-0.0442989349	0.0733031883	-0.032674932	0.0265299636	-0.0049101821	0.0757235912	0.1591239274	-0.0062814705	0.092736693	-0.0805231056	0.0361656647	0.0379656606	-0.0401737132	0.0665815775	0.0066242734	0.0213645371	0.0922321417	-0.0473246637	0.0226039401	0.0874379448	0.1756720836	-0.0862177341	-0.0771570694	0.0952454328	-0.0586522879	0.0811704599	0.1024093278	-0.0616536587	0.0337418904	-0.0247475861	0.0513179384	-0.1899224933	0.018015308	-0.0780936513	0.111270641	-0.0500289526	0.0630558934	-0.0109862973	0.0883350919	-0.0995580049	0.010754974	-0.0058505031	0.066714067	-0.0005169204	-0.1053792358	0.1252458764	-0.1018005958	0.0453670157	0.1260658991	-0.0631366758	0.1522468691	-0.039647656	-0.1598554267	0.0529832243	0.0496270717	-0.0710068484	-0.0045546819	0.124609832	-0.0670714657	0.026406061	-0.0526358144	-0.1124730771	0.1644320047	-0.072791859	0.0184364135	-0.0606228528	0.0707118161	-0.0454344494	0.0542704243	-0.1192526559	0.0274418301	-0.1785676884	0.0463663247	-0.0445342225	0.096724475	-0.0586322541	0.0691839842	-0.1887694187	0.1025111647	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0652778560158395	n/a	n/a	0.0042611984860246	0.1210398641736389	n/a	n/a	0.0146506487191729	0.3409333882167829	n/a	n/a	0.1162355752009755	-0.0007160017768608	n/a	n/a	5.126585444678229e-07	-0.0018549989324956	n/a	3.441021039559815e-06	n/a	-1.1649264756375863e-06	n/a	1.357053693641408e-12	n/a	0.0	0.0	0.0	0.0	0.0
919.3627047256156	-0.209915430819251	0.0440644880960317	845227.7828403994	1046.4438709829046	-10.246711029403286	1095044.775117686	104.99508692009496	844.1560073113127	1.1117008024375536	712599.3646797771	1.2358786741403007	854.330028251175	728.7782888653912	1.277243	22.67708	0.2072013055397582	0.0941292958008896	-0.0262749256	-0.0931570934	0.0671323065	0.0039614152	-0.2584852692	0.0247509818	-0.0557992859	-0.1364627668	-0.0531354861	-0.0451036948	0.0073943476	0.0239787457	-0.1604418852	0.1474771592	0.0872551851	-0.141077545	0.0540661361	0.1246492143	0.050403236	0.037675687	0.1274052493	0.0490647326	-0.2111270612	0.0254637417	-0.0372995053	0.0687905246	0.0723218005	-0.0704065949	0.0610853813	0.1656162964	-0.2103870379	-0.0914888494	0.0642764041	0.0658726721	0.1340716099	0.0898228332	0.0246883417	-0.2050267562	0.1549567083	0.0220251161	-0.003582782	-0.1235803668	-0.0475044323	-0.018970878	0.0074875165	-0.121217321	-0.070833942	0.0032232752	-0.0900818153	0.0653530968	-0.0968028412	0.1075026214	-0.1032582116	0.0936401072	-0.0250849986	0.0026281003	-0.1917317599	-0.1423113843	0.1301174237	-0.0965631781	-0.0664501112	-0.0588121402	-0.0114213936	-0.0617064683	-0.1206954053	0.0037732779	0.1716210361	-0.0976719119	-0.0165733827	-0.0515694844	-0.0875984401	-0.048981029	-0.2981134957	-0.0511915539	-0.0863654128	-0.0143235539	-0.0264394355	0.1517959584	0.029076411	0.0961613942	0.0096396158	0.0249012765	-0.0124127375	-0.069037359	-0.006084106	0.1729457187	0.1306343778	0.0045736415	-0.0773834289	-0.2446959886	-0.0564043616	-0.1092765436	0.2959094127	-0.1052567488	0.0410741952	-0.1039700326	-0.0776010283	-0.1114654909	-0.0671174863	-0.1471343544	-0.0463900803	-0.0057338095	0.0452775283	-0.1737313524	-0.1443531445	0.0734196204	0.035698036	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.1082759735274123	-0.0429981175115728	0.001848838109539	0.0117236864433088	0.0890594254960177	-0.0319804386776212	0.001022748458013	0.0079315812696807	0.2909480715740358	-0.049985316642747	0.0024985318798756	0.0846507803526502	2.693201573508082e-05	0.0007429337925958	5.519506201808993e-07	7.253334715546407e-10	-0.0022540082092934	-0.0003990092767978	5.08055300756204e-06	1.5920840297070344e-07	-0.0005039705112383	-0.0005028055847626	2.539862761977935e-07	2.528134560685229e-07	0.0	0.0	0.0	0.0	0.0
921.6658112849152	2.303106559299636	5.304299823489006	849467.8676914809	1053.0967250253962	6.652854042491526	1109012.7122592148	44.26046691069585	846.0545385688412	1.8985312575284752	715808.2822329347	3.604420935812653	856.0389030487389	736.6712702126442	1.172558	20.818426	0.1182960340118014	0.0622696000970877	-0.0653662821	0.030038867	-0.0828379545	-0.1896304853	-0.1535134609	0.0800381673	0.0265802523	-0.0326412414	0.0816982507	-0.2812277185	0.0480750491	0.0263397734	0.1047440297	0.1201177303	0.0252250653	0.0275947587	0.105220838	-0.0718388644	0.1341086454	0.0719375458	0.0682346487	-0.0547671574	-0.1669584	-0.111314511	0.0215896715	0.0450983723	0.1817276339	-0.0631424228	0.0186494091	-0.0967107802	0.0920607193	-0.2014151803	-0.1037002726	0.0281628234	0.0359224439	-0.0707665617	-0.170516303	-0.1333513421	0.0874988456	-0.0409146116	0.0865108401	0.0310541972	0.1166032268	0.0738576577	0.0117076316	0.0897561375	0.1784354727	0.0839497331	-0.0210329457	-0.0732955692	-0.0601397909	0.0027858274	-0.0244695689	-0.136829567	-0.1745201615	-0.060169966	-0.0571082354	-0.1987582079	-0.0555070693	0.0638547445	-0.1950331013	-0.0010480921	0.0100164501	-0.0241097473	0.0196271556	-0.0081248505	0.052426418	0.0359882383	-0.15755501	0.2213466249	-0.1969872433	0.032796745	-0.0335801731	-0.0160792613	-0.0042665031	0.0876240004	-0.2359797086	-0.0909806231	0.0996640836	0.043980194	0.0764214969	0.0378502564	-0.0695922131	-0.0862209605	0.0411272684	0.0613285418	0.0740838037	-0.0494866401	0.1298002001	-0.1863375099	-0.0265315392	-0.0792359804	0.2476935434	-0.0690962273	0.0662439602	-0.0037876088	-0.03221494	0.0148959819	-0.0639820273	-0.0116896919	-0.0012476755	0.0376506077	0.0412683171	0.0410247528	-0.0389284716	0.0132871453	-0.0285907764	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.1094553290101174	-0.001179355482705	1.3908793545865586e-06	0.011980469048713	0.1286482252870513	0.0395887997910336	0.0015672730688945	0.0165503658695079	0.3216188664806481	0.0306707949066122	0.0009406976602034	0.1034386952762969	-5.126326705262883e-05	-7.819528278770965e-05	6.114502250249881e-09	2.6279225489091412e-09	-0.0015619922638769	0.0006920159454164	2.4398198324112835e-06	4.788860687106921e-07	-0.0003370400628135	0.0001669304484248	1.1359600394132803e-07	2.7865774611304823e-08	0.0	0.0	0.0	0.0	0.0
920.942870931901	-0.7229403530142235	0.5226427540163302	848135.771520292	1049.437684881276	-3.659040144120127	1101319.4544489724	13.388574776282637	845.2303841074132	-0.8241544614279519	714414.4022183652	0.6792305762915974	855.1951837411145	728.4037212709837	1.021935	18.144157	0.1614828359422791	0.0775357030084926	-0.1373314963	0.0556043795	-0.0135901038	-0.129782617	-0.0790488896	0.1284204603	-0.0248565316	0.0622732325	0.1099948856	-0.1281671661	-0.0588125457	0.0241891578	0.0091246064	-0.0133829494	0.0241712677	0.1451597519	0.078140217	-0.0829544772	0.056836626	0.0126585415	0.0198448408	-0.0646043639	-0.1958243333	-0.0730850768	0.0904627754	-0.0026620619	-0.082832476	-0.0308540581	-0.1521076719	-0.1931429831	-0.0799863101	0.0451079206	-0.0040416769	-0.094717477	0.0374079737	0.1798083998	-0.0826308015	0.0368216831	0.1088907785	0.1615019541	-0.0873312639	0.0525664676	0.1481324659	0.0062425215	-0.0724560861	-0.0180284184	-0.0197107595	-0.0136511764	0.1588619737	-0.0608846912	-0.0492577717	-0.1012375824	-0.0415717663	-0.1410935263	-0.0570536654	-0.0014172198	-0.0002023608	-0.0884481942	-0.0449066046	-0.0320927057	-0.0574012257	-0.0772265659	0.0381118108	0.1453885741	-0.0539358017	0.1202636755	-0.1680893322	0.0757902986	-0.0975884726	-0.0622423976	-0.0802319775	-0.1250246527	0.0030800817	0.0312834484	0.0017334493	-0.0732446885	-0.1593112677	0.0026726247	0.0337212141	-0.1459732908	-0.034958972	-0.1379413196	-0.0796102876	-0.1273438436	0.0441249876	-0.0481071339	0.043889276	-0.0816266173	0.035124012	0.0202449118	-0.0319921698	-0.0868738993	0.2270816748	-0.0978262074	0.0085046783	-0.0168907196	-0.0139722005	0.0751947099	-0.0126599285	-0.0881621589	0.0057820831	0.0140071819	0.0787257999	0.1129326478	0.0193112189	0.0262510628	-0.0970588924	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0665357204305365	0.0429196085795808	0.0018420928006244	0.0044270020932105	0.1657144605617304	0.037066235274679	0.0013739057974378	0.0274612824392652	0.3462489121453558	0.0246300456647077	0.0006066391494455	0.1198883091618423	0.0002068423462327	0.0002581056132853	6.661850760939573e-08	4.278375619504815e-08	-0.0014814527614273	8.053950244960007e-05	2.1947022843405726e-06	6.4866114548291365e-09	0.0004616537499178	0.0007986938127313	2.1312418481316667e-07	6.37911806495261e-07	0.0	0.0	0.0	0.0	0.0
918.9446086156316	-1.9982623162693471	3.993052284622136	844459.1937037364	1047.9641623661437	-1.4735225151323448	1098228.8856037732	2.1712686026019514	843.9764929683198	-1.2538911390934118	712296.3206831043	1.5722429886969738	854.7819981742098	732.3215147042577	1.085865	19.279217	0.1540045206246125	0.0795092512213526	-0.0646507743	0.054358402	-0.0754751306	-0.0893855165	0.1006375305	0.0034063616	0.0641153301	0.0817604122	0.2140653552	0.0070115651	-0.1057281011	-0.0462064628	0.118296527	0.0814669359	0.0429477488	0.0692943292	-0.0219416287	-0.0858540507	0.0032361077	0.0556970295	-0.1035092478	-0.021806188	-0.1830434941	0.1499888573	-0.1143812713	0.0036297723	-0.0604474722	-0.0063794344	0.1510643893	-0.0800450395	-0.0231472967	0.0838680335	0.1220745586	0.0654446414	-0.1243808185	-0.1353799042	0.0213795936	0.029908325	0.0459779743	-0.1549222221	0.0567198859	-0.045973464	0.027782806	0.0324769557	-0.0018410403	-0.0471290663	0.0658743879	-0.0413746344	-0.092891678	0.0922232761	-0.0308037179	-0.0662636618	0.0562732766	-0.0668979135	0.0382203273	-0.1320986136	0.0209665042	0.0119827936	0.0284352674	-0.1049812005	-0.0957359327	0.0233719499	0.2181961514	0.1053994737	-0.1554474413	-0.2727508753	-0.0930730574	-0.0513476931	0.0587756705	-0.0808669859	0.1056022125	-0.0152643534	0.0856013314	-0.0015742589	-0.0511639085	0.1805352903	-0.0201642969	-0.0424522647	0.0566334541	0.0744564241	0.0798331976	0.1048233065	0.0497124341	-0.0480715092	0.0588727345	-0.0501202182	-0.0120157528	-0.1047201299	0.1336843494	-0.0431207848	0.0108565248	-0.0373073364	0.0273262696	0.0120242771	0.0451436698	-0.0034487235	0.0839094979	0.1053283269	-0.0535852615	0.0040453103	0.0539273341	0.0747145786	-0.0010760866	0.21970707	0.0960296138	-0.0161179276	-0.0391460897	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0489050981778547	0.0176306222526818	0.0003108388410167	0.0023917086277856	0.1322700592735941	-0.0334444012881363	0.0011185279775218	0.01749536858024	0.2785077830664875	-0.0677411290788683	0.0045888605688798	0.0775665852286096	2.5173009171577232e-05	-0.0001816693370611	3.3003748028227844e-08	6.336803907523115e-10	-0.001108995455443	0.0003724573059843	1.2298709201932269e-06	1.387244447810825e-07	0.0003120130328647	-0.0001496407170531	9.735213267742836e-08	2.2392344200165946e-08	0.0	0.0	0.0	0.0	0.0
918.4061189431084	-0.5384896725232693	0.2899711274142178	843469.7993121429	1051.1187762556406	3.1546138894968863	1104850.6817971554	9.951588791806673	843.360039691673	-0.6164532766467801	711256.1565487403	0.3800146422885516	853.9308780145774	735.4371902272671	1.062206	18.859158	0.0955511990107626	0.0478713256201394	0.0289631419	-0.0683364294	-0.1602778572	0.0345262487	0.0151557489	-0.0327671894	0.1732338691	0.0040378618	-0.0302306673	-0.0670007679	-0.0327388964	0.0758418332	0.0352347251	0.1071688559	0.0634973703	-0.1534619263	-0.0413409024	-0.0965234045	0.1291841245	0.0331618947	0.0008515124	-0.0779636263	-0.0572752303	0.1113469658	0.0208591416	0.0084178626	-0.0483514094	-0.0292777164	-0.1042060602	0.1001968086	0.0945684483	-0.1325291346	0.0481762842	-0.1181265221	0.0629382773	-0.0244678504	0.1616030473	0.0659846612	-0.0657217092	-0.0665304764	0.0539889908	-0.039102192	-0.1545709818	0.1461410914	0.1156719191	-0.0269181035	0.0060907737	-0.0295344449	0.0207409954	-0.0071936644	-0.0485697356	0.1152252909	0.1368229213	-0.0454051485	-0.0425233436	-0.0478056868	-0.0323567667	-0.0223839733	-0.0303564688	-0.1824260206	-0.0875946038	-0.0419726687	0.0436021629	-0.0601897113	-0.0042564564	0.0776180727	-0.0665098473	-0.1044490588	-0.0593742388	0.0208922765	-0.034314823	0.026196488	0.0412076536	-0.0204763234	0.0055101149	-0.0109833129	0.2814290238	0.050490587	-0.0150673449	0.069464944	-0.0518459025	0.0311992431	0.1148116048	-0.0272022319	0.0508483065	0.0990326936	-0.0752364586	0.0215688796	0.1144070005	0.0438344401	-0.0366142845	-0.072905114	-0.0240932747	0.0300441346	0.0563118475	0.0133214306	0.0864166916	-0.0929315495	0.005413977	-0.0465304258	0.1248793664	-0.1073572846	-0.0663188585	-0.0328114361	-0.0400427063	-0.0497057188	0.0261667928	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0315195861798258	0.0173855119980288	0.0003022560274336	0.0009934843129474	0.1003586178178466	-0.0319114414557474	0.0010183400957835	0.0100718521703085	0.2925274452311299	0.0140196621646423	0.0001965509272107	0.0855723062134517	-0.0004798490574573	-0.0005050220666288	2.5504728778210216e-07	2.302551179426592e-07	-0.0009700728412154	0.0001389226142275	9.410413172637184e-07	1.9299492743830563e-08	0.0003112660458743	-7.469869903999819e-07	9.688655131422185e-08	5.579895638268226e-13	0.0	0.0	0.0	0.0	0.0
916.5054206273664	-1.90069831574192	3.612654087464171	839982.1860393459	1044.6117608081336	-6.507015447507001	1091213.7308186693	42.34125003409474	843.5204737995165	0.1604341078434572	711526.7897189608	0.025739102959526	853.704906257979	731.81025555164	1.072145	19.035622	0.1767633438117869	0.0982455091758385	-0.0645981324	-0.1870338442	-0.0322700222	0.0824853723	0.0903000289	0.0486864404	0.0983713604	-0.1194002805	0.0452999451	0.1256497535	0.0314751673	0.0202340697	0.0999003389	0.0444348681	0.1095644025	-0.0829560511	-0.0019879031	0.0030503006	0.0007114581	0.1759480349	-0.1656891412	-0.0855669107	0.0569984051	-0.09444624	0.1132077419	-0.0678391074	-0.0429026619	0.0189195084	-0.0299233533	0.1056795176	0.1388873086	-0.0217257863	0.0707069988	-0.0665753014	0.0988566407	0.1275242635	-0.1165384488	0.1806907502	-0.0619459078	0.0382977922	0.0236954623	0.0982537447	-0.0820044303	0.0621347128	-0.0245231899	0.1249736767	0.0459852462	0.0472003453	0.0581489917	-0.0496150394	-0.1272850258	0.1243010572	0.0006229378	0.0304913792	0.0019131194	-0.1201077364	0.1984678535	0.025241785	-0.1118362536	0.0388846148	-0.0378014056	-0.1187950328	-0.1329207564	-0.0988575979	0.1353058345	0.0609173858	-0.1132028533	-0.0873883135	-0.0085662347	-0.0071538536	0.0295826102	0.0864304842	0.0325814753	-0.0224246899	-0.0445775279	-0.0859053888	-0.0772487796	0.0321907403	-0.118994225	-0.0876459339	0.0075411397	-0.0019036725	0.0095344546	-0.1114556965	-0.0132143709	0.1052080778	-0.1416525186	-0.0222524601	0.0136591477	0.0900823314	-0.0075831275	-0.0443555727	-0.152511083	0.0326923466	-0.0403074114	0.0317178263	0.0582446204	0.0359695302	-0.0768731306	-0.0087724044	0.0278510461	0.0115252972	-0.1021266012	-0.0430720337	0.0215307533	0.0692772305	-0.0231186071	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0397013131522214	-0.0081817269723955	6.694065625082559e-05	0.0015761942660107	0.1777184351747962	0.0773598173569496	0.0059845413415006	0.0315838422009782	0.3510349090502416	0.0585074638191117	0.0034231233225446	0.1232255073719113	-0.0002891537466293	0.000190695310828	3.6364701571787535e-08	8.360988918976144e-08	-0.0011340923991312	-0.0001640195579158	1.2861655697671611e-06	2.69024153788945e-08	0.0006108378903971	0.0002995718445228	3.731229283447796e-07	8.974329003079268e-08	0.0	0.0	0.0	0.0	0.0
916.367602383656	-0.1378182437103987	0.0189938682994188	839729.5826983703	1043.896591054982	-0.7151697531514856	1089720.0928162124	0.5114677758227568	843.67305779142	0.1525839919034979	711784.2284431247	0.0232818745852067	854.3725702640503	729.1658733802506	0.895764	15.904037	0.0570646190529286	0.029676313063319	-0.0851601198	-0.1704963239	0.076676498	0.1217743167	-0.0004684181	0.1001675853	-0.0638491613	-0.061838553	0.012202876	0.1774721626	0.026897581	-0.0269703212	-0.0930232691	0.0877058657	0.1074992258	-0.0400179936	0.0603345613	0.0790468404	-0.0657762291	0.1373879456	-0.0240677452	0.0216419428	0.1568047139	0.0625898301	0.0432963566	-0.1021159699	0.0363309131	-0.0029994011	-0.0125123441	-0.0536648195	0.0252686917	0.0567616398	0.0120204055	-0.0342148662	-0.0349663729	-0.0624055514	0.0703304298	0.0946958906	0.0471406095	0.0488247875	-0.0729417299	-0.0656216327	-0.086342295	-0.1970512118	0.0904652854	0.1117319069	-0.0336684363	0.1014274404	-0.027768213	-0.152841826	-0.1123807447	0.0387372947	-0.1100043481	0.0528711127	0.082910136	-0.0868294066	0.0472247558	0.1135647552	0.0282099081	-0.0180839665	0.1211974868	0.098579676	-0.1254593829	-0.0145390576	0.0257689127	0.0286644249	0.0049649759	0.0605158383	-0.0046786095	0.0774483152	0.1127491608	-0.1228310009	0.1413634463	-0.0451668883	-0.0076293288	0.0515597335	0.0170181575	0.1844210777	0.0480528123	0.0004894125	-0.0256669079	0.0245010689	0.0466353481	-0.1219766774	-0.0076248221	0.0926571942	-0.0912243637	0.0368641258	-0.1082351911	0.1023466168	0.0471249251	-0.0046608889	-0.1372748182	0.0508112956	0.0017645894	0.0459873474	0.0802789619	-0.0600156138	0.0053757967	-0.1017572509	0.029896045	-0.0180360592	-0.1751968668	0.0521051476	-0.0067390713	0.1421632199	0.0021950524	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0402912500251346	-0.0005899368729132	3.4802551402261245e-07	0.0016233848285879	0.1782308121062641	0.0005123769314678	2.625301199004446e-07	0.0317662223840584	0.3626812134606041	0.0116463044103625	0.0001356364064188	0.1315376625972563	0.0001950498788087	0.000484203625438	2.34453150887303e-07	3.804445522328856e-08	-0.0013019194774652	-0.000167827078334	1.6949943258032597e-06	2.8165928222126588e-08	0.0008451272033888	0.0002342893129917	7.142399899077742e-07	5.4891482182122764e-08	0.0	0.0	0.0	0.0	0.0
915.6698857309434	-0.6977166527126428	0.4868085274725346	838451.339634519	1040.9413956170797	-2.9551954379023755	1083558.9891092335	8.733180076199012	843.4513311579364	-0.2217266334836267	711410.1480320948	0.0491626999959825	853.5629264132353	728.6243438474739	1.12436	19.962683	0.0758961012979715	0.043643797721114	-0.1453683528	0.0254901646	0.0575425505	0.1092610548	0.0298102883	0.1773981287	-0.0355764522	0.0883725109	-0.0415789811	0.1452622404	0.0584188201	-0.0062387534	-0.0032714441	-0.0313930618	0.1242314101	0.1313016006	-0.0329594011	0.0379268195	-0.0468318283	0.0019992129	0.0156198307	-0.073724542	0.119506678	0.0253136725	0.0883549759	0.024472481	-0.1094370513	-0.0549632607	-0.0861528888	-0.036883226	0.07372629	0.0597592601	-0.0534475904	-0.0672865991	-0.0053454863	0.0652999833	0.1135366379	-0.0242766467	-0.0711637767	0.1356084048	-0.0393460387	0.0959145194	0.0560854636	-0.1400601157	0.0728489451	-0.1282396877	0.0692004118	-0.0157953346	-0.1762668171	-0.1221017719	-0.1170769187	-0.1334339821	-0.0047258506	0.0378339053	0.022000208	-0.0068906817	0.0121325331	0.0574415776	-0.0702209266	-0.0077442329	0.0590053408	0.0304927993	-0.1202786923	-0.0837376503	0.0353293128	0.1627946122	-0.0992288082	0.0306300135	0.0516748895	0.0180896226	-0.0219720741	-0.0126025369	0.0307938956	0.0751364059	0.1781195232	-0.0747428171	0.0907396618	-0.0134583474	0.0797206951	-0.1310881775	-0.081798976	-0.0858808239	-0.0293349364	-0.1111509131	0.0155048827	-0.0773234627	0.0483974653	0.0850805201	-0.0402344729	0.084700948	0.0885195953	-0.0612949497	-0.1102153184	0.0226651742	-0.0737031505	0.0090811336	0.1031015155	0.0179014653	-0.0015761342	0.1681624477	0.0060133193	0.1087059477	-0.0623528919	0.0035406837	-0.0411465088	0.0956053785	0.0162543305	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0474269099942858	-0.0071356599691511	5.091764319534689e-05	0.002249311791606	0.1694877797930019	-0.0087430323132622	7.644061403074707e-05	0.0287261074991611	0.3256116056356859	-0.0370696078249181	0.0013741558242932	0.1060229177246494	0.0003166899326375	0.0001216400538287	1.4796302695473358e-08	1.0029251343394429e-07	-0.0016368685304271	-0.0003349490529618	2.6793385859025738e-06	1.1219086808007357e-07	0.0008427602863667	-2.3669170221000302e-06	7.102449002768822e-07	5.602296189506877e-12	0.0	0.0	0.0	0.0	0.0
918.5113965901572	2.8415108592138267	8.0741839630301	843663.185666001	1047.3354521126582	6.394056495578525	1096911.5492520262	40.88395846864993	843.4405723538167	-0.0107588041196322	711391.999092534	0.0001157518660846	852.9824249545197	719.8759186334248	1.015345	18.027151	0.197414353347107	0.1037110830498548	-0.07744412	0.0589668022	-0.0037493563	0.0395586926	-0.1601240171	0.0821842918	-0.0593767912	0.0166302452	-0.1943905249	-0.0160966589	0.0120606503	0.0881783927	0.0492499593	-0.0243193097	0.0909343525	0.0749922295	-0.0757050523	-0.0020307657	0.0617050283	-0.046039471	0.0129341418	-0.042010772	-0.0180486714	0.0442717397	0.0352156157	0.0642265209	-0.1444190758	-0.114986104	0.0443544171	0.1189094403	-0.0562462125	0.2317795048	0.0673930002	0.1836360745	-0.0063748583	0.0238790676	0.0337076497	-0.0642649746	-0.09412203	-0.1272014072	0.0217675419	-0.0372908399	-0.0003194192	-0.0935930026	-0.2330456791	-0.0744007161	0.0506595888	-0.1457364932	-0.0572776659	0.1652051634	-0.0831572479	-0.0926185467	0.07013606	0.0633789938	-0.0802756391	-0.005262603	-0.016669122	-0.0793263592	-0.060561106	-0.0508865402	0.1250392711	0.0047619282	0.0611310605	0.0508182963	-0.1424960686	0.1321322489	0.0296287102	-0.01590217	0.2362138733	-0.1462117617	0.171862217	0.107200119	-0.0994586553	0.0147146558	0.0694559777	-0.0888523741	0.0104480384	-0.0798293088	-0.0635739798	0.0744902799	0.1418384697	-0.0453860365	0.0685703577	-0.04420221	0.0460630144	-0.0329279152	0.1372574904	0.1150163357	-0.0703608412	0.0344893228	0.0464944754	0.0445398984	-0.0106277243	0.079283431	-0.0152542275	-0.1029659676	0.0231076379	-0.0334041724	0.0599023709	0.2537963775	-0.124644466	0.0661934837	0.0102601754	-0.1009297236	-0.0279650267	0.0858231897	-0.0457019571	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0389794915819123	0.0084474184123735	7.135887783370685e-05	0.0015194007639843	0.121467725682919	-0.0480200541100828	0.0023059255967352	0.0147544083825808	0.2486931190014303	-0.0769184866342556	0.0059164535861041	0.0618482674386595	0.0009578885951105	0.000641198662473	4.111357247571642e-07	9.175505606427674e-07	-0.0011861897072169	0.0004506788232101	1.4070460215073151e-06	2.031114016901305e-07	0.000654069888242	-0.0001886903981247	4.278074187049024e-07	3.56040663444578e-08	0.0	0.0	0.0	0.0	0.0
