global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
870.6180943021799	n/a	n/a	757975.8661263594	1084.7324161942388	n/a	1176644.414742591	n/a	798.3947334413808	n/a	637434.1503869336	n/a	844.5860124809501	688.8922939653156	n/a	n/a	n/a	n/a	-0.0345983868	-0.1060707149	-0.0877193529	-0.0465902805	0.1505440104	-0.2358292378	0.2080865731	-0.0574629368	0.0238354787	0.0129058647	-0.1004813252	0.1798342178	-0.0902218858	0.0145157884	-0.1830057164	0.1330817896	-0.1341968746	0.2056855434	-0.0009508288	-0.0507406893	-0.0026794337	0.0448376973	-0.0009846265	0.1762234691	-0.0137140722	0.1738462813	-0.1616219393	0.0288261142	-0.0351904682	-0.0043972089	0.0208267344	-0.0801532061	0.1868554993	-0.0183469885	0.0852404086	-0.0886174358	0.0336027817	-0.1593049463	0.075474743	-0.1422278724	0.0694292761	0.0206752562	-0.1189896998	0.0266247279	-0.0115593656	0.1234322924	-0.2312297674	0.0112056521	-0.0092704062	0.1710447152	-0.1565805588	0.0908818996	0.1561451084	0.1560591586	-0.0623593487598697	n/a	0.003888688377755	n/a	0.0225358520835499	n/a	0.0005078646291316	n/a	0.0197102331357683	n/a	n/a	0.0003884932902663	0.0033732702825076	n/a	1.1378952398848903e-05	n/a	0.0048880256778129	n/a	2.3892795026958262e-05	n/a	-0.0003027468162064	n/a	n/a	9.165563472311174e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.7896511837963	-0.828443118383575	0.686318000397102	756534.03730643	1072.2606176070838	-12.471798587155035	1149742.8320711248	155.54575999856235	797.1748637345404	-1.2198697068404272	635487.7633701831	1.4880821016669497	841.6180812545687	693.5979717262653	1.024526	19.238491	0.1125970158399001	0.0584771777263905	0.0013517371	-0.1463447255	-0.0823977658	0.040807578	0.057715743	-0.2132158541	0.0826245377	-0.0236744485	0.0504343484	-0.0143380588	0.0282712925	-0.014230012	-0.1743653264	0.0997535628	-0.0272655802	0.0934400047	0.0341333179	0.2755521473	0.0437706117	-0.0206335579	0.0859038931	0.1051902576	-0.0641229996	0.0978762734	0.1349817664	-0.0307081782	-0.0063379527	0.0101035895	-0.0050928138	0.0219661153	0.0271850969	-0.068841228	0.1823246219	-0.0621821014	0.1218146545	-0.1499401945	0.1263290859	0.0185844598	-0.04397827	0.0291406412	0.1035438863	0.066093805	-0.0985671454	0.0264167336	0.2125301056	-0.0707652422	-0.1978586889	0.0585684549	-0.1091722128	0.1339029344	-0.0297980513	-0.0485479414	0.155915944	0.1551433414	-0.0501958033417508	0.0121635454181188	0.0025196186731237	0.0001479518371386	0.0070801141944656	-0.0154557378890843	5.012801700667328e-05	0.000238879833696	0.0061450159758464	-0.0135652171599219	0.0001840151165958	3.776122134340749e-05	0.0042900697598622	0.0009167994773545	1.8404698544484117e-05	8.405212816776672e-07	0.0045310518275365	-0.0003569738502764	2.0530430663821853e-05	1.27430329781158e-07	-0.0004572237960309	-0.0001544769798244	2.386313729569897e-08	2.0905359965690601e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.1046570102046	-1.68499417359169	2.8392053650379423	753605.695522805	1069.3927114247244	-2.86790618235932	1143600.771248324	8.224885870814811	797.3434745465505	0.1686108120101153	635756.6164019656	0.0284296059267104	840.6105192434618	699.2745816527295	1.050456	19.725395	0.1397022471519249	0.0769038106690116	-0.0296312482	-0.007777896	0.0160559468	0.0197747104	0.0768544887	-0.0099388501	-0.0076027587	-0.0343904208	0.0747842711	-0.0131798037	0.0820846848	0.000332237	-0.0595474537	0.0912956608	-0.1387841363	0.0677103922	0.1703992961	0.0997459255	0.0470888013	-0.0539476832	0.0975861186	0.0431929312	-0.0300402125	-0.0538857491	0.0501971297	-0.0873037711	-0.0578820253	-0.221939818	-0.0327810475	-0.015303965	0.0370625718	-0.0511526917	0.1740850615	-0.0629396977	0.15587477	-0.1279210194	0.0876994749	0.0661608129	-0.0101808065	0.0759633314	-0.1167855889	0.0605636461	-0.0191458764	0.0350654219	0.0176326956	-0.1028142336	-0.2693916022	0.0014267548	-0.0492047153	-0.0776679154	0.0362840465	-0.1191282912	0.1554579513	0.1533170814	-0.0384546956343712	0.0117411077073796	0.0014787636163321	0.0001378536101962	0.0523241453137472	0.0452440311192815	0.0027378161828141	0.0020470223519225	0.0319367409363451	0.0257917249604986	0.000665213076438	0.0010199554216352	0.0033114417003202	-0.0009786280595419	1.0965646134619536e-05	9.5771287892294e-07	0.0046293757499957	9.832392245920016e-05	2.143111983464825e-05	9.667593727762806e-09	-0.0003956681107368	6.155568529409998e-05	3.789102392026276e-09	1.5655325385402862e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.640178034631	0.5355210244264299	0.2867827676027329	754535.7588960355	1067.0381666571548	-2.354544767569678	1138570.449103062	5.543881062489748	796.9929908976104	-0.3504836489400986	635197.8275399185	0.1228387881743663	840.6571014072861	693.2388230892791	0.810065	15.211345	0.1062521004071702	0.0470863509501071	-0.0230702256	0.0030066691	0.0605885167	-0.040968531	-0.0106667726	0.0946626371	-0.0768810821	-0.0382034648	0.0750561158	-0.0734329087	0.0922358021	-0.0518304303	-0.0523433325	0.1267903635	-0.1616992915	0.0063166516	-0.1243787208	0.0478631514	0.0500062583	-0.0522521935	0.0667206236	-0.0611032307	-0.053299925	-0.1046980107	0.0885678037	-0.0319122895	-0.2027070318	0.0004435905	-0.0337670735	0.0043837759	0.0218943954	-0.0759287914	0.1619149468	-0.0230718974	0.1251607167	-0.0592445454	0.0916372385	-0.1526392553	0.0886614741	0.0126204063	-0.0798712412	0.033001863	0.0100165167	0.0495491047	0.0698305844	-0.1103621465	-0.2690828194	0.0545124831	0.0327116595	-0.0155678578	-0.0147222132	0.1492726378	0.1547718027	0.1505910958	-0.0554936616054675	-0.0170389659710963	0.0030795464783821	0.0002903263613641	0.0210508382067473	-0.0312733071069998	0.0004431377892066	0.0009780197374087	0.0408021605317117	0.0088654195953666	7.859566460191014e-05	0.0016648163040555	0.0029020494658579	-0.0004093922344623	8.421891102286122e-06	1.6760200163803484e-07	0.0044400050787749	-0.0001893706712207	1.9713645099546907e-05	3.586125111861624e-08	-1.2942861745750224e-05	0.000382725248991	1.4647861621526104e-07	1.6751767016960454e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.4085958013599	-0.2315822332711832	0.0536303307668687	754133.4892616896	1069.5691244282248	2.530957771070007	1143978.1119301594	6.405747238939657	797.9411442163324	0.9481533187220066	636710.0696332698	0.8989947158035551	841.5102000097086	690.5400124525823	0.929369	17.451639	0.0963651552411072	0.0511291102140529	-0.0369910634	0.0972986398	0.0944981957	-0.0920546983	-0.0185862038	0.1410012953	-0.0739242905	-0.044632614	0.0112414701	-0.0759542393	0.1148691879	-0.1211858592	0.0307623139	-0.0611027387	-0.0694457183	0.2230077162	-0.0546224504	0.1152958874	0.057858477	-0.0497234052	0.002494936	-0.1146183448	-0.0448460742	-0.2054103381	0.0382018986	-0.05913952	-0.0453955553	-0.087122173	-0.0406434337	-0.0183242105	0.0306934191	-0.0446933366	0.1533566449	-0.0535916301	0.1384840369	-0.0856858314	-0.0636396498	-0.0412064264	0.072871509	0.1538377965	0.0048072493	-0.1263979742	-0.084306495	-0.0822456337	-0.0003506865	-0.1208375519	-0.0269668543	-0.0316141708	-0.049965881	-0.0613006653	0.0045590849	0.1072865232	0.1538585052	0.1469813818	-0.0561374883956631	-0.0006438267901955	0.0031514176033732	4.145129357735648e-07	-0.0191948984796255	-0.0402457366863727	0.0003684441276431	0.0016197193214288	0.0574748053250431	0.0166726447933314	0.0002779770844046	0.0033033532471516	0.0027438799878429	-0.0001581694780149	7.528877387684754e-06	2.5017583775537456e-08	0.0042169615556615	-0.0002230435231133	1.778276476192706e-05	4.9748413202837735e-08	-0.0004077888000415	-0.0003948459382957	1.5590331498865102e-07	1.6629170543928649e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.5804691252775	-0.82812667608232	0.6857937916391518	752695.8704076366	1067.9013467103373	-1.6677777178874749	1140413.286305752	2.7814825162819536	798.1130885021694	0.1719442858369575	636984.5020384716	0.0295648374319813	841.6104007679518	689.9012133582299	0.835476	15.688527	0.1317255754597587	0.0769505940052193	-0.0353361142	0.0878882809	0.0763380014	-0.0147368279	0.0035015731	0.1259392426	-0.180918458	-0.0228747155	0.0071877583	-0.0157748239	0.0814786101	-0.1069389978	0.1356635262	-0.0520340207	0.0702058908	0.1982769634	0.0838869736	0.1795142031	-0.0582752433	-0.0382973643	0.0099073504	-0.0510186378	0.0180408714	-0.14206621	-0.075742776	-0.1568809696	0.0861887572	-0.0901632274	-0.0417559042	-0.0438543544	0.064463031	-0.0074717025	0.1851470528	-0.0429128696	0.1045223535	-0.0138770403	-0.0670574107	0.0546477849	-0.0195578435	0.1117773875	0.0220475109	-0.0798623167	0.0079476072	-0.0738456692	-0.2101627095	-0.0071125283	0.2000359604	0.0446715451	-0.0532123672	-0.0879840576	-0.029280021	-0.0280115672	0.152719399	0.1425091225	-0.0344287287010161	0.021708759694647	0.0011853373599681	0.0004712702474799	0.0107949722357574	0.0299898707153829	0.0001165314255707	0.0008993923455253	0.1207526019040869	0.0632777965790438	0.0040040795398988	0.0145811908666068	0.0024649056387767	-0.0002789743490662	6.07575980807317e-06	7.782668743691022e-08	0.0042620042056533	4.5042649991799445e-05	1.816467984900641e-05	2.0288403182837507e-09	-0.0004187547703972	-1.0965970355700022e-05	1.2025250584209167e-10	1.7535555773041168e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.2273655042045	0.6468963789269537	0.4184749250688049	753818.7582103715	1068.4245239522031	0.5231772418658238	1141530.9633824918	0.2737144264063307	797.9736228719208	-0.1394656302485373	636761.9027993386	0.0194506620206217	839.8058692721795	685.899394306215	0.878144	16.489735	0.11182490690408	0.0626004000765439	-0.0555585407	0.1593525362	0.0960935512	-0.0413153483	0.0243010428	0.1400206741	-0.2400590224	-0.0334726035	0.0576146759	0.0703563351	-0.0557086009	0.0283600796	0.165399613	-0.0892933531	-0.1494165815	0.1882711223	-0.0238935825	-0.0376249274	0.048768159	-0.0583265904	0.026437214	-0.108312756	0.1579367979	-0.0494348051	-0.1252658148	-0.0498753298	-0.0252068045	-0.1926131605	-0.0629587723	-0.0696773188	0.0566562104	0.0072386506	0.1673624654	-0.0417067043	0.0811182173	0.0468816277	-0.1739041646	-0.0247981067	0.0144783819	-0.0060049527	-0.0870356212	-0.0751828488	0.0901570441	-0.0217519316	-0.3281972056	0.0715310934	0.2097591277	-0.1081176978	0.0322506849	-0.0789575676	0.0968978768	-0.036377024	0.1513561561	0.1372005631	-0.0381528484089983	-0.0037241197079821	0.00145563984172	1.3869067599381415e-05	0.043421023200878	0.0326260509651206	0.0018853852558111	0.0010644592015786	0.1430059880430292	0.0222533861389422	0.0004952131946488	0.020450712616163	0.0016378599842233	-0.0008270456545533	2.6825853279199487e-06	6.840045147156614e-07	0.0040276685029958	-0.0002343357026574	1.622211357002443e-05	5.491322153998401e-08	-0.000421800415027	-3.0456446298000287e-06	9.275951211029754e-12	1.779155901169495e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.3010378293569	0.0736723251524154	0.0054276114933632	753946.6922955383	1068.0114068365715	-0.4131171156316213	1140648.365133033	0.1706657512277904	796.2670994861119	-1.706523385808964	634041.2937240256	2.9122220663128906	840.2557436529556	693.5124561470096	1.018937	19.133541	0.1742260245931952	0.0952357799795475	-0.0470509675	0.0126327482	-0.0018301689	0.0251175068	0.0380825018	0.0221178101	-0.150439616	-0.0629939631	0.0978500398	0.0540444932	-0.0967859967	0.0610632233	0.0483318416	-0.0021009457	0.0230466041	-0.0091759964	-0.1877634664	0.0428865624	-0.0487496238	-0.0612150112	0.0788825859	-0.0499202168	0.0795128734	0.0576835791	-0.0782504463	0.0203800968	-0.034395276	0.1282492966	-0.0586986279	-0.0508785637	0.0483743275	-0.0202507845	0.1343635245	0.0322861394	-0.0287642773	0.0331562822	-0.0705187217	-0.121067263	0.0476969943	-0.0918217493	0.1766596424	-0.1645892999	0.0564554886	0.0269905718	-0.150101399	0.0244225618	0.2497834444	-0.061625702	0.1075883851	0.0870528211	0.0071678436	0.1395388029	0.1497707771	0.1310868562	-0.0378619518964455	0.0002908965125527	0.0014335274014087	8.462078101537996e-08	-0.0380093685042766	-0.0814303917051545	0.0014447120940938	0.0066309086932549	0.1157531516012113	-0.0272528364418178	0.0007427170941244	0.013398792105613	0.0008980887820797	-0.0007397712021436	8.065634604973988e-07	5.472614315209873e-07	0.003637736745548	-0.0003899317574478	1.3233128629910156e-05	1.5204677546633014e-07	-0.000597135454109	-0.000175335039082	3.074237592988646e-08	3.565707505539617e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.0625902852031	-0.2384475441538143	0.0568572313129852	753532.6606526563	1070.1600971965047	2.148690359933198	1145242.6336316324	4.616870262869856	797.9771555549547	1.710056068842846	636767.5407875763	2.924291758586248	840.6053273799325	691.6734184136911	1.211867	22.756374	0.1251599389810984	0.0643514795494909	-0.1431657269	-0.046956514	-0.1689896115	0.0606664426	0.127534858	-0.1431902502	-0.0780422425	-0.1129348451	-0.0083460208	0.1470184408	7.7118e-05	0.1009638172	0.0217462659	-0.0415269463	0.1321016851	-0.0611399663	0.139152522	0.2003320407	-0.0663433254	-0.1189709371	0.044374471	0.1479302723	0.0714700444	0.0865314393	-0.0586563149	-0.029830143	0.0990485855	-0.0702481019	-0.1027861015	-0.1229565431	0.0195002123	0.0263557823	0.0602862236	0.0778333398	0.0141984728	-0.0622107958	-0.0152222209	0.1591470614	-0.0739336014	-0.0280839487	0.187273514	-0.2651195402	0.0776928228	0.0002937975	-0.1163706831	0.024795759	0.1815252299	-0.0542587991	0.0004334135	0.0631614623	0.1985229992	-0.090303253	0.1479655889	0.1242038795	-0.018908233691306	0.0189537182051395	0.000357521301325	0.0003592434337998	0.0020659526225301	0.0400753211268067	4.2681602385389984e-06	0.0016060313634166	0.1152590182881141	-0.0004941333130971	2.441677311124103e-07	0.0132846412967398	0.0003592929333124	-0.0005387958487672	1.2909141192822874e-07	2.903009666488752e-07	0.0029179074500094	-0.0007198292955386	8.514183886820359e-06	5.181542147155973e-07	-0.0005430252716938	5.411018241520003e-05	2.927911841006223e-09	2.948764456981253e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.1978498863865	-0.8647403988165934	0.747775957345481	752032.1108475717	1061.2106520087173	-8.949445187787433	1126168.0479367669	80.09256916921163	796.5245236076827	-1.4526319472720388	634451.3167084459	2.1101395742353555	840.8477086168383	693.1128602741145	1.67741	31.498299	0.4460221769333284	0.2664793693841956	0.0252014304	-0.0745941935	-0.1190147766	0.1598202333	0.011520015	-0.0800909445	0.0411211847	0.0342898898	0.1245171559	0.034418882	0.0594427074	0.1033908086	0.0044212609	0.0829801017	0.0570412422	-0.0866106539	0.0418520759	-0.0973429879	0.1607288127	0.0251372279	0.1282328355	0.1121739205	-0.0002102465	0.016791922	-0.0042904126	0.0421502722	0.021276595	0.0935707868	0.0094727198	0.0051383697	0.0353757834	-0.0104080618	-0.0335898215	0.0207817688	0.0659604282	0.0114315143	0.22246266	0.1826057055	-0.0621899625	-0.0468465743	-0.1513818372	0.2981472718	0.0572850571	0.2027519274	0.0830065776	-0.0344224496	0.2237976531	-0.0859594708	0.3666379424	0.3683993945	0.213302012	-0.1371517229	0.1459432408	0.1165920251	-0.0168177951713772	0.0020904385199287	0.0002828382344263	4.369933205602104e-06	0.1058766570219233	0.1038107043993931	0.0112098665021379	0.0107766623478981	-0.0282003171635523	-0.1434593354516664	0.0205805809282337	0.0007952578881249	0.0036760194072256	0.0033167264739132	1.3513118682299253e-05	1.100067450275669e-05	0.0025470604568371	-0.0003708469931722	6.487516970783217e-06	1.3752749234493577e-07	-0.0007886857758551	-0.0002456605041613	6.034908330478411e-08	6.220252530361611e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
