global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
862.0001246701046	n/a	n/a	743044.2149312758	1094.2748036249448	n/a	1197437.345848411	n/a	799.1161682128907	n/a	638586.650299253	n/a	846.3396168263753	636.4791636483254	n/a	n/a	n/a	n/a	-0.1346792791	0.0213850914	-0.3812957724	-0.1560840639	-0.0199998401	0.1966759395	-0.2677652963	-0.1067457101	-0.0108469086	0.0859328202	-0.0759821254	0.2084832951	-0.0228051148	0.126099957	-0.086865791	0.1603478327	-0.1186190957	0.1792062387	-0.1806298422	0.0761227947	-0.0318726212	-0.1157945401	0.067769428	-0.1048511098	0.0191502668	-0.3067864447	0.0327004074	-0.0327313058	0.0875411975	-0.0055622495	0.3495983694	-0.0052005126	-0.1242738771	0.0449080192	-0.0651457591	0.0960728846	-0.0295380775	0.0069560709	-0.1040451042	0.0678373208	-0.1629710363	-0.0954738285	0.216967579	-0.4230844722	0.0540171095	-0.2220212716	0.108245351	-0.0078389338	0.1652412458	-0.1169547472	0.0276419583	-0.0691938886	0.146418255	-0.06971	0.0288342108	-0.0344733892	0.1561451084	0.1560591586	-0.0123917684709908	n/a	0.0001535559258386	n/a	-0.0940379694150408	n/a	0.0088431396917041	n/a	0.0935651027204969	n/a	n/a	0.0087544284470971	0.0150255395414891	n/a	0.0002257668385128	n/a	0.0041854094940829	n/a	1.7517652633159275e-05	n/a	-0.0021090732673866	n/a	n/a	4.44819004720479e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.9291665208402	5.929041850735644	35.153537267774745	753301.0380975604	1075.5307958811402	-18.74400774380456	1156766.4928887188	351.3378262998053	807.0176093429816	7.901441130090916	651277.4217896613	62.43277193229241	850.6928094482422	656.495455608433	1.552956	30.743624	0.4270690247117667	0.2515312561874337	-0.1571286783	0.0037102389	0.0312984989	-0.1145224238	0.0774206648	0.1505591469	-0.2353977054	-0.2860918931	0.3327822067	-0.1972639522	0.1934541916	0.0699545343	0.1950355461	-0.0598974464	-0.0820966136	0.152569646	-0.1859438295	-0.0574296813	-0.1682011447	-0.0577468392	0.1540842137	-0.2156399081	0.0540763314	0.2115383393	0.3696441796	-0.0695407749	-0.3758930771	0.0447734627	-0.125760866	-0.1479937649	0.2979840532	-0.0919165645	-0.1534113852	0.040842245	-0.002239521	-0.0430326805	0.1803075489	-0.3210132923	-0.1784789267	-0.0860941215	0.0589025513	-0.2081077365	0.0164357714	-0.1249454646	-0.0346050206	-0.4305166788	-0.2883730902	-0.0566263781	-0.1032244525	0.0243866147	-0.4409340954	-0.1132697472	-0.0541895676	0.0808119398	-0.0639345143	-0.0817218668	0.155915944	0.1551433414	-0.0227517089004862	-0.0103599404294953	0.0005176402578924	0.0001073283657026	-0.120937806011895	-0.0268998365968541	0.0146259529229707	0.0007236012089374	-0.0987262148608252	-0.1922913175813221	0.0369759508171608	0.0097468655007458	0.0158965965532076	0.0008710570117185	0.0002527017819754	7.587403176639646e-07	0.0015051623016077	-0.0026802471924752	2.265513554180989e-06	7.183725012771192e-06	-0.0025081276652748	-0.0003990543978881	1.5924441247391356e-07	6.290704385316818e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.1263858255744	-3.802780695265824	14.461141016286422	746714.4106799695	1069.7458221806205	-5.784973700519686	1144356.1240728917	33.46592071570443	801.7587655489561	-5.258843794025438	642817.118134586	27.655438049959866	846.4994689178467	680.9548770982658	1.567799	31.037466	0.3393595682226973	0.2465414184971406	-0.1694685728	-0.031012904	0.0423778198	-0.0685441074	0.2145683974	0.1411138188	-0.031105185	-0.1811616501	-0.0125195427	-0.2560262064	-0.0504099067	-0.1701810229	0.2291613225	-0.3311355526	-0.0983011292	-0.1294071435	0.0987979907	-0.123046189	0.4009198243	-0.2843293641	0.0462328662	-0.1700297269	-0.0557643396	0.2737763976	0.0294403545	0.0009139109	-0.0901635563	-0.2910357009	0.2724768335	-0.0395377632	-0.0989136799	-0.0533193277	-0.1579729717	0.0372338609	0.0837021883	-0.1180719074	0.0544951333	-0.1683700927	-0.6639564473	-0.1320841883	0.0656074512	0.0987269078	-0.0663272484	0.3711713839	0.1025964356	0.1902397536	0.0525399957	0.2391487087	0.0119305148	0.0710723084	0.0571161579	0.0002903112	0.1477421802	-0.0629215896	-0.0918546823	0.1011179411	0.1554579513	0.1533170814	-0.039612860376522	-0.0168611514760358	0.0015691787072098	0.0002842984290978	-0.3592466465846513	-0.2383088405727562	0.1290581530823173	0.0567911034951313	-0.042150054799265	0.0565761600615601	0.0032008618873112	0.001776627119581	0.0159323345390442	3.5737985836600816e-05	0.000253839283864	1.2772036316570803e-09	0.0012113302094689	-0.0002938320921388	1.467320876371969e-06	8.633729837066426e-08	-0.0027308259095463	-0.0002226982442715	4.959450800160871e-08	7.457410148249377e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
859.1258222533078	-5.000563572266628	25.005636040279985	738097.1784624222	1072.1869531546529	2.441130974032376	1149584.862515058	5.9591204323802565	798.868109230917	-2.8906563180391918	638190.2559461803	8.355893949019894	844.1203131612142	651.2120973600056	1.440131	28.51004	0.7151015431209832	0.4291892357785283	-0.1133260449	0.055634223	-0.0080210637	-0.086457605	-0.113908634	0.0884982032	-0.0611922377	-0.0658602064	-0.0108479006	0.0751432333	-0.1278225085	0.003140297	0.0104112017	-0.1694974852	-0.0169954259	-0.0113368025	-0.2611189667	0.0059290701	0.0911046678	-0.0400393192	-0.2110223105	-0.08254397	-0.0031198771	-0.0420482329	-0.08269888	-0.0932201343	-0.0506372215	-0.1202410728	0.0098625774	-0.0348725517	0.0261383118	-0.2109387497	-0.0979127975	0.0871359737	-0.0292672818	0.0328123533	0.1168154782	0.096028984	-0.1085971659	-0.2202107563	0.0464885753	-0.0544813965	0.2785287966	-0.0877469525	-0.1540664281	0.1402015482	0.1320755205	0.0591246919	0.1108465295	-0.140775375	0.1613582198	-0.0765637165	-0.1045659717	-0.1499798611	0.2717395665	-0.159801845	0.1547718027	0.1505910958	0.0295574432055474	0.0691703035820694	0.0008736424488491	0.0047845308976356	0.0297403612983515	0.3889870078830028	0.0008844890901564	0.1513108923017712	0.0601151047597809	0.1022651595590459	0.0104581628596371	0.0036138258202794	0.0138224796307116	-0.0021098549083326	0.0001910609431414	4.4514877342151695e-06	0.0011022207838373	-0.0001091094256315	1.2148906563229122e-06	1.1904866761657625e-08	-0.0018562088015732	0.000874617107973	7.649550855592292e-07	3.4455111150378154e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
859.1042290536673	-0.0215931996405061	0.0004662662707147	738060.076377896	1066.8470591186028	-5.339894036050055	1138162.6475500118	28.514468316242944	798.7397658051037	-0.1283434258132274	637985.213478392	0.0164720349494754	841.010740331014	638.3218185502922	1.361257	26.948584	0.3436091164517996	0.1891122043360648	-0.0421617521	0.0764543101	-0.021500466	-0.0345686441	-0.0005363126	0.0769632737	0.1879038362	0.0099734752	0.0368655854	0.0334650176	-0.0991449618	-0.1141349957	-0.0973436838	-0.0571549257	0.0090395122	0.0127449528	-0.3149533876	0.0879207766	0.1191966111	0.0060863559	0.0304097002	-0.0211735818	0.0688540279	-0.053227881	0.002680431	0.0435931306	0.0684316695	-0.2183997516	-0.2141080928	-0.0634229685	0.1046820776	-0.087289622	-0.0259054985	0.0923579295	0.030694155	0.0425230753	0.2337248746	0.1450470583	-0.0056201542	-0.1712728332	-0.1068539998	0.0774663104	-0.0973432166	-0.1295364025	0.0603393006	-0.0288275162	-0.145969442	-0.2360424393	0.1744001826	0.1415142965	0.1337963943	0.0542596624	-0.1428675582	-0.0122933305	-0.0248232678	0.0320558295	0.1538585052	0.1469813818	0.0387293015780585	0.009171858372511	0.0014999588007242	8.41229860054019e-05	-0.0662030139087761	-0.0959433752071276	0.0043828390506056	0.0092051312461356	0.0209365031738499	-0.039178601585931	0.0015349628222291	0.0004383371651486	0.0107705534578095	-0.003051926172902	0.0001160048217875	9.314253364844852e-06	0.0004073067325374	-0.0006949140512999	1.658987743702931e-07	4.829055386940402e-07	-0.0016167434000506	0.0002394654015226	5.7343678526380046e-08	2.6138592216071742e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
860.0995104788921	0.995281425224789	0.9905851153974872	739771.1679260298	1060.7757629518085	-6.071296166794355	1125245.2192659914	36.86063714493182	798.1358294377561	-0.6039363673476146	637020.8022322949	0.3647391358050328	838.5035209910075	631.1803637755202	1.233833	24.425985	0.1461522400759552	0.0666078381936408	-0.0386635203	0.0916525498	0.0938464089	-0.055739699	-0.1724438694	-0.1971986507	0.0507272588	0.0022485873	-0.0111910035	0.197981471	0.013438583	0.0913354177	0.0840379067	-0.021834134	-0.1345193846	0.1727707957	-0.009317089	0.2137921426	-0.0664142641	0.0267982234	-0.0372526043	-0.0001022397	0.034744053	-0.2049775556	-0.0939179271	0.0368392917	-0.0552799899	0.1895417154	0.0310805871	0.0701494219	0.0366708629	0.015615394	-0.0267816634	0.08665845	0.0616403877	0.068980934	0.0388229328	0.0997042176	-0.0392737166	0.2061230993	-0.0661144212	-0.0867464992	0.0482939327	0.0293688816	-0.014405845	-0.1114061105	-0.0850490623	-0.0027535399	0.027728214	-0.1044894632	0.1347541797	-0.0753509743	-0.1811359655	0.0165936271	0.1711822439	0.0801331018	0.152719399	0.1425091225	0.0001442662813673	-0.0385850352966911	2.081275993954897e-08	0.0014888049488469	-0.0444268258099072	0.0217761880988689	0.0019737428515438	0.0004742023681173	-0.0002409029776302	-0.0211774061514801	0.0004484825313047	5.803424463109665e-08	0.0099071878297521	-0.0008633656280574	9.815237069398812e-05	7.454002077109502e-07	0.0006108904421215	0.0002035837095841	3.731871322754018e-07	4.1446326808023167e-08	-0.0018420662729874	-0.0002253228729368	5.0770397068493375e-08	3.393208154077691e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.1540826890265	4.054572210134438	16.439555807194463	746762.2786281129	1064.1724422315838	3.3966792797752987	1132462.9868051335	11.537430129654842	799.0084218509862	0.8725924132301088	638414.4581888035	0.761417519626745	839.8993263498942	647.3321333615039	1.21771	24.106802	0.5138961294449731	0.2767097260594204	-0.0584805384	0.0625519001	0.0678537034	-0.0847798865	-0.0682019928	-0.2430836135	0.061638143	-0.0344232154	0.0487914659	0.1360518005	-0.0045108877	0.0795200787	0.0227181768	0.2292119193	0.2379668133	0.0768566446	0.1319020862	-0.1177015227	-0.0556926764	-0.1118740321	0.0861355869	-0.0279732629	0.0708892945	-0.0525515607	-0.0770806147	0.1028825653	0.0063955932	0.2980948237	-0.0271437157	-0.0416191993	0.062318736	0.0644092793	-0.0501437407	0.0492289419	0.1345909136	0.1066301044	-0.3780225703	-0.2449901564	0.1963638847	-0.0191377482	-0.1028906942	-0.0486608639	0.0627574989	-0.0196469097	-0.0501427092	0.1194946067	-0.1903977865	-0.0377354142	-0.0919673979	-0.0230143743	-0.0419209487	-0.0089964464	-0.0854717088	0.0311873205	-0.1173777004	0.0648491226	0.1513561561	0.1372005631	-0.1348149801407174	-0.1349592464220847	0.018175078870342	0.0182139981948169	0.0483521703551588	0.0927789961650659	0.0023379323780542	0.0086079421293973	0.0158095657952372	0.0160504687728674	0.0002576175478287	0.0002499423706339	0.0102222585262105	0.0003150706964584	0.0001044945693766	9.92695437667814e-08	0.0022827049301454	0.0016718144880239	5.210741798110115e-06	2.7949636823666146e-06	-0.0052573294502042	-0.0034152631772168	1.1664022569652992e-05	2.76395129479844e-05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
862.6399563510867	-1.5141263379398424	2.292578567243118	744147.6942934047	1062.6229199861225	-1.5495222454612758	1129167.4700798334	2.401019189179354	796.824459088435	-2.183962762551232	634929.218601577	4.769693348210409	839.6152748362223	656.1292706577444	0.985894	19.517582	0.2504005688011998	0.1625558647164233	-0.0706495388	0.0695883319	0.0625029632	-0.0641743177	0.0347676668	-0.0514356072	0.0785592448	-0.0406988033	-0.1217784994	0.1215791269	-0.0694836227	0.023149614	0.0598798988	0.3299602142	0.2910141182	-0.0978764636	0.068186682	0.1881899424	0.1967077136	-0.1364316703	0.0509863449	-0.0452952148	-0.034689334	-0.0766194613	-0.1510563156	0.1054461754	0.1065868801	0.0975029213	0.075495544	0.0172952226	0.0484339005	0.2804376439	-0.0687796416	0.0627731809	0.1681479241	0.0671646664	-0.3952213869	-0.3031621096	0.071815706	0.0667613843	-0.0991709397	0.0811349657	-0.0599195012	0.0935123683	-0.0001409733	0.0194030284	0.0121224995	0.0240904684	-0.0402034091	0.004466372	0.118742585	0.0894771158	-0.0362788618	0.171219873	0.0870007345	0.0592528153	0.1497707771	0.1310868562	-0.1344066759855451	0.0004083041551723	0.0180651545494833	1.6671228313098005e-07	-0.0934172262676753	-0.1417693966228341	0.008726778163546	0.0200985618188024	-0.0531203549216812	-0.0689299207169183	0.0047513339700406	0.0028217721070053	0.0103104436880139	8.818516180339984e-05	0.0001063052490437	7.776622762291812e-09	0.0015919853981998	-0.0006907195319456	2.5344175080813755e-06	4.770934718111487e-07	-0.0052503751978277	6.954252376499895e-06	4.8361626116054425e-11	2.7566439717964263e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.7146821681581	-0.9252741829285468	0.85613231359409	742552.1934641697	1067.707601508631	5.08468152250839	1139999.5223193134	25.85398618533824	797.5584388607838	0.7339797723487891	636099.4633980506	0.5387263062171802	840.719372660319	654.0073065708929	1.150811	22.782415	0.2571756421907921	0.1360416569534844	-0.0121186147	0.0528178055	0.0906915914	0.0235910902	-0.0662389298	0.0527369317	0.0336189508	0.023719466	-0.1327175504	-0.0637073197	-0.1448163232	0.0207139566	0.0344933747	0.2645916404	0.0486983962	-0.1600844377	-0.0129647417	-0.1424438631	-0.0882939958	0.0234053094	0.2486130199	0.0064761533	-0.0792370464	0.0029240656	-0.1831881721	0.0171971114	0.0004692858	-0.0417222177	-0.032246737	-0.115621487	-0.0888618673	0.133685295	-0.0124287168	0.0400384764	0.1398864423	0.0828713084	-0.3042784578	-0.1391187952	0.1346034107	-0.0501203339	0.0756584444	0.1614743971	0.0329789798	-0.0546240037	0.0144002323	0.1168621241	0.0198948695	0.0146921224	-0.1296448442	0.1390790864	0.0755772976	-0.0577146526	-0.0250815469	-0.1323943611	0.0712469108	-0.1637322077	0.1479655889	0.1242038795	-0.1090109697570369	0.0253957062285081	0.0118833915273696	0.0006449418948446	0.0108155984558919	0.1042328247235672	0.000116977169959	0.0108644817498538	-0.0519596638932995	0.0011606910283816	1.347203663365764e-06	0.0026998066719046	0.0091200445093271	-0.0011903991786867	8.317521185210739e-05	1.4170502046182074e-06	0.0018550022168561	0.0002630168186563	3.4410332245410457e-06	6.917784689608106e-08	-0.0041760627909641	0.0010743124068636	1.1541471475410617e-06	1.743950043407487e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
859.2676964125834	-2.446985755574701	5.987739287985492	738340.9740981876	1066.8462096920862	-0.8613918165447103	1138160.8351343707	0.7419958616101958	798.4053122598617	0.8468733990779356	637451.0426447673	0.7171945540658163	841.3122733306885	628.4699961561391	1.189846	23.555195	0.5571430896722778	0.2805872349012338	0.0429476693	0.0398101854	-0.0117414821	0.0791677042	-0.119406826	0.0892347523	0.0833893384	0.0304818634	-0.0746784114	-0.0690174761	-0.1432345943	0.0568466275	-0.0082595334	-0.0348635564	-0.1277215459	-0.1268229437	-0.1562273743	0.1313700107	-0.0756010676	0.1527639277	0.0644446827	0.0340280002	-0.0597381366	-0.0243203092	-0.0987027898	-0.1164521483	0.0129319879	-0.1575968311	-0.0691255709	-0.0688385237	-0.0320517393	0.0450571744	0.0484922039	0.0251816013	0.060286779	0.0786064405	0.014556012	0.1512170432	0.0052966635	0.0648423231	0.0111755761	0.0348008361	-0.0812999564	-0.0615331372	-0.0583170102	-0.0764982129	0.1773820327	0.0622124444	-0.0394585731	0.1930211055	0.1053105067	-0.0812662518	-0.0079517318	-0.0546401307	-0.194967624	-0.0901023595	0.1459432408	0.1165920251	-0.0131412838515103	0.0958696859055266	0.0001726933412659	0.0091909966756243	-0.0438760489658562	-0.0546916474217481	0.0019251076728542	0.0029911762977048	-0.0123371956905415	0.039622468202758	0.0015699399864785	0.0001522063975067	0.0057420281253484	-0.0033780163839787	3.297088699229206e-05	1.1410994690428536e-05	0.00075222412572	-0.0011027780911361	5.658411353152183e-07	1.2161195182897803e-06	-0.001317671503234	0.0028583912877301	8.17040075377134e-06	1.736258190434949e-06	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
