global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
865.8403428116862	n/a	n/a	749679.4992402584	1108.9304822077518	n/a	1229726.814369517	n/a	799.9016054023816	n/a	639842.5783253075	n/a	847.5545330252022	675.1164361918235	n/a	n/a	n/a	n/a	-0.0067443716	0.004241557	-0.2153797828	0.1618175502	-0.3147989171	0.4192922533	-0.2053595107	-0.01793845	-0.078158077	0.0454548776	-0.1553511725	0.0695697648	-0.0662022775	0.0021453316	-0.0454580731	0.1461863268	-0.1131658161	0.1909549749	-0.0300723213	0.0355904994	-0.0076982589	0.049741396	-0.0306214288	-0.1339813249	0.0031404849	-0.1131778968	0.1927643362	-0.1568391519	0.0245214194	-0.1187685638	0.1430184657	-0.4058975339	0.1374875294	-0.0025070207	-0.0570200746	0.0286399947	-0.023378038	0.0508675495	-0.1514379723	0.2117055408	-0.1066282406	0.0065630465	-0.0384061683	0.0039158518	-0.0112092665	0.1678107	-0.0726963264	0.0745760277	-0.2454374885	0.1326940145	-0.2530556271	0.0330495949	-0.0229978931	0.1648977009	-0.0490781181	0.0963551044	-0.1903508815	0.1561451084	0.1560591586	0.0001070180538107	n/a	1.1452863841429882e-08	n/a	0.0033329440899763	n/a	1.1108516306907946e-05	n/a	-0.0624576855606378	n/a	n/a	0.0039009624855915	0.0057250427920862	n/a	3.277611497121815e-05	n/a	-0.0002031948623597	n/a	4.1288152089377435e-08	n/a	0.0001070825855646	n/a	n/a	1.1466680131199881e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.4310520979794	-0.4092907137068096	0.1675188883266295	748970.9059354155	1087.3935940851932	-21.536888122558597	1182424.8284575138	463.83755000360543	801.1932300950331	1.2916246926514532	641910.5919501126	1.6682943466669609	845.754737445174	675.5133736186019	1.084672	17.968304	0.1187996111730869	0.0702491237237838	-0.0098617589	-0.0245117486	-0.0033412005	-0.0300864151	-0.0025143401	-0.0208195984	0.0096445047	-0.0315513718	0.082475658	0.0384325361	-0.1260725336	0.0437277449	-0.1233974889	-0.0267501903	-0.0791393495	0.1579968615	-0.0773224251	0.0438625143	-0.0457901161	-0.1504462207	0.1163678929	0.0372040673	-0.0175944822	-0.0622550241	0.084482774	-0.1102994721	-0.0211577475	0.0303954475	-0.0145475251	0.0377368219	0.1129186789	-0.0538217326	-0.0306211416	-0.0050102491	-0.0539933334	0.0337467115	-0.0095710122	0.0707828179	-0.1615512909	0.1625168486	0.009690593	-0.0768209735	0.0125333693	-0.0504118036	0.068521755	0.096704214	-0.0225404551	-0.0876572871	-0.1425019789	0.1299961686	-0.2279242582	0.2187314521	-0.0505101305	0.0612497292	-0.0055140089	0.0757743441	-0.0180971199	0.155915944	0.1551433414	0.0002621437790963	0.0001551257252856	6.871936091888973e-08	2.4063990645383443e-08	0.068556701484141	0.0652237573941647	0.0047000213183856	0.0042541385286128	-0.0752773063056295	-0.0128196207449916	0.0001643426760454	0.0056666728446315	0.0052190606310532	-0.0005059821610329	2.723859387060943e-05	2.560179472836245e-07	-0.0004641051244644	-0.0002609102621047	2.1539356655411627e-07	6.807416487154328e-08	0.0001522123085998	4.51297230352e-05	2.036691901233861e-09	2.3168586889280748e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.7986206250429	-0.6324314729365597	0.3999695679607064	747876.6542349769	1088.2749542486472	0.8813601634540191	1184342.376044895	0.7767957377236954	801.0710574646984	-0.1221726303347168	641714.83910761	0.0149261516029033	846.5605206595701	680.5202851787639	1.058382	17.532785	0.211632787197601	0.1212914908450017	0.0099601843	-0.0326855245	-0.0300116016	0.0712413647	-0.0399172688	-0.0706647169	-0.0486348416	-0.0522119608	0.0579766002	-0.008709356	-0.0955754929	0.1475540863	0.0407458865	0.2322105624	-0.0770808329	0.0636258304	-0.03166337	-0.1405172347	0.0613578894	-0.0656086939	0.08935238	0.0453885984	-0.0504246243	-0.0604048515	0.075124241	-0.083622508	-0.0235885839	-0.0981761452	0.2259684343	0.1467650213	-0.0453295205	0.0827440819	0.0861750838	-0.0233646259	-0.0348547284	0.0142334286	0.027393192	0.2547167735	0.0069606953	0.0453207324	-0.0203356331	-0.0786864815	0.0318239117	-0.0850825193	0.0810281673	0.1274237715	0.1136639955	-0.13713126	-0.1397338806	0.1307229264	-0.0742139095	0.0245536351	-0.2034443673	-0.0650713382	0.0017668041	-0.0437016258	0.1394137737	0.1554579513	0.1533170814	0.0206204568325034	0.020358313053407	0.0004252032399811	0.0004144609103805	-0.0127079270443459	-0.0812646285284869	0.0001614914097644	0.0066039398498729	-0.0132849112691175	0.0619923950365119	0.0038430570423629	0.0001764888674283	0.0042755532336758	-0.0009435073973774	1.8280355453995588e-05	8.902062089058762e-07	-0.0004701536747775	-6.048550313099974e-06	2.2104447790678727e-07	3.65849608901018e-11	0.0001630053724932	1.07930638934e-05	1.1649022820701478e-10	2.6570751461646883e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.0505502107283	-0.7480704143146113	0.5596093447728342	746583.3533194623	1084.982846869797	-3.2921073788502326	1177187.7780016894	10.837970993880148	801.0843221423695	0.0132646776711453	641736.0911822997	0.0001759516737193	843.5316438100992	669.399574318513	1.154141	19.119091	0.1081016583030158	0.0859671957673793	0.0468935648	0.0071364424	-0.0206042737	0.078326531	-0.078356547	-0.0733386778	0.1506477139	-0.0757016942	0.0252089044	-0.0180577749	0.056877423	0.0477520634	-0.0591858891	0.0771649064	-0.1387191846	0.0028176765	-0.0230696938	-0.0244715227	0.1831382359	0.0233572982	-0.0813245099	0.0713395099	-0.0680637744	-0.0098078297	0.005463608	0.0174693043	-0.0733563781	-0.067952914	-0.0392748027	-0.1071073745	-0.0973193387	-0.0328344186	0.1226783903	-0.0543948209	-0.0199411285	0.0456621951	-0.0478802993	0.0531497858	-0.0173996427	0.0169534988	0.004973599	0.0987981049	-0.0981315013	-0.009485388	0.0423388	0.0274794721	-0.0171965044	-0.0576329335	-0.1728677032	0.0084926537	0.0972096893	-0.0870206733	-0.0824331964	0.110195053	-0.031494841	0.0105814228	0.0045293506	0.1547718027	0.1505910958	0.0189827645938009	-0.0016376922387024	0.0003603453516236	2.682035868706401e-06	-0.0120039855003426	0.0007039415440032	0.0001440956678924	4.95533697373748e-07	-0.0147152982929625	-0.0014303870238449	2.046007037984153e-06	0.0002165400038508	0.0026310675048015	-0.0016444857288742	6.922516214822391e-06	2.704333312471237e-06	-0.0002969325300021	0.0001732211447754	8.816892737344804e-08	3.0005564997300084e-08	0.0004318912487728	0.0002688858762796	7.229961446264837e-08	1.8653005076652865e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.7207639524191	0.6702137416908727	0.4491864595512798	747741.9996104554	1090.3582644853436	5.375417615546667	1188881.1449314903	28.895114541529413	801.1717985579111	0.0874764155415732	641876.250804518	0.007652123276002	845.7399080658588	676.2825007301499	0.928661	15.383872	0.1147101684110043	0.0695935018890366	0.0269644814	0.019976736	-0.064488925	0.013526882	-0.0592641979	-0.0439897774	-0.0435087231	-0.0566156824	-0.005517358	0.0422384125	-0.0077609159	-0.0138255001	-0.0376563499	-0.0192390323	-0.0821064886	-0.0770410929	0.0547149199	0.1098700378	0.1449650238	0.1717034744	0.0649258151	-0.0061248848	-0.043654007	-0.0145449047	0.0172599407	-0.0626812038	-0.0243575403	0.0204580761	-0.0421337364	0.0133961206	0.0508523261	0.0235268732	-0.0586251554	-0.0336212094	-0.0221823024	0.0184364535	-0.011957211	-0.0313101317	-0.0257056995	0.0965811	0.062879166	0.0435151766	-0.1199357651	-0.006181283	0.0916263416	0.0229188048	-0.1326849034	-0.0306468022	0.0092804984	0.1470305482	-0.0273325412	-0.2135331258	0.1587639425	-0.1068174477	0.1881668581	-0.0629613478	0.0875603159	0.1538585052	0.1469813818	0.0189025730072955	-8.019158650540009e-05	0.0003573072662961	6.430690546253066e-09	0.0451845575010025	0.0571885430013451	0.0020416442365614	0.0032705294506166	0.0007773776470614	0.0154926759400239	0.0002400230077825	6.043160061507186e-07	0.0033080486866489	0.0006769811818474	1.0943186113239512e-05	4.583035205755026e-07	-0.0003050410599783	-8.108529976199967e-06	9.30500482726848e-08	6.574825837493344e-11	0.0002780058029338	-0.0001538854458389	2.36807304410678e-08	7.728722646486687e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.8598433222194	0.1390793698002426	0.0193430711040326	747982.5485913338	1088.8689478889842	-1.4893165963594583	1185635.585676863	2.2180639241917217	800.9421562515802	-0.2296423063309021	641508.3376609307	0.0527355888569758	845.7844601322183	684.9830523521565	0.917505	15.199068	0.1017399543782765	0.0470750399594562	0.0073495757	0.0617278516	0.0209633934	-0.0297462521	0.0730579408	0.0170916008	0.0534608268	-0.0267758976	-0.0538744369	-0.0271137075	-0.0017247251	0.0304380235	0.0669847362	-0.0175598633	0.0582645214	-0.0952072037	0.206640271	-0.062562949	0.0536293833	0.1630906923	0.0144931605	-0.0449428276	-0.0096725132	0.0727002588	-0.0162108832	-0.0229421596	-0.0293080956	0.0814690611	0.0370129009	-0.0434911286	-0.0147957782	0.1851420077	-0.04759757	-0.0218413756	-0.0371931585	0.0122725287	0.0217053536	-0.0461673255	0.0377969032	0.0993388539	0.1416424773	-0.0803380639	-0.0660184214	-0.1001564789	0.0784119044	0.0461270009	-0.0533909552	-0.0458352138	0.0963397819	0.146042322	-0.0318846153	-0.1210729666	0.0220593074	-0.2359468933	0.1317370999	-0.0840306921	0.0340061346	0.152719399	0.1425091225	-0.0118591126388594	-0.0307616856461548	0.0001406385525811	0.0009462813037928	0.0671617001919173	0.0219771426909148	0.0045106939726689	0.0004829948008568	-0.0067800388089054	-0.0075574164559668	5.7114543488917786e-05	4.596892625026335e-05	0.0037451208843434	0.0004370721976944	1.4025930438345093e-05	1.9103210599749998e-07	-0.0005797621164349	-0.0002747210564566	3.3612411165307453e-07	7.54716588606304e-08	0.0003950867404875	0.0001170809375536	1.3707945938453392e-08	1.5609353250903717e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863.6195914244873	-1.240251897732037	1.538224769827919	745838.7986921985	1086.166492524694	-2.7024553642902447	1179757.649483396	7.303264995981119	801.1800187490519	0.237862497471724	641889.4224427311	0.0565785677034859	845.823428966148	677.25542985687	1.081306	17.91254	0.1928618837702742	0.0967456456448852	0.037420005	0.0374888162	0.0252466228	0.0280976827	0.0464912321	-0.0454231222	0.11289682	-0.0402826693	-0.0486234455	-0.0678283808	0.0898214786	0.0496617213	-0.0021510962	0.1317500085	0.1177405245	-0.1013796875	-0.0159222579	-0.0232022679	0.0619782247	0.1394965499	-0.027254168	0.0005350733	-0.0446063552	0.0556786836	-0.0458013471	0.0786208532	-0.0266678251	-0.1728998291	0.0408286165	-0.016574072	-0.0833819322	0.0883801651	-0.0037576933	-0.0473553839	-0.0199878178	0.0219022186	0.0275338329	0.1590572424	0.1070616092	-0.0261833576	0.0433119566	0.0792718354	-0.0226939102	-0.0485593763	0.1182086581	0.0460083751	0.0201917745	-0.041952657	0.0023613012	-0.0378591655	0.1315139885	-0.1387614466	-0.1370252275	0.0712677706	-0.0796158279	0.0029350528	-0.0429839641	0.1513561561	0.1372005631	-0.0004569479102087	0.0114021647286507	2.0880139264409818e-07	0.0001300093604992	-0.009318450181567	-0.0764801503734843	8.683351378634606e-05	0.0058492134011507	-0.0261499883705127	-0.0193699495616073	0.0003751949460192	0.0006838218917779	0.0028110021248885	-0.0009341187594548	7.901732946127662e-06	8.72577856765561e-07	-0.0001959997706681	0.0003837623457667	3.84159101019478e-08	1.4727353802843693e-07	7.754635785609063e-07	-0.0003943112769089	1.5548138309755805e-07	6.01343761674487e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.1787167603115	0.5591253358242056	0.3126211411605307	746804.8545014987	1087.0387436913663	0.8722511666724131	1181653.230286104	0.7608220977613858	801.2278270536256	0.0478083045736639	641966.0308450746	0.0022856339862082	844.4904421360553	668.5418686971648	0.959071	15.887639	0.0764243036137454	0.0398066161079898	0.0426818369	0.0307677434	-0.0465305649	-0.0203912329	-0.0300422006	-0.0961773548	0.1489718502	-0.0613134791	-0.0076282429	-0.0418012445	0.0769060157	-0.0205173446	-0.049800341	-0.029901136	-0.122719271	-0.0808033044	0.0076293221	0.1481767349	-0.0046008401	0.0341901798	-0.115163193	-0.1315137685	-0.0627362786	0.0535412758	0.0083785353	0.0287736025	-0.0763112989	-0.0231163703	-0.1002209556	-0.1231456885	-0.0561740118	-0.0003015683	0.0509540712	-0.04331388	-0.0148288506	0.0344784464	-0.0318495879	-0.0442457035	-0.0024218863	0.0434788852	0.0506661679	0.1122272099	-0.1128178931	0.0117082438	0.057112246	-0.0112794584	-0.1077518937	0.0255469339	0.005262677	-0.0264242411	0.0846835382	-0.0911239422	0.0446066385	0.0063981118	0.0291377075	-0.0106736596	-0.0015429956	0.1497707771	0.1310868562	0.0052989381016885	0.0057558860118972	2.8078745005526123e-05	3.3130223781953854e-05	0.0117928943741247	0.0211113445556916	0.0001390723577192	0.0004456888689491	-0.0191289857175931	0.0070210026529195	4.929447825230405e-05	0.0003659180945838	0.0025560657162535	-0.000254936408635	6.533471945806517e-06	6.499257244771185e-08	-0.000223773662529	-2.77738918609e-05	5.0074652041642785e-08	7.713890691009671e-10	0.0005687865709474	0.0005680111073688	3.226366180943748e-07	3.235181632901017e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.6828975725618	1.504180812250297	2.262559915941964	749406.8791496266	1089.83266411453	2.7939204231636268	1187735.2357709738	7.805991330970819	802.4311449365708	1.2033178829452709	643895.7423642159	1.4479739274158887	846.0522400053296	669.790149114257	0.7492609999999998	12.411995	0.1144777436048415	0.0523958876825586	0.0437295449	0.037258008	-0.0688971969	-0.0340042966	0.0016293416	-0.0812948542	0.0216961857	-0.0511715905	0.0629780129	-0.0634126565	0.0770613452	-0.1444243113	-0.0853027263	-0.1971592061	-0.1203993664	-0.1806816006	0.0188040936	0.0941859665	-0.0695811162	0.035914465	-0.0266530774	-0.0930906862	-0.0563228895	0.0281939906	0.0459622304	0.0197335246	-0.0437558853	0.0979207482	-0.1869753434	-0.0240363048	0.0929024973	0.0463249149	0.0191035622	-0.0478169981	-0.0074642409	0.0241581642	-0.0103249143	-0.0956038251	-0.0079937039	0.0405502519	0.0915270219	0.0387097862	-0.0830397885	0.0030199716	0.0303347169	-0.055835553	-0.0656417706	0.0163491868	0.01772481	0.0405502443	0.076112124	-0.1350731607	0.0913311	-0.0242951966	0.1593832461	0.0540757423	0.0307124833	0.1479655889	0.1242038795	0.0040688227876444	-0.0012301153140441	1.6555318877254347e-05	1.513183685845815e-06	0.0482593065344048	0.0364664121602801	0.0023289606671816	0.0013297992158434	-0.0332969626807155	-0.0141679769631223	0.0002007315712275	0.0011086877237609	0.0019950569558458	-0.0005610087604076	3.98025225706871e-06	3.147308292541841e-07	-0.0005522943753319	-0.0003285207128029	3.050290770232537e-07	1.0792585874052553e-07	0.0002060512608101	-0.0003627353101372	1.3157690522040317e-07	4.2457122081431855e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.0481096388181	0.3652120662562765	0.1333798533391789	750039.3282089704	1090.7689312794168	0.9362671648868854	1189776.8614444411	0.8765962040453263	802.5379628795636	0.106817942992734	644067.1818628798	0.0114100729451989	846.6442379743131	677.8614675454077	0.865615	14.339478	0.0677322641703374	0.0333763659264826	0.0372167013	0.0134671428	-0.0287279093	-0.0787960277	0.0502411536	-0.0747037137	0.0505522952	-0.0439385047	0.0432648259	-0.0861508013	0.1464315273	0.0056220948	-0.0368293006	-0.09031048	-0.047096437	-0.0081098561	0.1472972842	-0.0034277471	0.0034506383	0.1216481602	0.0096258149	-0.2090158981	-0.0440548266	0.0772156113	0.0577484948	0.0531093976	-0.1553527985	0.0901771178	-0.0186422922	0.0089927976	0.0881310535	0.1642672588	-0.034117506	-0.0385525558	-0.0071395916	0.024392785	0.0119496094	0.0114049583	-0.0237773051	0.0175813804	0.1420706265	-0.0689107579	-0.0685191073	-0.1479050972	-0.0089270585	-0.0994655179	-0.0245572525	-0.050362953	0.0797258746	0.0050611924	0.0820575813	-0.1679498029	0.0352921691	0.0522654113	0.1190325476	0.0433748537	0.0581909208	0.1459432408	0.1165920251	0.0129742857252921	0.0089054629376476	0.0001683320900815	7.930727013381677e-05	0.0751604442188522	0.0269011376844473	0.0056490923751751	0.0007236712087175	-0.0425958257753578	-0.0092988630946423	8.646885485290068e-05	0.0018144043734846	0.0021490184268934	0.0001539614710476	4.618280199127383e-06	2.3704134567140973e-08	-0.0003558889940744	0.0001964053812575	1.2665697610328832e-07	3.857507378690395e-08	0.0001038821040432	-0.0001021691567669	1.0438536594459388e-08	1.0791491540442232e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
