global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25
914.845346792402	n/a	836942.0085477103	n/a	1058.8215347366715	n/a	n/a	1121103.0424221205	885.7432686941964	n/a	n/a	784541.1380370795	894.7555670658936	905.4510485721794	n/a	n/a	n/a	n/a	-0.0392880108	-0.0461337062	0.0170795553	0.0763544878	0.0223983298	-0.0502564371	0.034338524	-0.013561799	-0.0662078371	-0.0415663333	0.0139929395	-0.0012367495	-0.0678365181	0.0251540518	-0.0204259583	0.0135748746	-0.0004401257	-0.0083670985	0.0543886173	-0.0286128864	0.0367394714	-0.0022149071	0.0421304304	0.0059670041	-0.0391857668	0.0434325273	-0.0451495915	0.0435734775	-0.0033578025	0.0226980409	-0.0672049765	0.0221911443	-0.1178483023	0.0174481144	-0.0110645703	0.0486930218	-0.0609616349	-0.0977387734	0.2154736352	0.2979812838	-0.1171444935	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.3728031275144303	n/a	n/a	0.1389821718845405	-2.380373074623378	n/a	5.666175974391955	n/a	-2.494210855154087	n/a	n/a	6.2210877899684816	-0.0056968168240654	n/a	n/a	3.2453721926954587e-05	-0.0045349786195802	n/a	n/a	2.0566031080049537e-05	-0.0005539230197453	n/a	n/a	3.068307118037521e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
912.9883308349728	-1.857015957429212	833547.6922408297	3.448508266146733	1044.7269328515135	-14.094601885158	198.65780230109945	1091454.3642253308	883.3935408682194	-2.349727825977084	5.521220856170992	780384.1480476904	892.5166288362263	906.6881423278488	0.874994	38.210209	0.0807464513248438	0.0508678188230582	-0.0413633003	-0.0854106327	-0.0253154751	0.0244737808	-0.0400331249	-0.0270947356	-0.0261940561	-0.0155408804	-0.0484087252	-0.0304991646	0.0048285718	-0.0124784249	-0.0486746216	0.0308603207	-0.006709201	0.0050534942	-0.016758044	-0.0289011098	0.0709796561	-0.0375380113	0.0040087603	-0.0356438057	0.0403383807	-0.0119489407	-0.0095438896	0.0126137086	-0.0095230339	-0.0363188564	-0.0306775272	0.0107138921	0.0027788744	0.0158588957	-0.0148018853	0.0053865123	-0.0126826713	0.0406901637	0.0060538238	-0.0145238853	-0.1020825228	-0.0925023753	0.0293956537	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.3767974162642105	0.0039942887497801	1.595434261662063e-05	0.1419762929033847	-2.3364500246740505	0.0439230499493277	5.458998717799371	0.0019292343168511	-2.491625303074521	0.0025855520795659	6.685079556147552e-06	6.208196650921199	-0.0054048799971652	0.0002919368269001	8.522711090055724e-08	2.921272778375649e-05	-0.0048400793244731	-0.0003051007048929	9.308644012614453e-08	2.3426367867191985e-05	-0.000546089340615	7.833679130300015e-06	6.136652871649801e-11	2.982135679333255e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
914.5844454642952	1.5961146293224149	836464.7078852323	2.547581909937029	1049.5749089993424	4.847976147828831	23.50287272991727	1101607.489600978	884.8097675114415	1.4162266432221031	2.005697904972146	782888.3246836511	893.3563238039719	911.0408597036354	0.55079	24.052513	0.0439879762107361	0.0254484411596765	-0.0438905066	-0.0634543419	-0.010163766	0.0514173551	-0.0091517074	0.0103468945	0.0169477409	-0.0608689466	-0.0616792895	-0.0108509383	0.0069275506	-0.0117917844	-0.0606258014	0.0059228872	-0.0110459151	9.24809e-05	-0.0217893767	-0.0203603396	0.0584345322	-0.0297448469	0.006013457	-0.0247200714	0.0368488799	-0.0149578217	-0.0235840626	0.0303701976	-0.0271813426	0.0083447959	-0.0169905032	0.0134393832	-0.0176556323	0.0138283864	-0.0440900657	0.0083508399	-0.0071554233	0.0544916319	-0.0248648529	-0.0614054004	0.0956406795	0.1364450799	-0.069501715	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.3863701341305159	0.0095727178663054	9.163692734788308e-05	0.1492818805480328	-2.357936399257256	-0.0214863745832056	5.559864062942275	0.0004616642927298	-2.4924221511090465	-0.0007968480345255	6.349667901271687e-07	6.212168179339047	-0.0054531957891244	-4.831579195919977e-05	2.334415752644673e-09	2.9737344314524083e-05	-0.0049463095878281	-0.0001062302633549	1.1284868852472618e-08	2.4465978538640187e-05	-0.0004579946813952	8.809465921979999e-05	7.760668983052692e-09	2.0975912818629082e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
912.7398321916752	-1.8446132726199949	833094.0012692874	3.4025981255258477	1046.6654302702475	-2.909478729094872	8.46506647505551	1095508.5229228025	884.8286503520187	0.0188828405772483	0.0003565616682657	782921.740483775	893.391899634427	903.0153062133688	0.499334	21.805496	0.0431574917629893	0.0228249726517748	-0.0348526154	-0.0785244046	-0.0316005228	0.0325959394	-0.0284977011	-0.0247477829	-0.0086247402	-0.0232298891	-0.0602012931	-0.026829093	0.0041971571	-0.0317178865	-0.0594213036	0.023752262	-0.0029086689	0.0232262698	-0.0287361558	-0.0279149671	0.074478152	-0.0392648297	0.000778231	-0.0312579633	0.0350977522	-0.0283520994	-0.0015350313	0.0103403085	-0.0160421249	-0.0293200804	-0.0273906742	0.0062697639	0.0003635404	0.0147452611	-0.0128150139	-0.005118649	-0.0157991622	0.0273080931	0.0020482575	-0.0113124679	-0.0824275296	-0.0657744892	0.0181523257	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.3730072875006982	-0.0133628466298176	0.000178565670052	0.1391344365286285	-2.3734560497519226	-0.0155196504946664	5.633293620104001	0.0002408595514765	-2.4996527826105464	-0.0072306315014998	5.228203191048168e-05	6.248264033612648	-0.0053131897692444	0.0001400060198799	1.9601685602638777e-08	2.822998552400336e-05	-0.0049463412553927	-3.166756460011577e-08	1.0028346477025056e-15	2.4466291814799832e-05	-0.0004571451060997	8.495752955000181e-07	7.217781827239431e-13	2.0898164803090601e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
913.856429433662	1.116597241986824	835133.5736172417	1.246789400812582	1055.505447771082	8.840017500834392	78.14590941505833	1114091.750274432	885.3691753925553	0.540525040536636	0.292167319447132	783878.5767352935	894.856801103243	908.2952581322928	0.480871	20.999235	0.2385771826636179	0.1528896524261578	-0.0329569801	-0.0332843187	-0.0152964798	0.0601485083	-0.0193316264	-0.019848132	-0.0331448662	-0.0090622429	-0.0674418608	-0.020442959	0.0023649692	-0.019941646	-0.0675143552	0.0246075848	-0.00506148	-7.90688e-05	-0.0327763892	-0.0239969499	0.0604495912	-0.041396186	-0.0063589517	-0.0292303556	0.015619563	-0.0335243567	-0.0144983694	0.0185402667	-0.0185375654	0.0084053116	-0.0097424262	-0.0021215934	-0.0015143385	0.0166844043	-0.0142656659	-6.16276e-05	-0.0036893352	0.0186781335	-0.0101053562	-0.0288606622	0.081560222	0.0635093672	-0.0565743305	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.3549918910850067	-0.0180153964156914	0.0003245545080145	0.1260192427361093	-2.3272496248121115	0.046206424939811	5.416090816188114	0.0021350337057183	-2.494253860662361	0.0053989219481853	2.914835820259765e-05	6.221302321429093	-0.0027449343232762	0.0025682554459682	6.595936035745318e-06	7.534664439099771e-06	-0.0041499134534657	0.000796427801927	6.342972436822731e-07	1.722178167125561e-05	-0.0004426995667963	1.444553930339998e-05	2.0867360576607357e-10	1.959829064416317e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
908.6736994376262	-5.182729996035846	825687.8920496614	26.86069021180972	1040.7382266557397	-14.76722111534218	218.070819469408	1083136.056422534	882.6636161152993	-2.705559277256043	7.320051002746242	779095.0592137364	891.2756175496515	895.5818907403132	0.515006	22.48987	0.1687726738889994	0.1024026717303751	-0.0159503723	-0.037019708	-0.0004666487	0.0168721864	-0.0291776613	-0.0096945087	-0.0539093164	-0.0183562506	-0.0436422188	-0.0235184046	-0.009267416	-0.0270329826	-0.0426085642	0.0242646124	-0.0017861446	0.0089349586	-0.0335324367	-0.0250519901	0.0661987787	-0.0454569019	-0.0147189901	-0.0258694874	0.0157672173	-0.0554370343	0.007307043	-0.0005413799	-0.0028511623	-0.0424490287	-0.0105182333	0.0009579419	0.0120699584	0.0004112939	0.0204294789	0.0082550471	1.26401e-05	0.0020826308	0.0262260208	0.0286339036	-0.0987104265	-0.1113182023	0.0109662495	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.3767710982176595	0.0217792071326527	0.0004743338633269	0.1419564604521412	-2.333245050369598	-0.0059954255574865	5.444032465074228	3.5945127615362975e-05	-2.517363213157686	-0.0231093524953251	0.0005340421727531	6.337117546959591	-0.0009802447356535	0.0017646895876227	3.1141293406639752e-06	9.608797417764002e-07	-0.0039870870683349	0.0001628263851308	2.6512431694763642e-08	1.5896863290483385e-05	-0.0008729573681135	-0.0004302578013172	1.8512177559431118e-07	7.620545665436487e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
911.9335417054192	3.259842267793033	831622.7844873895	10.626571610890023	1046.8617946298878	6.123567974148045	37.4980847340116	1095919.6170557092	883.7287449044145	1.0651287891151924	1.134499337401996	780976.4945703318	892.4876859578837	905.7303464440886	0.508546	22.207748	0.0292171329516016	0.017562922215757	-0.0232482343	-0.0203386192	0.0019648645	0.0387578616	-0.0091440084	-0.0264450032	0.0241070232	-0.0552591928	-0.0524865976	-0.014873499	-0.0036657875	-0.0076152827	-0.0519405735	0.0166922	-0.0039300769	-0.0001632155	-0.0258396709	-0.0208853855	0.0578652563	-0.0413895265	-0.0133357192	-0.0234589036	0.0003601921	-0.054940297	-0.0059696986	0.0057754135	-0.0087594791	0.0137412109	-0.0004690738	-0.0112317202	0.0091548288	-0.0011291891	0.000515765	-0.0028497677	0.0008575486	0.0098957228	-0.0031739519	-0.011577885	0.0651577712	0.0640821569	-0.0264543387	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.3766584799672046	-0.0001126182504548	1.2682870335519842e-08	0.141871610531205	-2.31904261112642	0.0142024392431778	5.377958632220045	0.0002017092804561	-2.52526699267802	-0.0079037795203338	6.246973070604849e-05	6.376973384309091	-0.0009527884854828	2.745625017070005e-05	7.538456734360665e-10	9.078058980686078e-07	-0.0040975981551705	-0.0001105110868356	1.2212700313585549e-08	1.6790310641256682e-05	-0.0008709587863671	1.9985817463999845e-06	3.994328997043212e-12	7.585692075500518e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
910.8881448223912	-1.0453968830280471	829717.2123779774	1.092854643044757	1045.6456265090098	-1.21616812087791	1.4790648982397068	1093374.7762374198	883.7970228992061	0.0682779947916287	0.0046618845727656	781097.1776854999	892.436784920953	896.2676464010632	0.527633	23.041281	0.079062526152567	0.0441118407898505	-0.0074260961	-0.0237306298	-0.0302505379	0.0263118104	-0.0216139925	-0.0370656293	-0.0049317053	-0.0623202621	-0.0531888597	-0.0342749464	-0.0199475797	-0.0412363534	-0.0503142605	0.0360415599	0.0140265774	0.0322759825	-0.0268905094	-0.0190822893	0.0704743682	-0.0476632854	-0.0184055723	-0.0217783881	-0.0003714299	-0.0869668842	0.0279876072	-0.0191153606	0.0057065861	-0.0307066343	0.0003393494	-0.0048318259	0.0069240992	0.0130279789	0.0167105687	-0.0148695858	0.0008719598	-0.0072006509	0.0054905845	0.0100773212	-0.1157499549	-0.116138993	0.0415435226	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.3761637215663427	-0.0004947584008618	2.44785875223408e-07	0.141499145422641	-2.2782672821816874	0.0407753289447327	5.1905018090595325	0.0016626274505511	-2.5382604113907874	-0.0129934187127673	0.0001688289298452	6.442765916033729	-0.0012790035746658	-0.000326215089183	1.0641628441067273e-07	1.6358501440078948e-06	-0.0041230471906215	-2.544903545100008e-05	6.476534053862587e-10	1.6999518136091843e-05	-0.000726642509117	0.0001443162772501	2.082718787932775e-08	5.280093360558494e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
919.0155200833044	8.127375260913254	844589.5261539865	66.05422863170479	1053.127839361603	7.482212852593193	55.98350917151077	1109078.2460384383	887.6435460230304	3.846523123824227	14.795740142114488	787911.0647963396	896.5200339020573	920.3800640883176	0.576699	25.183933	0.0609737606954403	0.0264858141249084	-0.0191667068	0.015969752	-0.0524596815	0.0639356979	-0.0112699509	-0.0264393387	0.0523449327	-0.0462896921	-0.0882084313	-0.0312178905	-0.0245229867	-0.0224379233	-0.0833135023	0.0377646662	0.0142527366	0.0130499505	-0.0383793274	-0.0129873562	0.0533180586	-0.0421119617	-0.0207792413	-0.0226990018	-0.0189407538	-0.0927223349	0.0184162821	-0.0120204863	0.0010631821	0.0406601788	0.0063071966	-0.0056010403	-0.0046380039	0.0196777377	-0.0064995723	-0.0086667821	-0.001951315	0.0093249366	0.0013823407	-0.0274982796	0.0684110565	0.1031268669	-0.0289830389	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.3824968777762194	0.0063331562098766	4.010886757869953e-05	0.1463038615085561	-2.2954369680500264	-0.017169685868339	5.2690308742906975	0.0002947981128174	-2.548746266972067	-0.0104858555812796	0.0001099531672714	6.496107533404048	-0.0010412031092045	0.0002378004654613	5.654906137361102e-08	1.084103914617118e-06	-0.0039555623115286	0.0001674848790928	2.8051184724763298e-08	1.564647320038548e-05	-0.0008610584252817	-0.0001344159161647	1.8067638518395665e-08	7.414216117486009e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
912.0173689299958	-6.9981511533086405	831775.681229992	48.97411956455505	1044.1232402552312	-9.00459910637187	81.08280506647309	1090193.340841083	884.6722057304828	-2.971340292547552	8.828863134116572	782644.9115920376	894.45010432155	902.224949594866	0.555816	24.272022	0.0736695489948695	0.033324952303772	0.0031222281	0.0059771362	-0.0548434768	0.0197870632	-0.0394050488	-0.0393397189	0.0149020613	-0.0227875512	-0.060037493	-0.0366292456	-0.0301077193	-0.0450135053	-0.0579212054	0.0494408098	0.0250276545	0.0336281792	-0.0448208012	-0.0132232332	0.0728240538	-0.045850495	-0.0293396679	-0.0194523268	-0.0054933152	-0.1155877541	0.0547656757	-0.0316274898	0.0095402256	-0.0159565876	0.0066242737	-0.0075023887	0.004975944	0.0112790937	0.0186356511	-0.0050909934	-3.99271e-05	-0.029132358	0.0116968058	0.0454251488	-0.0992140012	-0.1130676139	0.0711420169	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.3762398904184465	-0.0062569873577728	3.914989079532938e-05	0.1415564551420846	-2.2890281874389444	0.0064087806110819	5.23965004289002	4.107246892098013e-05	-2.554306104559452	-0.005559837587385	3.0911793998100134e-05	6.524479675789683	-0.0014388058532792	-0.0003976027440747	1.580879420957314e-07	2.0701622834304865e-06	-0.0036691984357515	0.0002863638757771	8.200426935008244e-08	1.3463017160921252e-05	-0.0004361461763609	0.0004249122489208	1.805504192829319e-07	1.902234871542333e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
