global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
831.7444369686815	n/a	n/a	691798.808428349	1183.8886156779963	n/a	n/a	1401592.2543319624	642.182625365908	n/a	412398.5243218502	n/a	728.9127925029054	796.5718614834185	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0076815732289077	n/a	n/a	5.900656727107146e-05	-0.0280342944263338	n/a	0.0007859216639823	n/a	-0.4135434247251908	n/a	n/a	0.1710181641334395	0.0007621499655989	n/a	n/a	5.808725700624046e-07	0.0006903357515295	n/a	4.765634498397996e-07	n/a	-0.0004327633947287	n/a	1.872841558171086e-07	n/a	0.0	0.0	0.0	0.0
657.2092337844617	-174.53520318421977	30462.53715055688	431923.9769715593	815.2844202181188	-368.6041954598775	135869.05291062355	664688.6858503942	534.2747873159556	-107.90783804995247	285449.5483615096	11644.101512614774	575.3506803661121	599.5682682545421	20.474658	318.590424	0.6813872312199691	0.4681138981877608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0154046500607876	-0.0230862232896953	0.0005329737057816	0.0002373032434953	0.0585313105566314	0.0865656049829652	0.0034259143154768	0.0074936039660667	0.0375289879167795	0.4510724126419703	0.2034663214466479	0.0014084249340577	-0.0001039926681781	-0.000866142633777	7.502030620461584e-07	1.0814475034800412e-08	-3.80200212468651e-05	-0.0007283557727763	1.4455220156120735e-09	5.30502131736656e-07	0.0003859980048247	0.0008187613995534	1.4899445972864918e-07	6.703702293986424e-07	1.0	0.0	0.0	0.0
628.3075245527735	-28.901709231688187	835.3087965130502	394770.3454096341	710.1267534581626	-105.1576667599562	11058.134878398	504280.0059770301	528.4174131483358	-5.85737416761981	279224.962518379	34.308832139499856	550.1630511655243	552.4680280106517	4.321283	67.240166	0.0869546791036854	0.0392643539180045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0262817984547893	-0.0108771483940016	0.0001183123571851	0.0006907329300181	0.0507731854536075	-0.0077581251030239	0.0025779163611064	6.01885051141696e-05	0.0520462095578011	0.0145172216410216	0.0002107497241745	0.0027088079293345	0.000511935050992	0.0006159277191701	3.793669552420817e-07	2.620774964341817e-07	0.0002201505187513	0.0002581705399981	4.8466250906466495e-08	6.665202772294418e-08	0.0005879434249692	0.0002019454201444	3.456774709645133e-07	4.0781952717338616e-08	0.0	1.0	0.0	0.0
620.4834464688261	-7.824078083947484	61.21619786370733	384999.7073418325	675.4528522026249	-34.67390125553777	1202.2794282787838	456236.555548661	527.5033387593537	-0.9140743889820442	278259.77240226546	0.8355319885928975	543.6394656172423	523.6602811857153	1.79422	27.918476	0.1070059221149193	0.0571529918234501	-0.019731946	-0.0628028742	-0.0055722472	-0.1011727055	0.0849530846	0.0129387088	-0.2003531414	0.2321095969	-0.2585296722	0.2723031577	-0.0528408066	-0.0474121838	0.0806209361	-0.0507068595	0.051430843	-0.0548173812	-0.0305087996	0.0728978774	-0.0098384445	0.0124394705	-0.0518879689	0.0664552564	-0.0287978244	0.129715487	-0.0174064052	0.0507749887	-0.0877253011	0.0203709583	0.0409746503	0.0269474651	-0.0877607405	0.0072092101	-0.1154488681	0.0872874172	-0.0257663525	0.010729526	-0.1127535388	0.1105443068	-0.055102622	0.0600182093	-0.0028171607	0.0134934056	-0.0277634097	0.1448528855	-0.1046836744	0.0189201814	0.033294557	-0.019876091	-0.0267677373	0.1028988358	-0.1294319745	0.0960279551	-0.0387488376	0.0512908732	-0.1216497977	0.105450931	-0.1061049739	-0.1113176461	0.0613103014	-0.193469272	0.0051001164	-0.0187097776	0.0156067863	-0.0176379227	0.1543144218	-0.1728682997	0.107526502	-0.052347635	-0.1922679011	0.0188497671	-0.0498838363	0.1223056936	-0.1007543152	0.1160640586	-0.0949604639	0.2493916433	-0.0407389712	0.0129296278	0.0183768029	-0.0797341478	0.0732752445	-0.0058070809	0.032854912	-0.0016473684	0.0488946966	-0.0291078279	0.034372944	0.0108636381	0.1387053944	0.0007577588	-0.0788777136	0.0184211513	-0.0168634457	0.0059239234	-0.1012832308	0.0901241572	-0.0200342331	0.047644972	-0.0222672606	0.1979151532	0.1007553414	0.1007457326	0.1007297186	0.1007073005	0.1006784796	0.0	0.0	0.0	-0.0298675161595269	-0.0035857177047376	1.2857371458068685e-05	0.0008920685215396	0.0748251112126752	0.0240519257590677	0.0055987972679892	0.0005784951327197	0.0989155628689602	0.046869353311159	0.0021967362798062	0.0097842885776832	0.0004489274154841	-6.300763550790006e-05	3.969962132296389e-09	2.0153582437323375e-07	0.0005060643994796	0.0002859138807282	2.5610117642064816e-07	8.174674719311654e-08	0.0002868864344063	-0.0003010569905628	8.230382624636028e-08	9.063531156679005e-08	0.0	0.0	1.0	0.0
618.1083451074368	-2.375101361389284	5.641106476873229	382057.9262914542	665.1479983073909	-10.30485389523392	106.19001380211766	442421.85965232895	526.896004953692	-0.6073338056617104	277619.400036161	0.3688543514995361	540.6654910268813	521.1992936035315	1.161104	18.067043	0.0561849231263759	0.0345919841057906	0.0681906124	0.0755556592	0.0454923655	-0.0221767486	-0.0254691403	-0.0537516951	-0.1584365544	0.0617920682	0.0564479063	-0.0397727648	0.0454433757	0.0394930773	0.0225214221	0.0500895795	-0.0516770773	-0.049759425	-0.0736454723	0.0673479115	-0.026282355	-0.0659425109	-0.0686179744	-0.0364251862	0.0060286282	-0.0299461948	0.0416471034	-0.024464903	-0.0278764008	0.0927172314	0.0154030757	-0.0234993516	-0.02396501	0.0176526385	0.0552209678	-0.1464225053	-0.089452553	-0.0870550938	0.0469870539	-0.0495295058	0.0883238619	-0.0484627713	0.0179935518	-0.0465898255	-0.1223917039	-0.1035730788	-0.0852795025	-0.1258443515	0.0522869598	-0.0169679931	0.0563952567	-0.0355696408	0.0233960514	0.1193343719	0.0890863668	-0.0827475964	-0.0120835141	0.0052122811	-0.0049956994	-0.0242707512	0.072817676	-0.068010818	0.0008501306	0.0349100031	0.0507560538	-0.0175569519	0.075407176	-0.024743197	0.0479507643	-0.1106657134	-0.0345689675	0.0455703634	0.0405445833	-0.0347169741	-0.1334514646	0.0026589591	0.0939660757	0.0252254825	-0.0717925098	-0.017487966	0.0357452515	0.0224476239	-0.1076595722	0.0263781227	0.0037173858	-0.0457388971	0.01490536	-0.0245502809	0.0387352335	-0.0235631165	-0.0048822507	-0.0450194147	0.015486265	0.0164515384	-0.0725161425	-0.0098580456	-0.0741500398	0.0564457316	-0.0514627014	0.0820209687	-0.010458398	0.1217917308	0.1007297186	0.1006432578	0.1004992113	0.1002976618	0.1000387243	0.0	0.0	0.0	-0.0367526431555518	-0.0068851269960249	4.740497375139091e-05	0.0013507567789193	0.080903833094112	0.0060787218814368	0.0065454302093199	3.6950859711858646e-05	0.1315333549258994	0.0326177920569392	0.0010639203586697	0.0173010234580626	0.0005219589475582	7.303153207409999e-05	5.3336046770902954e-09	2.7244114293606377e-07	0.0004860435511553	-2.0020848324299955e-05	2.3623833361965478e-07	4.008343676246243e-10	0.0001678731709652	-0.0001190132634411	2.8181401529911268e-08	1.4164156874900676e-08	0.0	0.0	0.0	0.0
617.4054285956844	-0.7029165117523917	0.4940916224941502	381189.4632594207	662.2459382778261	-2.9020600295648364	8.42195241519786	438569.6827654783	526.8528716510933	-0.0431333025986759	277573.9483670034	0.0018604817930689	540.7193409096786	517.5531929659005	1.069283	16.638288	0.0737093112877441	0.0324786171351067	-0.0642289024	-0.0423486274	0.0146933768	-0.0044659101	0.0322396052	0.0887448095	0.003302225	-0.0390800133	-0.0029686531	0.0057992102	0.0579187798	0.0143657956	-0.0746850682	-0.001883873	0.0853463414	0.0128212132	-0.0317134914	0.0442244655	-0.0468194335	-0.0296906425	-0.0742769681	-0.0823022789	0.0695581868	0.0120200901	0.076257731	-0.0040707969	0.0665706774	-0.0217019212	0.016808171	-0.0881527699	0.0253410106	-0.1256036851	-0.0236435401	0.0967234981	-0.0001446586	0.0459543342	0.0881414485	0.1168233727	-0.0409221804	-0.0882550371	0.1080004276	-0.0551937527	0.0987200229	-0.0342815063	0.0643867364	0.008945122	0.1251278545	0.0545799263	-0.0779648508	-0.0632768614	0.0084777347	0.0545606051	-0.0794777247	-0.1052499718	-0.0097007626	0.0164075554	0.0392659503	-0.0094866544	0.0144223241	-0.0826072453	-0.0148811034	0.0881235769	0.0867347257	0.045350987	-0.0815683966	-0.0467893624	0.0464267723	-0.0721395052	-0.0650227217	0.0201888027	-0.1239938276	0.0481220538	0.0501710469	-0.0755508136	-0.0484377525	0.1203742444	0.0420189417	-0.02888841	-0.0299831333	0.0723242041	0.0791963845	0.0213843339	-0.0127146464	-0.0026674973	0.0033469638	0.0399904086	-0.0127971486	-0.1170077024	0.0200341033	-0.1011120812	-0.0997877576	-0.0427072914	0.0223031186	-0.0662372428	-0.041551945	0.0214427016	0.0866794406	0.0449896075	0.0533319807	-0.0390488651	0.1006784796	0.1004384124	0.1000387243	0.0994800506	0.0987632792	0.0	0.0	0.0	-0.0406530608483564	-0.0039004176928045	1.5213258178343118e-05	0.0016526713563401	0.0943143965623818	0.0134105634682697	0.0088952053989262	0.0001798432125364	0.1489765569157342	0.0174432019898347	0.0003042652956581	0.0221940145104669	0.0002599197822013	-0.0002620391653569	6.866452418094079e-08	6.755829317957124e-08	0.0003120664235101	-0.0001739771276452	9.738545268238509e-08	3.0268040943674235e-08	0.0005109594406998	0.0003430862697345	2.610795500402524e-07	1.1770818848040267e-07	0.0	0.0	0.0	0.0
617.1026166150976	-0.3028119805867391	0.0916950955868636	380815.6394332002	660.7849415476729	-1.4609967301531697	2.1345114455182537	436636.7389761615	527.357677450251	0.5048057991576798	278106.11996572296	0.2548288948632237	540.3145583203277	512.7378416244214	1.068231	16.621916	0.0843735446171983	0.0428957309490762	0.1017649105	0.019864385	0.0470254137	-0.0247193183	0.0031187243	-0.1003514793	-0.0142280198	-0.1179153086	0.0112404446	0.0244228572	-0.0032830897	0.0228867415	0.1168618179	0.059767601	0.006034634	-0.0125532435	0.0478375568	-0.0416567385	0.0587152484	-0.0762077595	-0.007233441	-0.1291202651	-0.023080145	-0.0825623735	-0.1281659142	0.0340571602	0.0674120269	0.0718528529	0.0480474822	0.0363398549	-0.0709200305	0.0159461883	0.043147475	0.1550155913	-0.0160673797	0.0794218595	0.0351957414	-0.0656348542	0.0057117612	-0.154358143	-0.0564592454	0.0917829889	0.0544242427	-0.0283973799	-0.0711799504	0.0740175683	0.0296969802	-0.0686444382	0.0689932389	-0.0043872124	-0.059076841	-0.0196871347	-0.0181831162	-0.0608581327	-0.0189118691	-0.0915311204	0.0588683718	0.0363393109	0.0543062192	0.0274947983	0.0310053843	0.1057759769	-0.052829926	0.1647628648	0.0120560981	-0.0998425541	0.0360013864	0.0416539839	0.0462045085	-0.0119642256	0.0165208269	-0.0726991967	0.0768684678	-0.0709700144	0.1155066277	0.0142117679	0.0721400885	0.0399635917	0.0903911915	-0.0329662939	-0.0360965492	0.0263391957	-0.0296606925	-0.0633982873	-0.0174959157	-0.0143299837	0.0053228793	-0.060297881	-0.1183522788	0.0282288197	0.0284946008	-0.0411485635	0.1236139299	-0.0035433853	-0.0884267653	0.0203603986	-0.0211338133	0.0044383639	0.0025139231	0.0408243124	0.1006016373	0.1001314048	0.0993493113	0.0982577928	0.0968602488	0.0	0.0	0.0	-0.0524854534386918	-0.0118323925903354	0.0001400055144118	0.002754722822665	0.0823166251577873	-0.0119977714045945	0.0067760267773676	0.0001439465186769	0.1567029745274126	0.0077264176116784	5.969752911005439e-05	0.0245558222257389	0.0009718310153847	0.0007119112331834	5.068176039327092e-07	9.444555224636568e-07	0.0006317607386134	0.0003196943151033	3.991216308533488e-07	1.0220445510936809e-07	0.0005356931526249	2.4733711925100017e-05	2.869671537692044e-07	6.117565055938346e-10	0.0	0.0	0.0	0.0
617.1976792648436	0.0950626497459552	0.0090369073767221	380932.9752899088	658.7941093444824	-1.9908322031905072	3.963412861260369	434009.67850698985	527.3839832996908	0.0263058494398364	278133.8658410486	0.0006919977147513	540.175347848102	511.1226279865058	1.117364	17.386444	0.0340546702720577	0.0172583616875657	-0.1069710139	0.0213786669	0.0029827753	0.0086707894	-0.0404164043	0.0835178026	0.0877941948	-0.0258118402	0.0456775622	-0.0087260924	-0.0448749401	-0.1450237758	-0.0400389991	-0.063538627	0.0211881466	-0.0363171315	-0.0018612047	-0.0016550275	0.0627954657	0.0569484481	-0.0526879598	-0.0585063393	0.1361622687	0.064750251	0.0150210406	-0.0713511557	0.0440710759	-0.0259183112	0.004269889	-0.0791809596	-0.0456589471	0.0054839596	-0.024424787	0.0257434813	0.0718841251	0.0176848711	0.0415005347	0.0307309005	-0.0586591774	-0.1139550382	-0.0090859161	-0.0324889493	-0.0169865389	-0.0596016448	0.011917963	-0.0718619307	-0.1212274368	0.1138358424	-0.0425501448	0.0396213191	-0.0769224917	-0.0890761921	0.035772859	0.0496479319	-0.0789959228	-0.0566800162	-0.0122161701	0.040111299	-0.0309595512	0.0040337443	0.1062788119	0.1140874143	0.0099416481	-0.0701941481	-0.0278281136	0.1199228732	0.0096592853	-0.0119292423	0.0734162836	0.0519777987	-0.0725579522	0.0201384224	0.1247524999	-0.0384521589	-0.0518161877	-0.0012023923	-0.0316098412	0.1109654059	-0.037264465	0.0147035522	0.0619673151	-0.0048114427	-0.0352570575	-0.0525036406	-0.0071973732	-0.0271626217	-0.0284249886	0.0554543934	-0.106040087	-0.0019793761	0.1246186796	-0.0123370082	-0.0833139824	0.037879328	0.0269403999	0.004470586	0.0040569879	-0.029733175	-0.0110799637	0.0317908231	0.1004992113	0.0997225472	0.09843255	0.09663586	0.0943417259	0.0	0.0	0.0	-0.0482558838027529	0.0042295696359389	1.788925930525633e-05	0.0023286303215847	0.0919678061316204	0.009651180973833	0.0084580773646633	9.314529418967788e-05	0.1646032029212634	0.0079002283938507	6.24136086750063e-05	0.0270942144119386	0.0011848220310667	0.000212991015682	4.536517276125002e-08	1.4038032453010205e-06	0.0006538235796236	2.206284101019995e-05	4.27485273271818e-07	4.867689534413608e-10	0.0005461131213014	1.0419968676500024e-05	2.982395412575577e-07	1.0857574721924167e-10	0.0	0.0	0.0	0.0
617.2347074330474	0.0370281682038466	0.0013710852405323	380978.68405995966	660.7264450073242	1.9323356628417516	3.733921113890071	436559.4351320166	527.7748531975758	0.3908698978849543	278546.2956677227	0.1527792770725946	540.7121393554307	514.5322354222639	1.051467	16.361073	0.0440705255294269	0.0222314682313678	0.0593361197	-0.0755249259	0.0525483271	-0.0331718835	0.072205148	-0.0577941566	0.0434503989	-0.0276045512	-0.0089791755	-0.122847652	-0.0732150044	0.0818100224	0.0303133375	-0.0554201764	-0.1257686506	0.0248378595	0.0275759732	0.0557721584	0.1149044139	0.0190570127	0.0083392104	0.0998888266	-0.0377794875	0.0327034268	-0.0305690759	-0.0378800517	-0.0317342163	-0.089639939	0.0217982409	0.0163005159	0.0543322185	0.0353355183	-0.0325271003	0.1377821101	0.1040041414	-0.0590049854	0.0657377264	-0.0422354588	-0.0183637775	-0.1039966119	0.1710928539	0.0429641953	-0.0240443646	-0.0550691844	0.0643578243	0.1283176571	-0.0802212227	-0.0977066202	-0.0180411458	0.0525199965	0.0410371603	0.0232322068	0.0275552578	0.085856073	-0.0355733204	0.0391335665	0.0713196037	0.0301731668	0.1080657306	0.0481371211	-0.0249134743	0.0070968292	-0.0585365681	0.0301575046	0.0094149344	0.0944818227	0.018108279	0.0700220202	-0.0476906397	-0.031641227	-0.0331807753	-0.0130895729	0.0119813914	-0.0321326668	0.0414487137	0.0065670653	-0.0411933752	-0.0132268888	0.1332693644	0.051535683	0.01940395	0.0288015726	-0.0404517812	-0.0465857521	0.0042248875	-0.0441552311	-0.0480568505	0.0791707812	-0.04650766	-0.0038573849	0.0035443256	-0.0158036515	-0.0340862467	-0.0035165256	0.0576648928	0.0177386226	0.0215059209	-0.0156050332	0.0350840882	0.0055137599	0.1003712278	0.0992122556	0.0972905381	0.0946208495	0.0912237143	0.0	0.0	0.0	-0.0551845686824492	-0.0069286848796962	4.800667416213212e-05	0.0030453366206679	0.0968138713636648	0.0048460652320444	0.0093729256884202	2.3484348233229624e-05	0.1505309255258922	-0.0140722773953712	0.0001980289910922	0.0226595595396817	0.0008668353293844	-0.0003179867016823	1.011155424467881e-07	7.514034882689613e-07	0.000630226951183	-2.3596628440599983e-05	3.9718600999741946e-07	5.56800873763732e-10	0.000523226490978	-2.2886630323399985e-05	2.737659608611512e-07	5.237978475599717e-10	0.0	0.0	0.0	0.0
616.480679671056	-0.7540277619914377	0.5685578658538163	380048.4284076872	659.6567250879799	-1.0697199193442657	1.1443007058419024	435146.9949537987	527.5335312457594	-0.2413219518164169	278291.6265886206	0.058236284428485	540.199627576216	513.9087681389465	0.990109	15.406333	0.0253439466712981	0.0145306665174414	-0.0730827116	0.0479503243	0.0586343484	-0.0308647231	-0.0871214391	0.0534554866	0.0480521442	-0.0504427324	-0.0691289309	-0.0858226534	-0.0192114575	-0.0020431536	-0.15864555	0.0617220535	-0.067795135	-0.0363561722	0.0614470041	-0.0602776984	-0.0441892061	0.0090447922	-0.0118982959	-0.0090488891	0.0542878161	-0.0417329527	-0.0460085563	0.0585601624	-0.0494740779	0.0059472148	-0.0538898568	-0.033993931	-0.0815727305	0.0279361416	0.1271231287	0.0036569575	-0.0435661566	0.0316777947	-0.0518066658	-0.0522009091	-0.1043869395	0.1091309617	-0.015392696	0.0021469263	-0.1507121119	-0.0601896153	0.021842539	-0.0313941814	0.0392366679	0.094900557	0.0125684942	0.007532409	0.1248690958	0.0356891756	-0.0303408733	0.0527336913	0.0067280992	-0.0370574708	-0.0152544212	0.1092313701	-0.0166050911	-0.0392785902	-0.0293482847	0.0641599313	-0.018669759	0.0835128735	-0.0281149588	-0.0751005277	-0.0185315022	0.0330786564	-0.0424940453	-0.0893956317	0.0568948191	-0.0401055037	0.0885343363	-0.1205666027	-0.0028158184	-0.0407153296	0.0096769032	0.0391296871	-0.0513960635	0.1348358832	-0.0170114051	0.0107352197	-0.0389264042	-0.0663137349	-0.0552329383	0.0278916477	-0.0718065264	0.0251058391	-0.0603970747	-0.0052539413	0.0669356451	0.0216402415	-0.002112057	-0.0019834273	0.0121650556	0.0241910605	0.0900274682	0.0518333842	0.0448272906	-0.0514121497	0.1002177191	0.098601049	0.0959258892	0.0922209577	0.0875260273	0.0	0.0	0.0	-0.0525232150468895	0.0026613536355597	7.082803173506835e-06	0.0027586881188617	0.0967906836870327	-2.318767663210541e-05	0.0093684364486032	5.376683475950874e-10	0.1620905881458085	0.0115596626199163	0.0001336257998862	0.0262733587654541	0.000766371844103	-0.0001004634852813	1.0092911874886072e-08	5.87325803433833e-07	0.0006181586059206	-1.2068345262400005e-05	3.821200620736997e-07	1.456449573724926e-10	0.000413763466738	-0.00010946302424	1.7120020640704807e-07	1.1982153675766828e-08	0.0	0.0	0.0	0.0
