global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
924.5783835689496	n/a	n/a	854845.1873629716	1123.1617608791444	n/a	n/a	1261492.3411011402	863.3754081175499	n/a	n/a	745417.0953421459	910.26853192328	753.6106656648592	n/a	n/a	n/a	n/a	-0.0392826648	0.0275114035	-0.0220309812	0.0619657573	-0.0035176956	-0.0337353567	0.0301589428	-0.0521081932	0.0226877496	-0.1071630931	0.1604036425	-0.0140207637	0.0006882998	-0.0073630782	0.0313423358	-0.0146862072	0.1155820575	-0.1191248491	0.0264007522	-0.0347233707	0.0329595563	-0.0194991701	-0.0224176891	0.145851778	-0.1470562852	0.0769516739	-0.079006302	0.1475710042	-0.0432801889	0.1081036378	-0.143899868	0.1344289365	-0.0874146461	0.0509935593	-0.1205537583	0.196501593	0.0028142696	-0.0060581209	0.0519972067	-0.0851785395	0.0918681027	-0.0440987277	0.001850338	-0.0156412088	0.0942860456	-0.1703106661	0.0873793864	-0.0788224365	0.0677551144	-0.1436017569	0.031375713	0.2733120006	-0.1503407525	0.180540381	-0.0501974743	0.0139449714	-0.1481925348	0.0678391557	-0.0277298357	-0.0397137424	-0.021612059	0.036989933	-0.0759880124	0.0101098072	-0.0294944688	0.0107286587	-0.0426323336	0.0452865224	-0.0910650807	0.060059099	-0.1484969961	0.0755619691	-0.0438295535	0.0401301564	-0.0604700343	0.1039290486	-0.0281324049	-0.097317331	0.0857965798	-0.2274799085	0.0335997133	-0.0626815417	0.111398054	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0550760633994968	n/a	n/a	0.0030333727595853	-0.1748827502919141	n/a	0.0305839763496639	n/a	-0.3360795475847524	n/a	0.1129494623047718	n/a	-0.0005205981819066	n/a	n/a	2.710224670044574e-07	0.0001561757816035	n/a	n/a	2.4390874759464133e-08	0.0012475414330144	n/a	n/a	1.5563596270876226e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925.6368999338488	1.0585163648992193	1.120456894759457	856803.670519146	1110.9128123213604	-12.248948557783931	150.0367407712371	1234127.2765797542	863.1900632248711	-0.1853448926788132	0.0343527292421208	745097.0852501569	908.1348363067764	760.0797090309152	1.007383	22.467739	0.1286106172562174	0.0704513075299805	-0.0574125542	-0.0595278803	-0.0061524459	-0.0694072174	0.0196302232	0.0250582013	-0.0504835569	-0.0149856323	0.0407721842	-0.0571872313	0.0284610215	-0.0216762065	-0.0112223018	-0.0028828535	0.0470598472	-0.0086822617	0.12357199	-0.0151326211	0.0339802243	0.0551646469	0.0533969829	-0.0356937879	-0.090205882	-0.0206349748	-0.0060528048	0.0897011375	0.0208395103	-0.1053424006	-0.0699588446	0.028002344	0.0456636672	-0.0502047036	-0.1008189647	-0.0742609258	-0.3218218436	-0.0129040146	-0.0751908617	-0.0185101837	0.0062324387	-0.0475802007	0.0608039575	-0.0087582191	-0.0354619564	0.0786038948	0.0826947759	0.0065173618	0.0242587596	-0.0442744501	-0.0190295308	0.0030219636	0.0140161101	0.1443805494	0.0779160674	0.1039913738	0.1644626321	0.067843203	0.0264656126	0.1005451915	0.1124973576	-0.044236993	-0.0129273253	0.0536818187	-0.0683422853	-0.0177403164	-0.06791375	0.0583337466	0.0115650827	-0.0053323575	-0.0486881672	0.0395255618	-0.1107045386	0.0784465676	0.0518947797	0.0495360794	0.028546825	0.0463858436	0.0337143462	-0.0882968619	0.0651693224	-0.2011526817	-0.0322312658	-0.0283705274	0.0572349213	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0552723536952726	-0.0001962902957758	3.8529880215751616e-08	0.0030550330830153	-0.2039140763263134	-0.0290313260343992	0.0415809505240135	0.0008428178913155	-0.3160387404090201	0.0200408071757323	0.0998804854393199	0.0004016339522548	-0.0012131004158813	-0.0006925022339747	4.795593440599503e-07	1.4716126190113832e-06	-0.0006722169911828	-0.0008283927727863	6.862345860045746e-07	4.518756832348566e-07	0.0011815925647692	-6.594886824520005e-05	4.349253222822755e-09	1.396160989117856e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
924.8982496617058	-0.7386502721429906	0.5456042245369142	855436.7722272871	1119.0241303234566	8.11131800209614	65.79347973112893	1252215.0042461683	861.974334653874	-1.2157285709970438	1.477995958338514	742999.7536019889	907.34479755982	763.1170790116865	0.7831679999999999	17.46707	0.1291239796083972	0.063786853342878	-0.0476030899	-0.071611477	0.0397267904	-0.0065860439	0.0297816593	0.035218154	-0.1137688852	0.0264213925	0.0267249088	-0.0016900071	-0.0654823969	-0.0372877563	0.0152586712	0.0037648527	0.0137506587	0.0313126859	0.0044187548	-0.0321026422	-0.0135158134	0.0448297269	-0.0241639009	-0.0314542473	-0.0244628451	-0.013420462	-0.0268377076	-0.0613163553	0.0214095498	-0.108625607	-0.0209286942	0.0601148727	0.0330582577	-0.1245411765	0.0940102038	-0.0272753612	-0.0451257264	0.0268137245	0.0126904221	-0.0394570313	-0.015295606	-0.0161653412	0.0283790228	0.0043606988	-0.0250882989	0.0284300508	0.0380516084	0.0311379641	-0.0018914513	-0.0123842006	0.0107352094	-0.0297127694	-0.0508545242	0.0332996007	0.0356718046	-0.1924017101	0.0782121724	0.0301605154	-0.0313685026	-0.0531693819	0.0384053074	-0.0263179867	-0.0202570711	0.0399918132	-0.0464922809	0.0259769916	0.0217339177	-0.0018022697	0.0382114782	-0.0026960887	-0.0694803203	0.0876241789	-0.087145825	0.0154606773	-0.0076701777	-0.0499787275	0.0304499749	0.0648435958	-0.0908153287	-0.0949825181	0.0615824847	-0.1065506445	-0.0227143289	0.102514749	0.080384472	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0623762955473523	-0.0071039418520797	5.0465989837729575e-05	0.0038908022462106	-0.1652221416993597	0.0386919346269536	0.0272983561077232	0.0014970658051764	-0.2968141635223063	0.0192245768867138	0.0880986476674463	0.0003695843564731	-0.0003997101441451	0.0008133902717362	6.616037341550893e-07	1.5976819933249665e-07	-0.0007411562096166	-6.893921843379998e-05	4.752615838263187e-09	5.493125270532455e-07	0.0007818515300862	-0.0003997410346829	1.597928948094353e-07	6.112918150981322e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925.0324081370449	0.1341584753390634	0.017998496505302	855684.9561038204	1123.4665732779154	4.442442954458784	19.735299403620488	1262177.1412728217	862.4411258658183	0.466791211944269	0.2178940355483994	743804.6955847003	908.3188860624192	760.7495586106484	0.946209	21.103369	0.0771638989181161	0.0393144023535258	-0.0298254279	0.0673264503	0.0688735963	0.0173058803	0.0250917106	-0.0015040778	-0.0116084048	-0.023399051	-0.0217928271	0.004646816	-0.016394714	-0.0204788418	0.005558626	-0.0039554278	-0.0156635078	0.050080153	0.0604905017	-0.1278878161	-0.0349442243	-0.019025575	-0.1569643329	-0.1266254531	0.0275995107	0.0912314727	-0.2304038677	-0.0329749235	-0.0713768227	-0.1506430739	0.1918200665	0.1132738284	-0.0740583343	-0.0833221241	-0.0116112726	-0.0726017437	0.1557801615	0.0636674453	-0.0893406225	-0.0201883189	-0.0078408207	-0.0004046872	0.0216204276	0.0033447158	-0.0776342313	-0.0481242919	0.1206361917	-0.045130087	0.0198431784	-0.0429609062	0.0870608032	0.0115935269	-0.1331356532	0.1271084982	0.0496601366	-0.167274016	-0.0917608317	-0.1229969	0.0771871995	-0.2551618027	0.00630326	-0.0370858095	-0.0141421609	0.0626992055	-0.0568994418	0.0198301773	0.0114663285	-0.0693024676	-0.0712673166	-0.0370586859	-0.0363995195	-0.0333292881	-0.1143040708	0.0532740821	-0.0492654232	0.0846504731	-0.0286010181	-0.05179002	-0.0890437156	0.0214642611	-0.0197238853	0.0524836861	0.1900289733	0.0433709366	-0.0174495482	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0683127632960207	-0.0059364677486684	3.524164933098013e-05	0.0046666336291381	-0.1681764634671907	-0.002954321767831	0.0282833228643313	8.728017107880103e-06	-0.333569640787573	-0.0367554772652667	0.1112687052551505	0.0013509651089975	-0.0006990707537647	-0.0002993606096195	8.961677459181853e-08	4.886999187691457e-07	-0.0009273237426119	-0.0001861675329953	3.465835034155612e-08	8.599293236117414e-07	0.0009266760301983	0.000144824500112	2.0974135832719642e-08	8.587284649440806e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
924.2214992043354	-0.8109089327094807	0.6575732971480291	854185.3795915092	1121.44055146008	-2.026021817835272	4.104764406344539	1257628.9104590886	862.9203255250281	0.4791996592098257	0.2296323133868131	744631.4882042205	909.158502846384	766.1235375317025	0.918885	20.493965	0.0665117446158712	0.0448900665809072	-0.0584345007	0.1549540955	-0.0044005279	0.1183163291	0.0782848557	0.0028626641	0.1263413613	-0.0396784962	0.0605216812	-0.0323142453	0.0541916673	-0.0187824419	-0.0465149951	0.020768667	-0.0192785266	0.0132023627	0.0499127665	-0.1305575121	-0.0284896901	0.1091892272	-0.1712588405	-0.1049005387	0.0459724107	0.0795942758	-0.0186836938	-0.0014355543	0.0425597107	0.0232423382	0.025261148	-0.1015098792	-0.0345175973	-0.167294204	-0.3003445389	-0.0968545421	-0.0510294797	-0.271264161	-0.0508040504	-0.0145603223	0.0143283725	-0.0410526639	0.0099855074	0.0306904774	-0.0059981025	-0.1078120698	0.1084396843	-0.190782859	0.0616195171	0.0003640941	0.0066471051	0.0918191658	-0.0213577525	0.0913326147	0.0903168363	0.0502068583	-0.0678719396	-0.1378699465	0.2934060033	-0.0261272386	0.1611201412	-0.0461709472	-0.0050725005	0.0792007433	-0.0658063476	-0.0310730816	-0.0490026886	-0.044297641	-0.1302381727	0.0792579689	-0.022842684	-0.1285099932	-0.050154618	0.1420135815	-0.1409315828	0.1663109229	-0.0213057304	-0.0799291673	0.0355062474	0.1724351881	-0.0676845648	0.0827407059	0.2105799818	-0.0105976119	-0.1078202836	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0524829469561609	0.0158298163398598	0.0002505830853536	0.0027544597212031	-0.1727265594626175	-0.0045500959954268	0.0298344643437931	2.070337356759901e-05	-0.3345787925296477	-0.0010091517420746	0.111942968410597	1.018387238532332e-06	0.0001218921238002	0.0008209628775648	6.739800463396409e-07	1.4857689844523284e-08	-0.0009269513536307	3.723889812000088e-07	1.386735533191805e-13	8.592388119977871e-07	0.0008455576859742	-8.11183442241e-05	6.5801857696595765e-09	7.149678003100438e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
922.5287430570202	-1.6927561473152082	2.8654233742734267	851059.2817663655	1118.2266684927592	-3.213882967320842	10.32904372763502	1250430.8821284154	862.042950124839	-0.8773754001891803	0.7697875928571242	743118.0478599356	908.4203582267818	755.5517178705469	0.79417	17.712442	0.0860428985266779	0.0421138889584717	-0.0593940371	0.0980619101	-0.0454811425	0.1394497155	0.0949093407	0.0196752991	0.1406123573	0.0050685846	0.0416266093	-0.0305434777	0.074662692	-0.0366566846	-0.0185435869	-0.0794880716	0.0178128928	-0.0666027279	-0.019975069	-1.72708e-05	-0.0363910829	0.0012685665	-0.1407733633	-0.0318069343	0.0489775758	0.117166738	0.0382650174	0.144669834	0.1361190823	-0.0732483102	-0.0421885516	-0.0605175815	-0.0226070401	-0.0155550409	0.0294840857	0.0031429821	-0.0146294439	0.0935587566	-0.0427893848	-0.0309307579	0.0508630592	-0.0008391313	0.0462316124	-0.0636776862	0.0047325428	-0.1523637301	0.0173438625	-0.1182434546	0.0327324307	-0.0426096483	0.0666947105	0.0738342577	0.1323181655	-0.0264967807	0.1216904653	0.0995712447	-0.1287792756	-0.0833063924	0.0219376371	0.098499146	0.0502900252	-0.0339840885	-0.0053636045	0.0599724452	-0.0516206464	-0.0370082215	-0.0545783536	0.02364922	-0.0859161049	0.0907559704	-0.0206364543	-0.0835766428	-0.0037396988	0.110903719	-0.0242618767	0.0080777621	0.0043980027	-0.0549988038	0.1151413669	0.0555087623	-0.0484994341	0.0615684866	-0.036700651	0.039369485	-0.0884013775	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0515875947917123	0.0008953521644486	8.016554983827975e-07	0.0026612799363939	-0.1582720016543959	0.0144545578082216	0.025050026507689	0.0002089342414312	-0.3052943636595699	0.0292844288700777	0.0932046484823017	0.0008575777742466	-0.000223801030083	-0.0003456931538832	1.195037566417138e-07	5.008690106621187e-08	-0.000508087825662	0.0004188635279687	1.7544665506238598e-07	2.581532385859389e-07	0.0007819431741475	-6.361451182669998e-05	4.0468061149493515e-09	6.114351275958676e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923.1020786856868	0.5733356286666549	0.3287137430985883	852117.4476738359	1114.1315843535633	-4.095084139195933	16.769714107094096	1241289.1872541811	862.3599579172036	0.3170077923646204	0.1004939404198902	743664.6970189612	907.8723036344858	751.2291533860385	0.793666	17.701199	0.0594399385478779	0.0294163586149658	-0.0383238173	0.0365712865	-0.1170715863	0.0923907078	0.0691034453	0.0238497938	0.0740530183	0.0636974036	0.0570971303	-0.0288272823	0.0406977125	-0.0291710396	-0.0196076923	-0.0576044432	0.0356092921	-0.1370970622	0.0279739801	-0.09824049	-0.0588252751	0.0241128574	-0.029513991	0.1469014016	-0.0024155885	0.0307132821	0.1449523985	-0.0042405856	0.1436169593	0.0522763055	-0.0760736483	0.0054948688	-0.0207583647	0.1437519661	0.1218090691	0.05220251	-0.1188575955	0.1532407583	0.0074101707	-0.0238012815	0.0168043546	0.0469794959	-0.0188525044	-0.1239346381	0.0612424935	-0.0641978703	0.0753402874	-0.0118697637	0.0874215799	-0.0205412836	0.0674785605	-0.0419062725	0.0908988421	-0.1488847016	-0.0436033499	0.1684823827	-0.0799995204	0.0725146502	-0.1645904098	0.1645902338	-0.1141797441	-0.0235553438	-0.0009576321	0.0495314353	-0.0471022795	-0.0260724507	-0.0507899909	0.0442288574	-0.0633094445	0.0945861308	-0.0294586374	-0.0043656666	0.0175687041	-0.0025809719	0.0034997349	-0.0636311427	-0.1227578747	0.023743113	0.0741042197	0.011680848	-0.0491043784	-0.0158669913	-0.0996159902	0.060942234	0.0401602545	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0453917605751854	0.0061958342165268	3.838836163868548e-05	0.0020604119281149	-0.1488360094544276	0.0094359921999682	0.0221521577103184	8.903794879786252e-05	-0.2919651573822222	0.0133292062773477	0.0852436531252257	0.000177667739984	-0.0001251801835751	9.862084650790002e-05	9.726071365934777e-09	1.5670078359895732e-08	-0.0009270439469062	-0.0004189561212442	1.755242315279849e-07	8.594104794954254e-07	0.0006899420248189	-9.200114932860002e-05	8.464211477783362e-09	4.760199976112036e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925.6310793351356	2.5290006494487898	6.395844284912401	856792.8950311281	1115.2474186594893	1.1158343059260003	1.2450861982813592	1243776.8048266545	863.7578408152787	1.3978828980750675	1.95407659673075	746077.6075698723	909.3953661784816	753.5135991695599	0.954848	21.296061	0.0432855626202468	0.0318236235070727	-0.0319052368	-0.0426368634	-0.0844148401	-0.1039748795	0.0153090198	-0.0087292312	-0.0452324442	0.0764067796	0.0923620635	-0.0839308407	0.0138167953	0.009001716	-0.0544926307	-0.0143850174	-0.0016199149	-0.0565855756	0.0827711282	0.0296912752	0.0780901621	0.0762949801	0.0037875224	-0.0069986266	-0.0349037686	-0.034049433	-0.0671602322	0.110954127	0.0442014933	0.0574301705	-0.1428626675	-0.0090641824	-0.073271924	0.124792463	0.0502051206	0.0823307896	-0.0390776454	0.0093808879	0.0433070309	0.0040938933	0.0570690693	-0.01759799	-0.0192298322	-0.0726659458	0.0250939599	0.0596942044	0.0402619814	-0.0108347929	0.0102686456	0.0229448522	-0.0073109219	-0.0718281461	-0.0127870458	0.071357006	0.0091027325	0.0497281144	0.0655747742	0.1139132975	-0.1661710148	0.0452786056	0.0129526744	-0.0293705778	9.01737e-05	0.0535819386	-0.0407968982	0.0040460349	-0.0316414501	0.0343511115	-0.0018847312	0.0088324273	-0.0444487511	0.0600032509	-0.0488309325	-0.078623975	0.0669856437	-0.0141190223	-0.0957005938	0.0400395092	-0.0272647208	-0.0972501924	0.0128136923	-0.0600938354	-0.1101816822	-0.0297289413	0.082136224	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0469426411430333	-0.0015508805678478	2.405230535728219e-06	0.0022036115574836	-0.153212775053376	-0.0043767655989483	0.0234741544395563	1.915607710813811e-05	-0.2961681927320327	-0.0042030353498105	0.0877155983861584	1.766550615175697e-05	-0.000732203211765	-0.0006070230281899	3.684769567528362e-07	5.361215433189814e-07	-0.0009042418461937	2.2802100712500012e-05	5.199357969029937e-10	8.176533164077911e-07	0.0006566695316485	-3.3272493170400015e-05	1.1070588017743156e-09	4.3121487379546034e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
927.3442084955802	1.7131291604446233	2.9348115203657	859967.2810302941	1119.3180812928736	4.070662633384245	16.570294274830758	1252872.9671091598	863.9918132349388	0.2339724196601764	0.0547430931616377	746481.8533369974	908.8756416805386	767.6837086543641	0.7974879999999999	17.786448	0.0472288509166918	0.0251229371253169	-0.0149444367	-0.0299686333	-0.0302476479	-0.1745477912	0.0133893043	-0.0362900408	-0.1193879086	0.0565515139	0.0563433971	-0.0431744549	-0.032671309	0.0125245639	-0.0554018367	0.0290436792	0.0110726284	0.0496913671	0.0238057571	-0.0228229665	-0.0125611743	-0.0303877385	0.0858701178	0.011529881	0.0175339701	-0.0763479506	0.0195713939	0.0462875182	0.0109065707	-0.1398905779	-0.1055829346	-0.1168885106	-0.0545092598	0.0413928307	0.1650237725	0.104811791	0.0517175877	0.032625659	0.0800403308	0.0071364011	0.0331501261	-0.0313169578	-0.0452703298	0.0334189468	-0.0128528263	0.0814237995	0.0601063074	0.1058505354	-0.0227096392	0.009903988	-0.0505122572	-0.0347769948	-0.0528105738	-0.0591404403	0.0595287169	0.0203903404	0.0769861761	0.0100440085	-0.1937149421	0.0122318687	0.0051831926	-0.0298725634	0.0057563067	0.061673759	-0.0253628507	0.0075568638	-0.038856834	0.0238763337	0.0060170975	-0.0739754217	0.04302158	0.0291138933	-0.022726471	-0.0545546661	0.1048816078	-0.0404743412	-0.0274825251	-0.0625545777	-0.0033232962	-0.1273437891	0.0067551999	0.0176865593	-0.096058875	-0.0344199977	-0.0167498241	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0460299220073636	0.0009127191356697	8.330562206176515e-07	0.0021187537200039	-0.14488899205341	0.008323782999966	0.0209928200182531	6.928536343052299e-05	-0.3137826578683089	-0.0176144651362761	0.0984595563789001	0.000310269382037	-0.0007702432198404	-3.8040008075399976e-05	1.4470422143764955e-09	5.932746177101067e-07	-0.0006593008328077	0.000244941013386	5.999610003856064e-08	4.346775881409268e-07	0.0007812461830827	0.0001245766514342	1.5519342082558172e-08	6.103455985812876e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
928.1465187211376	0.8023102255573349	0.6437016980338616	861455.960214167	1121.5275747903963	2.209493497522772	4.88186151559541	1257824.101015228	864.1136784818983	0.1218652469594872	0.0148511384164968	746692.4493395175	909.664968876578	768.5749509261786	0.8655129999999999	19.303616	0.0347544485293378	0.0234058018189573	0.0093653219	0.0749525403	0.0253374962	-0.1892161572	-0.0041452062	-0.0364483108	-0.0095367889	-0.0056148685	0.0091853321	0.0095607834	-0.0272638528	0.0188827432	-0.0408641988	0.0269226408	0.0252198782	0.1105695635	-0.0044424888	-0.0286890003	-0.0576162329	-0.1289575	-0.0289881161	0.0858966966	0.0357191662	0.0977965877	-0.1086718902	-0.0334834613	0.0252332896	0.0428348725	0.1676564679	-0.0760760689	-0.0285934303	0.1180596903	-0.0455635863	0.0278351733	0.3082237962	-0.1371902577	-0.1075736215	0.0173283038	0.0132266209	-0.0047352069	-0.0579241968	0.0930089335	-0.0003236909	-0.0259620546	0.0423838927	0.1010750439	-0.0638050312	-0.0329764409	0.0728136181	-0.0563025414	0.0383386612	-0.0391893536	-0.0246158681	-0.0297987354	-0.1869252548	-0.0648301292	-0.0166318493	-0.2232282937	-0.0615584813	-0.0266949036	0.0051238295	0.0727070328	-0.0250999305	0.0034698878	-0.0173960755	-0.0365713848	-0.05828415	-0.1173428167	0.0575027024	-0.0083812113	-0.024946926	-0.0159834438	0.0940632497	-0.0481012043	-0.0764569434	-0.1080212807	-0.011101209	-0.1447996093	-0.0674334604	0.1357018054	-0.0203480506	0.0218994181	-0.0790138426	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0463219337015203	-0.0002920116941567	8.527082952426965e-08	0.002145721541848	-0.1462461861097495	-0.0013571940563394	0.0213879469516474	1.8419757065632516e-06	-0.3301530545642706	-0.0163703966959616	0.1090010394381182	0.0002679898879831	-0.0004872620799232	0.0002829811399172	8.007832554883793e-08	2.374243345310829e-07	-0.0006081906689565	5.111016385120001e-05	2.612248848896512e-09	3.69895889805755e-07	0.0007818518009719	6.056178891999681e-07	3.667730277190249e-13	6.112922386830035e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
