global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
944.9009553475248	n/a	n/a	892837.815416665	1169.2859465903423	n/a	1367229.6248936728	n/a	853.6663142356552	n/a	n/a	728746.1760606884	873.5375703113782	826.6823755618537	n/a	n/a	n/a	n/a	-0.0067314813	0.0915030518	-0.0804862692	0.0769161828	0.0476834152	-0.1735478665	0.013546058	-0.2785156535	0.2671753133	-0.1028436721	0.0085981871	-0.1284805511	0.0333539604	-0.0229742693	0.0743667287	-0.1140655984	0.0406525256	-0.0284208969	-0.0864097903	0.066448226	-0.0166355922	0.0309321633	-0.0899740441	0.0189850608	-0.1394369549	0.1078725639	-0.0593356716	0.0661717775	-0.0040516144	0.107338099	-0.0628436004	0.0325288422	-0.095577576	-0.0183016967	0.0431431058	0.0671373591	-0.0864767975	0.1193910723	0.0820223949	0.0599671284	-0.1381340381	0.0640458359	0.037689895	0.0133856805	0.0777715514	-0.2851693656	-0.1319140437	0.1328572736	-0.0063145396	0.1159010992	-0.009235667	0.0008284372	-0.2192128961	0.100555788	-0.1173059067	0.0465272826	-0.0050919786	0.0484822394	-0.1124304131	0.013174549	-0.0509609662	0.1102642587	-0.2373890596	0.0158092668	-0.0701735425	0.2238268876	-0.1129215394	0.1419370884	-0.0145563813	0.0756428835	-0.0261420343	0.0566114973	-0.0068129286	-0.0861445135	0.0153768132	0.0249548503	-0.0381048365	-0.1013178307	0.1402293497	-0.018019968	-0.1531847457	0.04596775	0.2739643766	-0.0036428393	0.0487746115	-0.1200496505	0.0331055559	-0.0516599794	-0.0279814756	0.0034443015	-0.024184291	0.0659070953	-0.0442184975	0.0266723525	-0.0925780586	0.0650815926	-0.2173202158	0.0618752384	0.0250664949	-0.0095669339	0.0843005502	-0.0348557034	0.0247404438	-0.1621349335	0.0413632288	-0.0346515494	0.0936299164	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0414849094928087	n/a	0.0017209977156265	n/a	0.0116760792692218	n/a	0.0001363308271011	n/a	0.0421803534427382	n/a	0.0017791822165543	n/a	0.0007030003996622	n/a	4.94209561925213e-07	n/a	2.230003208758547e-07	n/a	4.9729143110734156e-14	n/a	0.0006349993209796	n/a	4.032241376445531e-07	n/a
941.4277613426736	-3.473194004851166	12.06307659533408	886286.229826678	1154.1355911579535	-15.150355432388778	1332028.962777519	229.53326972771217	852.0036893700351	-1.6626248656201597	2.764321443778454	725910.2867001513	870.3666858793606	816.9575543280457	1.228942	20.448017	0.0341631155258446	0.022291925548502	0.0949180049	0.0774730981	-0.1064972727	0.0129732726	0.1782559551	0.0981067579	0.0227757845	-0.0814798179	-0.0158020304	-0.0623028114	-0.155094171	-0.2217865476	-0.0580722922	0.0310156526	-0.0993540138	0.0677293172	-0.0409326108	0.054788553	0.071864016	-0.0912363145	0.0689831166	0.1194055807	0.0197244173	0.071590155	0.1547336987	0.0571218032	-0.0596038373	-0.014609623	0.0484088561	0.0915732512	-0.0354518186	-0.1002361609	0.0417716623	0.0679898957	0.0996797417	0.0865385387	0.1325991957	0.1902157652	0.1276645662	0.0864664012	-0.0870307796	0.0111288693	0.0593526935	-0.0945843061	-0.0310954748	0.1606324298	-0.1125218846	0.0644707871	-0.0235888557	0.181828963	-0.0208031748	0.1228821687	0.0305047297	-0.1000633811	0.0753157252	0.1105067924	-0.0260190001	0.0463788202	0.1514476001	0.064882044	0.0777007726	0.1945581093	-0.0829990063	0.0280421156	0.0893289376	0.0517119086	-0.0364335333	0.028778353	0.0871970584	-0.0039574589	0.0327083187	0.0098721618	0.0307660033	-0.1615736491	0.1093290568	-0.0657795213	0.1051002143	0.0828609049	-0.1566674839	0.1300188704	-0.0987970197	-0.0761477885	0.1578800619	0.1083928189	0.0541015423	-0.0947941273	-0.0358706723	-0.0246410471	0.0696884221	-0.0516489897	-0.0279139064	-0.0223561734	0.0709375251	0.0692027535	-0.0070192982	-0.005776435	-0.253271002	-0.0395490464	0.0364034744	-0.0645360935	-0.0615345061	-0.0523865115	-0.0630216595	-0.0782421674	0.0511562346	-0.0329263894	-0.0434467053	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0397700567973515	-0.0017148526954571	0.0015816574176645	2.940719767116806e-06	0.0263011610168035	0.0146250817475817	0.0006917510708318	0.0002138930161234	0.0589531899204516	0.0167728364777134	0.0034754786017968	0.0002813280435081	0.0007030000032019	-3.96460300027858e-10	4.942090045018714e-07	1.5718076949817916e-19	2.158888803283077e-07	-7.111440547547003e-09	4.660800864941036e-14	5.057258666129562e-17	0.0006139999367786	-2.099938420100007e-05	3.769959223641247e-07	4.4097413682121125e-10
944.6539205837864	3.226159241112782	10.408103449017403	892371.0296743187	1150.5509637061589	-3.5846274517946317	1323767.5200851709	12.849553968159672	854.928864961512	2.9251755914768864	8.556652240972152	730903.3641443792	871.7194835086584	817.8830576036836	1.150697	19.146116	0.0361442007801837	0.0208445409303699	-8.67428e-05	0.1233596836	-0.0544615144	0.0040708689	0.1422721715	0.06620027	-0.0676630536	0.1050010317	3.4017e-06	0.0903679008	0.0872416005	-0.0637846367	-0.1202941107	-0.0242269334	0.0329255508	0.0497293139	0.0296077957	-0.0210938268	0.0664236126	-0.1037046511	0.0513987978	-0.0597595811	-0.0826555633	0.0544527384	-0.1132975873	-0.0424148562	-0.0139626846	-0.0756290728	0.0451346252	0.074770495	0.0592143027	0.0464481375	0.0122237699	0.1418339326	0.0431609206	-0.107779736	-0.0479019639	-0.0609774735	-0.1457034399	-0.0571152953	0.1325930378	0.1158015938	-0.0390304752	0.1970481162	-0.0212541966	0.1884526474	-0.0895557765	-0.078131711	-0.1233242677	0.1055270195	-0.1096089332	0.0049141569	0.070976899	-0.1181525596	-0.0330235983	-0.056755962	-0.0035939422	-0.0935814018	0.0346801447	-0.0419239356	-0.0197076207	-0.0723576743	0.0546750606	-0.0549916638	-0.020590957	0.0385260671	-0.0548427079	-0.1226194565	0.0059456719	0.1169362718	-0.0928918074	-0.0008631554	0.0065056219	0.052231845	-0.0149789326	-0.0214555493	0.0370896613	0.0734856538	-0.1523848777	0.1074683186	-0.0064191628	0.1142045064	-0.0945947411	-0.0490788937	0.0805577335	-0.1095234897	0.0320930549	-0.0061260466	0.0857606426	0.0147370647	0.0811285856	0.0076743329	-0.0114503743	-0.058871972	-0.0425692457	0.1173106311	-0.173145546	-0.1192902751	-0.0310375021	-0.0257181743	-0.0485335695	-0.0539214853	-0.0171746794	0.0116051664	-0.0321492648	-0.1537290283	-0.0271763705	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0444078081648484	0.0046377513674968	0.0019720534260059	2.150873774671933e-05	0.0428919436743768	0.0165907826575733	0.0018397188321659	0.0002752540691908	0.0666913356218117	0.0077381457013601	0.0044477342470211	5.987889889547785e-05	0.0007029999162164	-8.698549996619119e-11	4.942088822002654e-07	7.56647720436825e-21	7.66248690498017e-07	5.503598101697094e-07	5.871370556899259e-13	3.0289592065003853e-13	0.000756999911058	0.0001429999742794	5.7304886534182e-07	2.0448992643909087e-08
944.389917824204	-0.2640027595824676	0.0696974570671582	891872.3168880068	1148.7689955691071	-1.7819681370517628	1319670.2051808552	3.17541044146773	854.857037686901	-0.071827274610996	0.0051591573780434	730780.5548828236	871.6188719265766	817.6829574697572	0.973455	16.197042	0.0489896963832683	0.0296162874191086	-0.0437040143	0.0793276073	-0.080007293	0.0398856161	0.1228912174	-0.0156636749	-0.090724152	-0.0138763972	0.0189107145	0.0987787058	-0.0924264191	-0.0694548593	-0.056112684	-0.0188834692	0.0392355347	0.0017140654	0.080915761	-0.0438231386	-0.1283836101	-0.0784582335	-0.107083388	-0.1254701864	0.0156127266	-0.0994693496	-0.1846115477	0.0094015436	0.0125719832	0.0477456503	-0.0355584295	0.1092072506	0.0931387977	0.0959757706	-0.0642762905	0.0376024204	0.0749982892	0.1295748869	-0.0283837391	0.019761077	-0.0567622422	-0.0004257568	0.0726107618	-0.0289051086	-0.0315018374	-0.0208848006	0.0884355916	0.1182925373	0.132915396	0.1435719985	0.0213120189	0.0702083118	-0.1019402724	0.0284782441	0.0123149124	-0.0652729703	-0.1325941729	-0.0224874141	-0.1214526018	0.0089311276	-0.1538915587	0.018430785	-0.1580074813	0.0077235786	0.0541842797	-0.0224527271	-0.0101994045	0.1245567654	0.0634859031	0.0467052736	0.0325824879	0.110909516	-0.0263903109	-0.0189954463	0.1081128011	0.018107554	-0.1326345159	0.0949073388	0.0672674657	0.0075614768	-0.0675091376	-0.0349206448	0.0705025905	0.1258714441	-0.005778679	-0.0611371883	0.1014694726	-0.1018126368	0.0344804044	-0.0264280022	-0.0115938497	0.1576087248	0.0411410265	-0.0023777949	-0.0153328249	-0.1368214255	-0.0420240593	-0.0030972764	-0.1304047757	-0.0925814109	0.0039413439	-0.0134204843	-0.0528903852	-0.1475881266	0.0167392681	0.0142917054	0.0831670312	0.0457543245	0.018048286	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0385894604083034	-0.005818347756545	0.001489146454604	3.3853170616092254e-05	0.0263159112960664	-0.0165760323783103	0.0006925271873424	0.0002747648494067	0.0729044743784257	0.006213138756614	0.0053150623843945	3.860309320893897e-05	0.0007029997907561	-1.2546030002651834e-10	4.942087058031203e-07	1.5740286882744006e-20	1.227515005197688e-07	-6.434971899782482e-07	1.5067930879854802e-14	4.1408863350990173e-13	0.0003499999838723	-0.0004069999271857	1.224999887106103e-07	1.6564894072916513e-07
945.4955296817046	1.1056118575006622	1.2223775794460645	893961.7966480872	1156.0687232484208	7.299727679313719	1336494.892873234	53.28602419213885	854.9535247546285	0.0964870677274802	0.0093097542386473	730945.5294903631	872.63274435693	813.4246421053841	1.072848	17.850813	0.0596556373848117	0.0336604829235493	-0.1043583016	0.017166963	-0.0433299871	-0.1235303305	0.0769259893	-0.0101590189	-0.1678776881	0.0954515881	0.0304411385	0.0231517366	-0.0445032908	-0.0277113664	-0.0371709841	0.0440947088	-0.0399780866	-0.0611097712	0.0638624463	0.0189152473	0.1672312695	0.0621294348	-0.092943541	0.0207082968	-0.2001573936	0.0635528501	-0.0933291611	-0.1144440503	0.0096328854	-0.0999025804	-0.0051254119	-0.0316082984	-0.0653935111	-0.0818284352	0.1891171206	-0.0476658222	-0.0262758182	0.1065008698	0.0463392222	-0.1571898948	0.2078001247	-0.1488885602	-0.038629788	0.0100382729	-0.0295957501	-0.1857062625	-0.0490981921	-0.0545257592	0.1420234796	-0.1161175585	0.0461189198	0.0306509999	-0.1239535273	0.0374637241	0.0886473444	0.0848226651	-0.0100922287	-0.1544054867	-0.0320618645	-0.0123191407	0.0534232947	0.1083224133	0.0250980102	-0.0074483488	-0.0563915461	0.119796767	-0.1275671566	-0.2040633455	-0.1765116733	-0.0258812499	-0.1293871111	-0.0697778444	0.1190918447	0.2554714167	0.0978895853	-0.0372015979	0.0022764692	0.0230847768	0.0706711103	-0.0037542992	0.0470462941	-0.0803684487	-0.0246231956	0.099595539	-0.0188454421	-0.0939466042	-0.0207633908	-0.0654002599	-0.0426110418	-0.0860906787	0.0714913608	0.0662896399	0.0661314961	0.0660946525	0.0846713469	-0.0461758428	0.0615398102	0.0080049072	-0.1487563101	-0.0240091074	-0.158293455	-0.0567176222	-0.0735172233	0.0940791573	-0.0515480327	0.0148833709	0.0402752428	0.058240344	0.1149483905	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0361849788780404	-0.002404481530263	0.0013093526964042	5.781531429375899e-06	0.0263601141640776	4.420286801119777e-05	0.0006948556187432	1.953893540415371e-09	0.052151593380465	-0.0207528809979607	0.0027197886921213	0.0004306820697155	0.0001530002927002	-0.0005499994980558	2.340908956634687e-08	3.0249944786174185e-07	4.047409918328526e-08	-8.227740133648355e-08	1.6381527046984129e-15	6.769570770684783e-15	0.0005289996481866	0.0001789996643143	2.798406277815466e-07	3.2040879824632096e-08
947.7672143232552	2.2716846415505643	5.160551110656716	898262.6925460631	1154.508105598612	-1.560617649808819	1332888.9658928958	2.4355274488948013	856.5970468216583	1.643522067029835	2.701164784814021	733758.5006235862	873.9819062313494	815.3680140036645	1.29646	21.571423	0.0472278331210212	0.0240584554880076	-0.0288553735	-0.1654874294	0.0307619197	-0.0334262685	-0.1549875981	-0.0024052643	-0.0988816113	0.0716289541	-0.0761954539	-0.0916279278	-0.1106389434	0.105066865	0.0021533591	0.0886510303	-0.1307267969	0.0774897413	0.0705983011	-0.0587902572	0.0746830968	-0.0593113383	0.0917243375	-0.0439495121	0.0925543457	0.1475692305	0.0239420097	-0.0597264911	0.0100176719	0.1967573906	-0.0164337726	-0.0122338583	0.013676125	-0.067511631	-0.0282425285	-0.0956737037	0.0765529535	-0.0707122706	0.0901799935	0.0220204549	-0.0008417227	-0.055528102	0.0172629301	0.084309938	0.0252368679	0.0002311181	-0.0851422047	0.0021263637	0.0134944442	0.0616189031	-0.0145161316	-0.1669942335	0.0012352805	0.0679438064	0.1100900774	-0.0134861006	-0.0169788083	0.0268775756	-0.0669206547	-0.0283548585	0.0853954567	0.0777789363	0.1658894925	-0.0153369985	0.0725987977	0.0150733415	-0.1401863789	0.0687852128	0.0949617127	-0.1016933366	0.0817507229	0.0320449254	0.1324948928	-0.1286026568	0.0226678704	-0.0344080729	0.0603883154	0.0508648369	0.0493050858	0.0472119287	0.0222416781	0.0184190612	0.1359312793	-0.0091400143	0.0178833171	0.0162505883	-0.0844453443	0.1205309475	-0.0510082115	-0.0949693915	-0.0640167229	0.066239616	0.0743403927	-0.0141803461	0.0754309591	0.0004945417	0.072360402	0.1540660472	0.0340430254	0.0406558842	-0.1216124998	-0.1182057578	-0.1221211979	0.0314105379	0.0204573273	-0.0148413706	0.1298276538	-0.0880755547	-0.032520206	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0258508469353273	-0.010334131942713	0.0006682662872737	0.0001067942830094	0.0363905799250829	0.0100304657610053	0.0013242743072838	0.0001006102433826	0.0356392879781211	-0.0165123054023439	0.0012701588475874	0.0002726562297002	0.0002719998914057	0.0001189995987055	7.39839409247126e-08	1.4160904492070036e-08	5.975485706244399e-08	1.9280757879158728e-08	3.570642942553112e-15	3.7174762439474135e-16	0.0004409999273508	-8.799972083580002e-05	1.944809359234109e-07	7.743950867178736e-09
949.0656750460346	1.2984607227793958	1.686000248600791	900725.6555505854	1154.3638621228806	-0.1442434757314004	1332555.926175253	0.020806180291075	856.5729746842585	-0.0240721373997985	0.0005794677989947	733717.2609594393	873.2391241556745	820.4617212396413	1.263602	21.024712	0.0270909810455076	0.0158490862355347	0.0192699572	-0.0059709423	0.1736298704	-0.0023217003	-0.1555315587	0.0105181573	-0.0421694996	0.2520834739	0.1192298586	-0.0216534253	0.0838645548	0.0653498568	-0.0375373183	-0.0839627977	-0.1574573301	0.1007308785	0.0704303622	0.031277728	-0.0576821483	-0.0392998145	-0.03086499	-0.0214847117	0.0497336008	-0.0759057976	0.0395367987	0.0197682526	0.0036645825	-0.0185522501	0.0497034631	0.0670284645	0.0288265839	-0.0234334752	-0.2599115775	-0.1111263171	0.0247773534	-0.1333467228	0.0491866165	-0.1939935031	0.1325646915	0.1137594495	0.0050736151	-0.2278935964	0.0352533266	0.1826852969	-0.0578423126	0.0321776417	0.0478542999	-0.0244830506	0.1135533411	-0.0829303804	0.018993132	-0.0272541044	0.2413301709	0.0469435741	-0.0621824467	0.0560090205	0.0707194023	0.0552653087	-0.0946851656	-0.0764547057	-0.0392911369	0.0210928294	0.0369923331	0.0383144338	0.0035074518	0.0885716662	-0.0139946241	0.0483075522	0.1119118222	0.0210563931	0.1063605759	-0.0632556717	-0.0539535114	0.019692062	-0.2021182706	-0.013491817	-0.1957014676	0.2041802753	0.2124171073	0.1231649319	0.2567964348	-0.1064721169	0.0124312277	0.0384550012	-0.1135776504	-0.0199145595	0.0623197972	0.0271013642	0.0130797483	0.1257846792	0.0259817356	-0.0026234372	0.2298509089	0.0218911407	0.0608964327	0.0347731793	0.0644448576	0.0122434369	0.0586461075	-0.2237560311	0.1672138962	0.0855213776	0.027730851	-0.042293555	-0.0963151902	0.0978652752	-0.0677176064	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.025895637769949	4.479083462170103e-05	0.0006705840555124	2.0062188661085713e-09	0.0284386776556146	-0.0079519022694682	0.0008087583867999	6.323274970317508e-05	0.0356242242433566	-1.5063734764494964e-05	0.0012690853529409	2.2691610505505406e-10	0.000335064629053	6.30647376473e-05	1.122683056424245e-07	3.977161134522778e-09	-0.0002604161244668	-0.0002604758793238	6.781655788230787e-08	6.784768370953937e-08	0.0004990437945127	5.804386716189999e-05	2.49044708841634e-07	3.3690905151082915e-09
950.5332072491914	1.467532203156793	2.153650767302231	903513.3780834342	1160.9219148676443	6.5580527447637	1347739.692419958	43.00805580310269	859.0973349178539	2.5243602335954165	6.3723945889579054	738048.2308629593	876.3431941979511	823.1933494230038	1.182882	19.681631	0.0658070360721468	0.0380013677455759	-0.0878419616	-0.041870932	0.169346391	-0.122278921	-0.0799856525	-0.147108179	0.063931051	0.1718242407	-0.1162774063	0.1898548697	-0.0761513657	0.226980791	0.0142426474	-0.0195731367	-0.0575460787	-0.0763208904	-0.0019796533	0.1731761911	0.0007933104	0.1236125086	0.0649929736	0.127418669	0.0135021957	0.0496325769	-0.1663765825	0.0470283118	0.019321783	0.0345127077	0.2225046234	-0.118613751	-0.1266934473	0.0373026912	-0.1648680162	-0.1725669009	-0.1693443851	-0.0668965736	-0.001761822	0.0143896704	-0.0384780066	-0.0074909879	0.0107035359	0.1316497923	-0.0399478484	-0.0364997353	-0.0054557758	0.0375949619	0.1253023611	0.0413399137	0.0518790863	-0.1750355546	-0.0224280193	-0.1754414059	0.0609441648	0.0341617475	0.1695024885	-0.1297158027	-0.1120400439	0.0994892759	-0.0617106285	0.0020366589	0.0664648674	-0.0750305397	-0.0741248313	-0.0797972323	-0.1185248928	0.0119328221	-0.1686630974	0.181209885	0.0950561332	-0.0651356835	0.017242647	-0.0530555878	-0.0667730468	0.0328679828	0.0239417179	-0.0278650965	-0.1035740284	-0.0015255213	0.2151478549	0.0965985095	-0.006634393	0.083213287	-0.1691005781	-0.0179005479	-0.1916788049	0.0637048155	0.0512752241	-0.0468396414	0.0468635259	-0.0371741738	0.0033490415	0.0142974774	0.1478345817	-0.0066796788	-0.0635365634	0.0751173187	0.0614762036	-0.064304647	-0.1190820328	-0.0165875908	0.0317973797	0.0456245488	-0.0268106649	0.0527974389	0.0612945478	0.0474094268	0.0032132816	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0258624968056864	-3.31409642625978e-05	0.0006688687410241	1.0983235122547842e-09	0.0184843296503061	-0.0099543480053084	0.0003416704426211	9.908904421078929e-05	0.0051795336340845	-0.0304446906092721	2.682756866661259e-05	0.0009268791862943	0.000494999664165	0.000159935035112	2.450246675234628e-07	2.5579215456276677e-08	1.0191299937289961e-07	0.0002605180374661	1.0386259441180631e-14	6.786964784522628e-08	0.0004119997372248	-8.70440572879e-05	1.6974378347330424e-07	7.576667909139216e-09
948.533551078872	-1.9996561703193263	3.998624799496156	899715.8975222951	1155.4187546750331	-5.503160192611176	1334992.4986548044	30.28477210554028	857.9909454345703	-1.1063894832835786	1.224097688720504	736148.4624477079	875.6333597304833	826.0729655069912	1.288424	21.437714	0.0692159584356321	0.0329770590356385	0.0523855809	-0.1353790064	0.1345912648	-0.0042656596	-0.0874544635	-0.0307643083	0.2641290703	-0.0095394019	-0.0778345574	0.014700953	0.0534247783	0.1728468613	0.1568505527	0.0019401826	0.0272888719	0.0323274111	0.0547219148	0.0977831724	-0.1858916568	0.1177097094	-0.0047780401	-0.0457252982	0.0070517009	0.0292012972	0.1629325057	-0.0975687161	0.0493713102	-0.0673067864	0.1379775559	0.024446435	-0.0107869214	0.0338693901	-0.0316876752	-0.0101631527	0.0624936375	0.0304128994	0.0281942565	0.2040760237	0.06122476	0.0842242056	0.025197006	-0.0265321295	-0.1495091866	-0.105088312	-0.0307763154	-0.1304982954	-0.0451208239	-0.0042440495	-0.1092795387	-0.1399746091	0.1571990107	-0.0945057904	-0.0916783513	-0.0452274993	0.0615824374	-0.0070239077	-0.1044139941	0.1859407631	-0.1189873257	-0.0491332174	0.0726656456	0.1278794807	0.0251341309	0.1867838866	-0.013711093	-0.1160007683	0.0410082766	0.0400656254	0.0282294362	-0.0938618266	-0.0514538833	0.0796828826	-0.0182947763	-0.099226804	0.0998331728	-0.0810913073	-0.1125166164	-0.1845755335	-0.1265803404	0.0594725877	0.084250695	-0.0285863067	-0.0315072429	0.0889434478	-0.0550128896	0.1776684889	0.0710246852	-0.0080692881	0.102168195	-0.0699894048	0.0117868502	-0.0491791896	0.0459254504	-0.0956190408	-0.1097126305	0.0005201883	0.0460943368	0.0077165467	0.1645852849	0.0423786137	0.0409595208	-0.1497221547	0.0290999658	-0.0766583824	0.0649556927	0.0958604975	0.1207732646	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0167639707348143	-0.0090985260708721	0.0002810307147977	8.278317666233934e-05	0.000980382631468	-0.0175039470188381	9.611501040841202e-07	0.0003063881612382	0.0120077215544824	0.0068281879203979	0.0001441853769299	4.66241502762678e-05	0.001017000190607	0.0005220005264419	1.034289387694674e-06	2.724845496057251e-07	8.075374906546529e-07	7.056244912817533e-07	6.521167988128136e-13	4.979059226966331e-13	0.000604999534802	0.0001929997975772	3.660244371106365e-07	3.724892186484019e-08
946.6261071950048	-1.907443883867245	3.63834217010256	896100.9868231687	1162.1923011292802	6.773546454247025	1350690.944804171	45.88093156784245	855.6911153072068	-2.2998301273635207	5.289218614728908	732207.2848156915	874.118479650367	829.0286320760241	1.123154	18.687836	0.0871639923183501	0.0468325360077437	0.1318194747	-0.0382269448	0.0851154528	-0.0673939977	-0.0086634102	0.0345380462	0.2372628417	-0.0570751242	0.0258577048	-0.0390237284	0.1379477344	0.0133236386	0.0617493844	-0.0187652848	0.1260178856	0.1804215884	-0.0434452191	0.043255606	-0.0405627806	0.0026527646	-0.0811722225	0.1686732553	0.0748624543	-0.088522552	-0.0100676918	-0.0805581382	0.0224587725	0.0563474332	-0.1591179585	-0.1459907196	0.0892986607	0.0808076284	0.0077807896	0.10309018	-0.2191770873	0.1422956223	-0.0500747344	0.1559614175	-0.0116173969	-0.0692129195	-0.1859907952	0.0006052223	-0.0028323685	-0.0779256057	-0.0852221744	-0.0438537291	0.0277653845	-0.1884775011	0.0704407862	0.0268244861	0.106714211	-0.0545633191	-0.0501088216	-0.1777999768	0.0215111087	0.0361583436	0.0445060486	0.1088270348	0.1320819593	-0.0541908541	-0.0212604514	0.0367657837	-0.0826910723	-0.015730547	0.0967607707	0.0160023054	0.0644489691	0.0742605927	-0.3256425012	-0.1377841484	-0.088442875	-0.0047911602	-0.1142927531	-0.1786110517	-0.1155745728	0.0020566979	-0.0039048249	-0.2055484753	-0.0048062578	-0.128743529	-0.0999875492	-0.100534127	-0.102084732	0.103789474	0.0532623043	0.0827211219	0.0659397175	0.0218874452	0.0961396602	-0.0912012443	-0.0637331607	0.0733021832	-0.0002791254	-0.0134818502	0.0536618426	-0.0006025879	0.0153890472	0.0273590966	0.1987594983	0.056841975	0.058264029	0.0020859541	0.0180123514	-0.0615275114	-0.0125772256	-0.0209848658	0.0226970882	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0257989538851575	0.0090349831503432	0.0006655860215684	8.163092052698553e-05	0.0338019952859696	0.0328216126545016	0.0011425748853127	0.0010772582572421	0.02264708455548	0.0106393630009976	0.000512890438863	0.0001131960450669	0.0010811543163211	6.415412571410001e-05	1.168894655699745e-06	4.115751846140549e-09	-0.0005667063164915	-0.0005675138539821	3.211560491513642e-07	3.220719744616784e-07	0.0005433068442481	-6.16926905539e-05	2.9518232700682925e-07	3.805988067779262e-09
