global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
939045.6683282156	n/a	n/a	881806767205.9851	1416024.1815240206	n/a	2005124482660.7725	n/a	925199.9542711783	n/a	n/a	855994955383.3905	962338.706226478	1056296.8290012043	n/a	n/a	n/a	n/a	-0.1199896727	0.1357515183	0.0071752265	-0.1041701381	0.1133733676	-0.1060166716	0.0930581459	-0.1507147313	0.3947933542	-0.0731930579	0.146812838	-0.0348692132	0.0718673649	-0.054232808	0.0593852169	-0.053753559	0.0427965237	-0.0269648047	0.0145287044	-0.0243479388	0.0378549871	-0.049869463	0.0288681069	-0.1364551226	0.1387529817	-0.152695468	0.0895565245	-0.1305105106	0.0080695116	-0.2520785926	0.00258093	-0.0355452712	0.0697866714	-0.0951097624	0.0760276754	-0.1037228608	0.0883248338	-0.1512947579	0.055167725	-0.0208006429	0.0234091737	-0.0427474908	0.0838154753	-0.1228491565	-0.1628816757	-0.0313059085	0.0398870158	-0.0588482346	0.1029883755	-0.0614135413	0.0498011389	-0.0700609389	-0.0087587889	0.1666771298	-0.0146920636	0.0018599743	-0.1894427574	0.0821921197	-0.0753708001	0.2444263138	-0.0250633988	0.0872935073	-0.0728426525	0.294586051	-0.1723552728	0.123282541	-0.0327118808	0.0828814379	-0.3019893732	0.0299053438	-0.1626527333	0.0654289207	-0.0896630173	-0.0376818179	-0.0905831425	0.0431893602	-0.0318121726	0.0468901107	-0.0904880666	0.050715533	-0.1132357075	0.1249195089	-0.0318165705	0.0036680848	-0.2027479013	0.014418773	-0.0535905336	0.0917619636	-0.0139684733	0.0458546838	-0.0091428505	0.1517068255	-0.0219973238	0.0098779096	0.0122737127	0.0374166942	-0.18289437	0.1154637225	0.1154447293	0.1154130763	0.0423640228957395	n/a	0.0017947104359107	n/a	-0.1394287701465657	n/a	n/a	0.0194403819445838	9.775967438940825e-05	n/a	n/a	9.556953936723124e-09	-0.0004546448885968	n/a	n/a	2.067019747271967e-07	-0.0005358019652246	n/a	n/a	2.870837459385435e-07	0.0013278800249259	n/a	1.7632653605972089e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
933865.8908335244	-5179.777494691196	26830094.8945094	872105502062.2921	1378157.1279151118	-37867.053608908784	1899317069223.23	1433913749.0199718	920459.7284666352	-4740.225804543123	22469740.678056493	847246111728.8718	954955.5988059244	1069474.081440681	1.450405	27.485098	0.0470567818632488	0.0282775696793344	-0.1758821514	-0.0285527196	-0.0813425462	-0.0138586163	0.0730632181	-0.0192240412	0.1466010587	0.0123559755	-0.0396258127	-0.0294049854	0.1923845274	0.0003422146	-0.0036685007	0.0562473658	-0.1121083213	0.0386798925	-0.110582559	-0.0586520379	0.0150547973	-0.0799119913	0.1053492199	0.0592505913	-0.0130310214	-0.0208613984	0.0119880887	0.0516797416	-0.0062158779	0.0395268548	0.0573922923	-0.0429039634	0.0061061891	-0.0040984139	0.0527069503	0.1150831128	-0.0622771509	-0.005569541	0.1033756846	-0.0072518857	-0.1282065985	0.0733393803	0.1357484553	-0.0037132366	0.1624311082	0.0856267778	-0.1809822698	-0.0461395249	-0.0375310368	0.0358331413	-0.0885812772	0.0826480367	-0.0633153824	0.0640026114	-0.0496550924	0.0841441892	0.0331682934	-0.0305823732	0.011675182	-0.1792600907	0.001756214	0.1265902672	-0.0389635733	-0.0307733426	-0.0437576584	0.0230627715	-0.1619859198	-0.0597581935	0.0390471325	0.0807514991	0.107186717	0.0742707729	-0.0385007505	-0.0717288831	0.0385121594	-0.0379077001	-0.0818669991	0.0339863265	-0.0455349539	0.1340140836	0.045848874	-0.1091960231	-0.0162317268	0.1106839992	-0.0112157097	0.0755598171	-0.1560510471	0.0130044021	0.0259321379	-0.0372632308	-0.0347564174	-0.0732481092	0.0631919426	0.0641860539	-0.0451546078	-0.0764407411	-0.1436443687	-0.0096074777	-0.134730373	0.1154130763	0.1152422001	0.1149575937	0.0424536161246749	8.959322893540428e-05	0.0018023095220612	8.026946671071763e-09	-0.140470344020386	-0.0010415738738202	1.0848761346249928e-06	0.0197319175492055	2.560874499124565e-05	-7.215092939816259e-05	5.205756613018642e-09	6.558078200266491e-10	-0.0001193995852706	0.0003352453033262	1.1238941340227586e-07	1.4256260962791281e-08	-0.0001330901588618	0.0004027118063628	1.6217679898398938e-07	1.7712990385859164e-08	0.0015069921918588	0.0001791121669329	2.2710254663233906e-06	3.2081168343399096e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
932227.222853908	-1638.667979616439	2685232.747420222	869047595029.9098	1379285.544193097	1128.4162779850883	1902428612420.048	1273323.2964217206	922979.9921616184	2520.263694983209	6351729.092250415	851892065930.6613	958034.2335926928	1058629.0382519143	1.326814	25.143066	0.0428235582285661	0.0290890003549667	-0.0261986595	-0.1228568458	-0.1392372261	0.0459093985	-0.0571242986	-0.1319681292	0.1137245791	0.1742996143	-0.0238800191	-0.101623926	0.0887318048	-0.0231930428	0.0802344285	0.0988444386	-0.122137718	-0.0024871778	-0.0341467803	0.0904180932	0.0296349818	-0.1340660976	0.023729569	-0.0371531794	0.0203491522	-0.0477721738	0.0114208532	-0.1019466529	-0.0044802345	0.1141755079	0.0213112242	0.0076605086	-0.0936862628	0.0666011032	-0.040041112	-0.0159499674	-0.1023150078	-0.0104293382	-0.0259618525	-0.0265386123	0.0773951216	-0.0470263226	0.1131219965	-0.0927763771	0.0405837207	0.0266401561	-0.0399386706	-0.1269663973	-0.074008526	0.0295913403	-0.1333612005	0.089967635	0.0809251634	-0.0610572756	0.0256898692	0.0541715494	0.0294455739	-0.0011305154	0.0051240237	0.020658471	0.0905374692	-0.0482523144	-0.127722634	-0.03487951	-0.1155018518	-0.0708017385	0.0101280036	-0.0438718018	0.1399151411	-0.005069373	-0.0157227016	0.1189850905	0.0177943494	0.0330531878	0.0078034901	-0.0215559435	-0.0598976015	-0.0100821934	0.0255356936	0.0432449219	0.0609494733	-0.1294858308	-0.1031209943	0.1281821377	0.0153725963	0.0822387863	-0.0953594222	-0.0278084725	0.0046456334	0.1011414154	-0.0131922082	-0.0363730243	0.1109801132	0.039357242	0.0088008126	-0.0510758405	-0.0338626071	-0.0754237613	-0.1126518092	0.1153118061	0.1148374968	0.1140484259	0.0422490467678215	-0.0002045693568534	0.0017849819527895	4.18486217634148e-08	-0.1199102810179226	0.0205600630024633	0.0004227161906652	0.0143784754937971	0.0001701998072576	0.0001445910622663	2.0906575287312755e-08	2.8967974390524183e-08	-8.30968007551402e-05	3.630278451545979e-05	1.3178921635759072e-09	6.90507829573947e-09	-0.0005350627586713	-0.0004019725998095	1.615819709976085e-07	2.8629215571694186e-07	0.0015069808800441	-1.1311814699993192e-08	2.2709913728184905e-06	1.2795715180698203e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
930290.4162967772	-1936.806557130767	3751219.6397447353	865440258653.631	1374088.8389109145	-5196.705282182433	1888120137219.545	27005745.7898628	919619.9839387127	-3360.008222905686	11289655.257993829	845700914859.4382	956135.1998371956	1055728.577731287	1.26916	24.050529	0.0369881381259315	0.0195831246939252	0.0704259108	-0.0354342066	-0.0036867054	0.0812880985	-0.1313563188	0.0069697996	-0.0482160865	0.0235155341	0.066275221	0.0802217625	0.0155917022	-0.0006901713	-0.1360654698	0.0360140142	-0.1230884124	0.0391712364	-0.1313355949	-0.0343004705	0.0817387944	0.0456718879	0.0987561858	-0.0151236913	0.1355403579	0.0269147128	0.0114411849	-0.1240038386	-0.0441698924	-0.111080307	-0.1150512324	-0.0912150532	-0.0746698516	-0.0449274256	0.0543761823	0.0996682866	0.0393677595	-0.0404924336	0.1393551433	0.0824891265	0.0324853675	0.0214024007	-0.1164906854	0.0469331165	0.0059966727	-0.0855810848	0.0423626081	0.0849214469	0.0194386867	0.0030657105	-0.1707220694	0.1087594726	-0.033532555	0.0262694532	-0.0473858341	-0.0451068795	0.0795727661	-0.1415130623	-0.1485036379	0.1684571439	0.0811787137	0.1471186975	-0.1652301273	0.026963652	0.0126592972	0.1092632528	0.0907349207	0.0111647065	-0.1347278399	0.0299146497	0.1291878198	-0.1288190632	-0.0546404911	0.0309302776	0.1808940021	-0.0292857432	-0.0443626599	-0.0325213362	0.0571179796	-0.0192569592	-0.0127894083	-0.0639751809	-0.0104788156	0.0860677008	0.0589214913	0.0338958978	-0.0467414326	0.0881069817	0.0152183063	-0.111357484	0.05113015	0.0049735177	0.0674086303	-0.0551863668	-0.0170002759	-0.130919464	-0.1697282715	-0.1059303368	-0.0523288058	0.1151599564	0.1142313295	0.112689161	0.0422742533936428	2.52066258212974e-05	0.0017871124999899	6.353739852948968e-10	-0.1066772870102568	0.0132329940076657	0.0001751121304069	0.0113800435638687	5.874505148995013e-05	-0.0001114547557676	1.242216258322648e-08	3.4509810745568917e-09	2.313499246949652e-07	8.332815067983517e-05	6.943580695721315e-09	5.352278765636607e-14	-0.0003569992273453	0.000178063531326	3.1706621188285394e-08	1.274484483251412e-07	0.0012960029073164	-0.0002109779727277	1.6796235357725615e-06	4.451170497629014e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
929876.539620761	-413.8766760162544	171293.90295026358	864670378937.0806	1361815.6532765855	-12273.185634328984	1854541873509.1333	150631085.61469933	921551.3253076196	1931.3413689068984	3730079.483251172	849256845176.2302	956355.3904981394	1049161.1122313489	1.072501	20.323847	0.0679541866430959	0.0312581692286594	0.0498245341	0.0759314027	0.0087177079	0.0471242267	-0.0131722725	0.1317994369	-0.037849812	0.0163197613	-0.0613953164	-0.0334838649	-0.0337987833	-0.0208521482	-0.1232397045	-0.0246783772	-0.0324513079	0.0255675602	-0.0154327071	0.1270793819	0.058938189	0.090253522	-0.062114825	0.0255521111	0.1219335197	-0.063777665	-0.0671852482	-0.1434580929	-0.1032908173	0.0261026508	0.0637977424	-0.0345116964	-0.1998298537	0.082404807	-0.0858955141	-0.0172981778	0.1425721005	-0.0764917404	-0.0132296283	-0.1631527671	0.0662619989	0.0301893715	-0.0946697584	-0.1038730245	-0.1880636485	-0.1102279314	0.0339273956	0.0947137564	0.0757900513	0.0144694987	-0.0204313148	0.0358382146	0.0519187337	0.0182056411	0.0998286314	-0.1710772464	-0.0139914988	-0.0170187537	0.0324939527	0.059945027	0.1573029049	0.0270632628	-0.1500353678	0.0310191346	-0.0041557612	-0.0155007174	-0.0412958891	0.0262905122	0.1177882	-0.0554468678	0.1071179079	0.0377971685	-0.0897129507	0.1391611846	-0.0124883994	-0.0289177796	-0.0294004217	-0.0412645831	0.0499280453	-0.0181789524	-0.0689746776	-0.0391739939	-0.0448218499	0.096073065	-0.0963360418	0.0179019361	-0.0140798283	0.0572434187	0.0775751246	-0.0155506847	-0.0505156371	-0.0071503206	0.0068303509	-0.2667083893	-0.1026873167	-0.0049263549	0.0366310167	-0.0187636493	-0.0783807315	0.1149575937	0.1134247617	0.1108851636	0.0356138528441505	-0.0066604005494922	0.0012683465144048	4.436093547967728e-05	-0.0971803020008224	0.0094969850094344	9.019272426942192e-05	0.009444011096971	0.0168445129879444	0.0167857679364544	0.0002817620052165	0.000283737617801	-0.0003452005518202	-0.0003454319017448	1.1932319874309474e-07	1.1916342097697059e-07	-0.000535693615046	-0.0001786943877006	3.1931684195728075e-08	2.869676492010521e-07	0.0011199085338077	-0.0001760943735087	1.2541951240953125e-06	3.1009228381421547e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
931563.2158062354	1686.6761854744982	2844876.554646804	867810025043.2548	1363564.0802530318	1748.4269764462952	1859307000956.2969	3056996.8919651336	920867.2391150024	-684.0861926171929	467973.9189294871	847996472075.2871	954732.2879577554	1048052.2726462142	1.11361	21.102863	0.0390426200779476	0.0196645501052029	0.0204982517	0.1041683749	0.0520816353	-0.0350318036	0.0690139619	0.0862318579	-0.0092262083	-0.037933284	-0.1028410013	-0.0572305365	0.0185364152	0.0159554337	-0.1662632709	0.0283389474	0.0065960975	-0.0219991192	0.0290065767	0.1193053848	-0.1889787543	0.1058762839	-0.160218604	0.1459641613	-0.1191385672	-0.0875955651	-0.054013173	-0.0227095931	-0.1060258689	-0.0087388871	-0.0001156539	0.0736772982	-0.0103680588	-0.0784054452	0.0923804016	-0.0986860603	0.0281329063	0.0962145823	-0.1288023352	-0.1076798744	0.0786372085	0.1115426493	0.0688068876	0.1171241428	-0.0611507282	0.0833158781	-0.0434745094	0.1368393252	0.0688712834	0.123594759	0.0222463994	0.0248189681	-0.0324800962	0.0828653407	0.1955948948	-0.0596624015	0.0364973195	0.0599821153	0.2036220988	0.1004608809	0.0014146266	-0.1059233163	-0.0113826091	0.0846629612	0.0241919604	0.0562880218	-0.0140657851	-0.0030864444	0.0562782163	-0.0448256261	-0.0302170141	0.0158983459	0.0183093173	-0.1082675105	-0.036127081	-0.039227151	-0.0296051129	-0.0075140139	0.0380784187	-0.0381657708	-0.0909808555	0.0763590084	-0.1301752273	0.1237167936	-0.0446965719	-0.0330769175	0.0524358501	0.1190275074	0.000913199	-0.066301324	-0.0092367821	-0.0519316894	-0.0259660462	-0.1463506777	-0.0886923471	0.0105923008	0.102094653	0.1498320893	0.0991849181	0.1147048067	0.1124192083	0.108643553	0.0424573362635101	0.0068434834193596	0.0018026254025927	4.6833265311049765e-05	-0.0805334318743291	0.0166468701264932	0.0002771182850083	0.0064856336494572	0.0087959997347297	-0.0080485132532147	6.477856558717266e-05	7.736961133336495e-05	-0.0004322171111922	-8.701655937200004e-05	7.571881604940808e-09	1.868116312073306e-07	-0.0005357282798603	-3.4664814300066835e-08	1.2016493504581182e-15	2.87004789842076e-07	0.0010568846924164	-6.302384139130011e-05	1.1170052530641085e-06	3.9720045837157525e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
933303.693447024	1740.4776407885363	3029262.41808483	871055784201.8566	1367484.4847831156	3920.4045300837606	1870013816122.543	15369571.679501273	922406.7564185992	1539.5173035967164	2370113.5280737043	850834224286.6809	956514.3130021568	1056313.0183539712	0.8486	16.080925	0.0670453913322421	0.0451923046806171	-0.011421998	0.0721250919	0.0956667151	-0.0404877453	0.078009249	0.0584742097	0.0334700662	-0.0548489819	-0.0800905788	-0.0689898935	0.0461717549	-0.0472288503	-0.1309897302	-0.0087330648	0.0348717277	-0.0232166322	0.0212439016	0.1161139673	-0.2952614145	0.0944287722	-0.0311355519	0.0862653252	-0.178966254	-0.1133783465	-0.011523918	0.1149707116	-0.0387822599	-0.0136425376	0.0300595478	0.0809023794	0.0053786547	-0.0826580469	0.1629819028	-0.1827321963	0.0349829951	-0.0148195764	0.1642067104	-0.0032622762	0.0758948516	-0.0737146167	0.0039136591	0.2038143738	-0.1462593852	0.0398743605	-0.0790429012	0.0931182065	0.105995066	0.0719644815	0.0404771187	-0.0046893932	-0.0246709757	0.1098235337	0.2317409883	0.0746658912	-0.0325993941	-0.0145996493	0.2053015725	0.0445354159	-0.1401928475	-0.0734631363	0.0025938999	0.0571104626	0.0526437976	-0.0255823707	0.0679925044	0.0703064052	0.0175239831	-0.0418606715	-0.1287692522	-0.0227379021	-0.0704926442	-0.1986820527	0.0730220184	-0.0417551955	-0.0555708683	0.0135580343	0.0610545163	0.0010861748	-0.0711286488	0.0244274776	-0.0654124447	0.1185531248	-0.1057136555	0.027032886	0.0170860908	0.0930277861	0.0556625409	-0.099047848	-0.0154428192	-0.0207887647	-0.0755845478	-0.0693331896	-0.075351098	-0.0140446085	0.0954475609	0.2097562372	0.1051823901	0.1144017065	0.1112164334	0.105973176	0.042383800071434	-7.353619207610407e-05	0.0017963865084952	5.40757154505367e-09	-0.1221051562290682	-0.0415717243547391	0.0017282082658264	0.0149096691777251	-0.0004413046599722	-0.0092373043947019	8.532779248037903e-05	1.9474980291317906e-07	-0.0001097174192078	0.0003224996919844	1.0400605133003289e-07	1.203791207762012e-08	-0.0005350580960337	6.70183826600025e-07	4.491463614362524e-13	2.8628716613120815e-07	0.0010569713444199	8.665200350007132e-08	1.117188422924811e-06	7.508569710576373e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
935146.6985565276	1843.0051095036324	3396667.833656496	874499347821.1731	1372416.8475979478	4932.362814832246	1883528003570.6887	24328202.93713988	924702.8639671084	2296.107548509259	5272109.874321198	855075386628.9727	959574.9711867812	1069548.163282794	0.94178	17.846684	0.0239233473331329	0.0133025364762831	0.0075830343	0.0146223947	0.1284717443	-0.0388888992	-0.0011961863	0.0292070869	0.0299140931	-0.0979296715	-0.0791014011	-0.0194843774	-0.0544351952	-0.0866451897	-0.0937852659	-0.1088599818	0.0629247432	0.0014521512	-0.038751303	0.1547424472	-0.0268019544	0.0633307969	-0.0091088785	-0.0132170369	-0.0187319235	-0.1148871717	-0.1570088581	0.0510991766	-0.0673928385	0.1282082671	0.0420047358	-0.1395314845	0.1090076294	-0.0371444759	0.0764059262	-0.0401529743	-0.0721856084	0.0112095731	0.0546265504	-0.0627143969	0.0161811782	-0.0724513259	0.0390538109	-0.0960894757	0.1356182452	-0.033566818	0.0214294191	0.0616649558	0.1285049094	-0.0504594691	0.0135141473	-0.0215182366	-0.0025396493	0.0451041829	0.1654679448	-0.0787403893	-0.0964588719	-0.0100175674	0.0802697956	-0.1179223444	0.0123076603	0.0038398253	-0.0965421357	-0.0646827213	0.0398649528	0.1123143604	-0.0684062711	-0.102249055	0.1443439659	0.1397672645	-0.1775529895	-0.0335127391	-0.0132679954	-0.0273543006	-0.053496325	-0.0453083135	-0.0547357317	0.0120362788	0.0645015506	-0.010610333	-0.0404292067	0.0327510744	-0.0749407123	0.1151205425	-0.0914416742	0.0123289997	0.0096538889	0.0720662828	-0.0168435099	-0.0737383996	0.0445760392	0.0509319808	-0.0750252062	-0.1499299503	-0.0617154719	0.0974932752	0.0786535697	0.1348456124	0.0325311497	0.1140484259	0.1098185471	0.1028845713	0.0423952573931529	1.145732171890096e-05	0.0017973578494316	1.3127022097039962e-10	-0.1219929920518723	0.0001121641771958	1.2580802646032082e-08	0.0148822901097681	-0.0070404665929828	-0.0065991619330105	4.3548938218096194e-05	4.956816984690683e-05	2.0978798245102888e-07	0.0001099272071902	1.208399088064838e-08	4.4010997580873206e-14	-0.0003720004679705	0.0001630576280632	2.658779006959687e-08	1.38384348170271e-07	0.0011279977871906	7.102644277069995e-05	1.27237900790689e-06	5.044755572659516e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
934021.2017823936	-1125.4967741339933	1266742.988586025	872395605379.0269	1373799.734608209	1382.8870102611836	1887325710809.5852	1912376.483149115	922834.7859086606	-1868.0780584478048	3489715.632454121	851624042083.0835	958844.3839753892	1071584.7852874876	0.868073	16.449947	0.035564101818371	0.0193087977069722	0.0337795926	-0.0324317493	0.1248330762	0.0149266999	-0.0579766816	0.0112497804	-0.0020398347	-0.0480291607	-0.0308416626	0.0389032211	-0.0369251645	-0.0378849489	-0.1258045869	-0.0717395157	0.0285429639	0.0022514759	-0.1408159455	0.0615101462	0.0400309958	0.0741092366	-0.0306891415	-0.0794942757	0.059854823	-0.0673509048	-0.097213238	-0.0156484621	-0.0551434035	-0.0344381886	0.0096971103	-0.0536927977	0.1776157297	0.0311193762	0.0537642758	0.051028929	-0.0833955439	0.1574277231	0.038293425	0.0379271033	0.0195353497	0.0596706055	-0.0078025577	0.015746813	-0.0501106628	-0.0213336227	0.0390302826	0.0928704933	0.0744197241	-0.0444283616	-0.0865172207	0.0014764732	-0.0361418342	0.0170254369	0.0982762696	-0.0809658835	-0.1026281567	0.0333874001	-0.0522206483	-0.0394447865	0.0284030699	0.072253498	-0.1148044946	-0.0149256984	0.0654908765	0.042488665	0.0013207363	-0.1889839307	-0.0282457647	0.0491305144	-0.0334755064	-0.0655709687	0.1187468776	-0.1100161395	-0.014211785	-0.0436822246	-0.0516825865	0.0002603837	0.0635243107	-0.0177011949	-0.0246647856	0.0052277446	-0.0517145373	0.0889644855	0.0003024181	-0.002056043	0.0334974829	0.1170875474	-0.0911877327	-0.1234559724	0.0653166538	0.0580648183	-0.0222576386	-0.1151793557	-0.074025862	0.0837253247	0.0170817388	0.0023402004	0.0112850906	0.1136451198	0.1082280018	0.0993899282	0.0316102695414173	-0.0107849878517355	0.000999209140481	0.000116315962962	-0.1220013626684988	-8.370616626493521e-06	7.006722270772977e-11	0.0148843324929705	5.801014847861552e-05	0.0070984767414614	5.038837204906867e-05	3.365177326511018e-09	-0.0002403252376335	-0.0002405350256159	5.785709854806623e-08	5.7756219843598247e-08	-0.0003301271658653	4.187330210520001e-05	1.7533734291933474e-09	1.089839456422553e-07	0.0010569607827408	-7.103700444980004e-05	1.1171660962520443e-06	5.0462560012009114e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
932085.6523048044	-1935.5494775892005	3746351.780195826	868783663232.4728	1371243.706593983	-2556.0280142258853	1880309302873.6057	6533279.209507522	922378.3002247988	-456.48568386177067	208379.17957074844	850781728725.5891	957740.1229120856	1066462.5297870862	0.897383	17.00536	0.0532937097165009	0.0342286065865514	0.0579991117	-0.0182047021	0.0664050959	0.047770878	-0.0721829309	0.0374988115	-0.0551793616	-0.0140247339	0.0043898007	0.0444002421	-0.0357422552	-0.0106063182	-0.0832809127	0.009405598	-0.0306320169	-0.0273045049	-0.1660719779	0.0004151727	0.029918024	0.019047799	0.010293487	-0.1025643708	0.0919539669	-0.0210991432	0.0383476406	-0.0921622633	-0.0173588635	-0.1336077878	0.0778202374	-0.0630955583	0.0776066925	-0.0521295405	-0.0985762	0.1984739138	0.0201364633	0.0095233631	0.0364386357	0.0888914392	-0.0397489815	-0.0362975432	-0.1310337963	0.1173522448	-0.0856315863	-0.0055424747	0.0408170611	0.0662083539	0.0309117346	0.0072606122	-0.0989581111	0.0285858811	-0.0713723808	-0.0002056789	0.0423668561	-0.0455906499	-0.0374273916	-0.0105177256	-0.1567094357	-0.009462167	0.0685945578	0.0646605694	-0.099921051	0.1424403226	-0.0058337819	-0.0196041927	0.0077690739	-0.0567169174	-0.0692470087	0.1024971623	0.1028372637	-0.0740280649	0.0756346972	0.0633671783	0.0461775852	-0.0263059385	-0.0220744801	-0.0471347768	0.0682311348	0.0043825413	-0.0127542456	-0.0269185133	0.0340787028	0.0188547649	0.0556774647	0.0020191819	-0.0419939592	0.0897338649	0.0061222922	-0.1664094604	-0.0013411462	0.0133426103	0.0166692723	-0.0765455367	0.0037776057	-0.0578365579	-0.0652376501	-0.0778617259	0.021930693	0.1131919653	0.1064475877	0.0955030384	0.0365242593373125	0.0049139897958951	0.0013340215201392	2.414729571416213e-05	-0.0916670147604605	0.0303343479080382	0.0009201726630059	0.0084028415950944	-0.0036552368344331	-0.0037132469829117	1.3788203156102956e-05	1.336075631579651e-05	1.500935124144768e-07	0.0002404753311459	5.7828384889737235e-08	2.25280624689147e-14	-0.0002839999660098	4.6127199855500016e-05	2.12771856650924e-09	8.065598069356754e-08	0.0010570007523325	3.996959169996935e-08	1.1172505904314707e-06	1.5975682606622586e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
