global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60
843.9893066576223	n/a	712317.9497524139	n/a	1066.5176359870748	n/a	1137459.8678714584	n/a	761.9473890896775	n/a	580563.8237405764	n/a	833.4300794408956	832.4030498154099	n/a	n/a	n/a	n/a	-0.0387797823	0.0385147135	-0.0755822655	0.0995595248	-0.0391413602	-0.0843775901	0.0918871971	-0.1466785346	0.0445194856	-0.0788279764	-0.008073689	0.0845211779	-0.1231528785	-0.0008509696	0.0550153121	-0.0118546962	0.0021261742	-0.0491180856	-0.1774352631	0.0759030596	-0.0456213599	0.128581643	-0.0061299867	0.1014016859	-0.0869633878	0.0114391742	-0.048751346	-0.027773152	0.0133236809	-0.0066560936	0.0672773922	-0.054084846	0.0440913026	-0.0786292483	0.149043786	-0.1050398689	0.0451805748	-0.1353507525	0.0141334064	-0.1317634349	0.0467290173	-0.0524684049	0.0292493695	-0.1801426603	0.0500099115	-0.1160717389	0.1049578551	-0.0044167267	0.0095284239	-0.094093535	0.0958648058	-0.0748444191	0.0461612761	-0.0428337265	0.0083748067	-0.010063288	-0.0057489962	0.0582742192	-0.0619453647	0.0381369225	-0.0621115402	0.0735272211	-0.1034454217	0.0320170073	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.027141384673385	n/a	0.0007366547619886	n/a	-0.2406143584121025	n/a	0.0578952694740677	n/a	-0.54241581407571	n/a	0.2942149153594152	n/a	0.0094272016209802	n/a	n/a	8.88721304026117e-05	0.0032049235390696	n/a	1.0271534891282409e-05	n/a	0.0006039063126489	n/a	3.64702834457191e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
842.956583350139	-1.032723307483252	710575.8014133398	1.0665174298191475	1041.27558996918	-25.24204601789484	1084254.8542656638	637.1608871695205	762.5292889207818	0.5818998311043515	581450.9164620332	0.3386074134392728	829.4393985200002	834.8058777412208	0.8043559999999998	35.287979	0.2378511153988254	0.1434454066637909	-0.0108618942	0.1047651116	0.0017605644	0.07619129	-0.1571010475	-0.0129365991	-0.0165242891	0.0210447569	0.0321496901	-0.038136893	0.0593872345	-0.016073957	-0.0862669916	0.0224638962	0.0211239538	0.0033337881	-0.0677508687	-0.053769814	-0.1146848817	0.1582960329	-0.0180971816	0.1220181609	0.0091360679	0.0071867101	-0.0773104165	0.0470895718	-0.0026169725	-0.0211414707	0.0053475089	-0.0072008636	-0.000456283	-0.0914830816	0.0504740794	0.0661339216	0.1304898361	-0.0465222074	0.0141232888	-0.0704050836	0.0490847715	0.0638945926	0.0133627627	-0.0446798482	0.0184382829	-0.2096794068	0.0104299463	-0.1046185739	0.1182743155	0.0143143165	0.0530388898	-0.058867708	-0.0414115488	-0.0816240663	0.0166073345	-0.060357476	-0.029898666	-0.0729185893	0.0636261815	0.0070799751	0.0805072716	0.0371793621	0.0121749473	0.0039893923	-0.1299750059	-0.0421112262	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0160767943944648	0.0110645902789202	0.0002584633180018	0.0001224251580403	-0.2662752627163627	-0.0256609043042602	0.0709025155346679	0.0006584820097124	-0.489340793087635	0.053075020988075	0.2394544117796356	0.0028169578528846	0.007115726558358	-0.0023114750626221	5.342916965124301e-06	5.0633564453321385e-05	0.0034537696472713	0.0002488461082017	1.192852477641252e-05	6.192438556713231e-08	0.0002032154869214	-0.0004006908257275	4.12965341247017e-08	1.605531378221858e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838.6952302418936	-4.26135310824543	703409.6892305028	18.15913031315299	1045.6507553893855	4.375165420205576	1093385.5022463924	19.142072454162637	761.7867402485722	-0.7425486722096366	580319.0376185456	0.5513785306002944	830.4946550701736	811.0125189373945	0.678992	29.788132	0.0820317993509218	0.0455071656430903	-0.0138930656	0.0071664962	-0.0497187208	0.0527933568	-0.0799030357	-0.0084035454	0.0410938981	-0.0286164505	-0.0273049735	-0.0136270616	0.1020774134	-0.0184109894	-0.0404964056	0.0050102777	0.0096877471	-0.0004337331	-0.0255411187	-0.0613627989	-0.1584282587	0.1081145922	0.0396396693	0.0569248663	0.0186768127	0.0580882991	-0.0846702059	0.0322700961	0.0337992207	-0.0132151209	-0.0059541364	0.0109428412	0.0403947454	-0.0596584945	0.0511661598	0.0058659458	0.1490385327	-0.0588138119	0.0673762562	-0.0599842377	0.0179605401	0.0277783275	0.0274716598	-0.0304133524	-0.0116168296	-0.1677042426	0.0412065573	-0.1085464679	0.1037128497	-0.0234746948	0.048680943	-0.0579235685	0.015600741	-0.0607872992	0.0144284471	-0.0224958122	-0.0226511508	-0.021368867	0.0234009573	0.005381967	0.0214389052	0.0002706553	-0.0601164956	0.0617614551	-0.1150044581	0.0344513314	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0156386835650579	0.0004381108294068	0.000244568423648	1.9194109884360122e-07	-0.2381240181795902	0.0281512445367725	0.0567030480339938	0.0007924925689691	-0.4792213207267011	0.0101194723609339	0.2296530742390437	0.0001024037208637	0.006443913075905	-0.0006718134824529	4.5133335520562694e-07	4.152401572981944e-05	0.0035313203099531	7.755066268180007e-05	1.247022313148726e-05	6.014105282386338e-09	8.612019958002901e-05	-0.0001170952873413	7.416688775704029e-09	1.3711306317558238e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843.2959474623319	4.600717220438355	711148.0550063921	21.166598942438025	1051.4686317560504	5.817876366664905	1105586.2835669408	33.84768541779803	762.2113625277859	0.4246222792137359	580966.1611664639	0.1803040800046679	830.8418760247187	826.408150230614	0.861477	37.793945	0.3290647625755449	0.1822204575959552	-0.004105674	0.1137709705	0.0091889152	0.019964078	-0.2063594292	-0.0366654752	0.0266357338	-0.0166795466	0.0030426893	0.0061705664	-0.011514993	0.0188679987	0.0207350857	0.0238421596	0.0224495836	0.0473546748	-0.080188975	-0.0245141976	-0.0136980317	0.1777113146	0.1022376779	0.0565287817	0.0650894827	0.0610203544	0.0083908959	-0.0617106647	0.0257536651	-0.0304980961	0.0182693446	0.0243151063	-0.0140580817	-0.0711169843	-0.0191717782	0.1057661925	0.0905989494	0.0322869995	0.0901556148	-0.0987811551	0.0729236987	-0.0301192682	-0.0187755745	-0.0562315296	0.0154103123	-0.1732956754	-0.0571780311	-0.0947028538	0.0579098608	0.0796223723	0.0046752395	-0.0247925596	-0.0888738542	-0.0857344848	0.0193593597	-0.0090978868	-0.0282123733	-0.1065673729	0.058822837	0.0062104142	0.0943306229	0.004932202	0.0755913121	-0.1010825295	-0.01612234	-0.0803943047	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0343975401922023	-0.0187588566271444	0.0011831907712741	0.0003518947019577	-0.128706621237967	0.1094173969416232	0.0165653943504935	0.0119721667534807	-0.3491773661205002	0.1300439546062008	0.1219248330108498	0.0169114301296196	0.0054379928783892	-0.0010059201975158	1.0118754437702263e-06	2.957176654541165e-05	0.0036078584920238	7.653818207069979e-05	1.3016642898468249e-05	5.85809331468759e-09	-0.000248312508845	-0.000334432708425	6.165910204889819e-08	1.1184523646450047e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.6005147569821	-13.695432705349845	688237.0140850496	187.56487698676617	1051.989191177788	0.5205594217375165	1106681.2583548964	0.2709821115596975	756.0688300365475	-6.142532491238399	571640.0757528337	37.73070540591941	824.0611415758045	768.3721974470809	1.680474	73.724258	1.778835677994778	1.1463585545136297	0.0209622691	-0.1882769703	0.0461348573	-0.1152500979	0.1542321935	-0.0041980306	0.0339615902	-0.0194613899	0.0511483866	0.0644077727	-0.0763487685	0.0582583482	-0.022906203	-0.0763284818	-0.1550930677	-0.0287184104	0.059461435	-0.0285263867	0.023474023	-0.2020044049	-0.1475772701	-0.1244474219	-0.0265742971	0.0905135735	0.0164020268	-0.0914360422	-0.1411127067	0.0523745112	-0.113437848	0.0349488168	-0.0327018947	0.1353816546	0.0314240147	-0.1755070953	-0.0728352703	0.0464071299	-0.028347728	0.1202694016	-0.0969207366	-0.1031442686	0.017832078	0.1314373157	-0.1237404006	0.2519523419	0.1563822283	0.1356451387	-0.0215708599	0.0215221806	0.0590957306	-0.0389996481	0.201970708	-0.1266408171	-0.144386347	-0.069275463	0.1091445813	0.0567513476	-0.092624047	-0.2815019018	-0.0439041691	-0.0915903776	-0.1067393147	0.1268068822	0.2300471791	-0.0493510957	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0912630905786215	-0.0568655503864192	0.0083289517019616	0.0032336908207503	-0.2574913875907185	-0.1287847663527515	0.0663018146833936	0.0165855160445327	-0.2074704915197429	0.1417068746007573	0.0430440048514437	0.0200808383091147	-0.0148692284092206	-0.0203072212876098	0.0004123832364239	0.0002210939534855	0.0089734522053797	0.0053655937133558	8.052284448223379e-05	2.878959589680434e-05	-0.0036050672409763	-0.0033567547321313	1.2996509811960472e-05	1.1267802331685876e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
837.3043720090652	7.703857252083139	701078.611385495	59.34941656047398	1059.451657683113	7.462466505324983	1122437.814967496	55.68840634309726	760.9274811393128	4.858651102765293	579010.6315530193	23.6064905384024	829.1550224280868	802.5608557757815	1.224233	53.708447	1.0185252509605252	0.5530313650246838	0.0659100574	-0.1032815274	0.0425686818	0.012345369	0.1437048322	0.0247443369	0.0356633088	-0.046593592	0.0729145821	-0.0054615676	-0.1768098732	0.0819764941	-0.0673899392	0.0101826015	-0.0901295791	-0.0791371354	0.1123337595	0.0276619397	-0.0851204673	-0.0489688829	0.1176288174	-0.1483191927	-0.0333688763	0.0045279321	0.0558805271	0.1106827687	-0.0440066273	-0.0063475277	-0.0672757504	-0.0161912154	0.0617305717	0.186670882	-0.030270206	-0.1347788893	0.1093452903	0.1379519962	-0.0873618903	-0.0550352309	0.0649474839	0.0079940901	-0.0229972196	0.1122683272	-0.1350172709	0.1038275094	0.0534933276	0.026525599	-0.0453597163	-0.0668124617	0.1043619663	0.0425626553	0.112185666	0.0762773193	0.0244086095	-0.0042546479	-0.1419934142	0.1714707133	0.0574208662	-0.2786369236	0.025599951	-0.2377932303	-0.1526075492	0.1719946585	0.04129918	0.1600280002	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0596684191065293	0.0315946714720922	0.0035603202386724	0.0009982232654294	0.1096599452691151	0.3671513328598336	0.0120253035964253	0.1348001012207523	-0.3853782408139423	-0.1779077492941994	0.1485163884928489	0.0316511672589277	-0.0095503971722774	0.0053188312369432	2.8289965727082737e-05	9.121008614824414e-05	0.006715906372674	-0.0022575458327056	4.5103398406523245e-05	5.0965131867668685e-06	-0.0023440143639372	0.0012610528770391	5.494403338343916e-06	1.5902543586885917e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
845.7945142406234	8.490142231558139	715368.360319532	72.08251511208701	1052.4252483589569	-7.02640932415602	1107598.9033834122	49.37042799058666	763.519534609152	2.5920534698391293	582962.079729776	6.71874119050507	828.6125387069283	834.5583493052302	1.396924	61.284576	0.7812658332854475	0.519462961411658	-0.0026337251	0.1033425687	0.0037475561	-0.0231106557	-0.0157603513	-0.0781903729	-0.0584642675	-0.0178847693	-0.0038624884	0.0210391524	-0.0600378977	-0.0932299585	-0.0478960148	0.0560713085	0.0383938746	0.0364872481	0.0216369055	0.1200940567	0.0331240265	0.051252198	0.1013570822	0.0106304266	0.0585958062	-0.0014884288	0.0290951695	-0.185999407	0.006084847	-0.0264185859	0.0827583165	-0.0501556295	-0.1479705889	0.0029182096	-0.0784658686	0.0184612545	0.009833798	0.0435446559	0.0658195946	0.0277394019	0.0492478331	-0.0030238746	-0.0517282141	-0.0316995987	0.0033363728	0.0079779535	-0.0827848504	-0.0447636173	-0.0433241977	0.1818029029	-0.0374937142	0.1070479481	0.0277622219	0.0086456715	-0.0228878061	0.0626946537	-0.047132237	-0.0921838575	0.0547396857	0.0362814392	-0.0044662272	-0.0702979945	0.0196620069	-0.0400535246	0.1390766956	-0.0140873138	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0152092858306644	0.0444591332758649	0.0002313223754788	0.0019766145316411	0.0926385490551666	-0.0170213962139485	0.0085819007710465	0.0002897279290722	-0.1861004786585383	0.199277762155404	0.034633388156937	0.0397116264896657	0.0002889686778333	0.0098393658501107	9.681312033232464e-05	8.350289676872553e-08	0.0071657456989768	0.0004498393263028	5.134791142240451e-05	2.023554194885573e-07	-0.0022230687075461	0.000120945656391	4.942034478470688e-06	1.4627851799873982e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
846.1286516446047	0.3341374039813445	715933.6951339168	0.1116478047393922	1047.634885828794	-4.790362530162838	1097538.8540055102	22.947573170388107	764.0215937692676	0.5020591601156639	583728.9957457318	0.2520634002560458	831.3675319309992	834.5185709587304	0.991151	43.482876	0.5676351709970603	0.2832000134970503	0.077222745	0.0256257081	0.0450105785	0.0742151665	0.0471176047	-0.0306321181	0.0823922741	-0.0359533855	-0.0327897795	-0.1167240202	-0.0470955355	-0.0991924081	0.0375037569	0.0631364469	0.0230143626	0.007476308	0.0190125973	0.0296231093	-0.0032882826	0.0636877741	0.1283745657	-0.0814505626	-0.0122357923	-0.1264242222	-0.0875611719	-0.0987168463	0.0473768326	-0.0503037557	0.0524228679	-0.0055931827	0.0608368057	0.0441859157	-0.1267472072	-0.0033402751	0.0394143476	0.0215427981	0.0187234687	-0.0602657808	0.0567286318	0.0923255422	-0.0543864539	0.0165356383	-0.0205656786	-0.0587241997	-0.0362080242	-0.0091827248	-0.0213476013	-0.0389406149	-0.0656666332	0.0709987894	-0.0337591673	-0.0430651101	-0.0322108927	-0.040429222	0.0212789413	-0.0194681739	0.1527856215	-0.046734119	0.0990864455	-0.0769418632	-0.0770567522	0.0167131785	0.0161459325	-0.0434551965	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0226801157590585	-0.0074708299283941	0.0005143876508442	5.581329981898901e-05	-0.1238491887247619	-0.2164877377799285	0.0153386215477816	0.046866940609071	-0.3129419524523911	-0.1268414737938528	0.0979326656047146	0.0160887594741966	0.0011782125316224	0.0008892438537891	7.907546315016903e-07	1.388184769672065e-06	0.0045241833668685	-0.0026415623321083	2.04682351370496e-05	6.977851554413441e-06	-0.0014171723035458	0.0008058964040003	2.0083773379373093e-06	6.49469013980615e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
840.4673885317933	-5.661263112811412	706385.4311854524	32.04990003247916	1044.003807697821	-3.631078130973037	1089943.9504875487	13.184728393230646	761.0783065526532	-2.943287216614408	579240.1887050543	8.662939639485788	828.7645257372375	832.3585767426362	1.249492	54.816608	0.6090498099793252	0.3311500548206193	-0.0989796287	0.0827251344	0.0432265054	-0.0950345202	0.0226231886	-0.0329537826	-0.0365460088	0.0803783057	-0.06444346	0.0135210711	0.0714553429	-0.0167761372	0.0386200111	0.0151935854	0.0171305923	0.0428729298	-0.0625732203	0.0571101575	-0.0246496697	0.0035887785	-0.0944117573	0.0833479228	-0.0722586962	-0.0465557607	0.1862557623	0.0403157967	-0.0716379292	-0.0185904626	-0.0003099463	-0.0097369969	-0.1069538612	-0.0911564991	0.0295204264	0.0027991068	-0.050227915	-0.0647985615	-0.0436555817	0.1087382314	0.0587141349	0.0307611174	0.0051754441	-0.0715925264	0.0118585611	-0.0031520542	-0.0531513968	-0.0346068846	0.0090370089	0.1547001794	-0.1348339004	-0.0341616309	0.0075477383	0.0441277641	-0.0016790426	0.0183194252	-0.0094560997	-0.0977819163	-0.0482935826	0.0333098035	-0.1713589826	-0.0693707912	0.1023037363	-0.1027071339	0.113044666	0.0094319531	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0298046332911212	-0.0071245175320627	0.0008883161656182	5.075875006466879e-05	0.0172522258092442	0.1411014145340061	0.0002976392953731	0.0199096091834974	-0.1644666055234296	0.1484753469289615	0.0270492643323994	0.0220449286456754	0.0063905526014302	0.0052123400698077	2.7168489003323977e-05	4.08391625516463e-05	0.0051089797320833	0.0005847963652147	2.6101673902837945e-05	3.419867887684413e-07	-0.0009673381188825	0.0004498341846633	9.357430362431336e-07	2.0235079369169595e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.1067154945702	-10.360673037223137	689077.1591091832	107.3435457842425	1031.588038826572	-12.415768871248927	1064173.881850053	154.1513166642739	757.2901957701052	-3.78811078254796	573488.4406095244	14.34978330085612	823.2801434998119	822.4111281688794	1.414069	62.036743	1.29155385367511	0.8987805423951044	-0.2050998324	0.0170886602	-0.1514900334	0.0458064368	0.031673676	0.0412697705	-0.1264202997	0.0181722771	-0.2205569627	0.0382329258	-0.0589767132	-0.2203271375	0.136193554	-0.0870250008	0.0830078295	0.0512527373	-0.0823730007	0.1563747575	-0.133839852	0.110884527	-0.1436368644	0.0160556272	0.1753039673	-0.1569162578	0.1982627785	-0.0282358293	-0.0140344542	0.0925593364	0.0333126347	-0.0078653429	-0.073300453	-0.180722986	-0.1868284797	-0.0188052648	0.0780939077	-0.1908526429	-0.0607842906	0.0646124115	-0.1437209933	-0.0372951204	0.1696139214	-0.1695125337	0.0641669911	0.0938433284	0.2430512458	-0.1094351189	0.0410746868	0.0703014302	-0.0352607953	0.1229595706	-0.0126967876	0.1837413905	0.0087078354	-0.0954087411	0.0423134633	-0.1643979174	0.0633665862	0.1570243287	-0.2399191178	0.0573936899	0.0649141443	-0.1854605069	-0.0260632961	0.1311338878	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0137695483265076	0.0160350849646136	0.000189600461116	0.0002571239498223	0.0972197810038295	0.0799675551945853	0.0094516858184325	0.006394809883799	-0.1559639334109732	0.0085026721124563	0.0243247485250224	7.229543305194368e-05	0.0228626182893811	0.0164720656879509	0.0002713289480281	0.0005226993150459	0.009276254159255	0.0041672744271716	8.604889122709568e-05	1.7366176151359215e-05	0.002134292594064	0.0031016307129465	4.555204877076439e-06	9.620113079493016e-06	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
