global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
868.1653365102617	n/a	n/a	753711.0515179759	816.1902527018665	n/a	666166.5286055367	n/a	844.802673397862	n/a	n/a	713691.5569801747	847.5383863088247	643.4150187343796	n/a	n/a	n/a	n/a	-0.0702164666	0.0088226035	-0.0657770525	0.0735256898	-0.0050206184	0.0774773858	-0.0533961579	0.0529531326	-0.0778460762	0.1546981046	0.1170652919	0.0909014959	-0.0386895941	0.0362952987	-0.066498598	0.0981012198	-0.0063493255	0.0899084462	-0.031998497	0.0522587501	-0.0122064985	-0.0592315805	0.0490087692	-0.0196180492	0.0497256302	-0.1302185755	0.0122564831	-0.1469772883	0.1067150897	-0.1537612963	0.0270355719	-0.0114331343	0.0988502142	0.0215096314	-0.1147440042	0.1410742253	0.0466674136	-0.0661565009	0.0266313998	0.0659210494	-0.0287325858	-0.0310130491	-0.023589925	-0.0218120968	0.0645841933	-0.0884221416	0.0693566188	-0.0524506688	0.0759264836	0.040601012	-0.1337504217	0.065465964	-0.0145303197	0.0172098696	-0.0581222153	0.1030971984	0.0641826691	-0.1254744273	0.0939792906	-0.0890526755	0.0450608657	-0.1249109574	0.0543099911	-0.0298075429	0.0601405399	-0.163624901	0.0526190597	-0.0169849466	-0.0802584991	0.0401538802	-0.0326924496	-0.036096952	0.0509137172	0.0584716812	-0.0592566808	0.0208854987	-0.1015056822	0.0733209485	-0.0288291441	-0.0728540209	0.0153281118	-0.0693451269	0.0486832148	-0.1010583225	0.0977740423	-0.1146441034	0.0158626551	-0.0730049001	0.0727185403	-0.1366301272	0.1314819594	-0.1460367527	0.1456220963	-0.060106316	0.0174409876	-0.0658719245	0.0991809656	-0.0455403282	0.0058045794	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0190114132384024	n/a	n/a	0.0003614338333213	-0.0355109023881539	n/a	0.0012610241884209	n/a	-0.0393949741389789	n/a	0.0015519639874108	n/a	0.0032821675579429	n/a	n/a	1.077262387841286e-05	-0.0013193616259496	n/a	1.7407151000283718e-06	n/a	0.0010001684678456	n/a	1.000336964072615e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.6642175807682	-6.501118929493487	42.26454733541853	742465.2238590774	819.6516881932549	3.461435491388442	671828.8899580528	11.98153566104355	842.4040688344281	-2.398604563433878	5.753303851725824	709644.6151887999	844.1921145671123	630.4590789220939	1.068268	21.929159	0.1117591165805931	0.0686694080657864	0.0414021933	0.0832434076	-0.0576987762	0.1666365864	-0.0304682655	0.105228501	-0.1167684009	-0.0781934749	-0.105995317	0.0616526279	0.1137251617	-0.023145184	-0.0228251813	-0.0461285128	-0.1853426753	0.0552284201	0.1117395895	0.0750318135	-0.062371422	0.1010687454	0.0542493759	0.0417414281	0.1066612153	0.0236766375	-0.0427783489	-0.0303231185	-0.0385340956	-0.0914155311	-0.0382243664	0.1315317601	-0.0562493467	-0.0188374769	0.0220195347	-0.0605436436	-0.089231897	0.1411796412	0.0807941579	-0.0372441387	-0.2228369812	-0.041779132	-0.0154125623	-0.1724045603	0.009445479	0.070922422	-0.0421569195	0.0026510494	-0.0211165265	-0.1148819529	0.1399682236	0.0961127311	-0.0733542644	0.0732225033	-0.113162719	-0.109827615	0.0142478719	-0.0018297665	-0.0042582283	0.0613155609	-0.0079820159	-0.0902621668	0.0311916968	-0.0356458834	0.0778567824	-0.2296629421	-0.0217262674	-0.0210118278	0.1217029302	0.0457662036	0.0122932651	-4.20097e-05	0.000223327	-0.0412051533	0.0147992293	0.0856072559	-0.0935956222	0.0385907324	-0.1132125714	0.0172477828	-0.0882781775	0.0149715726	-0.0273483491	0.0224046077	0.0898180531	-0.1575869455	0.1501684151	-0.044783853	0.0093005807	-0.0037230458	0.0351973625	0.0043464171	0.1996994719	-0.0799659144	0.0820341291	-0.0007034383	-0.0010280927	-0.0239497637	-0.0920833985	-0.0568745588	-0.0229787177	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0183665291635861	-0.0006448840748163	4.1587546995167626e-07	0.0003373293935168	-0.0181779111183715	0.0173329912697824	0.0003304364526274	0.0003004325863583	0.0170343899035856	0.0564293640425644	0.0002901704393873	0.0031842731262482	0.002750307139784	-0.0005318604181589	2.828755044041602e-07	7.564189363146847e-06	-0.0013193347086972	2.691725239987834e-08	1.7406440735731256e-06	7.245384767587563e-16	0.0012153186763029	0.0002151502084572	1.4769994849706329e-06	4.6289612199219616e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
860.5626089510134	-1.1016086297547645	1.2135415731501698	740568.0039245748	794.6583850065017	-24.993303186753224	631481.9488611415	624.6652041849688	840.8114304633195	-1.592638371108592	2.5364969811274287	706963.8615977736	842.5297494218156	605.5992474435332	0.990109	20.324726	0.0925910768392361	0.0470455621186349	0.0589666679	0.1642145727	0.0161442587	-0.0247887433	0.0991579172	-0.1381162777	-0.0591146163	-0.0730347069	-0.0909789861	0.0167895415	0.1121647382	-0.0855211831	0.0982681497	0.1682027937	-0.1079616952	0.0524014639	0.0517339987	0.0153952476	0.0091243025	0.0661235071	-0.003425805	-0.0134454018	-0.0078410916	-0.0528796263	-0.0122263199	0.0589458667	-0.1016290936	-0.1381138228	-0.1294717977	0.0306924827	0.1207065942	0.0155280647	0.1427422987	-0.020694763	0.0999135737	0.0304325795	0.0528029163	0.0193938734	-0.0283280725	0.0022879629	0.197357051	0.0349160483	-0.0308552717	0.1198562472	-0.0571539493	0.1042507679	0.2027012501	-0.0945428286	0.0547746793	0.0559100153	-0.0429851663	0.0508218816	-0.034866744	-0.0437386425	-0.0171017844	0.0184928556	-0.0685260003	-0.1052867172	0.0272220668	0.0702707619	-0.1217491329	0.0288462614	-0.0138416618	-0.1011897877	0.0131580262	-0.1015424693	0.1139703122	0.0379840609	0.0474063551	0.0859139206	0.0758740691	-0.0867441741	-0.047959109	0.0886766283	0.0061425151	0.0541849575	-0.0632434452	0.1027927087	-0.1092153991	0.0110612827	-0.0639090231	-0.0244673726	0.1308689894	-0.1137359788	0.148589601	-0.0231913714	0.0397902092	-0.0163158252	-0.0038764567	0.0194979522	0.0636934701	-0.0481005232	0.0869515928	0.0351984919	0.0674874112	-0.0663135202	0.0414076024	0.0447174288	-0.1394413134	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0111711634422562	-0.0071953657213298	5.177328786368934e-05	0.0001247948926536	0.0064644265298028	0.0246423376481743	4.178881035921827e-05	0.0006072448047666	0.0337689775071226	0.016734587603537	0.0011403438418765	0.0002800464222604	0.0021209622112309	-0.000629344928553	3.9607503909550645e-07	4.498480701469469e-06	-0.0015702149572247	-0.0002508802485275	2.4655750118921665e-06	6.294089910122017e-08	0.0012151681360596	-1.5054024329994205e-07	1.4766335988945624e-06	2.2662364852805748e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.0037024496398	3.441093498626401	11.841124466288884	746502.3978466857	798.4294454809178	3.771060474416117	637489.5794109659	14.220897101703512	840.5375768277129	-0.2738536356066561	0.0749958137349831	706503.4180594033	842.5132202148437	607.4957750475359	1.2163	24.967926	0.1841655826238837	0.1001214876251656	0.0172752782	0.0945783383	0.0890777099	-0.0279039426	0.0734450995	-0.0637801409	-0.045687585	-0.0769737599	0.1290675013	-0.0557535218	-0.0401431824	-0.0997128415	0.1280473092	0.0065655077	0.1962038253	-0.0359402458	-0.0254079578	-0.0229253524	0.0538196623	-4.54651e-05	-0.0527745534	0.0943978595	0.0442638266	-0.0506345302	0.0236329824	0.0410042524	0.0715885818	0.0887634984	0.0102907233	-0.0346538304	-0.1132333938	-0.0018201697	-0.0881746537	-0.010708796	0.0662733395	0.0437490013	-0.1840446141	-0.0053982634	0.0593376388	0.1256769069	0.0362127556	0.0565957048	0.1200477022	0.1996711501	-0.0321188778	0.1440885631	0.0002396882	0.1106972729	-0.1860875129	-0.0296354308	-0.0173023706	0.010048079	0.0442876673	0.0094945605	0.0532859221	-0.0635691168	-0.0066124129	0.0207633693	-0.0190897478	-0.0645989896	0.025779664	0.039104103	0.0040279009	-0.017831274	-0.0600814222	0.0470319033	-0.0373333715	-0.0483330486	-0.0296519379	0.0046530536	0.0345957827	-0.027038172	-0.0794570447	0.0178061874	0.2937177479	0.002156897	-0.0261603711	-0.1056355443	0.0126703047	0.1191167531	-0.0753347674	-0.0364368971	0.131543285	0.0583535301	-0.0070769346	0.0256763678	0.0334748101	-0.0189452435	-0.0358317653	-0.0148340306	-0.0390284123	-0.0855564393	0.004055315	-0.2335245835	-0.1408081463	0.0151548206	-0.1010294382	0.0914099552	-0.0445463157	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0234785850345957	0.0123074215923395	0.0001514726262515	0.0005512439552267	-0.0798825338597168	-0.0863469603895196	0.0063812192158488	0.0074557975685092	-0.004251535245622	-0.0380205127527446	1.807555194476612e-05	0.0014455593899816	0.0018700080722716	-0.0002509541389593	6.297797986080369e-08	3.4969301903609457e-06	-0.0013212866309082	0.0002489283263164	1.7457983610167422e-06	6.196531164273387e-08	0.0007652368435498	-0.0004499312925098	5.85587426726061e-07	2.024381679795392e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.8427168042749	1.8390143546350828	3.38197379655389	749683.6102430078	810.4782812353124	12.048835754394531	656875.0443541461	145.17444303637603	842.7999497330234	2.2623729053104853	5.118331162683006	710311.7552699867	844.6653998503814	622.2503090463529	1.018731	20.912283	0.2305141041684753	0.1458557537367186	0.0476718858	0.0193899256	-0.0120927585	-0.05894955	-0.0533803332	-0.0102848627	0.0249350367	-0.0587177403	0.0666628694	-0.0125221534	0.0182727797	-0.0240106222	-0.0540505776	-0.0188839845	-0.0035563107	-0.1306562165	-0.0488122945	0.094441266	-0.0350216225	0.1345877153	-0.0805016042	-0.0958610608	0.1263781944	-0.076881197	0.0289551505	-0.0796299517	0.0211521942	0.1186711334	0.0240024671	0.0843051868	-0.0075757111	-0.0264173278	-0.2274963029	-0.0841284131	-0.0482705155	-0.011475181	-0.0007507914	-0.0189801509	0.1765552473	0.1102951817	0.1028962892	-0.0476229478	0.1079140075	-0.1459322399	-0.0336097309	-0.0324615689	-0.0640351635	-0.0298615883	-0.1060831839	-0.0378341033	-0.0878037918	0.0643689871	-0.0978204601	0.0196186074	-0.0187207225	-0.189964588	0.1525923162	0.0569001517	0.0711196795	-0.0929966172	0.0651853732	0.0858220603	0.0517363329	-0.0358986803	0.092649167	-0.0319442986	-0.1203130253	-0.0707938139	-0.0926294763	-0.1959243393	-0.0933672684	0.1285119754	-0.1398756691	-0.1302890544	0.0633660848	0.0051028646	-0.0260825085	0.0089826824	0.1273103238	0.1129722816	-0.137404272	0.0120587015	0.0472009667	0.0167374577	-0.0345748971	-0.0370973225	-0.0717183359	-0.0401963327	0.116466019	-0.0288766611	0.0147436532	0.0551684125	0.0038141357	-0.0222248058	0.0348191094	-0.0200215784	0.0154331078	-0.0775593998	0.0180083725	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0149270376795698	-0.0085515473550259	7.312896216525048e-05	0.0002228164538872	0.0559067230076379	0.1357892568673547	0.0031255616774527	0.0184387222805884	-0.0482808595981367	-0.0440293243525147	0.0023310414035349	0.0019385814029389	0.0010290058962249	-0.0008410021760467	7.072846601152846e-07	1.0588531344656095e-06	-0.0013221083052596	-8.216743513998325e-07	1.7479703708364117e-06	6.751487397483356e-13	0.0007641811820763	-1.0556614735000207e-06	5.83972879039531e-07	1.114421146632235e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.167486003344	-4.675230800930876	21.857783041972763	741609.4389493198	815.3245011191955	4.846219883883123	664754.042125265	23.485847162944147	839.3803889923676	-3.419560740655811	11.693395659034518	704559.4374249782	840.9830824980864	620.762554229655	1.165438	23.923853	0.3259960077373623	0.1879384198649186	0.1136012465	0.0692952713	-0.0499560777	0.1597753072	-0.0415007386	0.0223042714	-0.1045021895	-0.1494194758	-0.0011793909	0.0646710972	-0.1058169041	-0.1532646669	-0.0301608674	-0.0790725547	-0.1144351745	0.0804648493	-0.0457605636	0.0152477995	-0.09770464	0.1172673302	-0.0160619114	-0.0294920523	-0.0099091183	0.0379240765	0.010819116	-0.051903781	-0.0957070397	0.0380625034	0.1610097577	-0.0333320933	0.0712245224	0.0155107153	-0.1503476348	0.032037643	-0.0557567962	-0.0616368709	-0.0637422147	0.0829844415	0.052627575	-0.0585909854	0.0316666178	0.1482480176	-0.1275839875	0.0426641994	-0.1611992753	0.0495308513	-0.040221943	-0.0172632338	0.157426186	-0.0078019688	-0.0664320504	0.1052604336	-0.1021206524	-0.0640350371	-0.0328865514	0.0031051259	-0.0037170202	0.0570124129	-0.026380894	0.1066202788	0.0388948714	-0.0264545661	0.0759447515	0.190506502	0.1101917468	0.0114941009	-0.1261539956	-0.0791916307	0.018852066	-0.0010461375	-0.0719806322	0.0479410039	0.0980211326	0.0957516405	0.0887631989	-0.0488889524	-0.1063818314	-0.0482911063	-0.041285841	-0.0565644068	-0.0519411305	0.0452802895	0.119928867	-0.0445738472	0.0025757209	-0.0399441457	-0.1780135834	0.1190693014	0.1476082573	0.0552088769	-0.0489295425	0.0787542403	-0.053624535	-0.0021657086	0.0243027319	0.0022263571	-0.0479658582	0.0458131493	0.0807822338	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0076174694584807	-0.0073095682210891	5.342978757875567e-05	5.802584095088625e-05	-0.1138885463391261	-0.169795269346764	0.0129706009872392	0.0288304334925401	-0.0111690978569924	0.0371117617411443	0.000124748746939	0.0013772828595314	0.0025202292261163	0.0014912233298913	2.223747019612394e-06	6.351555352170764e-06	-0.0006401167959233	0.0006819915093363	4.097495124231117e-07	4.6511241880680454e-07	0.0007018078527367	-6.237332933959998e-05	4.925342621628976e-07	3.890432212906204e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
860.090313508495	-1.077172494849037	1.1603005836592992	739755.3473911412	793.2920023872254	-22.03249873197012	629312.2010515336	485.43100037426507	839.9951704482162	0.6147814558486289	0.3779562384553596	705591.8863763277	841.411527664597	603.1786682647014	1.179719	24.217003	0.1976506652812469	0.1299065191579234	0.1254027304	0.1422614327	-0.0826481204	-0.0418876293	0.0495329344	-0.1139045065	0.0104566615	-0.1142781396	-0.199440543	-0.0619264826	0.0170504896	-0.1072456598	0.0342986171	0.1161865466	-0.1284672369	-0.0383031973	-0.1082428361	0.011166531	-0.0293146348	0.077308443	-0.0149490223	0.127800888	-0.0035893167	-0.0011992385	-0.0258535517	0.0096599097	0.0848382144	0.1588512033	-0.0239529859	0.0095446234	0.0018084483	0.0141893248	-0.028233073	-0.0645041226	0.0297419101	-0.2109583851	-0.0321135847	-0.061475778	-0.1402118163	-0.0944162709	-0.1047633894	-0.0852890158	-0.0520560455	0.034104268	-0.0943184605	0.0694832995	0.0809967724	-0.0965136353	0.0317307147	-0.1234388249	-0.0835346096	-0.0865949362	-0.0246711693	-0.0690820558	0.0786422738	-0.0179908513	0.0002866249	0.00272204	0.0833559878	0.0473251059	-0.0431423233	0.0288952424	-0.0818129425	0.0796433579	-0.1036939696	0.1374985451	-0.1791801824	-0.0017773241	-0.0905441875	0.0368779659	0.0505970017	0.1044868429	0.078277847	-0.0394304047	-0.1312434674	0.0255008604	-0.0385987252	0.0474948048	-0.0001108106	0.0599848846	-0.033664096	0.1547108731	0.1044584479	0.0547054602	0.0683547574	-0.0462517836	0.0250798945	0.116515808	0.0623084085	-0.0394057009	-0.1123813056	0.0008593561	-0.1088424474	0.0510569236	-0.0368871469	-0.0863249795	0.132728254	-0.0116949887	-0.0739071174	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0077106312726158	9.31618141350992e-05	8.67912361294277e-09	5.9453834622240747e-05	0.0052199375508905	0.1191084838900165	2.724774803519671e-05	0.0141868309345783	0.0210308338933629	0.0321999317503553	0.0004422959742502	0.0010368356047275	0.0017152675926645	-0.0008049616334517	6.479632313293896e-07	2.942142914445069e-06	-0.0006978452293506	-5.772843342730007e-05	4.869879641273916e-07	3.3325720259702163e-09	0.0007640995423924	6.229168965570008e-05	5.838481106842752e-07	3.880254600162052e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.8271775563938	6.736864047898848	45.385337199872055	751389.3557503839	790.4609406415154	-2.831061745709917	624828.4986798693	8.014910608022083	841.2047790121217	1.2096085639054763	1.4631528778734688	707625.4802328325	842.5440651146141	618.4431702147788	1.231513	25.280216	0.1220017526625825	0.0710951575667169	-0.0254717598	0.0878568958	-0.0400936999	-0.040379896	0.1202225581	-0.0990294967	0.0542166123	-0.0761519159	-0.0855512025	0.0655263042	-0.1712730183	-0.0585811113	0.1033615614	-0.0243878507	0.0412191263	0.1436306828	-0.0947019036	-0.0064939712	-0.1056208774	-0.1556714352	0.1049232772	0.0071753744	0.0751308647	-0.1792824266	0.0766670886	0.0421447488	0.0131654319	-0.0991150387	0.0922209492	0.0167307655	-0.1036234617	0.0174920629	0.0185736046	0.052002184	0.0459854599	0.015514701	-0.082720224	0.0201436745	0.1391161454	-0.1129539778	-0.0242893378	-0.0138080679	-0.0271633609	-0.1407296617	-0.0141555366	0.123516936	0.0277336662	0.1607637418	0.0691980962	-0.0838763869	0.0856902687	-0.1429402877	-0.0677058662	0.0548587394	0.0360307759	0.0377625953	-0.0102236761	-0.0085238179	0.140469632	-0.0625477569	0.0680099068	-0.086007237	0.0388925684	-0.1007359473	-0.049983506	-0.0556873377	0.1109265874	0.0377318898	-0.0402538578	0.0449277087	-0.0637870627	0.1161052555	0.085439372	-0.0288462175	-0.0127156358	-0.0037969494	-0.091135506	-0.0071249855	0.0318366605	-0.0546751159	-0.0408033381	0.0009623497	0.0082471991	0.0409051032	-0.0024711869	-0.1055783013	-0.0734456095	0.0768459712	0.0285711267	-0.0669664924	-0.1469928915	0.0413302825	-0.1601107408	0.100560199	0.0524593156	0.0261460147	0.002293662	0.0750702763	0.0112264671	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0078614998591888	0.0001508685865729	2.2761330414534666e-08	6.180318003602551e-05	-0.0494660631824643	-0.0546860007333548	0.0024468914067715	0.0029905586762084	-0.0172968551429519	-0.0383276890363147	0.0002991811978362	0.0014690117468644	0.0021198385276338	0.0004045709349693	1.636776414219336e-07	4.493715383240637e-06	-0.0008691940006757	-0.000171348771325	7.554982108106287e-07	2.936040143462138e-08	0.0007649237222248	8.241798323999116e-07	5.851083008222429e-07	6.792723961347463e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.1897935836305	0.3626160272366405	0.131490383208884	752018.1380956196	814.3615283660073	23.900587724491857	663184.6988826193	571.2380935761308	842.8340425092458	1.6292634971241569	2.6544995430612377	710369.2232124772	844.9216431695062	630.474453302579	1.094556	22.468801	0.1428012798351633	0.0640750987829057	0.0009778806	-0.0158563582	-0.1367528232	-0.0669830618	-0.0325766214	0.0166248166	0.0807145801	0.014644683	0.0736817105	0.0575087704	0.0171250022	-0.0041350998	0.0145014715	-0.0056009983	-0.02429668	-0.0177581824	-0.0280736817	-0.0972866718	-0.0342737302	-0.0537693681	-0.0318141815	-0.1788109465	0.0540908451	0.1231842118	0.0777579874	-0.0036109628	-0.1141637869	0.0159461179	0.1431694378	-0.1204467901	0.142452204	0.0011044216	0.0295061402	0.0032593366	-0.0335266175	-0.0243302724	0.0184796677	0.0786995684	0.0851725617	0.0529800557	0.0896820861	0.021558561	0.1123634475	0.1094244688	0.0122792023	0.0104209104	0.009934622	-0.0189096474	0.0172803472	-0.0584550283	0.0829563523	0.0943348148	0.0113131117	0.0869233924	-0.0450918146	0.10731157	-0.0297978043	0.0613280612	0.068079556	0.015294965	0.0568173311	0.002247796	0.0875425256	0.1554042692	0.1311320991	-0.1235580125	0.0375224197	-0.0477919467	0.0300330946	0.0154655111	0.0045113618	0.0671160906	-0.0662937386	-0.1258468357	-0.0544089607	0.0247851241	-0.0497062726	0.0507419168	0.0245053566	-0.0821286342	-0.0915366164	0.0611663936	-0.0575932324	0.0914226062	-0.0388233281	-0.0658695933	-0.0711808726	-0.0669833219	0.0514579672	-0.0277690876	-0.0875075392	-0.0913470299	0.0314156172	0.105285918	0.0718472765	-0.0242665889	0.0409428903	-0.1109288331	0.0629952779	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0066494516816106	-0.0145109515407994	0.0002105677146194	4.421520766607404e-05	-0.0025760938006413	0.046889969381823	6.636259269702538e-06	0.0021986692286282	0.004335923147579	0.0216327782905309	1.880022954171138e-05	0.0004679770965672	0.0017900736218678	-0.000329764905766	1.0874489307485897e-07	3.2043635717069035e-06	-0.0004016717134296	0.000467522287246	1.613401653694707e-07	2.185770890718248e-07	0.0003668593027967	-0.000398064419428	1.3458574804848085e-07	1.5845528201463029e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.8091204695321	-0.3806731140983856	0.1449120197973625	751358.0513291638	806.8964412097625	-7.465087156244749	651081.8668369798	55.72752625033032	841.6012294464691	-1.2328130627766996	1.5198280477528665	708292.6294058084	843.5038928057696	619.8721515589484	0.960904	19.725222	0.1703159464253886	0.0936388337985676	-0.0356848992	0.0444329407	-0.0200321377	-0.0455008721	0.0158387257	0.0064720526	-0.0146179717	-0.067847311	0.1349229419	0.0667880297	-0.0557037928	-0.0630108531	0.0270540796	-0.0168245476	-0.0079594358	0.0489035868	0.0014994449	0.1222180722	0.0008966896	0.008672257	0.0027899737	-0.0941216149	-0.2254350031	0.0507603274	-0.0242162363	-0.047946591	0.0442474671	0.0663083593	-0.1691184433	-0.1047607028	0.0890840569	0.0460087946	0.0668846192	-0.0513356638	-0.0441320911	-0.0867698279	-0.0445171848	-0.0074861449	0.0795914904	0.0872723818	0.053538729	0.0175550039	-0.0395058517	0.1043245546	-0.041025901	0.0556704845	0.0017415507	0.0559720164	0.0407749264	0.0642421916	-0.0165758012	0.0191460355	-0.0900548549	0.1389688305	-0.0713452154	-0.0556405991	0.0495105721	-0.1518560914	-0.122910511	0.0080853131	-0.1508809606	0.0318175733	-0.0879990039	0.1700337417	-0.0334637995	-0.050137115	-0.0416999232	-0.0492282282	0.0058170376	-0.1070776745	0.1614987044	0.0159758092	-0.0019088289	-0.0577865047	-0.0256732668	-0.0223952545	-0.0867076996	-0.01244722	0.0309639441	-0.0695115303	-0.1175787249	-0.0913132724	0.0187446115	0.0582356408	-0.0482450438	-0.0561891505	-0.0771670642	-0.0506352528	-0.0276545844	-0.0162139481	-0.0256714544	0.0254512278	-0.0789953662	0.1249854484	-0.068426027	0.0162804882	-0.0415597724	-0.0047602614	0.0736814924	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0007663014288397	0.0058831502527709	3.4611456896678306e-05	5.872178798417658e-07	-0.0616975845507852	-0.0591214907501439	0.0038065919394012	0.0034953506685193	-0.0569140608934048	-0.0612499840409837	0.0032392103273781	0.0037515605450207	0.0023860266238456	0.0005959530019778	3.551599805663518e-07	5.693123049700033e-06	-0.0001395908567964	0.0002620808566331	1.948560730115305e-08	6.868637541359193e-08	0.0003436667337779	-2.319256901880002e-05	1.1810682390557e-07	5.378952576918025e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
