global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
821.0822609717957	n/a	674176.079282556	n/a	892.7402971375664	n/a	796985.2381332703	n/a	797.3621085101696	n/a	635786.3320877835	n/a	811.1513052898223	514.1945019755714	n/a	n/a	n/a	n/a	-0.0753536166	0.0434983451	-0.0618249068	-0.0491284687	0.0180227229	-0.1903369564	0.1926658884	-0.0882974826	0.0086072193	-0.0494514751	0.1252630397	-0.0326734755	0.1187490603	-0.0367124406	0.0108314165	-0.0922439293	0.0057426957	-0.0270704162	0.1794342538	-0.0011114219	0.1032130059	-0.0408295065	-0.0594025593	-0.0609403512	0.0273724865	-0.016480137	0.0404536125	-0.0101075617	0.0105796925	-0.0930538918	0.0706247856	-0.0746478038	0.0178715963	-0.0756529772	0.2321976126	-0.0584140618	0.0299234334	-0.13596586	0.0394042319	-0.0052646643	0.0265758062	-0.0089594161	0.0300855022	-0.2018296062	0.1864123885	-0.1108381099	0.1561451084	0.1560591586	-0.0158520073545815	n/a	0.0002512861371697	n/a	-0.0115133367707471	n/a	n/a	0.0001325569235966	0.0025327243392609	n/a	6.414692578684562e-06	n/a	0.0048418523659434	n/a	2.3443534333591705e-05	n/a	-0.0007820365178434	n/a	6.115811152406304e-07	n/a	-0.0004261088938404	n/a	1.815687894098893e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
819.7775570138251	-1.3047039579705595	672035.2429835553	1.702252417944044	876.3163627288626	-16.423934408703758	767930.3675863434	269.74562146140323	797.1259999228611	-0.2361085873085358	635409.8597530212	0.0557472650008324	809.3716064014023	511.8656617941146	0.816729	17.940754	0.0579335655843722	0.0301068811521642	-0.0722072143	0.0553436511	0.0410201669	-0.0355498067	0.0498975137	-0.0346020957	0.0175357535	-0.0754207683	-0.0231094164	-0.0008939662	0.020182841	0.0046572134	0.0630951834	0.011922625	-0.0581145884	-0.0725347529	0.0090578981	-0.0123665595	0.028051734	-0.0162973571	0.0709882959	-0.0053160455	-0.0557009086	-0.0594996736	0.0193107024	-0.0147361625	0.0057379348	-0.0073099672	0.0110720563	-0.0683362497	-0.0201491763	-0.1125130241	-0.0807250559	0.0179552478	0.0200244793	-0.0166519167	0.0450610189	-0.0177302613	-0.1236028829	0.0309577542	-0.0382399212	-0.0279797603	-0.0952674943	-0.1821343338	0.0747263808	0.0157173098	0.155915944	0.1551433414	-0.0039687630137734	0.0118832443408081	1.575107985949572e-05	0.0001412114960633	-0.0302440560821821	-0.018730719311435	0.0003508398459237	0.0009147029283021	0.0021137807005118	-0.000418943638749	4.468068849856156e-06	1.7551377244833625e-07	0.0044358744304263	-0.0004059779355171	1.967698196250985e-05	1.64818084126727e-07	-0.0006509505471634	0.00013108597068	4.237366148523298e-07	1.7183531709117818e-08	-0.0004270581535109	-9.492596705000348e-07	1.8237866648013946e-07	9.010939220378348e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
820.5374104373966	0.7598534235714851	673281.6419273086	0.5773772253133067	870.4028136055424	-5.913549123320195	757601.0579324446	34.970063233921046	797.3969579938957	0.2709580710346699	635841.9086179187	0.0734182762588292	809.5792175951622	513.871796727438	0.773105	16.982475	0.1013025699852977	0.0596595103544893	-0.0831359995	0.0609916768	0.0312501265	-0.0721801145	-0.0431326196	-0.0305581459	0.1298141274	-0.0809279611	-0.0052865488	-0.0144179675	0.0751817885	-0.0368834192	0.0892817379	-0.0043574398	0.0326695048	-0.0890697403	-0.000288921	-0.0347028905	0.1030557673	0.0127101923	0.0777200918	0.0051706955	-0.0592048949	-0.0716555557	0.0253779403	-0.0430564256	0.0114803247	0.0025259052	0.0144259572	-0.0942825833	-0.1186356068	-0.084007709	-0.0591908103	-0.0166642892	0.0288822131	0.0606385085	-0.0350478273	-0.0045967308	-0.1299533929	0.0254684943	0.1037922395	-0.0217055684	-0.1435970845	-0.1396651617	0.2362634731	-0.171006496	0.1554579513	0.1533170814	0.0009190032572092	0.0048877662709826	8.44566986761119e-07	2.3890259119755156e-05	0.0266145974538289	0.0568586535360109	0.0032329064819281	0.0007083367976293	0.0069575479989509	0.0048437672984391	4.840747415770567e-05	2.346208164142802e-05	0.0047487562978969	0.0003128818674705	2.2550686376815467e-05	9.789506299188997e-08	-0.0006529199766946	-1.9694295312000982e-06	4.26304495966877e-07	3.878652678363041e-12	-0.0008064545141064	-0.0003793963605954	6.503688833225897e-07	1.4394159843311066e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
819.0069779083465	-1.530432529050131	670772.4298625627	2.34222372597478	868.4705318714838	-1.93228173405862	754241.0647291379	3.7337126997765866	796.4722918283668	-0.9246661655289472	634368.1116503311	0.8550075176740064	808.6848747041709	509.9227046423288	0.8433739999999998	18.526047	0.0545900045644367	0.0329784805543137	-0.0802039588	0.0679727635	0.0630678839	-0.0646962183	0.0581215073	0.0427303808	0.010186488	-0.0883996505	-0.0342756818	-0.0222373209	0.0369616481	0.0342764135	-0.0970484379	-0.0335193277	-0.0013828347	-0.0751378719	0.0324120492	0.0362822944	-0.0169445007	-0.06969922	-0.1092818414	-0.0138320312	-0.0578074734	-0.0659538082	0.0215157567	-0.0326301469	-0.0090314511	-0.0224463152	0.0200653983	0.033391035	-0.1007148052	0.0547137189	0.0886118639	0.0468317119	0.1667265415	0.0613635189	-0.0215834847	-0.2051050605	0.0214357855	0.0264297829	0.080883855	-0.028762212	-0.0926873677	-0.1386745696	0.0513258958	-0.0003860504	0.1547718027	0.1505910958	0.0012799625766746	0.0003609593194654	1.638304197687481e-06	1.302916303089247e-07	0.0005128938149709	-0.0261017036388579	0.0006812989328507	2.6306006543540373e-07	0.0130356954387593	0.0060781474398084	0.000169929355572	3.6943876300049405e-05	0.0046941064010744	-5.464989682249944e-05	2.2034634904607658e-05	2.986611222709834e-09	-0.0010328804482351	-0.0003799604715404	1.066842020346341e-06	1.4436995993327908e-07	-0.0008000809991433	6.373514963099996e-06	6.401296051901412e-07	4.062169298485954e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
820.5687083462605	1.5617304379139796	673333.0051170503	2.4390019607069906	870.4230382187561	1.9525063472723327	757636.2654619701	3.812281036138749	797.5405381789814	1.0682463506145723	636070.9100388192	1.1411502656013517	808.9321544055214	507.66404554807855	0.764291	16.78887	0.0427397539280477	0.0222290648420855	-0.0740330766	0.0455150633	0.0654795398	-0.039449286	0.0388239409	0.0502341087	-0.1899195165	-0.0632147359	-0.0056509965	-0.0141444368	-0.0372897043	0.0314212616	-0.0376489704	0.0406199153	0.0216816179	-0.0621556939	0.0183952978	0.0539389876	-0.0758923339	-0.0221499572	-0.0560985381	0.0458125984	-0.0542160034	-0.0567750239	0.0227643629	-0.0174526538	-0.0123089392	0.0015161248	0.0096397036	-0.0422316677	-0.1482340283	-0.0255440061	0.0059877425	0.0971261305	-0.0427938281	0.0198898492	-0.0428373789	-0.0039527204	-0.0058882093	0.0203041626	0.032738923	0.0142233773	-0.0980319948	-0.1091862782	-0.0803618162	0.0606709339	0.1538585052	0.1469813818	0.001211106363101	-6.885621357359995e-05	1.4667786227437312e-06	4.741178147693211e-09	-0.0194141422370677	-0.0199270360520386	0.0003970867658192	0.000376908918801	0.0079025522573488	-0.0051331431814104	6.245033218012862e-05	2.63491589208611e-05	0.004563148660837	-0.0001309577402374	2.0822325700898507e-05	1.7149929728086372e-08	-0.0011150157897288	-8.213534149369996e-05	1.2432602113445391e-06	6.746214322286711e-09	-0.0006609597112539	0.0001391212878894	4.3686773990083883e-07	1.935473274400532e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
821.6714543337907	1.102745987530284	675143.9788670067	1.2160487130141409	874.5549507381031	4.131912519346997	764846.3618605259	17.07270106753645	799.2517192231716	1.711181044190198	638803.3106811955	2.9281405659958564	811.6137082687018	514.8063274310423	0.716776	15.745124	0.1330054206562824	0.0797980921663316	-0.0677121266	0.0394289411	0.0367069225	-0.050502817	-0.0268736702	-0.0278764532	0.0135132781	-0.0445821917	0.0419710005	-0.0464167487	-0.0937626534	0.0229874587	0.0180728187	0.0451129766	0.0498613465	-0.0508437893	-0.0175283652	0.0707380446	-0.0431304836	0.0276099576	0.0393104033	0.0377695746	-0.050459553	-0.049093874	0.015576334	-0.0258112585	-0.0144817443	0.0085222181	0.0123441286	-0.0310860779	-0.1232237246	-0.0244831507	0.0369306654	0.0867031731	-0.079056418	0.093026253	-0.0589025541	0.0571937527	-0.0989543771	-0.0172543001	0.0941240932	0.0344445375	-0.0805627119	0.0789095416	0.1191504465	-0.085541708	0.152719399	0.1425091225	0.0005187182406558	-0.0006923881224452	2.6906861318904845e-07	4.794013121031893e-07	0.0497702269165643	0.0691843691536319	0.004786476935186	0.0024770754873263	0.0216318674141291	0.0137293151567803	0.0004679376878224	0.0001884940946741	0.0041503512665335	-0.0004127973943034	1.7225415635616228e-05	1.7040168874375917e-07	-0.0007738893233573	0.0003411264663715	5.989046848064196e-07	1.1636726605910613e-07	-0.0004268966074604	0.0002340631037935	1.8224071346119881e-07	5.4785536557446765e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
821.5595722615598	-0.1118820722309692	674960.130774597	0.0125175980866958	872.3884530697229	-2.1664976683802024	761061.6130493841	4.6937121470968535	799.4087529881381	0.1570337649665134	639054.35435405	0.0246596033395581	811.1479061240404	512.0088821724219	0.951543	20.902155	0.0834851705060458	0.0379964115819918	-0.0675552227	0.0431391937	0.0399656709	-0.052251914	0.0777137601	0.0669470743	-0.0542931534	-0.0495794773	0.0350618289	-0.0718700237	-0.0382628028	0.0241021618	-0.1360008555	-0.0509347837	-0.0389283935	-0.0360422441	0.0057745227	0.1264806746	-0.0593500746	-0.0303926194	-0.1357115146	0.0433686464	-0.0451453978	-0.0498429753	0.0088722882	-0.0173450868	-0.0100002773	-0.021661048	-0.0105017146	0.0432430773	-0.1041858643	0.1166532147	0.1141263595	0.0203916315	0.1786456038	0.0601362333	-0.0459937612	-0.1617113843	0.0730662384	0.0208947729	0.1257723499	0.007255063	-0.0478368128	-0.054548794	0.0524607453	0.0784242738	0.1513561561	0.1372005631	0.0142434733533747	0.0137247551127189	0.0002028765331682	0.0001883689029041	0.0264859378079336	-0.0232842891086306	0.0005421581192942	0.0007015049015657	0.0213842920507829	-0.0002475753633462	0.0004572879465131	6.129356053600307e-08	0.0036811711873082	-0.0004691800792252	1.3551021310268064e-05	2.2012994674185881e-07	-0.0009178630009649	-0.0001439736776076	8.424724885402921e-07	2.0728419843857163e-08	-0.0007383138690545	-0.0003114172615941	5.451073692382254e-07	9.698071081876815e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
820.8850261415062	-0.6745461200536056	673852.2261433413	0.4550124680793733	875.1990713443396	2.8106182746166724	765973.4144819945	7.8995750856092	797.1033546870228	-2.305398301115247	635373.7580533057	5.314861326785066	809.0502690533817	511.7799771352154	0.992497	21.801783	0.1353933849104532	0.0797618773226238	-0.043193149	0.0187584129	0.0068848523	-0.0465846543	0.0533518607	0.1254680627	-0.226339048	-0.051135656	-0.0382013544	0.0689521021	-0.1955963249	0.1047862517	0.0464474475	0.1442544758	0.1190903732	-0.0526855435	0.0468381125	0.0217740949	-0.2073574512	-0.0340587851	0.0456233059	-0.0245004	-0.044689455	-0.0251365896	-0.0066105	0.033321419	-0.0181956092	-0.0172617142	0.0134472169	-0.0499725458	0.0559497238	-0.0413114221	0.1267272121	0.1681848933	-0.0891922553	0.1740883459	0.0619223935	0.0400116101	0.0577952681	0.0252037744	-0.1601893914	-0.0526654424	-0.027115761	0.0321362158	-0.323720273	-0.1299652017	0.1497707771	0.1310868562	0.0097989002372997	-0.004444573116075	9.601844586055212e-05	1.975423018413664e-05	-0.0506502453264516	-0.0771361831343852	0.0059499907485414	0.0025654473516297	0.0053266430558949	-0.016057648994888	2.8373126244913355e-05	0.000257848091243	0.0032823039161248	-0.0003988672711834	1.07735189978082e-05	1.590951000212921e-07	-0.0009627038425954	-4.484084163049998e-05	9.267986885479488e-07	2.0107010781315797e-09	-0.0004269223885663	0.0003113914804882	1.8226272585915487e-07	9.696465412063305e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
823.7123884458275	2.8273623043213547	678502.0988791299	7.993977599897361	877.8899134030132	2.6908420586736383	770690.7000547501	7.240630984726984	799.4363910289851	2.33303634196227	639098.5433014483	5.44305857291669	811.3443743322515	510.9986243979205	0.915906	20.119333	0.1408686119243813	0.0976657213004498	-0.0360635982	0.0075413928	0.010633314	-0.047829022	-0.0735806802	-0.0110356943	-0.0522682088	-0.056085083	0.0612068988	-0.0593675916	-0.0309169486	0.0247073726	0.1407779543	-0.0261266891	0.0263735215	-0.0600380349	-0.0259033581	0.0564258177	0.0492179241	0.0116593821	0.1077221206	-0.0323377596	-0.0350052403	-0.0231848894	0.0081604959	0.0051446542	-0.0147750291	0.0143733488	-0.0112614889	-0.0487245245	-0.0920059881	-0.0354221863	-0.0416506525	0.0751785983	-0.0879538703	0.0600470761	0.0409972487	0.1531763404	-0.0282121558	-0.0163440666	-0.0197187319	0.0231974475	0.0729984936	0.1082376647	0.0024278216	-0.2041226411	0.1479655889	0.1242038795	0.0140238460803487	0.0042249458430489	0.0001966682588853	1.785016737669702e-05	0.041282734216395	0.0919329795428466	0.0084516727276254	0.0017042641443815	0.0189823389974606	0.0136556959415657	0.0003603291938145	0.0001864780316484	0.0029548630261099	-0.0003274408900148	8.731215503071356e-06	1.0721753645374979e-07	-0.0006701333368321	0.0002925705057633	4.490786891337249e-07	8.559750084259314e-08	-0.0004280108047265	-1.088416160199997e-06	1.831932489626261e-07	1.1846497377845056e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
820.9126897290878	-2.7996987167397265	673897.6441582455	7.838312904514071	879.3517977156729	1.461884312659663	773259.5841457857	2.1371057436004155	799.2247068920819	-0.211684136903159	638760.1321067343	0.0448101738164353	811.4146601019269	519.7721652696251	0.982584	21.584019	0.0731414764378524	0.049099592885051	-0.0418654417	0.0177549836	-0.0087294262	-0.0615384116	-0.0045985713	0.0514911678	-0.0436205946	-0.026734798	0.0104951004	-0.0305685974	-0.0453971488	-0.0239432418	-0.1330927564	-0.017732275	0.0163870142	-0.0196002814	0.0133329955	0.0434887787	-0.0293697072	0.020978935	-0.1134599391	-0.0033728389	-0.0307608576	-0.0307607369	0.0030461143	0.0095939803	-0.0018541072	-0.0240048177	0.0024969255	0.0270995723	-0.0041965779	0.047385087	0.2002110216	0.0651345757	0.0565494487	0.0472383285	0.0108183961	-0.1715450892	0.0636353222	-0.0781984624	0.0469022566	0.071126491	0.1034660081	0.0305863099	0.0134706577	0.1255981239	0.1459432408	0.1165920251	0.0070678303779061	-0.0069560157024425	4.995422625085229e-05	4.838615445262801e-05	-0.0065504427084306	-0.0478331769248256	0.0022880128147216	4.2908299676431616e-05	0.0155312268377514	-0.0034511121597092	0.0002412190070856	1.191017513889271e-05	0.0028538043559714	-0.0001010586701385	8.144199302161338e-06	1.021285481016216e-08	-0.0007857286114112	-0.000115595274579	6.173694507901725e-07	1.3362267505017506e-08	-0.0005093802930264	-8.136948829990005e-05	2.594682829236612e-07	6.620993626187572e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
816.6561889750775	-4.25650075401029	666927.3309912975	18.117798668890163	872.2716875856028	-7.080110130070125	760857.8969634353	50.1279594539216	796.9302155932696	-2.294491298812318	635097.7685255352	5.264690320325437	809.6701089480675	498.62913908659766	0.931829	20.469103	0.0692747747756102	0.0377093475852797	-0.0178700667	0.0240674967	-0.0172759943	-0.0772407238	0.0536481062	0.0119149688	-0.1527222188	-0.0422115936	-0.0739607071	0.0743078099	0.0060779468	-0.0518171926	-0.0390709618	-0.0045494993	0.0103764669	-0.0416973978	0.0512990378	-0.0774271871	-0.0275248039	0.0306687953	-0.051524615	-0.0437708718	-0.026949433	-0.0222342863	0.0023278882	0.0228785605	0.0249564496	0.0254268334	0.0030733597	-0.0350900469	0.1762698265	-0.1021896666	0.1362412899	0.0324378487	0.0169114025	-0.0040826293	0.0387217295	-0.0542248802	-0.0789260027	-0.0368511661	-0.1639028641	-0.0213594036	-0.0099960334	0.0769105102	-0.1213268298	0.0706916633	0.1437067008	0.1082959623	0.0182840156845429	0.0112161853066368	0.0003343052295526	0.0001258028128328	-0.0063337332863397	0.0002167094220909	4.696297362297197e-08	4.011617734248749e-05	0.0495132965976239	0.0339820697598725	0.0024515665399642	0.0011547810651648	0.0031978274047322	0.0003440230487607	1.0226100110456276e-05	1.1835185807867565e-07	-0.0008366853526999	-5.0956741288700025e-05	7.00042379422556e-07	2.596589482763506e-09	-0.0004271638773357	8.221641569070004e-05	1.8246897810046898e-07	6.759539009025988e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
817.6804467404834	1.0242577654058778	668601.3129817165	1.0491039699942422	872.0726690712215	-0.1990185143812368	760510.7401410042	0.0396083690665145	796.5006110971059	-0.4296044961637335	634413.2234780631	0.1845600231240953	808.3877222388523	492.8849479395164	0.736734	16.183538	0.1057579355725839	0.0572122693501983	-0.0146964539	0.0130115135	0.0035487053	-0.0908886699	-0.0825312333	-0.0540588249	-0.0421559572	-0.0270989829	-0.0782432823	0.0599553771	0.1185478477	-0.0620115295	0.0148541608	0.0053299805	0.1141529284	-0.0348098925	0.0382387006	-0.1314885104	0.0951511306	0.0344427795	0.0381613393	-0.0682606915	-0.0213291715	-0.0183099121	-0.0046056166	0.0086224729	0.0141650625	0.0183743184	-0.006171108	-0.0110232756	0.1235082107	-0.0720528916	0.0867286943	-0.0163707659	-0.0254336707	0.0182541552	0.0185653845	0.0080180606	-0.105836795	-0.0374002826	-0.1091112595	-0.0182970469	-0.0112668384	0.0850254194	-0.0280510374	-0.0430425591	0.1412592515	0.0993643757	0.0223815048757671	0.0040974891912242	0.0005009317605039	1.678941767219917e-05	0.012016240057548	0.0183499733438877	0.0003367215217213	0.0001443900251206	0.0682946901755059	0.018781393577882	0.0046641647061683	0.0003527407447273	0.0023784349577579	-0.0008193924469743	5.656952848284824e-06	6.71403982158531e-07	-0.0005398011873798	0.0002968841653201	2.913853218966419e-07	8.814020761781248e-08	-0.0002528589004383	0.0001743049768974	6.393762353086613e-08	3.038222497120315e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
