global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
819.5140940517769	n/a	671603.3503495045	n/a	924.409227319666	n/a	854532.4195537419	n/a	792.7038844144797	n/a	628379.4483658049	n/a	809.2507552258827	533.300624917715	n/a	n/a	n/a	n/a	-0.0788606445	-0.0348158785	0.0181891919	-0.0480388541	0.0476440239	0.036783446	-0.0889238189	0.1265052123	-0.0859463065	0.0506344084	-0.0248233348	0.0299927766	-0.0405254697	0.0917065141	-0.0086731414	0.0745936896	-0.1131940427	0.0406035805	0.0097920956	-0.0937694944	0.0129188181	-0.0308736061	-0.0446275285	0.0533126541	-0.0616657332	0.0133012685	-0.1159074624	0.0961690673	-0.0140967575	-0.0014990891	0.0087822955	-0.0742040992	-0.0571163355	0.0052939964	-0.0496947407	0.0040753844	-0.0002256902	0.0024153467	-0.0099208373	0.0047243191	-0.0269617561	0.0670962872	-0.0376555236	-0.0416390269	0.0990305588	-0.0008282977	0.102209288	-0.0298988547	0.1132084988	-0.1175147124	0.008975644	-0.1267538512	0.0560429261	-0.0088171544	0.0494157513	-0.0646024174	0.1561451084	0.1560591586	-0.0007755938381848	n/a	6.015458018302297e-07	n/a	0.0239869874340001	n/a	n/a	0.0005753755661588	-0.1097232087751791	n/a	0.0120391825439215	n/a	0.0055770531608351	n/a	3.110352195878078e-05	n/a	0.0022629884588438	n/a	5.121116764860237e-06	n/a	-1.2810619579789202e-05	n/a	1.6411197401807842e-10	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
817.7124609492846	-1.8016331024922465	668653.6687917353	3.2458818359958377	913.660594218486	-10.748633101179962	834775.681427677	115.53311354378155	790.7738029383406	-1.9300814761390936	625323.2074135656	3.725214504535264	806.5255284285473	538.1973085352498	0.709159	17.03965	0.1390999503886226	0.0689423959435291	-0.0595867657	-0.0476374112	0.0162814863	-0.0531437138	-0.0035851504	-0.1464485124	-0.0438245945	0.0055231388	-0.1187095287	-0.0647313864	-0.0444570587	-0.1408251635	0.0234673475	0.070983457	-0.0747207986	0.1392803436	-0.2296235856	-0.0255129486	-0.0214632789	-0.1705171119	0.1614874202	-0.0397690843	0.1062095752	0.0688314057	-0.0419440658	0.069402939	-0.2390121752	0.1338208514	0.126180013	0.1348934788	0.0776586181	-0.1574921889	-0.0597045645	-0.0208716225	-0.0605306853	-0.006238324	-0.0141883369	-0.0301942104	-0.0070337229	-0.0306225599	-0.0186691323	0.1201209099	-0.0652548893	-0.0844543803	0.0584074129	-0.0587226735	0.0289376077	0.0319448648	0.1481466967	-0.0540872808	0.1603275494	-0.0591057987	0.034213959	0.0378149718	-0.172408837	0.0281934099	0.155915944	0.1551433414	-0.0324028720635993	-0.0316272782254145	0.0010499461179699	0.0010002847279477	0.0153746370145597	-0.0086123504194404	7.417257974723524e-05	0.0002363794633294	-0.0726329726543042	0.0370902361208749	0.0052755487166009	0.0013756856155022	0.0065810706693912	0.0010040175085561	4.331049115552114e-05	1.0080511574871988e-06	0.002031978731569	-0.0002310097272747	4.128937565548762e-06	5.3365494095577365e-08	-1.3185096206745454e-05	-3.744766269562529e-07	1.7384676198113336e-10	1.4023274413653257e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
816.2992211180531	-1.4132398312315215	666344.4183979401	1.9972468205793	919.2433596430598	5.582765424573722	845008.3542478597	31.16726978581581	791.4093518800373	0.6355489416966975	626328.7622431808	0.4039224572917922	807.5106638274198	533.5110190301879	0.693412	16.66128	0.0392244582846589	0.0272214610809873	-0.0465198734	-0.0314958067	0.0204526765	-0.0450642753	-0.0119888807	-0.0559808902	-0.0230447671	0.0236759718	-0.0427659119	-0.0992715477	-0.0245693951	-0.0647150443	-0.0286032562	0.0646564896	-0.0664695408	0.0101820358	-0.1346823786	0.0190000571	-0.028560697	-0.1537129017	-0.0938756922	-0.0194140351	0.0733906493	0.0676648145	-0.0104488936	-0.0063372273	-0.103449725	0.1234415173	0.0088826135	0.0507291646	-0.003362243	-0.1198609925	-0.0580094705	-0.0116947729	-0.0601106012	-0.0231980954	-0.028590479	-0.0306378807	0.0318377592	0.0068209512	-0.0161323025	0.0900118107	-0.018091187	-0.1724751168	0.0292755821	-0.0598017413	0.0224209165	0.1615457401	0.0424849983	-0.0606083857	0.0126384734	-0.039868282	0.1698818082	-0.007962626	-0.0535832126	-0.0072272597	0.1554579513	0.1533170814	-0.0323271266518361	7.574541176320199e-05	0.0010450431175638	5.737367403177018e-09	0.0342327581385717	0.0188581211240119	0.0003556287323279	0.0011718817297739	-0.0729164321571289	-0.0002834595028246	0.0053168060785251	8.034928974162518e-08	0.0062480632524546	-0.0003330074169366	3.903829440667355e-05	1.1089393973478684e-07	0.0020989829964037	6.700426483470003e-05	4.405729619191856e-06	4.489571506038618e-09	-1.3054133056863896e-05	1.3096314988155816e-07	1.7041038986630674e-10	1.7151346626899468e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
815.7737027243568	-0.5255183936963022	665486.7340566072	0.2761695821131416	921.3078205005544	2.0644608574946237	848808.1001154818	4.261998632127435	790.9891514838496	-0.4202003961877381	625663.8377651403	0.176568372956332	807.3054965219144	532.2284093331068	0.68087	16.359922	0.1300319358473535	0.0630937326425233	-0.0659337944	-0.0287820771	-0.0062422066	-0.0252921256	0.0102388007	-0.0508274036	0.0161600866	-0.0563467299	0.0104177696	-0.0978027682	-0.0712302898	-0.0483449801	-0.0142661248	0.0085854201	-0.0149291017	0.1154448512	-0.0421290898	0.0317517377	-0.115557334	0.0293689044	-0.1671621104	-0.0765075776	0.0586933854	0.0097220259	-0.0354990958	0.0243901	0.0342330274	0.0738395331	0.044614984	-0.0101751664	-0.085603784	-0.003218147	-0.0668732438	0.0083609726	-0.0508104546	-0.0158080792	-0.0079369074	-0.0330365258	-0.0250432906	-0.0067102652	0.004625979	0.1070011963	-0.0556068599	-0.0391740618	-0.1038565619	-0.0669165586	0.045934755	0.0111603575	0.1169258497	-0.1139508129	-0.0587046927	0.1091019898	-0.0040825276	-0.0549583379	0.098136621	-0.0897841183	0.1547718027	0.1505910958	-0.03262761352957	-0.0003004868777339	0.0010645611646349	9.0292363690269e-08	0.0048528609051174	-0.0293798972334543	0.0008631783614483	2.355025896441687e-05	-0.089414866974181	-0.0164984348170521	0.0079950184360104	0.0002721983514125	0.0067569305039261	0.0005088672514715	4.565610983488702e-05	2.589458796201592e-07	0.0027990748815818	0.0007000918851781	7.834820192702169e-06	4.90128647692226e-07	0.0004550490686758	0.0004681032017326	2.0706965490271293e-07	2.19120607472371e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
814.4082390318553	-1.365463692501521	663260.7798029674	1.8644910955398888	913.5344264056232	-7.773394094931177	834545.148228251	60.425655755110895	789.5680525574503	-1.4210989263992817	623417.7096193646	2.0195221586131904	805.8431299452557	525.6003856699691	0.612289	14.712068	0.127465227542849	0.0681636409878649	-0.0559550272	-0.0072724158	0.0009725783	-0.041541347	0.0422403697	-0.0422152578	-0.0651605714	-0.0437599322	0.0677011742	-0.0394629641	-0.1237257758	-0.0576706204	-0.0518641408	0.022096394	0.0924869864	-0.0196981972	-0.0036991855	0.0107302878	0.0540535224	0.0551557259	-0.1009916049	-0.1101481832	0.0459483123	0.04675092	-0.0420038411	-0.0092152402	0.0225320467	-0.1469084704	0.0251485123	0.0552719192	-0.1236336935	-0.000471109	-0.0602347146	0.0136060995	-0.0492301147	-0.0157819686	-0.0003360368	-0.008493505	-0.0196168636	0.0264360297	0.0215976631	0.0782600861	-0.0504609177	-0.025537105	-0.0571869579	-0.092049772	-0.0403366751	-0.0670108971	0.0446423965	-0.0963250952	0.0453534963	0.0580139638	-0.009273049	-0.022494966	0.059410459	-0.0941485859	0.1538585052	0.1469813818	-0.0322816783114063	0.0003459352181637	0.0010421067546011	1.1967117516596738e-07	0.0450845876186321	0.0402317267135147	0.0016185918343509	0.0020326200407421	-0.0681331386935397	0.0212817282806413	0.0046421245882331	0.000452911958611	0.0060190706877284	-0.0007378598161977	3.622921194387124e-05	5.444371083593038e-07	0.00269598023482	-0.0001030946467618	7.2683094265401025e-06	1.0628506190940344e-08	-1.6113214975286595e-05	-0.000471162283651	2.596356968398002e-10	2.2199389753530697e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
815.7189521894387	1.31071315758345	665397.4089610358	1.717968981462378	911.1287406715188	-2.405685734104395	830155.5820776678	5.787323851273403	790.5352863842928	0.9672338268425164	624946.0390186958	0.9355412757884192	805.7523287636346	524.2346083200895	0.554536	13.324369	0.094471265401182	0.0501874076184977	-0.0678695553	0.0112207764	0.0004401433	-0.0452069875	-0.0152831143	-0.1210328405	-0.0548698377	-0.0491699417	-0.0142911736	-0.049666156	-0.1016002155	-0.0248266524	-0.1194967051	0.0562582396	0.0879510103	0.0215192418	-0.1138126045	0.0545192387	0.0425888528	-0.0110288619	-0.0465163616	-0.0931035286	0.0041449396	0.1349003251	-0.0547185358	0.0058790988	-0.0777243174	-0.0925035574	0.0184276152	0.0441635607	-0.1383327514	-0.0725102311	-0.0697104252	0.0432583193	-0.0425939549	-0.0026598177	-0.0229901624	-0.029491842	0.0297321693	0.0201471182	0.0066739341	0.0755652194	-0.0187213493	-0.1337819336	-0.061493288	-0.1070835287	-0.0079403933	0.0796669406	0.0124602916	-0.1399705057	0.0183691451	0.0486858408	0.0143859797	-0.0404492257	0.0441851372	-0.0669992531	0.152719399	0.1425091225	-0.032379887711599	-9.82094001927003e-05	0.0010484571282157	9.645086286209962e-09	0.0071583869020201	-0.037926200716612	0.0014383967007967	5.1242503039012926e-05	-0.0463267578091262	0.0218063808844134	0.0021461684891054	0.0004755182472761	0.0056250666876121	-0.0003940040001163	3.164137524008336e-05	1.552391521076454e-07	0.0029939787012496	0.0002979984664296	8.963908463536242e-06	8.88030859943935e-08	-1.6920236428664102e-05	-8.070214533775072e-07	2.862944008018917e-10	6.51283626211544e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
816.8061532269073	1.087201037468617	667172.291949338	1.1820060958728371	918.151181607633	7.022440936114208	843001.5922874927	49.31467670121259	791.6461285941208	1.1108422098279789	626703.5929180592	1.2339704151355075	808.1887645510996	527.8855187791025	0.643424	15.460168	0.0621702641355515	0.0362482749424617	-0.0514508379	0.002214397	0.0135980135	-0.0158329684	0.0291378551	-0.0097281995	-0.0318068	-0.034232257	0.0332165079	-0.0275318332	-0.0703937101	-0.0112162229	-0.0714277449	0.0391747973	0.0420156544	-0.0947655799	-0.0289218663	0.0974756639	-0.0555659118	-0.0592085313	-0.0404975241	-0.0646881916	0.012946493	0.0703474274	-0.0109883543	-0.0195439069	-0.0293727271	-0.0216580084	-0.1021078201	-0.0058045761	-0.0462688581	-0.0299346084	-0.0624352001	0.0387264541	-0.0591966176	-0.0487256019	-0.0096334661	-0.0381373851	-0.0113531516	-0.0308911888	0.0084118553	0.085467684	-0.0273566798	-0.1921374922	0.0348492903	-0.0156626202	0.0252576305	0.1144598583	-0.0304984358	-0.0789549167	-0.0840778493	-0.0108671797	0.1204290829	-0.0184948879	-0.0332655539	-0.0052674676	0.1513561561	0.1372005631	-0.0418031486672276	-0.0094232609556286	0.0017475032384943	8.879784703787444e-05	0.0393925954215603	0.0322342085195402	0.0010390441988811	0.0015517765740467	-0.0514904114201186	-0.0051636536109924	0.002651262468213	2.6663318614314848e-05	0.0059190770312837	0.0002940103436715	3.503547290227025e-05	8.644208218589221e-08	0.0030059775999038	1.1998898654200145e-05	9.035901331123413e-06	1.4397356891376601e-10	-1.7893815090670902e-05	-9.735786620067991e-07	3.201886184991217e-10	9.478554111149496e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
818.2596543803467	1.4535011534393334	669548.8619866443	2.112665603049473	918.4963535618136	0.3451719541806142	843635.5515063482	0.119143677952864	793.9131837675843	2.2670551734635183	630298.1433599821	5.139539159527703	810.0035726074708	523.8527042412351	0.8250039999999998	19.823154	0.1517599614494373	0.0805282445576969	-0.0500142345	-0.0109738503	0.0920094369	0.0608693524	0.0673747235	-0.0361871301	0.0211504329	0.0479200304	0.0938659319	0.0774739906	-0.058483914	0.10306628	-0.0613207028	0.0877940219	0.0621715891	0.0334512785	-0.0097229846	0.1226573845	-0.1597700336	-0.148336821	-0.0379562059	-0.0704676277	-0.1164359125	0.0138679434	-0.090846025	0.0545172503	-0.0298374269	0.1165584181	-0.233905192	0.0363096722	0.0002671909	-0.0672606773	-0.0523849316	0.0124838651	-0.0578735675	-0.0515636786	0.0328040922	-0.0446805652	-0.0759246646	-0.099278274	-0.0036446967	0.1078124823	-0.0601312488	-0.1054957706	0.0456633795	0.0049679781	0.1402480875	-0.0489076603	-0.0475805248	-0.0065899818	-0.1583343668	0.1578798156	-0.1423435337	-0.0089234411	0.0784003408	-0.0414629015	0.1497707771	0.1310868562	-0.032400212386122	0.0094029362811055	0.0010497737626658	8.841521070653197e-05	0.0017017998490871	-0.0376907955724732	0.0014205960708859	2.8961227263528766e-06	-0.0667292652760807	-0.015238853855962	0.0044527948442855	0.0002322226668433	0.0070490152025397	0.001129938171256	4.968861532563581e-05	1.2767602708613542e-06	0.0026618637535709	-0.0003441138463329	7.085518642574562e-06	1.1841433923802277e-07	-0.0003323893122997	-0.000314495497209	1.104826549310675e-07	9.890741776475443e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
817.3412864362158	-0.918367944130864	668046.7785132081	0.8433996808071499	920.7408097756876	2.2444562138739457	847763.6387863889	5.037583695997367	793.161696856535	-0.7514869110493692	629105.4773603379	0.5647325774785225	809.9866706748664	525.7491792246826	0.739761	17.774952	0.1194738207716346	0.0658655717706796	-0.0150912344	-0.0223968053	0.0959126536	0.0387012561	0.0118178247	-0.0159225701	-0.0097311714	-0.0904708943	0.0025784829	0.0418571714	-0.0113662499	0.0039924468	0.1212695619	0.0413788752	-0.0010604993	0.1135394398	0.1361818352	0.0499150247	-0.1027206802	-0.0185663445	0.0974527012	-0.0187805628	0.0038331309	-0.1106806757	-0.0702977551	0.0212141334	-0.0162031887	0.1361866354	-0.0744965518	-0.0123817681	0.1040880684	0.0595987857	-0.0320727972	-0.0252252802	-0.0572756031	-0.0538810882	0.0502434421	-0.0207094245	-0.0988394046	-0.0346252053	0.0240471993	0.0376406657	-0.0472061817	-0.0497234434	0.083117763	0.0840176925	-0.0125549276	-0.037626383	-0.036277194	0.0928212858	-0.0671943526	0.2058249693	-0.0699404865	0.1381964976	-0.0139868548	0.2242704934	0.1479655889	0.1242038795	-0.0323074138203764	9.279856574560123e-05	0.001043768987761	8.611573804440677e-09	0.0425302009921182	0.040828401143031	0.0016669583398962	0.0018088179964299	-0.0657977830812228	0.0009314821948578	0.0043293482584036	8.676590793372742e-07	0.0079379648814382	0.0008889496788985	6.301128645894619e-05	7.902315316137477e-07	0.0020330749003272	-0.0006287888532437	4.133393550340455e-06	3.953754219635273e-07	-0.0003670735575175	-3.46842452178e-05	1.3474299662855336e-07	1.202996866328482e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
821.6168849537002	4.2755985174843545	675054.3056410217	18.28074268271441	922.3474557206438	1.606645944956199	850724.829074345	2.5813111924441974	794.0274331780929	0.8657363215579608	630479.5646393908	0.7494993784647088	809.9094704462509	535.3163706597546	0.987418	23.725636	0.1024198346441563	0.0551176360077797	-0.0201600468	-0.0406911677	-0.0075369712	0.0168442768	0.0220637946	-0.0297926583	0.032277724	0.1089250667	-0.0746206737	-0.0071341295	0.0113219616	0.0701246852	0.0159034253	0.074409648	-0.0101636441	-0.0985098411	0.0137213165	-0.0617099577	-0.0170860917	-0.0496240061	-0.1046857359	-0.0072600826	-0.0701159273	0.0078616767	0.0116657917	-0.1162332335	0.0067328428	-0.0262016413	-0.0008508944	0.0976737717	0.0158597073	-0.0162881457	-0.0417577763	0.0095770736	-0.0352576719	-0.04070257	0.0002146434	-0.0181746525	0.0236374428	-0.0176408073	0.0443910974	0.042567282	0.0125018276	-0.1338429575	-0.0815532297	-0.065134588	-0.1112880051	0.1224704261	-0.1006144044	-0.0890085065	-0.060627598	0.1524242083	0.0421006012	0.1289733123	-0.0071087385	0.1467010875	0.1459432408	0.1165920251	-0.0321112421763842	0.0001961716439922	0.0010311318741103	3.848331390660315e-08	0.0298239456133444	-0.0127062553787737	0.0001614489257506	0.0008894677319477	-0.0813738803536381	-0.0155760972724152	0.0066217084038082	0.0002426148062397	0.0069193218460321	-0.0010186430354061	4.787701480897707e-05	1.037633633581354e-06	0.0023412897298911	0.0003082148295639	5.481637599293541e-06	9.499638116310393e-08	-0.000215105215508	0.0001519683420094	4.6270253738743135e-08	2.3094376973116355e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
