global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
849.8764210434941	n/a	722289.9310456985	n/a	940.9820474624634	n/a	885447.2136466496	n/a	817.2778860736938	n/a	667943.1430650856	n/a	817.7913995968787	769.786160242999	n/a	n/a	n/a	n/a	-0.0174775174	-0.0040422507	0.064414898	-0.0692374571	-0.0312616872	0.0796463301	-0.0790412246	0.0350131611	-0.0419192631	-0.0417221404	0.0718308344	0.0275313308	-0.0436451724	0.0546922339	-0.0134503852	0.1083976233	-0.01936427	0.1193333068	-0.1514038474	-0.0249312384	0.0913503068	0.0045323102	-0.0149714184	0.0623216526	-0.0609272534	0.0324286311	-0.097574678	0.1210342178	-0.1009736336	0.0048135564	-0.0350332978	-0.0161215293	0.0220382202	-0.0494601999	0.0170479567	-0.0440138659	0.1106342425	-0.0863250327	0.0540556861	-0.0285216027	0.0325437725	-0.0021873452	0.0415060043	-0.0194924603	0.0635037259	-0.0783039296	0.0695380095	-0.0219373929	0.0386256219	-0.066900561	0.0105108455	-0.1431091983	0.1299185267	-0.0709927878	0.1561451084	0.1560591586	0.0160738807157798	n/a	n/a	0.0002583696412651	0.0397708801226741	n/a	n/a	0.0015817229057321	0.0842555314892621	n/a	n/a	0.007098994586538	-0.0002569998019808	n/a	n/a	6.604889821817042e-08	2.431743695296973e-11	n/a	5.913377399616577e-22	n/a	-1.7274068921145982e-11	n/a	2.9839345709250155e-22	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
847.0803147449595	-2.796106298534596	717545.0596284197	7.81821043270484	926.1832586288452	-14.79878883361812	857815.4285643464	219.00415094202032	817.54446536311	0.2665792894161995	668378.9528458534	0.0710645175456459	816.8090608569684	744.4935171197961	0.928406	19.118019	0.058187847906683	0.0293519331092141	0.0444777762	0.066142795	0.0235163948	0.0107624394	0.0273496365	-0.0020451198	-0.0106486554	0.0119033704	-0.03750795	-0.0372912027	0.0130101172	0.0559633709	-0.0771592823	0.1365394312	0.02655995	0.0024901597	-0.1488467509	-0.0045145668	-0.0052627182	-0.0236102822	0.0239939677	-0.0619125243	-0.0822843091	0.0579918411	-0.1263220805	-0.0589572175	-0.0477822586	-0.0065424514	0.117425136	-0.0997091306	-0.0171505189	-0.0288138707	0.0213229856	-0.0236361446	0.0180405627	0.0026340442	0.1010773334	-0.1702792363	0.0551041634	-0.0165152162	-0.0165077246	-0.0386720917	0.0247931866	-0.0582225547	0.0175948126	-0.0982945275	0.0293691084	-0.0246956089	0.0449422529	-0.0065594611	0.0081824373	-0.0306582484	-0.0030629817	-0.0211360976	0.155915944	0.1551433414	0.0325780895195464	0.0165042088037665	0.0002723889082383	0.0010613319167435	0.0294306268862669	-0.0103402532364072	0.000106920836993	0.0008661617989186	0.1025472896638604	0.0182917581745983	0.0003345884171179	0.0105159466174036	-0.0003039999699464	-4.700016796559998e-05	2.209015788794611e-09	9.24159817274121e-08	-0.0002139998472145	-0.0002139998715319	4.5795934607829355e-08	4.579594501568552e-08	-3.25316147513138e-08	-3.2514340682392664e-08	1.058305958327898e-15	1.0571823500106941e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
848.3599356465465	1.279620901587009	719714.5804102126	1.6374296517783498	924.9463871955872	-1.2368714332579884	855525.8191861692	1.5298509424096705	816.9126392672052	-0.6318260959047848	667346.260194511	0.3992042154662823	816.0287811713196	755.0132806424741	0.916413	18.871054	0.0720711165970089	0.0519701987074059	0.022808492	0.0411336239	-0.002301398	0.0626068797	0.0515534335	0.126939681	-0.0377530678	0.0533162143	0.0988150621	-0.0602598514	0.0618273648	0.0832989586	-0.0214865709	0.0689137123	-0.0160251337	0.0372783566	-0.0110975735	0.0224425907	-0.0366822645	-0.0442991542	0.0814364097	-0.057917842	-0.0204886878	0.0273365504	-0.0343862651	-0.0380553237	-0.0304284599	0.0261623919	0.0208062213	-0.0837776815	-0.0245989393	-0.0217106533	0.0383789168	-0.0756964569	0.0255085957	-0.0604142817	0.1250066169	-0.0846992146	0.0470333047	-0.0290336805	0.0701690093	0.0261862018	-0.0342270519	-0.2143551924	0.0807059498	-0.1143256251	0.0886657383	0.0751577497	-0.0688927089	-0.0114885066	-0.1415022885	0.0080726472	-0.1545120417	0.0472338632	0.1554579513	0.1533170814	0.0325785142114796	4.246919332040466e-07	1.803632381285904e-13	0.0010613595882275	0.080557920768399	0.0511272938821321	0.0026140001797099	0.0064895785985276	0.1030912966409829	0.0005440069771225	2.959435911579685e-07	0.0106278154431191	-0.0002080087900478	9.59911798986e-05	9.214306618325388e-09	4.326765673714974e-08	-9.198020506162584e-05	0.0001220196421528	8.46035812317874e-09	1.4888793071115469e-08	-0.0001900095304797	-0.0001899769988649	3.610362167311605e-08	3.6091260097732725e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
849.5429508770969	1.1830152305503816	721723.2253849655	1.3995250357141726	927.446611213684	2.5002240180967874	860157.2166517464	6.2511201406680446	817.9977492962396	1.0851100290343538	669120.3178537136	1.1774637751109365	817.1434892265718	761.970003438879	1.05259	21.675255	0.0859262877666311	0.0424349196353544	0.0044679433	-0.018065516	-0.0182398712	0.0206644961	0.0081440061	0.0011796928	-0.0760281354	-0.0619151645	-0.0244336941	-0.0290513107	0.0643835934	0.0217949697	0.0140347539	0.0663926201	-0.0113118961	0.0901750757	0.0010619617	-0.0229233737	-0.1804552103	-0.0268644969	0.0637517431	0.0118919231	0.0426582156	0.0449942137	-0.0498856435	-0.0047798973	-0.1137956814	0.0676488817	-0.1727298214	-0.0551818231	-0.0124650034	-0.0312730313	0.0236709018	-0.0264738512	0.013644942	0.0294378709	0.0398077393	-0.0770867648	0.0605735121	-0.0782530585	0.0188940265	0.0282401235	0.1313297288	0.0024684544	0.0399255771	-0.1058346286	0.0513076832	-0.0179204483	0.1194662556	-0.0466872577	0.0598664985	-0.0735413882	0.1319802702	0.040580191	0.1547718027	0.1505910958	0.0325690803799432	-9.43383153639843e-06	8.899717745714555e-11	0.0010607449967952	0.0561202177727722	-0.0244377029956268	0.0005972013277024	0.0031494788428633	0.0720885427704587	-0.0310027538705242	0.0009611707475563	0.0051967579987682	-0.0003570634404393	-0.0001490546503915	2.2217288803332296e-08	1.2749430049834958e-07	-0.0002684150668859	-0.0001764348618242	7.204664813136217e-08	3.1129260466950726e-08	-0.0004740479596428	-0.0002840384291631	2.2472146804150175e-07	8.06778292414414e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
851.5016492976218	1.958698420524911	725055.0587565702	3.836499502566781	930.077294921875	2.630683708190986	865043.7745291925	6.920496772541478	818.8807405852192	0.8829912889796105	670565.6673013971	0.7796736164138741	816.1531123012163	762.7715798413312	0.990237	20.391266	0.1163947170046784	0.0707166174703496	-0.0388029052	-0.0036264125	-0.0024522449	-0.0176788035	0.0460562883	0.0108065941	0.1946846732	0.1585346862	-0.0557006449	-0.0168163299	-0.0443238057	-0.0447649951	-0.0474540482	0.0311056365	-0.0541978294	-0.0732034498	0.1172604067	0.096107579	-0.0330144404	-0.0147407548	-0.0293986017	0.0363591899	-0.1012496268	0.0251795154	0.0996319552	-0.0961050475	0.0992817859	0.1988818651	0.0620362122	-0.1416671706	-0.0204170848	-0.0235682519	0.0057851419	-0.0056521379	-0.0688276678	0.0444895008	0.0217499582	-0.1657956125	-0.0416773847	-0.1436664669	-0.1992695919	-0.051827985	0.0795845832	-0.1226454437	0.0026511188	-0.1472917242	0.032686303	0.0114803331	0.0378228912	0.1334006316	-0.0486077341	-0.0559591905	-0.0317334375	0.1317462326	0.1538585052	0.1469813818	0.0274624313657909	-0.0051066490141523	2.607786415374268e-05	0.0007541851365207	0.1161062860030028	0.0599860682302305	0.0035983283817218	0.013480669649411	0.0687517149395233	-0.0033368278309354	1.1134419973305077e-05	0.0047267983071254	-0.0008110000047833	-0.000453936564344	2.060584044484345e-07	6.577210077585126e-07	-0.0002370000556117	3.141501127420002e-05	5.6169026359948894e-08	9.869029333581142e-10	-9.609667379802949e-08	0.000473951862969	9.234570715044888e-15	2.2463036841178767e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
852.5741023114354	1.072453013813515	726882.5999321499	1.1501554668376917	932.8324716567992	2.7551767349241345	870176.420177333	7.590998840667215	819.9289945308357	1.048253945616466	672283.5560723471	1.0988363345004886	818.1693618846731	769.0723028960051	1.072704	22.089445	0.1687506882936093	0.1046183290701332	-0.018654176	-0.0025836171	-0.1208706225	-0.0068392626	-0.0173120295	-0.0426835425	-0.037454969	0.1057080573	-0.0642448417	0.0282264876	0.0389503591	-0.0689571033	0.0735574687	0.0801264882	-0.0083490586	-0.1544840689	0.0707755077	0.0420346406	-0.1430882175	0.0090856468	0.0162403628	0.0909130532	0.0556586969	0.0243648266	0.0537026952	-0.2068188107	0.1210644032	0.0653849372	-0.0494048196	-0.1678740412	-0.013131784	-0.0274692059	0.0799978702	-0.0739623917	0.0361394728	0.0257934124	0.0508554194	-0.1016359729	0.0902861745	0.0305537181	0.0797104676	0.0737497428	0.0235879192	-0.0946382394	0.2064753503	-0.0831420807	0.0862074512	0.1133369307	-0.0433537811	-0.0157761544	-0.0475465075	0.0844620509	-0.2610572307	-0.0505250779	0.152719399	0.1425091225	0.0126431643334399	-0.014819267032351	0.0002196106753761	0.0001598496043623	0.0216298347837806	-0.0944764512192222	0.008925799834978	0.0004678497527736	0.0688087866185043	5.707167898100218e-05	3.257176541710566e-09	0.0047346491159108	-0.0003109808073585	0.0005000191974248	2.500191977933412e-07	9.67090625453445e-08	0.0001150525526225	0.0003520526082342	1.3237089864953132e-08	1.239410389645031e-07	-0.0003359822582759	-0.0003358861616021	1.1288407787617358e-07	1.1281951355579337e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
854.840654457789	2.2665521463536606	730752.544513821	5.1372586321403855	937.3078679084778	4.475396251678603	878546.0392431364	20.02917160953889	820.6806264227148	0.7516318918791285	673516.6905855796	0.5649505008897979	820.9099842812777	788.612471153118	1.106096	22.777071	0.0711816368910646	0.0456560631069277	-0.0713186318	-0.0962272725	-0.0098262648	-0.0555068127	-0.0305532553	0.0041580154	-0.098120294	-0.0029319085	0.0527297831	0.0360800676	0.0138426302	-0.0696931548	0.0718743484	0.0795426784	-0.0775804492	0.1216275975	0.0057362087	-0.110244011	-0.0474765162	0.0275880701	0.0068331013	0.0739248312	0.073740204	0.1084132731	-0.012234077	0.0888976375	-0.0241756807	-0.0858718236	-0.1039864716	0.0283504169	-0.0198040817	-0.0356762196	0.0532311257	-0.0690146453	-0.0099811388	-0.0064074963	0.0260979535	0.0739329738	0.0127557744	-0.1071573515	-0.0168647785	0.0921109165	0.1625473966	0.1051180354	-0.0222584735	-0.0803707287	-0.0160052249	-0.0122760824	0.1650489272	-0.0287493442	-0.1213022375	-0.1726272327	0.0477376647	0.0383869485	0.1513561561	0.1372005631	0.0096217459268217	-0.0030214184066182	9.128969187851266e-06	9.257799468030998e-05	0.0573197982437818	0.0356899634600011	0.0012737734917762	0.0032855592707078	0.068693358209984	-0.0001154284085203	1.3323717493529653e-08	0.0047187774621651	-0.0008109789937011	-0.0004999981863426	2.499981863458893e-07	6.576869282244488e-07	0.0001710991942187	5.604664159620001e-05	2.9274934262288432e-08	3.1412260342128973e-09	-0.0002449305538962	9.10517043797e-05	5.999097623189932e-08	8.29041287044828e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
855.1093876724455	0.2687332146564358	731212.0648855446	0.072217540659582	936.0785597801208	-1.2293081283569336	876243.0700800252	1.5111984744444271	820.6973000705832	0.0166736478684015	673544.0583431448	0.0002780105332394	820.6983803699367	780.6998112855134	0.957092	19.70874	0.1611785208843861	0.076783417275612	-0.0608570386	-0.0771760929	-0.0613032985	-0.0876356087	-0.0810093177	-0.1064651605	0.0144959519	-0.0233291056	-0.026969359	0.0657376892	-0.0802963415	-0.010289758	0.0206715146	0.0243799726	-0.1076483794	-0.0184751926	-0.0311581835	-0.0420597758	0.0121567376	0.0518708993	-0.0918099203	0.0261481147	0.0073950214	0.0737021291	0.0546257249	-0.0299735814	-0.0188735264	-0.0483705567	-0.0237842691	0.0237967086	0.0044405999	-0.0683468295	0.0047293016	0.0060906351	-0.0523993377	0.0907131751	-0.0841222271	0.000514708	-0.0242167664	0.0152028081	-0.0283238807	-0.0785230899	0.2086873079	0.152674244	0.0224611225	-0.0378932929	-0.0335098885	0.1407309191	0.0387309211	0.0616820643	0.0392057584	0.0250746606	0.125869947	-0.1142077874	0.1497707771	0.1310868562	0.0325386936003724	0.0229169476735506	0.0005251864906722	0.0010587665812189	0.0121039098529678	-0.045215888390814	0.0020444765629705	0.0001465046337287	0.0765277504706034	0.0078343922606193	6.13777020932531e-05	0.0058564965920909	-0.0017269982678744	-0.0009160192741733	8.390913106569793e-07	2.9825230172411776e-06	-0.0003729997475814	-0.0005440989418001	1.391288116957881e-07	2.9604365846798854e-07	-8.229186815579504e-07	0.0002441076352146	6.771951564570756e-13	5.9588537570084745e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
853.2547058621539	-1.854681810291595	728043.5930759107	3.439844617426508	939.5743300437928	3.495770263671943	882799.921677242	12.220409736373009	822.3000608279648	1.6027607573815883	676177.3900376746	2.5688420454024032	821.4053962743678	781.2279553872568	0.986177	20.307663	0.2064431621372488	0.0880642053318679	-0.0774847634	-0.0272874955	-0.0219206345	-0.1181097798	-0.007522342	-0.0658687578	-0.0106300148	-0.1283909053	-0.0774918685	0.1463420352	-0.0273929301	-0.0055190276	0.0622159793	0.0432086091	0.0354255168	-0.0066123912	-0.0420056806	-0.0122325023	0.0065411599	0.13734798	-0.0572515665	-0.0151729839	0.0533070283	-0.0138189619	-0.0555740122	-0.0465926674	-0.0158365956	-0.050716757	-0.0081827054	-0.0166242591	-0.025792191	-0.0507075746	-0.0647138856	-0.0109328173	0.022628433	0.0816632922	-0.0276521267	0.1061720789	-0.0118544475	0.0365938576	0.1158627765	-0.1389908804	0.1568587445	0.0940982415	0.1136128958	0.0084540608	-0.0855944931	0.0164987051	0.10090464	0.0240537044	0.1088340891	0.2292334105	-0.1304198394	0.0535558766	0.1479655889	0.1242038795	0.0122453661088712	-0.0202933274915011	0.0004118191406773	0.0001499489911402	0.0579191289416201	0.0458152190886523	0.0020990343001412	0.003354625497356	0.0236773442756259	-0.0528504061949774	0.0027931654349741	0.0005606166319465	-0.0027340203812631	-0.0010070221133887	1.0140935368538435e-06	7.474867445162026e-06	0.0001251674097497	0.0004981671573311	1.566688046344929e-08	2.481705166433489e-07	0.000243671997841	0.0002444949165225	5.9376042531824315e-08	5.97777642053726e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
852.2243635475534	-1.0303423146004889	726286.3658240325	1.0616052852562927	931.576714515686	-7.997615528106735	867835.17502784	63.961854135413965	821.5897875493116	-0.710273278653176	675009.779005323	0.5044881303687322	821.1058237663377	777.2579259801794	0.995995	20.509844	0.1237431677724988	0.0672610701506188	-0.0392023468	-0.0140375905	0.0344892833	-0.0242625037	0.0476188434	0.0120996654	-0.0169803123	-0.1532226664	-0.0088198467	0.1133877239	-0.0172847113	0.0636826178	0.0507341345	-0.0161151057	0.0268406354	0.1216465933	0.0307424936	-0.0952797706	-0.1502088296	0.1223495748	-0.0386225927	-0.0617304028	0.0791076539	0.0186705461	-0.0265630152	0.1399241266	-0.028416363	-0.0346225811	-0.207216152	-0.0136480604	-0.0315444092	-0.0263874937	-0.0679002914	-0.0196333721	0.0790430219	0.0057970725	0.0549292029	0.1234799493	0.082375115	-0.0086351746	0.1157965716	-0.0382737199	0.0803138079	0.1752911869	-0.0464450576	0.1082230483	-0.1095889436	-0.1406137208	0.0935787781	-0.0080183452	-0.0521425967	-0.1091686628	0.0102543788	0.0895357031	0.1459432408	0.1165920251	0.0195249895457862	0.007279623436915	5.299291738328215e-05	0.000381225216763	0.0054885574283218	-0.0524305715132983	0.002748964829211	3.012426264398641e-05	0.023327139449492	-0.0003502048261339	1.226434202474756e-07	0.000544155434896	-0.0021130027288969	0.0006210176523661	3.8566292455042635e-07	4.464780532325746e-06	-0.0002829997084514	-0.0004081671182011	8.00888349835774e-08	1.6660039638059078e-07	-7.985915147330162e-07	-0.0002444705893557	6.377484074035732e-13	5.976586905993946e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
