global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
861.4913707258495	n/a	742167.381835103	n/a	943.4260583334412	n/a	890052.7275425737	n/a	824.7173203921487	n/a	680158.6585548061	n/a	827.2357851495326	737.038935204272	n/a	n/a	n/a	n/a	-0.0139727994	0.1031306642	-0.048724541	0.0675517917	-0.0285049779	-0.135999857	0.0840424968	-0.0723857293	0.1985892735	-0.1435132144	0.0797385931	-0.0892167011	0.101200355	-0.0082287367	-0.0493247518	0.0659224365	-0.022455074	0.0046207479	0.0573498518	-0.0845695446	0.0851191721	-0.0910052622	0.0528893285	-0.0581303846	0.1594568496	-0.2324705044	0.0324633734	-0.0773549275	0.0460571884	-0.101159218	0.0862518042	0.129637177	-0.1410065648	0.0478605319	0.1885273036	-0.0161397318	0.0199955615	-0.1114810839	0.0797892532	-0.0321945923	0.0432347809	-0.0395719832	-0.1039526653	0.0324197891	-0.2076297794	0.1509365083	-0.1248362217	0.0511152248	-0.0760607532	0.175996843	-0.0333333805	0.0237064882	-0.2501228513	0.1304821144	-0.1660207608	-0.1536898162	0.0042903838	-0.0996934963	0.0388567026	-0.0153707273	0.0469472245	-0.0416762034	0.0292242889	-0.0107796328	0.0422456165	-0.0192524424	0.0279782969	-0.099900009	0.1410627297	-0.0182950061	0.1645545375	-0.0156845477	0.2467269677	-0.1997333514	0.000221211	-0.180914357	0.142387297	-0.1657964983	0.1007289769	0.1561451084	0.1560591586	-0.0047174063554962	n/a	n/a	2.2253922722875936e-05	0.0523651272611829	n/a	n/a	0.0027421065530798	-0.0598805786647744	n/a	n/a	0.0035856837012282	0.0009069574053038	n/a	n/a	8.225717350354012e-07	-0.0002661442682452	n/a	7.083277151977298e-08	n/a	-0.0003178789044506	n/a	1.0104699789471368e-07	n/a	0.0
862.4460530900351	0.9546823641856008	743813.1944905797	0.9114184164870082	933.275894922926	-10.150163410515232	871003.8960441884	103.02581726016224	825.9163748233876	1.199054431238892	682137.8582014065	1.4377315290736228	828.6943510804729	743.991626753897	1.154572	17.030495	0.0878074432905265	0.0538066037441053	0.0428224438	0.0842534027	-0.0375372572	0.0025788882	0.0487438743	-0.0797555788	0.0863128127	0.0087222913	0.0908662896	0.1211754119	-0.008871625	0.0553880587	-0.0654442695	-0.1187397138	-0.0237569955	0.1076151294	0.1122600107	0.0570520437	0.0058899938	0.0566226197	0.0310276595	0.122184778	0.0033923753	0.1612069488	-0.0320497385	-0.0453562388	0.0172901055	-0.0472053413	-0.0979774386	-0.0868677861	-0.1172901358	-0.0777631845	-0.0816448761	0.1128731037	-0.0824406333	-0.1071893764	0.0552842055	-0.1451048212	0.0718998294	0.119380165	-0.1134343098	-0.0202731627	0.0588638838	-0.0041488126	-0.0339731321	0.0795690856	0.0926145492	-0.0250330589	0.0875791759	-0.0193188153	0.2436721092	0.1508082177	0.0699751671	0.0221072237	0.0319774125	-0.1657243105	0.0182214483	-0.082461193	-0.0614230304	0.0190674713	-0.0156757275	0.180506916	0.0703737012	0.0080269475	0.1719351113	-0.0392506332	-0.1945709194	0.2489552149	0.0410501943	0.0555060253	-0.0766726713	0.0147341093	0.1404674895	-0.2514281729	-0.1188773938	-0.3364106886	0.0402428536	-0.0833558266	-0.0204297755	0.155915944	0.1551433414	-0.0220523594291393	-0.0173349530736431	0.0003005005980654	0.0004863065563919	0.0524453919440475	8.02646828646017e-05	6.4424193153550864e-09	0.0027505191361647	-0.0869330848823182	-0.0270525062175438	0.0007318380926502	0.0075573612471563	0.0016019640635409	0.0006950066582371	4.830342549939011e-07	2.566288860876473e-06	-0.0001863283263399	7.981594190529999e-05	3.471824519662827e-08	6.3705845822302236e-09	-0.0004098506906377	-9.19717861871e-05	1.6797758861619965e-07	8.458809454445639e-09	0.0
860.448733365593	-1.99731972444215	740372.0227504532	3.9892860816456657	933.5495195199322	0.2736245970062327	871514.7053958963	0.0748704200868232	825.1973354907745	-0.7190393326130788	680950.6425010739	0.5170175618446619	826.7828540548654	739.6312798482068	1.222846	18.03758	0.0911116100055317	0.0456567218802921	0.0437490362	-0.0934609334	0.1423274405	-0.0542496435	-0.0373799944	-0.0986286964	-0.2009651952	0.0387177421	-0.0036701067	0.1900155377	-0.0697298524	0.0239727253	0.1190172301	-0.0882215892	0.1801707642	-0.0359540255	-0.0147305304	-0.0535836361	0.0128402995	-0.1265242724	0.2312501232	0.0779919279	-0.0470002546	-0.1852877286	-0.1157888975	0.0623626299	-0.2081382545	0.2211752558	0.016455606	0.0639603856	-0.0243289222	-0.016962448	0.0672316925	-0.1930364587	-0.1545889612	-0.1211281906	-0.1744798313	0.0909502874	-0.1442634538	0.1093649731	0.2469639566	0.001567403	0.1353028999	-0.0864839512	-0.2040657999	-0.1010787476	-0.0005195817	0.0360064161	-0.1298201029	-0.0918643467	0.1337924182	-0.0981748919	-0.0388948421	-0.2248314581	0.1280525831	-0.0164808325	-0.0579590529	0.0135220174	-0.0338437795	0.1164040027	0.0557910136	0.1089244994	-0.034316381	0.2225400625	0.1183109719	-0.3949741932	-0.2024701829	-0.0190177165	-0.0579386318	-0.0820035967	-0.2350826998	-0.1424758813	0.0443287454	0.0261409092	-0.0678979242	0.0077209586	-0.0215737314	0.0127436286	0.0573435731	0.1554579513	0.1533170814	-0.0097511668319896	0.0123011925971497	0.0001513193393121	9.50852545852941e-05	0.0486932685338956	-0.0037521234101519	1.4078430085009935e-05	0.002371034400514	-0.068572226517233	0.0183608583650851	0.0003371211199027	0.0047021502495307	0.0010874495238445	-0.0005145145396964	2.647252115589984e-07	1.1825464669096298e-06	-0.0005770984518107	-0.0003907701254708	3.330426230823069e-07	1.5270129096046477e-07	-0.000181186643142	0.0002286640474956	3.2828599653066456e-08	5.2287246617115736e-08	0.0
859.7934798101272	-0.6552535554657197	739244.8279240077	0.429357221950467	934.962399918512	1.412880398579773	874154.6892613836	1.9962310206909384	823.0722570541058	-2.1250784366687867	677447.94033214	4.515958361994654	825.3876109403723	739.0097508772365	1.299198	19.163809	0.0799237352401087	0.0386183951537325	0.0005779782	-0.0199184323	0.0362294828	0.139419808	0.0270610092	-0.0423439818	-0.099125455	0.0527251329	-0.2509466633	-0.1219051348	0.0270433757	-0.0679702601	-0.0817982196	0.1135279353	0.1173757207	-0.2029412468	-0.2823704798	0.1554065739	0.2788852644	-0.1670161224	0.317038362	-0.1689338459	-0.0137221849	-0.2105080677	0.0364619143	0.055621647	0.0792215175	-0.0764659036	-0.0499703023	-0.0423005409	0.204855653	-0.0603613699	-0.1222953946	-0.1474399494	-0.1026828913	0.0649259732	-0.1477381256	0.1722244688	-0.0941350696	-0.0853998464	0.0851386451	-0.3801266665	-0.0662474005	0.1450909271	-0.2735986542	-0.0328155932	-0.0495201012	0.0744295421	-0.4526376364	-0.0571138164	0.0585149406	0.1409104628	0.0540786709	0.0177971616	-0.1182926466	0.0713806412	-0.045763142	-0.0814850472	-0.0620252334	-0.013380163	0.1374262358	-0.2693456805	0.0486943008	0.0115085394	0.3063276942	-0.257700982	0.1156774431	-0.2424160199	0.1313301854	0.1260393877	-0.0452072082	-0.0725868302	0.1879065569	-0.0973064118	-0.1274498779	0.2090259366	-0.0408851448	0.2089197405	0.0460600077	0.1547718027	0.1505910958	-0.0205594962519626	-0.010808329419973	0.0001168199848506	0.0004226928861344	0.0366486889715815	-0.012044579562314	0.0001450718968329	0.0013431264033357	-0.0718326558777846	-0.0032604293605515	1.06303996151469e-05	0.0051599304504562	0.0005589015023084	-0.0005285480215361	2.793630110697257e-07	3.123708892825864e-07	-0.0003751471498203	0.0002019513019904	1.407353840182946e-07	4.078432837561776e-08	-0.0005268952575609	-0.0003457086144189	2.776186124401672e-07	1.1951444608343568e-07	0.0
860.2329744964096	0.4394946862823872	740000.7704109405	0.1931555792704539	925.272342606096	-9.690057312416002	856128.9079917728	93.89721071790684	823.5550583859707	0.4828013318649482	678242.9341931196	0.2330971260505678	825.9257584052475	738.9562161139722	1.39108	20.519112	0.1218822447278377	0.0636270115087654	0.026633274	-0.1004842801	-0.1031882882	-0.2280960714	-0.0026541273	0.0532929672	0.1685926824	-0.1113037629	-0.1318067268	-0.0007867432	-0.135244392	-0.0226082946	0.1065632721	0.0836043946	-0.034822583	-0.0754187934	0.2191082148	0.1488553603	0.0529688119	-0.0291972435	-0.19745937	0.041682575	-0.1635977502	-0.0720497004	0.0322708985	0.1037243509	-0.0184956718	-0.17085775	-0.0145556714	-0.1470004598	-0.003340977	-0.1201394477	0.2179731008	-0.134710105	0.0019202121	0.1180928908	0.0473694309	0.0685688649	0.2264945447	0.0338236628	-0.0836763054	-0.0345235509	-0.0656601011	-0.1960314062	0.1392674754	-0.1310160034	0.1121016731	0.0299836756	-0.1062879767	0.1180890383	-0.0956241505	-0.031617141	-0.0022074332	-0.041667608	0.0557950138	0.0927951934	0.0854101807	-0.0132438936	0.0089826477	-0.1827394788	0.1680700854	0.0680288796	-0.1234622476	-0.0758289814	0.018526493	0.0855781643	-0.0069861519	0.0309831482	-0.1978519211	0.0422808506	-0.0161203129	-0.1169031791	0.0774234101	-0.0240206156	-0.0343490562	0.0354463182	0.0642906447	-0.0949756365	0.0699534888	0.1538585052	0.1469813818	-0.0166284358095367	0.0039310604424259	1.5453236202005725e-05	0.0002765048774718	0.0655610810756428	0.0289123921040613	0.0008359264171789	0.004298255351807	-0.0365140133310291	0.0353186425467555	0.0012474065113454	0.0013332731695385	0.0016009089350691	0.0010420074327606	1.0857794899285445e-06	2.56290941838408e-06	-0.0003429211620105	3.222598780979998e-05	1.1759492335463161e-07	1.0385142903173766e-09	-0.0005267256854395	1.6957212140001048e-07	2.774399477017111e-07	2.875470435609989e-14	0.0
858.625698293198	-1.6072762032116543	737238.0897694818	2.583336793410471	934.726213872038	9.453871265941984	873713.0948995549	89.3756819130035	823.696285426363	0.141227040392323	678475.5706251885	0.0199450769379748	825.6369396115616	727.6398984225291	1.319102	19.457403	0.0990188655132173	0.0439756712423378	-0.0302577343	0.037604816	0.075244386	0.1053563968	-0.0360670379	0.0082986671	-0.1116245808	0.0400332483	0.0938982116	-0.1234126882	-0.0976190339	-0.0033921157	0.2361088985	0.0463414278	0.0391304889	0.1234014459	-0.1759985092	-0.0158183554	0.0044216677	-0.0793624429	-0.0897077964	0.052705222	-0.1784994139	0.0209836871	0.1742228419	-0.071693439	-0.0344677339	-0.0139931066	0.0586221728	0.1347406985	0.1367591609	0.0927023036	-0.0230003537	0.0647073383	0.1319500178	0.0148777607	-0.0323697078	-0.0618319898	-0.0817607512	-0.184627677	0.1387867466	0.0529541664	-0.1123972164	-0.1106216418	-0.002519622	0.008605818	0.1031461251	0.1505081883	0.0286348371	0.0022025763	-0.0747273497	-0.0991208629	0.0139760601	0.0514985183	-0.0695293681	-0.1004476655	0.1159305575	0.0434595497	0.0612523667	0.0516717795	0.1204309516	-0.1330739463	0.0399656149	0.0455311328	-0.1434349552	0.000432994	-0.0666840496	0.0384519689	-0.0580321629	0.0140062879	0.0782172388	-0.0873876283	0.0580298548	0.0007029123	-0.0934215216	0.1971143581	-0.0697694662	-0.0768393834	0.1310039362	0.152719399	0.1425091225	0.0001456207656644	0.016774056575201	0.000281368973988	2.1205407392686097e-08	0.0393844685754345	-0.0261766125002083	0.000685215041986	0.0015511363649693	-0.0180673784004312	0.0184466349305978	0.0003402783402627	0.0003264301622643	0.002029326409845	0.0004284174747759	1.835415326933591e-07	4.118165677694397e-06	-0.0006660338456552	-0.0003231126836446	4.4360108355825473e-07	1.0440180633207996e-07	-0.0005258246137159	9.010717236000244e-07	2.764915243894754e-07	8.119302510715188e-13	0.0
857.3235353526852	-1.3021629405127442	735003.6442696269	1.6956283236447964	923.3261929947809	-11.400020877257134	852531.2586702353	129.9604760018985	823.6265982553468	-0.0696871710161985	678360.7733536744	0.0048563018042409	824.2931269839321	717.4439280707882	1.14962	16.957457	0.1278206471200945	0.0749484637379673	-0.085468753	0.1540727722	-0.1559297941	0.0711264357	0.0349056814	0.1427793886	0.1421074559	-0.1147134523	0.1758775698	0.0707229511	-0.0262566906	0.1114532418	-0.0215799239	0.0910306634	-0.0034359855	0.1373769762	0.07998316	0.0488090975	0.0808927174	0.1014685434	-0.0642561547	-0.0426686869	0.0451578243	0.1575779991	0.2210808008	-0.0397484628	0.0578427243	0.1680903992	-0.1041222564	0.1210353931	0.0549231898	0.1373647443	0.1908391782	-0.0836961461	0.0599603703	0.1033812582	0.0090937399	-0.1505929504	0.0558111333	0.0102262136	-0.0708072937	0.0183476956	0.0405070336	-0.0374983248	0.0384968476	0.2131483589	-0.0805796655	0.0260033821	0.1492006273	-0.1028565123	-0.1472540019	-0.0506947442	0.0112550416	-0.0708821703	-0.0372311642	-0.0791906986	0.0915135219	0.0143922971	0.1460412911	-0.1022401032	-0.0092906535	0.0997206182	0.0667097003	-0.0520423896	0.0580002269	0.1074789106	-0.1727362845	0.1136621507	0.0826452653	-0.0901236552	-0.0196520499	-0.113053308	-0.2196113603	0.010872549	0.0102240276	0.1220989186	0.2609141425	0.001969891	0.1348868389	0.1513561561	0.1372005631	-0.015819110867369	-0.0159647316330334	0.0002548726561147	0.0002502442686341	0.1074035845306298	0.0680191159551953	0.0046266001353263	0.0115355299700281	-0.031836803932407	-0.0137694255319758	0.0001895970794806	0.0010135820846305	0.0015988712454796	-0.0004304551643654	1.8529164852884365e-07	2.556389259621487e-06	-0.0004959211368493	0.0001701127088058	2.4593777397390214e-07	2.893833369728092e-08	-0.0005266042205424	-7.796068264999791e-07	2.773120050930686e-07	6.077868039253685e-13	0.0
861.8411776879535	4.517642335268306	742770.2155585587	20.40909226940847	935.8018818027924	12.475688808011569	875725.1619856475	155.64281123434512	825.21258510292	1.585986847573167	680975.810612244	2.5153542806750733	827.8151907006975	742.1371240363931	1.328117	19.590366	0.1040351182998566	0.0753275964975013	0.0610597933	0.0309654422	0.0088138169	-0.0079153914	0.0894835065	-0.082315644	0.0299315969	0.2020557359	-0.0969667291	0.0019673159	0.0117624536	-0.0467632561	0.0671257827	-0.0492508581	-0.1083977635	-0.0389995467	-0.1009984475	-0.1367073229	-0.0152957223	0.0493462852	0.0255365611	0.1193540947	0.0801693746	0.0620694278	-0.0337522293	-0.0020062715	-0.0456280711	-0.0542286393	-0.0324891039	-0.0520937759	-0.0078175047	0.1498915574	0.1219838865	-0.0400378962	-0.1241653496	-0.055675726	0.1272488803	0.0593156355	-0.1718589754	0.0263278412	-0.0747904531	0.1019905751	0.0354648621	0.0171785564	-0.0692809749	0.0302305775	-0.0060630373	0.0491542589	0.0419371479	-0.0625397646	0.1035841848	-0.002870606	-0.062181932	-0.0363620839	-0.0840218353	0.1386771218	0.0807623827	-0.0207123098	0.008111496	0.0728477454	-0.0042306295	-0.026709002	0.0191387472	0.095082522	0.0364068777	-0.0931462257	0.0084697919	-0.029767482	0.0149268837	-0.1278536507	0.085496394	0.0830506689	-0.1611011834	-0.0389478158	-0.0280135957	-0.0072514217	0.0244084479	0.0101130482	-0.076774926	0.1497707771	0.1310868562	-0.0139260314423381	0.0018930794250309	3.583749709475323e-06	0.0001939343517329	0.0391598779721249	-0.0682437065585049	0.0046572034848433	0.0015334960427917	-0.0643594023346878	-0.0325225984022808	0.001057719406836	0.0041421326688782	0.0015713705000401	-2.750074543950002e-05	7.562909997281811e-10	2.4692052483962738e-06	-0.0004959138738303	7.263019000027654e-09	2.4593057025737465e-07	5.27514449947627e-17	-0.0005266108903647	-6.669822300042241e-09	2.7731902985070205e-07	4.448652951414076e-17	0.0
860.802539650942	-1.0386380370115376	740981.0122695116	1.07876897192718	930.9804118074328	-4.821469995359621	866724.5271691371	23.246572916153102	825.5477790994847	0.3351939965647261	681529.1355760916	0.1123550153330336	827.0761106661193	747.3428960548257	1.182321	17.439812	0.0308600171810327	0.0178058687961399	0.0593369393	-0.1924452983	0.0904630565	-0.0770879246	-0.0247449908	-0.037827934	-0.1076406163	-0.2000009696	-0.1192688881	0.1557573895	-0.068685861	0.0198084506	0.0382409273	-0.0786562739	0.0185517938	-0.2123830185	0.1099716659	0.0366074238	-0.020808645	-0.1332412482	-0.2280399471	0.0504594141	0.0196992589	0.0813835855	-0.117350206	-0.0056645396	-0.0482317539	-0.027139009	0.0009880273	-0.0278673375	-0.0779918496	0.1265933703	0.047075624	-0.0615909073	-0.1645814164	-0.072251042	-0.0146773724	0.207338099	0.1587019792	0.02040699	-0.0308320998	-0.0565690517	-0.0515761002	-0.03763953	0.0596360498	-0.1366532425	-0.0305227284	0.1342711559	0.297040686	0.055041775	0.0388216441	-0.0071651335	0.0601712023	0.1047701859	0.0482732146	0.1975785746	0.0727754643	0.0276328111	-0.0786303589	-0.1068602923	0.0295599048	0.0443447134	-0.040422292	0.0641109146	0.1046126172	0.0804053233	0.0112266193	0.0244274901	-0.1628180706	0.1463190872	-0.0431573292	-0.0228776135	-0.0374943946	-0.0085594151	-0.1254993024	0.0113805287	0.0122630648	-0.0962038066	-0.1249727826	0.1479655889	0.1242038795	-0.0092054750416679	0.0047205564006702	2.2283652731908403e-05	8.474077074277061e-05	0.0472103936938737	0.0080505157217488	6.481080338612462e-05	0.0022288212727305	-0.048720238868654	0.0156391634660338	0.0002445834339173	0.0023736616754187	0.0016108736676769	3.950316763680004e-05	1.5605002533411254e-09	2.594913973214828e-06	-0.0004864239351711	9.489938659199958e-06	2.366082447073385e-07	9.005893575537791e-11	-0.0005266083648091	2.525555599939069e-09	2.773163698869143e-07	6.378431088383593e-18	0.0
857.2284760841194	-3.574063566822588	734840.6602095016	12.7739303796886	933.6542649426996	2.673853135266768	871710.2864456926	7.149490588975924	824.4540274545656	-1.0937516449191662	679724.4433860536	1.196292660763382	827.1017207049781	728.1359294963332	1.33113	19.634815	0.0982948454262244	0.0474080821787407	-0.0932743014	0.0185259163	0.1179540492	0.0008218272	-0.0389024565	0.0718499226	-0.0784286448	-0.0427631557	0.0869654452	-0.2297266566	-0.1891454734	0.0353251382	0.0949673932	-0.0252122624	0.1111888866	0.1093825448	-0.0737089219	0.0209657274	-0.0150260548	-0.1553056289	-0.0338594881	0.0888514652	-0.0179451151	-0.0140389972	-0.0120715027	0.1095073338	-0.1038798542	-0.0333607341	-0.044398647	0.0210797313	-0.074392738	-0.0209317742	0.0927683006	0.0606410952	-0.0078536352	-0.0351990761	-0.1284097623	-0.0556926042	0.0148234256	-0.1205134858	0.0240176457	0.0560139537	-0.1246044413	-0.2141904032	0.0475425092	-0.0316132115	-0.0473112771	0.0192487363	-0.0461203321	0.022413691	-0.0343178102	-0.0295881564	0.0277387497	0.0006801764	0.1609674582	-0.0914835625	0.0834416632	0.1240247647	-0.0168838701	0.103203144	0.1377503141	-0.0430697323	0.0266559422	-0.0412409627	-0.0789273894	0.1014225521	-0.0199703148	0.0251385777	-0.0377533837	0.009454246	-0.0272017832	0.0046059049	0.0968059854	-0.0200951737	0.0404930449	-0.0173521215	-0.1593439433	-0.0382977007	-0.0127639348	0.1459432408	0.1165920251	0.0001629681225523	0.0093684431642201	8.776772732122416e-05	2.6558608968221472e-08	0.0126663233665738	-0.0345440703272999	0.0011932927947774	0.0001604357476266	-0.0324172737431496	0.0163029651255044	0.0002657866718834	0.0010508796369382	0.0021159445352981	0.0005050708676212	2.550965813196317e-07	4.477221276457892e-06	-0.000230056804624	0.0002563671305471	5.29261333538053e-08	6.572410562495382e-08	-0.0005267577028248	-1.4933801569991768e-07	2.7747367748526026e-07	2.230184293318885e-14	0.0
