global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
855.1440330685275	n/a	731271.3172927068	n/a	940.8367760935138	n/a	885173.8392500366	n/a	819.4959713377539	n/a	671573.6470388087	n/a	823.8560583932059	699.9243344256753	n/a	n/a	n/a	n/a	-0.1041448322	0.1598283364	0.002559323	-0.1299720075	-0.0409126379	0.0786527831	0.0565762053	-0.0846599602	0.1264725292	-0.0933166951	0.1089654776	-0.2061544097	0.2272980499	-0.0889177451	0.1319564844	-0.107368202	0.1462563964	-0.1901054148	-0.2455369741	0.13341745	-0.0325251379	0.1615915657	-0.034637819	0.1841766225	-0.1613012666	0.1023063268	-0.0516736105	0.1130162983	-0.0861207789	0.2339288705	-0.1479804296	0.1555659886	-0.1031727379	0.1597845932	-0.1469855828	-0.2437693868	0.0382216159	-0.215957294	0.0290692394	-0.0612893846	0.1692074108	-0.237927059	0.043689166	-0.1727194274	-0.1814946685	0.061656489	0.1646599305	0.0508531227	-0.0780747338	0.0487797455	-0.0590586108	0.002798665	-0.2114218086	0.2583815003	-0.013069262	0.0128452133	-0.2710890786	0.0523619404	-0.2456397932	0.17266671	-0.0695176895	0.1394761564	-0.0172096109	0.1036001761	-0.1392099744	0.1309509184	-0.1171951019	0.0235592899	0.1561451084	0.1560591586	-0.0491250038623718	n/a	n/a	0.002413266004478	-0.061205239798511	n/a	n/a	0.0037460813787932	-0.2109260305017386	n/a	n/a	0.0444897903432203	0.0049049792017886	n/a	n/a	2.405882096997873e-05	-0.0016326474384849	n/a	2.665537658391305e-06	n/a	-0.0006680015781	n/a	4.462261083440905e-07	n/a	0.0	0.0	0.0	0.0
855.4669483026126	0.3229152340851442	731823.699638185	0.1042742484042634	920.8672505040324	-19.96952558948135	847996.4930508564	398.7819522689505	822.1598471419818	2.663875804227928	675946.8142525268	7.096234300350989	823.5030794645611	684.1428356027245	1.288041	23.488304	0.2247142600401858	0.128762218073893	-0.1644764225	0.1596844916	0.2042464014	-0.0524188329	0.1324517993	0.1846518671	-0.0257324538	0.0851131826	0.0489622163	-0.355326855	0.1312820172	-0.1728689175	0.1080541301	0.0053793289	0.1466248814	-0.1819410659	-0.0223875077	-0.2394868001	0.0959178775	-0.0601898278	-0.1645847125	-0.0616428235	0.0693083698	0.2038721374	-0.1279963758	-0.0622462982	0.0913971676	-0.1142195513	-0.1247583296	0.1550362393	-0.0433378016	0.161244435	-0.254898197	-0.0579783488	-0.2077841114	-0.0342230242	0.0498571227	0.0056140109	0.3208442929	0.1323205495	0.1057003832	-0.02255486	0.1609660997	-0.0645827765	-0.1909450465	-0.0015261155	0.2169917472	0.1264061806	0.0404925058	0.1973856623	0.1698431102	0.0356105582	-0.1494735639	0.2076260664	0.1524811413	0.026663769	-0.2468746478	0.1329373429	-0.1264975471	0.0519244285	0.0183396134	0.1150408307	0.1712529888	-0.1558311987	-0.1384814264	-0.1534684427	0.1205823913	0.1134368751	0.155915944	0.1551433414	-0.0332682950976277	0.0158567087647441	0.0002514352128499	0.0011067794587028	-0.0166783578054463	0.0445268819930647	0.0019826432200243	0.0002781676190864	-0.1092910879294066	0.101634942572332	0.0103296615516812	0.0119445419007932	0.0042899060323199	-0.0006150731694687	3.783150038002724e-07	1.8403293766134665e-05	-0.0017292776052768	-9.663016679190006e-05	2.990401036111864e-06	9.337389134230426e-09	-0.0001257903801597	0.0005422111979403	1.5823219740721848e-08	2.939929831718552e-07	0.0	0.0	0.0	0.0
859.1776703865577	3.710722083945029	738186.2692908724	13.76945838427734	942.5644608528384	21.697210348805925	888427.7628628018	470.7689369203309	824.57723161286	2.4173844708782326	679927.6108943282	5.843747680043233	827.1525374104206	705.3566369042361	1.367081	24.929659	0.1909326571263388	0.0937412024845976	-0.0924132854	0.1177494365	-0.0628129118	-0.0875005246	0.0003997136	-0.0301654323	0.098711714	-0.2163672299	0.0157746687	0.2344523657	-0.1846057996	0.0009457776	0.0101398064	0.1207994732	-0.0064735067	-0.145438228	0.2321704598	-0.0013451441	0.24379211	-0.0209483323	0.2372035974	0.0497530011	0.0353335982	0.0299675656	-0.0574511992	-0.0017717287	0.0952544353	-0.0276757633	0.0186827396	0.0804833983	0.1242919216	0.0019735662	0.0146823868	0.2891117834	-0.1237957591	0.3657492972	0.1210084629	0.040648294	0.0180961702	-0.1306308516	0.1047949557	0.0960390601	-0.0154624657	0.1614693362	-0.1464223636	0.0449889725	0.129915805	0.0774809096	-0.0502473071	0.1608567879	-0.1151760144	-0.1788972612	0.1706772929	0.038448588	0.169440327	0.007584705	0.1774759931	0.0819790613	-0.032225361	-0.2496771134	0.0107850728	-0.0071074454	-0.0271953898	-0.1287790232	0.0748379917	0.1330904596	0.0259206188	0.0072513642	0.1554579513	0.1533170814	-0.0232938418440085	0.0099744532536192	9.948971770863464e-05	0.0005426030678536	-0.0643574989624653	-0.047679141157019	0.0022733005014709	0.0041418876727037	-0.1857579836255922	-0.0764668956961856	0.0058471861374113	0.0345060284806457	0.0039592764144215	-0.0003306296178983	1.0931594423164185e-07	1.567586972579437e-05	-0.0014212699733848	0.000308007631892	2.0200083372452302e-06	9.486870130371777e-08	0.0003718157104402	0.0004976060905999	1.3824692253015068e-07	2.476118214021159e-07	0.0	0.0	0.0	0.0
859.6586979637392	0.4810275771815213	739013.0769847113	0.2313875300091244	941.9103838520664	-0.654077000771963	887195.1712083471	0.4278167229388464	824.747569792077	0.1703381792169693	680208.5538779369	0.0290150952989523	827.3617169373017	711.87129422238	1.08566	19.797749	0.2793490104019226	0.1495366422127508	-0.0632530443	0.1427954529	-0.1364947532	-0.0714250449	-0.0048389819	0.0117200966	0.2179459362	-0.133940923	0.0865339119	0.0786809937	-0.0425715332	0.0225572228	0.0161042145	0.2204416225	0.0993308445	-0.133179567	0.1872602634	-0.0835139949	-0.099153198	-0.0052770384	0.140550034	-0.0305570334	-0.0126844488	0.0043885242	0.2196525645	0.0664342961	-0.0649592071	-0.2519272757	0.0398248098	0.1062053063	0.218741782	0.052469367	-0.0370373382	0.1805200376	-0.0830074093	0.020136449	-0.0443419857	-0.1813971654	-0.0936820033	-0.0049916237	0.0447335705	-0.0097865047	0.0099083722	0.085121496	-0.1330682846	0.0746003896	0.0716904034	0.0784867536	0.0268693773	0.1220812064	-0.317809287	7.42942e-05	0.0441961758	-0.0009631866	0.0575053086	0.1156124713	0.2288836871	-0.0114660317	0.0356926885	-0.1133965568	-0.1420093837	0.1160498787	-0.1495118901	-0.0934765974	-0.1079716573	0.0838273246	-0.2309143769	-0.0933782117	0.1547718027	0.1505910958	-0.037552419836075	-0.0142585779920664	0.0002033070463558	0.0014101842355448	-0.187144812007304	-0.1227873130448387	0.0150767242447712	0.0350231806612491	-0.2672552988059067	-0.0814973151803145	0.0066418123815995	0.0714253947398344	0.0031939713261143	-0.0007653050883072	5.856918781888913e-07	1.020145283204034e-05	-0.0014510828991105	-2.9812925725700027e-05	2.105641580090933e-06	8.888105403261063e-10	-4.918235922095923e-05	-0.0004209980696611	2.418904458539473e-09	1.772393746584223e-07	0.0	0.0	0.0	0.0
857.4937782210461	-2.164919742693087	735295.5796878046	4.686877492302301	935.4341647240424	-6.476219128024013	875037.0765329668	41.94141419418411	825.0898550338104	0.342285241733407	680773.2688797143	0.1171591867084968	827.4702149871597	721.457424737457	1.211786	22.097746	0.2196709390987678	0.1285214963269141	-0.0852426682	0.0823061703	-0.2938763205	-0.1085217765	0.0482948783	-0.0905769569	0.2663998759	-0.0783668536	-0.0920747036	0.1147833742	0.1865969037	0.1521036072	0.0770228784	0.2396680406	-0.0827233694	-0.0058927006	0.0682939864	-0.0955265424	-0.0770810711	-0.014013554	0.0165404997	0.0603071887	-0.1484377001	-0.0474361993	0.3074568579	0.0533123228	-0.0306264084	0.2641881339	0.1706841023	0.117194842	0.2181658612	-0.1175399421	-0.0434481966	-0.0231832932	-0.1229584077	-0.0953583642	-0.0297522078	-0.0208946758	-0.0597527096	-0.0848105453	-0.1946429679	-0.1982782207	-0.2354320524	0.1932920295	-0.1204775233	0.1289836811	0.0486889642	-0.0020880727	-0.0415966955	0.0080081224	-0.1049065421	-0.0668749333	-0.23068993	0.1018290802	0.0339138915	0.3131434571	0.2552498557	-0.0429921618	0.0256704099	0.0480638759	0.1039348812	-0.0326426365	-0.0564731493	0.2336000441	0.0808537706	0.0336114437	0.2010209719	-0.116834983	0.1538585052	0.1469813818	-0.0425151523674003	-0.0049627325313253	2.4628714177474428e-05	0.0018075381808232	-0.0678502303354662	0.1192945816718378	0.0142311972162587	0.0046036537565758	-0.2966229567524294	-0.0293676579465226	0.0008624593332639	0.0879851784725535	0.003705059869959	0.0005110885438447	2.6121149964929584e-07	1.37274686399806e-05	-0.0018069408153689	-0.0003558579162583	3.265035110246025e-06	1.2663485656377036e-07	-0.0005031552380995	-0.0004539728788785	2.5316519362696454e-07	2.0609137475727027e-07	0.0	0.0	0.0	0.0
854.25760043476	-3.2361777862861345	729756.047900554	10.472846664451826	931.7522227625692	-3.681941961473171	868162.2046229884	13.556696607656905	824.130507781726	-0.9593472520843987	679191.0938565655	0.9203471500818872	826.7186820524976	698.2556219997263	1.344209	24.512564	0.2828233691473754	0.1532766903714941	-0.1670555916	0.0416063622	-0.0162401587	-0.1314162671	0.1784571649	0.0344775163	0.0241680482	-0.0421211874	-0.0871101905	0.0416077602	-0.0677760435	0.0922469788	0.1190573723	0.214514288	0.1459533715	-0.1460810129	-0.0350975153	0.0194818233	-0.0798115758	-0.2080423628	-0.1766711515	0.0175441366	0.1421496273	-0.0253376773	0.0612881514	-0.0727658163	-0.0450605736	0.0883894665	0.1146374817	0.1664986909	0.1679843882	0.1493483224	-0.0994570752	0.0045888641	0.090325027	-0.0536190863	0.0504991394	0.1035456677	0.1263693022	0.25429049	0.144308161	0.0384415707	-0.1274137633	0.057656908	-0.1242382977	0.0328985777	0.1294381036	-0.12632829	-0.0059255884	-0.0060467638	-0.0302467095	-0.022702975	0.0598105978	-0.0382956869	-0.0240622004	0.0452977103	-0.1256227307	-0.1576694988	0.1270210464	0.0217038855	-0.0264264098	0.0395448055	0.1018782856	-0.011531119	0.1782876746	0.0209037492	0.0872561279	0.1070091321	0.152719399	0.1425091225	-0.0229750335361842	0.019540118831216	0.000381816243938	0.0005278521659887	-0.095754385596237	-0.0279041552607708	0.0007786418808172	0.0091689023609128	-0.1683436447170123	0.1282793120354171	0.0164555818962799	0.0283395827166076	0.0031420369069741	-0.0005630229629849	3.1699485684829605e-07	9.872395924787369e-06	-0.0008043875931642	0.0010025532222047	6.470394000364945e-07	1.0051129633530264e-06	7.32642371103296e-05	0.0005764194752098	5.367648439358597e-09	3.3225941140117536e-07	0.0	0.0	0.0	0.0
852.4669547824627	-1.7906456522972576	726699.9089960853	3.206411852091071	922.8228361560452	-8.929386606523963	851601.9869310871	79.73394516876952	823.4304384717755	-0.7000693099505497	678037.6870018204	0.4900970387346388	826.1064085422602	687.2312525053669	1.128193	20.573372	0.1428624936695874	0.0718610895966172	-0.2105243122	0.0168125358	0.0164361478	-0.1385081311	0.2222214641	0.0619445766	0.0093089955	0.0024729644	-0.0701068762	-0.0596249019	0.0172113849	0.0745262702	0.1580241331	0.0984460859	0.0217799311	0.0084906241	-0.1848441052	0.1350481131	0.2375826696	0.270108106	-0.1006198969	-0.5184133543	-0.1072482464	-0.2336369016	-0.1446271891	0.13891702	0.0254008321	0.0645403071	0.1030338596	0.1590302777	0.0066809555	-0.009244408	-0.0985189999	-0.1678021605	0.1346693459	0.07694296	-0.1061543424	0.0345493882	0.2096552458	-0.2269550992	-0.2661884224	0.49425642	0.040742274	-0.1399241451	-0.1459815173	0.0684345586	0.2087384996	-0.1524558169	0.0631715928	-0.3840754846	0.260054581	0.2622711202	0.2059787373	-0.1431810057	-0.1587524533	-0.097859646	-0.0178608132	-0.2176749046	0.2840062276	-0.1348309723	-0.0279051704	0.2771007055	0.0370978545	-0.2090325279	-0.0911361918	0.1659217926	0.023134778	0.0646270407	0.1513561561	0.1372005631	-0.0124511178483572	0.010523915687827	0.0001107528014044	0.0001550303356736	-0.0730772797382428	0.0226771058579942	0.0005142511300946	0.0053402888139413	-0.1693048125360405	-0.0009611678190281	9.2384357633541e-07	0.0286641195478638	0.0037809965203977	0.0006389596134236	4.082693875864367e-07	1.4295934687259516e-05	2.696903229248981e-05	0.0008313566254566	7.273287027933581e-10	6.911538386907348e-07	0.0007769540843248	0.0007036898472144	6.036576491489885e-07	4.951794010727247e-07	0.0	0.0	0.0	0.0
850.771844050104	-1.6951107323586712	723812.7306284145	2.8734003949575504	925.5794066398374	2.7565704837921885	856697.2379957535	7.5986808321143	820.6125153186274	-2.817923153148058	673404.9002975645	7.940690897047895	822.4995358402567	685.4479762772869	1.177904	21.479883	0.2391012207178463	0.1091744640248735	-0.2310640651	0.0040361536	-0.0142416504	-0.1687407397	0.2307693078	-0.0909947964	0.054640447	-0.1666877529	0.0255118997	0.1778871643	0.1042943835	-0.039313096	0.2673628837	-0.00238992	0.1095465348	0.0312621162	0.0834415653	0.1512478212	-0.031400956	0.1168277302	-0.1724391393	-0.012615618	0.1346854911	-0.1256904692	-0.0812503029	0.0084164458	0.161436012	0.1288468583	0.0439857875	0.2422175162	-0.0844776374	0.1174075769	0.1569312294	0.0666988622	0.1315237889	-0.061676286	0.146925881	-0.0065994174	-0.0621430048	0.1849341653	-0.1413757849	0.1814067615	-0.086723606	-0.0900736194	-0.153138329	0.0726011665	0.2280664473	-0.1353800694	0.0446671948	-0.2492391089	0.0766809156	0.1464305465	-0.0359384376	-0.0345740498	-0.3137540273	-0.1119024521	-0.0229996763	0.040424959	-0.1741142315	0.1146126565	0.2065249789	-0.3431742502	-0.2781734339	0.0913553811	-0.0179299966	-0.2198293886	-0.0266235223	-0.313328243	0.1497707771	0.1310868562	-0.0517856527963687	-0.0393345349480115	0.0015472056395763	0.002681753835546	-0.0942868372408014	-0.0212095575025586	0.0004498453294543	0.0088900076768733	-0.1415991607762237	0.0277056517598167	0.0007676031394362	0.0200503223325308	0.0046688731576573	0.0008878766372595	7.88324922991415e-07	2.179837656229285e-05	-0.0010441659499269	-0.0010711349822193	1.0902825309867456e-06	1.1473301501341326e-06	-0.0002810638263454	-0.0010580179106702	7.899687447991716e-08	1.1194018992989351e-06	0.0	0.0	0.0	0.0
852.2537380410795	1.4818939909754365	726336.434004993	2.196009800489106	915.294364535424	-10.285042104413378	837763.7737503058	105.78209108955598	820.350040510589	-0.2624748080384051	672974.188965725	0.0688930248547976	822.000524119327	675.077749277416	1.289739	23.519264	0.2377322202285265	0.1140777019704552	-0.1899446487	-0.0618001102	0.0813304475	-0.0636698191	0.3318169934	-0.0220900009	-0.0852755352	-0.1097126853	0.0096563575	-0.1853887407	-0.0723363053	-0.0788126411	0.2097542043	-0.1148090367	0.0216894078	-0.0048852654	-0.1077953904	0.0992838347	0.0201073971	-0.0749522179	0.1958032134	0.0769028061	-0.0354787663	-0.0198957777	0.0396515753	0.0588187014	-0.3332102901	-0.0790149879	0.0113459914	0.1651890262	-0.175808424	0.0375273925	0.0040417548	-0.025309101	0.0839929054	0.1715356352	-0.2398064382	-0.0201255396	-0.1209927137	0.0899494145	0.0043931593	-0.1587533187	-0.0674234703	-0.0307558468	-0.0729230686	0.0948227924	0.0537108692	-0.0026018949	0.093040541	0.0860362351	0.0537083835	-0.22939931	0.1584799007	-0.2620071049	0.166625076	0.0281218999	-0.0919417477	0.2360453572	0.1137341884	-0.1641401286	0.0749960746	-0.0329302522	-0.1024625788	-0.101713077	0.1106894423	-0.2190391807	0.1020203414	-0.084629863	0.1479655889	0.1242038795	-0.0420156726884926	0.0097699801078761	9.545251130829472e-05	0.0017653167514665	-0.0564609864959777	0.0378258507448237	0.0014307949845696	0.0031878429960989	-0.2187452802580054	-0.0771461194817817	0.0059515237510973	0.0478494976351533	0.0030291242649489	-0.0016397488927084	2.6887764311384244e-06	9.175593812502212e-06	-0.0009561219731781	8.80439767488e-05	9.141692275939836e-07	7.751741841743235e-09	0.0002509487020783	0.0005320125284237	6.297525107478336e-08	2.830373303997782e-07	0.0	0.0	0.0	0.0
855.7944954515316	3.540757410452102	732384.2184451416	12.536963039671472	924.099484056042	8.80511952061795	853959.856432643	77.53012977236727	821.8737424107827	1.5237019001937142	675476.4484643056	2.3216674806539355	823.3773068162732	689.8163143853496	1.237067	22.558752	0.1616893637888839	0.0920440266959998	-0.1132194266	-0.0365818265	0.0531231283	0.0427217971	0.1950518231	0.0367646085	-0.0766593038	-0.0342725772	-0.0686739036	0.1227186025	-0.0248637627	-0.0608000561	0.1186543614	-0.1023248462	-0.0508682226	-0.0585162713	0.0588723621	0.0672367272	-0.0081053835	0.010074549	0.2421096285	-0.1059639572	0.0527384271	-0.0076960857	0.032521966	-0.2111855225	-0.0034219127	-0.1636204557	-0.0080590003	0.0818878325	-0.1711937506	-0.0602478572	-0.0149448152	0.1430894515	0.0132160925	0.0836988278	-0.1648319502	-0.0179702804	-0.15580528	-0.1441645407	-0.0320264663	0.1070199345	0.0042293858	0.1315029372	-0.0321893646	0.0370686113	0.0057286713	-0.0742014947	-0.0441539288	0.0916365846	0.0618384635	-0.1002466721	0.2236572318	-0.0348259341	-0.11418627	-0.1053598939	0.1075390665	-0.0187809447	0.0051366342	-0.0010258403	-0.1637843516	-0.1923661637	0.2112460981	0.4661030175	0.1166471925	-0.0314088194	-0.2231336296	0.2425335815	0.1459432408	0.1165920251	-0.0105009272724458	0.0315147454160468	0.0009931791786382	0.0001102694735811	-0.0438311841042491	0.0126298023917286	0.0001595119084541	0.0019211726999805	-0.1729740946434219	0.0457711856145835	0.0020950014325646	0.0299200374177114	0.0018375482255402	-0.0011915760394086	1.4198534576929231e-06	3.376583481185938e-06	-0.0008468951376736	0.0001092268355045	7.172313742151859e-07	1.1930501594327109e-08	0.000116278969661	-0.0001346697324172	1.352079878542376e-08	1.8135936829347178e-08	0.0	0.0	0.0	0.0
