hemicode           2
white_border_hi    107.717422
white_border_low   70.000000
white_outside_low  59.967331
white_inside_hi    120.000000
white_outside_hi   107.717422
pial_border_hi    59.967331
pial_border_low   39.902000
pial_outside_low  10.000000
pial_inside_hi    92.282578
pial_outside_hi   54.950996
use_mode 1
variablesigma 3.000000
std_scale 1.000000
adWHITE_MATTER_MEAN 110.000000
MAX_WHITE 120.000000
MIN_BORDER_WHITE 85.000000
MAX_BORDER_WHITE 105.000000
MAX_GRAY 95.000000
MID_GRAY 66.092285
MIN_GRAY_AT_CSF_BORDER 40.000000
MAX_GRAY_AT_CSF_BORDER 75.000000
MIN_CSF 10.000000
adMAX_CSF 40.000000
white_mean 100.000000
white_mode 100.000000
white_std 7.717420
gray_mean 70.000000
gray_mode 70.000000
gray_std 10.032667
min_border_white 70.000000
max_border_white 107.717422
min_gray_at_white_border 59.967331
max_gray 92.282578
min_gray_at_csf_border 39.902000
max_gray_at_csf_border 59.967331
min_csf 10.000000
max_csf 49.934666
max_gray_scale 0.000000
max_scale_down 0.200000
