global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
928.3752434958049	n/a	861880.592735895	n/a	1144.3415984484614	n/a	1309517.6939395797	n/a	878.9850815020487	n/a	772614.7735031632	n/a	912.2713015872388	716.6802484148221	n/a	n/a	n/a	n/a	-0.0125388766	-0.1952208812	0.0459380141	-0.0236090449	-0.1349749681	0.1874624698	-0.0432697529	0.1192835707	-0.2945361522	-0.0136699415	0.0067407151	0.16248249	-0.0576878483	0.1042176135	0.0346224147	-0.0603164446	0.0762648351	-0.1803331223	0.0262967953	-0.0626720663	-0.1384154997	0.0047855262	-0.151106048	0.0534826601	-0.0301153844	0.0380913658	-0.0360848544	0.0363062841	-0.0201701597	0.0716857826	-0.0103426301	-0.1032937581	0.1100065521	-0.0807113329	0.0042132476	0.0842898146	-0.0348245178	0.0946960925	-0.0043415774	-0.0807250181	0.02877604	0.10267548	-0.0264871706	-0.0340265165	-0.0158769857	0.1106734539	0.0654599733	0.1053274305	-0.0484971058	0.1390404616	-0.1365509296	0.0198290766	0.0680533856	-0.1827573058	0.1683376736	-0.1118419641	0.1117471939	-0.126111395	0.0188201984	-0.0045794944	0.0792052565	-0.0346627201	0.0402419951	-0.0168223619	0.0122875741	-0.0015496469	0.0678990737	-0.0164821248	0.1303959125	-0.1595084896	0.0820471786	-0.0374545164	-0.1212369492	0.143270749	-0.1212634516	-0.0848897792	0.0229625729	0.0135794687	-0.018511797	0.0155422432	-0.0014604675	0.0131325607	-0.1997616481	0.100578601	0.0789675246	-0.0701537029	0.0788960272	-0.1436117	0.0885233745	-0.0669968155	0.107823664	-0.1016419529	0.0137905344	-0.1034742666	0.1862826163	-0.0298078247	-0.0615836162	-0.1173160235	0.0122303479	-0.0128800135	0.0265483855	-0.0154892521	0.0591745908	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.1004506602806714	n/a	0.0100903351508228	n/a	-0.1009076520698073	n/a	n/a	0.0101823542462412	-0.0541180186877099	n/a	0.0029287599466833	n/a	-0.0046121611754475	n/a	2.127203070830527e-05	n/a	0.0005072269320667	n/a	n/a	2.572791606137967e-07	0.0005531736177284	n/a	3.06001051350726e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
928.6245338556552	0.2492903598503062	862343.5248786329	0.0621456835142951	1134.6862829091597	-9.655315539301682	1287512.9606222056	93.22511816348052	879.2300583431726	0.2449768411238437	773045.4954941387	0.0600136526870169	910.705865280831	718.2665440912644	0.933143	15.351164	0.1043433001043476	0.0474378944366885	-0.0182154056	-0.1619065428	0.0505384592	-0.0176884929	-0.1184525715	0.1591419982	0.0359210626	0.113747568	-0.0110187468	-0.1284119162	-0.0133040328	0.1080494969	-0.0414099839	0.091442532	-0.0107517112	-0.1018004086	0.0530574208	-0.2066483544	0.0242269087	0.0205026489	-0.0917165599	0.0250874753	-0.1353761783	0.114010408	0.0752795453	0.1485729493	0.0222491033	0.0575525645	0.0262394546	-0.0061288869	0.1033953545	-0.0585529665	0.07277574	-0.0860957746	-0.044848447	0.0427922535	-0.0648214101	0.0471227337	-0.1226850874	-0.0819028558	0.194147733	0.1442723871	-0.009471205	0.1305149775	0.1620349353	-0.0144285189	0.0958818355	0.0909371152	-0.0723098091	0.1032231406	-0.1243172214	-0.0493620264	0.0444699818	-0.0174144387	0.1146340231	-0.0075144127	0.0308218145	-0.1306636333	-0.1409014624	-0.1401715169	0.0178778985	-0.0482496041	0.0815089678	-0.025070834	0.0635406607	-0.1174893291	-0.0761830037	-0.0702853965	0.058352524	0.0441401774	0.1185035026	0.1701089803	-0.1825349079	-0.0102898202	0.0146427407	-0.0137219124	0.0123407178	-0.0420724758	-0.0607053224	0.0288676386	-0.0019181628	0.1170187621	-0.1587627686	0.0677289198	0.0539670752	-0.0595044487	0.0729401332	-0.178296385	0.0450804579	-0.0704444166	0.144976869	-0.0681281451	0.0322522352	-0.1596821335	0.0970716071	-0.1082635815	-0.0566790018	-0.1210705113	-0.0177399542	0.0397491051	0.0751894035	-0.0342874284	0.0935662708	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0911844626156579	-0.0092661976650135	0.0083146062225063	8.586241916710176e-05	-0.0864910451407325	0.0144166069290748	0.0002078385553474	0.0074807008895362	-0.0297928115148806	0.0243252071728293	0.0008876116179612	0.000591715704001	-0.0039790479696296	0.0006331132058179	1.5832822744613442e-05	4.00832331381019e-07	0.0003600906634555	-0.0001471362686112	2.1649081540827212e-08	1.2966528590782216e-07	0.0002067173254089	-0.0003464562923195	4.273205262420905e-08	1.2003196248777485e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
928.302041175019	-0.3224926806361736	861744.6796497067	0.104001529063905	1131.256255169304	-3.430027739855632	1279740.7148596777	11.765090296179132	879.362086035662	0.1320276924893733	773277.6783569909	0.0174313115840685	911.388058063955	723.1190304424609	0.939259	15.451772	0.0461655858626157	0.0296564455206728	-0.0454928746	-0.1436613836	0.0396384769	0.0363006534	-0.0258005925	0.1162895702	0.0805738947	0.0529475648	-0.0434958667	-0.0218083747	-0.0813545539	0.0797920001	-0.046902976	0.0478359033	-0.0198313708	-0.1175496612	-0.0084968225	0.0360268405	-0.0159546155	-0.0449340717	-0.1575846098	-0.0777678442	-0.1667245939	-0.0613204665	0.0297739394	-0.0038701222	0.0789928177	0.0315566725	-0.0804995465	0.0488843158	0.0103161903	0.0645484257	0.049030281	0.0292853662	0.0281473578	-0.0714690503	-0.1271383251	-0.0354151136	-0.0222870346	0.0216486993	0.0249393979	-0.026201726	0.0503508008	-0.0948482286	0.0596578286	-0.2903585989	-0.042520707	0.04575451	-0.0388740125	0.1022848017	-0.1032766194	-0.0213511429	0.0859038496	0.020691146	-0.0187636038	-0.1423436968	0.012481484	-0.1121127494	-0.0239899557	-0.0642633454	0.0240991679	-0.077480504	-0.0419253547	-0.0160978251	-0.0542554968	-0.0719200064	0.1148131129	0.0523733454	0.0813322125	-0.0231156455	-0.0082700249	-0.0179146743	-0.0080872904	0.1160305211	0.0798981161	0.0204759069	0.0319210979	0.1529414215	0.0141378991	0.027874601	0.0152888251	0.0809271163	-0.1255195427	0.052594292	0.1131341382	-0.0491746911	0.0920446383	-0.0798349634	0.0338787978	-0.0566022577	0.1726653731	-0.0195718351	0.0366961423	-0.0956960971	0.0058541728	-0.1451474002	-0.0356106081	-0.0712814855	-0.0180283194	0.0350448022	0.0386573171	0.0028787852	0.0095428142	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0889228488486679	-0.0022616137669899	0.007907273047363	5.114896831038676e-06	-0.0916688651106198	-0.0051778199698872	2.680981964056368e-05	0.008403180830669	-0.0331050315585841	-0.0033122200437035	0.0010959431144948	1.097080161791124e-05	-0.0034220325569834	0.0005570154126461	1.1710306821054349e-05	3.102661699254164e-07	0.0004048291119713	4.4738448515800025e-05	2.001528775600889e-09	1.6388660989947138e-07	0.0001001925449302	-0.0001065247804787	1.0038546059590145e-08	1.1347528856035224e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
927.117453113297	-1.1845880617220246	859546.7718672864	1.4032488759743431	1123.9801076460858	-7.276147523218242	1263331.282384107	52.94232277963496	879.517336225779	0.1552501901170444	773550.74472169	0.0241026215313784	910.1514806267566	723.2746159135165	1.022833	16.826649	0.0777884837363653	0.0365447999212265	-0.0792888771	-0.0541416824	-0.0083979267	0.140001867	0.0212899714	0.0582466399	0.105516122	-0.0583473419	0.1442390218	-0.0308055491	-0.0444525497	6.22302e-05	0.0519437229	0.0322663071	-0.0025221849	0.0043995745	-0.0466009249	0.0122171783	-0.0797406303	0.0883292755	-0.0704186024	-0.0198112873	-0.0403551299	-0.0077661936	-0.0705415417	0.0642315583	0.1189206622	0.070411034	0.037432179	0.0253872975	0.0132586675	0.1524216373	0.118636346	0.0569116102	-0.0450724448	-0.0714324631	0.0612468551	0.006277164	0.0375204834	-0.0899600319	-0.0514935582	0.0243857271	-0.2046355133	-0.1733806767	-0.0222065934	-0.0650611152	0.0346802948	0.0063091414	-0.0532191697	0.0429510472	0.0309659828	0.0038998898	0.0347611856	0.1568080894	-0.0420694408	-0.0345201227	-0.0575963145	-0.1291809378	-0.0365919643	0.0030378642	-0.0037095849	-0.0854302424	-0.1382748984	0.1036467711	-0.0197934471	-0.0209886002	0.0606714655	-0.0279343873	0.1399930157	-0.0702089786	-0.1237978218	-0.0527987918	-0.0499990084	0.0257092384	-0.0654990817	0.1174952702	0.0167481782	-0.0226821085	-0.0505385094	0.0295920468	0.0045684257	0.0206206702	-0.0709751754	0.0467944243	0.0915888814	0.0241543327	0.1235518194	-0.0504141309	0.0358520989	-0.0085089975	0.1786162	0.037523293	-0.0170556136	-0.0163246471	-0.0222822382	0.0161108528	-0.0504813791	0.0534358648	0.0230839526	-0.0211520214	-0.0279522954	-0.0723511654	-0.0634291579	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0739769158316363	-0.0149459330170315	0.005472584075961	0.0002233809137495	-0.0708526482546005	0.0208162168560192	0.0004333148841968	0.0050200977646901	-0.0311752677995897	0.0019297637589944	0.0009718973223761	3.723988165528209e-06	-0.0029800365693368	0.0004419959876466	8.880617954584645e-06	1.9536045309569347e-07	0.0002400594104907	-0.0001647697014806	2.7149054526006042e-08	5.762852056514241e-08	0.0002953582578894	0.0001951657129592	8.723650050346132e-08	3.8089655514872846e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
926.999354315595	-0.1180987977019185	859327.8029015302	0.0139473260186386	1126.0642933748206	2.084185728734837	1268020.7928137342	4.343830151861966	879.1234969087016	-0.3938393170774361	772858.1228169838	0.1551094076760212	910.3657895689964	724.6846693523614	0.925884	15.231731	0.0655074860858834	0.0291499230881297	-0.0673224362	0.002651261	-0.0260395	0.0894485252	0.0529208587	0.0423914573	0.0393337009	-0.0985779308	0.0654241142	-0.0140487384	-0.0261785699	0.0032746755	0.0578110038	0.0369105192	0.0035364528	0.0788402768	-0.0710249246	0.0532916302	-0.0112364232	0.0526282405	-0.1487757148	-0.0602669548	-0.0135750396	0.1034408628	-0.0326678453	-0.1284429028	-0.0951650054	0.0660215851	-0.0747345351	-0.065395589	0.0516042721	0.146835935	-0.0240119509	0.0891657614	-0.0494618032	-0.0763108155	-0.0315046502	-0.0782583605	-0.1075973274	0.0154441936	0.0298730111	0.0348467368	-0.0863502405	-0.1333018975	0.0376979336	-0.0354766976	-0.0390389113	-0.0297044399	-0.0596441435	0.0153467383	0.0553091798	0.0113951083	-0.0152875079	0.1209403814	0.0231709521	-0.0189003164	-0.0073838244	-0.1462819141	0.0277389192	0.0579689653	-0.0512140867	0.0128041416	-0.0207708661	-0.0481777282	-0.0253075264	0.0993345661	0.1068658389	0.0882848547	-0.0041893392	-0.0968163175	0.0051376835	0.0531295192	0.0402985899	-0.082228344	0.0962312649	-0.0048391691	-0.034791418	0.0639146274	-0.0605729208	0.0275574321	0.0145420092	0.009439539	-0.0609889495	0.0505482214	0.0561237072	0.0580221322	0.1186025599	-0.0407258026	0.0703648426	0.0427744978	0.1637060628	0.061091243	-0.0163305615	0.0855422562	-0.0626191095	0.0239660619	0.0262005654	0.0696302964	0.0249986681	-0.0028402843	-0.0716900157	0.1273481358	-0.0252801555	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0811369394659635	0.0071600236343271	0.0065832029459034	5.1265938444123935e-05	-0.0639468244585543	0.0069058237960461	4.7690402302037846e-05	0.0040891963583331	-0.0124881505573597	0.01868711724223	0.0001559539043432	0.0003492083508248	-0.0026120302805974	0.0003680062887394	6.822702186757732e-06	1.3542862855174677e-07	0.0003897944799788	0.000149735069488	2.2420591034606125e-08	1.519397366219431e-07	0.0001580091878513	-0.0001373490700381	2.4966903445427413e-08	1.88647670403309e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
927.62484732756	0.6254930119649771	860487.857379479	0.3912415080170189	1128.0119894845143	1.947696109693652	1272411.048420812	3.7935201357157866	879.2648163129156	0.141319404214073	773106.6172057852	0.0199711740074205	910.5286676727876	726.9728720191155	0.857299	14.103447	0.1075390461243838	0.0501203466141519	-0.0610838093	0.0294489757	-0.0321413901	0.0582752151	0.0568862794	0.0134335653	0.0457126993	-0.1443757909	0.0719145308	0.0161523711	0.0335071001	0.0083112499	0.0153124856	0.0641422657	0.0116565386	0.0928421635	-0.0955924542	0.0578544352	0.0058983729	0.03146214	0.0430063222	-0.0709233633	0.0168012435	0.0142051931	-0.1033924033	0.0130245805	-0.2222911074	0.1077878234	0.1241555182	-0.0279971095	-0.0287523839	0.142194817	0.077655722	-0.0112657871	0.0675479764	0.1137923607	-0.104670133	-0.0217562739	-0.027341194	0.1331566675	-0.066347886	-0.2136502539	0.0780597348	-0.1687139572	-0.004495912	0.1247813895	-0.0415620715	-0.0161257622	-0.0365976444	0.0287547709	0.1063130235	-0.0089716511	-0.0563269779	0.1004560177	0.0220569066	0.0668651811	0.0027376927	-0.0040627248	0.0423790557	0.1440834938	-0.0526325478	0.0685077718	-0.0566427852	-0.1083475726	-0.003820457	0.1016316115	-0.0973568974	-0.0400607744	0.0670159613	-0.155896586	-0.0038551734	-0.0635640636	-0.0355676278	-0.0525744944	0.0476851026	0.0363261408	0.1555448683	0.0903907807	-0.0237841487	0.0136674695	-0.0138228531	-0.0910528683	-0.0261409947	0.0219025316	0.0892951944	0.0428221255	0.1313943048	0.0270221424	0.0291261637	0.0291502531	0.0782730989	0.036163908	-0.0826974852	0.146034874	-0.053953848	0.0690812035	0.0240168096	0.0437478918	0.0131655785	-0.0322800507	-0.103932313	0.1887826132	-0.0154416663	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0577142544037769	-0.0234226850621865	0.0033309351613838	0.0005486221755223	-0.064119956154883	-0.0001731316963286	2.997458427365184e-08	0.0041113687773041	-0.0425107103508466	-0.0300225597934869	0.0018071604945335	0.0009013540965534	-0.0024169777003942	0.0001950525802031	5.841781204202835e-06	3.804550904392575e-08	-8.818178034353252e-05	-0.0004779762603223	2.2846130543172218e-07	7.776026384555019e-09	0.0005633937387734	0.0004053845509221	3.174125048890701e-07	1.643366341263127e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
928.0046646515722	0.3798173240121514	861192.6576150769	0.1442611996197516	1130.4568624691087	2.44487298459444	1277932.7179035014	5.977403910799724	879.8178388520149	0.5530225390992882	774079.4295622301	0.3058339287518237	911.4717164356769	724.9385112516497	0.903974	14.8713	0.0252228791812182	0.0137875420019211	-0.0435984211	0.0363596211	-0.0383463122	0.0307330237	0.069560759	-0.0240832405	0.042391531	-0.0950765496	0.039682949	0.073136749	0.0895769186	-0.0275231373	-0.0389066253	0.0231933464	-0.0372513769	0.1195976595	-0.0298232458	0.0590325148	0.1137368686	0.0808186418	-0.0355056045	-0.110355819	0.042780104	-0.0598878364	-0.1865812859	-0.0574630545	0.1101029064	-0.0504559485	-0.1255557306	0.0171732277	0.0851803819	0.0229816137	0.0477362237	-0.0398776152	-0.0661083208	-0.0218347216	-0.0662076035	0.0456841859	-0.0687351307	0.028030945	-0.0530440868	-0.1997884338	0.074021853	-0.0430779195	0.1321282708	0.0737190953	0.1382221561	-0.0292867126	-0.0039953295	0.0292981446	0.0920069168	-0.0179883153	-0.1666675426	-0.0432664928	-0.0067337227	0.0316181731	-0.0796719797	-0.0067012397	0.0500175301	0.0285072108	-0.0077667602	-0.0342899351	-0.0413469215	0.0488276485	-0.1333485247	0.1490956616	0.1718644199	-0.0012526094	0.044790009	-0.0552445308	0.016256716	-0.0235291663	0.0443068503	-0.0121753767	0.0531703073	0.1239393756	0.0338093059	0.111262828	-0.0505156007	0.0230562374	0.0125297872	-0.0947122631	-0.0261934453	0.0400998875	-0.0532557085	0.0508922925	0.0538597656	-0.055289861	0.0238755083	0.030122658	-0.0058883623	0.069886657	-0.0688043433	0.0872381275	-0.0602230745	0.1549548962	0.0280385706	0.0768356768	0.0199189227	-0.0712935861	-0.0322457919	-0.0254533144	0.0060482716	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0556437424819051	-0.0020705119218717	0.0030962260773925	4.287019618613247e-06	-0.0641197108255084	2.453293746068619e-07	6.018650204499398e-14	0.0041113373163468	-0.0322890272179776	0.010221683132869	0.0010425812786832	0.0001044828060687	-0.0023779968959198	3.898080447439995e-05	5.654869237004204e-06	1.519503117471399e-09	-2.7980391160475904e-05	6.020138918305662e-05	3.6242072595698467e-09	7.829022894932381e-10	0.0004039671564888	-0.0001594265822846	1.631894635216466e-07	2.5416835138948352e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
928.181324455847	0.1766598042747773	861520.5710686102	0.0312086864464026	1134.6524300711496	4.19556760204091	1287436.1370663652	17.60278750329531	879.492253247852	-0.3255856041629386	773506.6235229837	0.1060059856381457	911.59437658995	728.6123466491699	0.952804	15.674596	0.0422050018097681	0.0207555033804448	-0.0238460404	0.0541897239	-0.0289713461	-0.0410827573	0.0397585738	-0.0265197439	-0.036350301	-0.0012606498	0.0235494033	0.0976333684	0.188589588	-0.0169512492	0.0576174847	-0.0119163775	-0.0240174761	-0.0500317927	0.0465403754	-0.0209544164	0.0300788919	0.0990063634	0.0067778386	0.0403225073	0.0703668766	-0.1171083884	0.0083089597	-0.0082367011	0.1037524364	0.03682322	-0.0258786203	-0.0371693882	0.09545843	-0.1584085775	0.0969176091	0.030107412	0.0290838601	0.0106401837	-0.0009233547	-0.2301777427	-0.1033978548	-0.110788279	-0.0756725754	-0.1479639602	0.0128884998	0.1041125148	-0.0896890521	0.0665529269	0.0805382551	-0.0364137266	-0.0224737299	-0.0341030875	-0.0094675067	0.0441621275	-0.0686452735	-0.0478351588	-0.0503948803	0.0746170573	-0.0634105057	0.0153708819	-0.0822395161	-0.0408041997	0.0035329854	0.0554890132	0.007175537	0.0730983712	-0.0776308735	0.0091756165	0.0652302767	-0.1415269756	0.0696534137	0.0933982367	0.0210364779	-0.0362673236	-0.0221495133	-0.0510900352	0.1096832934	0.2326464698	-0.2241072074	0.0147157533	0.1707836823	0.0331217977	-0.0058059047	-0.0201690838	-0.0192986957	0.0422222521	-0.0529493102	0.0686732754	0.0534556454	-0.1169770572	-0.0122474559	0.0206712699	0.0432168362	0.0677309279	0.009139066	0.1065320675	-0.0024765903	0.0848130304	0.005366367	0.0355861008	-0.0582208394	0.0445945473	-0.0636705207	0.0143655519	-0.0048091401	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0572096865187461	0.0015659440368409	0.0032729482315731	2.4521807265178723e-06	-0.056320693293614	0.0077990175318943	6.082467446279614e-05	0.0031720204930733	-0.0165895803206836	0.015699446897294	0.0002752141752164	0.0002464726328809	-0.0022199921097766	0.0001580047861431	4.9283649674703606e-06	2.4965512444158306e-08	-4.876658273245127e-05	-2.0786191571975365e-05	4.320657600668597e-10	2.378179591401014e-09	0.0002399462673292	-0.0001640208891595	5.757421120521592e-08	2.690285208070578e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
927.5133353563396	-0.6679890995073947	860280.9872638416	0.4462094370607001	1132.3417537144253	-2.310676356724344	1282197.8472050603	5.339225225524885	879.0684378241415	-0.4238154237104936	772761.3183785765	0.1796195133749052	910.4712248184971	719.8027049859164	1.024694	16.857273	0.0856305340937734	0.0471217290248912	0.0400421133	0.0523581741	-0.0602795244	-0.1094695791	0.0111267522	0.0099634195	-0.1200052769	0.0645946755	0.0181134146	0.0535509264	0.0555815258	-0.0198850621	0.0944919942	-0.0521720995	0.0074140461	-0.07524767	0.0880094652	-0.0304017258	0.0408780863	-0.0157313813	0.1515559336	0.0216254646	0.0121846224	0.0982374274	-0.1076291796	-0.1059123517	0.0534550567	-0.0466224578	0.0853725559	-0.080196389	-0.1081835556	0.0797693012	0.0766081621	0.0564475653	0.0184655924	0.1689372549	0.0693448607	-0.1700587293	0.0141147284	-0.1064899045	0.0507340776	0.0234652716	0.0234617829	0.1118055472	-0.0890946822	-0.0394289412	-0.1127599823	-0.0432275257	-0.0676001425	-0.1093157281	-0.1010945971	0.0336748724	-0.0661887653	-0.0706013878	-0.0395344098	0.1446902025	-0.0033181389	0.0354104006	0.0021899445	0.116421535	-0.0288860481	-0.0094656371	-0.0637945336	-0.0373548734	0.123312874	-0.0316171758	-0.0166415597	-0.0631741602	0.1038546779	0.2552454417	0.079014229	0.1809876089	-0.0318536569	-0.0209591906	0.0693222493	-0.045518872	-0.148047769	0.042005102	0.0613598609	0.0546284582	0.0082096686	0.048373025	-0.0026593216	-0.0403214304	-0.0799972887	0.0977944003	-0.0428183054	-0.0743660282	0.0274221058	-0.0158454068	-0.033414725	0.0201754615	0.0268522417	0.0809092812	-0.0297888135	0.0821485874	0.1057057435	0.0410656568	-0.0686802399	-0.0360499087	0.0759110305	-0.0488207332	0.1651343316	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.048484441438191	-0.008725245080555	0.0023507410615733	7.612990171575092e-05	-0.0170467739072535	0.0392739193863605	0.0015424407439663	0.000290592500645	0.0069968958083421	0.0235864761290257	4.895655095279525e-05	0.000556321856185	-0.0023370003124067	-0.00011700820263	5.461570460189013e-06	1.3690919482726496e-08	-6.92298815940795e-06	4.184359457304332e-05	1.7508864067932202e-09	4.792776505530268e-11	0.0003619923400827	0.0001220460727535	1.3103845427854913e-07	1.4895243874552616e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
927.5979420504405	0.0846066941008985	860437.9420962123	0.007158292686683	1133.8228399159957	1.481086201570406	1285554.2323151736	2.1936163364822536	880.0890864427929	1.0206486186514212	774556.8000757098	1.0417236027550545	912.5183323627956	715.985169132199	1.103104	18.147194	0.1271691409390342	0.0606768664756089	0.0948672917	0.0654966066	-0.055323863	-0.1269448118	-0.0006757719	-0.0371240537	-0.1596073555	0.0914214258	0.0003185671	0.007139893	-0.1218005015	-0.0560495934	0.0484217645	-0.1309178867	0.0871672249	-0.1467051005	0.0280874054	-0.0386505561	-0.2066016635	-0.0122963426	-0.010474682	-0.0633006442	0.0822313988	-0.0508100023	0.0093075734	-0.1277066647	0.0729657992	-0.0554122202	-0.1356766784	0.2225745751	-0.0945241078	0.0081745357	-0.1549997407	0.0730443435	-0.0442171316	0.0423703994	-0.0117793866	0.0583341089	0.0104568303	0.1446496092	0.0642643399	0.1518376023	0.1620166808	-0.0595071436	-0.0350857795	0.0385086354	-0.2561044194	-0.0593678442	0.0612067437	-0.1104639122	-0.1212728007	0.1034975506	0.1732745866	-0.0347391778	-0.0326003181	0.0568099902	-0.0260049625	0.1108402272	-0.0526533764	-0.0038961681	-0.0321468254	-0.0869296897	-0.1028733453	0.0195752355	0.0028734388	0.0494583526	0.1683463991	0.0667154358	-0.1352494014	-0.1222065139	-0.1398849103	0.032450008	0.024346557	0.0758227958	0.0310713227	-0.2291317639	-0.1243092931	-0.0137897417	0.0907448147	0.0242917848	-0.0075226738	0.0605091664	0.0678951965	-0.1439560562	0.0398376663	0.0361907292	-0.0289013604	0.0281040996	-0.1227170505	-0.0350818113	-0.0832768555	-0.0663997709	-0.0607533738	0.1025955319	-0.0279641058	-0.1058560959	-0.0051193923	0.05335053	-0.0539246562	-0.0176472973	0.0270964254	0.0168145673	0.0770819882	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0306250431464292	-0.0178593982917618	0.0009378932677206	0.0003189581073437	-0.0416721258237942	-0.0246253519165406	0.0006064079570134	0.0017365660706741	-0.03971617932946	-0.046713075137802	0.0015773749005298	0.0021821113888299	-0.0020579137989511	0.0002790865134556	4.235009203913348e-06	7.788928199280286e-08	-0.0003010645146845	-0.000294141526525	8.651923762651143e-08	9.063984200221353e-08	0.0005481906119606	0.0001861982718778	3.005129470417371e-07	3.466979645031635e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
