global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
925.2644945865557	n/a	n/a	856114.3849425142	1121.4119192940848	n/a	n/a	1257564.692734843	860.2336646038553	n/a	n/a	740001.9577177783	890.2293676481997	819.9599105426402	n/a	n/a	n/a	n/a	-0.0195870705	-0.0752586241	0.0382079102	-0.0145235678	0.0704638705	-0.0226935406	0.0137833024	-0.0212666119	0.0215217834	-0.0123938561	0.070915266	-0.0168637346	0.1440732356	-1.68797e-05	-0.0035998994	0.0947345047	-0.0685001986	0.0407864464	-0.1090083852	0.0955826626	-0.097517182	0.1742769382	0.2636997647	-0.0301218437	0.0629482771	-0.2294096833	0.1360468446	-0.0758033581	0.1353872955	-0.1775610381	0.0893552407	-0.0654488153	0.057092073	-0.1388865902	0.0294577485	-0.0696039319	-0.1602889584	0.0748162126	-0.0536164852	0.013324901	0.0223512626	0.0677542213	-0.1440292209	0.0348637021	0.0944458734	0.1217635112	-0.1098266977	0.0462895828	-0.0417779553	0.0942150749	-0.1032103103	0.0138352087	-0.0178130966	0.0318316107	-0.0765795051	0.0600523653	-0.1296190521	0.0767467891	-0.1703483658	0.2047274579	-0.0704267453	0.0454770991	-0.1575799286	0.0725576356	-0.0669338093	0.1748052846	-0.1546344942	0.0179415655	-0.0602840426	0.1954456035	-0.3079636002	0.0542295549	-0.0304561488	0.0285115002	0.0336272042	-0.1424695543	0.1034765297	-0.1179087001	0.1245454365	-0.0755335332	0.0811400583	-0.1753693493	-0.0244338722	0.1586747476	-0.0844660692	0.024850081	-0.0807231923	0.0175665547	-0.2525808304	0.0136306765	-0.0164478231	0.4589970298	-0.2832856072	0.0146560373	-0.144894522	-0.0819554656	0.0298531022	-0.1169998225	0.1642444144	-0.0508687149	0.2578659285	-0.26402142	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.1510621363072886	n/a	0.0228197690257218	n/a	-0.138802582654705	n/a	n/a	0.0192661569516162	-0.2550347785785547	n/a	n/a	0.0650427382846124	-0.002154285977693	n/a	n/a	4.640948073684685e-06	-0.0010784281071141	n/a	1.1630071822137006e-06	n/a	0.0003933388129155	n/a	1.5471542174577472e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
926.2031063828222	0.938611796266514	0.8809921040906519	857852.1942731894	1113.5166397821336	-7.89527951195123	62.33543857183685	1239919.3070716937	860.0756482331649	-0.1580163706904613	0.0249691734061852	739730.1206836988	888.974081033868	829.3583761532732	1.174608	22.691759	0.1035506993181338	0.053872551469888	0.0111311893	0.0466076077	-0.0214627833	-0.0367005157	0.0808293711	-0.0296230356	-0.0492661359	0.0429861943	0.154063353	0.035686185	0.0964459768	-0.2169697351	0.0648517921	-0.167898552	0.0249406823	-0.0026012963	-0.1445497323	0.1076959003	-0.1408055469	-0.0138073999	-0.1149789094	0.1149472976	-0.061610712	-0.0319871049	0.0440422464	-0.0193831032	-0.056580789	-0.0989876335	0.0592741876	-0.1969497308	0.1300877091	-0.2017662207	0.0086590995	-0.087667717	-0.1566609891	0.0772425397	-0.0608062115	-0.1203453285	0.1593015816	0.0395935115	0.0110387774	0.0652059224	-0.0650871718	-0.0484711662	0.0647765098	-0.086339485	-0.1392818165	-0.1155803403	0.0062565446	-0.0221892473	-0.1642322835	-0.0493896444	-0.0444039296	-0.0297804399	0.0558756733	0.0905914229	-0.1700323231	0.1145237408	-0.0601074641	0.0714363806	-0.0345140953	-0.1328694062	-0.1120682963	0.1516835427	0.0342817097	0.1214370549	-0.0325882661	-0.0849731081	-0.1988358602	-0.0348863524	0.0765126921	-0.0645375386	0.0520931978	-0.0103580081	0.062719725	-0.1742427561	0.0699613718	-0.1566856924	0.1222862409	-0.1357282271	0.1932944663	-0.1165547304	-0.1634949296	0.0317445547	-0.0123810028	-0.1631952585	-0.1404088674	-0.0150134623	-0.0936392906	0.0051774164	0.0372130917	-0.0685742489	-0.13444103	0.1658749445	0.0013141287	-0.0150726741	0.1091123092	0.0863519636	-0.092949059	-0.1818981814	-0.2324729544	0.0228894123	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.1620810487664954	0.0110189124592068	0.026270266369247	0.0001214164317836	-0.1211258185111034	0.0176767641436015	0.0003124679905885	0.0146714639099847	-0.2443469692705093	0.0106878093080454	0.0001142292678051	0.0597054413916832	-0.001260155583469	0.000894130394224	7.99469161875166e-07	1.5879920945480955e-06	-0.0013473286357084	-0.0002689005285943	1.8152944525998584e-06	7.230749427829403e-08	0.0005136521582428	0.0001203133453273	2.638385396674865e-07	1.4475301063846141e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
924.3088149088956	-1.8942914739266143	3.588340188191065	854346.785318287	1106.1761672247023	-7.340472557431212	53.882537366400726	1223625.712935933	859.6560575402301	-0.4195906929347757	0.1760563495974852	739008.5372656115	887.5488805186992	820.8406868647086	1.204294	23.265242	0.1116971722119539	0.0734956899454128	-0.0191095571	-0.0553308285	0.0546265688	0.0288233834	0.0850538459	-0.0335176777	0.0364305334	0.0990899918	0.045665578	0.0441337225	0.1033476675	0.140198792	-0.0381321403	0.0374266323	0.0504497724	0.0861764664	0.0076579603	0.0250686078	-0.0321492754	-0.0791334643	0.0444744544	-0.1105175295	0.031635586	-0.1363197174	-0.0818007281	0.0304492304	-0.0843341008	-0.1383203966	0.023584848	0.0880616254	-0.0005080646	-0.0896926089	0.1148255266	0.1068105125	0.1051568198	0.1150873128	-0.0289553238	-0.0102661285	0.0335568947	0.07597222	0.1336329672	-0.0588785549	0.0518268158	0.0252164268	-0.0210615948	-0.1134690234	-0.0705739264	-0.1222908433	0.0005755662	0.1011846732	-0.0426316474	-0.0163748157	-0.0103477156	-0.0788236902	0.0096048414	-0.074906708	0.1232752615	0.0474815674	-0.0970659946	-0.0710771268	-0.054081963	-0.0416320941	0.1988486613	0.044087277	0.1315297351	-0.0512507224	-0.0690936986	-0.0656525441	-0.0313397765	-0.0722028017	-0.0615781032	-0.0353407022	-0.1016904611	0.1613739549	0.0325122597	0.0670075992	0.0456777766	0.0102392878	0.0571124226	-0.0726995128	0.0307906241	0.0469538748	-0.1655364252	0.0370935536	0.0771836147	-0.0080171219	-0.1296402843	-0.0269085178	-0.1131336461	0.0744184307	0.0305360487	0.0714707293	0.1267659471	0.0129333619	-0.1354702835	-0.1128954855	0.0414768665	0.1412272324	-0.0894449652	0.0870149556	0.0623988838	0.0256599043	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.1621826050634638	0.0001015562969683	0.0263031973851714	1.0313681453933236e-08	-0.1121219657942731	0.0090038527168303	8.106936374637256e-05	0.0125713352135721	-0.1805571850115441	0.0637897842589652	0.0040691365758053	0.0326008970592929	-0.0012008745924669	5.928099100209992e-05	3.514235894191052e-09	1.4420997868325432e-06	-0.0019238937818037	-0.0005765651460952	3.701367283662943e-06	3.3242736769189457e-07	0.0006538455999292	0.0001401934416863	4.275140685467754e-07	1.9654201091878024e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923.2574732299228	-1.05134167897279	1.105319325945325	852404.3618749016	1109.2569069998606	3.080739775158236	9.490957562242016	1230450.8857268973	860.5902908325195	0.9342332922893776	0.8727918444218494	740615.6486752005	888.0250097335949	809.6782727668949	1.183403	22.861664	0.1430445579682774	0.0749073749817726	-0.0466640722	0.0400626515	-0.0374123331	-0.0509125934	-0.0351881631	-0.0620133879	0.0316574045	0.0565835452	0.1671892457	0.0319460062	0.0473401062	-0.116150856	0.0066871397	0.008783395	-0.0002816551	-0.0124181613	0.0217949291	0.0935350587	0.0127866375	-0.0823172778	-0.0852497434	-0.0915717455	-0.1158156481	-0.1282645877	0.2990268315	-0.0177169047	0.0327917196	-0.0994070426	-0.0124745774	0.050235708	-0.0589521063	-0.003667015	0.045457337	-0.064789819	0.0668918353	-0.0657079604	0.052847162	0.1251527292	-0.1303083462	0.0471062374	-0.0809373988	0.051559366	-0.03988648	0.2532114742	0.0262483756	0.0609707357	0.033711177	0.057037201	0.0179654912	-0.0370737515	-0.0837187451	0.0241259881	0.0551396737	-0.1006430694	0.0504249394	0.0823341141	-0.0557009167	0.0613496148	-0.0481162752	-0.2140949709	-0.0284434494	-0.1498608073	0.004703233	0.1645206859	-0.0499722286	0.0655525417	0.0005536284	0.0140133537	0.2037983568	-0.0223076907	-0.0246464288	0.151953244	-0.1124479581	0.0475142988	0.145682646	0.0655785702	-0.1484259755	0.046984499	0.0195752393	-0.0761745611	-0.0438859737	0.0765294151	0.0095465929	-0.0908834801	-0.043103815	-0.0478914902	-0.0989595397	-0.0446818179	-0.0968274917	-0.0506323632	-0.0007306327	-0.1005360114	-0.0955948922	0.0093241321	-0.0019398103	-0.0066437449	0.1077232851	0.1237502679	-0.1082871143	0.1268745331	0.0073183929	0.1002695169	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.1411482166242876	-0.0210343884391762	0.0199228190562168	0.0004424454970101	-0.1083495242792196	0.0037724415150535	1.4231314984499156e-05	0.0117396194115331	-0.1674136479993464	0.0131435370121976	0.000172752565191	0.028027329536449	-0.0006489029411942	0.0005519716512727	3.046727038087112e-07	4.210750270904834e-07	-0.0015478300620888	0.0003760637197148	2.3957779011058188e-06	1.414239212858068e-07	-0.0005200028491202	-0.0011738484490494	2.704029630931255e-07	1.377920181335682e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
926.420109373596	3.1626361436732395	10.00226737726834	858254.2190517855	1118.453083437965	9.19617643810443	84.56966108074708	1250937.2998518916	859.6020500846531	-0.9882407478663708	0.976619775743484	738915.6845097385	887.2018944098025	821.8224233487432	1.225863	23.681934	0.085404218021086	0.0571169648833808	0.0339846049	-0.0510173205	-0.0728798314	-0.0226412282	-0.1133252478	0.0600929328	0.1296445093	-0.0748280515	0.2195554152	0.0277488283	-0.0196338315	0.0300994627	-0.0728264856	0.1365883421	0.0760350775	0.0001585218	-0.022911804	0.1678468156	0.0091210194	0.1153045033	-0.069862739	0.0600980542	0.0548274909	0.0951443433	-0.0654991578	-0.0705917441	-0.2027404616	-0.0745445642	0.1261428515	0.088248156	-0.0374457814	0.0386760686	-0.0177135556	-0.1051510306	0.1688979102	0.0487123238	0.0607645111	0.0609164002	0.0525508464	-0.023418233	0.0553406373	-0.0333482073	0.0923730032	-0.0633031147	-0.0146971909	-0.0853619355	0.0579594356	0.0310040895	0.0742864282	0.0021587341	-0.1251490332	0.0888602405	0.1051773957	-0.0233530564	-0.1415343423	-0.0377533932	-0.0347592479	-0.0748332075	-0.0739542576	0.1106579473	0.0150690453	-0.1228139736	0.0705774223	-0.035722692	0.2121195222	-0.1423305509	0.0182162081	0.0954102839	-0.1547263827	-0.0873688115	-0.1161900809	0.0044161012	0.0545256885	-0.1111944144	-0.0386625026	0.0919003496	-0.0636995045	-0.0243530958	0.0840856457	-0.0605599869	-0.0235539847	0.1370726932	0.0675283506	-0.0856869269	-0.0210376382	-0.0338062322	-0.0618494564	0.1125917089	-0.081776765	-0.1455898942	0.0107857902	0.0291131628	-0.1154721903	-0.0982879258	-0.0652654125	-0.1256892655	-0.1399405014	0.0058614268	-0.1029735492	-0.0697440805	0.043765	0.0481729546	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.1432730805269386	0.002124863902651	0.0205271756036786	4.515046604789298e-06	-0.0982968572212144	0.0100526670580051	0.0001010561149791	0.0096622721395678	-0.2188704335064812	-0.0514567855071347	0.0026478007747272	0.047904266663315	-0.0005743399416572	7.456299953699996e-05	5.559640899954656e-09	3.298663685827959e-07	-0.0012223429941444	0.0003254870679444	1.4941223953338966e-06	1.0594183139904253e-07	-0.0005553508127047	-3.534796358449998e-05	3.084145251717708e-07	1.2494785295711362e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
928.4302832934954	2.010173919899444	4.040799188243895	861982.7909364402	1114.0457903180804	-4.407293119884571	19.424232644581878	1241098.0229254365	860.5207798170006	0.918729732347515	0.8440643210993365	740496.0124968588	887.5493670983495	835.3025564298085	1.203314	23.246305	0.0882533011441796	0.0465050346433115	0.0894151787	0.0559617986	-0.0753136601	0.0344649847	-0.0207013336	0.1094669313	0.0142659785	-0.1652718087	-0.0303770821	-0.0646909733	-0.0378577351	0.1530541444	-0.0402386901	-0.0799923983	-0.0068164568	-0.0329310566	-0.0711649551	0.0192824211	-0.0185594705	-0.0996475273	0.1175430242	-0.1059408712	0.0717240145	0.0387029438	-0.0282210916	0.0298702417	0.0483569823	0.2431866615	-0.0506944969	0.0257868275	0.0061981053	-0.0228594112	-0.1998018906	-0.0353691425	0.1119787742	0.1335489954	-0.0348512468	-0.1112536181	0.1059167902	-0.2648686994	-0.0083666364	0.1062442596	-0.0077902729	-0.009374762	0.0898972791	0.0120809509	-0.0746498064	0.0480915569	0.0492278537	-0.0656533679	-0.0585749729	0.0049893457	-0.0722907488	-0.0385961198	-0.045215201	0.0269765834	0.2237827443	-0.0203559905	0.0214662215	0.0758360704	0.0351134835	0.102337826	0.1265839605	0.1158096561	-0.1513796398	-0.1075338475	0.1208529817	-0.0249144287	-0.0921082609	-0.061191223	0.0798369807	0.0782091534	0.047008359	-0.2184785233	-0.1263316442	-0.0863454875	0.1491330227	-0.0848931402	0.1055568583	-0.070266565	0.0868605905	-0.040807617	0.0308037531	-0.1285680965	0.0096341935	-0.0092511417	-0.0421845427	0.0556459312	0.0551421685	-0.0953679648	0.0521020503	-0.1197748619	-0.005249145	-0.1174705963	0.1095335163	0.0554958563	-0.1831923222	0.1428411876	0.185721962	0.2563395506	0.1001154132	-0.0911917438	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.1266667127097775	-0.0166063678171611	0.0160444561087013	0.0002757714520788	-0.0681120468919687	0.0301848103292456	0.0009111227746125	0.0046392509318137	-0.2314573509515654	-0.0125869174450841	0.0001584304907693	0.0535725053095161	-0.0005260169405216	4.832300113560004e-05	2.335112438751203e-09	2.766938217157044e-07	-0.0012229949103426	-6.519161981999397e-07	1.495716550723904e-06	4.249947294754631e-13	-2.682161898472773e-05	0.0005285291937199	7.193992449619071e-10	2.79343108614284e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
926.4269919661336	-2.003291327361808	4.013176142283034	858266.9714434186	1097.9376703171504	-16.108120000930057	259.47152996436296	1205467.1279014517	860.0889166790506	-0.4318631379500175	0.1865057699200358	739752.9445941428	887.5974450292115	839.2251056355009	1.252711	24.20059	0.1599643301933331	0.0810925219720617	0.0504026797	-0.0483120186	0.1354990764	0.0824274714	-0.048385646	0.049888089	-0.0652842496	0.0983159433	-0.0606087187	-0.1058971535	-0.0676120025	-0.1020620909	-0.1453501622	-0.0511303889	0.0264070221	0.0974948649	0.0424060016	-0.0523345821	-0.0563327603	0.0951768188	0.0449174215	0.0277851389	-0.1435383358	-0.063715355	-0.0541753656	0.0841460485	0.160617718	0.0719705461	-0.0079592265	0.092989546	0.0252274619	0.0087368446	0.068593787	0.0034865747	0.0603889045	-0.0282039732	-0.0299234484	0.132532907	0.1015389761	-0.159804473	0.0124635459	0.0097697675	-0.061122406	-0.0157008451	0.0420931696	-0.2488862738	0.1413677606	-0.0092933405	0.0238358099	0.1102641138	0.0517507556	-0.009233406	-0.0311043476	0.1481172134	0.0617207614	0.0984720494	0.0329316351	0.0829529893	0.0846178133	-9.06998e-05	0.1520099277	-0.0050418203	0.1832241108	-0.0659560794	-0.0940489953	0.011462824	-0.0502319425	0.0391506251	0.0515458614	-0.1209598558	0.0422910257	-0.0061163429	-0.1141623081	-0.0929629848	-0.0290731219	-0.0839416094	0.0800559058	0.0556040603	0.029243597	-0.0165546809	-0.0113464086	0.0275918508	-0.0185777644	0.0282196769	0.1392248333	-0.0290197895	0.0374586673	0.1108251668	-0.0096330699	-0.1025110096	0.0193026255	-0.1153039742	0.0748351531	-0.0147366615	0.0273500616	-0.0663585877	-0.0229086592	-0.0077427258	0.0509963874	0.0353109669	-0.0775810952	0.0646997123	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.1081193507370699	-0.0185473619727076	0.0116897940038055	0.0003440046361466	-0.0409670606787386	0.0271449862132301	0.0007368502765164	0.0016783000606554	-0.1645890308483046	0.0668683201032608	0.0044713722334321	0.0270895490755841	-0.0009430293708051	-0.0004170124302835	1.73899367010951e-07	8.893043942010628e-07	-0.000743963188531	0.0004790317218115	5.534812258892123e-07	2.294713905017861e-07	-7.88507049723201e-05	-5.202908598759237e-05	6.217433674631865e-09	2.7070257887042803e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923.9515077168888	-2.4754842492448006	6.128022268259094	853686.3886123121	1107.8102812267484	9.872610909598052	97.46844617231449	1227243.6191916876	860.48768987241	0.398773193359375	0.1590200597420334	740439.0644219568	889.0534320531017	826.6854910112232	1.225165	23.66844	0.0605925982853026	0.030733517677741	-0.016306155	0.0905505699	0.0942049549	-0.1281224889	-0.1143769807	-0.1072840173	-0.0856537712	0.0571636807	-0.0409244539	-0.1001736591	-0.0464479749	0.1185106706	-0.1033340147	0.0515307248	-0.0511682916	0.0183751681	0.1203584667	0.138131953	0.0062564685	0.0343904848	-0.0691172227	0.0424112836	-0.1573039087	0.0372894599	-0.0518564048	0.0520695231	0.1371996381	0.0856207696	0.080740188	0.000228513	-0.0039035108	0.028364767	-0.0003787537	-0.0337368233	0.2035268254	0.0282846344	-0.0557982034	-0.0729413148	0.0281288108	0.0707489443	0.1756136926	-0.0784894316	0.0704129459	-0.0805003619	0.0211675766	0.0157398238	-0.0987741838	0.0260826911	-0.0521229751	0.0088534513	0.0065770213	0.104252892	0.1152245471	0.0986380621	0.1761916882	-0.0188997339	-0.0782637187	-0.0734974562	-0.0285784792	0.0056322739	-0.0206648806	-0.0530475877	0.1820381931	-0.0649055965	-0.026193749	0.0976485448	0.0421670885	0.0127830653	0.0373215474	-0.1225232193	-0.0573780967	-0.0929248588	-0.0739160975	0.0186183133	-0.1483301624	0.0833441671	0.1728798958	-0.0873941572	-0.0005386086	-0.0095536705	-0.0196656177	0.0864835788	0.0673313618	-0.1327750031	-0.0543909443	0.0149885662	0.0755252198	-0.0240364419	-0.1045241388	-0.0566587549	0.0398275836	-0.1067714142	0.0092367258	-0.0199731385	0.0159647231	0.1093607674	0.0014944499	-0.0204132944	-0.0790859823	-0.0128380398	-0.0158471275	0.0822344664	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0930232518702212	-0.0150960988668486	0.0086533253885106	0.0002278922009976	-0.0409489366432751	1.8124035463501494e-05	3.2848066148225997e-10	0.0016768154122149	-0.1424676896205809	0.0221213412277236	0.0004893537377133	0.0202970425858261	-0.0006000090206334	0.0003430203501717	1.176629606319157e-07	3.600108248414519e-07	-0.0006719919573496	7.197123118139997e-05	4.5157319074254666e-07	5.1798581177665195e-09	-2.670160322008381e-05	5.214910175223629e-05	7.129756145227901e-10	2.7195288135650933e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925.655376594538	1.7038688776491426	2.903169152221349	856837.876218376	1110.7042128789992	2.893931652250785	8.37484040789896	1233663.8485071573	860.3743240356446	-0.1133658367654106	0.0128518129455217	740243.9774597923	887.2401206236192	817.3177372623101	1.240638	23.96735	0.052655765861398	0.0255247152445461	0.0182264331	-0.0068818872	-0.0707171471	0.0892876314	-0.0301935916	-0.031346492	0.0093520798	0.0381024427	-0.0241919588	0.1082456993	-0.0721593441	0.0170763278	0.0683212126	-0.0178361591	0.0143611	-0.0355336738	-0.1133946318	0.0025745346	0.0204649559	0.0218682171	0.1099931144	-0.0120369704	-0.0581336671	0.0105315339	-0.0067949425	-0.0747556179	-0.0161613748	0.1861798273	0.0784073964	0.0626364472	0.0302900513	-0.0873949546	-0.0772493977	-0.0184288092	-0.1080292885	-0.0397398645	0.1350740577	0.0185433593	0.0566011145	0.0365548596	0.0186288282	0.0676050166	-0.035846725	0.0723966759	-0.1436328518	0.2282878964	0.2416205932	0.0763670783	0.0478853933	-0.0405036159	-0.0768617619	-0.0737388747	-0.0338920215	-0.0063452833	0.0241400964	-0.0452475219	0.1111243552	-0.0095952954	0.0811727777	0.1107715708	0.1008194031	-0.0104357272	0.0842372583	0.0002588078	-0.0352852911	-0.0252819423	0.0482599759	-0.063321058	0.0237810682	0.1031766025	0.0646208829	0.0431034842	0.0346166365	-0.0461544502	-0.1977705232	0.0997114352	-0.2551751834	-0.089509257	0.039803292	0.0198606011	-0.0233065703	0.0575194643	-0.0468512181	-0.0477817718	-0.0251750569	-0.046367446	-0.0509113775	0.0680872384	0.1139705834	-0.0370265905	-0.0863611454	-0.060272597	0.0084704455	-0.0398474022	0.0374239684	0.0067266091	-0.0486329074	0.0255393046	0.1522141486	-0.0141286433	0.0216191082	-0.0193071128	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.1054263544581459	0.0124031025879246	0.0111147162143346	0.0001538369538065	-0.0410530652215186	-0.0001041285782435	1.084276080701346e-08	0.0016853541640822	-0.1585570617163298	-0.0160893720957489	0.0002588678944354	0.025140341820116	-0.0008400128774093	-0.0002400038567758	5.7601851267306695e-08	7.056216342134515e-07	-0.0009129894645309	-0.0002409975071812	8.335497623444195e-07	5.8079798467600723e-08	-2.68834912525032e-05	-1.818880324193928e-07	7.22722101923416e-10	3.3083256337398084e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
927.6364921100612	1.9811155155232427	3.924818685846924	860509.4614942597	1109.773462204706	-0.930750674293222	0.8662968176972872	1231597.13741382	860.358929509702	-0.0153945259426109	0.0002369914289977	740217.4875870803	887.3269048640749	822.7534901981998	1.206999	23.317495	0.2013636929414116	0.1227800178514991	0.0311429389	-0.1145123043	0.0276660789	0.007313087	-0.0583031209	0.0777014725	0.0574903288	0.0979284783	-0.1310567093	-0.0427541814	-0.0609541682	0.0097977462	0.0073624434	0.0416787954	0.1124802374	0.0355956855	0.0847239865	-0.1248723023	0.064943499	0.1044319091	-0.0608356599	0.1079427773	0.0190311273	0.1373923846	-0.2076980615	-0.0800457582	0.0871313241	0.0176456709	-0.2638123114	0.1021151199	-0.2223414116	0.0373901286	-0.0977541983	0.0192171781	-0.0302509696	-0.0572839398	-0.0888479627	-0.0166346172	-0.1622286905	0.0565236324	-0.0485470684	-0.0014057847	0.0039505796	0.0118206184	-0.0936314847	0.0679047642	0.0016637925	-0.0063224097	0.0877908118	0.0522495998	0.1742850209	-0.0357709298	-0.0016826729	0.0322050699	0.0406224462	0.0447463315	-0.0580332524	-0.1184520512	0.0906984676	0.1290131825	0.1011719333	0.1657777193	-0.1730862428	-0.160670465	0.0971688344	-0.024945579	-0.0814311081	0.1079480901	0.1209883861	-0.107313445	0.0986269145	0.1881579024	0.0180543801	0.0520029906	0.0930745455	0.0914246977	0.04863591	-0.0072760405	-0.076089012	0.0896284339	-0.0416790532	-0.0178419321	0.0784864846	-0.0564441615	0.1214971471	0.1196236909	0.0491080514	0.0331086198	0.0062190868	-0.0389202153	0.0022794223	-0.1331153758	-0.0212127444	-0.0250791663	-0.1164379104	-0.0205015924	-0.1246231281	-0.1182223604	-0.0202118092	-0.0875965976	-0.0719278976	0.1575929209	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0869092522266328	-0.018517102231513	0.0075532181225924	0.0003428830750523	-0.0118293912424434	0.0292236739790752	0.0008540231208352	0.0001399344971667	-0.0458963638910816	0.1126606978252482	0.0126924328344718	0.0021064762184225	-0.0010768212053771	-0.0002368083279678	5.6078184194905166e-08	1.1595439083497906e-06	-0.0011551649877612	-0.0002421755232303	1.3344061489493335e-06	5.8648984051869624e-08	0.0003133770356609	0.0003402605269134	9.8205166479613e-08	1.157772261753868e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
