global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
743.8309990795532	n/a	553284.5551916863	n/a	1960.6370568136567	n/a	n/a	3844097.6685509183	749.3392460083903	n/a	n/a	561509.305608423	1005.0918436802956	735.3647050499357	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0128713494185319	n/a	0.0001656716358539	n/a	-0.0166641021974811	n/a	0.000277692302048	n/a	0.0989745126834193	n/a	n/a	0.0097959541609203	0.0004280000152178	n/a	1.8318401302643706e-07	n/a	-0.0004429994493593	n/a	n/a	1.96248512132643e-07	9.470228102349865e-08	n/a	8.968522031053713e-15	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
573.6616250708441	-170.16937400870904	329087.66007892176	28957.6158505159	1288.6055246001308	-672.0315322135259	451626.3802892593	1660504.1980299784	602.473251380081	-146.8659946283093	21569.620378162574	362974.0186284863	744.7773701956488	539.1913376988753	11.533334	338.628448	0.3858492571298488	0.2114262782045688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0212402193058096	0.0341115687243415	0.0004511469161588	0.0011635991208354	0.1225828820967791	0.1392469842942602	0.0150265629831528	0.0193897226350459	-0.0567180854771223	-0.1556925981605416	0.0242401851219798	0.0032169412201901	0.0002319880336529	-0.0001960119815649	5.381844775813906e-08	3.8420696916998695e-08	5.4051475992134e-05	0.0004970509253514	2.470596223927168e-07	2.921562056928238e-09	0.0004429939143788	0.0004428992120977	1.9624360817665158e-07	1.961597120768312e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
544.9791032022969	-28.68252186854727	297002.22292717977	822.6870607396924	1075.834802127579	-212.77072247255185	45271.38034149167	1157420.521468887	591.8686392861066	-10.604612093974424	112.4577976636686	350308.48617038736	690.5134792245785	485.5966733505655	2.53439	74.41183499999998	0.1898619332307885	0.1003595444847893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.050557878707437	0.0293176594016273	0.0025560990993959	0.0008595251527898	0.0496341019005939	-0.0729487801961852	0.0024635440714785	0.0053215245321113	-0.012722228944483	0.0439958565326393	0.0019356353920405	0.0001618551093158	-0.0001059217135795	-0.0003379097472324	1.1219409407617636e-08	1.1418299727466445e-07	-0.0002240373018673	-0.0002780887778594	7.733336837135362e-08	5.01927126279797e-08	0.0006989881312937	0.0002559942169149	4.885844076894587e-07	6.553303909387288e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
538.7324272457233	-6.24667595657354	290232.6281660686	39.02096050643395	1005.8782741213308	-69.95652800624816	4893.915810688984	1011791.1023493072	591.0978088378906	-0.7708304482159747	0.5941795798968404	349396.6196129555	672.7401625251497	476.4833152484446	1.1804	34.657555	0.0988586464031561	0.0525527756923676	-0.071175092	-0.0676920105	-0.1771535385	0.3525198683	-0.1713372573	0.2605740353	-0.0599933419	0.1301305009	-0.0715842805	0.0306939935	-0.0412463212	0.0285818132	-0.1042551258	0.2027702114	-0.0480044634	0.0765145752	-0.0982811781	0.0608517263	-0.028382836	0.0718388052	-0.0840170001	0.0167500443	-0.0533988069	0.0493405755	-0.0091683086	0.0455321491	-0.0475768964	0.0763687816	-0.1196737539	0.1391688774	-0.0085964267	0.0090009637	-0.0987534839	0.1556565405	-0.027853195	0.0300343095	-0.1168640349	0.0191644679	-0.0711485888	0.0176582572	-0.0355384826	0.0604315637	-0.0083100105	0.0432403251	0.003440941	-0.0125257063	0.0556957446	0.0001672975	-0.0705832174	0.1543236155	0.103948395	0.2456870442	-0.0187634601	0.215838148	-0.0023885974	0.0117730551	-0.2199736661	0.2225964148	-0.1262517093	0.2187346921	-0.0924325469	0.1867117137	-0.0349590103	0.210581968	-0.0882769689	0.042765018	-0.0438131203	0.0402260486	0.0368338801	-0.0017723981	0.0242240892	-0.0338052562	0.0171654655	-0.0585486594	0.0168650071	-0.1425454829	0.0066910151	-0.001150299	0.0694300923	-0.0774853581	0.0470929798	-0.0676318837	-0.0140115853	0.0100111678	0.058945385	-0.0437499288	0.0111556343	-0.0241881794	0.0630587089	-0.0265718886	0.030112176	-0.0550774028	0.0498850694	-0.124088247	0.0199147333	-0.1228426769	0.057999509	-0.106807547	0.1237553953	-0.145864388	0.0568264406	-0.0075791039	0.0215027402	-0.0609066889	0.0274191549	0.0982918074	0.0982833173	0.0982691678	0.0	0.0	0.0	0.063679248831221	0.013121370123784	0.0040550467317085	0.0001721703539253	0.0352176802069976	-0.0144164216935962	0.0012402849991623	0.0002078332144475	0.0280314987680228	0.0407537277125058	0.001660866322465	0.0007857649231816	-0.0002768942345861	-0.0001709725210066	7.66704171470222e-08	2.923160293935229e-08	-0.000191653308267	3.23839936003e-05	1.0487230415042711e-09	3.673099056968573e-08	0.0011069741541522	0.0004079860228585	1.2253917779609789e-06	1.6645259484789657e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
537.4049966166386	-1.327430629084688	288804.1303885294	1.7620720750321706	984.9706757184372	-20.90759840289365	437.1276709766813	970167.2320252348	591.2943391310265	0.1965302931358792	0.0386241561200746	349628.99548839737	669.8525673470846	479.1540599846877	1.001195	29.395943	0.1943209883271984	0.1084056976734016	-0.0842017046	-0.1052891922	-0.0253336101	0.2198967347	-0.0288242932	0.0311996805	-0.0488764147	0.131013349	0.052705476	0.0482320571	0.0541014625	-0.0297306396	-0.066942992	0.0288648015	-0.0359644922	0.0819557882	0.0191072928	0.0130086184	-0.048406028	-0.02383714	-0.1235073804	-0.1608524909	0.0406683479	0.0307124518	0.0611537701	0.1009972662	-0.0077218671	-0.033373628	0.0866961255	0.062221036	-0.0033976295	-0.0640822943	0.0229959809	-0.0007648182	0.0371311915	0.0522431666	0.0170842171	-0.0285587711	0.0260925342	0.0580795044	0.0704886208	0.0826364976	-0.0305859521	0.0985264996	0.0958797673	0.0636317481	-0.0537792171	0.052629901	-0.0202161357	0.1242236081	0.047334791	0.1187918842	0.0841961711	-0.0201515411	0.0064346439	0.0712327146	-0.1799063802	0.1509558841	0.0619018376	0.1099462717	-0.0738424994	-0.0836894682	0.0123215185	0.055956153	-0.133763137	-0.0182913094	0.0011202942	0.0335976726	-0.0669516722	-0.111650844	0.0752129654	-0.0365675017	0.0020722294	-0.148380289	0.0601533344	-0.076264678	-0.0158520865	0.0183863654	0.024323673	-0.0260499299	0.0013760849	-0.0568204871	-0.0139197461	0.0465546102	0.0570174707	-0.0915297352	0.0032488184	0.0262587381	0.0551537661	-0.0278410821	0.0865680923	0.0102370416	-0.0430529813	-0.1153068055	0.065263393	-0.1205429387	0.1369556629	0.0086063014	0.0738543985	-0.2142305739	0.0926668747	-0.010513328	0.0395043713	-0.2232102666	-0.0987165597	0.0982691678	0.0981927721	0.0980654899	0.0	0.0	0.0	0.0508543753901591	-0.0128248734410619	0.0025861674963232	0.0001644773787792	0.1415915781730632	0.1063738979660656	0.0200481750095386	0.0113154061684949	0.0285186238352537	0.0004871250672308	2.3729083112470826e-07	0.0008133119054567	-0.0011520849533746	-0.0008751907187884	1.3272997397921543e-06	7.659587942535312e-07	0.0001939959865371	0.0003856492948041	1.4872537858289964e-07	3.7634442792502687e-08	0.000875112330688	-0.0002318618234642	7.658215913221835e-07	5.3759905180143856e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
534.0223312595735	-3.3826653570650933	285179.8502839097	11.442424917888316	964.5649711831102	-20.405704535327004	416.3927775830651	930385.5836334742	589.9584392370397	-1.3358998939868345	1.7846285267540352	348050.96002700384	664.9571486791887	478.0049977369711	0.982466	28.846035	0.2249157998516857	0.138174176774632	-0.0751960873	-0.0908216542	-0.0038451823	0.0827907166	0.0719192432	0.0349063558	-0.0092306717	0.1011299001	0.0238781597	0.1065045347	0.0064782228	-0.0072626486	-0.0259969255	0.0028229996	0.0374052774	0.0840678516	-0.0454447961	0.0673563703	0.0755985414	-0.0439724405	-0.0277113375	-0.0001629913	0.0180998269	0.0913992304	-0.1238351796	0.0713885265	0.0142559483	-0.0773051484	0.0213103093	-0.1056848769	0.0680143507	0.0355027727	-0.016065513	0.1223585786	-0.0094145476	0.0799980446	-0.0806210308	0.0565876601	0.0656937146	-0.1148845712	0.0177157613	0.0194986591	0.068043649	-0.0984241836	-0.1209941553	0.0437834515	0.1654101834	0.0488852085	0.0244920192	0.0458705181	0.0772721002	0.0735248252	0.0044038378	-0.079749449	0.0201405538	-0.0174468166	0.0057433149	0.0581014893	0.088831595	0.0828592183	-0.0700614175	0.0145724205	0.000607467	0.0596722851	-0.0454365476	0.0357386955	0.0757204203	0.0805904995	-0.0422469166	-0.0128805479	0.1056122027	0.0477216984	0.0409583544	-0.075933434	-0.1307779727	0.0579191906	-0.0994077254	-0.030410282	0.009695882	0.041298662	0.0270265434	-0.0601402293	-0.0195450932	0.0451082838	0.0466996486	-0.0199472503	0.0260642932	0.0911641932	0.065078189	-0.0248666315	-0.0444428992	0.0918148891	0.0318127315	-0.0562985035	0.1446056725	-0.0415751987	0.1689759961	0.0459302599	-0.0499293642	-0.1520729405	0.0396404029	-0.0940229345	0.0722599069	-0.2406173932	-0.1507910995	0.0982238939	0.0980117651	0.0976585564	0.0	0.0	0.0	0.0606013212395879	0.0097469458494287	0.0036725201359837	9.500295339169728e-05	0.0224638149762057	-0.1191277631968575	0.0005046229832852	0.0141914239642865	0.0514692334972082	0.0229506096619545	0.0005267304838553	0.0026490819967901	-0.0016660093291339	-0.0005139243757593	2.775587084761188e-06	2.641182639995862e-07	0.0010011556719051	0.000807159685368	6.515067576833687e-07	1.0023126793877525e-06	0.0010158378924296	0.0001407255617415	1.0319266236958114e-06	1.9803683727488853e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
533.0470638195058	-0.975267440067796	284139.17224659625	0.9511465796563924	961.5476327544276	-3.017338428682592	9.104331193204734	924573.8500556436	589.060459127636	-0.8979801094036475	0.8063682768845867	346992.22450766136	663.658950302146	478.3164562111916	0.91788	26.949747	0.0874398420968433	0.0601445657230105	-0.0749853168	-0.0804565583	0.0287333012	0.0594925153	0.0040527649	-0.0321030345	0.0002506777	0.0597109119	0.0162509909	0.0410888946	-0.1007222496	-0.0759831606	-0.0355898225	-0.0961817716	-0.0182221756	0.0011852697	-0.0781700744	0.0568359741	0.0135653558	-0.1086848035	0.0270745183	0.0675485595	-0.0732882589	-0.002082781	0.0410321202	0.0605975964	-0.1167802814	-0.0009846362	-0.0134034657	0.0686532776	-0.0856480306	0.1978306543	0.0159361987	0.0492976274	0.0394984698	0.0028704448	-0.0399291447	0.127026262	0.073540634	0.0374442891	-0.0029979293	0.0125389892	0.0569531921	-0.0063098441	-0.0494929465	0.0374508005	-0.0906865484	2.69821e-05	0.0257154988	0.0163156939	0.0186180068	0.048068704	0.0249017718	-0.0823416644	-0.0337091563	-0.0174355343	0.0548812316	0.0887388128	-0.0759896231	-0.0001262044	-0.099916371	0.0034138597	-0.0105017785	-0.0419624463	-0.1551945657	0.0022720322	0.0679637743	0.0444815603	-0.0520491675	0.0464593363	-0.0617419777	0.1261131027	0.046053187	0.0392397911	-0.0646747322	-0.1257067434	-0.0748319784	0.0927129358	0.0736407174	-0.0928048973	0.0050835924	-0.0540580482	-0.0332382002	0.0311903696	0.0509297708	-0.0135714639	0.0389061737	0.0698412207	-0.0605801103	-0.0683604423	-0.0385267274	-0.0385056427	-0.0372964456	-0.1314047574	0.0447875068	-0.0511684525	0.0956483272	-0.0097427153	-0.0838175943	-0.1143680039	0.0592953191	-0.0118963595	0.0359586956	-0.0691973047	0.1274887338	0.0981559961	0.097740463	0.0970492106	0.0	0.0	0.0	0.0718109438724639	0.0112096226328759	0.0051568116598541	0.0001256556395714	0.0547038233234786	0.0322400083472728	0.0029925082862063	0.0010394181382322	0.0509899468639787	-0.0004792866332294	2.297156767924683e-07	0.0025999746811913	-0.0008900077121432	0.0007760016169907	7.921137276743733e-07	6.02178509572181e-07	0.0009540281533884	-4.712751851670006e-05	2.221003001541907e-09	9.101697174576804e-07	0.0010629272465915	4.708935416190005e-05	1.1298143315465876e-06	2.2174072753848533e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
530.0721290639926	-2.974934755513118	280976.4620104341	8.850236799559895	961.7764867393716	0.2288539849440667	0.0523741464247791	925014.0104447288	588.5583916922944	-0.502067435341587	0.2520717096304787	346400.98043142026	663.6342638582205	472.6815166234597	0.95182	27.946249	0.078115527824003	0.0401169770208339	-0.0662285612	-0.0530747598	0.0588588446	0.0519940479	-0.0117541181	-0.109274283	0.0349022865	0.0035485627	0.1101793876	0.094961155	-0.0101905012	-0.0872987204	0.0284151424	-0.0396225934	-0.0340788803	0.0287052512	-0.0094023775	-0.1035140232	-0.0074688619	0.0308037077	0.1182905809	0.109879882	-0.0513317916	-0.0983462066	-0.0383074191	0.0668449626	-0.0670068051	0.0384984476	0.0310884493	-0.0243458883	0.0109807096	0.0028706648	0.0503713574	0.0030203919	0.1355325111	-0.035050986	-0.0241053752	0.0076800636	-0.0150381513	-0.1693314327	0.0180605151	0.055422545	0.0377676499	-0.0178009384	0.0974537564	0.0196629098	0.0749214443	0.1649168141	0.051892912	0.0067314873	-0.0662602013	0.0682410186	0.0456280896	-0.1199176345	0.0596260306	-0.0480444096	0.0461969871	0.096894461	0.0091093932	0.021540444	-0.0069272662	0.0690813127	0.0933287959	-0.0289547597	0.0157047965	0.0183114171	-0.0109511548	-0.1288804789	0.0518512811	0.0014836309	-0.0240276997	-0.015486541	0.1136391995	0.0832337758	-0.0578912254	0.0632840759	-0.068240423	0.0423816047	0.0777551667	-0.1281284568	0.09487061	-0.0432526274	-0.0164874709	0.0209948327	0.0418972934	0.0314167884	-0.003764166	0.0385321504	0.0009583745	0.035330584	0.1051204109	-0.0174092166	-0.070719108	-0.0867383795	0.0820974554	-0.0268222201	0.0623278902	0.0030302583	-0.0725458427	-0.0264595995	0.0382439806	0.0173202859	0.0218447837	-0.0838968799	-0.0071698468	0.0980654899	0.0973791159	0.0962387154	0.0	0.0	0.0	0.0826211990808474	0.0108102552083835	0.006826262537557	0.0001168616176703	0.0471023361407674	-0.0076014871827111	0.0022186300699178	5.7782607388922615e-05	0.081060555887042	0.0300706090230633	0.0009042415270179	0.0065708137207162	-0.001051990995975	-0.0001619832838317	1.1066850556124724e-06	2.6238584240933463e-08	0.0007563189963477	-0.0001977091570407	3.908891077774418e-08	5.720184242363922e-07	0.0012958983339159	0.0002329710873243	1.6793524918460052e-06	5.4275527529113153e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
529.5903631587162	-0.4817659052764611	280465.95275058085	0.2320983874868481	955.8134205642256	-5.963066175146082	35.558158209171324	913579.2949306852	587.7025294222284	-0.8558622700660408	0.7325002253225965	345394.26308928523	664.4729155399536	466.8368770617275	0.955415	28.051792	0.1286659628394691	0.0888944470835056	-0.0724477477	-0.0002033959	0.0933376989	0.0090736764	-0.0299921709	-0.02271932	0.0291469549	0.0269736639	-0.0092153576	-0.0053393573	0.0988195175	0.0207852699	0.0762029424	-0.0338496374	0.0892706809	0.0755639363	-0.0669434492	0.0892176315	-0.0019311413	0.0430875326	0.0178977304	-0.0160184691	0.0548488966	-0.0234371613	-0.0132607106	-0.0724025831	-7.1353e-05	0.0461062644	0.047331202	0.0152690837	-0.0246975971	0.0183181439	0.0040421045	-0.118711887	0.0049583895	0.0075557884	0.0212599411	0.0226610032	0.0449852062	0.0215054114	-0.1868009657	-0.0258969965	-0.0293188709	-0.1204691842	0.0505035026	-0.0922351157	0.0451111851	-0.0549812196	0.0649680222	0.0446234219	-0.0624548973	0.0002346707	0.059095415	0.0425685222	0.0394557247	0.0032913477	0.107153811	-0.0162378706	-0.0012563547	-0.0264792838	-0.0068381202	0.1677488508	0.0470845591	-0.047557275	0.0573674573	-0.0410495226	0.0703943139	0.0152131155	0.0369397316	0.044339538	0.0416690648	-0.0784814547	0.0283993082	-0.0048720821	0.0756930201	0.121126476	0.0935989418	0.049416693	-0.1165895015	-0.0075046578	0.0742779251	-0.0558128665	-0.0210194894	0.0145091398	0.0396726727	-0.0290958158	-0.0017411974	0.0074088815	-0.0481240804	-0.073098497	0.0134719283	-0.011299779	-0.1108731696	-0.0340473579	0.1015989318	0.0144027034	0.0306089345	0.0107047527	-0.0582134432	-0.0344342687	0.0494306007	0.0123275926	-0.0111571823	0.0537365192	-0.0816840561	0.0979523964	0.0969280565	0.0952287508	0.0	0.0	0.0	0.0734585492792234	-0.0091626498016239	0.005396158462208	8.395415138720029e-05	0.1244778401447206	0.0773755040039532	0.0154947326870946	0.0059869686198657	0.07268735127316	-0.0083732046138819	7.011055550593474e-05	0.0052834510351077	-0.0005889269878501	0.0004630640081248	3.468349970181919e-07	2.1442827562069747e-07	0.0007741761666628	1.785717031510005e-05	3.188785316624904e-10	5.993487370287074e-07	0.0011017274239557	-0.0001941709099601	1.2138033166960628e-06	3.7702342274772054e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
527.5183454399967	-2.072017718719508	278275.60477575165	4.2932574266875925	951.3469147913664	-4.466505772859136	19.949673818983992	905060.9522830514	587.0292794896804	-0.6732499325479466	0.4532654716758146	344603.3749781733	662.960196890482	461.7512094358883	0.928855	27.271971	0.1642073842422357	0.0861582084333268	-0.0803168687	0.0367642818	0.0986851882	-0.0174780768	-0.0344832207	-0.0291507565	0.0634409211	-0.0224665591	0.0731466297	-0.0031289208	0.0099952016	-0.0142490803	-0.001356362	0.0012514991	0.0325794916	-0.0439129743	-0.0135518886	-0.0179370056	-0.05397079	0.05802395	0.0547530274	0.0069612306	0.1396102304	-0.0196087424	0.0945070385	0.0266117893	0.0371573539	0.1850716349	0.0286106288	0.1164887199	0.0610530568	0.0913232908	0.0918837502	-0.1163091287	0.060608996	0.0501731336	-0.0196352793	-0.1072501512	0.0104099549	-0.0077399932	0.0952635081	0.0462751633	0.0388421233	-0.0440890704	0.0322691436	-0.0156259715	-0.029382744	-0.0339192748	0.0725649013	0.0120178149	-0.0778344494	0.0106074964	0.0771954929	0.0118338493	0.0399221821	-0.0562162779	0.0692828961	0.0244983452	-0.0489749563	-0.004849092	-0.0309310953	0.0898856671	0.0825208527	-0.0897687966	0.0813669236	-0.143089372	-0.00437317	-0.0045241829	0.13752032	-0.0352998571	-0.0084957272	0.0631322887	-0.0183225025	0.0112081298	0.0213810298	-0.0606442614	0.098999913	-0.018216825	-0.049225288	-0.0525904173	0.0945505087	-0.074010708	-0.0126395382	-0.0115723724	0.0465990846	0.0616191058	0.0019948003	-0.056552018	0.0029873584	-0.0127572568	0.0727146503	-0.1114861515	-0.0218402092	0.0271652144	0.0456672134	0.0234464394	0.0229169207	0.0780349946	-0.0812127609	-0.0189188283	-0.0232526039	-0.01751879	-0.0793063193	0.0596114313	-0.0110099431	0.0978167415	0.0963877005	0.0940214101	0.0	0.0	0.0	0.0582987190723685	-0.0151598302068549	0.0033987406454789	0.0002298204519006	0.0434577548648462	-0.0810200852798744	0.001888576457893	0.0065642542187581	0.0718255945218686	-0.0008617567512914	7.426246983963239e-07	0.0051589160284198	0.0003010491262807	0.0008899761141308	9.063057643437285e-08	7.920574837233589e-07	0.0010146351682722	0.0002404590016094	5.7820531454989457e-08	1.0294845246947555e-06	0.0008888482996116	-0.0002128791243441	7.900512997224326e-07	4.53175215815108e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
