global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
789.7094987610564	n/a	623641.0924334389	n/a	806.1691694919418	n/a	n/a	649908.7298393273	737.2749422482264	n/a	n/a	543574.3404671255	739.8974060397992	524.677295082218	n/a	n/a	n/a	n/a	-0.004603931	0.1218446059	0.0315616607	0.0781558704	-0.0871106939	-0.0621062546	0.0282458501	-0.1030688802	0.011361785	-0.0208671912	0.0577706987	-0.0168396146	0.0472816918	-0.1391780706	0.0067701488	-0.0258605898	-0.014251559	0.0470878466	-0.0151455733	0.0537665819	-0.1128391979	0.0054926673	-0.0181854156	-0.0614447963	0.0886818009	0.0368609425	-0.0651817386	0.0183941396	-0.072041762	0.0252919672	-0.0010119785	0.0027485197	-0.143703704	0.0504781012	-0.108339758	0.0176118992	-0.144729594	0.0601980022	-0.0623873904	0.0855696867	-0.3081120442	0.1837067247	-0.0465972493	0.0611414914	-0.0547838354	0.1769165158	-0.1892309182	0.1561451084	0.1560591586	-0.0560463415909993	n/a	n/a	0.0031411924057349	0.0393680023005487	n/a	0.001549839605136	n/a	-0.0659885006913327	n/a	n/a	0.00435448222349	0.0024137128506672	n/a	n/a	5.826009725475981e-06	0.0005465712869352	n/a	2.987401717020008e-07	n/a	-0.0007701602068086	n/a	5.931467441514655e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
787.7905105571427	-1.9189882039136137	620613.8885238837	3.682515726759597	801.0025725814531	-5.166596910488693	26.693723635471304	641605.1212821061	737.1401376127403	-0.1348046354860343	0.0181722897485226	543375.5824797298	739.6571052134092	527.7473403385708	0.865033	22.696566	0.0639306587792222	0.0373572199587402	-0.0257187352	0.1434759858	0.0573064489	-0.0206330073	-0.0237200592	-0.0974263476	-0.0645082486	-0.042973438	-0.1287605229	-0.0229589406	0.0600993286	0.0492192257	0.1277048112	-0.1057234671	-0.0620750833	-0.0452437937	-0.0152943786	0.0492850581	-0.0726090236	0.1038140858	-0.1022788132	0.0667297917	0.0280922277	-0.0621771178	0.1002760513	0.029548248	-0.0935727747	0.0454363068	-0.1020116186	0.0373508884	0.0163149152	-0.0349398538	0.0309467999	0.0227859903	-0.0655966503	0.2320832799	-0.2062950991	-0.0750562868	0.1353701465	-0.0583090483	0.0214463961	0.1243646732	-0.0239472795	0.046402887	-0.0672985487	0.0891768407	-0.0209233733	0.155915944	0.1551433414	-0.0609088379587916	-0.0048624963677923	2.3643870926793354e-05	0.0037098865414903	0.0458951505606677	0.0065271482601189	0.0021063648449863	4.260366440957448e-05	-0.0420364261086518	0.0239520745826809	0.0005737018768143	0.0017670611199881	0.0019967180550919	-0.0004169947955753	1.738846595368863e-07	3.98688299152998e-06	0.0004986252201906	-4.794606674460007e-05	2.486271102101243e-07	2.298825316277645e-09	-0.0008769981358613	-0.0001068379290527	7.691257303041952e-07	1.1414343084269768e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.5774382907538	-2.213072266388963	617131.9115514631	4.897688856259981	794.7591689247755	-6.2434036566776285	38.98008922021558	631642.1365899999	735.8020328364264	-1.3381047763139122	1.790524392394105	541404.6315262176	737.4098981091886	533.79053630759	0.797559	20.926191	0.0737232830782791	0.0538598431480958	-0.0091915966	0.1479509502	0.0885127904	-0.0463278696	0.0279901559	-0.0267987272	0.0510780176	0.0773140742	-0.2045910295	-0.0640648236	0.0507775723	0.0379052303	0.1204619201	-0.1180513328	-0.0573985648	0.0016230485	-0.0605734674	0.0389518663	-0.0499351622	0.092848391	-0.0889907035	0.1485481256	0.0050311886	-0.0619037987	0.0896905775	0.0204659795	-0.0975631107	0.0698252002	-0.1251760441	0.0350394711	0.0228584099	-0.0407602446	0.1493983185	-0.0002062484	0.0267178359	0.1188768793	-0.0282658957	-0.0682871615	-0.0243342863	0.177740383	0.0341604888	-0.1559106792	-0.1044766813	0.0296412575	0.0431734233	0.1318328101	-0.0197646947	0.1554579513	0.1533170814	-0.060761161230161	0.0001476767286305	2.1808416179035772e-08	0.0036919187140376	-0.0046987656482855	-0.0505939162089532	2.207839861750785e-05	0.0025597443573585	-0.0468689022772821	-0.0048324761686302	2.335282592037978e-05	0.0021966940006774	0.002212667506928	0.0002159494518361	4.6634165748312166e-08	4.895897496214972e-06	0.0003735065147036	-0.0001251187054869	1.3950711652603057e-07	1.5654690462742633e-08	-0.0008989142579795	-2.1916122118199963e-05	8.08046843198835e-07	4.803164086998535e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.5823066967066	0.0048684059528341	617139.5605949184	2.3701376521590598e-05	798.3894657159002	3.630296791124693	13.179054791650238	637425.7389661206	735.9132111367786	0.1111783003522077	0.0123606144692057	541568.2543256449	738.0335150746089	525.5354740331461	0.760474	19.953169	0.0970685270716529	0.0600564608655021	0.0135014632	0.1523464009	0.1170530161	-0.0358603131	0.0413499884	-0.0742088833	0.0958601166	0.1103631128	-0.1309477034	-0.0639834795	0.0536754119	0.0287747075	0.1359604822	-0.1274830441	0.0119300513	-0.0342356782	-0.0570888714	0.0542934892	-0.0491831273	0.1061591791	-0.1266492014	0.1005344019	0.0292838602	-0.0642084821	0.0765984682	0.0291241585	-0.087720168	0.0706440079	-0.1245574253	0.0426091438	0.0247322068	-0.0210917943	0.1277975855	-0.0785067497	0.0109195927	-0.0292220202	0.1642211458	0.0899071432	-0.1532444511	0.0297297858	-0.0904704492	0.033126286	0.0196160804	-0.0635400994	-0.0232992026	-0.1199644098	-0.1439946569	0.1547718027	0.1505910958	-0.0513578140414381	0.0094033471887229	8.842293835166296e-05	0.0026376250631149	0.0474814579036717	0.0521802235519572	0.0022544888446581	0.0027227757299322	-0.0470392121190599	-0.0001703098417778	2.90054422063795e-08	0.0022126874767819	0.002100147194999	-0.000112520311929	1.2660820596599473e-08	4.410618240662169e-06	0.000574469109553	0.0002009625948494	3.300147578306168e-07	4.0385964528604096e-08	-0.000506104234974	0.0003928100230055	2.5614149665861776e-07	1.5429971417358145e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.3541630955528	-0.2281436011537607	616781.1614915163	0.0520495027474062	796.2092101618929	-2.180255554007317	4.753514280779753	633949.1063466253	736.1731723831116	0.2599612463329777	0.0675798495949951	541950.9397366146	738.1864043934904	526.6435568987669	0.815021	21.384377	0.0759820109658294	0.0527941774449864	-0.002302402	0.1178292034	0.1015600276	-0.0107826951	0.027756596	-0.018956504	0.0732128851	0.0363231866	-0.1036730998	-0.0524343818	0.0676871884	0.0694454712	0.1015198809	-0.095469835	-0.0316778376	-0.0454706482	-0.051098418	0.0485658729	-0.0864677781	0.0608723027	-0.1221952892	0.0512264169	0.0435315387	-0.06209759	0.0741165256	0.0471416137	-0.0826997535	0.0572076024	-0.1173367101	0.0466890411	0.025066732	0.0277512652	0.0246615511	0.0345984151	0.0727422304	0.0642834202	-0.0717077508	-0.2661820424	0.0548524198	-0.0378573149	0.0451546361	0.1881793614	0.0211850355	-0.0841235687	0.0803594608	-0.2243573101	-0.0246225499	0.1538585052	0.1469813818	-0.056010541051819	-0.0046527270103809	2.1647868633127982e-05	0.0031371807089175	0.0457150727423965	-0.0017663851612751	0.0020898678758426	3.1201165379732037e-06	-0.0303765731439966	0.0166626389750632	0.0002776435376132	0.0009227361959725	0.0012091351910376	-0.0008910120039614	7.9390239120331e-07	1.4620079102055336e-06	0.000470156627534	-0.0001043124820189	2.2104725441414445e-07	1.0881093904964194e-08	-0.0005687849453758	-6.268071040180007e-05	3.235163140861518e-07	3.928871456474327e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.5356453028903	0.1814822073374671	617066.2500414283	0.0329357915800794	796.1503547332571	-0.0588554286357521	0.0034639614798981	633855.3873418912	737.1428982141649	0.9697258310533244	0.9403681874120604	543379.6523875787	738.9089668280997	521.9448198940291	0.774926	20.332355	0.0721734715492841	0.0337981169757672	-0.012589991	0.1298845716	0.0794829508	-0.0228761369	0.024815381	-0.0416633308	0.0546510603	0.0666728995	-0.1738179298	-0.0315422814	0.0590397153	0.0245925654	0.067997795	-0.0951644819	-0.0396287322	-0.0543827562	-0.0297433682	0.0515680468	-0.0461241046	0.0602019995	-0.0623783481	0.0861434455	0.0594332614	-0.0530443363	0.0745951273	0.0458737458	-0.0733272757	0.0393978765	-0.085299522	0.0336333962	0.0031028703	0.0031826163	-0.0726874968	0.0198035957	0.0626522251	-0.019029506	0.1002832784	-0.1417085209	-0.0686854169	0.0496299678	0.0835668087	-0.145850901	-0.1328467728	-0.0376809358	-0.0003302788	-0.0585532153	0.0256741599	0.152719399	0.1425091225	-0.0608070753851279	-0.0047965343333088	2.300674161061105e-05	0.0036975004168926	0.0519973334069732	0.0062822606645766	0.0027037226814359	3.946679905768764e-05	-0.0160164167196086	0.014360156424388	0.0002062140925328	0.0002565256045361	0.0016660137183879	0.0004568785273502	2.0873798875377878e-07	2.7756017098566767e-06	5.808122971728835e-05	-0.0004120753978167	3.3734292454724196e-09	1.6980613348580117e-07	-0.0005030484680026	6.573647737320005e-05	2.5305776115976285e-07	4.321284457437242e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
787.4502401703838	1.91459486749352	620077.8807443952	3.6656735066325288	804.9517682153474	8.801413482090311	77.46487928272109	647947.3491530145	738.937397191115	1.7944989769500808	3.2202265782748865	546028.4769675797	741.1725436573895	514.6170328231085	0.678881	17.812349	0.1088276755076342	0.0600133031315017	-0.0292984241	0.1312956597	0.0779299714	0.0220178919	-0.0653862241	-0.0684735411	0.0723549016	-0.002589453	-0.1115164356	0.0142764654	0.0576997868	0.0701776417	0.0887488881	-0.0006840157	-0.1749460712	-0.0646139913	0.0116045015	0.0402611182	-0.1025122676	0.077301143	-0.0051213968	0.069561846	0.1332124406	-0.0491242779	0.0796475287	0.0626334518	-0.0902775392	0.0243339992	-0.0878814506	0.019443792	0.0081241538	0.0083354493	-0.2289532783	0.0844956178	-0.0372991624	-0.163979164	-0.0777783398	-0.1071602736	-0.0595579805	0.0612984373	-0.0536405011	0.0699688112	-0.0422223622	0.0328357794	0.0383045257	-0.0267050238	0.07244042	0.1513561561	0.1372005631	-0.052641287844338	0.0081657875407899	6.668008616131955e-05	0.0027711051859104	0.0538428160754307	0.0018454826684575	0.0028990488429326	3.4058062795770154e-06	-0.0718601293164198	-0.0558437125968112	0.0031185202365952	0.0051638781853725	0.001311062609627	-0.0003549511087609	1.2599028961059232e-07	1.7188851663619591e-06	0.0003842875098607	0.0003262062801434	1.4767689023493764e-07	1.0641053720500197e-07	-0.0003247520028754	0.0001782964651271	1.054638633715838e-07	3.178962947685484e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
788.8948357310743	1.444595560690459	622355.0618431587	2.086856333966581	800.7383173576691	-4.213450857678367	17.75316813007057	641181.8528847912	738.6859242201804	-0.2514729709346284	0.0632386551106884	545656.8946410221	740.9072246675253	527.9705207950466	0.771831	20.251163	0.0584824081092401	0.0451234872703604	-0.0406966709	0.1159570363	0.083955473	-0.0140033123	-0.0403271971	-0.0700154435	-0.0057496148	-0.1292460395	-0.0006698155	0.0064018845	0.0645648355	0.0353739269	0.0832146703	-0.0732272994	-0.0953966504	-0.0919382401	0.0063257061	0.0531518928	-0.0642097551	0.0814080203	-0.0897413478	0.0292870151	0.0677642468	-0.0466533756	0.0763625445	0.0480302313	-0.0882500676	0.0302788832	-0.0891064598	0.0270483113	0.0039653673	-0.0229251836	-0.0847449265	-0.031987431	0.0591761196	0.2181128056	-0.0446133977	-0.0097353753	0.1090249937	-0.0164509214	0.0010784741	-0.1748919968	-0.0710953093	-0.0093063719	-0.0707198774	0.094275523	0.0981592359	0.1497707771	0.1310868562	-0.050504549658612	0.0021367381857259	4.565650074339622e-06	0.0025507095362192	0.0122273895158997	-0.041615426559531	0.0001495090543735	0.0017318437277317	-0.0717330944345917	0.0001270348818281	1.6137861201081523e-08	0.005145636837162	0.0015725583778088	0.0002614957681818	6.838003677698976e-08	2.4729398516166445e-06	0.0003537452703818	-3.054223947890003e-05	1.251357163174928e-07	9.328283923864794e-10	-0.0003247781648578	-2.6161982400016614e-08	1.0548085636840033e-07	6.844493230987789e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
786.6648658296249	-2.229969901449408	618841.6111307418	4.972765761370283	799.6128307798374	-1.1254865778316798	1.266720036879266	639380.6791477449	737.6499811774405	-1.0359430427398593	1.0731779878011178	544127.4947310784	739.1175288782836	532.567375434624	0.80133	21.025156	0.0727758397607588	0.0497336919399739	-0.0130323672	0.1251387739	0.0940839094	-0.0526203785	-0.0062876997	-0.0213416819	0.0322800123	0.0355412982	-0.0929295863	-0.0229965675	0.0512006986	0.0782098209	0.0810756075	-0.0819516691	-0.0268660049	-0.0276079434	-0.0283780179	0.0322399906	-0.078490558	0.0513939792	-0.056392485	0.0985638235	0.0318942351	-0.0432804487	0.0580485471	0.0206329578	-0.0859969529	0.0558427604	-0.1142096744	0.0277881227	0.0136735711	-0.0314720927	0.147871251	0.0528702819	-0.0562732676	0.0446919949	0.1603813282	0.0419276702	-0.1224353383	0.2331980136	-0.0103557231	-0.1399215192	-0.2392158524	-0.0118018478	0.0359261607	0.0528774464	-0.0156558979	0.1479655889	0.1242038795	-0.06085551324567	-0.0103509635870579	0.0001071424471806	0.0037033934923939	0.0147017774622355	0.0024743879463358	0.000216142260549	6.122595708971904e-06	-0.0250126334418467	0.0467204609927449	0.0021828014753746	0.0006256318316961	0.0014870890704502	-8.546930735860007e-05	7.305002500358848e-09	2.21143390345244e-06	0.0005327585702998	0.000179013299918	2.83831694227887e-07	3.2045761547531846e-08	-0.0003248961022736	-1.179374157999854e-07	1.0555747727257755e-07	1.3909234045578647e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
784.3094574196326	-2.3554084099922648	615141.3249978785	5.547948777862289	798.5985596374895	-1.014271142347866	1.0287459501996448	637759.659455073	736.5146648137769	-1.1353163636636054	1.288943245602352	542453.8514857502	739.3777504426887	521.1959121061332	0.948396	24.883839	0.2055220170348819	0.1577143607373931	-0.0475939723	0.1217030507	0.0976369436	-0.0242210748	0.0388580077	-0.0587270466	0.0199005255	0.0552841686	-0.1024642007	-0.0549138564	0.0306018607	0.0754590708	0.1479771564	-0.070982039	-0.0618325585	-0.0532464015	-0.042685785	0.0353529428	-0.0861422889	0.1067318427	-0.0674551717	0.1344263967	0.0788819932	-0.0261215852	0.0812544019	0.0576432843	-0.0990092909	0.0190199803	-0.1097216159	0.0357170641	-0.0068536099	-0.0343668947	-0.0634822626	-0.254380963	0.118208577	-0.1521151211	0.0568593145	0.2106838503	0.0894252396	-0.2246901209	-0.0424461488	0.0302807066	0.1431068735	-0.0502661293	-0.1472985008	-0.2096262977	-0.0511992658	0.1459432408	0.1165920251	-0.0550173918040286	0.0058381214416413	3.408366196735304e-05	0.0030269134009179	0.0071338594816126	-0.0075679179806229	5.089195110339399e-05	5.727338256143541e-05	-0.1809165955065594	-0.1559039620647127	0.0243060453874753	0.032730814529684	0.0012976757101211	-0.000189413360329	3.5877421071161444e-08	1.6839622486383011e-06	0.0010667891925539	0.000534030622254	1.1380391813498018e-06	2.851887055051012e-07	-0.0003256924306485	-7.963283749000362e-07	1.06075559381728e-07	6.341388806709325e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
