global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
792.8849481746832	n/a	628666.5410419701	n/a	842.2872094804314	n/a	n/a	709447.7432543322	742.6510156393051	n/a	n/a	551530.5310300915	746.3730058369606	520.5313173580519	n/a	n/a	n/a	n/a	-0.198585449	0.1970152187	-0.0823570754	0.124125477	-0.0339163702	0.1847198423	-0.0899434449	0.1830502574	-0.203539069	-0.1643644274	0.0878565113	-0.0936626279	0.2032254567	-0.0870552769	0.1124009308	-0.1139647548	0.0363112781	-0.1116444546	0.1437052409	-0.0665119008	0.042790208	-0.0918863864	0.2589798626	-0.0255219044	0.0114743563	-0.1406927919	-0.0416889132	0.0695562871	-0.269524536	0.0646176633	-0.0419033532	0.1342613458	-0.1174548306	0.022476203	-0.2595881824	-0.0053300956	0.0594097307	-0.1092761682	0.2242185156	-0.2155247724	-0.0183415099	0.018191642	-0.1370019878	0.168615498	-0.0641061902	0.1386126671	-0.0567422494	0.1648939698	-0.1399911874	0.1913814811	-0.0564897038	0.1119692162	-0.0812206605	0.0413460191	-0.0698092682	0.0707007273	-0.1538242259	0.0832944687	-0.0145255273	0.0785101549	-0.0336753462	0.2903472373	-0.0536599063	0.1561451084	0.1560591586	-0.071381312880149	n/a	n/a	0.0050952918284937	0.0030736983541146	n/a	9.447621572086805e-06	n/a	-0.0837163016894635	n/a	n/a	0.0070084191685612	0.0052672019165802	n/a	n/a	2.774341603002613e-05	-0.004295005846395	n/a	1.8447075220567237e-05	n/a	0.0007723189138008	n/a	5.964765046144476e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
789.7606253788485	-3.1243227958347006	623721.84539879	9.76139293257236	830.781171713665	-11.50603776676644	132.38890509025563	690197.3552739301	740.6796596844991	-1.971355954805972	3.8862443005489657	548606.3582703455	743.7178149150365	543.50723754268	1.449745	24.374634	0.1919365312424709	0.1250768486733851	-0.1816533597	-0.0506525196	0.0696067934	-0.0890016696	0.0998434489	-0.0838092167	0.0177680151	0.199747179	-0.1861695908	-0.1686199173	0.0489788449	-0.0721056934	-0.0756824275	0.0260126857	0.2044067376	-0.1657916226	0.1018200164	0.0093736473	-0.051071956	-0.1056759415	0.1544114242	0.0109386174	0.2274972947	0.1271131636	-0.0143742086	-0.1533682381	0.0043738555	0.1512443508	0.0341946189	0.0150555703	-0.1306056033	0.1469411732	-0.1891717573	0.0300225555	-0.0351650213	-0.0132226668	0.3138128999	-0.0277701526	0.052367713	-0.1716386389	0.1339488087	0.0357259668	-0.1733105239	-0.0188055312	-0.0906415085	-0.004117231	-0.0156910809	0.1364358181	-0.23887743	0.1781356451	-0.1786586642	-0.0815684056	-0.2494783804	0.1756783768	0.0842282893	0.1392010528	-0.0999097733	-0.0316396686	0.0148309027	0.0973568281	0.2293117042	0.0500899549	0.1493947926	0.155915944	0.1551433414	-0.0767392742057353	-0.0053579613255863	2.8707749566478525e-05	0.005888916205623	0.0340698302359925	0.0309961318818779	0.0011607533323093	0.0009607601916387	0.0068648757768983	0.0905811774663618	0.0082049497111925	4.712651943224504e-05	0.0041048936361851	-0.001162308280395	1.3509605386750131e-06	1.6850151764392936e-05	-0.0042962289762342	-1.2231298392000043e-06	1.8457583416234363e-05	1.496046603541429e-12	0.0006358251126622	-0.0001364938011386	4.0427357389189933e-07	1.8630557749263687e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.5361152297352	-4.224510149113371	617066.9883302238	17.846485999961875	832.9056164200898	2.12444470642481	4.5132653106564	693731.7658641298	738.195502837499	-2.484156847000122	6.171035240497588	544932.600409508	742.0925510519802	528.15897499336	1.286111	21.623447	0.0934500034183574	0.0477668822271707	-0.1749724293	-0.0836096529	0.1081313162	-1.56145e-05	0.1735718262	-0.0991309927	0.0441427861	0.069073681	-0.1759486829	-0.1306162033	-0.2055379182	0.0342250034	-0.1133617085	0.0537144588	0.0097786415	-0.0419701882	-0.0998257676	0.0606539555	-0.0089393648	0.0470551471	0.1430459391	-0.2154214361	-0.0291645515	0.0827296477	-0.060976839	-0.1421901491	0.161066948	-0.0182225748	0.1178333001	-0.069425031	-0.0089693199	0.1628369807	0.0762443125	-0.0955936455	-0.0843347878	0.0756877286	0.1415567581	0.2252718722	0.0470298772	-0.176367405	0.0658671848	0.0049688441	-0.122889126	-0.168265165	-0.069561519	0.119119561	0.1274344772	-0.0109726476	-0.136395188	0.0582487169	-0.0854407214	-0.1016520148	0.0156022031	0.1228511655	0.1096450101	0.0475415133	0.2011195559	-0.0834509843	-0.0842629023	0.0009635525	-0.1367463058	-0.1355823421	-0.1869197598	0.1554579513	0.1533170814	-0.0727632023508135	0.0039760718549217	1.5809147395501265e-05	0.0052944836163454	0.0007443228395942	-0.0333255073963983	5.540164895415732e-07	0.0011105894432273	-0.011704104956749	-0.0185689807336473	0.0003448070454865	0.0001369860728385	0.0041804073527285	7.551371654339941e-05	5.702321386196874e-09	1.7475805634746504e-05	-0.0037910521795363	0.0005051767966979	1.437207662796693e-05	2.552035959219517e-07	0.0004649267572357	-0.0001708983554265	2.1615688959370354e-07	2.9206247887482334e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
786.1184753378997	0.5823601081644938	617982.257267584	0.3391432955813609	818.8643849366789	-14.041231483410913	197.15618157072976	670538.8809177254	738.6448266506195	0.4493238131204862	0.2018918890371336	545596.1799377238	741.6077405653162	515.2491038203676	1.124855	18.912243	0.0826558115796059	0.0509793162657964	-0.1666403094	0.0479285101	0.100509855	-0.0103861591	0.0393601546	-0.1884872074	-0.0942952281	0.0745012411	0.0098549229	-0.0650260472	-0.2675838661	0.0362145332	0.0929705068	0.1148905441	-0.090695741	-0.08467481	-0.0632096483	-0.0706523529	0.1882127848	-0.0861057197	0.0245789659	-0.1008984881	0.0272918792	-0.0029000409	-0.1705115066	-0.0602477172	0.2191835749	-0.0903372222	-0.0396080342	-0.164818134	0.0985528049	0.1005203149	0.0379552315	0.0490197924	-0.1052629451	-0.056320211	0.0277640678	0.0056191082	0.118711898	-0.1861234118	0.0212406807	0.0239008729	-0.1027282953	-0.1671148111	0.0601185783	0.0745344534	0.2236411146	0.1055917867	-0.0250909784	0.122111208	-0.1478876956	0.1226707476	0.0027543234	0.0572929924	-0.1507281725	-0.0097469563	0.0088111576	-0.003181364	-0.2014909307	-0.0271749138	-0.0732414781	-0.0465372613	-0.0176417182	0.1547718027	0.1505910958	-0.0725298478204479	0.0002333545303656	5.445433684215148e-08	0.0052605788248573	0.0256790560411133	0.0249347332015191	0.0006594139191626	0.0006217409198309	-0.0536929886005452	-0.0419888836437962	0.0017630663496522	0.0028829370248582	0.004365033417167	0.0001846260644384	3.4086783670049125e-08	1.9053516732984613e-05	-0.0038623947154126	-7.134253587630021e-05	1.491809293764718e-05	5.089757425261183e-09	0.0005189349609994	5.400820376370006e-05	2.692934937474489e-07	2.9168860737813444e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
789.0096317147853	2.8911563768856468	622536.1989387012	8.35878519560654	827.6851705563296	8.820785619650678	77.8062589478362	685062.7415588604	741.6842501560847	3.039423505465152	9.23809524557407	550095.5269295935	744.209664002289	515.9065247560159	1.265613	21.278811	0.2122413463823381	0.0948649153248289	-0.1288608432	-0.1284638811	-0.1060117579	-0.0060512389	-0.019120387	-0.031600496	0.0428473184	0.1282908409	0.0496894384	-0.1178607456	0.0094607091	-0.0370303029	0.1296980041	0.1212602775	-0.1578769944	-0.0053436452	0.0938770105	-0.1264488047	0.2356907582	0.1145985183	-0.0385133362	-0.1286125842	-0.0180443245	0.1788826883	0.0443014136	-0.1053291345	-0.0025754473	0.0435806952	-0.1041193626	-0.1561685662	0.1155066528	-0.1233441317	-0.0523746375	0.0512321855	-0.2699032099	0.0418487584	-0.112057389	0.1022676485	0.0982553328	-0.1452798448	-0.1242893544	0.0616721115	-0.0140741127	-0.0899576301	-0.1177540016	-0.1149800173	0.0051779452	0.1855276659	-0.0096928764	-0.1162794513	0.025973119	0.2039630049	0.0126063125	0.0785958346	-0.0296423001	-0.0980793673	-0.0427111445	0.0756922713	-0.0699558791	-0.1455160476	-0.0415081618	-0.1325428628	0.0312295223	0.1538585052	0.1469813818	-0.0573267433268114	0.0152031044936365	0.0002311343862444	0.0032863555004581	-0.0156369139766354	-0.0413159700177487	0.0002445130787126	0.0017070093785075	-0.1094182529746632	-0.055725264374118	0.0031053050895653	0.0119723540840273	0.0038003968552541	-0.0005646365619128	3.188144470488199e-07	1.4443016257425252e-05	-0.0026599701201246	0.001202424595288	7.07544103995568e-06	1.4458249073535105e-06	0.0002860559682636	-0.0002328789927358	8.182801697922574e-08	5.4232625257640803e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
790.1407986588855	1.1311669441001868	624322.4817053014	1.2795386554249553	837.0036961743787	9.31852561804908	86.83491969423699	700575.1874095716	740.957315882047	-0.7269342740376032	0.5284334387705772	549017.7439591277	743.8695224106151	523.0052105550801	1.110794	18.675837	0.0362743207461205	0.0210151914193906	-0.134061596	-0.0128874018	-0.0173828231	0.1865410563	0.0655877707	0.1392826193	-0.0540079137	0.1540275483	-0.119689347	-0.1692710059	0.0199274817	0.0199571915	0.133382899	-0.057555262	-0.0013569454	-0.0014015141	0.0654663648	-0.1195962101	-0.0308087812	0.1769646711	0.0735529197	-0.1085171148	-0.1623738884	0.016279492	0.1629515515	-0.1613616821	-0.0192571859	-0.0289223188	-0.127847411	0.0194146646	-0.0094449822	-0.0303322996	-0.0454087434	0.0329241688	-0.0601189799	0.1478481877	-0.120555427	0.214515536	-0.1567302996	-0.1287389191	-0.1591977911	0.0159073721	-0.0632490406	0.0799002826	-0.0670169137	0.0144832811	0.0120263034	0.0357318297	-0.0764581464	-0.2212873749	0.0747332828	0.0236582875	0.1145652222	0.0173675036	0.2067640318	-0.044264658	0.1480230737	0.1708211898	0.088810756	-0.1300063731	-0.054824181	-0.0888251933	-0.0093658031	0.152719399	0.1425091225	-0.0563223099526908	0.0010044333741205	1.0088864030472823e-06	0.0031722025984069	-0.0311606439200886	-0.0155237299434532	0.0009709857295145	0.0002409861913572	-0.1164889299353149	-0.0070706769606516	4.9994472681890695e-05	0.0135696707974747	0.0039518825754379	0.0001514857201838	2.294792341960455e-08	1.5617375890049687e-05	-0.0025579465617673	0.0001020235583573	6.543090612857151e-06	1.0408806459885438e-08	0.0002860556374468	-3.3081680000631233e-10	8.18278277150951e-08	1.0943975516641646e-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
786.6824504306173	-3.4583482282681643	618869.2778155206	11.96017246796555	834.4943178990844	-2.509378275294239	6.296979328518689	696380.7666058582	740.6741211414337	-0.2831947406133395	0.0801992611110566	548598.1537286353	743.5090747630671	523.5634024693416	1.098966	18.476969	0.1119130299886308	0.0689111789084481	-0.0920395057	-0.0369643786	0.0369272578	0.1234781364	0.1070301172	0.0650347639	0.0319446912	0.1075947415	0.0761498823	-0.162252763	0.0224639343	0.1069646927	0.0066201105	-0.0455715237	0.0291266057	-0.1218847684	0.137138139	0.0062038262	0.0466246246	0.1548461297	0.0967984847	0.2430102229	-0.1529357389	-0.2343468518	0.0521641887	-0.170614898	-0.040333291	-0.0690489538	-0.0115808295	-0.0373676264	-0.028383944	0.0444856404	-0.1674757833	-0.0667913027	0.0107725175	0.0190401811	-0.071270819	-0.0967454158	-0.3381251891	-0.1105077503	-0.0956367132	-0.0040304801	-0.111304827	0.0491428373	-0.0180533774	-0.1004116687	0.0534964698	0.0033389638	0.0461812379	-0.1530057554	-0.0199900852	0.0628931624	0.2394150847	-0.2917225812	0.0206215785	0.0711651025	0.0041054634	0.083173691	0.1434291129	-0.0418377013	0.0497754959	0.1137296817	-0.1818389674	0.1513561561	0.1372005631	-0.0558845270776657	0.0004377828750251	1.9165384566524726e-07	0.0031230803666943	-0.0163621033831731	0.0147985405369155	0.0002677184271216	0.0002189968020227	-0.0787384427182047	0.0377504872171102	0.0014250992851292	0.006199742361688	0.0030953241424258	-0.0008565584330121	7.336923491641442e-07	9.581031546684014e-06	-0.0022390699046117	0.0003188766571555	5.013434037737848e-06	1.0168232247873005e-07	0.0002829663404229	-3.0892970239000065e-06	8.006994981232854e-08	9.543756101877435e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.7661935948826	-0.9162568357347708	617428.5109965905	0.839526589030695	826.4116114233709	-8.082706475713508	65.33014397254107	682956.1514953726	739.5824310382208	-1.0916901032129545	1.1917872814531112	546982.1723004045	742.0240263162059	516.0710076342572	1.16129	19.52482	0.0769728921106802	0.0422462231445035	-0.048432439	-0.073015145	0.0858330681	0.0772940444	0.0312750037	-0.0143818313	-0.0985426197	0.0984200459	0.1432016477	-0.042080531	-0.0735056481	0.1024042931	0.0950675724	-0.1178977618	0.1195899454	0.043587604	0.075967675	-0.0373017358	0.0959475926	-0.0615200202	0.2086964268	0.1659188782	0.1699620252	0.0217871003	0.0354376616	-0.0453540965	0.0576658196	-0.134041477	-0.0543708719	0.0563941859	-0.1380966603	-0.1015070325	-0.0714654001	-0.0018831009	-0.0893692905	0.004965181	0.1925877636	-0.1350702874	-0.0565903797	-0.0600917517	-0.0521734513	-0.0196956802	-0.115367738	0.0603187861	0.0182066419	-0.104564225	0.0928556798	-0.0246810823	-0.0183458608	-0.0349715209	0.0011383906	-0.1046034856	0.0798053682	-0.1120041853	-0.1830350827	-0.2082263005	0.0328244436	-0.0100776459	0.1238627024	-0.0250201904	0.1767411572	0.0275784635	0.2041731542	0.1497707771	0.1310868562	-0.0558251327815924	5.939429607329516e-05	3.527682406042245e-09	0.0031164454500824	0.0055529321046634	0.0219150354878365	3.08350549590015e-05	0.0004802687804331	-0.0632379891612942	0.0155004535569105	0.0002402640604699	0.0039990432731639	0.002680267597517	-0.0004150565449087	1.722719354716307e-07	7.1838343942995504e-06	-0.0018661302911289	0.0003729396134828	3.482442263468833e-06	1.390839553047003e-07	0.0002810023234173	-1.9640170055999686e-06	7.896230576592088e-08	3.857362798285867e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.8191710380911	0.0529774432085332	617511.7695709927	0.0028066094889133	828.330029287156	1.9184178637850664	3.6803271000896576	686130.6374188607	738.8261766433716	-0.7562543948491793	0.5719207097286985	545864.1192934625	741.9025502312194	521.6608981981382	1.185168	19.926281	0.1161052132844368	0.0636038358784799	-0.0300517864	-0.1572923798	0.1626663577	0.0008368467	0.1382768314	-0.0115480182	0.0097812385	-0.0209307598	0.0156357508	-0.096541039	-0.1139682927	0.0801671228	-0.1806334546	-0.0577059299	-0.0016915876	0.0134301145	-0.0102306254	0.1928225079	0.0092737687	0.0776979557	0.0759635184	-0.0717673945	-0.3764538099	0.1951326925	-0.0358693783	-0.1032043095	0.087144646	-0.060719534	0.1742887825	0.028479368	-0.0210856923	-0.0204252104	-0.0021946976	-0.1664473302	-0.0287158735	-0.076208547	-0.0777364834	0.3351278127	-0.1649482652	-0.0347135904	0.0459947732	-0.121317214	-0.0844419477	-0.0593587643	-0.0598701377	-0.1336562338	-0.0087738877	-0.121706039	-0.0379909479	-0.2416024123	0.1277565388	-0.0105288054	-0.0072123881	-0.0531243654	0.1734081079	-0.2392453427	-0.0094965033	-0.2867529565	0.0668000634	0.1451765659	-0.1111731072	0.0091274826	-0.1145156674	0.1479655889	0.1242038795	-0.0482794115415003	0.0075457212400921	5.693790903317712e-05	0.0023309015787935	-0.0275179088345822	-0.0330708409392456	0.0007572353066283	0.0010936805204288	-0.0404110792204051	0.022826909940889	0.0005210678174494	0.0016330553237578	0.0017721302575701	-0.0009081373399468	8.247134282058313e-07	3.140445649795469e-06	-0.0018663781665433	-2.478754143999187e-07	3.4833674605495297e-06	6.144222106393143e-14	0.0001361527154944	-0.0001448496079229	1.853756193649903e-08	2.0981408915417863e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
783.8122125734124	-2.006958464678746	614361.5845792282	4.02788227894567	822.9394810184551	-5.390548268700854	29.058010637193775	677229.3894189242	738.3446916341782	-0.4814850091934204	0.2318278140779881	545152.8836643696	741.6088973490855	510.4889360784175	1.251352	21.03904	0.1406228147586588	0.070611103304051	-0.0011290021	-0.0076542006	0.072222957	0.0313091433	0.0679156032	-0.0863694285	-0.0534929643	0.0132173154	0.1457818296	0.0055609368	-0.1535066797	0.0882743304	-0.1061603056	0.0059121426	0.0375378619	-0.0600557711	-0.0909825938	-0.0038815866	-0.1637614555	-0.1035835644	0.1002369875	0.1633246923	-0.0849732299	-0.2798226478	-0.0153561439	-0.0112479707	0.0939197803	-0.108013124	0.1108771204	-0.0405644712	0.0166784396	0.1149519198	0.1149448821	0.0299395027	0.0993328475	-0.0983402254	0.1141284352	-0.1340718245	-0.2108352482	-0.0070088301	0.0429628584	-0.0728442306	-0.0420259736	-0.0757765687	0.0397165732	0.0689627665	0.0702227708	-0.1451738657	0.180196765	0.045590836	-0.083162454	-0.0737292755	0.3488816649	-0.1859211787	0.0803844664	0.1430150314	-0.1034785536	-0.0681648162	0.0903793677	0.09677694	-0.0841113746	0.0061370611	0.0390698475	0.1459432408	0.1165920251	-0.0387665983065659	0.0095128132349344	9.049361564274309e-05	0.0015028491442626	0.006294815685834	0.0338127245204162	3.962470451862178e-05	0.0011433003394935	-0.0057435453265668	0.0346675338938383	0.0012018379062804	3.298831291832733e-05	0.0011001974207913	-0.0006719328367788	4.5149373714160557e-07	1.210434364715829e-06	-0.0014273487629374	0.0004390294036058	2.0373244910589264e-06	1.927468172305521e-07	0.0002777853372991	0.0001416326218047	7.716469361837476e-08	2.005979955927318e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
