global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31
1004.7280799265592	n/a	1009478.5145929104	n/a	1110.3440007623635	n/a	1232863.8000289716	n/a	931.5739280121236	n/a	867829.9833519373	n/a	939.1633223449292	726.7495911043198	n/a	n/a	n/a	n/a	-0.0576227045	-0.0632838421	0.0945509411	0.1699174761	-0.0838300717	0.0148561012	-0.0596923755	0.1072029216	-0.0600598762	-0.0487015365	-0.1659488131	0.0146383775	-0.1335838332	0.0806929479	-0.026128478	0.0693587845	-0.1218764785	0.0167435212	-0.0508752715	0.015618943	-0.1167773712	0.1203221287	-0.0583336525	0.0907959212	0.0106923166	-0.0753022975	-0.1635131017	0.0009233423	-0.1338331099	0.1173278465	0.0314218322	-0.0893493374	0.0795964044	-0.1155662325	0.0071558959	-0.0764509374	0.0935084716	-0.0309043974	0.0421784551	-0.0788553258	-0.0595068237	0.1241780932	-0.0932973197	0.2034873473	-0.0676811344	0.0109905949	-0.0204015617	0.1115648913	-0.0640312829	0.1013705798	-0.142566471	0.1157187103	-0.0433570415	0.0645646306	-0.0327476575	0.2114043761	0.2113781436	-0.0678521324	0.2108898926	0.0558333479	-0.1905985309	-0.1134844229	0.2379828683	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.1211539323049493	n/a	n/a	0.0146782753129522	-0.1737227414196951	n/a	0.0301795908863742	n/a	-0.1928607982075334	n/a	0.0371952874852469	n/a	-0.0079768798024221	n/a	n/a	6.363061138228964e-05	-0.000599073169061	n/a	3.588886618887895e-07	n/a	0.0023981513668171	n/a	n/a	5.751129978166725e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
996.4911658866775	-8.23691403988164	992994.64369019	67.84675290039928	1070.5487636350235	-39.79523712733999	1146074.6553204774	1583.660898021219	929.4078095110156	-2.1661185011080306	863798.8763800642	4.692069360842501	933.95407895112	741.047332370216	1.473	41.321354	0.4332954107034715	0.2432122490221666	-0.0295939751	-0.1271326396	0.0292252826	-0.0944892122	-0.1191079268	0.0605566275	0.0733720007	-0.1895436692	0.1054858175	0.0622687425	-0.0735606096	-0.0259217916	0.0116378685	-0.2393809664	0.0961130294	-0.0451423074	-0.220895397	-0.1089469943	-0.0342819024	-0.0163992182	0.0462126303	0.1572455435	0.1964366298	0.064567427	0.2823996109	0.0449114597	-0.0652733158	0.0493133433	-0.0601319739	-0.1987469886	-0.081467595	-0.04807632	0.2688246493	0.0292546906	-0.1060005848	-0.0335459827	-0.0849801678	-0.363313392	0.044394423	-0.018814998	-0.0598483192	0.0718225642	-0.0689317956	0.1898191918	-0.1136296551	0.1590727646	-0.0590247185	0.0703170303	-0.115159771	0.0811261862	-0.1721123086	0.0180625486	-0.0386726159	-0.2306186586	-0.0073376169	0.2441036414	-0.2739227154	-0.1036191259	0.318273609	-0.0435206422	-0.0433773539	0.2233117059	0.0556608769	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.1223721289834713	-0.001218196678522	1.4840031475620506e-06	0.0149749379519473	-0.0764976556375103	0.0972250857821847	0.0058518913180351	0.0094527173053531	0.0146251803967913	0.2074859786043247	0.0002138959016386	0.0430504313173942	-0.0090510197780327	-0.0010741399756105	1.1537766872047388e-06	8.19209590223391e-05	-0.0013410731814178	-0.0007420000123568	1.7984772779180597e-06	5.505640183374913e-07	0.0016669683620157	-0.0007311830048014	5.346285865104041e-07	2.7787835199613058e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
995.9540363966994	-0.537129489978156	991924.442614878	0.288508089004194	1096.544410993468	25.99564735844456	1202409.645281012	675.7736815846055	933.0827818279024	3.6749723168868513	870643.4777436969	13.505421529884712	938.828324514722	729.416821451135	2.168248	60.824799	2.0167069312535166	0.9943289605426824	0.0910359205	-0.012013583	-0.0179114941	-0.008831692	0.178628662	0.1163557883	0.2154043411	-0.0400530576	0.0411539785	0.0899545918	0.1677174141	-0.0902226137	0.0843807323	-0.1431203876	0.1030202833	0.1263418015	-0.1458015686	-0.1436507696	0.268956524	0.292493382	-0.0434972134	0.0743686026	-0.2429118824	0.1256010611	-0.330428505	0.0995372329	0.1516574563	0.0861366496	0.0926944472	-0.0769576017	-0.102562742	-0.1832748777	0.0940884253	0.173882444	-0.1602241834	-0.0344273889	-0.2256026163	0.3364006677	0.1260716935	0.1281861835	0.0398574363	-0.1255244048	-0.1132257485	-0.0236980675	-0.0666148676	-0.2492371835	-0.1940604907	-0.413717919	0.2067874714	-0.1368484144	-0.0727637188	-0.2935850165	0.0278482858	0.1870916968	0.2277195731	0.3867674906	0.251966841	-0.1750813495	-0.0912256956	-0.0081871227	0.0787872805	0.0382350062	-0.0035898287	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.1734119297436649	-0.0510398007601936	0.0026050612616402	0.0300716973774217	0.4341545739535348	0.5106522295910451	0.1884901940847753	0.2607656995863054	0.7255293873936495	0.7109042069968582	0.5263928919718043	0.5053847915258318	-0.0028649879695194	0.0061860318085132	3.8266989535938327e-05	8.208156065490894e-06	0.006074842988043	0.0074159161694608	3.690371732937521e-05	5.499581263247015e-05	0.00294723426215	0.0012802659001343	1.6390807750466897e-06	8.686189795990855e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
972.6404496924034	-23.31358670429597	946029.4443778408	543.5233250187259	1023.6532838449538	-72.89112714851433	1047866.0455265576	5313.116416980883	924.607125246072	-8.475656581830435	854898.3360558054	71.83675449312558	927.5879775931776	720.7073294360781	3.093891	86.79140499999998	0.9367320534853644	0.7092553570628339	0.3518141793	0.0484043113	0.1815840667	-0.4560295976	-0.2260932228	-0.0513820117	-0.1457212356	-0.0391434368	-0.1548518021	0.2971066458	0.138848374	0.2675077977	-0.0665379668	0.0354899512	-0.3510990126	-0.158318033	0.1487392364	-0.1235601304	-0.2802153267	0.0342305039	0.1314131113	0.2971061364	-0.2199968696	0.1052569757	0.0132250778	0.3192299394	0.0264151465	-0.2855722649	-0.1091719615	-0.1703987461	0.3532160052	0.2003494596	-0.2280488474	0.030159933	0.0916556772	-0.2144794099	-0.0513551084	-0.111213767	-0.2398520711	0.3235633575	0.2014870834	0.1663463366	0.4940079445	0.3144223396	0.0560749703	-0.0136151263	-0.0866229424	-0.1632612441	-0.0569333501	-0.038191785	0.1917883238	-0.0505655419	-0.1685739443	0.189003569	-0.3737961811	-0.0646338752	-0.1186186162	0.0492248465	-0.0368708228	-0.0091634796	0.0550191798	-0.2432085174	0.101408985	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.1793707002364755	-0.0059587704928106	3.550694578599028e-05	0.0321738481033235	0.4773188089708213	0.0431642350172865	0.2278332453973234	0.0018631511846275	1.4170201163744167	0.6914907289807672	2.007946010209765	0.4781594282663529	-0.0018330099406391	0.0010319780288802	1.0649786520916691e-06	3.359925442481757e-06	0.0036977848607082	-0.0023770581273348	1.3673612876082762e-05	5.650405340728428e-06	0.0024339040384751	-0.0005133302236749	2.635079185381229e-07	5.923888868505401e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
982.6691698840611	10.028720191657726	965638.6974406298	100.57522868256338	1062.54913195724	38.89584811228622	1129010.6578230842	1512.8870003740392	928.2890168926384	3.6818916465664415	861720.4988835012	13.556326097055742	934.1212693471756	677.8722597810089	2.495125	69.994507	0.7100051906141233	0.4366247636343175	0.2224079134	0.0841371285	-0.2035704212	-0.2485910286	0.3909614382	-0.0924874709	-0.3249497704	0.010231702	-0.0151084625	0.2361868098	0.1460578603	-0.0319951039	-0.0483814573	-0.0026869136	0.1588666405	-0.1600829514	0.0631704173	0.1064910208	-0.1592606583	-0.2727471725	0.1907399547	-0.1415808055	-0.0045391458	-0.0045801899	0.2028409118	0.2521477996	0.1674860636	0.0043396094	-0.0916685209	0.0305167173	-0.2267603013	0.2495311641	-0.0160455249	-0.2559207147	0.1073415	0.013472111	-0.1006449258	-0.0124968198	-0.1419607014	0.1972272896	0.0808872769	-0.1451365808	0.0745722325	-0.0522218406	-0.2198485558	0.1059394382	0.0260286104	0.0584382847	0.1293495153	0.1377636408	0.213588802	-0.1269417577	-0.2283689865	-0.19585269	0.1237872422	-0.1599557977	-0.1685759024	-0.2741896879	-0.0552836931	-0.0270039453	-0.1030785187	0.3114399986	-0.2298725076	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.1576671107290082	0.0217035895074673	0.0004710457975086	0.0248589178056333	0.26204000227753	-0.2152788066932913	0.0686649627936079	0.0463449646112874	1.0419238369276371	-0.3750962794467796	1.085605281958009	0.1406972188548165	-0.0032159890482981	-0.001382979107659	1.912631212221284e-06	1.034258555877332e-05	0.003352238847581	-0.0003455460131271	1.1237505291231192e-05	1.1940204718810297e-07	0.0026639092170206	0.0002300051785455	5.29023821577474e-08	7.096412316527307e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1009.3479631227808	26.678793238719663	1018783.3106601064	711.7580086743541	1083.518239795037	20.969107837797083	1174011.775968535	439.7034835131631	937.084177572516	8.79516067987754	878126.7558567586	77.35485138486395	941.2780427651612	701.6599644624471	2.56588	71.979362	1.3932489420172447	0.8857372211283163	-0.0826427453	0.0088928475	-0.0028340397	0.0748123141	0.0130153553	-0.0182735535	0.0143048751	-0.0228836597	0.1998666365	-0.0512350788	0.0466924317	-0.1474965108	-0.1989637413	0.0765295372	0.0945114997	0.0353428546	-0.0069839621	0.2487597162	0.0967722853	0.2030193607	0.1564905488	0.0337146552	0.0039461175	-0.0384821382	-0.1006199203	-0.0467059355	0.0764972231	0.1203788131	-0.1773002932	0.1760987124	-0.0314622743	-0.0017803749	-0.0079205307	0.0968174742	-0.2661576758	0.1503689006	0.0386173553	0.1130841814	-0.1931147371	-0.0676258394	-0.0069289882	-0.0309661755	-0.067955661	-0.0628325503	-0.0764711476	-0.147258269	-0.1679802139	0.0383649153	0.1063169362	-0.0287532853	-0.1210445495	0.1877106519	0.1016754315	-0.0680559941	-0.0636022437	-0.1701962923	0.1521620921	0.0315755389	0.0366591563	-0.0078749152	0.011644742	-0.1501744546	0.1167182537	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.1061227298822728	0.0515443808467353	0.0026568231968733	0.0112620337976658	-0.0087703491976185	-0.2708103514751485	7.691902504816747e-05	0.0733382464660934	0.2132009480881862	-0.8287228888394509	0.0454546442657014	0.6867816264864048	-0.002473153486775	0.0007428355615231	5.518046714633393e-07	6.116488169147341e-06	0.0001723434131697	-0.0031798954344113	2.9702252062981923e-08	1.0111734973789832e-05	0.0017432137958368	-0.0009206954211838	8.476800585888151e-07	3.038794337995745e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1005.4643851223436	-3.883578000437183	1010958.6297494526	15.082178085479669	1090.6465448343529	7.128305039315819	1189509.8857591122	50.8127327335353	941.1327767191054	4.048599146589481	885730.9034150136	16.391155049765075	945.0855395085688	761.9558501712611	1.55203	43.538342	0.3482352560556485	0.1660812219229161	-0.0155269015	-0.0773704098	0.1338992449	-0.0105900351	-0.068523656	0.1559230431	0.1435096496	0.0291771083	-0.0784225493	-0.1377329098	0.0710037892	0.0253407853	0.2251671558	0.0771565029	-0.1385167395	0.0681808193	0.0748516901	0.23583733	-0.0247886801	-0.0016541376	0.1041826163	0.1861749171	0.2643626773	-0.0622866498	-0.0178982408	-0.105277102	0.0839789928	-0.0316724193	0.2098421584	-0.0422113874	0.1159936181	-0.0341171963	-0.1606841957	-0.0639709047	-0.2454322886	0.1899455221	0.0850694238	-0.277023568	-0.0100041886	-0.0385755937	-0.0192074165	-0.0191456816	0.0157740955	-0.0008023913	-0.0165790774	0.1245112504	0.0030387624	0.0465142796	0.0260626797	0.053070971	-0.1310588043	0.0083304027	0.0287559547	0.1538426473	0.0578725719	-0.1496137274	-0.1401279082	0.0869832926	0.0655184415	-0.0274541323	0.0518466375	0.1522809382	0.039831233	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0478731306688899	0.0582495992133828	0.0033930158085197	0.0022918366400406	0.050842819148869	0.0596131683464875	0.0025849922590046	0.0035537298403066	0.0861629234692031	-0.1270380246189831	0.0074240493807597	0.0161386596990933	-0.0031574916698109	-0.0006843381830358	4.683187487608768e-07	9.969753644925223e-06	-0.0010929417318641	-0.0012652851450338	1.1945216292500983e-06	1.6009464982432042e-06	0.001860279745303	0.0001170659494661	1.3704436524422858e-08	3.4606407307845944e-06	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
992.7158799377056	-12.74850518463802	985484.8182804931	162.52438444274247	1096.7615066624287	6.1149618280758204	1202885.8024964407	37.39275815882438	936.482707832433	-4.650068886672443	876999.862069166	21.62314065079909	942.9824189080132	716.9148784751592	1.431626	40.160694	0.2626086457568414	0.1496379102625513	-0.063191009	0.0309452449	-0.0409661049	0.0848412545	0.0188369153	-0.1259671984	0.0810165008	0.1377358543	-0.0836221066	-0.1104642148	-0.1004376417	0.1138837972	0.2499635059	0.02856761	0.0166353705	0.0963198544	0.0304653536	0.0797754934	-0.0001808707	0.0269789523	0.0130384047	0.0419731845	0.0756679319	-0.0340426826	-0.1743026489	-0.107730771	-0.1063058214	-0.0842100387	0.2891733343	0.0001310204	-0.0678159812	-0.0386106231	-0.0934431923	-0.0614146729	-0.0462908572	0.0284618345	0.0188079355	0.0568843127	-0.019279785	-0.0487081198	-0.0117371359	-0.062370079	-0.0545000126	-0.1035592441	0.0317165396	0.0080319883	-0.078812176	-0.0296867404	0.0403926066	0.0535633669	0.0419358161	0.0669497203	0.1092156546	0.0359704252	-0.0177969159	0.0179065662	0.0097249262	0.0155516984	0.0162710475	-0.0066982069	-0.0054406886	-0.0249725388	-0.0105267364	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0139398883582373	0.0339332423106526	0.0011514649337134	0.0001943204874401	0.1362968030394995	0.0854539838906305	0.0185768185187881	0.0073023833627801	0.2032409478491814	0.1170780243799783	0.0413068828826336	0.0137072637927187	-0.0032997287273258	-0.0001422370575148	2.0231380530496936e-08	1.0888209673939144e-05	-0.0008012140456485	0.0002917276862155	6.419439469444367e-07	8.510504290470755e-08	0.0019491829050841	8.890315978110001e-05	7.9037718190638e-09	3.7993139974720913e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
988.7579970566796	-3.9578828810259674	977642.3767435368	15.664836899918406	1077.6173990597515	-19.144107602677195	1161259.2587563037	366.4968559028828	933.894357077683	-2.588350754749968	872158.6701815389	6.699559629614726	940.5183591604772	663.4397170322189	1.046712	29.362885	0.1462045732058028	0.0977122317058834	-0.0334042387	0.1130602764	-0.1307690243	0.0296235355	-0.0897070869	-0.2415806351	0.073916342	-0.0194861484	0.0235544862	-0.0690817326	-0.1360318713	0.11225389	0.1900572353	0.0836672631	0.0723701193	-0.0031484543	0.0184639629	0.006833723	-0.0924553469	-0.0562848352	-0.0147816091	-0.0234847332	-0.0512598873	-0.0620262779	0.0043366829	-0.0736786696	-0.1493560723	-0.0868427503	0.2242586227	0.0607633982	-0.0707978698	0.0275881324	-0.0253442235	-0.0345485601	0.0286267143	-0.0264360171	0.0153106589	-0.0595967849	-0.0680376243	-0.0419951797	0.0222180957	-0.0309758074	-0.0162913236	-0.1169960253	0.0314954823	0.0006273968	-0.0517049829	0.0277841394	-0.0268645658	0.1091448969	0.1057893747	0.1402840566	0.0227017483	-0.0275716395	-0.0153595029	0.0164495746	0.01993838	0.0116472882	-0.1157350659	0.0713718545	-0.0089988263	0.0665750256	-0.158281882	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.018515110797125	-0.0045752224388876	2.0932660365301503e-05	0.0003428093278298	0.1175016782844693	-0.0187951247550302	0.0138066443996669	0.0003532567145571	0.2170493869040513	0.0138084390548698	0.0471104363554245	0.000190672989132	-0.0014218813683142	0.0018778473590116	3.526310703746841e-06	2.0217466255590613e-06	-0.0007167318333152	8.448221233330001e-05	5.137045208873676e-07	7.137244200728789e-09	0.0017309967372887	-0.0002181861677953	4.7605203817242425e-08	2.9963497045041247e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
994.2137645897152	5.455767533035555	988461.0096996536	29.765399374524865	1083.4486590211498	5.831259961398246	1173860.9967347276	34.00359273740627	934.2305237250991	0.3361666474161211	872786.6714596731	0.1130080148349946	940.857192353056	670.1701180635255	0.796249	22.33679	0.1270506508749152	0.0599914036320395	-0.0705225345	0.0860611979	-0.1245231033	0.0592465141	-0.010271232	-0.1425414821	-0.0594134711	0.0421893348	0.1012022823	-0.055621524	-0.0772893299	0.0487229242	0.0333903021	0.1051567999	0.0399123893	-0.0684011555	0.0021865464	-0.1334620196	0.1249791119	-0.0739196758	-0.0480096442	-0.0302357377	-0.026702439	0.0506077267	-0.0627575761	-0.0600523265	-0.0778293844	-0.0491516998	0.0657880033	0.1051560507	-0.0033270723	0.0847257068	0.0362784392	0.0539560997	0.1651364732	0.0043688836	-0.0592590382	0.0164329489	0.0552013121	-0.059600364	0.006728497	-0.0287958651	-0.0294358791	-0.1085940278	0.0409752637	-0.001493305	-0.075406688	0.0106036075	-0.0737672	0.0639794157	0.0474072156	0.1043114393	0.0417071236	-0.0296755998	-0.0289083145	0.0110926548	0.0303286477	-0.0342632041	-0.1217717306	0.1158599967	-0.0220357348	-0.0576325796	-0.0177004974	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0073694733935383	0.0111456374035866	0.0001242252331322	5.43091380980689e-05	0.0721357343973494	-0.0453659438871199	0.0052035641770449	0.0020580688647693	0.1974368938461026	-0.0196124930579486	0.0389813270515971	0.000384649883948	-0.0018751112859751	-0.0004532299176609	2.0541735826290626e-07	3.516042334791193e-06	-0.0011299820023245	-0.0004132501690093	1.2768593255772864e-06	1.7077570218621506e-07	0.0015789452934337	-0.0001520514438549	2.3119641578390187e-08	2.493068239656433e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
