global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
1000.4296757004266	n/a	n/a	1000859.5360220608	1193.5598699569705	n/a	n/a	1424585.1631717002	946.0427545366712	n/a	894996.8934113323	n/a	983.965690475046	806.7819606864227	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0067918489863387	n/a	n/a	4.612921265323002e-05	3.08787312945924e-05	n/a	n/a	9.5349604636364e-10	5.405163142313541e-05	n/a	2.9215788595024794e-09	n/a	-0.0004629999852821	n/a	n/a	2.1436898637122482e-07	-0.0002499999054337	n/a	6.249995271685896e-08	n/a	-5.76969622769841e-08	n/a	n/a	3.328939455991726e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1000.7828992360942	0.3532235356675528	0.1247668661494869	1001566.4114034022	1182.3771398703257	-11.182730086644824	125.05345219075136	1398015.7008879315	946.1823487862858	0.1395942496146744	895261.0371547326	0.019486554525484	980.6109656821036	784.1229924525854	1.142032	19.254007	0.0933579293756608	0.0512365346652984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.7377144671022506e-05	0.0068492261310097	4.691189859370641e-05	3.292136730599446e-09	0.005208357944042	0.0051774792127474	2.680629099843152e-05	2.712699247326541e-05	-0.0334960466002414	-0.0335500982316645	0.0011219851378455	0.0011256090913543	1.0564314376906603e-05	0.000473564299659	2.242631459115254e-07	1.1160473825411556e-10	-0.0004389981820049	-0.0001889982765711	1.927194038036073e-07	3.57203485468838e-08	0.0002930022428123	0.0002930599397745	8.58841283006787e-08	8.5850314293038e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1003.8216719798352	3.038772743740992	9.234139788103157	1007657.9491363916	1179.8673476060233	-2.509792264302405	6.299057209952193	1392086.9579468726	947.2280535522696	1.0457047659837144	897240.9854364212	1.093498457601055	981.0221352152304	789.2794979563299	0.976407	16.461666	0.0450647312486774	0.0255153339266555	-0.1145109764	0.0711574312	-0.1555258398	0.0701284641	0.1326806026	-0.0037768948	0.1074301889	-0.0184829558	0.0992609119	0.0174920177	-0.1633001286	0.0842362777	-0.1069702787	0.062767878	0.1622671567	-0.0002736199	0.0137999709	-0.0773861805	0.0756880025	0.0415156657	-0.0861156139	0.0055469241	-0.0474663035	0.116825446	-0.0082934909	0.075223566	-0.0688305992	0.1162827012	-0.0479387552	0.0312327799	-0.0204279517	0.0716028489	-0.0655700133	0.033998908	0.0223929964	-0.0143158009	-0.0915182772	0.0193643498	0.0706055354	-0.050742199	-0.0126162842	0.2134576867	0.0053328857	0.0580016414	0.0193758052	-0.0535138089	0.0685885202	-0.0901793229	0.0964244127	-0.1467399373	0.052190924	-0.0832497239	0.0331110963	-0.1024543054	0.1041094265	-0.0627206696	0.0606662384	-0.1062064711	-0.0494241198	0.0347158437	-0.0800797996	0.0816466698	-0.1002591207	0.0650812387	-0.0213175346	0.0581912047	-0.0057696848	0.0987887296	-0.009930699	0.0318780888	-0.1938378553	0.0314769208	-0.0040763494	-0.026801778	0.0033005599	0.0606642415	0.0571787174	-0.0833099238	0.1060718964	-0.0652718504	0.1208498544	-0.0415329915	0.0676441835	-0.0362768465	0.0661914232	-0.0490790405	0.0886618274	-0.0131343922	0.0721267519	-0.0838932918	0.0144666939	-0.0900370728	-0.0966281111	0.0407835052	-0.0668889441	0.0240715933	-0.0098376268	0.0823597169	-0.0690073834	0.0680173174	0.1301773761	0.1301427735	0.1300851093	0.1300043937	0.0	0.0	0.0058303900336937	0.0057730128890226	3.3327677816821965e-05	3.399344794499483e-05	7.834149249674738e-05	-0.0051300164515452	2.6317068793124943e-05	6.137389446617925e-09	-0.0398876415896154	-0.006391594989374	0.0015910239515816	4.085248650819082e-05	-6.48564341527039e-05	-7.542074852961051e-05	5.688289308766745e-09	4.206357051004017e-09	-0.0008890105847871	-0.0004500124027822	7.903398198635015e-07	2.0251116265780905e-07	0.0003229712298752	2.996898706290001e-05	8.981401855762683e-10	1.0431041532709929e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1006.8209224101524	2.999250430317261	8.995503143758274	1013688.3698028302	1184.543225892385	4.675878286361694	21.86383774886877	1403142.6540075378	948.1114986574628	0.8834451051932319	898915.4138865	0.7804752538898806	981.6821425031908	796.0430529454969	1.001526	16.885157	0.0399501823798983	0.0220221767967011	-0.1327837527	-0.0067449662	-0.1003186919	0.0542174263	0.125103205	-0.024745282	0.0018016345	-0.0557388783	0.083225076	-0.0821652688	-0.1583167819	-0.0064154799	-0.1186162819	0.020994241	0.175835637	0.0835980408	-0.049225804	0.013340366	0.0898477649	0.0122891	0.0413170142	0.0183383583	-0.0944697351	0.2179684685	-0.0075991719	0.1773089154	-0.0314879993	-0.0444232175	-0.1588462352	0.0563731633	-0.0713636036	-0.0443849957	0.0819593771	-0.1633084745	-0.0639007837	0.0367836941	0.0535927107	-0.0645245645	0.001434297	-0.098336938	-0.0271568062	0.0092464383	-0.194453189	-0.0011225818	0.17597206	-0.0012446491	-0.0202959443	-0.0991883651	0.0870841568	-0.1055351626	-0.0233372404	0.0198908873	-0.003606824	-0.0768501195	0.1313929221	-0.0690605394	0.0483268024	-0.0557908781	-0.0212371115	-0.0006417768	-0.1369442575	0.0320230672	-0.2146344902	0.2009244416	0.0089055402	0.0661807142	-0.1627812616	0.0842927964	-0.0146512898	-0.2022142239	-0.0848706351	-0.0310813808	0.002892625	0.0076347441	0.0062814268	0.0702628276	0.046579326	-0.0720698749	0.0808893091	0.0310581932	0.135133477	-0.0533482592	0.016066427	-0.015366114	0.1005852988	0.0341882572	0.103013714	-0.0449367257	-0.0017286588	0.037264648	0.0317776227	-0.0451456903	-0.0671800155	-0.0516844847	0.0014324312	0.0143085862	0.0204842216	0.1676019302	-0.0325761696	0.1518118867	0.1300851093	0.1297738696	0.1292556884	0.1285313919	0.0	0.0	0.0103882226421774	0.0045578326084837	2.077383808695733e-05	0.0001079151696634	0.0101486530746086	0.0100703115821118	0.0001014111753608	0.0001029951592287	-0.0398587020749374	2.8939514678000267e-05	0.0015887161310986	8.374955097981929e-10	-0.0003597624416359	-0.0002949060074831	8.69695532496789e-08	1.2942901441182436e-07	-0.0008890970390218	-8.64542347000369e-08	7.904935447973322e-07	7.474334697569061e-15	0.0005338407416498	0.0002108695117746	4.4465950996058164e-08	2.849859374452085e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1009.6480468373404	2.8271244271879823	7.992632526802977	1019389.1784824564	1187.4196374893188	2.876411596933849	8.273743674975536	1409965.3954952653	949.5769977385116	1.465499081048847	901696.4746340852	2.1476875565550158	982.6841535173882	808.7742260430219	1.100301	18.550438	0.0708488484515521	0.029396409951292	-0.0300329787	-0.1057181916	-0.0296298919	0.0530795679	0.060669353	-0.0376913756	-0.0720599234	-0.0822151812	0.0741174619	-0.1649943868	-0.1025320322	-0.0651623898	-0.0333817293	0.0083522065	-0.0053332583	0.1623787966	-0.0333539221	-0.0888864463	-0.066511423	0.0939824095	0.0030020394	0.1069582471	0.071620731	0.0676596695	0.0073697264	0.1284884482	0.0745112024	-0.1620602082	-0.0065466758	-0.0670947293	-0.0652504023	0.0046787027	-0.0108375304	0.0861487161	0.0688565249	-0.0492973333	0.0352684518	-0.0301503903	0.0058896707	0.0412647843	-0.0400399344	-0.052278499	-0.0197217011	-0.0102795042	0.1164368731	0.0547608654	-0.0887197124	-0.0396419196	-0.0076359397	-0.0369501618	-0.1461143799	0.0241250498	0.0097724609	-0.1619583566	-0.0053530178	-0.0429717294	0.0146697619	-0.0266714127	-0.0100492472	-0.065519942	-0.0881044117	-0.0572829752	-0.0138598867	0.0453695781	0.0749307575	0.0110440313	-0.1288908019	0.1156449467	-0.0717204917	-0.0225894336	-0.0383654921	-0.0141471944	-0.0416638111	0.0275629528	-0.0452395074	-0.0869991143	0.0427033291	-0.0347570848	-0.0465282227	0.1084254827	0.0628830283	-0.087581007	-0.006252228	0.0445335381	0.0011271608	0.0521968102	0.1426656555	0.0874017188	-0.128362719	0.0136279188	0.0752511803	-0.0501286479	-0.036579982	0.0737360049	0.0339448514	-0.0861566891	0.0740649214	0.0596166254	-0.0234161574	0.1892871148	0.129900641	0.1290371077	0.1276021352	0.1256020782	0.0	0.0	0.0179145444548822	0.0075263218127047	5.664552002839604e-05	0.0003209309030259	0.0269271356212215	0.0167784825466128	0.0002815174765669	0.0007250706327636	-0.0568393123141319	-0.0169806102391944	0.0032307074243434	0.0002883411240954	-0.0006067254999597	-0.0002469630583237	6.099075217664461e-08	3.6811583230134797e-07	-0.0007467242364085	0.0001423728026133	5.575970852398575e-07	2.027001492396569e-08	0.0007357735577735	0.0002019328161237	4.077686222764804e-08	5.413627283186739e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1010.3924500999932	0.7444032626527815	0.5541362174481059	1020892.9032190671	1181.8729937871296	-5.546643702189158	30.765256359034648	1396823.773443353	949.5474089690748	-0.0295887694368275	901640.2818798834	0.0008754952767857	982.7009966077676	820.2350593254251	1.123265	18.937607	0.0262704317608863	0.013861734660173	0.115281804	-0.0939427474	0.0280448949	0.0133386715	-0.1188042968	-0.0092184488	-0.0656895213	0.0057957527	0.0550532895	-0.1568426965	-0.0329880303	-0.0824768418	0.0534870835	0.0310950198	-0.0952977156	0.1159348752	-0.0060033463	-0.0856846199	-0.0780419392	0.0262857295	-0.2134811569	-0.1402954247	0.0677247852	0.0090527688	-0.0076617047	-0.0514545329	0.0722487277	-0.1074595562	0.0714908235	-0.0275676756	0.0322790212	0.0381870912	-0.0042414729	0.0107922907	-0.0405675066	-0.1840890619	-0.1881394507	0.1453345863	0.0009276378	0.0652047973	0.0213092213	0.1407701973	0.0605128181	0.0148620601	-0.1388065945	0.2448530251	-0.0590539124	0.0472214981	-0.0949540081	0.0285764843	-0.1684021616	-0.0572169673	0.0164953584	-0.0550487496	-0.0768175202	0.0132039943	0.0922585835	-0.0777547415	0.0180831951	-0.1294078448	-0.0211908351	-0.0269210807	0.058465243	-0.0848453826	0.0949961858	0.1297855492	0.12565744	0.1114234634	-0.1921421512	0.1008215895	-0.1304548941	0.0786486395	0.0259264777	-0.0428827403	-0.1064996604	0.1439444516	0.0343629348	0.006635306	-0.1490983081	0.0410265723	-0.0362142835	-0.0747755723	0.0012000707	0.008749658	0.073105086	0.0752822145	0.0862974149	0.0062573332	0.0870006026	-0.0119033971	-0.1009480925	0.0460426805	0.0613997633	0.1197232234	0.0281743598	-0.0758183453	0.1537715565	0.118504121	-0.0088685414	-0.0285327127	0.1296241021	0.127934576	0.1251349925	0.1212496427	0.0	0.0	0.0179089457473367	-5.598707545500375e-06	3.134552618004284e-11	0.000320730337781	0.0203899322275589	-0.0065372033936626	4.273502821011383e-05	0.0004157493362444	-0.0569342784736051	-9.496615947320042e-05	0.00324151206531	9.018571445089334e-09	-0.0004012174876132	0.0002055080123464	4.2233543138609176e-08	1.609754723666483e-07	-0.00066917254205	7.755169435849998e-05	4.477918910336592e-07	6.014265297874198e-09	0.0008453671210726	0.0001095935632991	1.2010749116593844e-08	7.14645569390576e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1009.4423133418096	-0.9501367581835892	0.9027598592516204	1018973.783964864	1177.6024868011475	-4.270506985982138	18.23722991732224	1386747.6169202467	949.398868110701	-0.148540858373849	901358.2107698802	0.0220643866064398	982.2910443474264	821.7796692038482	1.073287	18.095009	0.0757133745998828	0.0395544246446297	0.1368123566	0.0255229369	0.0621169639	-0.0845072361	-0.1789512695	0.0103402633	0.0142610069	0.0980180615	-0.0273560791	-0.1009586379	0.0269055394	0.0363547354	0.0692016589	0.0466973759	-0.1858961694	0.0776539801	-0.0568810558	-0.0501171995	-0.0481131276	0.0693369433	-0.0912226933	0.0773659503	-0.1273632631	-0.0065388719	0.0143320146	-0.0560581987	0.0257791801	0.1167800532	0.0947223754	-0.0102309044	0.0634182473	0.0074926404	-0.0851837827	-0.0279603033	-0.1600662318	-0.0152049576	0.0078845575	-0.0043935185	0.057133982	0.1794623761	-0.0346371671	0.1174561429	-0.185026792	0.1371421069	-0.156305763	-0.0729329802	0.0603816987	0.0713486127	-0.14990415	0.0770067698	-0.0996779556	-0.0280502373	-0.0243460949	-0.0070037803	-0.0683297016	0.0429649155	-0.0116010694	-0.0961028569	0.0851075472	0.0884119049	0.0109492497	0.150377542	0.1001353746	-0.1035322364	0.0606808731	-0.0069194625	0.0466050945	0.0810197616	0.0659394052	0.0379882425	0.0424785933	0.0347712077	0.0543638023	-0.1523307227	0.0341366556	0.2187778482	0.0348300346	0.0331549125	-0.1790823639	-0.0532564076	-0.0361134195	-0.0070881312	-0.0217765287	0.0012246857	0.0546487422	0.0242140955	0.0664263767	-0.047380397	0.0014123171	0.1165126111	-0.0700986241	0.1255146252	0.0916380841	0.0049642135	0.0759035369	-0.1046816289	0.1144705115	-0.0687163824	-0.0956873054	-0.0883726613	0.1292556884	0.1264693999	0.1218699908	0.1155234003	0.0	0.0	0.0180718781405602	0.0001629323932234	2.654696476153721e-08	0.0003265927795272	0.0093864131185483	-0.0110035191090105	0.0001210774327823	8.810475123205562e-05	-0.0597155153771638	-0.0027812369035586	0.0035659427767602	7.735278713716783e-06	-0.0009298626934164	-0.0005286452058031	2.794657536187076e-07	8.646446286076019e-07	-0.0002440237721126	0.0004251487699374	5.954760135606214e-08	1.8075147657928438e-07	0.0011268868692138	0.0002815197481411	7.925336859348467e-08	1.26987401600648e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1008.7507564425048	-0.6915568993048282	0.4782509449761083	1017578.0886233256	1179.755141957601	2.15265515645342	4.633924222605499	1391822.1949753992	948.8216478358846	-0.5772202748163409	900262.5194020035	0.333183245659052	981.715686955838	815.9931365319018	0.974019	16.421408	0.0468141733044564	0.0274977990927583	0.0994724017	0.1120882931	0.0664174311	-0.0631334493	-0.1013502226	0.0111550912	0.1054377452	0.0721983843	-0.0764158482	-0.0300437358	0.0495713815	0.0701306803	0.0407858059	0.0053983459	-0.1494673144	-0.0487233967	-0.0690068559	0.0191853616	0.055150625	-0.0759835605	-0.0131039281	0.1108639576	-0.0815415782	0.0227022563	-0.0096052085	-0.0286942215	-0.0285235798	-0.0015341311	0.0251573518	-0.0709213504	0.0392293671	0.1948284598	0.0684568121	0.0105326312	0.1692086216	-0.0747743441	0.1013471431	-0.0477083294	0.1081222769	-0.112807183	0.0213082255	-0.0667344661	0.0748047832	-0.0700843665	-0.1321797944	0.1149028801	0.1025150598	0.0218074956	-0.107444942	0.0680897854	-0.0036124731	-0.0088245308	-0.0677547648	0.0093435961	0.0174518309	0.0574885597	-0.103620265	0.0365115324	0.017777755	0.1292655672	0.0648856553	0.0333435613	0.0172502451	-0.0253221055	0.1574028436	-0.0186645328	-0.0055363595	-0.0546624464	-0.0583385055	-0.137596186	-0.0670462677	-0.0350211236	0.0485409718	-0.1150328252	0.0196649376	-0.0015368562	0.0534685358	0.001169846	-0.1287008264	-0.0845959847	-0.0354118316	0.0729134069	-0.0222689487	-0.0190599686	-0.0085384967	-0.0169618711	0.0380494156	0.0257028856	-0.0457140932	0.095530567	-0.0436295392	0.1952738549	0.0263951325	0.0094758565	0.0459952087	-0.0146875944	0.0436416166	-0.0034786591	-0.0182792419	-0.0037912751	0.1287956613	0.1246457325	0.1178279478	0.1084882316	0.0	0.0	0.0176759276413065	-0.0003959504992536	1.5677679785925426e-07	0.0003124384179807	0.011319261689664	0.0019328485711157	3.735903598864006e-06	0.000128125685199	-0.0642586564677358	-0.004543141090572	0.0041291749310384	2.064013096884382e-05	-0.0008128435330285	0.0001170191603879	1.3693483897889066e-08	6.607146091862541e-07	-0.0004682724275439	-0.0002242486554313	2.192790663978571e-07	5.0287459462745934e-08	0.0006693100221627	-0.0004575768470511	2.0937657095722586e-07	4.479759057674339e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1008.389647114121	-0.3611093283838045	0.1303999470458023	1016849.6804069416	1181.550902716319	1.795760758717961	3.224756702551306	1396062.535709748	948.12949375765	-0.6921540782345801	898949.5369331377	0.4790772680167612	981.0628483838374	807.0749704376003	1.070209	18.043102	0.0978698820096287	0.0521718660561617	-0.0272581855	0.1294776305	0.0739323677	-0.0195330807	-0.0140527767	0.0228869501	0.070654821	0.0688720051	-0.1119528795	-0.0085924489	0.1596565541	0.1309342902	-0.0473893637	-0.013707891	-0.0683380416	0.0425496927	-0.0045410882	0.0057516617	0.0511652405	-0.0376093332	0.0381222143	-0.0818787363	0.0694283404	-0.2619671741	0.034165757	-0.0051088935	-0.0167185657	0.0334214616	-0.0003879314	0.0320805583	0.1549988855	0.0519657145	0.0606523814	-0.2163644167	-0.0760843439	0.0196447482	0.0155241812	-0.0016556083	-0.0163050868	0.0954845813	0.0655491007	-0.0612001952	0.1257315822	-0.0201058602	-0.0019317901	0.0660572465	0.1286665245	-0.0474237491	-0.0423873172	-0.013486576	-0.0371194678	0.059214842	-0.0526124188	0.1004123371	0.0131615256	0.1220522532	0.0008899891	0.0567464161	-0.0461177034	0.0280645184	0.0886981234	-0.1154726902	0.0714432375	-0.1102230521	0.014901498	-0.1455465711	0.098240802	-0.0735680695	0.0319574979	-0.0754973352	-0.0076686996	-0.0313407903	0.0874273017	-0.0982059493	-0.0540413868	0.0294547437	0.0540226859	0.0199286396	-0.0443765073	-0.0506806902	0.0249309273	0.1669809745	-0.0599610748	-0.0193004756	-0.0380085974	-0.0166076674	-0.0449014994	0.125290412	-0.0171432448	-0.0043726249	-0.0704494132	0.0462995283	0.0166451632	0.0676001823	-0.1180772165	0.1537301139	0.0836544917	-0.1660459404	-0.011325223	0.0100552984	0.1282443466	0.1224687433	0.1130346355	0.1002238479	0.0	0.0	0.0288317064905214	0.0111557788492149	0.0001244514017325	0.0008312672991555	0.0195031684058619	0.0081839067161979	6.697632913942911e-05	0.0003803735778674	-0.0308210497277698	0.033437606739966	0.0009499371063216	0.0011180735444966	-0.0013438019399335	-0.0005309584069049	2.8191682986309546e-07	1.8058036537690377e-06	-0.0007218710028542	-0.0002535985753102	5.210977447617284e-07	6.431223739941387e-08	0.000552015210293	-0.0001172948118696	1.37580728915483e-08	3.047207923948251e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1008.2786423959	-0.1110047182210109	0.012322047467326	1016625.8207117192	1182.1391281445822	0.5882254282632857	0.3460091544555259	1397452.9182904328	947.8993203847504	-0.2301733728996851	898513.1215858716	0.0529797815920174	981.1296122955872	805.6641155121462	1.029356	17.354349	0.0763898276931003	0.0383276114715515	-0.1162255828	0.0471757481	0.0206660372	-0.0163184136	0.083848768	0.0472368459	0.05030553	0.0511182082	-0.096725429	-0.0431281254	0.1306118312	0.1024103998	-0.0566412201	-0.0355095812	0.1104584411	0.0740229187	-0.0594574616	-0.0175233407	-0.1598365521	-0.0268001063	0.0025822727	-0.0619056054	-0.0441534173	-0.1964540648	-0.0723836701	-0.0382838858	0.0043694957	0.0287065664	-0.0880956307	-0.0639017901	-0.2407226533	-0.0419030789	0.0019470817	-0.022597059	0.1623153252	-0.0658324994	-0.0627500706	-0.0716260382	-0.2256787871	0.1201750876	-0.088041033	-0.0162771	0.0715340744	-0.0286817379	-0.0535673217	-0.1170154253	0.0756773161	-0.0617698934	0.0625728239	-0.0742657883	-0.0457438262	0.0618786978	-0.0715111312	0.0621718524	-0.1313842353	0.1643141805	0.0812332225	-0.1591570498	-0.0669868511	0.0241606664	0.0125105475	0.0082114655	0.0981611088	-0.0761041431	-0.1419377942	-0.1150647011	0.1014657719	-0.0731067424	-0.1365449623	-0.0934832499	0.0912381844	-0.0331691173	-0.0351805	0.1677366737	0.1988665501	-0.069304024	0.02659063	-0.0318130678	-0.0200314624	0.0319801115	0.0821946834	0.1422627276	0.0006498371	-0.0661397309	-0.0178381063	0.0348533567	0.0475991003	0.005158087	0.1331740823	0.0301156042	-0.1310381738	0.1007184429	0.041549312	0.0454226774	0.0044255576	-0.0627031218	0.0377453366	-0.0247112658	0.0248584154	-0.0586679752	0.1276021352	0.1199446031	0.1075206159	0.090823888	0.0	0.0	0.0179802642940103	-0.010851442196511	0.0001177537977442	0.0003232899040824	0.0244005435524883	0.0048973751466263	2.3984283326793927e-05	0.0005953865256568	-0.0485457660287877	-0.0177247163010179	0.0023566913993217	0.0003141655679515	-0.0009011453326561	0.0004426566072773	1.959448719663382e-07	8.120629105678732e-07	-0.0007844089188526	-6.253791599840006e-05	6.152973519755049e-07	3.910990937422942e-09	0.0009051465679961	0.0003531313577031	1.2470175579323477e-07	8.192903095551185e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
