global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26
844.0772562378852	n/a	n/a	712466.4144980765	956.9998406949252	n/a	915848.6950901122	n/a	772.2516208746495	n/a	n/a	596372.5659435233	784.0090101036659	708.4248904796672	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.0286595302621748	n/a	0.0008213686748485	n/a	0.0495984764698818	n/a	n/a	0.0024600088681334	-0.0560569238740384	n/a	0.0031423787142197	n/a	-0.0008190172254706	n/a	6.707892156175596e-07	n/a	0.0008599842631484	n/a	n/a	7.395729328628965e-07	3.8852144210178494e-05	n/a	1.509489109728506e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831.8060744865693	-12.271181751315908	150.58190157382853	691901.3455527561	966.5417435687522	9.541902873826984	934202.9420609234	91.04791045354766	768.0580837673612	-4.193537107288307	17.585753470203983	589913.2200403907	781.2570163511618	690.9277633446308	5.731537	114.85009	2.5206240150741945	1.6689933611819807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.1529921234074009	0.1816516536695757	0.0234065898247053	0.0329973232808914	-0.2829855381768595	-0.3325840146467413	0.1106121267985438	0.0800808148172468	-1.7091678521351668	-1.6531109282611285	2.9212547467723398	2.7327757411363693	-0.0060391471949724	-0.0052201299695018	3.647129884254301e-05	2.7249756898490867e-05	-0.0004856126184573	-0.0013455968816057	1.8106309677869843e-06	2.358196152049552e-07	-0.0004609693746173	-0.0004998215188274	2.124927643350647e-07	2.4982155068300746e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839.9610719377505	8.154997451181202	66.5039834287719	705534.6023708149	955.850534024446	-10.691209544306162	913650.2433948186	114.30196152026316	768.9418184720553	0.8837347046941204	0.7809870282808042	591271.5201951112	778.0194990422176	719.8581414845364	3.548163	71.099052	1.7510677192704975	0.972390058176389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.1470438543130114	-0.0059482690943895	0.0216218950912261	3.5381905219269306e-05	0.5222638191093836	0.8052493572862431	0.6484265274099077	0.2727594967507189	-1.2641903286905318	0.4449775234446349	1.5981771871546748	0.1980049963709206	0.001225142860777	0.0072642900557494	1.5009750293128517e-06	5.276991001405963e-05	0.000861006388221	0.0013466190066783	1.813382749147252e-06	7.413320005573714e-07	0.0008259729518596	0.0012869423264769	6.822313172036611e-07	1.656220551677776e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
845.40481905123	5.443747113479503	29.634382635516424	714709.3080750429	1034.9189677031145	79.0684336786685	1071057.2697116802	6251.817204397999	779.7719638922275	10.830145420172244	117.29204982207784	608044.3156723414	802.0990396509416	691.4859027831022	4.055506	81.265327	2.017829959331086	1.197961790786324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1644225562836112	0.0173787019705997	0.0270347770148372	0.0003020192821829	0.0298228742666708	-0.4924409448427128	0.2424980841575837	0.0008894038295256	-2.3625744734406453	-1.0983841447501137	5.581758142553342	1.206447729438438	-0.0048511908306122	-0.0060763336913892	2.3534052475015885e-05	3.69218311291115e-05	-0.0003930975390928	-0.0012541039273138	1.5727766605038972e-06	1.5452567524081541e-07	0.0016880586885098	0.0008620857366502	2.849542135853426e-06	7.43191817335718e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.6141756575918	12.20935660636178	149.06838874131003	735502.0742888507	985.8720656685208	-49.0469020345937	971943.7298655162	2405.598599191032	798.3678605560564	18.595896663828853	345.8073727318011	637391.2407688546	810.558427734375	635.261907530225	3.818557	76.517273	0.7179988615233682	0.3288573116831304	-0.2748212326	0.3414348223	-0.3020163474	0.4404510159	-0.0823486084	-0.2514265285	-0.3105092943	-0.0858617195	0.5351719209	0.0955934137	-0.1072226223	0.1097027283	-0.0066504238	-0.5479956126	0.065172429	-0.0665331428	0.1368782401	-0.1158534718	-0.427446512	0.1837136052	0.2382170506	-0.4383341527	0.1632991773	-0.2475346384	0.1207792095	-0.0492715735	-0.0180165741	0.1264626211	-0.3166224786	0.2038900261	-0.1310610131	0.3130830235	-0.2073333175	0.1627190004	-0.0536627665	0.0181110482	-0.0101164664	0.0986210985	-0.0243287759	0.015423234	-0.011051207	0.0145210947	0.1600956845	0.1599982896	0.0	0.0	0.0	0.0	0.2281235605386058	0.0637010042549946	0.0520403588728109	0.0040578179430948	0.1839040032552787	0.1540811289886079	0.023740994310404	0.0338206824133175	-2.1994292209379296	0.1631452525027157	4.837488897915628	0.0266163734141748	-0.0084159550489739	-0.0035647642183617	7.08282993863493e-05	1.2707543932511908e-05	-0.0020306632070239	-0.0016375656679311	2.68162131678663e-06	4.123593060360591e-06	0.0001489590592616	-0.0015390996292482	2.2188801336100857e-08	2.3688276687519472e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
855.9291527533337	-1.6850229042580622	2.839302187874275	732614.7145330397	986.1488923611848	0.2768266926640308	972489.6379051916	0.0766330177713057	790.1607110960871	-8.207149459969287	67.35730225827416	624353.949359874	805.6370274939903	691.3085224624508	2.89532	58.017197	0.8563818825835321	0.446656361078913	-0.3313095567	0.0605909481	-0.0323627401	0.1735723453	-0.0236222019	-0.2484387556	-0.4981823095	0.1048830261	0.4694040997	0.2075169639	-0.0915290967	-0.1078698922	-0.1860321693	-0.5013684905	-0.039887133	-0.1296006503	-0.1091984872	0.1825865004	-0.4316161893	0.1284279975	0.1804033305	-0.3866013517	-0.0815315915	0.2431921659	-0.1135439783	-0.0322286992	-0.110752812	-0.1210373078	0.3332033941	-0.2017083246	0.121016842	-0.3682082896	0.2719427859	-0.1989570723	0.0623710176	0.0059458414	0.0480571657	-0.1031566745	-0.0170082437	-0.0039547587	-0.0333901245	-0.0022165849	0.1598360087	0.1589606393	0.0	0.0	0.0	0.0	0.1468332155439071	-0.0812903449946987	0.0215599931869634	0.0066081201893571	0.1076095692495471	-0.0762944340057316	0.0058208406602549	0.011579819394073	-1.7887876248498742	0.4106415960880554	3.1997611668160544	0.1686265204377456	-0.0053600522604823	0.0030559027884916	2.8730160235101417e-05	9.33854185271074e-06	0.0006217512594433	0.0026524144664672	7.035302501924481e-06	3.865746286193298e-07	9.416616431947222e-05	-5.479289494212777e-05	8.867266502641843e-09	3.002261336139051e-09	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
847.384285296451	-8.544867456882685	73.01475985569276	718060.1269673771	988.1617905989935	2.012898237808713	976463.7243998091	4.051759315773422	775.9268280290131	-14.233883067073975	202.60342716713524	602062.4424551657	792.5871129432091	690.7406581563398	3.354714	67.222656	2.95680403708719	1.9035273049333423	-0.0989370905	-0.0768705118	0.0314952606	-0.2245568881	-0.4093945317	0.0573823898	-0.1156906829	0.4737282826	-0.2756109187	0.4945419409	-0.2490399966	0.074498248	-0.431917518	0.2076301435	-0.5247465276	-0.1984857361	0.0470666835	0.2556732629	-0.1118631173	-0.1364228059	0.0121908293	0.0946372477	-0.0062195087	0.4068522065	0.0820991886	0.0160261383	0.3263958767	0.2353829132	0.1709676996	-0.0533706643	-0.1687505364	-0.0923485378	-0.1480320568	0.2816890069	-0.2120245639	0.0612874515	-0.2856981183	0.1150102873	0.2215019033	0.042215279	0.1663512161	-0.2191559062	0.1593170783	0.1568920682	0.0	0.0	0.0	0.0	0.0516740378213853	-0.0951591777225218	0.0026702061847659	0.0090552691048264	-0.4051823353349277	-0.5127919045844748	0.2629555374073731	0.1641727248674658	-0.1004357310381038	1.6883518938117703	0.0100873360691583	2.8505321173377918	-0.0139672927729252	-0.0086072405124429	0.0001950852674046	7.40845892390383e-05	0.0029161142634719	0.0022943630040286	5.264101594255142e-06	8.503722397624262e-06	-0.0022142515385775	-0.0023084177028969	4.902909876092825e-06	5.328792291048133e-06	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.5224597486668	17.13817445221582	293.7170235545831	747399.0834098853	1001.4237624458644	13.261971846870892	1002849.5519912312	175.87989726719616	797.1476038223658	21.220775793352686	450.3213252717433	635444.3022797394	809.2477506197416	684.750097005722	2.827748	56.663174	0.8112303828638986	0.4514020625925088	0.0647131213	-0.0387164787	-0.0106286789	-0.0320122316	-0.0783024661	0.066706803	0.0398643334	-0.1780131622	0.0450596589	-0.0130056056	0.024203403	0.0743847519	0.1597686721	-0.0481512069	-0.0091435879	-0.0041819855	0.0995427446	-0.1366424771	0.0427822879	-0.0382193581	0.057378878	0.1439140218	0.0242772327	0.0309877179	0.1172572816	-0.0173423349	0.0758035527	0.1282496973	0.0031134563	0.1822938316	0.0295204529	0.0093152118	0.0464984019	0.0453598435	0.1182004539	0.0139700158	0.2536321909	-0.1731106831	0.0862203707	-0.1585548126	-0.0530311262	0.1003035096	0.158539735	0.1538059919	0.0	0.0	0.0	0.0	-0.0263175377042159	-0.0779915755256012	0.0006926127908128	0.0060826858529655	-0.6974773922620727	-0.292295056927145	0.0854364003040429	0.4864747127167013	0.1884868001367436	0.2889225311748474	0.0355272738257887	0.0834762290204806	-0.016164038898078	-0.0021967461251527	0.0002612761534985	4.825693538373837e-06	0.0024778398296783	-0.0004382744337936	1.920844793171009e-07	6.139690221540187e-06	-0.0026196553643572	-0.0004054038257797	6.862594228005455e-06	1.643522619568175e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
859.2659443689196	-5.25651537974727	27.63095393751959	738337.9631522112	994.0885626751444	-7.33519977072001	988212.0704415344	53.80515567637089	792.6106800046741	-4.536923817691672	20.583677727537975	628231.690057472	808.2175594075521	688.107371010268	1.335369	26.758492	0.1731217722515816	0.0874078727429488	0.0255584422	-0.0632056272	0.0342149811	-0.1247513218	0.0491811888	-0.072695247	0.063032343	-0.03987835	-0.0593666395	0.0777408262	0.0027452415	0.042531794	0.0411222735	0.0339380948	-0.0727408501	-0.0574065208	0.0409884543	0.1236580548	0.0294741868	-0.0651925029	-0.0188097279	0.0837576272	-0.0142566938	0.1760428889	0.1365777727	0.0431222112	0.091560976	0.0562082569	0.0914754507	0.1087767259	-0.0133814731	0.0382351728	-0.07070834	0.0061207069	0.0692809926	0.0563149747	0.1295493371	0.1114458273	-0.0726752601	-0.0038716846	-0.0732902729	0.1455699811	0.1575052397	0.1497224247	0.0	0.0	0.0	0.0	-0.037224794211653	-0.0109072565074371	0.0013856853040999	0.000118968244519	-0.723749399956759	-0.0262720076946862	0.0006902183883096	0.5238131939377687	0.1145729569839204	-0.0739138431528232	0.0131269624720392	0.0054632562096201	-0.0166009951984466	-0.0004369563003686	0.0002755930415788	1.9093080843181445e-07	0.003090056911194	0.0006122170815157	3.748097548996013e-07	9.548451714417804e-06	-0.0028110552804056	-0.0001913999160483	7.902031789496206e-06	3.663392786333456e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.8077056764716	2.541761307552065	6.460550544568783	742712.5215633439	1012.6483996847402	18.559837009595757	1025456.7813840652	344.46754982276025	793.2306061573518	0.6199261526776354	0.3843084347736949	629214.7945447597	809.4739829977965	688.6814978268521	0.967773	19.392492	0.4453426918102957	0.3076221065330669	0.0308340898	-0.0885180841	0.0124705629	-0.0920080266	0.0210022906	0.1116061635	-0.0243203232	-0.0784497023	-0.0400948313	-0.0082363991	0.1091674797	0.0624559973	0.0911876659	0.0535645981	0.0315540813	-0.0706417229	0.0607563778	0.0581307764	0.060653478	-0.0989071313	-0.0305025383	0.0064365691	-0.0472283247	0.0478121333	0.06965199	0.0572111452	0.0475479775	-0.0295772421	-0.0198280018	0.1273148762	0.1319599506	0.0284857439	0.083358248	-0.0945470958	0.0488763061	0.0391134099	0.0600529861	0.0705888326	-0.08493358	-0.0047048873	-0.0441163292	0.1485372973	0.1562152704	0.1446678501	0.0	0.0	0.0	0.0	-0.0282528846755241	0.0089719095361288	0.0007982254924884	8.049516072448066e-05	-1.0148660773158724	-0.2911166773591134	0.0847489198366101	1.0299531548865064	0.051808039837482	-0.0627649171464383	0.0026840729918021	0.0039394348243992	-0.0150466322992813	0.0015543628991652	0.0002264011435497	2.4160440223015552e-06	0.003087032637278	-3.0242739160000337e-06	9.14623271899818e-12	9.529770503619562e-06	-0.0029034518626966	-9.239658229099994e-05	8.430032718996356e-06	8.537128419057524e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
