global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
819.1438184737061	n/a	n/a	670996.595343684	1032.4821308857686	n/a	1066019.3505984177	n/a	785.1237211079177	n/a	n/a	616419.2574463434	800.4786495546358	600.4931159723973	n/a	n/a	n/a	n/a	-0.0910179511	0.1159930269	0.0071810939	-0.055743939	0.4429215321	0.1723003432	-0.031369213	0.5211927567	-0.3407034884	-0.0097660652	0.0951407576	-0.088869069	0.0260994522	-0.1225961602	0.0201548004	-0.1523583605	0.0205792179	-0.0108511814	0.0727085919	-0.0781361154	0.1121244319	-0.0475391212	0.0447857208	-0.0655191699	0.0582524747	-0.0205219407	0.0724425981	0.1832039433	-0.0283274878	0.1439636541	-0.0296557164	0.0712785	-0.1019968836	0.058339766	-0.157236703	0.0764765671	-0.0985673495	0.0607569209	-0.0751760699	0.0530462351	-0.0486754228	0.046008913	-0.0078527069	0.1258680832	-0.1361161096	0.1428865964	-0.023951054	0.0850218829	-0.0229728971	0.0614994695	-0.0953580819	0.1984553868	-0.0851131796	0.0301504641	0.1717742005	-0.1226421001	0.0507540123	-0.1099428429	0.2228031356	-0.0490269786	0.2602257959	-0.1413205913	0.0677192693	-0.0026281965	-0.1056189926	0.1956841055	-0.1172778973	0.0364267474	0.1561451084	0.1560591586	0.0201730108245072	n/a	0.0004069503657256	n/a	-0.04644385416033	n/a	n/a	0.002157031589266	0.0186482304962964	n/a	0.0003477565006429	n/a	6.80000107157815e-05	n/a	4.6240014573464e-09	n/a	5.906386491005834e-14	n/a	n/a	3.488540138113621e-27	1.360398928652428e-12	n/a	1.850685245078674e-24	n/a	0.0
815.5351705863392	-3.608647887366942	13.022339574997895	665097.6144632894	1017.2094416437924	-15.272689241976195	1034715.048169276	233.2550366819754	782.4501184651272	-2.67360264279057	7.14815109153672	612228.1878860915	797.1881787755118	603.1230570465373	1.448623	19.176788	0.0273905868850897	0.0210778638918405	-0.1902036777	-0.0656597838	-0.0369643577	0.1572250855	0.0704750233	-0.1072487586	-0.1302779221	0.0978245469	-0.0500892221	0.2144125043	0.11841989	0.0936009432	-0.0137500275	0.06369068	0.0274558675	-0.152256605	0.1800102543	0.0968536968	-0.1094206112	-0.0586234867	0.0271875982	-0.1515646306	0.1242639192	0.0497180522	0.0601612915	0.0352495057	-0.1316489795	0.0193345815	-0.2111410266	-0.0464108679	0.1146347691	0.010115687	-0.0036394154	-0.05398099	-0.1145318774	0.1705148898	-0.0445230505	-0.1576648106	0.1031323003	-0.0743043476	0.1937503926	-0.1415076375	0.1107033023	0.0794129065	0.1068032238	0.1037020685	-0.2003789964	-0.0113586769	-0.0253579142	-0.0882785587	-0.1500522986	0.1452801016	-0.0533713331	-0.0650618755	0.1811894682	-0.0715675654	0.0347707968	-0.09715456	0.1181749952	-0.0157790834	-0.0037804229	-0.2438311967	-0.0258813771	0.1357697695	-0.0033770066	0.311743379	0.1086794605	-0.0794415457	0.155915944	0.1551433414	0.0201723254931636	-6.853313435986608e-07	0.0004069227158021	4.696790505187457e-13	-0.0464043388630273	3.95152973027002e-05	1.561458720920786e-09	0.0021533626653146	0.0253986367357583	0.0067504062394618	0.000645090748035	4.556798439776613e-05	0.0004799995949604	0.0004119995842446	2.303996111621481e-07	1.6974365741773853e-07	2.9753977059954195e-12	2.9163338410853608e-12	8.505003072659697e-24	8.852991508842805e-24	-1.1818279915896264e-11	-1.3178678844548692e-11	1.3967174017047702e-22	1.7367757608775526e-22	0.0
813.3307194417323	-2.204451144606878	4.859604848958576	661506.8591876059	1011.365704510663	-5.843737133129366	1022860.5882603496	34.14926368111502	782.4174798362614	-0.0326386288658113	0.0010652800942401	612177.1127533264	797.2423490599965	595.2451433000816	1.317089	17.435553	0.094608988399463	0.0683179590141494	-0.0519610782	-0.2206795802	-0.2897704034	0.1449633306	-0.1589941735	-0.1517885795	0.0957604707	0.021663067	0.021344858	0.1492943508	-0.0188721355	0.1793342102	0.1087648401	0.1184998367	-0.0545154825	0.1637589919	0.0218214134	-0.1205896426	-0.0920353427	0.015635779	-0.0905150709	0.0508838418	0.100528603	0.1227207599	0.1010396615	-0.1675206827	0.0660052324	0.0421000648	-0.0808007275	-0.1937744409	0.1654944671	0.0018128566	-0.0087319499	-0.0604910352	0.1127239801	-0.0616854078	-0.1314338737	0.0162661004	0.2262701016	-0.0516962291	0.0008026845	-0.057662975	-0.1233009399	0.1576424541	0.0915666513	-0.093596377	-0.1815969699	0.1155658731	-0.0475653496	-0.227574469	0.139111668	0.0867916143	-0.0343910009	-0.0361749229	0.1300762968	-0.0280323148	0.0319273414	0.1103118227	-0.0359265655	-0.021389392	-0.0755269983	-0.083342273	0.0442470483	0.0690371806	-0.1022686934	0.0520259635	0.101388038	0.0174275155	0.1554579513	0.1533170814	0.0136969022571804	-0.0064754232359832	0.0001876051314427	4.193110608511115e-05	0.018954643467012	0.0653589823300393	0.0042717965712183	0.0003592785089615	0.0199240270698055	-0.0054746096659528	0.0003969668546783	2.997135099454385e-05	0.0001340001556203	-0.0003459994393401	1.7956041706264616e-08	1.1971561202366357e-07	-1.5476508963274682e-13	-3.1301627956281664e-12	9.797919127134738e-24	2.3952232969032158e-26	9.061213246202258e-12	2.0879493162098518e-11	8.210558549315127e-23	4.359532347061189e-22	0.0
814.8960611708656	1.5653417291332516	2.4502947289658783	664055.5905117911	1010.7126989416174	-0.6530055690456038	1021540.1598018486	0.4264162732045728	782.7132473486075	0.295767512346174	0.0874784213594442	612640.0275750025	796.7931928042841	598.0690470854194	1.370518	18.142834	0.0444517199954418	0.0308230441267839	0.0472377695	-0.076037731	-0.0998632996	0.0713192627	-0.0823216541	0.0683637523	0.1821463407	-0.1084061939	0.1536819725	0.0778950461	-0.0851345408	0.0545831351	0.0669645629	-0.1419840993	-0.1658963568	0.2238780153	0.020308516	-0.085924868	0.0969334951	-0.1556227029	-0.0193588649	0.0614563854	-0.1839391859	-0.2330448209	-0.1203575606	-0.1209780086	0.075592074	0.0989365032	0.0022767968	-0.0986669076	0.0350757688	-0.1133673932	-0.1509883188	0.0200520467	0.2792953017	-0.0371765573	-0.0359025554	0.0734611373	-0.0467029671	-0.014275847	-0.2981565443	-0.0022515365	-0.1884882571	0.0176751411	-0.1932566981	-0.0945590245	-0.0456090686	-0.0111917727	-0.0646083226	-0.1604013944	0.0172471833	0.1941887029	0.0893679729	0.0063880912	0.082899268	0.0024843294	0.0321283032	0.0790907171	-0.009626511	-0.0255376698	0.0102748464	-0.0736717474	0.0318543239	0.0920708148	-0.0267717592	-0.0891805255	-0.052860587	-0.0492300157	0.1547718027	0.1505910958	0.0201729735091475	0.006476071251967	0.0004069488602007	4.19394988605547e-05	-0.0105079969781769	-0.0294626404451888	0.0008680471820024	0.0001104180004933	0.0181110270133331	-0.0018130000564723	0.0003280092994776	3.2869692047689197e-06	9.294644751697449e-18	-0.0001340001556202	8.639042106025692e-35	1.7956041706262122e-08	0.0	1.5476508963274682e-13	2.3952232969032158e-26	0.0	-6.9469359473694e-19	-9.061213940895852e-12	4.825991905685318e-37	8.210559808268536e-23	0.0
815.3084849354733	0.4124237646077517	0.1700933616132302	664727.9256077769	1009.8594408189928	-0.8532581226246521	1019816.0902112488	0.7280494238249458	783.284321206839	0.5710738582314434	0.3261253515553467	613534.3278484584	796.9699138280455	599.6345996204097	1.137304	15.055562	0.0200034083749996	0.0137059277009453	0.081833218	-0.0364272844	-0.0650215681	0.0330584774	-0.093003997	-0.0804548607	0.0440714351	-0.1511981045	0.087583683	0.0520238865	-0.0550534716	0.0256143945	0.0790345736	0.0689555147	-0.0874807407	0.066609549	-0.025492975	0.1715520341	-0.0701290477	-0.0454940238	-0.1787018568	0.0347729657	0.096852941	-0.0955960151	-0.0935042735	0.1470404928	-0.041697952	-0.0950609054	0.0007917378	-0.0679945535	0.0381443957	-0.0520947413	-0.0705654535	-0.167032017	0.1297932742	0.0618953306	0.1364408335	0.0118833926	0.062999854	0.0254644997	-0.1630425905	-0.1746233011	-0.0731570427	-0.217402895	0.128549867	-0.0423315163	0.0234565613	-0.0221331143	-0.1056956652	-0.1283374273	-0.0727638744	0.1366421342	0.0563156797	-0.0335069367	-0.1268421367	-0.0600544819	-0.0121958024	-0.0678667237	0.1548897469	-0.02619814	-0.0711246873	-0.0297029937	0.0040914945	-0.0979611872	-0.061692172	-0.0183156504	0.1711945979	0.0514496169	0.1538585052	0.1469813818	0.0201728802607874	-9.324836009946824e-08	0.000406945098016	8.695256661240101e-15	-0.0177619152444634	-0.0072539182662865	5.261933021396496e-05	0.0003154856331515	0.0160616187231568	-0.0020494082901762	0.000257975596008	4.200074339843341e-06	0.000213999762309	0.0002139997623089	4.57958982683085e-08	4.5795898268304524e-08	-2.33812968986058e-13	-2.33812968986058e-13	5.466850446607533e-26	5.466850446607533e-26	-8.860732243418101e-12	-8.860731548724507e-12	7.851257588954918e-23	7.851256357856179e-23	0.0
816.3428724703919	1.034387534918551	1.0699575723948764	666415.6854332105	1009.8830424540752	0.0236016350824002	1019863.7594362994	0.0005570371785627	784.579524223051	1.2952030162119854	1.6775508532046246	615565.029830069	798.6132330365729	599.9941658120874	0.890089	11.782948	0.0879879229947803	0.0562387462547209	0.0861785708	-0.013196258	-0.0504150713	-0.046244322	-0.0146397013	-0.0775821918	0.0314662256	-0.0975579129	0.1301411058	-0.0206446738	-0.0653171576	-0.018947155	0.100507052	-0.0051190839	0.0046446057	0.0128243426	0.0563963795	0.0656530757	-0.007561012	-0.0047529746	-0.0396388453	-0.1075281842	0.0709856747	0.170941194	-0.1024089435	0.0338837996	0.0894572125	-0.0238960837	0.0800259068	-0.001798341	0.0311427621	7.78728e-05	-0.0390235385	-0.0113485065	0.0548532666	0.0352362063	0.0843913125	-0.061523546	0.0234249034	0.0023856769	-0.0409971867	-0.0639848555	-0.10494665	-0.0671358057	0.0578767659	-0.0737325921	0.0539474305	0.0983709163	-0.0242339223	-0.0835052172	0.0084848489	0.0874283321	0.0912497849	0.0629937656	-0.0040885549	-0.0815983899	0.0377622765	0.0123803978	0.0783750306	-0.0487602872	0.0425734738	-0.0121481504	0.0158205155	0.0807472683	0.0646961215	-0.0019875576	0.0308247208	-0.0378343998	0.152719399	0.1425091225	0.0201610590136169	-1.1821247170498012e-05	0.0004064683005505	1.3974188466600724e-10	0.0347288725870384	0.0524907878315017	0.0027552828071717	0.0012060945911667	2.6302790004706367e-05	-0.016035315933152	6.91836762031681e-10	0.000257131357076	6.176205403472076e-13	-0.0002139997616913	3.814551318587767e-25	4.57958980039672e-08	-0.0001750001908986	-0.0001750001906647	3.062506673271182e-08	3.0625066814546454e-08	-1.6163685671441538e-11	-7.302953428023437e-12	2.6126473448516453e-22	5.333312877187926e-23	0.0
817.3296647966395	0.9867923262476096	0.973759095141169	668027.780956587	1014.7515333021008	4.868490848025658	1029720.6743389646	23.702203137309592	785.0030466451958	0.4235224221448561	0.1793712420594457	616229.7832422395	799.735817429008	604.2439222261658	1.04096	13.780166	0.0928758740138438	0.0575043300163852	0.0821193593	-0.0301924088	0.0717144782	-0.0832991372	0.0149089153	0.0871420052	0.2004915265	-0.03464222	0.0472944792	-0.0704591715	-0.1450869694	0.0391390809	0.0849149623	-0.2119967332	0.0162946257	-0.1705848325	0.0116542788	-0.0042955364	0.0228079495	-0.1517184806	0.1285934185	-0.0255018466	0.0462303948	-0.0072036371	0.0472938915	0.0431774266	-0.0284637608	0.0126329688	0.1412370133	-0.0131417667	0.0213911018	-0.0540108231	-0.1077978483	0.1616475203	-0.1132997238	0.0677734625	0.0555494611	-0.0466041581	-0.0977069506	-0.1339097628	-0.0447710658	-0.0904634307	-0.1339603922	0.0619287864	-0.1924113105	-0.1115158716	0.0392701341	0.0650104828	-0.07734952	0.0151124487	-0.0537629599	0.0849045354	0.0504604001	-0.0505354714	-0.1618287063	0.0087657472	0.1054874206	-0.0860035476	0.093702412	-0.0502153334	-0.0228134498	0.0750044885	0.0840443496	-0.0355809019	-0.1923181909	-0.1066543597	0.0540982727	0.0579521878	0.1513561561	0.1372005631	0.0201729812210942	1.1922207477300243e-05	0.0004069491713466	1.4213903113179386e-10	-0.0020111857056832	-0.0367400582927215	0.0013498318833525	4.044867942744432e-06	0.0425501879387866	0.0425238851487818	0.001810518493626	0.0018082808081467	-9.699996034493544e-05	-9.699996096255596e-05	9.408992306919047e-09	9.408992426737383e-09	1.8562928971732617e-13	0.0001750001910842	3.0625066879516766e-08	3.4458233200959017e-26	-9.132101745266095e-13	1.525047549691493e-11	8.339528228589206e-25	2.3257700288200266e-22	0.0
816.7378232514606	-0.5918415451789087	0.3502764145997583	667060.6719295341	1013.4255192937078	-1.326014008393031	1027031.2831557211	1.7583131504545533	785.1913255022803	0.1882788570844695	0.0354489280250341	616525.4176440279	799.3178346775555	603.8499559903776	1.305806	17.286177	0.1333683838285336	0.0710288357760055	0.0643437991	0.0352866336	0.0324373187	0.0577786433	-0.0318631335	0.0429045831	-0.1406729349	-0.1868423201	-0.061265233	-0.0870046002	-0.0701332357	-0.0592088643	-0.1423084407	0.1372414766	-0.0458662447	0.0089607979	0.034777594	-0.0268558348	-0.1644339909	0.0111445399	-0.045435032	0.2973655602	0.0031036374	0.0673088647	0.0539024516	-0.0524231494	-0.0091426046	-0.1918876146	0.0444069206	-0.0099770115	-0.1530014365	-0.1364665336	0.1274572704	-0.0969057042	0.0301207861	-0.0574291374	0.0391228336	-0.0738953023	0.0576151949	-0.1227760222	-0.0868356856	0.1332420081	0.2496835978	0.0410213198	0.0865013818	0.0049268529	0.0636486703	-0.1905920168	-0.0025540485	-0.0071722949	0.0796792119	-0.0829794962	-0.0371659392	0.098507733	-0.1611182231	-0.0024841497	0.0500079783	0.1213166856	0.0589310387	-0.0070472429	-0.1080378901	-0.0012697545	-0.2445007228	0.0099634668	0.1055508363	-0.0050566228	0.0639653361	-0.0109963235	0.1497707771	0.1310868562	-0.0003031047496335	-0.0204760859707277	9.187248925038673e-08	0.0004192700966806	0.011175720103651	0.0131869058093341	0.0001738944848242	0.0001248967198351	-0.0192507859171655	-0.061800973855952	0.0003705927584285	0.003819360369544	-0.0003490002017804	-0.0002520002414354	1.218011408427599e-07	6.350412168353244e-08	0.0005059998507705	0.0005059998505848	2.560358487919115e-07	2.560358489797683e-07	8.82709168478508e-08	8.827183005802533e-08	7.791754761160189e-15	7.791915981792902e-15	0.0
816.4404467652637	-0.2973764861968675	0.0884327745427957	666575.0031142634	1010.8187857962944	-2.6067334974134155	1021754.6177186948	6.795059526537178	785.326914047742	0.1355885454617009	0.0183842536604197	616738.3619277495	799.2709284459344	600.6490347225966	0.992536	13.139129	0.0223220243222082	0.0221247337996305	0.0896418604	0.0198152535	-0.0157758096	-0.0934416677	-0.0259394424	-0.0958793129	0.0010119663	-0.0590707265	0.0004496252	-0.085378536	-0.0334851484	-0.0226723112	0.0585196189	0.0785042439	0.0563907503	0.1096889364	0.0361592735	-0.0658547467	0.1521759721	0.0797132666	0.0474720407	-0.075328724	-0.0742348193	0.1027969848	-0.0157707518	0.0477273726	0.1504077246	0.1701027565	0.1035591039	0.0108365005	0.022843358	0.0683971824	0.066340841	-0.0393905982	0.0715401755	-0.0773776457	0.0394632386	0.0054558345	-0.054814082	0.128024471	-0.0600518948	0.1411341938	-0.0601220466	0.0706795611	0.0763871689	-0.0419411493	0.0983635961	0.024664792	0.0283068325	-0.0225678441	0.0048526281	-0.0575541196	0.0196934358	0.0840989935	-0.1214672249	-0.0127982556	0.0864213225	0.0940235566	0.063661137	-0.0957559083	-0.0324120955	0.1037315103	-0.1219312298	-0.0891188407	0.0801227571	-0.0645808222	0.0323747084	0.0312389548	0.1479655889	0.1242038795	-0.0004415504185715	-0.000138445668938	1.949667721406669e-07	1.9167203247690295e-08	0.0111686394674421	-7.080636208899385e-06	5.0135409122777055e-11	0.0001247385075537	-0.0192281232618682	2.2662655297298745e-05	0.0003697207241735	5.135959451241829e-10	-0.0003429997602082	6.000441572199958e-06	1.1764883550288273e-07	3.600529906138551e-11	6.900001055543115e-05	-0.000436999840215	1.909688603479957e-07	4.761001456649611e-09	1.1845468835089586e-08	-7.642544801276122e-08	1.4031513192307863e-16	5.840849103951266e-15	0.0
817.9741583585769	1.533711593313228	2.3522712514634008	669081.7237424223	1014.8118231696052	3.9930373733108127	1029843.036444818	15.944347464656914	785.2035439183263	-0.1233701294156617	0.0152201888320371	616544.605381899	799.868613661245	603.6276953713519	0.921331	12.196519	0.0679945171242266	0.0376195330360873	0.0971127597	-0.0219301863	0.0768635412	-0.0944876212	0.059251742	0.0068788907	0.1307394205	0.0123384559	0.0154673721	-0.065845684	-0.0692228198	0.0405452635	0.0861254833	-0.1382303281	0.075058617	0.0353431548	-0.0225001314	0.0975339457	0.0827581474	-0.0183782146	-0.0515878431	-0.1008836839	-0.2140356948	-0.027610736	0.0228568155	-0.0174466266	-0.0465650835	0.0890434537	0.1225739789	0.0009275657	0.0331906507	0.0268644801	-0.0879713974	0.1419695717	0.0089634266	-0.0271028848	0.0709818912	-0.0255877577	0.0152353957	0.0869111712	-0.0753564169	-0.0038908109	-0.1561712993	0.0445981294	-0.0499700586	-0.1221913442	0.0549027849	0.1110669191	0.0295302017	0.052245065	-0.0882126085	0.047825961	0.0894147018	-0.0154235862	-0.0843646673	0.0933401393	-0.005191255	0.0356181851	0.0086505348	0.0597275783	0.1552370129	0.1224774029	-0.1337890928	0.0013407083	-0.0885905512	-0.0161284285	-0.0969201814	0.0775876747	0.1459432408	0.1165920251	0.0117511065148221	0.0121926569333936	0.0001380885043226	0.0001486608830954	-0.0153956515402455	-0.0265642910076875	0.0007056615567411	0.0002370260863486	0.0035586750092875	0.0227867982711557	1.2664167821727389e-05	0.0005192381754503	-0.0004069996282169	-6.399986800869999e-05	1.6564869736869482e-07	4.095983105131021e-09	0.00013400011477	6.500010421456887e-05	4.2250135479048135e-09	1.7956030758373177e-08	2.7291485360416825e-08	1.544601652532724e-08	7.448251731778459e-16	2.3857942650068222e-16	0.0
