global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49
925.6778031950162	n/a	856879.3953279511	n/a	967.9951587947992	n/a	n/a	937014.6274501684	870.8983431285906	n/a	n/a	758463.9240641242	895.7776004726094	665.890381998969	n/a	n/a	n/a	n/a	-0.0170870508	0.0697041055	-0.0379761573	0.0496267904	-0.0048470159	0.002010964	-0.08105883	0.0046678407	-0.0007998134	0.0248018215	-0.0447532131	0.091532013	-0.0085028899	-0.0280580798	0.0408278597	-0.0061229223	0.0496899207	-0.0031587276	0.0166625768	-0.0516421582	0.086656241	-0.0313061083	-0.0372054638	0.0587661343	-0.0387983083	0.0604561798	-0.0692353543	-0.0108512032	-0.0591764386	0.0227593326	-0.0619380143	0.038398967	-0.0108618826	0.0399888232	-0.0523377495	0.0139617153	-0.1245335369	0.0604759539	-0.0043752816	0.1231098144	-0.0031942363	0.139840166	-0.1636597352	0.1133599402	-0.1152394677	-0.1022295553	-0.0703478096	0.229325431	-0.1355896125	0.0674049075	-0.0110671036	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0244561170998451	n/a	n/a	0.0005981016636013	0.681311532806518	n/a	n/a	0.464185404735167	-1.0599026518599004	n/a	1.123393631419649	n/a	0.0514655821944895	n/a	n/a	0.0026487061506177	-0.0024768916592636	n/a	6.13499229172959e-06	n/a	0.0094401218427727	n/a	8.911590040639424e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
926.571414183086	0.8936109880697813	858534.5855812439	0.7985405979990509	959.0162524447416	-8.978906350057628	80.62075924310518	919712.1724531562	869.8827611133853	-1.0155820152052684	1.031406829608394	756696.018082247	894.4822710716458	672.2289354704205	0.8631649999999998	30.510744	0.2268248731654117	0.116842213610108	-0.0087431855	0.0648187064	-0.0324638998	-0.0138896837	-0.0598574449	-0.0290062076	-0.0189564744	-0.042839354	0.0008923735	-0.0168449432	-0.0086600598	0.0675407986	0.0072968731	0.0046709834	0.0422346775	-0.0409157478	-0.0096812989	0.0070044644	0.0539663751	-0.0356756434	0.0312042261	0.0310037678	0.0127431282	0.0529241944	0.0346356554	-0.0044145827	0.0158148538	-0.0088263985	-0.0637697211	0.0245581867	-0.0602082042	0.0418153029	0.002066776	0.032503678	-0.074317209	0.0525440003	-0.0515885734	0.0771015929	0.0022771308	0.0696629201	-0.0059206434	0.0515779522	-0.0957652979	0.0966853278	0.0326552948	-0.0678453139	-0.0106737819	-0.0119968818	-0.0462630764	0.0146402981	0.0664981396	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0357174142496887	0.0112612971498436	0.000126816813497	0.0012757336806838	0.6379556356468328	-0.0433558971596852	0.0018797338185212	0.4069873930535544	-1.0370292435523822	0.0228734083075181	1.075429651982826	0.0005231928076024	0.0497163205690007	-0.0017492616254887	3.0599162344077e-06	0.0024717125309196	-0.0029359858582469	-0.0004590941989833	8.620012959825786e-06	2.1076748354011795e-07	0.0102184514292679	0.0007783295864952	0.0001044167496123	6.057969452137903e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
926.2647064349504	-0.3067077481355227	857966.3063870249	0.0940696427663632	955.7899134901704	-3.2263389545711334	10.409263049783156	913534.3587295476	869.6050274647362	-0.2777336486491322	0.0771359795919596	756212.9037919445	893.1196441349626	672.7975738011771	0.568786	20.105171	0.1542945710982879	0.0782088285952025	0.0004208104	0.0647512602	-0.0212613781	-0.0272255562	-0.0529345831	-0.0329111196	-0.0024728308	-0.0058113166	0.0026887732	-0.0369612037	-0.0122504365	0.0598717159	0.0178487922	0.0255316164	-0.0304269818	-0.0156472789	0.0341142905	0.0070078782	0.0639014241	-0.0080209618	0.0242439926	0.0047468665	0.0060779437	-0.0196690142	0.0269016518	-0.0919327978	-0.0227583497	-0.0148199542	-0.0576043648	0.03117432	-0.053286919	0.0659830561	0.0062990855	0.0370904677	-0.0568141186	0.0384028077	-0.0368294194	0.0932203202	0.0358447679	0.0727668301	-0.0169393011	0.0248962653	-0.12011438	0.0646057771	0.0143294833	-0.050637067	0.002937542	0.0367623944	-0.0076770877	-0.0236889609	-0.0271611643	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0131592789446699	-0.0225581353050188	0.0005088694684395	0.0001731666223436	0.6091087931115595	-0.0288468425352732	0.0008321403242548	0.3710135218458206	-1.0326071312727263	0.0044221122796559	1.0662774875552894	1.955507701388388e-05	0.0497188922307528	2.5716617520973872e-06	6.6134441672006026e-12	0.0024719682446532	-0.0019024914222933	0.0010334944359536	3.619473611899584e-06	1.06811074914705e-06	0.0092851679074068	-0.0009332835218611	8.621434306873717e-05	8.710181321774606e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
927.0323627211402	0.7676562861897764	859389.0015323396	0.58929617372668	962.8658310520192	7.075917561848769	50.068609342079824	927110.6086074956	869.12056898859	-0.4844584761461874	0.234700015109886	755370.5634390503	893.5853844541131	680.0123293384763	0.565532	19.990154	0.2026696045631129	0.1006607861244859	0.0011043288	0.0666730855	-0.0207683272	-0.0099605068	-0.0602817718	-0.0533408047	-0.0439177573	-0.0245628382	0.0006495101	-0.0421536011	-0.0240400344	0.0382773818	-0.0121356196	0.0011190333	-0.0342278015	-0.0197325231	-0.0172929811	0.0067383773	0.0650300442	0.0028701829	0.0222992932	-0.0122994951	0.0183193919	-0.0287426095	0.0516978559	-0.0375624068	0.0175889274	-0.0233997673	-0.059743502	0.0216300168	-0.0535320271	0.0586970494	-0.0112280294	0.0512902778	-0.0554015196	0.0436721006	0.0112789983	0.0322476682	-0.0123672871	0.0236775891	0.0067552744	-0.0290586694	-0.0474967439	0.0105345746	0.0379316014	-0.0036381361	-0.0146104748	-0.0262896344	-0.0077480368	-0.0216062476	0.02506056	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0084361377858073	-0.0047231411588626	2.2308062406541947e-05	7.116842074112568e-05	0.6187252903691842	0.0096164972576247	9.24770195059034e-05	0.3828209849424313	-1.0868452476364467	-0.0542381163637204	1.1812325923099292	0.0029417732666844	0.048728471397834	-0.0009904208329188	9.80933426279574e-07	0.0023744639247695	-0.0004429924434472	0.0014594989788461	1.9624230495132068e-07	2.130137269252809e-06	0.0095170850913	0.0002319171838932	9.057490863504472e-05	5.378558018495276e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925.9723111705548	-1.0600515505853991	857424.7210545387	1.123709289898509	960.4846153884638	-2.3812156635553947	5.670188036361559	922530.6963979251	868.1396291404169	-0.9809398481730796	0.9622429857338244	753666.4156840605	892.449672884446	676.4711792425554	0.524508	18.540071	0.2342476243622308	0.1170867069178497	0.010555977	0.0747840494	-0.0217780562	-0.0087847095	-0.0261420557	-0.0405284379	-0.0482971361	-0.0074097514	-0.0181012891	-0.0477558387	-0.0165829148	0.0419040291	0.0024146361	-0.0248170966	0.0629252543	-0.0359946577	-0.0257425059	0.0222873459	0.0585505502	0.0016548705	0.0247800671	-0.00612863	-0.0114107418	0.0638801345	0.0139633561	0.020263537	0.0167430088	-0.027741573	-0.0624669205	0.0333497996	-0.0406848099	0.0653727396	-0.0024122722	0.0662201584	-0.0396514256	0.0315840539	-0.0018651211	0.0048800995	0.0179375002	0.0357987429	-0.0002301195	-0.0625809643	0.001648021	-0.0092765892	0.0279096311	0.0125424069	0.0193121464	0.0460640149	-0.0147932234	-0.025200061	0.0137808147	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0158401331350148	-0.0242762709208221	0.0005893373298211	0.0002509098177349	0.6225844857900569	0.0038591954208726	1.4893389296484446e-05	0.3876114419464695	-1.057722693533961	0.0291225541024857	1.1187772964167375	0.0008481231574522	0.0493701084309487	0.0006416370331147	4.116980822642422e-07	0.0024374076064836	0.0013719577708408	0.001814950214288	1.8822681249704568e-06	3.294044280344058e-06	0.0084338802603417	-0.0010832048309582	7.11303362457814e-05	1.1733327058113985e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925.4373681267726	-0.5349430437821638	856434.3223254076	0.286164060090926	961.0424184330176	0.5578030445537934	0.3111442365134811	923602.5300275832	868.2096217207968	0.0699925803799033	0.0048989613082372	753787.9472485691	892.9753269892328	678.4032530871548	0.53517	18.916943	0.2290698749412861	0.130302489080013	0.0073729604	0.0629720936	-0.0128701804	-0.0207639118	-0.0442691147	-0.0286703133	-0.0335424043	-0.0417724372	-0.0188613006	-0.0446099412	-0.0337927077	0.0466258323	-0.0198456726	-0.0234482161	0.0554828704	-0.0108386565	-0.0480215693	0.0278955908	0.0584758177	0.0064881994	0.0438938294	-0.002669099	-0.0003331702	0.0670213815	0.0067094161	0.0325895937	0.0199821975	-0.0237789332	-0.0517231994	0.0247343124	-0.0278074453	0.0888504668	-0.0018355082	0.0555086167	-0.0201028437	0.031544124	-0.0016337611	0.032270668	-0.0425240478	0.0381684586	0.0054525119	-0.0774378455	0.0092769281	-0.0560860925	0.058348086	0.0093835648	0.0108952032	-0.0664165916	0.0055433184	-0.0075892508	-0.001148464	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0393836673260068	-0.023543534190992	0.0005542980022024	0.0015510732520455	0.5974725307045077	-0.0251119550855491	0.0006306102882186	0.3569734249464488	-1.0539486950128063	0.0037739985211546	1.1108078517191975	1.424306483767768e-05	0.0471607044242469	-0.0022094040067018	4.881466064829985e-06	0.0022241320417911	0.0009178194175374	-0.0004541383533034	8.423924832086922e-07	2.0624164394112386e-07	0.0075646148774751	-0.0008692653828666	5.722339824451763e-05	7.556223058502176e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925.1116210660924	-0.3257470606802144	855831.5114315334	0.1061111475417992	961.38204055536	0.3396221223424618	0.115343185984398	924255.427902388	868.0389842275616	-0.1706374932351764	0.0291171540975848	753491.678138817	892.5921302123703	672.224191165405	0.5304	18.748329	0.2162513275637015	0.1582597077969584	0.0190650386	0.0601668048	-0.0006267988	-0.0304151729	-0.0629383589	-0.0525457643	-0.0148275472	-0.0369607445	-0.0238428664	-0.0477892799	0.010814067	0.0220451826	-0.0155689212	0.0297371761	0.054472674	0.0044300179	-0.0731261483	0.0342273313	0.0574080227	0.004109633	-0.0046158816	0.0080112856	0.0423022724	0.0451449028	-0.0058429548	-0.0447828953	0.0204951749	-0.0299293421	-0.0400385921	0.0094311222	-0.0305106971	0.1155451728	0.0322105526	0.0415509008	0.0168557767	0.002192399	0.0180688508	0.0588752392	-0.0432806386	0.0414095126	-0.0395560778	-0.0868829612	0.0274322412	-0.1235996642	0.052203645	0.0393716752	0.0455072056	-0.0183675976	0.0581441284	0.0220032945	-0.0353623862	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0348179877787373	0.0045656795472695	2.084542972835506e-05	0.0012122922729602	0.6291724910914525	0.0316999603869447	0.0010048874885338	0.3958580235462238	-1.018306872227399	0.0356418227854073	1.036948886025548	0.0012703395314663	0.0445300248490348	-0.002630679575212	6.920475027438099e-06	0.0019829231130556	0.0008980648110514	-1.975460648599996e-05	8.065204048487869e-07	3.902444774167116e-10	0.0073281717622916	-0.0002364431151835	5.370210137764798e-05	5.590534671767792e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
926.8601223842658	1.748501318173339	859069.6864661761	3.057256859653905	956.9422032090484	-4.439837346311606	19.71215566170328	915738.3802825876	867.6797565575391	-0.3592276700225056	0.1290445189097982	752868.1599397503	892.0870196910162	677.0899932615218	0.524835	18.551615	0.1042799759235105	0.0470603820140508	0.024665819	0.0665766746	0.0099364209	-0.0167659357	-0.0176000332	-0.0632455387	-0.0279003584	0.034896461	-0.0289905927	-0.0543112568	0.0006986499	0.0154918077	-0.035394773	0.0199221213	0.0432184752	-0.0083350773	-0.0452051104	0.0341822382	0.0587854067	0.0131323848	-0.0049003073	-0.0248200778	0.0595125933	0.0135734884	0.0333981132	-0.0649532722	0.0382391647	-0.033742687	-0.049489192	0.01304285	-0.0350615621	0.0847900696	0.018159541	0.0381117519	-0.0067312051	0.0023275642	0.0132652533	0.0448694398	-0.0571418233	0.0313932978	-0.0088520396	-0.0941763525	0.031306196	-0.0760512189	0.03719049	0.0486276402	0.0465113916	-0.1019813008	0.0856482861	0.0196771582	-0.0237980762	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0103629940830529	0.0244549936956844	0.0005980467166559	0.0001073916463653	0.5994512283670304	-0.0297212627244221	0.0008833534579341	0.3593417751907415	-1.0304236540566478	-0.0121167818292489	1.061772906839454	0.0001468164018976	0.0443565241392824	-0.0001735007097524	3.010249628458749e-08	0.0019675012337187	0.0005669196718973	-0.0003311451391541	3.2139791438414226e-07	1.0965710318538829e-07	0.0075832646668682	0.0002550929045765	5.750590300777167e-05	6.507238996532612e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
926.0974329713704	-0.7626894128953836	857656.4553561618	0.581695140542705	957.3483921738922	0.40618896484375	0.1649894751608371	916515.9439979364	867.5363866016665	-0.143369955872572	0.0205549442469032	752619.3820778762	891.769719709078	679.6295203333316	0.49315	17.431646	0.0561734335592002	0.035063046212633	0.025780195	0.061531129	0.0076530229	-0.035475816	-0.0281856589	-0.0513305022	-0.0167504895	0.0101279455	-0.0336824103	-0.051227697	-0.0107317017	0.0140848136	-0.0521790516	0.017288778	0.0417563832	-0.0138521969	-0.0096285476	0.0416955024	0.0479434497	0.0196473232	0.0022291544	-0.0359210395	0.0550894276	0.0220666788	0.022719005	-0.0038733405	0.0083314539	-0.0384752279	-0.047805303	0.0148710114	-0.0294484135	0.1096997693	0.0316241682	0.0293129622	0.0145834544	0.0025192338	0.016637678	0.0677156358	-0.0347634869	0.0442892449	-0.02628644	-0.0839651865	0.0265287009	-0.1305569999	0.0260084109	0.0392360014	0.097960868	-0.0172292823	0.073747604	0.0164293643	-0.0490290729	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0122257414757172	-0.0018627473926643	3.469827848877648e-06	0.000149468754631	0.5994816909843763	3.0462617345961007e-05	9.279710555664443e-10	0.3593782978254872	-1.0222920343354929	0.0081316197211549	1.0450810034658005	6.612323928947607e-05	0.0441555179832853	-0.0002010061559971	4.0403474748730803e-08	0.0019497097683722	0.0011681159430467	0.0006011962711493	1.364494856399881e-06	3.614369564439428e-07	0.0077040343162824	0.0001207696494142	5.935214474645682e-05	1.4585308219628804e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
926.4931563938454	0.3957234224750436	858389.5688446305	0.1565970270953618	962.4854803033214	5.13708812942923	26.38967444952271	926378.2997947154	868.6349235250091	1.0985369233425215	1.2067833719468537	754526.6303672984	893.4616301106718	678.4210772975798	0.555645	19.64068	0.0483528202349692	0.03334714879841	0.0365672224	0.0756059338	-0.0028806262	-0.0384710559	-0.0220389076	-0.0524593077	-0.0567120622	-0.0434625323	-0.0550009672	-0.0299842287	-0.0074968374	0.0378475552	-0.0228282654	-0.0123583778	0.0544506614	-0.0349678964	-0.0544530915	0.0553286199	0.039334251	-0.0127457396	0.0170991518	-0.0174899269	0.0062458496	0.0518450446	0.0258860933	0.0345515382	0.0220034754	-0.0457626049	-0.0539058977	0.0242963727	-0.0247303423	0.0847750657	0.0307264466	0.0325510553	0.0111918759	-0.0097031657	0.0218776128	0.0367336702	-0.0656195356	0.0187474056	0.029881309	-0.1176556274	0.0486639122	-0.0820000174	0.029146807	0.0579159859	0.0756111706	-0.0987762644	0.0597137836	-0.0130683266	-0.046563814	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0199905024005886	-0.0077647609248714	6.029151222040977e-05	0.0003996201862279	0.5969236887060987	-0.0025580022782776	6.5433756556735295e-06	0.3563178901384954	-1.0148389042751376	0.0074531300603553	1.0298980016303618	5.554914769657189e-05	0.0435849944033855	-0.0005705235798997	3.254971552216814e-07	0.0018996517371431	0.0011606814515097	-7.434491536999861e-06	1.3471814318786642e-06	5.5271664413722556e-11	0.0076704538482899	-3.3580467992499856e-05	5.8835862238745336e-05	1.1276478305953074e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
