global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
704.4917410803812	n/a	n/a	496308.6132504668	1582.115528061811	n/a	2503089.5441343025	n/a	705.1418709590517	n/a	n/a	497225.058179632	833.7030563269152	761.2812271062394	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0267452110004171	n/a	0.0007153063114568	n/a	0.0150634324813836	n/a	0.0002269069981212	n/a	0.058656175037953	n/a	n/a	0.0034405468700829	0.0005979676606628	n/a	3.575653231985415e-07	n/a	0.0003390561601523	n/a	1.1495907973722213e-07	n/a	0.0001888987396649	n/a	n/a	3.5682733846987664e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
547.1162486594293	-157.3754924209519	24767.04561473709	299336.18954716646	1062.001171426212	-520.1143566355988	1127846.4881106466	270518.9439784629	577.623719511361	-127.5181514476908	16260.878948636207	333649.16134213936	646.1901088347638	546.3908265691985	11.695263	315.326019	0.4065885368752728	0.2140178569035888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0139108168540076	0.0406560278544246	0.0001935108255457	0.0016529126008997	0.04410323570319	0.0290398032218063	0.0019450953994911	0.0008433101711612	-0.1451505820287337	-0.2038067570666867	0.0415371942260394	0.0210686914632801	-0.0008758921049532	-0.001473859765616	7.671869795193475e-07	2.17226260870165e-06	-0.0002888276948551	-0.0006278838550074	8.342143731531078e-08	3.942381353789537e-07	0.0007488740936886	0.0005599753540237	3.135723971139682e-07	5.608124081979221e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
516.3856196087058	-30.73062905072345	944.371561853168	266654.10813866707	882.1284432803883	-179.87272814582377	778150.5904442812	32354.198330621424	565.5837910750816	-12.039928436279297	144.95987675072683	319885.0247268616	608.6657340030542	474.9222893408168	2.924994	78.863281	0.1267332961480897	0.0633456527444157	-0.1399103055	0.2568492742	-0.1589554865	0.0579141248	-0.442053482	0.3086880226	0.0579906701	-0.0784023856	-0.0948956198	0.2282774275	-0.1079664802	0.0231561272	-0.0542022709	0.0323214471	-0.0936837573	0.0615924522	-0.0080223943	0.0469350768	-0.1857579473	0.1015606657	-0.0655706423	0.0638473168	-0.0595305405	0.0529689121	0.0054225182	-0.0004119025	0.0701209014	-0.0475149627	0.0365692851	-0.0330027356	0.0632328245	-0.0063701716	0.016365151	-0.0158239936	0.0640641231	-0.142309443	0.067691953	-0.0642304273	0.009683302	-0.0286740688	-2.64693e-05	0.3472819933	-0.331539827	0.0973822835	-0.2897170428	0.1330608492	-0.0921937812	0.1237049676	-0.0493911842	0.1289187101	-0.0158188843	0.028427342	-0.2011280779	0.2494257335	-0.0079800068	0.0287865201	-0.153313476	0.0250894725	-0.0653006622	0.0664517146	-0.1197740545	0.0938220381	-0.1406224798	-0.086625854	-0.1772565288	0.1252184103	-0.0662955857	0.1350596285	-0.0390710901	0.1101473265	-0.1183626679	0.2896911582	-0.0689469538	0.1078529593	-0.0290396046	0.0372675571	-0.004820225	-0.2024685896	0.17407609	-0.01590091	0.1554471335	-0.0238783874	0.0356484358	-0.0816966833	0.1183866426	-0.0316679892	0.055818567	0.0980552714	0.098046883	0.098032903	0.0	0.0	0.0344155196667088	0.0205047028127011	0.0011844279939296	0.0004204428374371	-0.0088293621800659	-0.0529325978832559	7.795763650677806e-05	0.0028018599186704	-0.1514215593096963	-0.0062709772809625	3.932515605834905e-05	0.0229284886237798	-0.0006148165297461	0.0002610755752071	3.7799936524903705e-07	6.816045596971813e-08	-0.0007251552582914	-0.0004363275634363	5.25850148627667e-07	1.9038174261425843e-07	0.0005057768689086	-0.00024309722478	5.909626069573785e-08	2.558102411229872e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
512.0553773658581	-4.330242242847703	18.750997881742705	262200.70948929136	843.8520261876723	-38.27641709271597	712086.24210104	1465.0841054555597	564.9093191212621	-0.6744719538195341	0.4549124164891397	319122.53883004794	602.6184406835227	448.5023919694837	1.374878	37.069271	0.177600529862028	0.1032517328753642	-0.1225533278	0.2467535246	-0.1278517676	0.0257421752	-0.2712313444	0.1487824149	-0.1142349353	-0.0964687373	-0.0778470234	0.2381432735	-0.1309642725	-0.0179189457	0.0898016462	-0.1945641174	-0.0705922153	-0.1085363946	-0.0898020079	-0.0703042337	0.1591792911	0.0565871592	-0.0663981813	-0.0315447627	0.0741633655	0.1096637748	0.1740938712	-0.0622471412	-0.0010652685	0.0546496274	-0.158057263	0.1080204883	0.0098423126	0.0198645796	0.0975754071	-0.0483095324	0.1048343428	0.0393360635	0.0489206737	0.0466857345	-0.0952072906	-0.0651825209	-0.03398969	0.2586580919	-0.2839334766	0.073752489	-0.0327390386	-0.1352576953	-0.2535848102	0.0128157178	0.0753508389	-0.1751562279	-0.1445001619	0.0370377637	-0.068428983	0.0883467791	-0.0869284248	-0.1259924639	0.1179415444	0.10926262	-0.0628711478	-0.0990867993	-0.0837441639	-0.0935341219	0.1783279265	-0.0815627263	-0.1887301436	0.1146348917	-0.0761287175	0.1309034347	-0.0978284932	0.0714209885	0.0121948876	0.241867136	-0.1177916962	0.073341843	-0.012712904	0.0409476539	-0.0789093327	0.0641016864	0.2093071159	0.0699628569	0.1439062709	0.0283131114	-0.156396651	0.0691203895	0.0774717684	0.015829262	0.0415447183	0.098032903	0.097957422	0.0978316635	0.0	0.0	0.0562811201153437	0.0218656004486349	0.0031675644814377	0.0004781044829793	-0.0769501014354432	-0.0681207392553773	0.0059213181109249	0.0046404351166991	-0.1511384496574805	0.0002831096522158	8.015107517775846e-08	0.0228428309648667	-0.001990726051352	-0.0013759095216058	3.962990211531525e-06	1.893127011645776e-06	-0.0010940017039595	-0.000368846445668	1.1968397282662892e-06	1.3604770048199057e-07	0.0005039112260666	-1.865642841999992e-06	3.480623213905808e-12	2.539265237559441e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
511.6609133416583	-0.3944640241998627	0.1556018663879498	261796.89024161996	817.543813458611	-26.308212729061324	668377.8869244482	692.1220569975443	564.2925867541082	-0.6167323671538725	0.380358812695219	318426.1234656428	595.7712590347734	447.51184129993817	1.076728	29.0306	0.1895620593867318	0.0954140942660862	-0.1022039916	0.1899353806	-0.1328416185	-0.0420390239	-0.143888661	-0.0252724345	-0.0684627629	-0.1073374986	-0.0590756216	0.1703975119	-0.0576806817	0.0666384724	-0.0550053362	-0.1745243427	-0.0160574395	-0.0700633108	-0.0336253228	-0.0092975898	-0.0016651501	0.1575716551	-0.0377969583	-0.0749663381	-0.0735163673	0.0284033503	-0.08191285	-0.0562431833	0.0100329509	-0.1829371599	-0.0448528138	0.0387236915	-0.0502513759	0.0481475552	-0.0866033733	0.0071958624	0.0300879642	0.0954673766	-0.0112361719	-0.0654967217	0.0623636107	-0.1115878977	-0.0845398422	0.1513015136	-0.1496834068	0.061176968	0.0309784043	0.0948841716	-0.0873796276	-0.029125962	0.0436816375	-0.073244943	-0.1489063499	0.0186074401	-0.0475108865	-0.1598215266	0.0270396894	0.0080389631	-0.1266267432	-0.1016128372	-0.0368079334	-0.0180226533	0.0575364605	-0.0315574266	0.0149608288	-0.0761537873	-0.1706690566	0.0663264894	-0.0619206268	0.1190547693	-0.0341138817	0.0489435293	-0.005460553	0.1493398865	-0.1150255389	0.1027004439	0.0072248367	0.0393658204	0.0119064778	-0.0295175412	0.0547770348	0.0269339685	0.0398969765	-0.0289515029	0.0009260455	-0.0094805374	0.0448258395	0.0083854928	-0.1634808702	0.0979881712	0.0977785816	0.0974295977	0.0	0.0	0.0550912586919167	-0.0011898614234269	0.0030350467842596	1.4157702069597152e-06	-0.1161561850259573	-0.0392060835905141	0.0134922593197844	0.0015371169905063	-0.1047834343042666	0.0463550153532138	0.0021487874483966	0.0109795681045965	-0.0030299695104882	-0.0010392434591362	9.1807152344881e-06	1.0800269673573746e-06	-0.001650069133066	-0.0005560674291065	2.7227281438971806e-06	3.092109857131125e-07	4.300013391776323e-05	-0.0004609110921488	2.124390348658335e-07	1.849011516945572e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
512.8139238550297	1.1530105133713846	1.329433243944944	262978.12049959216	808.3426599839155	-9.201153474695502	653417.855949872	84.66122526490112	566.0199679012957	1.7273811471874296	2.9838456276585603	320378.60406298377	595.5618281183093	444.4884550232172	0.951784	25.661863	0.1003076023835961	0.0467559980355402	-0.0928345973	0.2047757551	-0.0157060892	-0.0174232831	-0.09847721	-0.0398277707	-0.1362545176	-0.0743146202	-0.0644231464	0.0985324226	-0.168050647	0.0562936257	-0.0226094692	-0.0282987073	0.0837098432	-0.0705814382	0.054312098	-0.1645399823	0.0022806126	0.1220226771	-0.0618026789	0.0152664122	0.0813072278	0.0006371996	0.0245833645	0.0723502947	-0.1312339052	0.0384233864	-0.0207304502	0.0407813758	-0.0260075327	0.0343820114	0.0569109602	0.0815906552	-0.0831628572	-0.0479159638	0.003643347	-0.0362085958	0.040423871	0.0182174206	-0.0650707595	0.1325210475	-0.1151973279	0.0014118771	0.1578596201	0.0245746427	-0.0579829821	-0.0227763892	0.0623418693	-0.0783327106	-0.102945754	-0.0252111792	0.0422534382	0.0093135195	-0.0590504632	-0.0189973538	-0.0007030519	-0.1080920915	-0.0056727584	0.0482404287	0.1323045902	-0.1535234589	0.0421842114	-0.081629085	-0.1691907867	0.0553244003	-0.0672679101	0.1230943766	-0.0454753562	0.076627191	-0.0316418303	0.1482689817	-0.0669873505	0.0312177433	-0.0007629825	0.0038677488	0.0089121965	0.0470599885	0.0691327268	0.0465125685	-0.0028310005	-0.016946538	-0.0615559195	0.0546467408	0.0499790752	0.0004046456	0.0151948301	0.0979210862	0.097510525	0.0968275308	0.0	0.0	0.0555106551292112	0.0004193964372945	0.0030814328328742	1.7589337161532089e-07	-0.0846104369319533	0.031545748094004	0.007158926037816	0.0009951342228103	-0.0858478205045258	0.0189356137997408	0.0003585574699729	0.0073698482853772	-0.0027728147509219	0.0002571547595662	7.688501642930078e-06	6.612857036760152e-08	-0.0011909369286486	0.0004591322044174	1.4183307680189605e-06	2.1080238113318123e-07	0.0003148500509852	0.0002718499170674	7.390237740957223e-08	9.913055460538305e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
512.6770056460625	-0.1369182089671312	0.018746595946767	262837.71211821283	800.7053058399873	-7.637354143928178	641128.9868003076	58.32917831977692	567.1502999930547	1.1303320917589872	1.2776506376602474	321659.4627822119	595.2542607522918	446.00175610849845	0.845537	22.797245	0.1386963019821845	0.0769134325492408	-0.0817158268	0.1586076196	-0.0358807873	-0.0343760849	-0.0567858999	-0.0787631189	-0.060313415	-0.0501246698	-0.0903085392	0.1555989351	-0.1239316688	0.0721085689	0.0759619067	-0.0312136181	-0.1278194673	-0.1024326774	-0.0038440024	-0.0981838382	0.0021121596	-0.154038206	-0.0780732702	0.0398192675	-0.071309168	0.0857564543	0.1810208413	0.0538911915	0.0191549727	0.0492372101	0.015039396	-0.030158768	0.0515120925	0.0695118805	0.0511688348	0.1017489079	-0.1352442862	-0.0317267868	0.0619094418	0.0614814151	0.0951962736	0.0992535961	-0.0472240947	0.0950007157	-0.058727883	0.0613629987	0.1141621993	0.0766545905	-0.0115998552	0.0504866541	0.0836927609	-0.1630831907	-0.1324876627	-0.0708273178	0.0748904366	-0.0607403948	-0.0086688663	-0.0170289086	0.1520755773	-0.1244529735	0.1069820846	0.0785324973	0.1212233683	0.1057774228	0.0603264773	-0.0761665378	-0.1418686588	0.03277911	-0.0590358866	0.089602874	-0.0522089909	0.0525774293	0.0054005631	0.0851673259	-0.0480936505	-0.0193990371	0.0244357698	-0.000165875	0.0040396429	0.0084330506	0.0443425489	0.0431171582	-0.0540375738	0.0478267819	-0.0452098048	0.1320028296	-0.1212340156	0.0407195545	-0.0242387033	0.0978316635	0.0971534967	0.0960266989	0.0	0.0	0.0818975064422602	0.0263868513130489	0.00670720156146	0.0006962659222169	-0.1359824479497575	-0.0513720110178042	0.0184912261504085	0.0026390835160133	-0.0353345690009945	0.0505132515035313	0.002551588577459	0.001248531766486	-0.0027658594315312	6.955319390699981e-06	7.649978394990092e-06	4.8376467826647153e-11	-0.001302814308236	-0.0001118773795874	1.6973251217444475e-06	1.2516548063343224e-08	0.0002251989870073	-8.965106397789999e-05	8.037313272369517e-09	5.0714583749114076e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
512.7808856427487	0.1038799966861461	0.0107910537115137	262944.2366805617	796.7325572294347	-3.9727486105525713	634782.7677493545	15.782731522647389	566.4054856135928	-0.7448143794619	0.5547484598532152	320815.1741331698	593.658332858843	445.8344872681021	0.874772	23.585476	0.2392034064532197	0.1504993823469246	-0.0632683273	0.1011531048	0.0361878114	-0.0279164743	-0.0349835722	-0.0536632799	-0.042985247	-0.0652084222	-0.0456094885	0.0875950463	-0.048829708	0.0366853863	-0.0542458734	-0.1797412994	0.0244704855	0.0216615407	-0.0071206646	0.0048995823	0.132577028	-0.0448043886	0.2428360262	-0.0430641502	-0.026896656	-0.0511396888	-0.1837205017	-0.0814620682	-0.0901846302	-0.119690304	-0.1276768356	0.0241395024	-0.020314612	-0.2148019286	0.0171331018	0.0168028974	0.1346259365	-0.0486951936	0.0002176459	0.1213844428	-0.0368233107	0.0071070377	-0.0660489638	0.0544309419	-0.0258716963	0.0551207696	0.0829312218	0.0119895619	-0.0779336314	-0.0127014415	0.0974633693	-0.0433060487	-0.0931015738	0.0171564914	0.0284085356	-0.0171829753	-0.0834679156	0.091825812	-0.0254218114	-0.0613064043	0.1316261816	0.0228341688	-0.1059652261	0.0257673067	-0.0453683596	-0.0611909602	-0.0925875978	-0.0042347488	-0.0489877585	0.047658672	-0.0352527142	0.0958332211	-0.0064681638	0.0107146237	-0.0462202747	-0.0213754098	0.0218433057	-0.0460834019	0.0315540954	0.025230954	-0.0301416475	-0.0381958952	-0.1201885732	0.0770204487	0.010204348	0.1251287098	-0.0948132742	0.0630017627	-0.0943734164	0.0977199233	0.0967078226	0.0950287458	0.0	0.0	0.0821923312415151	0.0002948247992548	0.0067555793149149	8.69216622556906e-08	-0.2244764492841966	-0.0884940013344391	0.0503896762832404	0.0078311882721797	0.0775704760316813	0.1129050450326757	0.0127475491938305	0.0060171787517816	-0.0033069127243956	-0.0005410532928643	1.0935671766769528e-05	2.927386657194101e-07	-0.0011517794321547	0.0001510348760813	1.3265958603346032e-06	2.281153379289369e-08	0.000167096450216	-5.81025367913e-05	3.3759047815843703e-09	2.7921223674788166e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
512.0332386805836	-0.7476469621650494	0.5589759800346269	262178.0375137275	791.4014104506549	-5.331146778779839	626316.192463286	28.421125976894658	566.0868170508023	-0.3186685627904353	0.1015496529109216	320454.28443870856	593.1415378647363	445.0239476246676	0.817562	22.042984	0.0901564048251555	0.0568432345784233	-0.0612868605	0.099187265	0.0668635467	-0.0079015679	-0.0067755401	-0.0911568897	-0.0644764827	-0.0697210366	-0.053812945	0.0409055609	-0.040653825	0.0439639246	0.0011880812	-0.0772226748	0.0280437384	0.0108350395	-0.0562002467	0.0374890112	-0.0979445306	-0.1207321965	0.0051895822	-0.0666947045	0.0132703338	0.0118820477	0.0724850952	-0.0726772019	0.0659398409	0.0225233876	0.0598389722	-0.0978613583	0.0792656001	-0.0396132347	0.1397400374	-0.0635893272	-0.0052114588	0.0065981294	-0.0717943279	-0.0512619971	0.045490005	0.0181951017	-0.0659635063	0.0381488909	0.0162231536	0.0097595709	0.0464390791	0.0775045511	-0.002544581	-0.0028814468	0.0817630907	-0.0398356569	-0.0736802789	-0.064257238	0.0313562206	-0.0223784302	-0.0335473487	0.0676876112	0.0341325318	-0.1021390644	0.0364208899	0.1005899076	-0.0992847974	-0.01293425	-0.0465483859	-0.0645486498	-0.091835198	0.00397684	-0.0434052498	0.0441993619	-0.0356824737	0.1135016192	-0.0218478369	-0.009676144	-0.0251938391	0.0013779681	-0.001184294	-0.0695194054	0.0628491332	0.0139221264	-0.1224186187	-0.0067400618	-0.1490369111	0.069591509	0.0903858783	0.0168471754	-0.0477932688	0.0407872233	0.0231363814	0.0975858912	0.0961739093	0.0938357201	0.0	0.0	0.1058294623554587	0.0236371311139436	0.0111998751024454	0.0005587139672977	-0.2222021144479526	0.002274334836244	0.049373779665141	5.172598947353056e-06	0.0774300733051234	-0.0001404027265578	1.971292562489103e-08	0.0059954162520367	-0.0023457892967599	0.0009611234276356	5.502727424793307e-06	9.237582431501962e-07	-0.0013138835051915	-0.0001621040730368	1.7262898652143024e-06	2.627773049512021e-08	0.0003259596725117	0.0001588632222957	2.523752339817299e-08	1.062497081039347e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
512.9892558049108	0.956017124327218	0.9139687420068834	263157.97657127626	792.8803250481101	1.478914597455173	628659.2098483967	2.1871883865659965	566.9513439310008	0.8645268801984685	0.7474067265856971	321433.82638516795	594.0047400557755	445.8079788345575	0.7625159999999999	20.558851	0.0832493662357335	0.0381221237196203	-0.0640531489	0.1087473558	0.0743904215	-0.0078685184	-0.0125601293	-0.0872954658	-0.1232493957	-0.0533849546	-0.0583509676	0.0776439349	0.0029980249	0.0224285241	-0.087426818	-0.0381935415	0.0396424803	0.0525079659	0.0017050027	0.0925898839	-0.1273996508	-0.0592829793	0.0022100085	0.0739897105	-0.0367014957	-0.0424523543	-0.0888483376	0.0755043904	0.0221053567	-0.1198317054	0.02898948	-0.0707236008	-0.0451104703	-0.0223526165	-0.0425477525	-0.0569966912	-0.0072562399	0.1096813814	0.0140531585	-0.0529803352	0.0113396962	-0.0627259785	-0.0598937361	0.0532373403	-0.0033140052	-0.0102243107	0.0906122772	0.0835996277	0.0257898637	-0.0666425481	0.0481854759	0.0115559082	-0.0292242242	0.0323750551	-0.0048756796	-0.0124424513	0.0330711032	-0.0187578167	-0.0068778572	-0.0962814412	-0.0203339102	0.0624378155	-0.1097891786	0.0312508871	-0.1471555886	-0.0659712906	-0.0922570812	-0.006819966	-0.0312395394	0.039780119	-0.027779409	0.0771864681	-0.0288014578	-0.0030372637	-0.0292292396	-0.0023630195	0.0317194698	-0.000656512	0.0095346424	0.0603759199	-0.1045917269	-0.0171657466	-0.1766750209	0.020033238	0.0913469439	-0.0202820485	-0.0511824927	0.0123007114	0.0437261576	0.0974295977	0.0955522439	0.0924500708	0.0	0.0	0.105635406314434	-0.0001940560410247	0.0111588390672155	3.76577470581837e-08	-0.1995800399602671	0.0226220744876854	0.0398321923505418	0.0005117582541263	0.0662710712378356	-0.0111590020672878	0.0001245233271377	0.0043918548830102	-0.0028399736979379	-0.000494184401178	8.065450604979072e-06	2.442182223676585e-07	-0.0015220629703431	-0.0002081794651515	2.316675685689661e-06	4.333868971080621e-08	4.2838866046589815e-05	-0.0002831208064651	8.015739105345438e-08	1.8351684441576654e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
