global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
898.4357367003288	n/a	n/a	807186.7729802625	1122.0870773027527	n/a	n/a	1259079.409049834	856.3999354521591	n/a	733420.8494424622	n/a	906.6285721155314	660.2038441811839	n/a	n/a	n/a	n/a	-0.0055441295	0.0932890948	-0.1146567513	0.1152706823	0.0590992109	-0.0700577837	0.0210948189	0.0790229297	-0.0375785435	0.3029031712	-0.0055256418	0.0997489296	-0.2641903951	0.1235309911	-0.2610283548	-0.0027755149	0.1512627816	-0.0316904515	0.0254683357	0.1440386353	-0.1024335748	0.1978968874	-0.0185567793	0.0091394197	-0.0900368458	0.0059683217	-0.0082610831	0.0169982517	-0.0243454809	0.1267671852	-0.2268815357	0.0371112547	-0.0741250437	0.0585067574	-0.0512696709	0.0194535863	-0.1017528699	0.0544803337	-0.035245927	-0.0036903716	0.041253748	-0.1028184707	0.067311687	0.0615069796	-0.0787442951	0.0768364027	-0.152078766	0.0271909277	-0.0701375617	-0.0793488762	0.1979769361	-0.0149321515	0.222499075	-0.0591473858	0.090238234	-0.006498072	0.0157850283	-0.0173031709	0.2557214371	-0.0220595872	0.1882656081	-0.0188112823	0.3019714336	-0.0043209217	0.0468299603	-0.0134633106	0.0245552315	-0.0667685034	0.0132613839	-0.0412606609	-0.0113133266	0.0674919459	-0.0718863939	0.0193629558	-0.0905782261	0.1491077863	-0.0504910595	0.0268647028	-0.2133362315	0.177207335	-0.0226086428	0.0005477736	-0.0352333517	0.0752705538	-0.0423987803	0.0349240486	-0.0967675232	-0.0326387416	0.0230524507	-0.040994156	0.089467672	-0.0321329383	0.0528444901	-0.0713986491	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.1423544740604825	n/a	0.0202647962850365	n/a	0.0597392842694688	n/a	n/a	0.0035687820850284	0.2175055185874725	n/a	n/a	0.0473086506160053	-0.001498156801093	n/a	n/a	2.2444738006612105e-06	0.0016303974065587	n/a	n/a	2.6581957033133344e-06	0.0008042214696193	n/a	n/a	6.467721721966266e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
898.0520419925986	-0.3836947077302284	0.1472216287401854	806497.470127076	1109.657143474075	-12.429933828677804	154.50325498530884	1231338.9760630438	856.3985903891501	-0.0013450630090119	733418.5456205233	1.8091944982122475e-06	903.9568766080416	647.3244972204393	1.057526	20.531364	0.0865147429711667	0.0563031527129653	0.0176557299	-0.097296779	-0.0663717875	0.0646379111	0.0029597767	0.0898580498	0.0621078114	-0.0408155361	0.0839793175	0.059710262	0.0143311574	-0.0570060362	0.0185095743	-0.0453491946	-0.0940292759	0.029404751	0.0280866658	0.0212726273	0.0096327271	0.0987230637	0.0942509304	-0.0008314067	0.1432122608	0.068600571	-0.1230936714	0.0138627728	0.0302468179	0.0039579378	-0.070916049	0.0108597712	-0.0716700618	-0.0605039781	-0.0589863766	0.0562350586	-0.0163159098	0.0489896791	0.0398216933	0.0761631346	-0.1215825393	0.1191898682	-0.2212517328	-0.1085044038	0.0900851224	-0.0282006772	0.0460197153	0.001238552	-0.0549142847	0.0440173266	0.0512787882	-0.0580395923	-0.0067286327	0.0645352933	-0.0240211746	0.1491404287	0.1415978905	-0.0196764878	0.0179788684	-0.071587994	0.098395299	0.0605235742	-0.0697479946	0.0264512921	0.1412530512	0.0574853811	0.0159035825	-0.0120936235	0.0117143183	-0.0967885194	-0.1129606156	-0.028216961	0.0056894275	-0.0163530007	-0.0463707095	0.0083905253	-0.0634778978	0.1416880892	0.0824472021	0.0316845488	-0.0998731028	0.0988201452	-0.0030691279	0.0469576389	-0.0465677195	-0.0152037532	-0.1822640674	-0.0415385131	-0.1001221901	-0.0332631069	-0.0614839367	-0.0384537586	0.0635896208	-0.0567139374	0.0027503503	-0.0094378229	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.1877756586633125	-0.04542118460283	0.0352596979864408	0.0020630840107243	0.0597525670028034	1.3282733334604724e-05	1.764310048382195e-10	0.0035703692634245	0.2177434656830996	0.0002379470956271	5.661882031737499e-08	0.0474122168476871	-0.0020040325284566	-0.0005058757273635	2.559102515356513e-07	4.016146375112153e-06	0.0017418976339187	0.00011150022736	1.2432300701331698e-08	3.034207367051565e-06	0.0006047508535554	-0.0001994706160638	3.9788526672911787e-08	3.657235948759849e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900.0707511895446	2.01870919694602	4.0751868218344445	810127.3571469111	1114.9734674417748	5.316323967699873	28.26330052954012	1243165.8330991345	856.1959178807823	-0.2026725083677547	733071.4497957153	0.0410761456480776	903.0697199014515	659.1447542153635	0.8918249999999999	17.314365	0.1567232346174104	0.0771594449244039	-0.0441420603	-0.1451974813	-0.0065572303	-0.0039038277	-0.037158639	-0.0120109358	-0.0535286028	-0.093921438	-0.0608048452	0.0044635268	0.0164312847	0.0820173886	0.0584812313	-0.060033771	-0.1417111382	0.0244086555	0.0232945585	0.0039059696	0.01071473	0.0223300286	0.0853100772	-0.0759944783	0.1437512044	0.0570995702	-0.0560538267	0.0655195637	0.0237555823	-0.0935525444	-0.0741753728	-0.0488074621	0.0269055869	-0.0022859537	-0.0921862812	0.01518863	-0.0451263349	0.0646944499	0.130823186	-0.0864194172	-0.0659421959	-0.0110533686	-0.1054942713	0.0652538553	-0.2666786653	-0.084525242	0.0586723746	-0.0448651417	0.0103367176	0.0252538694	0.0095522951	0.0115278988	-0.0408238127	0.0696164985	-0.1009509804	0.1415598829	0.0809390009	0.0267687544	0.0704726069	-0.0888597574	-0.0207514442	-0.1328330898	0.0179223018	0.1271580525	-0.0362130341	0.0894591132	-0.0759801774	0.088950586	-0.1564362343	-0.0032880891	-0.179609594	0.0633563636	0.0194973328	-0.0486247069	-0.0257986927	-0.0184603682	0.0003317561	0.0941713906	0.1076874505	-0.0016288303	0.0037373298	0.0528672905	-0.0042773884	-0.0094966583	-0.0106172793	-0.0463169989	-0.1856268377	0.0178868002	-0.0737071609	-0.0223060894	-0.1723217103	-0.0219700204	-0.0364829034	-0.1093317646	-0.0170637526	0.0242468469	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.187923549835034	-0.0001478911717215	0.0353152605826005	2.1871798673160933e-08	0.0969595531267089	0.0372069861239054	0.0013843598164244	0.009401154942531	0.260200298706863	0.0424568330237634	0.0018025826704077	0.0677041954471407	-0.0016738587926846	0.0003301737357719	1.0901469579363833e-07	2.801803257847547e-06	0.0008062667473116	-0.000935630886607	8.754051559731879e-07	6.500660678204275e-07	0.0008771767171367	0.0002724258635812	7.421585114801707e-08	7.694389930867182e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
898.9997492086226	-1.0710019809220055	1.1470452431388602	808200.5490771662	1109.375760175597	-5.597707266177849	31.33432663782029	1230714.5772651837	856.2515947468071	0.0556768660247826	733166.7935064504	0.0030999134103415	904.4453970102164	663.8091002901139	1.065787	20.69175	0.0730952111536952	0.0345938169356273	0.0061620331	-0.0032921	0.1465207509	-0.0522542223	-0.0089105391	0.0099923667	0.0519317829	-0.0147515163	-0.0382627109	-0.0730618657	0.0219796642	-0.0292086125	-0.0030291166	-0.1034348267	-0.0146871757	0.0527026392	-0.0298983653	0.0357705316	-0.0343402483	-0.0747382435	0.0226209305	-0.0088412369	0.0816890452	0.0264990102	-0.0343521074	-0.0264757451	-0.0362816887	-0.0934011891	0.0820842897	-0.0034500897	-0.0136611102	-0.081605758	-0.0925550198	0.1249930639	-0.0348044013	-0.0439804085	0.0251128572	-0.094260467	-0.1312991882	0.058830523	0.0263154809	0.0647180143	-0.1189612369	0.0879881444	-0.0843052213	-0.0037831488	0.0798150923	0.013206428	-0.0215407138	-0.0072733212	-0.0891503523	0.0252240007	-0.0158474739	0.0464933775	0.0053128683	-0.0171497453	-0.0571550272	-0.0617732775	0.0715975727	-0.0255519916	0.0347198906	0.0553940677	-0.032009874	-0.0563876285	-0.0858020991	-0.1220014705	-0.1041393514	0.085579755	0.0118756857	0.0532915049	0.002600055	-0.0049543678	-0.026242602	-0.0248873285	-0.0090564079	0.0184718287	0.0847401859	-0.1004316844	-0.0745984251	-0.0547899099	-0.1124044822	0.0529883248	-0.0148258603	-0.0512601802	-0.1461916907	0.0521084952	-0.0997155084	-0.0395803199	-0.132221876	-0.0342651238	0.0163389897	-0.102089525	-0.1172728171	0.0873727646	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.1753191006198307	0.0126044492152033	0.0307367870421463	0.0001588721400186	0.0869139905305189	-0.0100455625961899	0.0001009133278739	0.0075540417499391	0.2405866565652061	-0.0196136421416569	0.0003846949580609	0.0578819393172244	-0.0016389815882008	3.487720448380012e-05	1.216419392604807e-09	2.686260646461217e-06	0.0012658833187322	0.0004596165714205	2.112473927244274e-07	1.6024605766444483e-06	0.0007550393490282	-0.0001221373681084	1.4917536688471228e-08	5.70084418580928e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
898.4198637841972	-0.5798854244253562	0.3362671054609755	807158.2516420155	1104.943344116211	-4.432416059386014	19.646312123503044	1220899.793706715	855.4998686508977	-0.7517260959093619	731880.0252617033	0.5650921232711311	902.9970141374148	670.1542428761144	1.042683	20.243202	0.1067009429620396	0.0547288089967809	-0.0168234109	0.1462799402	0.0309755175	0.0436334372	0.029244911	-0.1122555618	0.0094873554	0.1039541899	-0.1130071645	-0.0030710157	-0.0919621536	0.0676834211	0.1193381454	0.0216528632	0.0212272858	0.0080918399	-0.0038315496	-0.0464322802	-0.0887173443	-0.0598319988	-0.0702463502	0.0073765388	-0.019694392	-0.0140380462	-0.1570341332	0.0481702926	-0.0244609796	-0.0227530874	0.024861067	-0.0510465313	0.0728570775	-0.0560497925	-0.0015630339	-0.0908424246	-0.0286319494	0.1761508686	-0.0888643419	0.007809519	0.0344350014	0.0084018295	0.0390381585	0.1551607453	0.0166975306	0.0870721017	0.0586840747	-0.03612581	-0.0172841449	-0.0960740316	-0.1480417884	-0.0130975097	-0.0229483289	-0.0503886255	0.0070891062	-0.0245466879	0.0275954509	-0.1130012537	0.0313321988	-0.1588395726	-0.0336444944	0.0544942645	0.0323817985	-0.0077221337	0.0275873472	-0.0772435959	0.0143770234	-0.0811068323	0.1768536024	0.0824240609	0.011229087	0.156045291	0.0151023686	-0.030913767	-0.00899176	0.0095400194	-0.0112029976	0.0106296144	-0.0386305253	-0.0576410534	-0.1222828727	0.0079662016	0.003314652	0.0082620677	0.1070249811	-0.0559610898	-0.1406364172	0.0121093906	-0.0781189499	-0.0709444666	-0.1974251284	-0.0458677117	0.0426784829	0.0221647762	-0.0945471048	0.1116638588	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.188327460917705	-0.0130083602978743	0.0354672325357097	0.0001692174376393	0.0989997446001638	0.0120857540696448	0.0001460654514319	0.0098009494308976	0.2821093484271415	0.0415226918619354	0.0017241339394612	0.0795856844699863	-0.0016111253246886	2.7856263512200056e-05	7.759714168611281e-10	2.5957248118529464e-06	0.0009937958100776	-0.0002720875086545	7.403161236586694e-08	9.876301121277934e-07	0.0002533003865433	-0.0005017389624849	2.517419864754239e-07	6.41610858229852e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
896.4082116634888	-2.0116521207083906	4.046744254750565	803547.6819377341	1106.3951126386537	1.4517685224427623	2.1076318427556413	1224110.1452706992	856.0877922939289	0.5879236430312176	732886.3081146933	0.3456542100350985	903.5675058731666	646.7215495743291	1.236614	24.008268	0.1740161222761516	0.0941417293517539	0.0772059477	-0.1081491886	-0.0157066378	-0.0246598917	0.0289929828	-0.0188813312	-0.0391218944	0.0123438008	0.0713205059	0.0255825429	-0.0485169256	-0.0812617602	-0.0644424868	0.0778659836	-0.080919788	0.0373650663	0.0069912901	0.0389235297	-0.0509817948	0.0163453313	0.0536765843	0.1205769275	0.0214323458	-0.0845703235	0.0185630424	0.0792009009	-0.0431418782	0.0302281697	0.0671978185	0.0683547797	-0.1172422552	0.0078131818	-0.2090501467	0.0198965569	0.1221135623	-0.1419029038	0.0178966584	0.0568103555	-0.0256171144	0.0591687059	-0.0150176822	-0.0482137514	0.0516757294	0.0876296511	-0.1235594104	-0.0050234227	-0.0225561428	0.0270518538	0.0636639268	-0.0745325804	-0.0380244972	-0.0017640355	0.102199946	-0.0823466924	0.0756993092	-0.029892298	0.0909610306	0.0117719315	0.0829911949	-0.0106874626	0.0357319679	-0.0596410105	0.1095676254	0.0477727558	-0.2033764381	-0.0293472536	-0.1478980659	-0.0492426858	-0.0141690651	0.0886396868	-0.0162540466	0.0573420748	-0.0158555984	-0.0375426593	0.0337146544	0.0926469788	0.1815048413	-0.0901746215	-0.0009097955	0.0617196002	-0.1368575405	-0.0169379344	0.0129508118	-0.0427660284	-0.0762522613	0.0886522287	0.0134299424	0.0421900767	-0.1741489273	-0.0269821539	-0.0126572525	-0.1547146998	-0.0347679816	0.0701957147	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.1134252919634093	0.0749021689542957	0.0128652968569846	0.0056103349140578	0.0610397109496574	-0.0379600336505063	0.0014409641547475	0.0037258463128177	0.241782952375182	-0.0403263960519595	0.0016262182185394	0.0584589960592595	-0.0018501020418873	-0.0002389767171987	5.710987136306747e-08	3.422877565395557e-06	0.0008162665431048	-0.0001775292669728	3.1516640631899716e-08	6.662910693922603e-07	0.000253255898327	-4.44882163000036e-08	1.9792013895559057e-15	6.413855003741576e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
901.8273699294864	5.419158265997567	29.367276311929757	813292.6051539347	1111.1420534529775	4.746940814323807	22.53344709469317	1234636.6629516997	858.6694970992334	2.581704805304412	737313.3052486504	6.665199701731891	905.2023842151348	651.2493693234844	1.347188	26.155016	0.2345819916813901	0.1368139756981969	-0.0663245844	0.0163410335	-0.0013846532	-0.0086175385	0.1540788825	-0.1227776059	0.0454142673	0.0026930403	-0.070712428	-0.0105356251	0.0306325352	-0.0430666703	0.1026745745	-0.1756547098	-0.064044578	0.1862740471	0.0810802473	0.0319207518	-0.0387572848	-0.0384885839	-0.0377311896	0.0363871033	-0.0196019266	0.0411763189	0.0074703975	-0.0738458966	-0.0938775894	0.0032676555	0.0546786979	0.1205859311	0.0491669512	-0.0771549876	0.1006982378	-0.1558317706	-0.0259912178	-0.0232616683	-0.0293329687	-0.0791721436	-0.0846061578	-0.0901147629	0.0065537746	-0.07333903	0.1323822538	-0.0309359701	0.0730025852	-0.0676814787	0.0004162261	0.1285128909	-0.1310727653	-0.0217255414	-0.0635504639	0.0023154623	0.0821770754	0.0524462426	0.0199929371	0.1049034405	-0.0738880374	-0.1169258717	-0.0309234416	0.0283494255	-0.0142701268	-0.0860937206	-0.0962675099	-0.0119247537	0.0327472686	-0.0206501008	0.0128544412	0.1549805198	0.0423048016	0.143361436	-0.0018198557	0.0624198311	-0.006299123	-0.0482472197	0.0160917165	0.0606927078	-0.1723692391	-0.1778852894	0.2353045159	-0.0643398372	0.0638872763	0.2430562165	0.2312693785	0.0143642634	0.1517609332	0.0980682109	0.0129840915	0.1910887178	0.008525479	0.0325446685	0.046514699	-0.1253065041	0.0878178202	0.1676811078	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.1374743058030105	-0.0240490138396012	0.0188991847560196	0.0005783550666573	0.1819810097410084	0.1209412987913509	0.0146267977533388	0.0331170879063569	0.200052116601519	-0.0417308357736629	0.0017414626543684	0.0400208493567477	-0.0017198049852388	0.0001302970566485	1.6977322971262433e-08	2.957729187252229e-06	0.00149415513581	0.0006778885927052	4.595329441198366e-07	2.2324995698674e-06	0.0004022871145088	0.0001490312161818	2.2210303396626406e-08	1.6183492249981638e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900.4165079602092	-1.4108619692772209	1.9905314963527976	810749.8878072575	1115.0944248991193	3.9523714461417967	15.621240048276997	1243435.5764410975	856.7948500246309	-1.8746470746024213	734097.4150287298	3.514301654315417	905.8027996833508	665.7651225280762	1.206837	23.430168	0.1581010411303808	0.0904453926615088	-0.0758859448	-0.0344827256	0.0195163129	-0.0472441596	-0.1008174208	-0.1259875128	0.0684736299	-0.0599464821	0.0943957348	0.0319552378	0.144533955	-0.0197260258	0.0694919752	-0.0129601824	0.0395345757	0.0547573062	0.0199020791	0.1297564103	0.0255679723	0.0107646082	0.0324032351	-0.1295373051	-0.065559399	-0.0816807954	0.1041181256	-0.1751619699	-0.068624203	0.1839619759	-0.0288883937	-0.0994438681	0.1715620599	-0.2506039265	0.0600020406	0.0688301115	0.0495837349	-0.1174529589	-0.0283928601	-0.1606469282	-0.0151872403	-0.024914051	0.110115695	-0.1188412298	0.1509458036	-0.086149632	0.1287581136	0.0263505555	0.0272010097	0.1333392213	0.0514896145	-0.0261554863	-0.0178190186	0.0641435927	-0.0969387185	-0.0076174806	-0.0726292354	-0.0560355661	0.0588459749	0.0963150231	0.0221993107	0.1351835575	-0.1081966147	-0.0137499347	-0.0210260639	0.1506522861	0.1441947918	-0.3305706579	-0.0256640196	0.1468815592	0.0339498901	-0.0400339228	0.0168223561	-0.0190400279	0.0266925461	0.0036775946	-0.021412844	-0.0238414845	-0.230422126	-0.0961521169	0.4177075852	-0.221310965	0.2212015599	0.3818746824	0.2811025743	0.0802293217	-0.0021451661	-0.1027284046	-0.024413444	-0.0351080282	0.1469053029	0.1413738859	-0.0365811518	0.0157137881	-0.0413487218	-0.1652525283	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.2017895360590813	-0.0643152302560707	0.0407190168629392	0.0041364488428914	0.1887600418673258	0.0067790321263174	4.595527656964367e-05	0.0356303534057545	0.2609032290725466	0.0608511124710275	0.0037028578889616	0.0680704949404817	-0.0015583783827853	0.0001614266024534	2.605854797968032e-08	2.428543183932527e-06	0.0018511868417814	0.0003570317059713	1.2747163906884814e-07	3.4268927231845936e-06	0.0004069421316232	4.655017114400014e-06	2.166918433535704e-11	1.6560189849003384e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
896.7229175775938	-3.693590382615412	13.642609914549064	804111.990908872	1109.0171156397405	-6.077309259378808	36.93368783413139	1229918.9627818896	854.9971628593904	-1.797687165240518	731020.148497607	3.231679144070489	902.835364965292	658.4634212272398	1.464254	28.427792	0.2608026405759768	0.1221729977070841	0.0182386406	0.1514806234	0.0451754237	0.0537302215	-0.0597895647	0.0478409425	-0.0263801289	0.0272134045	-0.0857162613	-0.0701177443	0.0475518128	0.1312524651	-0.0006032783	0.1201153108	0.127278216	0.0060083116	-0.0619918742	0.0244295154	-0.0523891967	-0.0536944661	-0.1011956673	0.0101553867	-0.082719494	0.0111068303	0.0073637509	0.0775238495	-0.0684380754	0.0130151796	0.0961367907	-0.0248348044	0.1394080242	0.0288266951	0.0806020951	0.1280231976	-0.010939506	0.1426714292	0.0188284125	-0.0373984358	-0.0889445879	0.0166820313	0.1536521773	-0.0476242899	-0.0160955015	0.0730608152	0.1303236807	-0.0260290365	0.0887729862	-0.0588194635	-0.0508995862	0.0426572012	-0.0096039545	-0.0894584887	-0.0137314587	-0.0418198318	-0.1507371195	0.0288835699	0.0813363449	-0.1860199339	-0.0582959365	-0.0748585634	0.0777098526	0.0127301206	-0.0640288445	-0.0187120406	-0.0182489987	-0.0687588116	0.1393028749	-0.0056751514	0.0289399716	-0.0705861208	0.0131420129	0.0170623303	-0.0065921008	-0.0068740336	0.0479009153	-0.0813502179	-0.1326131595	-0.0732752682	-0.0621812088	-0.0098644201	0.0256010521	-0.0238291151	0.0034654588	-0.0685727705	0.0359672008	0.0013718666	-0.1032793778	-0.1196972462	0.0376214501	-0.0746514673	-0.0103488092	0.0670988037	-0.2046092307	-0.201986306	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.1371756501442718	0.0646138859148094	0.0188171589925036	0.004174954253012	0.1155978646622344	-0.0731621772050914	0.0053527041733891	0.0133628663144682	0.2292425629412307	-0.0316606661313159	0.0010023977798786	0.0525521526638641	-0.0011820625733918	0.0003763158093935	1.4161358839948506e-07	1.3972719274136446e-06	0.0010593718067355	-0.0007918150350459	6.269710497247398e-07	1.1222686249060374e-06	0.001066129513679	0.0006591873820558	4.345280046615794e-07	1.1366321399374212e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
897.6134280427267	0.8905104651329339	0.7930088885112742	805709.8662026153	1104.2393378491672	-4.777777790573282	22.827160616095316	1219344.5152535671	855.0132915048703	0.0161286454798528	731047.7286499923	0.0002601332050147	902.818808720662	653.0316515559534	1.326321	25.749899	0.1477421235620314	0.080716477934655	0.0071355125	-0.0435036353	-0.1425690008	0.0087324083	0.0749621874	-0.1446509338	-0.0276303579	-0.0012666054	0.1169079298	0.0865332002	-0.0744394771	-0.0379664809	-0.0653450263	0.0145586318	0.0649575989	-0.0444742626	0.0670721612	-0.1038402834	-0.0484394425	0.0857621695	-0.1285879551	0.1347894698	-0.0505903022	-0.079368096	0.1391285762	-0.0467818658	0.058485569	-0.0793860007	0.0109919157	0.0917170579	-0.0094456419	0.2005252379	0.086400051	0.1231007809	-0.0688268821	0.0783000397	0.1022266956	-0.0158314783	0.0419491253	-0.0480753505	-0.16479131	-0.0680657457	0.1527426841	-0.2162098466	-0.0550547475	0.0114332717	-0.1454110185	-0.0166012575	0.0730356748	-0.0656285369	0.0733310167	-0.0811691352	0.1277387615	-0.1274383795	0.0125401097	0.130320362	-0.109570328	0.0704492412	0.0179921115	0.0851589187	-0.0264997168	0.0516838269	0.0270025244	-0.0893089077	0.0492483871	0.17584927	-0.0189671683	-0.2312173326	0.1419755404	0.0292434347	0.0027911338	0.0953310361	-0.0590516861	0.0086594315	0.0047743233	0.0975492179	-0.0198129595	0.0472193884	0.0593572899	0.138212403	0.0758507068	-0.0057248381	-0.1114109135	0.0005152243	0.0947895902	0.1051452047	0.1426784344	-0.0047785266	0.0434134549	-0.1643714245	-0.0593925666	0.0847903146	0.0620859628	0.0380624338	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0938609312407834	0.0433147189034884	0.008809874413387	0.0018761648736882	0.0993973851297909	-0.0162004795324434	0.0002624555370811	0.0098798401706399	0.1613330882654011	-0.0679094746758295	0.0046116967507471	0.0260283653692517	-0.0013489757229223	-0.0001669131495305	2.7859999486191068e-08	1.819735501033742e-06	0.0010969160488809	3.754424214540012e-05	1.4095701182724383e-09	1.2032248182924851e-06	0.0008642378963495	-0.0002018916173295	4.076022514792129e-08	7.469071414866091e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
