global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
988.0675928011044	n/a	976277.567943769	n/a	965.4273127642545	n/a	n/a	932049.8962312096	909.4271965101216	n/a	n/a	827057.8257522592	918.483107922665	715.2028490517356	n/a	n/a	n/a	n/a	-0.0563066497	0.05380668	-0.0901525647	0.0325815215	-0.0165597565	0.077781638	0.0229705135	-0.1011915473	0.0893757419	-0.0112489791	0.1462416098	-0.1045111322	0.0382225356	-0.012442995	0.0335365224	-0.1295779665	-0.0769597383	0.1025309933	-0.021056216	0.0392073639	-0.152071592	0.0502527021	-0.0388361272	0.009722759	-0.0339335483	0.1969300938	-0.1249996599	0.0133728996	-0.1674383217	0.059279339	-0.0327101233	0.1355556321	-0.0781622405	0.0484049471	-0.1148069329	0.0899949166	-0.1888854016	0.0470946989	-0.0507284478	0.0059246597	0.0056812988	-0.000678511	-0.0777565383	0.0511324885	-0.116199756	-0.0394021575	0.0248746874	0.0261415197	-0.0107153735	-0.0309758206	0.1406760979	-0.0567400477	0.0997770213	-0.0758539987	0.0589438565	-0.0214053398	0.0955635417	-0.0795879721	0.1666030636	-0.0999512108	0.1779246047	-0.0057106038	0.0769145505	-0.0978166479	0.0002344212	-0.0964585476	0.0270234117	-0.0100673094	0.1374225636	-0.0362060108	0.1136943354	-0.1302696345	0.0565807465	-0.0765492884	0.0084255156	-0.0679571194	0.0575622546	0.0266958735	-0.0461862017	-0.0748005001	0.0997177758	-0.0287355802	0.0128151421	-0.1360927227	0.0949205532	-0.0563026304	-0.0330865505	0.0845515117	-0.0861851054	0.0758708502	-0.0009462549	0.0973911326	-0.0127539115	0.032915168	-0.0890438561	0.0814494304	-0.021500535	-0.1913530827	-0.1426835102	0.0250345043	-0.0044834305	0.0213205689	-0.2237086787	0.0683277354	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0212316911004535	n/a	n/a	0.000450784706985	-0.1287130463124697	n/a	n/a	0.0165670482910359	-0.0799404766637437	n/a	0.0063904798092265	n/a	-0.0016453629142994	n/a	n/a	2.7072191197518143e-06	0.0007987660833577	n/a	n/a	6.380272559226001e-07	0.0008936592456662	n/a	n/a	7.986268473646817e-07	0.0	0.0	0.0
985.8806041454226	-2.18698865568183	971960.5656301434	4.782919380081019	956.9754505157472	-8.451862248507268	71.43397546774234	915802.0128898172	910.0203337492766	0.5931372391549985	0.3518117844724139	828137.0078371448	918.9682517853612	721.0436309375185	1.279226	24.133236	0.2097309520352581	0.1312145292223622	-0.0451261879	-0.0117140514	0.0839651658	0.2099288554	0.0512065474	0.1233675891	0.0373345599	-0.0519811632	-0.0197823877	-0.0012101823	0.0642260672	0.1217748358	0.1220165551	0.1113324229	-0.0330339019	0.1658304398	-0.0371330492	-0.0235142238	0.0454774361	0.0522230262	-0.0287063932	0.0493126415	0.1194706735	0.0308486716	-0.0933080464	0.0600983291	-0.0099227958	-0.0213987123	-0.0956880889	-0.0772446957	-0.1693615279	0.0327443512	-0.185405261	-0.1212374949	0.1035322989	0.095098943	0.0213114761	-0.0761088647	0.0324264274	-0.063062379	-0.1508186869	0.185691689	-0.0267233733	0.0312301032	0.0385393647	0.0041823331	-0.0289266329	0.0770540866	-0.0605533454	-0.0337488052	-0.0254689914	0.0245634968	-0.0220954131	-0.0767302671	0.0842163142	0.0546935818	-0.0240076416	0.0630376477	-0.026458196	0.0623887431	0.0166462838	0.008812185	0.2044258046	-0.0020758535	0.1517837324	0.0168859869	0.2607607943	0.0632604633	0.097615375	0.1529687784	-0.0438945741	-0.0037041191	0.1456206281	0.1367267482	0.0570942246	0.0246766334	-0.0056529095	0.0050631231	-0.0532243126	-0.0447737898	0.034367632	0.0227649187	0.0806455182	0.0333682384	0.2968628059	-0.0317816818	0.0286490885	0.0472025736	0.0573029391	-0.1097438684	0.0499207081	-0.1209409317	-0.0206391064	-0.0500454126	-0.0062432813	0.0907695438	0.1145728064	0.0094664933	-0.0481428542	-0.0819110986	0.0559897511	0.1959354741	-0.2255225602	0.0549068948	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0638972677643323	-0.0426655766638787	0.0018203514320613	0.0040828608277467	-0.1484853862056496	-0.0197723398931799	0.0003909454248514	0.0220479099166409	-0.2012503859000531	-0.1213099092363094	0.0405017178249202	0.0147160940789216	-0.0016185924157935	2.6770498505899933e-05	7.166595902543904e-10	2.619841408464238e-06	0.0009780241413921	0.0001792580580343	3.2133451370264295e-08	9.565312211457542e-07	0.0012072932139637	0.0003136339682974	9.836626607003719e-08	1.4575569044828005e-06	0.0	0.0	0.0
985.3005667997642	-0.5800373456584111	970817.2069359366	0.3364433223584551	955.708936777982	-1.2665137377651945	1.604057047947964	913379.5718373008	910.199894598353	0.179560849076438	0.0322420985210513	828463.8481268529	919.3958604110156	721.4507525341438	1.199889	22.636503	0.2171505663577003	0.0961344965442985	-0.0505315292	-0.0264370385	0.0723278086	0.0154111405	-0.0636010032	-0.0557553414	0.0470110135	0.0143940119	-0.1242497152	-0.0102722072	-0.0460462932	0.1366821066	-0.0599496177	0.0805284761	-0.0379646575	-0.0957642276	-0.0174051867	-0.0703861717	0.0570415849	-0.0127574256	0.0034542022	0.0983406053	-0.0388029666	0.0467389221	-0.1010746005	-0.0192010275	0.1929119545	-0.01703256	-0.1309228525	0.0660457609	0.0736828875	-0.1946738939	0.0194910848	-0.1044461193	0.0053623635	-0.0406688094	-0.0345300478	0.0390600169	0.0225026398	-0.1348050719	-0.0818407797	-0.0415120203	0.1979367047	0.0877095634	-0.076382791	-0.0027380322	-0.007914961	0.0458163395	0.0678952639	-0.0395403705	-0.0746123168	-0.0271978983	-0.1089123185	-0.0867428518	0.0923756875	-0.025575803	0.0557340024	-0.0206686506	0.0680016436	0.0053452901	-0.2252470986	-0.0415968833	-0.1071523166	0.0139014372	0.2015719918	0.0551392486	0.0322094909	-0.0511170614	-0.0538525553	0.0077795117	-0.0493017761	0.0177674977	-0.0274833017	0.047409271	-0.0688373809	0.1748526016	-0.0262311156	0.0769097833	-0.0616488939	-0.0349929574	0.0278986496	0.0198903697	0.0007167505	0.0687577666	0.0338512734	0.045672847	0.0184990451	0.0176281198	0.0202873155	-0.0284985759	-0.080338857	0.0653182554	0.0044487248	-0.1276756943	0.0232324579	-0.2334615547	-0.0490658598	0.0259295377	-0.121082422	0.1434220487	0.0023936336	0.0950304887	-0.0441050498	0.175039892	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0160398464785487	0.0478574212857836	0.0022903327721249	0.0002572766750554	-0.1842160549038141	-0.0357306686981644	0.0012766806856179	0.033935554884325	-0.1750761492220718	0.0261742366779813	0.0306516580264291	0.0006850906656749	-0.0013470072888426	0.0002715851269509	7.375848118093651e-08	1.8144286361950917e-06	0.0002569648164076	-0.0007210593249844	5.199265501471027e-07	6.603091687139158e-08	5.217287198368075e-05	-0.00115512034198	1.3343030044560368e-06	2.7220085710255404e-09	0.0	0.0	0.0
987.7929230539902	2.492356254226024	975734.8588355462	6.2118396979795785	963.1724107915704	7.4634740135884385	55.70344435150992	927701.0929100456	910.364511857953	0.164617259599936	0.0270988421581927	828763.544450369	919.5247340279936	720.2091092009256	1.127616	21.273045	0.1244496136364147	0.0633132356775275	-0.0263661307	-0.0628570532	0.0696207559	-0.0015811554	-0.0821062042	-0.0886428622	0.06634399	0.0294504503	-0.0593049164	0.0968587532	0.0783530157	-0.1067436689	-0.0429376303	0.0176848296	-0.0418419689	-0.0714555104	-0.0833391129	-0.0888413547	0.0353277476	-0.1334325577	0.1417952686	0.0173448539	-0.0442204417	0.1344536745	-0.0514839913	-0.0635097656	-0.1200798137	0.0287831509	-0.0873801656	0.0893361915	-0.0203386315	0.0064670088	-0.0220576612	0.0440861672	-0.1126684458	0.0068696209	0.0050068703	-0.0861281653	0.010964944	0.0869656883	-0.0337914988	0.0262815445	0.0141051428	-0.1616780371	-0.14432077	0.0852781324	0.0726604992	0.0389765563	0.1042050383	-0.0835015419	-0.0623551164	0.0886974656	-0.169859073	0.0651520372	0.0485479715	0.0532192704	0.1396905588	-0.0713288917	-1.20022e-05	-0.074509323	0.189648669	-0.0072498308	-0.0682625026	-0.0405659323	-0.0399177534	-0.1535891364	-0.0477891355	-0.0270667868	0.0816312161	-0.1106342706	0.0100041748	0.0574232658	0.0339451712	-0.0888132597	0.0418938281	0.0882029012	0.0764923046	0.0156943003	0.0444101721	0.0727489381	0.0280331395	0.0036248611	-0.0200225792	0.1596141982	-0.0605386125	0.1072539796	-0.0524752596	0.0910048002	-0.0555366731	0.0404872648	-0.126058932	0.1226843313	0.0318987036	-0.0402435798	0.0645707292	0.0002049639	-0.0532254701	-0.0786329717	0.0583535244	0.0071374671	-0.0129159651	-0.0679974601	0.0072346965	0.0117083789	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0072654721760017	0.0233053186545504	0.0005431378775901	5.278708594025487e-05	-0.1949317435158235	-0.0107156886120094	0.0001148259824295	0.0379983846301188	-0.1566383997218778	0.018437749500194	0.0245355882674307	0.0003399506066319	-0.0015228881409601	-0.0001758808521175	3.0934074141577926e-08	2.319188289876909e-06	-0.0007637255502006	-0.0010206903666081	1.041808824486781e-06	5.832767160292091e-07	0.0002954187906512	0.0002432459186675	5.916857694840538e-08	8.727226186981752e-08	0.0	0.0	0.0
986.0363477322088	-1.7565753217813835	972267.6790490734	3.085556861091371	963.0715953653508	-0.100815426219583	0.0101637501638361	927506.897799562	906.7919299030862	-3.5725819548667914	12.763341824239824	822271.6041373635	914.4209534390424	714.3642838715062	1.239084	23.375946	0.2168319262768412	0.1026048249245273	0.0234649068	-0.0248365355	0.012282873	0.0736461849	0.0230891948	0.0313690644	-0.0791763469	-0.0362669032	-0.0379145505	0.009123148	0.0787249873	0.0306198348	0.1046222808	-0.0817298973	0.1914200798	0.019795099	-0.0139246579	0.0266745025	-0.1327325562	0.1328107556	-0.0038092278	-0.2466597825	0.2748078946	-0.1900026191	0.1245730804	-0.0559981817	0.0512492745	0.2013136522	-0.0270644077	-0.1084738016	0.0069055083	-0.1098915354	0.0709661171	0.0188579807	0.0291493979	-0.1037741623	0.0505562811	-0.0822414783	-0.0461737736	0.0404068465	0.0238217947	0.1658129714	-0.1140842677	-0.025633754	-0.1593426627	-0.0315553157	0.0361727118	-0.0038743017	-0.0282397433	0.0075706768	-0.0356583424	-0.0092864635	0.2721805896	0.0372341236	-0.1762634465	0.1883957498	-0.2768389136	0.0710145167	-0.0221898098	-0.128140656	-0.1236580978	0.0773993621	0.0168723878	0.0704186073	0.0302644181	-0.1295794186	-0.0400802191	-0.162687139	-0.0724286607	0.04961687	0.0890636139	0.0113527318	-0.0120314719	0.1619594736	0.1211588872	-0.0536682741	0.1124605952	0.0379275129	0.0266438608	0.0315482977	-0.0131179462	0.029108065	0.0496503092	-0.0162611355	0.0911559818	-0.006287609	0.0350771477	0.165286192	-0.0395816996	0.0315518989	0.0394516812	-0.0167377589	0.1011696992	0.1129822657	-0.0082847017	-0.0672520629	0.1392251071	-0.1538126911	0.2162580168	0.0123915458	-0.1179361564	0.1356490943	-0.1001140763	0.0987882978	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0482069694615603	-0.055472441637562	0.0030771917812327	0.0023239119046678	-0.2543195177709521	-0.0593877742551285	0.0035269077309781	0.0646784171192496	-0.174204713883924	-0.0175663141620462	0.0303472823393798	0.0003085753932397	-0.0006620094237094	0.0008608787172507	7.411121658152106e-07	4.382564770800519e-07	6.190178925669088e-05	0.0008256273394572	6.816605036593246e-07	3.831831513179771e-09	0.0002970206583853	1.601867734100015e-06	2.565980237550717e-12	8.82212715076371e-08	0.0	0.0	0.0
985.5494112832693	-0.4869364489395593	971307.6420807986	0.2371071053058681	957.1117049997504	-5.959890365600472	35.52029316997733	916062.8158475292	909.4029498183936	2.611019915307452	6.817424998132132	827013.7251383957	917.143957615186	719.7604306226788	1.018209	19.209023	0.3074324251570513	0.1720251784475496	-0.0215592765	-0.032672706	0.0181066654	0.0088453389	0.0357247423	0.0749567399	0.0204830528	-0.0076287182	0.0040126688	-0.0648937076	0.0746009081	-0.0329062951	9.31739e-05	-0.0429536103	0.1609896299	0.0136176131	-0.0684826088	0.0003359487	0.0619652305	0.0436938973	-0.1445484686	0.0540572907	0.070376938	-0.1250787659	0.0834169583	-0.1118502948	-0.0459713126	0.0750887877	0.0621659893	-0.1472449733	-0.0997801338	0.1048009479	-0.0655145878	0.0388480559	-0.0265438852	0.0211202135	-0.0237962406	-0.0114579882	-0.0389402742	-0.0150329077	0.0380461276	0.0933123526	-0.0768854166	-0.1561470317	-0.0931388317	-0.0744832393	-0.0660999522	0.109843775	-0.0289695197	-0.0622847019	0.0035563935	-0.0660198748	0.109000664	-0.164890814	-0.0202477803	-0.0737945718	-0.1424503205	0.0771410257	-0.1135685253	0.0754727331	0.0441235995	0.0053451017	0.0926993487	0.0671567239	-0.1281788848	-0.0627702722	-0.0112492509	0.0425866471	0.0611932504	-0.0577013195	0.0703696783	0.0558082375	0.0344018578	0.1306635498	0.0385584972	-0.0321548774	0.1476346299	0.0239335853	-0.2155849052	-0.1095880185	0.0341275241	0.0192332648	-0.0003106396	-0.106917111	0.0956693588	0.0978817998	0.0218069813	0.0580832323	-0.0422186659	0.0218855187	0.1255420643	-0.0373188755	0.0359240966	-0.0454892157	0.0541296146	0.1238241845	0.0054397008	-0.1040762905	0.1220959051	0.0518632912	0.0115042697	0.1236991934	-0.0166037524	0.0002830719	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0346078894483383	0.013599080013222	0.000184934977206	0.0011977060120684	-0.1011132005808121	0.15320631719014	0.0234721756269657	0.0102238793316955	-0.1243367992280042	0.0498679146559198	0.015459639642265	0.0024868089121301	-0.0015808771218736	-0.0009188676981642	8.443178467295754e-07	2.499172474463357e-06	-0.0008327341066158	-0.0008946358958724	8.003733861835743e-07	6.934460923212145e-07	0.0002953419864666	-1.6786719187000072e-06	2.817939410631964e-12	8.722688897003733e-08	0.0	0.0	0.0
984.5783430163336	-0.9710682669356174	969394.5135367892	0.9429735790493436	958.2741922898726	1.1624872901222716	1.3513766996958223	918289.4276088078	909.321962680036	-0.0809871383576137	0.0065589165793552	826866.4318122728	918.1594269920934	718.512397899411	1.178291	22.229048	0.1906387509380602	0.0989981946343841	-0.0056962276	-0.0169452317	0.088491483	-0.0427174508	-0.0996379222	-0.0773672215	0.0486031618	-0.0138299278	-0.1662692329	0.0459362239	-0.1798818352	-0.0194590802	-0.1237359524	0.1330393033	0.0413489701	0.0806474495	-0.0710000919	-0.0615495819	0.0291693716	-0.0263921976	0.0794181423	0.0841769701	-0.0311657716	0.0316867302	-0.034125302	-0.0953458889	0.078112329	-0.1115834945	0.1227221598	-0.1915679741	0.000144397	-0.0644390877	0.0514459438	0.0955517477	0.1133356342	-0.0863825308	-0.0860672538	-0.1207175147	0.0191316072	-0.0108287586	0.0568231008	0.0295449781	0.0440171384	-0.0490902747	-0.0181111133	0.0242907765	-0.1343827949	-0.0979698881	0.1355738333	-0.0890466996	-0.0835274031	-0.0046260691	-0.0930215714	0.0381541915	0.101817781	-0.0075944731	0.0686017138	0.0171695953	-0.018992839	0.1476468119	-0.1624689136	-0.0812749239	0.0253422377	0.1110727468	-0.0970479521	-0.1249644064	-0.1641948708	0.0156541935	-0.0390167819	0.0015354225	-0.1114357373	0.039486637	-0.0668895764	-0.0422586382	0.0270222885	-0.0658108695	0.0134261904	-0.1231829731	-0.0628631968	0.0331781999	0.0194633759	-0.0319877913	-0.071131937	0.1205623404	-0.0167032109	0.1453314544	-0.0582193208	0.0109604544	-0.0307105435	0.1196169777	-0.0578375166	0.0373577898	0.0191878579	-0.0913947196	0.0018441877	0.0267097539	-0.0828005825	0.0992377275	0.0111757633	0.2666763297	-0.0937216659	0.0206614556	-0.0187092221	0.0131438392	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0001286933703852	0.0347365828187235	0.001206630185922	1.6561983581102272e-08	-0.1808210152716043	-0.0797078146907922	0.0063533357227816	0.0326962395638537	-0.1013085887565097	0.0230282104714945	0.0102634301558356	0.0005302984775194	-0.00221605781712	-0.0006351806952464	4.034545156137002e-07	4.91091224881866e-06	-0.0008318555347377	8.785718780999433e-07	7.718885449880617e-13	6.919836306737448e-07	-0.0001319216055499	-0.0004272635920165	1.8255417706284218e-07	1.7403310010863413e-08	0.0	0.0	0.0
983.800824061533	-0.7775189548005983	967864.0614241516	0.6045357250742148	957.3830673044378	-0.8911249854348853	0.7941037396663245	916582.3375612536	908.3155508059972	-1.006411874038804	1.0128648602062973	825037.139836002	916.9525834095627	703.0520570766564	1.196107	22.565161	0.1353539195560392	0.0698017099583126	0.0222313965	0.0304967355	0.0186765422	-0.0442275034	-0.0509277395	-0.1834738771	0.0252080633	0.0578530191	0.0356004834	0.0631512614	0.027955937	0.0479650584	-0.0847896571	-0.1031509084	-0.0099804489	-0.1279945649	-0.0515451067	0.020256077	-0.1161355741	-0.0237590045	0.0579201152	-0.0769211808	-0.0757691941	0.1136938459	0.0668039631	0.0173202446	0.0553530972	-0.0091127971	0.0208176434	-0.0003341925	-0.0185910032	0.1655889624	0.0508294848	0.1269233424	-0.0595958103	0.0282105141	-0.08744446	0.1914099196	-0.1130648638	-0.0229982089	0.1224092828	0.0032969521	0.068847483	0.1308545	-0.0801191043	-0.0152715922	-0.1040319529	-0.0220007402	-0.0157313993	-0.0230383756	0.0018838368	0.0523699428	0.0695233454	0.1031043742	0.0055324021	0.0460205691	0.0910398483	-0.0442757464	0.0754038871	-0.1820608982	0.0540569365	-0.0238536578	-0.0658394547	0.0157439849	-0.1617260095	0.0342245944	-0.1100024158	-0.037008363	0.0614437415	-0.1040042847	0.0578046399	-0.0310286712	0.0342840274	0.0757087471	-0.1079897585	-0.0904507801	-0.0483868397	0.0683320045	-0.0366813375	-0.0342386638	-0.0276561869	0.0022973615	-0.0235305975	0.0883009932	-0.155398497	-0.0315049453	-0.0187200053	0.0645811904	-0.0398216317	-0.0213511579	-0.0431076749	0.0516855882	0.043528572	0.0349591978	-0.0109810274	-0.0358794154	-0.1835232324	-0.0866521694	0.0489090481	0.103279048	-0.0291013213	-0.1243063923	0.0678244864	-0.0036238869	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0174292252852268	-0.017557918655612	0.000308280507517	0.0003037778940431	-0.1968617057996766	-0.0160406905280723	0.0002573037526173	0.0387545312103584	-0.1475657711848796	-0.0462571824283699	0.0217756568253882	0.0021397269262114	-0.0013010423300974	0.0009150154870226	8.372533414912061e-07	1.692711144705272e-06	-0.000637915371787	0.0001939401629507	3.7612786805344075e-08	4.069360215621465e-07	-0.0001309146966435	1.0069089063999964e-06	1.013865545787637e-12	1.7138657797259632e-08	0.0	0.0	0.0
989.6970174824182	5.896193420885197	979500.186413594	34.76509685648988	966.1764252402564	8.793357935818676	77.3231437874253	933496.8846900408	912.4918172735916	4.17626646759436	17.441201608353072	832641.3165912615	921.2824109004448	725.3260128136837	1.13896	21.487062	0.1716786262017969	0.0898334473173503	-0.0206637607	-0.040486251	-0.0292740251	-0.0835856063	-0.1010335843	-0.0384377809	0.0028159053	0.061245802	0.0302121626	0.0680128421	-0.1739469789	-0.2392704565	0.1626951335	-0.0836025174	0.1301957796	0.2020051233	0.0763613642	0.0408239648	0.101135973	-0.1934116492	0.0277773003	0.0377242909	-0.0555060938	0.0002447741	0.0465448553	-0.0275054412	-0.1291667414	0.0199978919	0.1266573208	-0.0550569731	-0.1580927521	0.0934562165	0.1704023717	-0.0051330164	0.090564237	0.04558668	0.0411199627	-0.0476610894	0.1130552814	-0.079217755	-0.015299332	-0.0472236342	0.0260918697	-0.011984179	-0.0028737266	0.096670621	-0.0271990222	-0.0866354082	0.0338223556	0.009044677	0.0528685946	0.0703264785	-0.1865350409	-0.021498141	-0.1202916197	-0.067613829	-0.0478772656	-0.0754256074	-0.0465751997	0.1224292626	0.078823115	0.1442948527	0.0174633625	0.1393794013	-0.0989010791	0.0515140763	-0.0853615003	0.0959290984	-0.0304619688	0.0978220809	-0.0294765397	-0.0958926885	0.0794240205	0.0193610872	-0.077426002	0.0402551155	0.0061844723	0.0026945417	0.050264277	0.1710619075	0.032243245	-0.011991612	-0.0406093877	0.0286130095	-0.1331212364	0.0178034108	0.0061233147	0.0615188659	-0.0481855529	-0.072040176	-0.1030537249	0.1076703285	-0.1405446104	-0.029681099	0.0087537507	0.103944695	0.0342507875	-0.0365471211	0.1615904452	0.1208521113	0.0643261331	0.0117581138	0.245540368	-0.080380862	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0392901233813205	0.0567193486665473	0.0032170845131573	0.0015437137953193	-0.1343984553839305	0.0624632504157461	0.0039016576525002	0.0180629448095863	-0.1358770701917961	0.0116887009930835	0.0184625782039062	0.0001366257309057	-0.0010872244641455	0.0002138178659519	4.571807980022472e-08	1.1820570354364697e-06	-0.000831206363093	-0.000193290991306	3.736140732005617e-08	6.909040180462922e-07	-0.000539952361914	-0.0004090376652704	1.6731181160994158e-07	2.915485531365072e-07	0.0	0.0	0.0
986.3464370678328	-3.3505804145854654	972879.2939164082	11.226389114603707	962.4411444230514	-3.73528081720508	13.95232278338025	926292.9564783528	911.3900726496825	-1.1017446239090989	1.2138412163126011	830631.8645243935	919.52538058124	730.5370679485436	1.162543	21.931967	0.1574224276569269	0.0674462751103656	0.0327384328	-0.0568000095	-0.1323292717	-0.1335294054	0.0876135059	0.0879008062	-0.1660042223	-0.0531016361	-0.0240978358	-0.1188943392	-0.0118444875	-0.0710076829	0.0170560951	-0.1094713139	-0.115394939	-0.1388200762	0.1763993013	-0.0441937015	0.0814516361	0.0444629456	0.008660352	-0.1579918695	-0.1358543779	0.0548363778	0.0589187846	0.0086962241	0.0312768665	0.0702187728	0.104897195	0.0349980427	0.0703955947	-0.0030807507	0.0579979399	0.0638771982	-0.02223171	0.0961628221	0.049012121	0.0772645963	-0.0244013045	0.0749750145	-0.0005002732	-0.0765889592	0.0791322842	-0.0635900197	0.0476710426	-0.0439104431	0.2315196686	-0.0195709492	0.1111563554	0.147275092	-0.0215168233	-0.1175710816	-0.0437285317	0.073395181	-0.1327270681	0.0019698093	0.1026678743	0.0136922969	-0.0553156958	-0.0553756803	0.0059180128	0.082536091	-0.0427425519	0.0671787595	-0.0394274982	0.1204277859	-0.0891520095	-0.0580493222	-0.0769412295	-0.0327519326	-0.0121319211	0.1360467489	-0.013624742	-0.0972416915	0.0191381784	0.0517322538	-0.2036516723	0.0258092822	0.1298690096	-0.0211067757	-0.0189981285	0.0088007863	0.0310847745	-0.056702163	-0.1866968512	-0.0651306952	0.0176102301	0.1086498855	0.0542061428	0.0185904623	0.0622099675	0.047291533	-0.0354896546	-0.1366392433	0.0760140434	-0.0703812474	-0.0506279321	-0.0530184475	0.0508617091	0.0826304213	-0.0047785681	0.0407562421	0.1518045568	-0.1482934964	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0048773261720072	-0.0344127972093133	0.0011842406117693	2.3788310588146405e-05	-0.1746766848181238	-0.0402782294341932	0.0016223357663535	0.0305119442190501	-0.1597462211570715	-0.0238691509652753	0.0255188551739639	0.0005697363678031	-0.0006910316590789	0.0003961928050665	1.5696873878654088e-07	4.775247538493371e-07	-0.0004499513682505	0.0003812549948425	1.4535537109235474e-07	2.024562337904971e-07	-0.0001401551608602	0.0003997972010537	1.5983780197045253e-07	1.964346911574854e-08	0.0	0.0	0.0
