global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
983.6533205110256	n/a	n/a	967573.8549523666	1032.057775392637	n/a	1065143.2517483989	n/a	925.7109952719816	n/a	856940.8467674427	n/a	928.581312949162	778.9952770465521	n/a	n/a	n/a	n/a	-0.0301341421	0.1362332863	-0.0984046208	0.1420388641	-0.0599911828	-0.1904079386	0.0058840863	-0.0309995089	0.1875797515	-0.0337554039	0.0685507269	0.140748732	-0.0110297118	0.0426875686	-0.0727747005	0.0630313643	0.1511716006	-0.1222894049	0.1078968689	-0.0283197539	-0.0613464131	0.0015359004	-0.1389831885	0.0670939223	-0.066408799	0.0089029972	-0.1191161771	0.1349646576	-0.0025361121	0.0316504622	-0.0915710596	0.0859460062	-0.0146435731	-0.1119544508	0.0157327996	0.061191355	-0.0442782755	-0.0575256092	0.0991560111	-0.1261566948	0.0369575702	0.0588409444	0.0270664883	-0.0842441197	-0.035307061	-0.0142229946	-0.0392388095	0.0660427118	0.0973498237	-0.0467982629	0.063496381	-0.0771549898	0.076815722	-0.0166347261	0.1490696119	0.0205443283	-0.1369222789	0.1155898821	-0.0684330855	0.0133768575	0.0868290166	-0.0602634617	0.0174048488	-0.0857736728	0.1203859441	-0.0362565569	0.0072550617	-0.0540113293	0.0876091217	-0.0423047482	0.0946855786	-0.0328858755	-0.0531605374	0.0393690063	0.0424482602	-0.0873912827	0.2466015965	-0.1350393848	-0.0800977226	0.0249287651	0.0049842417	0.024248382	-0.0716738823	-0.0758587258	-0.0212148129	0.1442678039	0.0971415522	-0.0427193547	0.0734285464	-0.0919819807	0.0371181775	0.1695376043	-0.0077306572	0.1018065369	-0.0752779069	0.0716814407	-0.2316774856	0.0341760258	-0.1193161514	0.0426156443	-0.056833563	0.0178016832	-0.0355302621	0.0001051482	-0.0161231787	0.0605563754	-0.0393580203	0.0141320335	-0.0218732757	0.0003192085	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0578027521983983	n/a	n/a	0.0033411581617094	-0.048911975675054	n/a	0.002392381364437	n/a	-0.0204880375211615	n/a	0.0004197596814685	n/a	-0.0006922353694019	n/a	n/a	4.79189806650985e-07	0.0008912063292307	n/a	n/a	7.942487212608588e-07	-0.0005936919580121	n/a	n/a	3.524701410082411e-07	0.0	0.0
981.6223684826934	-2.0309520283321945	4.124766141386655	963582.4743055728	1019.3376140384884	-12.720161354148672	1039049.1713936784	161.80250487557737	924.977239907506	-0.7337553644755417	855582.894346908	0.538396934896635	927.4274615081512	781.0603567966955	1.249064	18.530001	0.0610380538431967	0.0296822288486689	0.0795031159	0.0306623526	-0.0714004528	0.0836777014	0.0844528695	-0.0433849367	0.1051385547	0.0236463821	0.1462582859	-0.0245997082	0.0473359148	0.0413842203	-0.074339388	-0.0674445179	-0.0767739502	0.0802381817	0.0189685872	-0.0609781738	-0.0428251854	0.0128139626	0.0117655114	0.0653260335	-0.1095555944	0.1545948669	0.0685993568	-0.0806774137	-0.0779988279	0.1487792204	0.1641191529	0.117575094	0.0274409529	0.0331712687	0.0410922089	-0.0520703067	-0.1224191714	-0.0501937034	-0.0868599846	-0.0559198654	-0.0036561462	-0.177179231	0.0609090066	0.0642319998	0.1170012675	-0.060659704	-0.026623377	-0.1134771827	-0.0667320949	-0.0818347029	-0.0387819344	-0.0734194497	-0.070122002	-0.1083106379	0.0947507147	0.0136892178	0.0333130335	0.0765288209	-0.0390594197	-0.0387582919	-0.0415045294	-0.0387050905	0.0546456029	-0.0860943542	-0.0810488645	0.009612617	0.0400884094	-0.1768713399	0.0168229955	-0.0470040945	0.1637301712	0.1527857297	0.0203398741	-0.0200365383	0.0390347142	0.1540229687	0.0685541801	-0.0065803821	0.1772628097	-0.0750725566	-0.0133206045	0.0085509882	0.0477522476	-0.0597280796	-0.1579373838	-0.0972476401	0.0530335113	-0.0761634459	0.0111047823	-0.0206408863	0.0957233296	0.0283590937	0.0742850512	0.069363425	-0.0568989713	-0.0406411103	-0.0990566417	0.0871731375	-0.0951069793	0.1120484793	0.0620356086	0.0255625722	0.0889780846	0.1258485009	-0.1098341687	-0.0437470243	-0.0825696076	-0.1042063416	0.0293277046	-0.0255631247	-0.0178295411	-0.10223351	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0497486531124309	0.0080540990859673	6.486851208658082e-05	0.0024749284865009	-0.0314744335595662	0.0174375421154878	0.0009906399678955	0.0003040678750294	-0.0205274705052431	-3.94329840815999e-05	0.0004213770453436	1.5549602335797111e-09	-0.001061844264681	-0.000369608895279	1.3661073546943661e-07	1.1275132424359335e-06	0.0006972377703953	-0.0001939685588353	3.7623801816682e-08	4.861405084658091e-07	-0.0004471298189734	0.0001465621390387	2.148046059959924e-08	1.9992507501518547e-07	0.0	0.0
980.3787651137968	-1.243603368896629	1.5465493391310452	961142.5230860532	1014.3599944062286	-4.9776196322598025	1028926.198251804	24.77669720345821	924.8546098915928	-0.1226300159132733	855356.0494377302	0.0150381208028896	927.2698168499894	773.9111961117251	1.140186	16.91478	0.0607997514095857	0.0292934722559396	0.0193216552	-0.0885145611	0.0413871337	0.050280392	0.1248253583	0.0662478695	0.0839465771	0.0740671303	0.0499407919	-0.0792843302	0.0880263986	-0.1306065334	-0.0557389	-0.0723964518	0.0001397008	0.0757018342	-0.1592796733	-0.0074403746	0.0046614875	0.0853316099	0.0086834197	0.0760677298	0.0685206186	-0.0943093396	-0.1139837468	-0.0252236685	-0.0576787435	-0.1230839356	0.0902822648	-0.1046260804	-0.0218763004	-0.006115445	0.0056644089	-0.0315508147	0.0346659401	0.0272252609	0.0318989526	0.0361071121	0.1170311621	0.1122448736	0.08807575	-0.0053675692	-0.0331129557	-0.0223643605	0.0172112643	-0.1074538769	0.0052035436	0.1456528993	0.1569214336	-0.2139453823	-0.0874158239	-0.0301837302	0.0460085412	0.0877144111	-0.1046209394	0.019747594	-0.0099641522	-0.0985685493	-0.0737096579	-0.1137528045	-0.0067768569	-0.0081133882	-0.0343980006	-0.0073412155	0.0108403589	0.2188936137	0.1064780233	0.015568793	0.0399516308	-0.0098396621	0.0471457083	0.0169287659	0.0458746888	0.0302937407	0.0533694824	-0.0488976799	-0.0480823917	0.2135101029	-0.0669893968	-0.0013045758	-0.1311276076	-0.0418904612	-0.0492994703	0.0055233204	-0.02246093	0.1079594047	-0.0578162684	-0.0016902023	-0.0407602917	0.0668431656	0.0733509076	-0.036677991	-0.0170644715	-0.0677164416	-0.0377979397	-0.0857435312	-0.0125175304	0.1922734572	0.0098413553	-0.0721926816	-0.0635571469	0.0662639517	-0.1266816193	-0.0545112182	-0.0350597353	0.0058938615	0.0809124984	0.0398044004	0.0914290825	0.0600436809	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0399857957719262	0.0097628573405047	9.531338345104652e-05	0.0015988638635141	-0.0456550585008841	-0.0141806249413179	0.0020843843667191	0.0002010901237263	-0.0206728397126312	-0.000145369207388	0.0004273663017841	2.1132206456644167e-08	-0.0007429056518254	0.0003189386128556	1.0172183877025429e-07	5.519088075141224e-07	0.000359694863758	-0.0003375429066373	1.1393521382115707e-07	1.2938039501388617e-07	-0.000524866297888	-7.77364789146e-05	6.042960154040051e-09	2.754846306586548e-07	0.0	0.0
979.1984957485004	-1.1802693652964535	1.3930357746572932	958829.694076126	1020.1024449945808	5.742450588352199	1040608.9982839216	32.97573875966651	924.1059260540698	-0.7486838375230036	853971.7625682498	0.5605274885681713	926.9311517143552	770.3214651279643	1.064412	15.790668	0.0527315115276761	0.0260451670723801	0.0708600876	0.0162531036	0.0886827619	-0.0058630769	-0.0003949868	-0.0259875086	0.0750805291	0.1168229108	-0.098818936	-0.0341294683	0.0939163094	0.0083751276	0.0717826772	-0.0708019561	-0.0975186523	-0.04308818	-0.135464701	-0.0598601447	-0.0957251924	-0.0518383944	-0.1004449829	0.0466922539	0.0334016719	0.0395991395	-0.0422575465	0.0355261403	-0.0238509955	0.000293123	0.0121324081	0.0949276142	-0.0696603663	0.0322810175	0.1006129252	0.0607745078	-0.0922843692	-0.0522392915	-0.0632543262	0.187669312	-0.0914205485	0.0204572802	0.0303328082	0.0316933767	0.0282086454	-0.0528709381	0.0774866399	-0.070711636	-0.1215327444	-0.0569211196	0.1897763677	0.0389505721	-0.0643080088	-0.0028436757	0.1029417046	-0.0556963725	-0.1503753335	0.0754316583	0.0547394657	-0.0042539026	-0.0619371521	0.0374566825	-0.0263469695	-0.0986927453	0.0040818096	0.1429525749	0.0488871375	-0.0178982181	-0.0416968553	-0.0388199279	0.0934300508	-0.1230416322	-0.0373990472	-0.0067339139	0.0080299462	0.240514694	-0.039369511	0.0720142132	0.1092495305	-0.0437926463	-0.1277683692	-0.0016398842	-0.0703612078	0.0352810277	0.0769115956	0.1288227853	0.1377083442	-0.0184247351	-0.1266788909	-0.0039569821	0.0157013218	-0.0033142163	0.0529189226	-0.1245036488	-0.0948550712	-0.0310473012	0.0373955823	-0.0023265367	0.0386961806	0.0864452189	-0.0263979237	0.076640364	0.0350849919	0.0258483674	-0.1766066001	0.0584307308	-0.0472865474	-0.0567899433	0.0204315369	-0.0031847685	0.0288101482	0.0074954015	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0371319815477733	0.0028538142241529	8.144255625977422e-06	0.0013787840536641	-0.0276862325072784	0.0179688259936057	0.000766527470447	0.0003228787075884	-0.0127919192463537	0.0078809204662774	0.0001636331980052	6.210890739579154e-05	-0.0005408323773857	0.0002020732744396	4.083360824278228e-08	2.924996604286683e-07	0.0006381418302905	0.0002784469665325	7.75327131711512e-08	4.072249955665094e-07	-0.0005248275219874	3.8775900600010814e-08	1.5035704673419184e-15	2.754439278354349e-07	0.0	0.0
980.6528584207692	1.4543626722688714	2.1151707824890527	961680.0287288252	1006.8642557165124	-13.238189278068376	1013775.6294395664	175.2496553619645	923.649791441768	-0.4561346123017529	853128.9372304216	0.2080587845396704	926.4733675468036	760.03255994565	1.169069	17.343258	0.0312240164403699	0.0158235027957725	-0.0172440586	-0.1306371801	0.0711329906	-0.0546677184	-0.1173000033	0.1707303526	-0.0443787602	-0.0042064732	-0.1897697051	-0.0779522258	0.0117507628	0.0071804833	0.1354869266	-0.028712837	0.0080246308	-0.1117335863	-0.071862224	0.0239230928	0.0642473345	-0.0177676076	0.0109793702	0.026011032	0.0338447373	-0.0306529109	-0.0049392476	-0.0397658035	-0.0966469532	-0.0011631141	0.0157061203	0.1006716209	-0.0839126356	-0.0769014559	-0.125361694	0.1076058162	0.2163912302	-0.0154138503	-0.0254737198	0.0079167689	-0.0304823507	0.0294861377	0.1041141336	-0.0727796567	-0.0653198713	-0.0029966304	-0.1274458296	-0.0697073203	-0.1249492587	-0.0392963493	-0.0867598928	0.1527365092	0.0038923513	0.1426899124	-0.0103487024	-0.0814794543	-0.1449638311	-0.0070633272	0.0713188426	0.0823551951	-0.0097220243	-0.0708920451	-0.0539588671	-0.0461203066	-0.030950745	-0.0395293882	0.1172648056	-0.0012947642	0.0277430122	-0.0735863265	-0.0334706444	0.0471074541	-0.0446433917	-0.1836095318	-0.042351501	-0.0380312571	-0.0474137998	-0.1110959624	-0.0999246223	0.11253905	0.0313583768	0.0354494286	0.0567594252	-0.1037061456	0.079551499	0.0974108075	-0.2140113933	-0.0484165762	-0.1079593393	-0.0249121629	-0.1016930177	0.0441462331	-0.0447749587	-0.1261212852	-0.0497014185	0.0616104037	-0.0202353205	-0.1188756144	-0.0532903704	-0.041705744	-0.0495062795	0.0079038826	-0.0179585185	0.0283506294	-0.0908270733	-0.0815073256	0.0398516386	0.105726614	0.0448967242	-0.0096223274	-0.0892460054	0.0659263302	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0369781424484898	0.0001538390992835	2.3666468468358853e-08	0.0013673830189408	-0.0393940915532056	-0.0117078590459271	0.0015518944493023	0.0001370739634392	-0.0201310043498779	-0.0073390851035241	0.0004052573361348	5.38621701567708e-05	-0.0005208952632989	1.9937114086800048e-05	3.9748851811008086e-10	2.713318753272304e-07	0.0005820935663358	-5.604826395470006e-05	3.1414078923357303e-09	3.388329199695304e-07	-0.0003603482361962	0.0001644792857911	2.705343545438324e-08	1.2985085132971234e-07	0.0	0.0
982.1521824061672	1.4993239853979503	2.247972413189593	964622.9094051972	1010.674193246024	3.809937529511558	1021462.3248935014	14.515623978780631	925.1843865635884	1.5345951218204164	855966.1491410434	2.3549821879150183	927.9354239977712	762.612387468367	1.345823	19.965429	0.0943107221307938	0.0423573884248765	-0.1844134512	-0.0116256192	-0.0216630454	-0.0524386706	-0.0334515634	-0.0002351365	-0.2180586173	-0.0708634955	-0.0611030631	0.0444984866	-0.0758689922	0.0680480717	0.0769554869	0.1584574451	0.1400600403	-0.0049640271	0.0417961803	-0.0039904929	0.2105924425	-0.1310019936	0.0294886225	-0.1174987578	-0.0490157759	-0.1039733155	0.1075748107	0.0852005702	-0.0183680901	0.0537030724	0.0158272247	-0.1879745713	-0.0830929952	-0.0160690061	0.0957292713	0.0403970025	0.1297449567	0.0895871981	-0.0576827709	0.2038028994	0.0916613095	0.0347660137	0.0965757282	0.0013074682	-0.0090636528	-0.0796313689	0.0398394976	0.0601575864	-0.0345628334	-0.0511541146	0.0002258665	0.0322721243	0.1758337851	0.0948693183	-0.0875504161	0.0631776553	0.0309002362	0.0249791563	-0.049984432	0.2268658417	0.1113552683	-0.0196239716	-0.0041076344	0.1503244373	0.0156963036	-0.0688831127	-0.0148770386	0.0597192524	-0.0359714369	0.0244831708	0.1692351601	-0.0670631893	0.1179115435	-0.0659994575	0.040335942	-0.0081186453	-0.0416337604	-0.0106835066	0.0253992665	0.1211834416	0.0315263071	0.048454577	-0.0268575105	-0.0778426253	0.0632639255	0.1570840605	-0.019473307	-0.022450927	0.1017607885	-0.1322764144	-0.1081548357	0.0040016639	-0.0447649371	-0.0017506993	-0.0032436857	0.1508619913	0.0285867723	0.1089872465	0.0915109119	-0.1629852093	-0.0258437243	-0.0946748165	0.0828941947	0.0220172348	-0.0809054625	0.0681778515	0.0022135018	0.0802997422	0.0121269982	-0.0888967264	-0.0502430535	-0.0393564689	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0550487500308349	-0.018070607582345	0.0003265468583951	0.0030303648799573	-0.0723204976443128	-0.0329264060911071	0.005230254379521	0.0010841482180765	-0.0276259017274895	-0.0074948973776116	0.0007631904462569	5.617348670092927e-05	-0.000355982829342	0.0001649124339569	2.7196110873588905e-08	1.2672377478633548e-07	0.0002580238972829	-0.0003240696690528	1.0502115040005614e-07	6.657633156905654e-08	-0.0001329541176114	0.0002273941185848	5.1708085166958095e-08	1.767679738982598e-08	0.0	0.0
981.8335707348776	-0.3186116712895455	0.1015133970819173	963997.160622	1013.607957483648	2.9337642376240183	1027401.0914741728	8.606972601961637	925.8847795969032	0.7003930333147537	857262.6250892059	0.4905504011158416	928.3851509437178	765.7768230099364	0.999383	14.825951	0.0915717126454306	0.0483397139795973	-0.1661652653	-0.0287522288	0.0266873125	-0.0214038007	0.0484964981	-0.0134241039	-0.1730267139	-0.0913129986	0.0918964701	-0.0442288747	-0.0792902644	0.1248321584	-0.0407191993	0.1486899214	0.0901071278	0.099635911	-0.0025013915	0.0243803884	0.0925165033	0.201930548	0.1192075338	-0.1353305434	0.0342349873	-0.0882148723	-0.1639510769	-0.0100843942	0.1118441724	0.1042102785	0.0092570999	-0.0237268587	0.0188121648	-0.0602743384	0.0459660455	0.0967887508	-0.013124932	0.0857574083	0.1817432551	-0.1096037144	0.0013057888	-0.0579177833	-0.0140844935	-0.1186329023	0.0940686261	0.0207467717	-0.0196589933	0.0068647794	-0.1421046883	0.1756036576	-0.1321965211	-0.0024316133	0.1286478316	-0.0299531807	-0.0463095531	0.1578650513	0.0167866369	-0.0131904334	-0.1263144399	-0.0973744763	0.2040570332	0.0064619663	-0.0333440539	-0.0369210195	-0.0159659704	-0.1789133571	-0.1366834507	-0.0421133686	-0.0094730739	0.0939963213	-0.0623613361	-0.0590567025	0.0285467564	-0.1199664688	0.079554897	-0.1019283491	0.0560745194	0.0897936636	-0.1351090327	-0.0728870935	-0.057427917	-0.035242867	-0.0899461867	-0.0145763439	-0.0704920857	0.0068931287	0.0166666876	-0.0145026058	0.1464794527	-0.0629406783	-0.079224248	0.0803521274	0.0536478043	-0.0029447095	-0.0370493879	0.0654357448	0.0598882392	0.1124587158	0.0272948582	-0.0162563476	-0.1277989354	-0.0738584736	-0.0143447011	0.0024627961	0.0004449128	0.0657807501	-0.0276420893	-0.0328658081	0.0170362752	-0.0668186375	-0.0222669483	-0.0247376161	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0371078219337022	0.0179409280971327	0.0003218769009864	0.0013769904486633	-0.0308423276322145	0.0414781700120982	0.0009512491737728	0.0017204385875525	-0.0278321328022741	-0.0002062310747845	0.0007746276163234	4.25312562068112e-08	-0.0007019448803622	-0.0003459620510202	1.196897407461035e-07	4.927266150667034e-07	0.0004225918389666	0.0001645679416837	2.708260743000968e-08	1.785838623611728e-07	-0.0002613517941358	-0.0001283976765244	1.6485963336864455e-08	6.830476029800157e-08	0.0	0.0
981.3962656236548	-0.4373051112228268	0.1912357603016089	963138.6301800552	1016.825546348488	3.217588864840081	1033934.1917069012	10.352878103142883	926.0784114240164	0.1936318271132222	857621.2241056297	0.0374932844712047	929.1165592026168	765.8313312675747	1.103202	16.366116	0.0591321011800266	0.0269573766870231	-0.1355198566	0.0487421212	0.0320472966	-0.0150007619	-0.0697404897	-0.047588534	-0.1662883523	0.002062221	0.0759426112	-0.0249568143	-0.0178048187	0.0318011984	0.0366967028	0.1952703393	-0.0217454031	0.0144760993	0.0114972871	0.0264160406	-0.1362799405	0.2388967885	-0.1705161413	-0.0173535735	-0.0359418035	-0.0094260165	-0.0204604297	0.0100970023	-0.0594628239	0.0493576085	-0.1420352219	-0.1834107077	0.1217981888	-0.0382759664	-0.1564141666	0.1301345667	-0.0593583656	-0.0284295854	-0.0038097975	-0.1940298074	0.1008971254	-0.0141398754	-0.031504596	-0.1364239339	-0.0385183545	-0.0082388273	-0.076132068	0.1675094902	0.0026327608	-0.1929911556	-0.0088908378	-0.0609969082	0.1826330125	-0.0007846866	0.0069769818	0.0153221639	0.0076856404	-0.0682835335	-0.0955885701	-0.3012576201	-0.0910473155	0.2328150654	-0.0377416877	-0.0267037525	0.0605603002	-0.1181899562	0.0998488037	-0.0642319418	0.0468477531	0.2121993224	-0.020954887	0.0723591053	0.0973108588	0.0704130015	0.0086314102	-0.2089942909	-0.0595305534	0.001875514	-0.1357551199	0.0102022595	0.1366214195	-0.0881364763	-0.0021344034	0.0007988928	-0.0961891919	0.0636345085	-0.1368161504	-0.0736504646	0.0472461767	-0.0697125137	-0.0378199833	-0.0290324931	0.060848809	0.0606167009	-0.1543129939	0.1442218921	-0.0211522125	0.0716369688	0.0088453024	-0.0944628636	0.1198963053	-0.0318292988	-0.0156123493	0.0443369524	0.1906355827	0.1291455121	0.1055700976	-0.1887129094	0.0604312003	-0.0833014638	0.0894952373	0.0300990751	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0464080574251681	-0.0093002354914659	8.649438019672197e-05	0.0021537077939777	-0.0344396995517399	-0.0035973719195254	0.0011860929052141	1.2941084727389876e-05	-0.0215579264204279	0.0062742063818462	0.0004647441915485	3.93656657219996e-05	-0.0009559629504905	-0.0002540180701282	6.45251799517059e-08	9.13865162710502e-07	0.0008010451071476	0.000378453268181	1.4322687619687993e-07	6.4167326368511e-07	-9.461738470131705e-05	0.0001667344094344	2.780036328946579e-08	8.952449487717025e-09	0.0	0.0
985.2328590956458	3.836593471991023	14.71944946932413	970683.7866417808	1021.0570827106852	4.231536362197176	1042557.5661536552	17.905899984596907	926.9868630558612	0.908451631844855	859304.6442781461	0.82528436740158	930.4089452621484	766.8110452158197	1.419317	21.055721	0.0799726298404745	0.0400651858630959	0.0148200847	-0.0388801527	-0.1061162233	-0.1208821294	-0.0409273291	0.0579659842	0.0090232112	-0.0423507349	0.1142699203	0.0926666516	0.0530476493	-0.0524756002	-0.0410512476	-0.0062734123	0.0878146683	0.015697461	0.1351703084	-0.003495062	-0.0566929891	-0.0727651173	-0.1792140683	-0.0177051425	-0.0017227932	-0.0626901147	-0.0003363937	-0.0150851658	0.0167556939	-0.1771147968	-0.1073756181	0.0090168722	0.1592772145	0.0139590582	0.0222135573	0.0697491226	0.0140455121	-0.0062434934	0.0542575858	0.13421693	-0.0887478683	-0.1411648371	-0.1559330546	0.0518049666	0.2165050549	0.0221238761	0.0376874452	-0.0062170164	0.1630767685	-0.0832255223	0.1742306994	0.109589266	0.0013631126	0.0092271832	-0.0921128936	0.0153284404	0.1571067274	0.0146288096	0.0507039915	0.0400686221	-0.1926295568	0.1297780171	-0.0134963026	0.0098689039	-0.1403879829	0.0603740633	0.0136432097	0.2341998842	0.0153687871	0.0139181438	-0.0751008669	0.0049064679	-0.1118300705	0.0237110563	0.1500351787	-0.0318228486	-0.189957879	0.1356728466	0.0454137254	-0.1751868285	0.0074724618	-0.0041938417	0.0965508391	0.0008303641	0.0802316092	0.0606450922	-0.020538753	0.0330529029	0.112269052	-0.0379021218	0.0594239433	0.0354690678	-0.1217459837	0.1568437172	-0.0703072616	0.0580125931	-0.1370709699	-0.0996572659	-0.0277013914	0.0545058949	0.0415934469	-0.0254737324	0.0002143161	0.1943659517	0.0030954885	0.0485536088	0.1759344166	-0.1059446386	0.0827843866	0.1286380895	-0.0157010514	-0.0443393678	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0425613076968858	0.0038467497282822	1.4797483472039942e-05	0.0018114649128689	-0.0553440431874179	-0.020904343635678	0.0030629631163307	0.0004369915828385	-0.049825395772828	-0.0282674693524001	0.0024825700639189	0.0007990498235888	-0.0008128579345013	0.0001431050159892	2.0479045601269192e-08	6.607380216817197e-07	0.0007101625815997	-9.088252554790004e-05	8.259633449964703e-09	5.043308923043506e-07	-0.0003997111856465	-0.0003050938009451	9.308222737517893e-08	1.597690319309308e-07	0.0	0.0
983.390138619999	-1.8427204756468427	3.395618751368126	967056.1647350608	1013.0771015712191	-7.9799811394660765	1026325.2137279424	63.6800989862343	924.9360430614058	-2.0508199944554235	855506.6837540908	4.205862649658143	927.5692248089738	782.9879999451226	1.393355	20.670568	0.1031766026498589	0.0486940406904707	-0.0568820726	-0.1082335746	-0.0091425718	0.1899308256	0.0756062076	0.0292098286	-0.0057448254	-0.042775773	0.1598306926	-0.0597033557	0.0320673708	0.0933812417	0.043335044	-0.0148896026	0.1156332537	0.0971930496	-0.0752380812	-0.0098144035	0.1607895826	0.0091164912	0.0745660919	-0.0017019811	-0.0388757175	-0.0624590029	-0.1171047129	0.0511398421	0.0541582097	-0.0383484018	0.0426251667	0.0848075991	-0.0390206609	0.1613212925	-0.1756635542	0.0204714693	0.0167525199	0.1118765806	-0.0484949714	-0.1593416206	-0.0977203731	-0.0365113679	-0.0510753657	-0.0270753322	-0.0065537104	0.0732738152	0.1211984253	0.0916290763	-0.0747691486	-0.0185056099	-0.0532354794	-0.0697352302	-0.0108538982	0.0607232376	0.0035572961	0.1406302155	-0.0194248065	-0.0104826414	-0.1160117432	0.08210811	-0.0036528102	-0.0281019572	0.0716391489	-0.0286038477	0.1158089341	-0.1850661218	-0.1017168326	0.0053130425	-0.0052566489	-0.0017497315	-0.258976709	0.0485647487	0.1329268218	-0.0536892126	-0.0128876575	0.0978951205	-0.074120189	-0.0700934024	-0.0267207189	-0.0593121467	-0.0120436015	-0.0992217457	0.0975867285	-0.0117760609	0.0412559557	-0.0522035072	0.0773400895	-0.1017069155	0.0436371023	-0.0093465609	-0.0416558383	0.0919835933	0.1091676844	0.1006697276	0.0723323661	0.0492695991	0.0342981388	0.0225594804	-0.0435267588	0.2170433888	-0.0826216204	-0.0088667018	-0.0247478904	0.0247606204	0.0627387264	0.0365995859	0.0241545925	-0.1118884158	-0.0007124581	0.0510542671	-0.0730598725	-0.1322255098	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0309911412492596	0.0115701664476262	0.0001338687516257	0.0009604508359315	-0.0312106643298477	0.0241333788575702	0.0009741055679104	0.000582419975083	-0.0171970668831846	0.0326283288896434	0.0002957391093847	0.0010646078461307	-0.0005329719230385	0.0002798860114627	7.833617941255458e-08	2.8405907074735684e-07	0.0005980248943822	-0.0001121376872175	1.2574860894489867e-08	3.576337743008414e-07	-9.48403152264177e-05	0.00030487087042	9.29462476306986e-08	8.994685392246278e-09	0.0	0.0
