global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
916.902618286952	n/a	n/a	840710.411421468	1088.145256504868	n/a	1184060.099254045	n/a	879.963777842629	n/a	774336.2503150718	n/a	891.4676162753863	686.6554894349514	n/a	n/a	n/a	n/a	0.0120526915	-0.0137006471	0.1070925172	-0.0845071335	0.4110957277	0.2597679688	-0.1349814173	0.1690598828	-0.1739831821	0.1760624522	-0.3373883403	-0.0842677102	0.1626152646	-0.5006602024	0.0397113201	-0.0149363547	0.008429903	-0.0285201632	0.0419409891	-0.1635541322	0.0865674584	-0.1521220333	-0.2247443418	0.08628782	-0.2724266996	0.1984736864	-0.0514585643	0.2588627904	-0.0632489293	0.0668096287	-0.0354158623	0.0579657333	-0.0286608748	0.0272949246	-0.0137761952	-0.0991570907	0.0226977287	0.0979679203	-0.0266730629	-0.0114386263	0.1354011007	-0.056211013	-0.0787423303	0.0356687553	0.0603622028	-0.2726702149	0.0346537919	-0.4441587896	0.190282941	-0.0538958875	0.0639828332	-0.0584243922	0.2373907787	-0.1242450262	0.1203177724	-0.0424447528	0.1250302856	-0.4898327701	-0.138275646	0.0917598085	-0.1382991287	0.0555316215	-0.0135022144	0.09155461	-0.1260439962	0.0604781845	-0.047602168	0.0838764998	-0.0320888926	0.0427579564	-0.0705916208	0.009654039	0.0001021985	-0.0679172089	0.0511957997	-0.0536114919	-0.2890395184	0.2612419492	-0.4131293807	0.1273500094	-0.2341171175	0.1658947292	-0.5686270227	0.1764556717	-0.0757341403	0.0808188101	-0.1217505351	0.0308241372	-0.0936703303	0.2048370811	-0.076157269	0.0371292947	-0.0413150119	0.057907426	-0.1110640399	-0.0222820104	0.1054143952	-0.0578216291	0.0044856645	-0.0188325879	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0636147876402901	n/a	0.0040468412065192	n/a	-0.0892856663776058	n/a	0.0079719302204931	n/a	-0.1633078599039521	n/a	0.0266694571064088	n/a	0.0065270518443547	n/a	n/a	4.260240577889408e-05	0.0013873559736541	n/a	1.924756597633716e-06	n/a	0.0007169809790532	n/a	n/a	5.140617243240852e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
924.0305971068236	7.1279788198716005	50.80808205653813	853832.544389593	1089.90938044076	1.7641239358920302	1187902.4575727617	3.112133261187188	884.527970243497	4.56419240086791	782389.7301430806	20.83185227214037	894.4512404542108	727.9010201478616	2.055618	42.977859	0.5372302592328783	0.2952415095196475	-0.1728552725	-0.1396018994	0.112344647	-0.1219643641	0.016651721	0.2455749043	0.0778310576	0.1231874346	0.0733984332	0.0076244728	-0.0249706286	-0.0620207138	-0.2024270011	-0.0990778511	0.0774462894	-0.0340485238	-0.0311659986	0.0011746307	0.076350937	-0.0101137894	-0.0780119093	-0.0592885897	0.0728966476	-0.0363516044	-0.127422571	-0.015785683	0.0672865291	0.201760521	-0.0412919076	-0.0694736063	-0.0058802328	-0.1935268344	-0.1066290202	-0.0403052938	-0.0482708561	0.1487388081	0.1992504531	0.0069266569	-0.1162282901	-0.0366404391	0.0791104495	-0.0244236634	-0.1074279895	-0.0361495637	-0.0157490839	0.0397566553	0.1609798213	-0.0020846898	0.1817977623	0.0712186241	-0.0116554661	-0.034198204	-0.0553825251	-0.0904303222	0.0920360351	0.0660355156	0.0382469355	-0.0850331235	0.0452608226	-0.0328765128	-0.0493332437	-0.208414475	0.0661651184	0.1854093334	0.0897788496	-0.0481188341	-0.1523174464	-0.0917614389	-0.205850689	0.1146976555	-0.0121228425	0.1269816963	-0.0448825748	0.0679226126	0.0142244299	0.0263823131	-0.179830133	-0.0683270737	-0.0254750427	0.0563883289	-0.0851472564	0.0385678651	-0.1123338405	-0.0801299583	0.0827407671	0.0799050043	-0.0781965646	-0.1654146235	-0.0609080667	-0.235262441	0.2018215632	-0.0446206303	0.0120396757	-0.1919907899	0.1095931513	0.0025121576	-0.2103615295	0.0513778356	0.2100294601	-0.1146579328	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0550127852287403	-0.0086020024115498	0.0030264065386235	7.399444548830867e-05	-0.0102833989344475	0.0790022674431582	0.0001057482936449	0.0062413582611603	-0.0803108479476719	0.0829970119562802	0.006449832298074	0.0068885039936709	0.0018509701923782	-0.0046760816519765	2.1865739615951276e-05	3.4260906530725903e-06	-0.0007878922842576	-0.0021752482579117	6.207742515926587e-07	4.731704983547886e-06	0.0011982306176028	0.0004812496385496	2.316012146041207e-07	1.4357566129607876e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
915.08124981455	-8.949347292273615	80.09081695772508	837373.6937621589	1090.3792969674776	0.4699165267174976	1188927.0112552906	0.2208215420822366	881.3148172262014	-3.2131530172955536	776715.8070624528	10.32435231255552	891.491091837019	701.7420102486244	1.46538	30.637465	0.5216335758048462	0.2799117435577456	-0.0234559086	-0.0772155012	-0.0309577199	0.0688336074	-0.0927652318	-0.0152111512	0.1518575612	-0.0846230843	0.1408784159	-0.0519351483	-0.0041406145	0.124664909	-0.1058514429	0.1050887034	0.0458807235	-0.0803759356	0.0668658095	-0.1049054739	-0.030642953	0.0624586348	-0.0240417543	0.0839267635	0.0044500672	0.104593965	0.0092632477	-0.05603548	-0.0018889952	0.1497924078	0.0898003755	-0.0456224686	0.0685762132	0.0263524304	0.1083701528	0.1101803128	-0.096678586	-0.0142082642	0.0319891427	-0.1800272155	0.0499473518	0.0768500178	-0.2019151666	-0.0242859197	-0.0899759319	-0.103624522	-0.1081448508	0.1695843284	-0.0173632429	0.1192906059	0.0639626641	0.0267364226	-0.1349710337	-0.0919783363	-0.032743738	0.0876465264	-0.0881857432	-0.0968503696	-0.0663861418	0.0580649304	0.0345527623	0.0903589777	-0.0888387294	0.0243852213	0.068816294	0.1977251193	-0.0306836118	-0.109227576	-0.0425429187	-0.0922544932	-0.0633460861	-0.1568967617	-0.0070164554	0.1064195252	-0.0290264482	-0.0195310666	-0.1489700758	0.1972799313	0.0121245351	-0.0417022784	0.0947312322	-0.0223248697	-0.0506811249	0.0629125185	0.0775203023	0.003039493	0.0304786198	0.1346806927	0.0547398157	-0.0577943255	0.0342746662	-0.14180373	0.1845798996	0.0461940092	0.0042534313	0.0497905303	0.0861101155	0.1609995902	0.0194052691	0.1670034941	0.0469159036	-0.0727588486	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.017458334530616	-0.0375544506981243	0.0003047934445828	0.0014103367672378	-0.0810535407782282	-0.0707701418437806	0.0065696764726879	0.0050084129765888	0.0924098551799943	0.1727207031276662	0.0085395813343875	0.0298324412889153	-0.0018679120177932	-0.0037188822101714	1.3830084893129317e-05	3.4890953062162643e-06	-0.0003190367318255	0.000468855552432	1.0178443625389603e-07	2.1982552904640966e-07	0.0005742027775008	-0.000624027840102	3.894107452223674e-07	3.297088296896332e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
916.3675491035076	1.2862992889575935	1.6545658607728106	839729.4850499694	1084.0540910971283	-6.325205870349237	1175173.272424421	40.00822930230044	880.2960160430222	-1.018801183179221	774921.0758612168	1.0379558508473803	890.5691788095222	691.6151526426657	1.093851	22.869713	0.1073751546799365	0.0479707918293255	-0.0732901058	0.0376902711	-0.0400630735	0.0612011597	-0.002855469	-0.0330356766	0.044919352	-0.0039381868	-0.0129045679	0.0133287	-0.0479262838	0.1348246605	-0.0048946875	0.0181934413	0.0018159959	0.0997525439	-0.0160472718	0.1151790464	0.0688992967	0.1007894567	0.0603313637	-0.1056573601	0.0944305023	0.0216081378	0.0584396443	0.0305339499	0.0695814888	0.0346452965	0.0862278388	-0.0181892864	0.078335526	0.0554328195	-0.0293387141	0.0084548885	0.1300232387	0.0626202369	0.1498345099	0.0610235683	-0.0653851922	-0.0680825446	-0.0503139338	-0.1862231121	0.0010267941	0.1318872079	0.0957120844	0.0759948965	-0.0843141883	-0.0521751804	-0.0272323755	-0.0161221083	0.0746991638	0.0767467077	-0.0555822214	0.009260476	0.0098109001	0.0317920344	0.1553037322	0.0533766802	0.048202697	-0.1378741531	-0.0962488071	0.0905875884	-0.1047138422	0.1013966814	-0.0441494717	-0.1185144477	-0.1003355197	0.087058187	0.1076066801	-0.014579332	0.1236662229	0.0972990791	-0.1305719243	0.1790890625	0.1441968043	-0.0088869718	-0.0174906605	-0.0790809695	0.0444787451	0.0419862149	-0.0620756233	-0.052319873	0.0363763879	-0.010533501	-0.0120484869	0.0605112218	0.0189351537	0.0384922775	-0.0420716493	-0.1282250481	0.1051711918	0.0951771657	0.0250176857	0.062597352	0.2175798982	0.0362227854	-0.0722107065	-0.1374343527	-0.1342306785	-0.104962501	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0353754321020289	0.0179170975714128	0.0012514211964052	0.0003210223853835	-0.091517891466097	-0.0104643506878688	0.0083755244584003	0.0001095026353187	0.0873929339148844	-0.0050169212651099	0.0076375248982513	2.516949898031192e-05	-0.0024680074298703	-0.000600095412077	3.601145035959843e-07	6.091060673895003e-06	0.0001148419969869	0.0004338787288124	1.3188684271939149e-08	1.8825075131586418e-07	0.0001286412152794	-0.0004455615622214	1.985251057291745e-07	1.6548562268560935e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
918.0422020073426	1.6746529038349536	2.804462348322842	842801.4846664903	1082.2049134379686	-1.84917765915975	1171167.4746692812	3.4194580151355325	880.086322502308	-0.20969354071417	774551.9350556365	0.0439713810172452	888.6679403488534	700.6245542037182	0.7968469999999999	16.660088	0.1335472650724631	0.0617691356687611	-0.0759806496	0.0429643546	0.0380995998	0.0629592972	-0.0198026026	-0.0943408833	0.0305414102	-0.0037195201	0.0366050087	0.0384264324	0.0870015364	0.0731743638	0.0271059673	0.0076988118	-0.0182143522	0.161105671	-0.0239234217	0.0308785111	0.1577410403	0.0234827649	0.0592838954	-0.0313858247	0.1446008292	0.0776182586	-0.0390503616	-0.1073774272	0.0600343114	-0.1465296535	-0.0286592156	-0.1019165804	0.1200809785	0.0087208287	0.0538853379	0.0962188744	0.0132304274	-0.031347027	0.0238652472	0.0115362362	0.0246599402	0.0344780815	0.0085192136	-0.0118835473	-0.0336420011	0.0306949265	-0.0894849791	0.0768798076	-0.0302636625	-0.0135451137	-0.1002045237	-0.1154875367	0.1505063627	-0.0096842833	-0.1349495821	0.0199647982	0.0442508864	-0.1004769524	0.0817467376	0.0808401932	0.1104740777	-0.096232565	-0.116507153	0.0419136213	0.0297358611	-0.0511511036	0.1621890775	-0.0526620047	-0.02222499	0.054455827	-0.0127687282	-0.0765216163	0.1038865812	0.0526325685	-0.1691834234	-0.1715364362	-0.0937307065	0.0304026482	-0.0107065036	-0.0252293076	0.0847870964	0.0376288581	-0.1157375024	-0.0482661463	0.0817676246	0.0157685667	-0.0242978414	0.1134154013	-0.0078032569	-0.0619724812	0.0278691	-0.1685310981	0.0121066033	0.065025361	0.0575269009	0.1507325839	0.2103538187	0.1155657247	-0.0060733752	-0.1119503827	-0.1089828369	-0.1217917966	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0630242167363945	0.0276487846343655	0.003972051895236	0.0007644552917575	-0.0986197544724376	-0.0071018630063406	0.0097258559722038	5.043645816082927e-05	0.0428372070365412	-0.0445557268783431	0.0018350263066914	0.0019852127976575	-0.0029309794978869	-0.0004629720680166	2.143431357635673e-07	8.590640817033344e-06	-9.828807929257444e-05	-0.0002131300762794	9.6605465310234e-09	4.54244294148946e-08	0.0005373568820516	0.0004087156667722	1.6704849626504402e-07	2.887524186882171e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
920.9815219491346	2.939319941792064	8.639601720216504	848206.9637717443	1079.1296332773536	-3.075280160614966	1164520.7654173158	9.457348066272012	882.365915034745	2.2795925324369364	778569.6080151027	5.196542113942245	890.50724157551	705.6542574662428	1.104619	23.094831	0.3445723175085595	0.1868756909222497	-0.0934099837	0.0523331689	0.0765594104	0.0074274178	-0.1694029448	-0.1824249827	0.0535895434	-0.130390725	0.0776283637	0.0187462455	0.2460154555	0.0164715762	-0.1365322232	0.2057108683	0.0119980642	0.0368796177	-0.0573215692	0.0582867293	0.1057952192	-0.0308189725	0.088659091	-0.1046240709	0.1928711803	-0.0041450591	0.1127796053	0.1163714619	-0.0678382748	0.0787543821	-0.2210015486	-0.089458407	0.0759338197	-0.0369348741	0.0482612082	0.0490910878	0.064966462	-0.0081653963	-0.1003502388	-0.0458873752	-0.03616308	-0.0310065496	0.0763478107	0.2242145989	0.0076366797	0.0216574038	0.1561095468	0.1341448295	0.0165302477	0.1992457975	-0.0587943321	-0.0231293973	0.1040823328	0.1240444602	0.0149183676	0.0092431007	0.0597148471	-0.0327296331	0.2502829742	0.087594825	-0.0697459255	-0.1512322071	-0.117471737	-0.1472004178	0.0615017713	-0.087366286	-0.0138446155	0.2031337621	-0.0831904004	-0.0144899428	-0.0425450457	-0.0989434402	-0.0154478364	-0.067450784	0.0609286712	-0.0881746035	0.114042192	0.0213680319	0.0456319433	-0.0903788993	0.1664970539	0.1227983079	-0.0061442784	0.0041693179	-0.0218196287	0.0548990741	0.099725169	0.0553845647	0.1015096454	0.0743917262	-0.1173908119	-0.1704410887	0.0662704252	0.0587040436	-0.0382993672	0.022706968	-0.0268578336	-0.049379783	0.028093556	-0.262826393	-0.1059479721	0.1442413912	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.044219768512832	-0.0188044482235624	0.0019553879273284	0.0003536072729926	0.0072517175295558	0.1058714720019934	5.258740712846688e-05	0.0112087685838688	0.1830226912608736	0.1401854842243323	0.033497305516373	0.0196519699872105	-0.0029218933715052	9.086126381699974e-06	8.255769262422426e-11	8.537460874446025e-06	-0.0011870101289004	-0.0010887220496078	1.408993046112144e-06	1.1853157013022646e-06	0.0010337669672355	0.0004964100851839	2.464229726722869e-07	1.0686741425472833e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925.5258740324194	4.544352083284821	20.65113585685509	856598.143503474	1091.201352129079	12.071718851725336	1190720.39088833	145.72639603510086	885.9182753486265	3.552360313881536	784851.1905966848	12.619263799640525	895.3025688837039	731.798848215739	1.236212	25.846125	0.1343614844115593	0.072941829392483	0.0168375783	0.0201494152	0.2095540808	-0.146915984	-0.1148053202	-0.0944940266	-0.0644998087	-0.1006627367	0.0061627977	-0.0296516115	0.1294660305	-0.1747852956	-0.1712059157	0.1581793357	0.1239256444	-0.1603054287	-0.0232604039	0.0836187567	-0.0517911597	-0.0751396047	0.0220072926	-0.1427324724	0.0161336224	-0.0159159311	0.125599823	0.0179188369	-0.0657711424	0.0190658387	0.0601039202	0.2053284489	-0.0271140119	-0.2322338506	-0.1148914733	-0.0862970866	-0.0230981973	0.018159438	-0.1190651134	0.073030255	0.0213890926	-0.0010672756	-0.0268080159	0.1240712469	-0.071588498	0.1175623179	0.0242924886	-0.0365459526	0.0907718656	0.2196934963	0.1121936071	0.1793773944	-0.0152910398	0.1936491541	0.1280535823	-0.045492732	0.0385779556	0.0503782104	0.1180638164	0.1731365082	-0.1386879555	0.0734643699	-0.0198175021	-0.0441461361	0.1075581434	-0.0136950746	-0.1241392269	0.2035569761	0.1247598364	0.0095449284	-0.1709391192	0.148222493	-0.0297392365	0.0456566048	0.0338571692	-0.0348169566	0.0212366141	-0.0955708915	0.0507564449	0.0371604737	0.0542365181	0.1031045306	0.0414499738	0.032780014	0.0711375237	0.0273728256	0.1504182759	0.0915443562	-0.0141825431	0.0037398196	-0.0446165647	-0.2148416265	0.0086138952	0.0219106129	-0.0536193509	-0.0560953457	-0.3648287719	0.0146550279	-0.0339242364	0.0230828322	0.1121561914	0.2792948596	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.032911959512262	-0.0113078090005699	0.0010831970789367	0.0001278665443933	-0.0255717589079438	-0.0328234764374995	0.000653914853646	0.001077380605443	0.1247984618454438	-0.0582242294154297	0.0155746560789886	0.0033900608910205	-0.0025360203063454	0.0003858730651598	1.4889802241581926e-07	6.431398994196216e-06	-0.000933817184135	0.0002531929447654	8.720145333858205e-07	6.410666727897488e-08	0.0010348203484715	1.0533812360000083e-06	1.1096120283569056e-12	1.0708531536106766e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
918.2387612119232	-7.287112820496191	53.10201325863994	843162.4225920074	1093.5836786597663	2.382326530687351	1195925.262231027	5.6754796988168295	882.601063473815	-3.3172118748115054	778984.6372451092	11.003894622390462	893.6175378718366	718.5231509282039	1.376441	28.777967	0.0948239823056865	0.0429463892168231	-0.105493644	0.0689866689	0.036175933	-0.0562689142	-0.0505649535	0.0316636141	-0.0412654292	0.1258755721	0.0782691395	-0.159536157	-0.0852070694	0.0064701979	-0.0772916059	0.0066996294	-0.0094054526	-0.2583346464	0.1109696923	0.0187380997	-0.0077074255	0.0235883051	0.0439418235	0.0727190409	-0.1259328542	-0.2352594046	-0.0209749188	-0.0041301586	-0.0533723737	-0.0821349668	0.1123373567	-0.0491545158	0.2139021937	0.0636169398	0.0952528411	-0.0110383214	-0.1804733605	-0.0941641184	0.0678610283	0.0141010858	-0.0587894696	0.0640701803	-0.0881420352	-0.1593734834	0.0493797932	-0.0097155561	-0.0739776266	0.0326147293	0.0376689279	-0.0166632319	0.0306509522	0.2394741806	-0.1776639637	0.0135302273	0.037022871	0.0202089565	-0.0597130355	-0.0895577833	-0.0138671766	-0.0298387305	0.1972884169	0.0392244526	0.1961005113	0.0811581861	-0.07814371	-0.0795627323	-0.2110634614	-0.1519004952	-0.0083823976	0.0624230121	-0.0053058669	0.0362188079	0.1477421726	-0.043860301	-0.1194115586	-0.004671058	-0.0322315318	-0.0171019635	0.017685076	-0.0692356505	0.0481251721	0.0607870614	-0.0108053732	-0.0270412255	0.11457203	0.0483501225	0.0172165189	0.0905653226	-0.072841602	-0.0209103369	-0.0132766916	0.0303467872	-0.0130046324	0.0068149174	0.0608968144	-0.083533299	-0.1809437188	0.0662875074	-0.1429803575	0.0221238599	-0.0489827275	-0.0502001096	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0089633320473154	-0.0239486274649466	8.03413213904313e-05	0.0005735367574547	-0.0146390874398179	0.0109326714681259	0.0002143028810706	0.0001195233054299	0.1128736407360548	-0.011924821109389	0.0127404587730119	0.0001422013584909	-0.0023643462170032	0.0001716740893422	2.9471992951473673e-08	5.590133033857343e-06	-0.0003989245454318	0.0005348926387032	1.5914079294796825e-07	2.861101349388721e-07	0.0007810298312524	-0.0002537905172191	6.440962663033832e-08	6.100075973061523e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
913.2003694045328	-5.03839180739044	25.385392004779103	833934.9146805751	1083.035826249556	-10.547852410210226	1172966.6009400587	111.25719046757766	879.8986639286544	-2.7023995451605742	774221.658783431	7.302963301684079	889.5531248224928	686.4918470235971	1.20812	25.258795	0.1183655754815078	0.0554673265475639	0.0859059417	0.1060066523	-0.1170544446	0.0086779694	-0.0384405894	-0.1203112514	-0.0553970967	0.0602821848	-0.0264230025	-0.0619295226	0.0470419512	0.0694154092	0.08972569	0.0949515432	-0.0237583663	0.103842596	-0.0854097518	0.0392541819	-0.1268410924	-0.0241652952	0.0113368041	0.1811359392	-0.1835128286	-0.252603135	0.1917618465	0.1159643284	0.134947972	0.0795865777	-0.0128529336	-0.0503894182	-0.0880431708	0.0456932121	0.0048463698	0.1536244572	-0.0276942742	0.0032259599	-0.0590070118	0.2435152378	-0.0654348756	0.133149004	0.0367036391	0.1135057007	0.1183270602	-0.0067974386	-0.0829867185	0.0066045983	-0.1171183363	0.0357296835	-0.1032987426	0.0120979645	0.0770792706	0.0973409141	0.0102150618	0.0976588349	-0.0364651349	0.0452996015	-0.1474964635	-0.0259605644	-0.055457529	0.0570174472	0.223943498	-0.1461209354	-0.1715519944	0.0529846988	-0.1390833509	0.0657752075	-0.1400026953	-0.2188537869	0.1061454132	-0.1103214576	-0.0462526795	-0.163403897	-0.0117463823	-0.1402585942	-0.0525200096	-0.1155219176	0.0961594557	-0.0053511392	0.00857852	-0.0343425275	0.0678465651	0.0347256489	0.1181805551	0.1035313105	0.0019340293	0.0485477255	-0.0642030816	0.1002951288	-0.0001649793	0.1048981264	0.0169612588	0.0077656605	0.0269503951	0.0200536255	-0.1268653159	-0.023919723	-0.0465715944	0.1773041894	-0.0320267888	0.1148546846	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0139949485490262	-0.0229582805963416	0.0001958585848898	0.0005270826479403	-0.0144364531439862	0.0002026342958316	0.0002084111793785	4.106065784720873e-08	0.1370007174958232	0.0241270767597684	0.0187691965943703	0.0005821158329717	-0.002963002235866	-0.0005986560188628	3.583890289206573e-07	8.779382249746916e-06	9.9562427742228e-06	0.000408880788206	9.912677017926372e-11	1.6718349896397845e-07	0.0003670149617299	-0.0004140148695224	1.7140831218573266e-07	1.3469998213359996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
912.0272320254338	-1.1731373790989892	1.3762513102392455	831793.6719559745	1080.7762268528793	-2.2595993966767765	1168077.2525303464	5.105789433462052	879.4987864111014	-0.3998775175530227	773518.1152986002	0.1599020290443679	890.00688816557	680.5854150723188	0.982102	20.533312	0.197802285033811	0.1273559707189878	0.1214606079	0.0998829054	-0.1414602193	-0.009261725	0.0406367935	-0.0948095953	-0.1460596208	0.0133840621	-0.0955401165	0.0109977819	0.0029709787	-0.0061012146	0.1837014344	0.0447305409	-0.0808887187	0.1069721394	-0.0318878855	0.1068796412	-0.0700432638	0.1027936292	-0.0180497036	0.0527649293	0.0880890062	0.0203496689	0.0056582743	-0.0442783194	-0.0862664675	-0.0362102749	0.0789086516	-0.0659224038	-0.0984075336	0.0538060663	0.1804464658	0.0113213133	0.0040483426	0.0520421767	0.0056537353	-0.0877196567	0.1270774677	-0.0866240373	-0.0600007111	-0.0638631141	0.0602696222	-0.0383995532	-0.0026309316	-0.1138948377	-0.0894321017	-0.0264964422	-0.1632948708	-0.0297756516	0.0615103282	0.0645847694	-0.0825432711	0.0554379742	-0.0409448681	0.1327205376	-0.0230337501	0.0071438768	0.039706137	-0.041617548	0.0575459675	-0.0067282432	0.1055311695	-0.0097253508	0.0036284923	-0.094904436	0.1171997021	-0.0592879855	0.1036750083	-0.0785883315	0.0776652044	-0.0006469671	0.0603044285	0.0676968428	-0.1299567317	0.0657507984	0.1149693557	0.0373144183	-0.0336545114	0.0259885413	0.0980422675	-0.053198142	0.0746415513	0.0033091898	0.0440689763	-0.0342451247	-0.0288862451	0.1515965069	-0.089458293	0.2241862163	0.0563265741	0.0041193718	-0.0109681312	0.0403844255	-0.0272688094	-0.0192750757	-0.0458820821	0.1302651667	-0.024842132	0.1721400094	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0138836006285174	0.0001113479205087	0.0001927543664121	1.2398359401633794e-08	0.0390055162032751	0.0534419693472613	0.0015214302942839	0.0028560440877136	0.250363787422728	0.1133630699269048	0.0626820260526529	0.0128511856232523	-0.0031349297312374	-0.0001719274953713	2.9559063664682705e-08	9.827784419796195e-06	-0.0002908035288182	-0.0003007597715924	8.456669237311768e-08	9.045644020832634e-08	0.0005120456515488	0.0001450306898188	2.1033900989345973e-08	2.621907492700351e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
