global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
963.0837524492612	n/a	927530.3142317496	n/a	952.150634400145	n/a	n/a	906590.8305885986	917.9100061423366	n/a	842558.7793762244	n/a	918.5987608486548	716.7367848023342	n/a	n/a	n/a	n/a	0.0608945716	-0.1122312581	0.0009976083	-0.0830465803	0.0528646973	-0.0396772848	0.1635945195	-0.0748201814	0.0516530215	-0.131118427	0.0595236356	-0.1857349768	0.0764995982	-0.095006968	0.0042321319	-0.104246627	0.0818590291	-0.1027263108	0.004069598	-0.1209449939	0.0077821681	-0.0515670353	0.1184931733	-0.0601279269	0.0187674535	-0.0625967297	0.0394685499	-0.0770014599	0.0450256611	-0.0165992729	0.0406925577	-0.0998565285	0.094890266	-0.0490700464	0.0317864179	0.0166361332	-0.0233874245	-0.0425283261	0.1196209322	-0.0262709657	-0.0440898268	0.0234729191	0.1031627285	-0.0381932792	-0.0845442589	-0.1007606777	0.0416138145	0.0333102323	0.0019937862	-0.0665998123	0.0137738875	-0.1316417608	-0.10825121	0.0425164674	-0.0386806297	0.0748325395	-0.0964338228	0.0747146266	-0.0578414854	0.0784250255	-0.0319438021	0.095896801	-0.0366429053	0.0319099011	-0.0507388127	0.0397737109	-0.0569613653	0.0556993653	-0.0120782954	0.0061744832	0.0363805454	-0.0281627338	0.1322158801	0.041477766	-0.0652205155	0.0894365693	-0.1718304749	-0.0912070199	0.0228143526	0.0353193501	0.0584648778	-0.0165931387	-0.0506707421	-0.0748617093	-0.0886408029	0.0196796064	-0.121132004	0.0607711374	-0.0379723439	0.0473375519	-0.0468032049	0.0179598949	-0.0690058854	0.0461392342	-0.0347986701	0.1937285464	-0.0094806275	0.0141054339	-0.0939463762	0.0522124796	-0.0580100939	0.0571538737	-0.0531669891	0.0398164691	-0.0017904696	0.0820020484	-0.0005769158	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0183300104454104	n/a	n/a	0.0003359892829288	-0.0526762066440937	n/a	0.0027747827464112	n/a	-0.0377992915254807	n/a	0.0014287864398282	n/a	-0.0010781804408569	n/a	1.1624730630463792e-06	n/a	0.0009048826574991	n/a	8.188126238426334e-07	n/a	-0.0007120124719129	n/a	n/a	5.069617601595182e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
961.307937423998	-1.775815025263114	924112.9505543814	3.153519003950234	944.447119615749	-7.70351478439602	59.34414003340807	891980.3617504849	917.3037016636072	-0.6063044787293848	841446.0810857561	0.3676051209273109	917.6150748460813	715.7075693626103	0.964743	13.901807	0.069151775409698	0.0306382428002983	0.0213653431	-0.1265104679	-0.0986068397	0.0333935479	0.0169270725	-0.0764937619	-0.0493419791	-0.1225003661	-0.0041758918	-0.0404605171	0.0153931357	0.01123982	-0.021341191	-0.0582760861	0.0902638183	-0.0528260802	-0.0068179444	-0.077062987	0.0010312101	0.0631718925	-0.061163725	0.1030296271	0.092860619	-0.1153476536	-0.0801496314	-0.0532471269	-0.0321536255	0.0676612985	-0.0265946132	0.0385554523	-0.0493082992	-0.1459444491	0.135286379	-0.1268424632	0.0425834244	-0.0089496593	-0.0473780294	-0.0208336286	-0.1363404077	0.0212521777	0.1385284736	-0.0475984655	-0.0103959842	0.0054831958	0.1547590996	0.0203919791	0.0777476546	0.0829713234	0.0865780306	-0.0420635464	0.0972339373	-0.0451817281	0.0022334071	0.0655723358	0.0092169658	-0.0812945836	-0.0976301677	-0.026150394	-0.0602236809	0.1235281393	-0.1234454884	-0.041820162	0.0643255457	-0.011840649	-0.0187503302	-0.1217501014	0.1526686252	0.057482166	-0.0236686695	0.0023936461	0.0322330741	-0.0424390466	0.0819696249	-0.0908925848	0.044962461	-0.0593305748	-0.0402152173	-0.1075421806	-0.0520948579	-0.1060017309	-0.027617005	0.1260802172	-0.0195449042	-0.0573589202	-0.0981891488	0.0016465641	-0.0404247665	0.1006621972	0.0406208381	0.0952754104	0.0732689613	0.0117163237	-0.0421648537	0.0230604573	-0.0003987923	0.0898122538	0.0010953484	-0.0650190473	-0.1019922453	0.0164731258	-0.0593794221	0.0771190031	-0.0217742262	-0.0820072845	0.0566175488	0.1593190617	-0.0796453816	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0100766477452083	0.0082533627002021	6.811799586108729e-05	0.000101538829781	-0.0422066996723344	0.0104695069717593	0.0017814054972306	0.0001096105762317	-0.0147067610813991	0.0230925304440815	0.0002162888215053	0.0005332649623108	-0.0009299946010259	0.000148185839831	8.648899579373229e-07	2.1959043126418783e-08	0.0010774370291917	0.0001725543716925	1.160870551873436e-06	2.9775011190227953e-08	-0.0009379997662624	-0.0002259872943495	5.1070257207407584e-08	8.79843561508317e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
960.3118628259214	-0.9960745980766889	922198.8738841912	0.992164604933637	947.9877761566712	3.540656540922214	12.536248740775257	898680.8237424709	917.4290775797814	0.1253759161742209	841676.1123888885	0.0157191203565252	917.645798704678	717.1263898789414	0.933243	13.447886	0.0528877793136883	0.0379811212316427	0.0268368142	-0.0441536139	-0.1537149465	0.0259003602	0.0470003833	-0.0158495581	-0.0976417636	-0.0430639407	-0.0741382836	-0.0724774267	0.0216105994	-0.0295527115	0.0119459824	-0.076711007	0.0442608385	-0.0535185836	-0.0926365709	0.0257896686	-0.0460312079	-0.0104863312	-0.1139199735	-0.04131343	0.1592588005	-0.0131703156	0.0331852952	0.0812619266	0.0290228895	0.0461076719	0.1114957063	0.1043580649	0.0300910603	-0.0799048079	0.0872094079	-0.092607281	-0.0636039377	0.0414931241	0.2642763862	0.0093721826	0.1110382362	-0.0189590471	0.0423122733	0.0007517952	-0.0446003762	0.0331417317	0.0819115004	-0.1001264451	-0.0893458898	-0.0541724236	0.0854228083	-0.0745045321	0.0855779915	0.0496571048	0.0384835061	0.0901790808	0.0137595908	-0.0608474185	-0.1014629803	0.0627411922	-0.0350083059	0.0724553236	0.0238500303	0.0206860046	-0.0663063902	0.1292756431	-0.0796948933	-0.1251774701	0.0964655286	-0.0439537026	0.133985703	-0.0736411246	-0.0136407622	-0.0666922457	0.1305873951	0.0471644768	-0.0137665213	0.1073493671	0.2062337296	-0.0124225665	-0.0360235495	0.0425096266	0.0350775606	0.1068346221	0.0054265592	-0.0682315197	-0.0942740727	-0.0236962963	-0.0588654365	0.0075684003	0.0793281177	0.0725988833	0.1066402665	-0.0756378724	-0.0346496567	-0.0500948232	0.00232639	0.1019435216	0.0087864884	-0.0744451649	-0.0328168527	0.1544660432	0.0135598534	0.0530916157	0.0025439158	0.0541936781	0.088511175	0.0287082791	-0.0070438931	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0183698136346492	-0.0082931658894409	6.877660046978606e-05	0.0003374500529717	-0.0337019811221068	0.0085047185502275	0.0011358235315548	7.233023761858535e-05	-0.0146781887254192	2.857235597989935e-05	0.000215449224259	8.1637952624209e-10	-0.001649994640436	-0.00072000003941	2.722482313467525e-06	5.184000567505454e-07	0.0010782749877735	8.379585818001512e-07	1.1626769492579417e-06	7.021745848125207e-13	-0.0009376113138935	3.8845236889997227e-07	1.5089524290400014e-13	8.791149759410954e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
961.5514793732988	1.239616547377409	924581.2474849796	1.536649184531888	945.2096321882602	-2.7781439684109728	7.718083909218268	893421.2487814662	917.1861880676486	-0.2428895121328196	841230.5035820641	0.0589953151041191	917.8283198220388	715.5489318051676	1.102855	15.891971	0.0802068429285972	0.0490451232242643	0.0839403989	0.0802124408	-0.0098737957	0.0393691561	0.0055924943	0.0866581572	-0.0472175537	-0.0235443369	0.0014192682	-0.0658655334	-0.037945049	-0.0029624615	0.0230395821	-0.0782978221	0.0512710279	-0.0115688966	-0.078175445	0.1300591454	0.0457765154	-0.102562325	0.0160999273	0.0197429908	0.0307998335	0.0582987607	0.1024620205	-0.0835112999	-0.0446368475	-0.0144853014	0.0543660112	0.0528374719	-0.208465744	0.0690066396	0.0682113912	0.0059391046	0.1236997933	0.1553601069	0.1139982162	0.0296793027	0.1840792497	-0.1470577274	0.0909123291	0.0087940374	0.0087522186	-0.1724773567	0.097732328	0.0220631321	-0.0782770462	-0.0302464091	0.0044271162	-0.0847082775	0.0506304487	0.1171633517	0.0521333318	-0.0099178041	0.0206553171	0.0837931077	-0.0505735585	-0.0223926541	-0.105646301	-0.0287089615	-0.0130119814	0.0110493541	-0.1257163837	-0.0490987114	-0.016954219	-0.118073525	0.0181170157	0.23219025	0.0711659128	-0.251482028	-0.0158801005	0.1102705749	-0.0376718423	0.061222295	-0.1606295453	0.0928319626	0.0436797064	-0.190429856	-0.0156171717	0.1524729666	-0.1192849502	0.0631107762	-0.0488933122	-0.0832797437	0.0289859871	0.0049921616	-0.1516662922	-0.0826842268	0.036366317	-0.0108356773	0.0563966515	-0.0227005696	-0.0642380953	0.1038008069	0.0115274661	0.075246701	0.082984962	-0.0924510723	-0.0704681851	0.0237424049	-0.1617288838	0.1673270218	-0.0006727901	0.0426088669	0.0678136881	-0.0075761371	0.1565548762	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0036617733927784	0.0147080402418708	0.0002163264477564	1.3408584380059836e-05	-0.0348859921554236	-0.0011840110333167	0.0012170324486682	1.401882127015915e-06	-0.0511651708635838	-0.0364869821381646	0.0026178747094997	0.0013312998655507	-0.0010939988280187	0.0005559958124173	1.196833435706289e-06	3.091313434255734e-07	0.0010780147589479	-2.60228825600152e-07	1.1621158205094989e-06	6.771904167323432e-14	-0.0009379114629555	-3.0014906200000104e-07	9.008945941948049e-14	8.796779123433263e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
961.642145278748	0.0906659054492138	924755.6155763126	0.0082203064109257	943.5235093168156	-1.6861228714445815	2.8430103376085207	890236.6126335191	917.1279301907346	-0.0582578769140127	841123.6403359409	0.0033939802225282	917.746164938561	717.5981781776809	1.110713	16.005215	0.1416708255417665	0.0991101656814183	0.0523060768	0.0957950599	0.0642351494	-0.0806815207	0.0737949141	0.1222285884	0.067533996	0.0833866422	-0.0272548901	0.0166499735	0.0684977216	0.0205777855	-0.1218944224	-0.053004237	-0.1301581912	0.0506690187	-0.04410327	-0.0660896148	-0.0066733858	-0.0046603551	0.1091246141	0.050726629	-0.0698670547	0.1874720335	0.0539198246	0.0309410444	-0.0153149641	-0.1874660062	-0.1545451698	0.1335292158	-0.1491871334	-0.0166362945	-0.014814501	-0.0353693042	0.1467200654	-0.1671694539	-0.0366461071	-0.1143953296	-0.0578103904	-0.001192607	-0.1037578467	-0.0338781749	-0.0481146061	-0.0358481661	-0.1626040793	-0.0692305051	0.0784902932	0.1664554157	0.0959778597	-0.0556582909	-0.1595560802	-0.0106841988	0.0368200818	0.0577264835	-0.0105624068	0.0282374043	0.0680470552	-0.011635505	-0.0658999595	-0.1343328737	-0.0990160991	0.0930454038	0.1566042173	-0.0385786852	0.1051179958	-0.0908698854	-0.0462794326	0.0533736956	0.0165758917	0.0630586176	-0.1934388471	0.0059694424	-0.039738746	0.070867512	0.0418395442	0.0003450595	-0.1568969198	0.0715810966	-0.1822037124	0.0269962381	0.1131244477	-0.0615904324	0.0850101279	-0.0045993712	-0.0340557174	0.0120270646	-0.0222201658	-0.1048832616	-0.0898434548	-0.038613092	-0.0901066947	-0.0268938766	0.0526351642	-0.068184215	0.0171176146	-0.0286943622	0.0369706486	-0.0228202114	-0.1070710564	0.0258354271	0.0218281796	-0.039488513	0.1072218905	-0.1378122284	0.0685150428	0.0527708631	-0.0024449394	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0191618594833613	-0.0155000860905828	0.0002402526688154	0.00036717685886	-0.0293180153838505	0.0055679767715731	0.0008595460260476	3.100236532877763e-05	0.0416097823007817	0.0927749531643655	0.0017313739831184	0.0086071919346502	-0.001649994640436	-0.0005559958124173	2.722482313467525e-06	3.091313434255734e-07	0.0010782749877735	2.60228825600152e-07	1.1626769492579417e-06	6.771904167323432e-14	-0.0009376113138935	3.0014906200000104e-07	9.008945941948049e-14	8.791149759410954e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
959.3963365531316	-2.245808725616371	920441.3305915698	5.043656832054627	941.4335670699616	-2.0899422468540934	4.367858595185536	886297.1612060718	916.6345706575752	-0.4933595331593778	840218.9361245972	0.2434036289592392	916.8739616279316	710.9706273391804	0.953668	13.742219	0.0962358842892309	0.0520176272612255	0.0141823283	0.1398079237	-0.0407481993	-0.0894036609	0.0006655182	0.1076496997	-0.0261612842	0.0702252681	-0.0878946723	-0.0476629561	-0.0341657626	-0.008418184	0.0094551787	-0.0490746762	-0.1194560405	0.0656319375	-0.0283665344	-0.0144243858	-0.1108443038	-0.0221095206	-0.0270494863	-0.0426164749	0.0355035883	0.0395504286	-0.0903855918	0.00191507	0.0199960916	0.0392759	-0.0342946778	-0.0356154537	0.1379658434	-0.0006283973	-0.1203854573	0.1050473684	-0.0546715294	0.0021599365	-0.0387868023	-0.0254318384	-0.1269163991	-0.0177232486	-0.0345199499	-0.1146235667	0.1024164754	-0.1063371211	-0.1335801971	0.0904484342	-0.0682179314	0.0680906095	-0.1089458117	-0.0457498093	-0.1152362225	0.0369008117	0.0696161868	0.0115108475	-0.053627368	-0.0202023604	-0.0417900538	0.0800189274	0.0106299035	0.0045154763	0.0269394536	-0.0332740774	-0.0109696471	0.0169242736	-0.0061710908	-0.0092062247	-0.0550405959	-0.1164325852	-0.1107463236	0.1002088596	0.0128665156	0.0314878043	-0.1411991386	0.0198806595	0.0843918333	0.0582389738	0.022717879	-0.0623592621	-0.0870427657	-0.0715077662	-0.0807688677	-0.1145055641	-0.051768187	0.005216889	0.0073412563	-0.0022759808	0.0109076093	-0.1298353563	-0.0540835247	0.002104684	-0.0304932796	-0.1644460964	0.0638322916	-0.037072531	0.1240723836	-0.0248278357	0.0314199047	-0.0868555477	-0.1247320628	0.0531742712	0.0928606523	0.0754637068	0.0114514018	-0.0992684085	-0.0239444285	0.0865058971	0.0982713101	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.006778782900298	0.0123830765830632	0.000153340585662	4.5951897609372566e-05	-0.0148528282676494	0.0144651871162011	0.0002206065075482	0.0002092416383067	0.0885629504865832	0.0469531681858015	0.0078433961988889	0.0022046000026841	-0.0014543580158574	0.0001956366245785	2.1151572382886733e-06	3.827368887650804e-08	0.0011782945232661	0.0001000195354925	1.388377983558886e-06	1.0003907480155456e-08	-0.0010906442019056	-0.0001530328880121	2.3419064813323958e-08	1.189504775150303e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
960.131400226396	0.7350636732643352	921852.3057006996	0.5403186037528573	941.1000289460144	-0.3335381239471644	0.111247680126194	885669.2644821891	915.9414351500386	-0.6931355075365673	838948.7126247124	0.4804368318079747	916.1235164843108	708.807800908727	0.923547	13.308175	0.0714694985167821	0.0441335276023804	0.020960655	0.1051429038	0.0662409832	-0.0846617964	0.0297033551	0.1259497938	0.0791258819	0.1149009057	-0.0525266765	-0.0342595439	-0.0094104163	0.0599725548	-0.1128761839	-0.0567354356	-0.0516525787	0.1161618861	-0.0742728549	-0.0081012238	-0.0488333678	-0.017968833	0.0666996275	0.1079875319	-0.0021556415	-0.0698561119	0.0379003262	-0.0170230441	-0.0747327313	0.2552335261	0.0225027987	-0.1218569752	0.0313858016	0.0448656249	0.0418700034	0.0729021434	-0.0609175077	-0.0644129344	-0.1227815743	-0.0419749082	0.1050258663	0.0145813165	0.0839003956	0.0277881659	0.0443928342	0.0254574532	-0.042092534	-0.054130204	-0.0838588253	-0.0798786667	-0.0135429623	-0.0409187749	-0.1002425603	0.0041336406	0.1059001971	-0.0102184805	-0.0911345347	0.0821489171	0.0063125835	-0.0726410552	0.1115770419	0.0763206163	0.0001494103	-0.0287634992	-0.0303733819	0.0060211767	0.0969700661	-0.0812382834	0.1220755441	-0.1337077559	-0.091389639	0.1329554413	-0.0134767523	-0.0531075517	-0.0838988123	0.0400044895	-0.1049950855	-0.0906869333	-0.0038607029	-0.0390130357	0.0934810433	-0.0404773537	0.049715538	-0.0726851434	-0.0938829613	0.0011282246	-0.0166770972	0.0324508357	-0.0078139375	-0.0687513476	-0.0978978847	-0.0655607097	-0.0267475965	-0.1261029456	0.0199617901	-0.0724775165	0.067754921	-0.0078810722	0.0058246931	-0.0888481268	-0.1071578267	0.0698814401	0.041817816	-0.0699092342	0.0493222132	-0.0523533969	0.0439141907	0.0591922455	-0.1193004586	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0029607907523541	0.0038179921479439	1.4577064041761272e-05	8.766281879225558e-06	-0.0127912536026286	0.0020615746650207	0.0001636161687267	4.250090099455619e-06	0.0473625992017758	-0.0412003512848074	0.002243215803148	0.0016974689459915	-0.0012818744876629	0.0001724835281945	1.6432022021210223e-06	2.9750567498422893e-08	0.0013405996752755	0.0001623051520094	1.7972074893487765e-06	2.6342962368794454e-08	-0.0009376412737293	0.0001530029281763	2.3409896030522047e-08	8.791711582007041e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
961.7114403723938	1.5800401459978275	924888.8945431444	2.496526862964836	933.7204237155572	-7.379605230457173	54.45857335739087	871833.8296635597	916.365831498684	0.4243963486453594	839726.3371382745	0.1801122607435135	916.490920504233	711.2932882033621	0.981321	14.140692	0.0843657519225523	0.0416101396133738	-0.0288605072	-0.0116056873	0.1369235623	-0.0590921673	0.0121011429	-0.0252388796	0.1886779004	0.0845483698	0.0657946502	-0.056691572	-0.0988215021	0.0410633825	-0.0880547829	0.0573063527	-0.0374264671	0.0542713922	0.07650841	-0.0777902254	-0.1275542765	-0.0210377335	0.228286361	-0.0049613207	-0.0615567376	0.1176002873	0.0193932779	-0.0021674946	0.0038893274	-0.0658800202	0.0867716913	0.0774078696	0.0187861459	-0.0235424675	-0.1649160713	-0.0353496002	-0.2162713829	0.1010981633	-0.0295005338	0.0604873496	0.0872039095	0.0549481972	-0.006537479	-0.0446306824	-0.1246253415	0.079602429	-0.002513349	-0.077820867	-0.0375412179	-0.0969234652	0.0302975623	0.059495734	-0.076951579	-0.0904188606	0.0115764013	-0.0551697871	-0.1702485048	0.1799095114	0.1091832825	0.0130323043	-0.0140833186	-0.0259050973	0.1132069073	0.0678486058	0.1654403833	0.0025650793	-0.0736374436	0.1085970201	-0.0587459114	-0.1180102683	-0.0070488738	-0.0887016939	-0.0156183948	0.135644082	0.1427288872	-0.0962653376	-0.0044560804	-0.097467513	0.0181162162	0.1018742947	-0.0606897776	0.0294397457	0.0116870375	0.0477598843	-0.0309254979	0.0254154867	-0.0019952893	0.0398172286	0.0840499005	-0.0100806337	-0.035836824	-0.0969024979	-0.1567605209	-0.0118865441	0.0868299182	-0.0374484473	0.0610258983	-0.1038240742	0.0390501304	0.0206298393	0.0152234409	0.0134335565	0.0493066137	0.0133562555	-0.0781229709	0.0577729567	0.0228399174	0.1458932043	0.0127326077	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0213214994626298	-0.0183607087102757	0.0003371156243435	0.0004546063393349	0.014035841110882	0.0268270947135106	0.0001970048356899	0.0007196930107676	0.0630994640238569	0.015736864822081	0.003981542360098	0.0002476489144284	-0.001199192410869	8.268207679389995e-05	1.4380624382858043e-06	6.836325822952369e-09	0.001726065064548	0.0003854653892724	2.979300607053091e-06	1.4858356632699986e-07	-0.000936967066262	6.742074672999457e-07	4.5455570896300744e-13	8.779072832596191e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
963.1153141399902	1.4038737675964512	927591.108330972	1.9708615553454547	941.5355549886556	7.815131273098359	61.07627681575998	886489.2013077957	917.2792272848573	0.9133957861732824	841401.1808083048	0.8342918621991087	917.8606591762456	720.1524817048721	0.920951	13.270772	0.065841039360984	0.0362174509165641	-0.0041948939	-0.1013544469	0.1630337715	-0.0836878304	0.0259449266	-0.0525157104	0.210368751	-0.0494370141	0.0504728306	-0.0049903503	0.0761139416	-0.0359022857	-0.0413805277	0.0634106743	-0.0689217885	-0.0311830703	0.1125678041	-0.0892670413	0.0453757553	0.0214286657	-0.0163401851	-0.0207542857	-0.0943329901	-0.0391876297	0.0093772906	0.0792464083	-0.0535193343	0.0202606107	0.0707065891	0.031179475	-0.050587338	-0.016967798	0.0685786245	0.1311690795	-0.1955777116	0.0188402228	0.0606734882	0.1037308024	0.0113967608	0.0603925363	-0.0174620378	0.0828281149	-0.005000123	0.0020920887	-0.1507701891	0.0661321025	-0.0507569659	-0.0336725747	0.0432767899	0.0528399414	-0.1050766034	-0.1235097366	-0.0984892725	-0.0157867647	0.033729459	0.0136024326	0.0333622455	-0.0241314555	0.0207487875	-0.074473956	0.0756524222	-0.0280146874	0.0250669524	0.0085168794	-0.0826349517	0.104173508	0.1067227451	-0.1794080661	0.1386162308	-0.1101217302	0.0781667843	0.0716247066	0.0184530506	0.0033345908	-0.0867609959	-0.0870333752	0.05151534	-0.0022625189	0.0280437928	-0.0233457556	0.0060388994	-0.1711242512	-0.0096367297	0.0113434307	0.0090706301	0.0401571475	0.0162403423	0.0921539015	-0.0151154354	-0.0747550624	-0.2143908915	0.0502350065	0.0759038789	-0.0735473674	0.0534653911	-0.0604740599	0.0675870583	0.0017515762	0.0507559757	-0.0199979421	0.1478039786	-0.0501185377	-0.1118959575	0.0992998409	0.122462046	-0.01117867	-0.0937186812	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0204170751367627	0.000904424325867	8.179833612201548e-07	0.0004168569571402	-0.0082642808211943	-0.0223001219320763	6.829833749155994e-05	0.0004972954381854	0.0399095110593563	-0.0231899529645005	0.0015927690729968	0.0005377739184957	-0.0008742210551451	0.0003249713557239	7.64262453259012e-07	1.056063820410296e-07	0.0016629134764523	-6.315158809569997e-05	2.765281230166674e-06	3.988123079008954e-09	-0.0009377749252132	-8.078589512000101e-07	6.526360850339803e-13	8.79421810358623e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
962.9089548845976	-0.2063592553926128	927193.655396948	0.0425841422861935	941.8313280665232	0.2957730778675795	0.0874817135912612	887046.2505275508	916.8867256515018	-0.3925016333554367	840681.2676759324	0.1540575321866857	917.061629933522	720.0454728134035	0.997886	14.379381	0.0601798199760898	0.0308065640176511	-0.0245755752	-0.1323498242	0.0633550143	0.0406472711	0.0293466581	-0.0997407656	0.0318117384	-0.109180374	0.0162324017	0.036763302	0.0617893812	0.0309337396	0.0563132181	0.0699679775	-0.0169502535	-0.0507248334	0.0410408181	-0.0362930804	0.002294579	-0.042862987	0.0093166013	-0.0528502557	-0.0881784148	-0.0227495789	-0.0949443303	0.0491701377	-0.1299668489	0.0824446856	0.0265964487	0.018508277	-0.0296510894	-0.0123028047	0.0221300113	0.0688346131	0.0974786865	0.0571296366	-0.1044527992	-0.006409782	-0.0720446123	-0.0258627774	-0.1755353778	0.1082194922	0.0012604104	0.0719844859	0.0536790977	0.0193032054	0.0179727038	-0.0168605963	-0.0505640431	0.068541442	0.0224829419	-0.0346046962	-0.0885105594	0.0197651639	0.0201449363	-0.0111888107	-0.0134789182	0.0355106439	0.1229483665	0.0036248608	0.0546475275	-0.1340166687	0.0423973116	0.097787299	0.0444553828	-0.048446395	0.0415255043	0.0469737643	-0.153904398	-0.0309628783	0.056528429	0.0266442405	-0.0503398743	0.0307585105	-0.0747045039	0.0203809104	-0.1046776689	0.1691200049	0.0483162825	-0.0160117938	0.0663191553	-0.0381697381	-0.034615293	-0.000462796	-0.0029253724	0.0274417777	0.0199677186	0.1094086715	0.0601750937	-0.0161644351	-0.099095013	0.0492319834	0.0743546869	-0.0410384859	0.0424939592	-0.0835511603	0.1697821312	-0.0398251431	0.0053685862	-0.0563420336	0.0061157907	0.0867263218	-0.024831364	0.0238016388	-0.0259518786	-0.092808284	-0.0569165461	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0189928106176324	0.0014242645191303	2.0285294204534724e-06	0.0003607268551572	-0.0212492177420244	-0.0129849369208301	0.0004515292546479	0.0001686085868379	0.0178793279308919	-0.0220301831284644	0.0003196703672603	0.0004853289686736	-0.0010981037717977	-0.0002238827166526	1.2058318936363351e-06	5.0123470815748383e-08	0.0019130148700989	0.0002501013936466	3.659625893219512e-06	6.255070710397162e-08	-0.0009369503273591	8.245978541000657e-07	6.799616209864332e-13	8.778759159383247e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
