global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	a_comp_cor_00	a_comp_cor_01	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90	motion_outlier91	motion_outlier92	motion_outlier93	motion_outlier94	motion_outlier95	motion_outlier96	motion_outlier97	motion_outlier98	motion_outlier99
1503.767718372534	n/a	2261317.350819337	n/a	2071.2004133655178	n/a	n/a	4289871.152325491	1803.295101970232	n/a	n/a	3251873.224789829	1873.6043501810807	2194.6772166695146	n/a	n/a	n/a	n/a	-0.0048096978	0.0806202221	-0.0070959197	-0.027119766	-0.0835681818	-0.0088081194	-0.0056102934	-0.0134642105	-0.0096032812	-0.0046516023	0.0408202183	-2.21241e-05	0.0652656486	-0.0344114239	0.0117908626	-0.0431156416	0.0184728177	-0.1046960158	0.0558105313	-0.0055083894	0.0501854196	-0.0042499688	0.0760963227	-0.0268632817	0.0272279997	-0.029249285	0.0926756741	-0.1109765445	0.0926305726	0.0902775889	-0.0973110624	0.0584447797	0.0816485389	0.0816451812	0.0816395852	0.081631751	0.0816216788	0.0816093689	0.0815948217	0.0815780375	0.0444402500757092	n/a	n/a	0.0019749358267915	-0.3688380525846213	n/a	n/a	0.1360415090344159	0.3262969086526013	n/a	n/a	0.106469672596244	-0.0018990034394553	n/a	n/a	3.60621406306306e-06	0.0009969987383371	n/a	n/a	9.940064842457693e-07	1.946651133671461e-06	n/a	3.789450636224384e-12	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1493.5661155791745	-10.201602793359598	2230739.741606264	104.07269955348237	2058.7157737485823	-12.48463961693551	155.86622636475565	4238310.637081224	1801.282748112062	-2.012353858169945	4.049568050491463	3244619.5386461425	1871.548156316556	2208.5746152821066	2.407094	125.687782	0.7082525828513815	0.4332951069321157	0.0102128622	0.0140011569	-0.0021614243	-0.0416276286	-0.0776491744	-0.0065054069	-0.0036209331	-0.0086534898	0.0023598856	0.009071577	-0.0125958772	0.0482114555	0.0400987854	-0.0070281003	0.0231657757	-0.0108032643	-0.052484104	-0.0306131127	-0.037905091	0.0392340663	-0.0123402926	0.003863074	-0.0087235399	0.0117622147	-0.0344331627	0.0017427123	-0.0049437338	0.0175154231	0.0198043106	-0.0228567175	0.0218437372	-0.0011962532	0.0816395852	0.0816093689	0.0815590168	0.0814885411	0.0813979594	0.081287294	0.0811565722	0.0810058262	0.0673910640622921	0.0229508139865829	0.0005267398626467	0.0045415555154479	-0.013705362973468	0.3551326896111533	0.1261192272304517	0.0001878369742345	0.0819166712255423	-0.244380237427059	0.0597217004449057	0.0067103410246735	-0.0027215902769275	-0.0008225868374721	6.766491051825153e-07	7.4070536354663054e-06	0.0004690009155348	-0.0005279978228023	2.78781700883969e-07	2.199618587724806e-07	0.0003671388273909	0.0003651921762572	1.347909185779651e-07	1.3336532559949068e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1498.782053629672	5.215938050497471	2246347.644282377	27.206009746627355	2049.7558589812247	-8.959914767357532	80.28007263831157	4201499.081427858	1805.685276472649	4.4025283605869845	19.38225596577272	3260499.317670108	1869.8287503036424	2137.413957696212	1.283567	67.022148	0.1929443436771434	0.0983084631690724	-0.0039257143	0.0106545281	-0.0039943547	-0.013845205	-0.0304661005	-0.0024641351	-0.0018005991	-0.0074576931	-0.0020484339	-0.0019523388	-0.0010263559	0.0118416391	0.0178076381	0.0113395844	0.0063742411	-0.004527478	0.0185576709	0.0152305908	0.0092006075	-0.0037260191	0.0026947329	-0.0078835279	-0.0220832078	0.0005314847	0.0178078461	-0.0175236206	0.0021975637	-0.0149461419	-0.008830003	-0.0175310606	-0.0082053443	-0.0278370327	0.0816216788	0.0815377601	0.0813979594	0.0812023727	0.0809511339	0.0806444153	0.080282427	0.0798654172	0.035354580260801	-0.0320364838014911	0.0010263362943632	0.0012499463454174	-0.0055140395169104	0.0081913234565576	6.709777996995074e-05	3.040463179404948e-05	0.0560225889938976	-0.0258940822316447	0.0006705034946191	0.0031385304775791	-0.0011198872855544	0.0016017029913731	2.5654524725735364e-06	1.2541475323464022e-06	0.000781947306911	0.0003129463913762	9.793544387538579e-08	6.114415907853657e-07	0.0009889385283906	0.0006217997009996	9.779994129353651e-07	3.866348681633161e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1497.106939398364	-1.6751142313080436	2241329.1879947367	2.806007687930738	2022.2328113186743	-27.523047662550425	757.5181526350224	4089425.543173829	1799.5116247060348	-6.1736517666142845	38.11397613541968	3238242.087452153	1864.124657942422	2134.5352519142275	0.93915	49.038219	0.2112087755979553	0.1033798094183077	-0.0076911974	-0.0363930259	0.0023586103	-0.0114375268	-0.0404126646	-0.0067992639	-0.0068847182	-0.0050113643	-0.0026001577	-0.0015469213	-0.0045922207	0.0007033437	0.0044598405	0.0158213658	-0.0037069729	0.0037606955	0.0275593	0.0133233474	0.0301146149	-0.0109616303	-0.0122293551	0.001758852	-0.0084172217	0.0109626875	-0.0117196509	-0.0393843659	0.0043420378	0.0001505601	-7.77753e-05	-0.0246338151	0.0057409225	-0.0538351026	0.0815948217	0.0814303861	0.0811565722	0.0807737477	0.080282427	0.0796832699	0.0789770813	0.0781648097	0.0260236457530567	-0.0093309345077443	8.706633878781343e-05	0.0006772301382805	-0.0663451043567278	-0.0608310648398174	0.003700418449546	0.0044016728721051	0.1030852420288539	0.0470626530349563	0.0022148933106886	0.0106265671241473	-6.232927861505233e-05	0.0010575580069393	1.1184289380415253e-06	3.8849389726728205e-09	0.001445964909732	0.0006640176028209	4.409193768561471e-07	2.09081452017627e-06	0.001147045382939	0.0001581068545484	1.3157131105216769e-06	2.499777745518892e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1499.2352125470218	2.128273148657854	2247706.2225409136	4.529546595298016	2034.4137740596648	12.18096274099048	148.37585329739832	4138839.4040836887	1809.1605903469783	9.648965640943516	93.1025379401085	3273062.041664627	1869.621872638338	2115.204083789677	1.176651	61.439507	0.1681817370826037	0.0806315983637211	-0.0102079065	0.0468684086	-0.0025439444	-0.0040407513	-0.0128920956	-0.0019578316	-0.0036214396	-0.004193623	-0.0042697585	-0.0029814018	0.0069544629	0.0151393923	0.0293846964	0.0182178596	-0.0135133175	-0.0025479249	0.0391466878	-0.0185268988	0.0608040718	-0.0305353208	0.0106485475	-0.0122104686	-0.0301489452	-0.0036984856	0.0401050903	-0.0242733465	0.0043974414	-0.0254141101	-0.0351066387	0.0034755316	0.0056112915	-0.0274157787	0.0815590168	0.081287294	0.0808350932	0.0802034182	0.0793936715	0.0784076511	0.0772475461	0.0759159322	0.0863363789201372	0.0603127331670804	0.0036376257820834	0.0074539703250415	-0.0990682622608289	-0.0327231579041011	0.0010708050632167	0.0098145205873803	0.1218251363764437	0.0187398943475897	0.0003511836401588	0.0148413638531391	-0.000703696293253	-0.0006413670146379	4.113516474655933e-07	4.951884731380121e-07	0.0010890517519126	-0.0003569131578193	1.273870022246158e-07	1.1860337183439033e-06	0.0012768842437583	0.0001298388608193	1.6304333719582055e-06	1.685812977885359e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1499.9515772603982	0.7163647133763789	2249854.734125956	0.5131784025708215	2017.2675029139368	-17.14627114572795	293.9946142028229	4069368.17831263	1809.474293092481	0.3137027455027237	0.0984094125359466	3274197.217362534	1870.620322989459	2164.2179020460467	1.093187	57.08139	0.3069115317750008	0.1737968498827518	-0.0005741481	0.0122997055	0.0091542616	0.0072085387	0.0172348581	-0.0028154199	-0.0039236606	-0.0066700097	0.0035658127	0.0005031406	-0.0145308069	-0.0275891509	-0.0265412759	-0.0170151632	-0.0058231561	0.0097136563	0.0188887365	0.0076899701	0.022238473	-0.0293499494	-0.0203747491	0.0262899994	-0.0045272637	0.0133032828	-0.0046048938	0.0197356426	-0.0437404997	-0.0428449701	-0.0078444709	0.0349621902	0.0257002605	-0.0687898519	0.081514268	0.0811085467	0.0804338397	0.0794923845	0.0782873035	0.0768225931	0.0751031108	0.073134559	0.068751346023717	-0.0175850328964201	0.0003092333819681	0.0047267475800728	-0.0493909314521232	0.0496773308087057	0.0024678371962775	0.0024394641097083	-0.0040660820329563	-0.1258912184093999	0.0158485988726032	1.653302309873004e-05	0.0007422500645722	0.0014459463578252	2.0907608697079614e-06	5.50935158357435e-07	0.0004683969252594	-0.0006206548266532	3.8521241384791387e-07	2.1939567959246002e-07	0.0010683264350272	-0.0002085578087311	1.141321371777926e-06	4.349635958271816e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1500.726148243422	0.7745709830237502	2252178.9720215374	0.5999602077423787	2047.069184038716	29.80168112477918	888.1401978630196	4190492.2442409354	1810.309693939832	0.8354008473509111	0.6978945757546203	3277221.187972528	1875.2928272803224	2184.6379496096474	1.284432	67.06736	0.5894108565095599	0.2930013329880869	-0.0016541763	0.0836593062	-0.0020449632	-0.0102104061	-0.0507991606	-0.002533726	-0.0011942706	-0.0018880587	-0.0058946497	0.0008416796	0.0045932068	0.016304794	0.0215106475	-0.0027670729	0.0120477468	-0.0185500741	0.0180822785	-0.0165250353	0.0176415825	-0.0060868891	0.0115150328	-0.0007255363	0.0148867574	0.0040066085	0.0006063247	-0.024937837	0.0149089223	-0.0329441045	-0.0184371733	0.0095864552	0.0158995235	0.0481929779	0.0814605803	0.0808942224	0.0799532077	0.0786418943	0.0769663555	0.0749343514	0.0725552932	0.0698401994	-0.0043076387566998	-0.0730589847804168	0.0053376152571451	1.85557516582222e-05	-0.120413917236732	-0.0710229857846088	0.0050442645097607	0.0144995114642945	0.1366357248876681	0.1407018069206244	0.0197969984707286	0.0186693213155785	-0.0028242752485305	-0.0035665253131026	1.272010280900231e-05	7.976530679462016e-06	0.0021721550461106	0.0017037581208512	2.9027917343664123e-06	4.7182575443437424e-06	0.0002460682885029	-0.0008222581465242	6.054960260674645e-08	6.761084595255769e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1496.9174876102838	-3.808660633138061	2240761.964713484	14.505895818415617	1982.8138500582788	-64.25533398043717	4128.747944937524	3931550.763982935	1812.097319518628	1.7876255787959965	3.195605209965721	3283696.6954065966	1868.5112707243493	2144.358183470144	1.281066	66.891602	0.2440816874157027	0.1259670817572262	-0.0067363773	0.0745211544	0.0196184209	0.0113766	-0.0319630478	-0.0012138669	-0.0030477834	0.0065455887	0.0018653985	0.0092722654	-0.0063794134	0.0077490086	0.0186153922	-0.041383902	0.0039495033	-0.0025718157	-0.0171129964	-0.0787581671	0.0395325345	-0.029794579	0.0069405233	0.0217471811	-0.0254965011	-0.0064544847	0.0322061726	0.0609310708	-0.0461983681	-0.0575778146	-0.0431296905	0.0209179732	0.0289194424	-0.0062941015	0.0813979594	0.0806444153	0.0793936715	0.0776534394	0.0754344479	0.0727503781	0.0696177779	0.066055961	0.0401550020186363	0.0444626407753361	0.0019769264247165	0.0016124241871166	-0.1729961715863908	-0.0525822543496588	0.0027648934724922	0.0299276753835479	0.0811505819361002	-0.0554851429515678	0.0030786010883559	0.0065854169485677	-0.0024471135673187	0.0003771616812117	1.4225093377451117e-07	5.988364811355255e-06	0.0007611476785411	-0.0014110073675695	1.9909417913354097e-06	5.793457885485058e-07	0.0002889322265044	4.286393800150001e-05	8.348183151278992e-08	1.837317180996437e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1512.2021044797968	15.284616869513002	2286755.2047931263	233.61951284780145	2035.5642266058155	52.75037654753669	2782.6022259069086	4143521.720637332	1815.3131391045188	3.215819585890813	10.34149560899896	3295361.793005502	1879.604917209951	2209.12627336908	1.86846	97.562691	0.6825134041497578	0.3841737665637615	0.0105496757	-0.0795719294	0.0008049908	0.0095228286	0.065714923	0.0016496375	0.0037184006	-0.0095027398	0.0049579191	0.0017604567	-0.0195241424	-0.0352679628	-0.0682641826	-0.0221497209	0.0327217378	0.0181593787	-0.0166656102	0.0858853929	-0.0649193676	0.0257306829	-0.0178672842	0.0168345207	0.0406994635	-0.0157668021	-0.0170134842	0.0589763589	-0.0147605983	-0.0137610383	0.0409778507	0.0112334509	-0.0388326657	-0.013385827	0.0813264124	0.0803592349	0.0787557834	0.076528754	0.0736957799	0.0702792922	0.0663063423	0.0618083875	0.0540363985179652	0.0138813964993288	0.0001926931687715	0.0029199323647923	0.0883330693746131	0.2613292409610039	0.0682929721812544	0.0078027311451402	-0.141898360012604	-0.2230489419487042	0.0497508305044364	0.0201351445742665	-0.0003899798448812	0.0020571337224375	4.231799151989566e-06	1.520842794135648e-07	6.212479894318612e-05	-0.0006990228795979	4.886329862013596e-07	3.8594906437312995e-09	-0.0006399876662746	-0.000928919892779	4.095842129836088e-07	8.62892167200549e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1507.4319120182072	-4.770192461589659	2272350.969370868	22.754736120606808	2017.8562261766003	-17.70800042921519	313.57327920108537	4071743.7495196713	1811.7362635606	-3.576875543918732	12.794038656683922	3282388.288700524	1874.080917051689	2163.7242682432966	0.973003	50.805885	0.2523257802851634	0.1245241427928182	-0.0009922468	-0.0403731965	0.0016692224	0.0079775183	0.051621109	-0.0009865805	-1.48904e-05	-0.0031813945	0.0025241282	0.0035982674	-0.0159080681	-0.007893855	-0.0261984162	-0.0104920038	0.0231758438	0.010913986	-0.0230305272	0.0505128915	-0.0509808415	0.0309899475	-0.0191370376	0.0160764127	0.0149504127	-0.0066714874	-0.0083038611	0.0174508499	-0.0036785782	-0.011812826	0.0010094214	-0.0342070085	0.0064819556	-0.021888465	0.0812459471	0.0800388062	0.0780401729	0.0752698111	0.0717551168	0.0675308461	0.0626387723	0.0571272725	0.0179655554227764	-0.0360708430951888	0.0013011057215977	0.0003227611816488	0.0255435812831876	-0.0627894880914255	0.0039425198147832	0.0006524745447708	-0.0843928736688468	0.0575054863437572	0.003306880959632	0.0071221571260859	-0.0005070494653031	-0.0001170696204218	1.3705296025727738e-08	2.570991602641596e-07	0.0011379782766374	0.0010758534776942	1.1574607054667344e-06	1.294994558098627e-06	8.628849070512355e-05	0.0007262761569797	7.445703628168192e-09	5.274770561972361e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
