global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
904.9064710876152	n/a	n/a	818855.7214162409	1089.4610101744186	n/a	n/a	1186925.2926902643	846.8966646611788	n/a	717233.9606142291	n/a	865.7882243571837	805.764182933595	n/a	n/a	n/a	n/a	-0.1171743544	0.0511434439	-0.0352776961	0.146412863	-0.0764716984	-0.1181102068	0.0171897822	-0.3647772531	0.0393056098	0.1979525374	-0.2618769523	0.0625883404	-0.1356505797	0.2415874879	0.2162405838	-0.0849114091	0.044001747	-0.1040598678	0.0997166214	-0.0390140498	0.0491026364	-0.0338271838	0.0327177331	-0.0772326844	0.032830757	-0.0293171098	0.0209349309	-0.0521479111	0.1023828905	-0.1225025926	0.1830373862	-0.0069236995	0.0088670327	-0.0656288956	0.0408656039	0.0177197125	-0.0684559815	0.0814065222	-0.1048019355	0.0982422908	0.0031096586	-0.115467327	-0.0069005773	-0.0082818792	-0.1002745218	0.0051132865	0.0041783839	0.070173784	-0.0569900014	0.0179395474	0.018564933	0.0375750632	0.1424166106	-0.20791439	0.0684341136	-0.0794342735	-0.0080142983	0.1267660703	-0.0899775448	0.0033724384	0.000142671	-0.0797771695	0.1467001772	-0.0836529251	0.0509890645	-0.2650454817	0.0126258989	-0.16734324	0.0972282703	-0.0110306476	0.0251506943	-0.0678459907	0.2190118694	-0.1225045444	0.0935926077	-0.0016789457	-0.0656338607	0.0310905403	-0.0175547303	-0.0311658919	0.0052869289	0.2206278471	-0.0246939009	-0.048290709	0.038371811	0.1937055087	-0.0340258431	-0.2101061917	0.0680521399	-0.0221615965	0.049235832	-0.0690636419	-0.0587709944	0.0326222313	-0.084266912	0.0537589492	-0.0025302547	0.015940635	-0.0016207022	0.0407789864	-0.0687147881	0.1227993484	-0.2037173006	0.0229638525	-0.0040913818	0.1857935065	-0.1026234578	0.0239278513	-0.1495605768	0.1049383224	-0.1542452114	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0126137525330278	n/a	n/a	0.0001591067529644	-0.0121975458283998	n/a	n/a	0.0001487801242359	-0.0331532817984339	n/a	0.0010991400940063	n/a	-0.0007249661269202	n/a	5.255758851816755e-07	n/a	-0.0004510543238103	n/a	2.0345000302796699e-07	n/a	0.0001508363244541	n/a	2.2751596774822533e-08	n/a	0.0	0.0	0.0
905.0412824910222	0.1348114034070704	0.0181741144885838	819099.7230129943	1072.8230921545694	-16.637918019849167	276.8203160352216	1150949.3870600916	847.7981339366548	0.9014692754760744	718761.6759064741	0.8126468546273586	864.076893142981	799.3627906503747	1.323855	21.062689	0.0284595196061242	0.0151196522736093	-0.0497857183	0.1005814244	0.0126195574	0.177813742	-0.095913229	-0.0012184515	0.0376617667	-0.1816206241	-0.1487303385	-0.1955406931	-0.0297304343	0.0676405504	0.0549829206	-0.140088562	0.1494967338	0.0238438959	0.0351458484	-0.2559562132	-0.0882973123	0.0259364207	-0.0024128612	0.0061165865	-0.0495304094	-0.0805365546	-0.0428819899	0.0014438035	-0.0377340178	0.1200861242	0.1543770501	-0.0410563637	0.0338299899	0.0106643179	-0.0403778199	-0.0974837236	-0.0486073592	-0.1740241181	-0.1372246195	-0.0015388272	-0.1119014898	0.021622102	0.0277002941	0.0359162951	-0.0845788028	0.0209374647	-0.0766533968	-0.1472575549	0.0453394837	0.2849539326	0.0150486123	-0.0560033644	0.0654619422	-0.000718533	0.0784927845	-0.0997494241	0.0711528876	-0.2846337186	0.1006993273	-0.0357976708	0.1101158013	-0.1154518139	-0.0688105371	-0.0487110691	0.0108445934	0.0905240517	0.1019246343	0.022714463	-0.0373297576	0.2167339482	0.0276380847	-0.0150821953	0.0077225522	0.0267226304	0.1067742508	0.0440154334	0.0177609953	0.0478152958	-0.0144287432	0.1508104592	0.0413557724	-0.0462419804	0.1183740329	0.1477555285	0.1766000107	0.002795847	0.1448731161	0.0585856004	-0.1585942992	-0.1798275492	0.0441327725	-0.0297486647	0.0731746597	-0.1076280408	-0.0951191047	0.0312290317	-0.0582273613	0.008582224	0.0537792415	-0.1053156533	0.0262665187	-0.0117847356	-0.2036611479	0.1817503745	-0.1829536778	-0.0614661683	-0.0215070673	-0.0479520586	-0.092561207	0.0708442911	0.0100590651	0.1210131966	0.1002975503	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0184630164014123	-0.0058492638683845	3.4213887801988425e-05	0.0003408829746388	-0.0050389460232764	0.0071585998051234	5.124555116991279e-05	2.5390977025493044e-05	-0.0443295114195052	-0.0111762296210713	0.001965105582692	0.0001249081085429	-0.0007389498891831	-1.3983762262900008e-05	5.460469387237158e-07	1.955456070253064e-10	-0.0004510821779908	-2.785418049997771e-08	2.0347513130092377e-07	7.758553713253387e-16	0.0002223332342416	7.14969097875e-05	4.9432067048330185e-08	5.1118081091619134e-09	0.0	0.0	0.0
905.3427896327382	0.3015071417160015	0.090906556505753	819645.5667399885	1076.6802501589752	3.8571580044058464	14.877667870952092	1159240.3610823934	848.723087650837	0.924953714182152	720330.8795115703	0.8555393733793581	865.9592161354112	805.2944902369243	1.252031	19.919971	0.0391899866787927	0.0239709780718144	-0.0657148546	0.1242558195	0.060319369	0.1811567352	0.0785508252	-0.0818326833	0.0647531858	-0.1825409019	-0.0532841419	0.0040937322	-0.0012731771	-0.0072664629	0.0064648848	-0.0222350304	0.1658522837	-0.034999879	-0.0146680603	0.0567419091	-0.0156121953	-0.0628426665	0.001352114	-0.0400936388	-0.0113825695	-0.0940246849	-0.1601971215	0.0929273388	0.0465453638	0.056631039	0.037631064	-0.0172153944	-0.0703549307	-0.2618037279	0.0219130684	0.1409371241	0.0121452683	0.0930725363	-0.0219832736	0.0759112761	-0.0868509783	-0.0377127945	-0.1450710106	0.0100282074	0.1024506673	-0.1197441601	0.0981655406	-0.0276973853	0.0113078942	-0.1593473962	0.0617977496	-0.1252079124	-0.0477760458	0.0668111935	0.0742424489	-0.1473747806	0.0900798611	-0.0229377536	0.0009264572	-0.0564707096	-0.0494352363	-0.0138405915	0.0111419314	0.1100482903	0.2374877161	0.112599099	0.0864658858	-0.0254379795	0.077461355	0.0991356909	0.123202945	-0.1193029355	0.0448969378	0.0264215839	-0.1243635308	0.002273479	-0.074196087	-0.1215931611	-0.0658410932	0.0189693041	-0.0260986666	0.0598552655	0.1026547823	-0.1620664368	-0.1066541775	-0.1231337265	-0.1560028005	-0.1047732744	0.0076236769	-0.1313806612	0.0242360758	-0.0583674991	0.0607460952	-0.100625297	-0.1370151033	-0.010219349	0.008690978	-0.001940755	0.0285511513	-0.0037119385	0.0273571676	-0.0369290233	-0.0887559143	0.0579603133	0.0711910627	-0.0178240425	-0.1401112308	-0.0546537325	-0.102076586	0.0293933917	-0.0543747005	0.089872262	0.1174513942	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0184590294664559	3.986934956401456e-06	1.5895650346575876e-11	0.0003407357688434	0.008044093775112	0.0130830397983883	0.0001711659303662	6.470744466279561e-05	-0.0245786762933022	0.019750835126203	0.0006041113283309	0.0003900954881824	-0.0006119500127761	0.0001269998764069	3.74482818136669e-07	1.6128968607393266e-08	-0.0004510684863723	1.3691618499980102e-08	2.034627793981978e-07	1.8746041714899734e-16	0.000222362162601	2.892835939999512e-08	4.9444931356593563e-08	8.368499775752861e-16	0.0	0.0	0.0
901.379449756276	-3.9633398764622143	15.70806297635552	812484.9124429269	1070.9547703942587	-5.725479764716511	32.78111853617823	1146944.120230219	848.2322404017518	-0.4908472490851636	719497.9336569753	0.2409310219344727	866.4304547128502	793.7985629157928	1.440576	22.919739	0.1138920906661681	0.0656438602237277	0.1215766814	0.0627453645	-0.0587273416	0.0068289582	0.0322029047	0.1169941978	0.1539748824	-0.032894925	0.0574366725	0.2412853205	0.0714686404	-0.0736561448	-0.1110830696	-0.1630204102	0.0622341849	-0.0561365669	-0.1504775019	0.0702377414	-0.0069759804	0.0633120997	0.0686862677	-0.0671827616	-0.0367282065	0.001077919	-0.0684136034	0.0044015931	0.0561435556	-0.023380987	-0.0189862708	-0.0457301049	-0.2076037193	0.0765693268	0.0040780375	0.1301788603	-0.1791040437	-0.0153655021	-0.0107031965	-0.0485020073	-0.0827752359	-0.021079853	0.0719488789	-0.1955433747	-0.0296967146	-0.0317559265	-0.1601572227	0.2331637945	-0.0146721483	-0.0642565485	0.061694385	-0.0072664269	0.0276784061	0.0613689586	-0.086300444	-0.0786649257	0.1321164684	0.138910157	0.0038106065	-0.0112265014	0.0858176989	-0.019340031	-0.0035370521	-0.112646546	-0.021486209	-0.0441596358	-0.0276591913	0.0772243794	-0.0111381284	0.0250296365	0.1017023573	0.1268045287	-0.0784983834	-0.0742370695	-0.2202128545	-0.0574938724	-0.0950117809	-0.0675625546	-0.0936201657	0.2505087097	-0.1135439947	-0.0381192427	-0.0066182818	0.0776022433	-0.0564851229	0.0182056207	-0.066462059	0.0984751523	0.273736821	-0.043864008	-0.0480285912	-0.1337776151	0.0772959416	0.1258175315	-0.0916107484	0.0011541592	0.0373791855	-0.0023235125	-0.0169124478	0.0105770095	-0.0578074012	-0.1333258365	-0.0206692421	-0.122532184	-0.0412950762	-0.0462355658	-0.0785203502	0.1434666861	-0.1721016733	-0.0227813579	-0.126831915	0.048434861	-0.1282242187	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0027517844232818	0.0157072450431741	0.0002467175468463	7.572317512216349e-06	0.0006184245607272	-0.0074256692143847	5.514056328146216e-05	3.824489373106303e-07	0.0322440524122953	0.0568227287055975	0.0010396789159668	0.0032288224975499	6.605024264783487e-05	0.0006780002554239	4.362634553837864e-09	4.59684346354921e-07	-0.0004509923702598	7.611611250004422e-08	2.033941180325525e-07	5.793662582119386e-15	0.0002230147451248	6.525825237999961e-07	4.97355765430795e-08	4.2586395036917254e-13	0.0	0.0	0.0
901.6546359471964	0.2751861909204081	0.0757274396732832	812981.0825250713	1065.2399263603745	-5.714844033884219	32.65944233162205	1134736.100712256	847.552948245353	-0.6792921563987875	718346.0000793901	0.4614378337449147	864.3136729655822	782.9843503845806	1.306636	20.788731	0.0874428494998375	0.052479919996193	0.0855818481	-0.1376346911	0.0158532004	0.0543287923	-0.198134087	0.1273102466	-0.1102134033	-0.0285364917	-0.161550333	0.0072395988	0.0662703223	-0.0284884801	-0.07706034	-0.0994733267	-0.0299656723	0.1078456072	-0.0640689857	-0.1247976758	-0.0262927652	-0.0129476445	0.066332676	0.0146197871	0.1084493365	0.081588945	-0.1043221468	-0.0023032607	0.0473391153	-0.0227079398	-0.0185793949	0.1463760125	0.0652276	0.0802944218	-0.2132108578	0.118634873	-0.1685018408	-0.0490431341	0.1006773803	-0.0481403589	0.0239541156	0.144076355	-0.080191659	0.0186398931	-0.0794409222	0.1789826073	-0.0985818234	0.0132846141	-0.0480785303	-0.0731636324	0.0041072336	-0.1550785017	-0.1503964588	-0.0843226576	0.0403781694	0.1046832978	0.1091455809	-0.0587770223	0.0549966095	0.0105465155	0.1020515244	0.0852035196	0.008414726	-0.0074426742	-0.0588790977	-0.0122801109	0.0698419025	0.0606476629	0.1288646093	0.092942703	-0.1078633567	0.2021381869	-0.0163390257	0.0683729833	0.0471474135	0.1277563945	-0.1648607496	-0.2627560987	0.1199313139	-0.0611092405	0.0602527408	0.1185252302	-0.0484179486	0.0672593478	0.1180399799	0.0077135014	-0.0961319328	0.0052023753	-0.0098624057	-0.0342299981	-0.0723500327	-0.0340540943	0.0906418369	0.0193030203	0.0726730108	0.1879283268	-0.103517324	0.0429973897	-0.0273315226	-0.1477218074	0.052592497	-0.0128091388	-0.0746260301	-0.1273952839	-0.0153017973	0.002180873	-0.0125017094	-0.1342882807	-0.0703968907	-0.0640663858	0.0580192061	-0.0901701097	-0.0257458174	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0026048035893779	0.0001469808339039	2.160336553508585e-08	6.785001739235991e-06	0.0059995918824569	0.0053811673217297	2.89569617444516e-05	3.599510275604273e-05	-0.0047808605070969	-0.0370249129193921	2.2856627188318824e-05	0.0013708441766885	-0.0007429401131517	-0.0008089903557995	5.519600117298608e-07	6.54465395776658e-07	-0.0005390827388309	-8.80903685711e-05	2.906101993054243e-07	7.759913034992241e-09	0.0002222997009992	-7.15044125599993e-07	4.9417157064333726e-08	5.112881015550586e-13	0.0	0.0	0.0
903.6525262857108	1.9978903385143667	3.991565804729051	816587.8882625472	1061.7214632256089	-3.518463134765625	12.379582830704749	1127252.465473928	848.0259517626399	0.4730035172868838	719148.0148629313	0.2237323273657634	863.9232906177731	781.9124852335193	1.214184	19.317808	0.068334692122031	0.0399761217814792	-0.0461195629	-0.1048455682	0.0505324867	-0.0597147047	-0.1401263645	-0.0310570821	-0.1459933751	0.1043556251	-0.0843490303	-0.0073152356	0.0335983933	0.0517850856	-0.0533539122	-0.0021572928	-0.0533942483	0.1099960065	0.091664277	-0.053398294	0.0261432148	-0.0387133524	0.0641135348	-0.0177269659	-0.0911136854	0.1193743486	-0.0628752147	-0.1142425602	-0.0674814841	0.1141153204	-0.0001035455	0.1402908478	0.0892268057	0.0407815968	0.1469173478	0.1582563796	0.0354173488	0.1122937964	0.0980983256	0.0286694628	-0.0645602018	0.1500185137	-0.0348084402	0.0933604762	-0.0481330171	0.1647861428	0.1089974356	-0.0316903482	-0.0477620171	-0.0544112251	-0.0574222861	0.0545267608	0.0951397554	-0.1169027785	0.1038597373	0.12624079	-0.0857731076	-0.0936045529	-0.0078551918	0.0708626335	-0.0181169305	0.2006788668	0.161759743	0.1380747642	0.065079422	-0.0956875768	0.0127512514	0.116445879	-0.018597912	0.0325276801	-0.0028619376	-0.0364488051	-0.0831530348	0.0639941599	0.0239996789	-0.0655869289	0.0371399544	0.0371549468	-0.0531743781	-0.1796556748	0.0538992944	0.1355274338	0.0385277018	0.070600594	0.0328790472	0.132610025	-0.0358165349	-0.0234764087	-0.0621871358	0.0048523802	-0.0867293291	0.0706424005	-0.0057528233	-0.04981387	0.0200439595	0.1290747168	-0.1397608567	0.0012067082	-0.0548516488	-0.0446916714	-0.0491507136	-0.1307912919	-0.006141362	-0.1924233225	-0.1115864315	-0.047585044	-0.0591014671	0.053377138	-0.0094464144	-0.0145873089	0.1996496286	-0.1800474694	0.018525202	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0005042653851887	0.0021005382041892	4.41226074725839e-06	2.54283578699508e-07	0.0135261811723665	0.0075265892899095	5.664954633898189e-05	0.0001829575771076	-0.0315047043766441	-0.0267238438695472	0.0009925463978597	0.0007141638311639	-0.0003089627618999	0.0004339773512518	9.545798824081433e-08	1.883363413995282e-07	-0.0003340342895978	0.000205048449233	1.115789066271069e-07	4.2044866532899186e-08	0.000222948315682	6.486146828000054e-07	4.9705951465440736e-08	4.2070100674375164e-13	0.0	0.0	0.0
904.3459557870596	0.6934295013487599	0.4808444733407898	817841.6077484103	1067.0739768804506	5.352513654841687	28.64940242526671	1138646.8721354604	848.008614563285	-0.0173371993548698	719118.6103735422	0.0003005784814705	864.57628587126	785.5118786209143	1.080803	17.195711	0.0356803567503051	0.0195379604836198	-0.0907410159	-0.0760617801	0.0777201015	-0.0181869575	-0.0312327876	-0.064739203	-0.1079029492	0.0633616945	0.0976473135	-0.0517251416	-0.0421939019	0.1171507786	0.0439020858	-0.0967359838	-0.0510787622	0.1176527345	0.0448365966	0.0346323092	0.0631082598	-0.0939312708	0.0442621396	-0.0138731718	-0.0279796356	0.029316106	-0.0385600097	0.1650863356	0.0370621092	0.2561971971	0.0861870371	0.1135457053	-0.1115606648	0.012662068	0.066263077	0.0319761729	0.0176901126	-0.0827434029	0.0550998623	0.131486507	0.0470304567	0.0968934512	0.132835287	0.0588741361	0.0465626817	-0.1336876103	0.0564013795	-0.0154124503	-0.0005073009	0.0295774676	0.14627546	0.1278365732	-0.0237432399	-0.0154407115	0.084601379	0.0970102592	-0.0794483153	-0.0134649575	-0.0542270576	0.0060032664	0.0585288056	0.0652023272	0.0254326794	0.1525188921	-0.055994636	0.0824504642	0.0676947373	0.1166314152	0.1524090901	0.1360034174	0.2156219983	-0.1241098447	-0.0179186141	0.0660698395	-0.0592507274	0.0071653743	-0.1057593459	0.0375618116	-0.076380643	-0.1142715702	0.0357367995	-0.0072473148	-0.0829119023	-0.0090759158	-0.0233928166	0.0036211201	0.1661347888	0.0473859278	0.1069553725	-0.0154998222	-0.0499624842	0.1030494706	0.0032731024	-0.1120791494	0.0032385492	0.0939011709	-0.0173739197	0.0231125825	-0.04558708	0.0412312293	-0.1181622824	-0.0190203811	-0.004422777	-0.1048240787	-0.0864737756	0.0714099811	-0.1203707649	-0.067056027	0.0405742604	-0.0848072301	0.1162809192	-0.0316621872	0.1029678853	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0034754954537845	-0.0029712300685958	8.828208120527803e-06	1.2079068649276728e-05	0.0012461377230152	-0.0122800434493513	0.0001507994671179	1.5528592247215074e-06	-0.0199279504058011	0.0115767539708429	0.000397123207376	0.0001340212325014	-0.0004709605776621	-0.0001619978157621	2.218038657118189e-07	2.6243292311723685e-08	-0.0003490526252891	-1.5018335691300004e-05	1.2183773522121285e-07	2.2555040693657559e-10	0.0002229178819052	-3.043377680000004e-08	4.96923820731007e-08	9.262147703122207e-16	0.0	0.0	0.0
903.313872880447	-1.0320829066125723	1.0651951261218562	815975.9529382723	1067.7874957417332	0.7135188612826369	0.5091091654060708	1140170.1360624018	847.624622660286	-0.3839919029990142	718467.5009399923	0.1474497815688043	864.6003163086125	793.7565299027191	1.178466	18.749544	0.0459250697218826	0.0233266440173294	-0.1303575737	0.0564514725	0.0252567716	-0.0479653532	0.0985841967	-0.1350141164	0.036461904	0.0670106274	0.0880638127	0.011788023	-0.0829436775	-0.011933933	-0.1200681979	-0.0545900486	-0.0395058073	-0.0432518289	0.0494566164	0.1160690861	0.0994222286	-0.0507411021	0.1008501223	0.0128002523	-0.0218476054	0.1065936897	0.1805826285	0.0353705269	-0.020578293	0.1189351203	-0.0276657305	-0.1000672408	0.0510610729	-0.0840109235	-0.1297270915	0.0400414284	-0.0498269252	0.0067528631	-0.0633589628	0.0006621641	0.1457583063	-0.0696554923	0.11394442	0.0672299099	0.0781588022	-0.0070771491	0.1026880896	0.0439708387	-0.0502958545	-0.0439142131	0.0609905717	0.0892675373	-0.0557777003	-0.1700564568	0.0045441623	-0.0313565656	-0.1292269359	0.0708149275	-0.0778428441	0.0148912891	0.026943531	0.0772829705	-0.0639236087	0.0237135768	-0.0170327977	0.062107775	-0.1378657858	-0.099568434	-0.0105670916	0.0011907948	0.0649245494	-0.1188902928	0.0864213998	-0.2100065435	0.0625345049	0.0027668122	-0.1190430156	-0.0933258979	-0.0807167305	-0.0910283017	0.0103306556	-0.0243398291	-0.0519395844	-0.170411391	0.0931368762	0.0496686539	0.0101049702	0.0789313378	0.05286422	0.0030126147	-0.0367174909	0.0887552936	-0.0589561456	-0.1043891153	-0.101897982	-0.0194764064	-0.045666456	-0.0058906171	-0.1141041508	-0.0167165177	-0.0384543109	0.0326207903	0.0528667177	0.0295223908	0.0571712312	0.088401976	0.0352732477	-0.0644839817	-0.0831365067	0.0240025539	0.073317333	-0.0826010668	0.0809871243	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0184767752502494	-0.0150012797964648	0.0002250383955318	0.0003413912236482	0.0080452476317134	0.0067991099086982	4.622789555055805e-05	6.472600945559008e-05	-0.0126283554355666	0.0072995949702345	0.000159475361007	5.328408672947283e-05	-0.0007449681499859	-0.0002740075723238	5.549775444934144e-07	7.508014969078253e-08	-0.0002870832211507	6.196940413839998e-05	8.241677586626174e-08	3.8402070492683445e-09	0.0002223931574377	-5.247244674999986e-07	4.945871647510962e-08	2.753357667931572e-13	0.0	0.0	0.0
903.6280186283084	0.3141457478614029	0.0986875508994001	816543.5960501224	1069.9058566780975	2.118360936364297	4.487453056714222	1144698.5421540935	848.5195838767473	0.8949612164612972	719985.4842223685	0.8009555789698849	866.3608268269732	801.0649752397514	1.22985	19.56707	0.0700005623503866	0.0390691469566436	0.0242877352	0.141190874	0.0323928556	-0.0601971445	0.0248691834	-0.0147897434	0.0884012235	0.0261197377	-0.1348568411	-0.084891188	0.0167129898	-0.0122743979	0.0608304812	-0.0272940245	0.044613492	-0.0675662507	0.0161016223	-0.0191537938	-0.0649212184	0.0285175548	-0.0228159952	0.1339189205	0.0044583273	-0.0646695314	-0.0505408411	-0.0302612015	-0.0030211054	-0.0967114911	-0.0909348977	-0.1948063341	-0.0182752618	-0.0421639318	-0.0718205814	-0.248880505	-0.001580169	-0.1116071387	-0.0304852346	-0.066343402	0.1441588713	0.0219582954	-0.0595296673	-0.0150700971	0.1529387631	0.1208022343	0.0852095142	-0.0171982732	-0.0459153949	0.0183303917	-0.1955494176	0.0159244866	-0.0064333242	-0.03601208	-0.0476748392	-0.0792383968	-0.0135538922	-0.0523288301	-0.0140995578	-0.0578347184	0.0123957807	-0.0852131788	-0.1332558274	-0.1172174567	0.0424632445	0.1103964797	-0.0851605331	0.0159083201	-0.0863186878	-0.0458542879	-0.1613359474	0.0866259627	0.1233931687	-0.0610493481	0.0159252618	0.1691040759	0.1343297936	0.0797542511	0.0927259854	0.0911137844	0.0477135553	-0.1759211993	-0.1548424696	0.088085892	-0.0539476385	0.027811554	0.0279656948	-0.0340975522	-0.0764907009	0.003513498	-0.0111047656	-0.0720100243	-0.0460021485	-0.0684475823	-0.1250838555	-0.0005385247	-0.0697964831	-0.0306090859	-0.0099815039	0.0124330217	0.0668683119	0.0998697802	0.0615433505	-0.0394182095	0.0096100443	-0.0117196464	0.2918584266	-0.0686356188	-0.0660511054	-0.06615882	0.0866780887	-0.1158013986	0.0813018633	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0184196841160684	5.709113418099834e-05	3.2593976020727564e-09	0.0003392847629357	0.0154712709185247	0.0074260232868112	5.514582185626369e-05	0.0002393602238343	-0.0305229960106743	-0.0178946405751077	0.0009316532854676	0.0003202181613122	-0.0001579958982292	0.0005869722517567	2.4962703857251726e-08	3.445364243323309e-07	-0.0001490042789804	0.0001380789421703	2.2202275154468876e-08	1.9065794270869054e-08	5.4988204278966656e-05	-0.0001674049531587	3.023702609825367e-09	2.8024418342077708e-08	0.0	0.0	0.0
902.521683735888	-1.1063348924203638	1.223976894186778	814545.3896134623	1069.1879408725472	-0.7179158055503194	0.515403103858964	1143162.8529072774	848.231617239731	-0.2879666370163249	719496.8764851296	0.0829247840344918	865.7084673758665	794.3804628219789	1.033139	16.437366	0.0729153839895473	0.043108891351957	0.0693047885	0.1238306299	0.0110076584	-0.019732321	-0.0358251944	-0.0145428254	0.1189696693	-0.01767892	-0.0482162242	0.0275325127	0.0985704093	-0.0307112656	0.0628637931	0.0347485962	0.0438404311	-0.0867605379	-0.0943094058	-0.0300478294	0.0177381446	-0.0605492735	-0.0190172693	-0.0132377818	0.0295043491	-0.0708528661	-0.0710029991	-0.1165521604	0.0335591392	-0.1591696779	-0.0696137794	-0.0933354574	-0.0118341548	-0.0055225019	-0.0129351639	0.0144679399	0.1723287813	-0.009623146	0.0034017826	0.0348470543	0.1272879128	-0.1452807424	-0.0564627273	-0.0877597579	-0.0679609775	-0.0236014785	0.2630880261	-0.1518258192	0.0015825944	0.095633923	0.0028982251	-0.037807419	0.0834622179	0.1042344815	-0.0440723624	-0.0812865961	0.0530171154	0.0032542906	-0.1128076044	0.0519280562	-0.0541203066	-0.0376244192	0.0218286452	-0.0976191268	0.1767871438	0.0035703577	0.0003847361	0.0025356481	-0.1012177404	-0.0865122173	-0.0041522656	0.0420830732	0.0713525492	0.06580552	-0.0721832787	-0.0420636367	0.0313118796	0.1361845447	0.2056959718	-0.1064934517	-0.046039788	-0.0543838622	-0.033910656	-0.1394485138	0.1522378656	-0.1132677608	-0.0213846948	-0.049675552	-0.1635480819	-0.0121523067	0.0240457647	-0.1203656649	0.0106932698	0.0350818297	-0.1049397949	-0.06075743	0.0029548161	-0.1049459806	0.0717124384	-0.0184232822	-0.0128862042	-0.0006978966	0.053240123	-0.0762471477	0.1617012313	-0.0268203171	0.1189482136	0.0457256055	0.0094097026	0.0259059503	-0.0136463335	0.0931955189	0.020181778	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0184689250692855	-4.924095321710148e-05	2.424671473728776e-09	0.0003411011932148	0.0197361108481004	0.0042648399295757	1.8188859624903265e-05	0.0003895140714085	0.0121788718572872	0.0427018678679615	0.0001483249197162	0.0018234495194128	2.1998460426228653e-05	0.0001799943586554	4.839322611243481e-10	3.239796914777908e-08	0.0001540001942066	0.000303004473187	2.3716059815670518e-08	9.18117107713314e-08	1.999833134553517e-05	-3.4989872933431486e-05	3.999332566058145e-10	1.2242912078976811e-09	0.0	0.0	0.0
