global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
919.8267065192769	n/a	n/a	846081.1700260999	1096.5003745814731	n/a	n/a	1202313.0714573108	852.6175077411491	n/a	726956.6145067285	n/a	871.7200818496252	778.3094970759223	n/a	n/a	n/a	n/a	0.0067072502	-0.0511868393	0.0053973746	-0.034016037	0.0247210482	-0.0222872746	0.0268918789	-0.0665675682	0.0601133422	-0.0611114491	0.0813144821	-0.0252550146	0.0209556483	-0.0446350989	0.0136250291	-0.0295404077	0.00495335	0.0633012486	-0.0404426742	0.0952985321	-0.062183357	0.1521336825	-0.0711112785	0.1270401366	-0.0576748961	0.0814569356	-0.0947113108	0.0992897679	-0.0467582095	0.0582975405	-0.08193751	0.0579401244	-0.120267617	0.0272350073	-0.065189326	0.0211170611	-0.0544296702	0.172935611	0.0167324167	-0.0227079482	-0.0187751436	-0.0328412256	0.0205598975	-0.1253682599	-0.0169255568	-0.0315134359	0.0294982281	-0.0067623702	0.0692924004	-0.0416354183	0.0600403165	-0.0642215278	0.163327005	-0.068577133	0.0097077199	-0.0614128094	0.1186424985	-0.1023118001	-0.0354585143	0.1233119395	-0.1388825798	0.1362437414	-0.0887229502	0.07250212	-0.0299460884	0.0465772633	-0.0052474358	0.0983759626	-0.155187236	-0.0058543816	0.0613716827	-0.0100010146	-0.0154071113	0.1639370999	0.0189862997	-0.0198883527	0.0050555357	-0.0034602988	0.0083280111	0.0042111787	-0.0449207404	0.0135583439	-0.1186690817	0.1335330965	-0.0829504722	0.0010558882	-0.0209181072	0.0061048176	-0.1748028968	0.0671353038	-0.0042790653	-0.0105734764	0.2133163148	-0.0241955585	0.0788056374	-0.0198061987	0.0654256186	-0.1247224795	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.1331565203341256	n/a	n/a	0.0177306589074924	-0.1615183218052749	n/a	n/a	0.0260881682787923	-0.1489456848657084	n/a	0.0221848170401149	n/a	0.0003096879937918	n/a	9.590665349878997e-08	n/a	-0.0021861936666083	n/a	4.779442747918244e-06	n/a	0.0020008416269616	n/a	n/a	4.003367216182343e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
916.219353135175	-3.607353384101884	13.012998437791316	839457.9030594385	1080.076934640067	-16.42343994140606	269.7293795089719	1166566.1847414838	853.1271697568221	0.5096620156730296	727825.9677772856	0.2597553702198955	871.8621609669812	765.1410398915702	0.877773	18.545048	0.167665355465528	0.0779888310551719	0.1020859791	-0.0527357126	0.0117653227	-0.0428585214	0.0169121338	0.0944230392	0.0645284691	-0.0553413359	0.0363706729	-0.0265499822	0.0107858685	-0.1838525756	-0.0586396098	-0.0160069901	0.0225646628	-0.056787799	0.0856057838	0.0591501395	0.014761368	-0.0411996264	-0.1305519151	0.0387536991	-0.0136792285	0.0688739956	-0.0126351823	0.126573553	-0.1658629106	0.1396328444	-0.0431933871	-0.017998482	-0.2043902936	0.0180936006	-0.0475679839	0.0256424131	-0.119337798	0.2019933559	-0.0542153764	0.0442263384	-0.0200853469	-0.0477030278	-0.201423801	-0.0080875069	0.0594332504	-0.0545971134	0.0364171144	-0.0014424582	0.0313011618	-0.0122739812	0.0913770352	0.0098746655	-0.0620003761	-0.1134119328	0.1067088768	0.0264755397	-0.0273588156	0.001018936	0.0997098811	-0.0469144873	-0.0771646484	0.0360555286	-0.0424461642	0.2505289639	-0.0447089529	0.1554714236	-0.0300747168	0.0518892732	-0.101013255	0.2050033189	0.0446006755	-0.0278629283	-0.1261195626	0.0077808554	-0.0709634144	0.0549187538	0.0717846754	-0.0144957843	-0.0192611211	-0.0286037665	-0.0261144317	-0.0445883874	-0.0753415793	-0.0492792898	-0.0988467227	0.1341954851	-0.0556968202	0.0287303069	-0.0131404717	-0.0090393597	-0.1428857403	0.0258297414	0.0161920733	-0.0312775788	0.1680947717	0.0029226614	0.1020566697	-0.0373392559	0.0432303713	-0.0928881307	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.1177002214005824	-0.0154562989335431	0.000238897176723	0.0138533421177461	-0.1247983979617259	0.0367199238435489	0.001348352807076	0.0155746401338133	-0.0954124054565426	0.0535332794091657	0.0091035271150036	0.0028658120042998	-0.0003518746364585	-0.0006615626302503	1.2381575978280154e-07	4.376651137436952e-07	-0.0018763080150296	0.0003098856515787	3.520531767264318e-06	9.602911705435549e-08	0.0017331728432052	-0.0002676687837564	7.164657779763046e-08	3.0038881044239965e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
915.0239546459404	-1.1953984892345488	1.4289775480642417	837268.8375758961	1077.062250540597	-3.01468409947006	9.088320219597604	1160063.0915395755	852.5216904116348	-0.6054793451872911	726793.2326223113	0.3666052374484307	871.3707696878685	751.1237130071603	0.749804	15.841386	0.0687089256105044	0.0324576475345702	0.1537633392	-0.0962545609	-0.0374861148	-0.0570233097	0.0177947162	0.1415140826	0.0166826577	-0.0603165386	-0.0034703743	0.0080525836	0.0224535662	-0.1326815628	-0.0012820867	-0.042580471	0.0150120309	-0.0187251955	0.085166559	0.0339444914	-0.056743195	-0.0327360766	-0.1272295946	-0.00353088	-0.1043059359	0.0334858008	0.0153391048	0.088076581	-0.0549489603	-0.0583291078	0.111754928	-0.0130042485	0.0078633788	-0.0213938486	0.1148970647	-0.1444950039	-0.0875317835	0.1965213742	-0.0603219055	0.1119077688	-0.0793552321	0.0983387879	0.0331239559	-0.1570454484	0.0399951591	0.1414106177	-0.1479299532	-0.0224658511	0.0307006027	-0.0403875993	0.087460757	0.0462100483	-0.0739301637	-0.0372908442	0.1110076215	0.0734553557	0.0478766239	-0.072631278	-0.0968644576	-0.0514326497	-0.0597737891	0.0127204428	-0.0023078179	0.0102676447	0.0004792254	0.1678686461	0.0849878971	-0.0597230899	-0.0018603271	0.1752615521	-0.0027363467	-0.0031981515	-0.0098978294	0.1085061418	0.1109683784	-0.0055585642	0.0643459235	-0.0310406085	-0.0153745029	-0.0245079173	-0.0660600135	-0.0324332505	-0.0934689555	-0.0448848395	-0.1037509993	0.1467726066	-0.0757613951	0.0146353084	-0.0036956033	0.0097172501	-0.0601118025	0.0121960225	0.0285386083	-0.0113677286	0.0852730335	0.0281676527	0.1342140107	-0.0528863098	0.085606063	-0.0565359514	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.1154428508016707	-0.0022573705989116	5.095722020830934e-06	0.0133270518012168	-0.1190529701992488	0.005745427762477	3.3009940173842535e-05	0.0141736097132632	-0.0748075022301719	0.0206049032263707	0.0055961623899171	0.0004245620369681	-0.000456940487153	-0.0001050658506944	2.0879460879962098e-07	1.1038832982158962e-08	-0.0014228451787483	0.0004534628362813	2.024488402687282e-06	2.0562854388828118e-07	0.0014896770497261	-0.000243495793479	5.92902014420165e-08	2.2191377124806574e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
918.192083734707	3.168129088766591	10.03704192308903	843076.7026330832	1078.6241031319755	1.5618525913785106	2.4393835171957687	1163429.9558572583	853.043313018369	0.5216226067341267	727682.893885355	0.2720901438561054	871.3319418853184	763.860871620038	0.741616	15.668395	0.0419685431067151	0.0212096731149482	0.0963084739	-0.0622135903	-0.0226295473	-0.02399506	-0.0485856402	0.0984717634	-0.0172798147	-0.0502580857	-0.0584072983	0.0795146876	-0.038532715	-0.0699505906	-0.0076930142	-0.0246306168	0.0243124359	-0.0218955666	0.0476474711	-0.033959857	-0.0456696533	-0.0443804796	-0.0358935713	-0.0384986668	-0.1030185633	-0.0501502534	-0.0530559265	0.0060528009	-0.0647889	-0.0765643088	-0.0019611503	0.0220296245	0.1085807226	-0.0949858365	0.1908386054	0.0720451583	0.0111102101	0.0586594108	-0.0221855918	-0.0231231822	0.036562333	0.1697824627	0.1050141585	0.0444639881	0.0066696009	-0.0355509991	0.0470854896	-0.0211029784	0.0371891754	-0.0225783968	0.0180172669	0.1020767476	-0.0665192118	0.0170272878	0.0272162606	0.0213804542	0.0773271422	-0.0306995753	-0.0885873816	-0.0731492676	0.0138272536	-0.0856571393	0.0331877283	0.0053559973	0.0875926059	0.1621173068	0.0488817337	-0.0524837788	0.0768836653	-0.1035250491	-0.055228337	0.0593617411	0.1828006982	0.0164470178	0.1316330712	-0.0036728251	0.0568791856	-0.0315827461	-0.0218000455	-0.0181436559	-0.0515730302	-0.0355017531	-0.0394608071	-0.0548329165	-0.0898440026	0.1115793727	-0.023819639	0.0172039015	-0.0101833183	0.0125169679	-0.0418146012	0.0074989019	0.0564592601	0.0048094553	0.0127941924	-0.0424265499	0.1413746124	-0.0752459071	0.0992276151	-0.0375424072	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.1004566345993112	-0.0149862162023595	0.0002245866760638	0.0100915354350195	-0.1162328071254279	0.0028201630738209	7.953319762942993e-06	0.0135100654522569	-0.0876646810053216	-0.0128571787751497	0.0076850962957647	0.0001653070460561	-0.0005660236670691	-0.000109083179916	3.203827916823513e-07	1.1899140140608236e-08	-0.0013948985194243	2.794665932400017e-05	1.945741879492104e-06	7.810157673717259e-10	0.0014006071878585	-8.906986186760007e-05	7.933440293113358e-09	1.961700494680895e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
918.4285125729706	0.2364288382635777	0.055898595562665	843510.9327069992	1080.4092998395647	1.7851967075891937	3.1869272847872963	1167284.2551798185	852.7920807314591	-0.2512322869098398	727254.3329582915	0.063117661985948	871.4455763495515	766.7547226705972	0.71627	15.132899	0.0473745184663284	0.0226286210261343	0.0862771415	-0.0600425757	0.0033192045	-0.0172702914	-0.0885069819	0.0900132629	-0.0202918854	-0.072918581	-0.0637529027	0.0963387188	-0.0446165391	-0.0051866712	0.0550451935	-0.0374932774	0.050190151	-0.0287732818	0.0672942602	-0.0546409203	-0.0702097455	-0.101422348	-0.0100125475	-0.0275835923	0.0271807192	-0.0671735277	-0.0210190968	0.0711490268	-0.0889456695	-0.0781189815	0.0172555701	-0.1161037053	0.0765778187	-0.0700482442	-0.037494787	-0.0724288922	0.0507315628	-0.0231347844	-0.1256043159	0.0100723048	0.0743406586	0.1673766619	0.0591426548	-0.0283801984	0.0826812673	-0.0876433679	-0.0838581077	-0.0203869382	0.0594225804	-0.0326756661	0.028485868	0.1349771094	-0.0477659242	0.0676405252	0.0085456515	0.0155443483	-0.0192977386	0.019090931	-0.0511196633	-0.0309609408	-0.0646992054	-0.1123491778	-0.0232473769	0.0442684059	-0.0464681036	0.1028432308	-0.0480047129	-0.0943911703	-0.0497342298	-0.1369554912	-0.0602493755	0.0557842912	0.1176537837	-0.0380539906	0.0624210782	-0.1138366792	0.0611156834	-0.0278973931	-0.0387872119	-0.0107270525	-0.051821215	-0.005510353	-0.045643307	-0.0406999247	-0.0674108447	0.0798451028	0.0254581395	-0.0198253829	0.021523433	0.0208477625	-0.0357181116	-0.0118821349	0.0092724903	0.0099192371	-0.0582485923	-0.0618999253	-0.0098556808	0.0487727989	0.0858853041	-0.0158025987	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0955664810198868	-0.0048901535794244	2.3913602030357325e-05	0.0091329522945243	-0.1190588365029015	-0.0028260293774736	7.986442042343833e-06	0.0141750065494246	-0.095836577667967	-0.0081718966626453	0.0091846496191082	6.677989506495494e-05	-0.0003537934076829	0.0002122302593861	1.251697753198787e-07	4.504168299913371e-08	-0.0011622134045332	0.000232685114891	1.3507399976766514e-06	5.414236269188438e-08	0.0012157937852001	-0.0001848134026583	3.4155993802175875e-08	1.4781545281311869e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
919.4313048381052	1.0027922651346444	1.005592327013871	845353.9243163008	1084.2945587158204	3.885258876255648	15.0952365355233	1175694.6900607357	852.773163959342	-0.0189167721171088	727222.0691692268	0.0003578442673306	871.4601345010844	766.9959739978407	0.7860829999999999	16.60788	0.0450424192174341	0.0282271040785727	0.0864807924	0.0076613422	-0.0435277986	-0.0467149211	-0.1025694261	0.0955794229	-0.1252770555	-0.0263367914	-0.0512620696	0.0866969566	-0.1014598311	0.064296303	-0.089583879	-0.0351169976	0.0543018789	-0.0170396732	0.0774979825	-0.1146578669	-0.1071973643	-0.0363283921	0.032628745	-0.1425695144	0.0689979213	-0.0947923665	-0.162054987	-0.1168445117	-0.0918306174	0.0005182436	0.0810576103	-0.152413895	-0.0649690902	-0.0498863358	-0.0131311682	-0.0327266923	0.0634024323	0.116696873	0.1859290804	-0.0371155245	-0.1297104829	0.0227681393	0.0878329162	-0.003869599	-0.0555977123	-0.0677740012	0.0032338137	-0.0275071526	0.0591871255	-0.0261711508	0.0135300004	0.1767669859	0.0486038415	0.1204158002	-0.0380471225	0.0683853867	-0.0051575495	0.0943435741	0.0970625778	-0.0178502401	0.0079250786	-0.1184466794	-0.024223361	-0.190706392	-0.0653708902	0.072264014	-0.0632073175	-0.0534280133	-0.0530645041	-0.0010973641	-0.0089673081	0.0957423439	-0.0768954269	0.10161247	0.0030528508	0.0457745855	0.042334412	-0.0169414804	-0.043346582	-0.0159576605	-0.0349623221	-0.0224309704	-0.0321915271	0.034068972	-0.0020907327	0.0628761273	0.0537101974	-0.059928692	0.0767627728	0.0702399672	0.0038787539	0.1185147097	0.0024199715	0.055371935	-0.0020796879	-0.0694479814	0.026584476	0.0628955131	-0.0384882363	-0.0357952739	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0954317660858521	-0.0001347149340346	1.8148113451971127e-08	0.0091072219782647	-0.1189392322772278	0.0001196042256736	1.4305170799004721e-08	0.0141465409746963	-0.1077190601020277	-0.0118824824340607	0.0116033959092642	0.0001411933887957	0.0001078272521916	0.0004616206598745	1.1626716315190908e-08	2.1309363362296886e-07	-0.001230931020677	-6.871761614380008e-05	1.515191177664921e-06	4.7221107684866535e-09	0.0013435678616551	0.000127774076455	1.6326214613928212e-08	1.8051745988724584e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
919.3938404066736	-0.0374644314316583	0.0014035836224974	845285.0337777319	1086.3669751412529	2.0724164254324933	4.294909840402393	1180193.2046775557	853.5634714260907	0.7903074667486862	728570.5997529587	0.6245858919987258	872.1768632996757	767.3926011148621	0.815044	17.219734	0.089188536443583	0.0479229168115256	0.0965634965	0.1358809308	-0.0780207914	-0.0408361826	-0.0400289447	0.0777510508	-0.1614057292	0.0681006406	-0.0444403639	0.0397003157	-0.0305178455	0.0987159598	-0.0624831358	-7.33984e-05	0.039289037	-0.0847878725	-0.0071960808	-0.0142086085	-0.0723786561	0.0202496945	-0.0422694339	-0.108369275	0.1817356534	-0.0812679164	-0.0265219588	-0.0811010484	-0.0742458581	0.0400724587	-0.0090396507	0.0667429075	0.0585329859	-0.0833791016	0.0646234359	-0.0772497727	0.0229596432	-0.0762566769	0.1130616537	-0.0158092269	0.0362717447	-0.0352758248	-0.1385654747	-0.1381978317	0.0762440642	0.0490332865	0.1553153688	-0.0080753823	0.049017361	0.0818966144	0.0606794839	0.0618344796	0.087949064	0.1271463856	-0.0117683026	0.1014560433	-0.072481555	0.1419318499	0.1027378773	-0.0027385025	-0.0262482531	-0.0786478597	0.0706213009	-0.0301408138	0.1043448735	-0.0223636842	-0.0328732405	-0.0418410516	-0.0287453399	0.1565531579	0.0341397985	-0.0304181583	0.0599407171	-0.0650857964	0.0589873022	0.0667139424	0.0522028604	-0.0101401502	-0.0562659979	-0.0299329831	-0.0218355337	-0.0056140387	-0.0326089249	0.1153182393	0.0160133308	-0.0304666893	-0.0228666886	-0.0722520026	0.1038877262	0.019530372	0.0557794599	0.0398344114	0.0099203941	0.0645163015	0.0452905328	0.0636160923	-0.0293180443	0.0258369389	0.0761251053	-0.0113821657	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0925780197979975	-0.0028537462878546	8.143867875443942e-06	0.0085706897497184	-0.1190521032083751	-0.0001128709311472	1.2739847098058352e-08	0.0141734032783375	-0.0811357291840266	0.026583330918001	0.0065830065502237	0.0007066734826959	-0.0005509815454935	-0.000658808797685	3.035806634744058e-07	4.340290319072869e-07	-0.0009607994893228	0.0002701315313542	9.231356586829532e-07	7.297104423176518e-08	0.0010797364245628	-0.0002638314370923	6.960702719818828e-08	1.1658307465276592e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921.5573828871716	2.163542480497995	4.680916064919416	849268.009953853	1082.2696613856724	-4.097313755580444	16.787980011668726	1171307.619955858	854.2172497601576	0.6537783340669421	729687.1097878076	0.4274261100953461	872.1748577272153	780.4883815429959	0.8093	17.098383	0.0426269316139636	0.0252273801006397	0.0522971798	0.1788949054	-0.0720012567	0.0198106863	0.1033612627	0.0426535485	-0.0884999853	0.1943104716	-0.0284334611	-0.1032129779	-0.045734781	0.0467349173	0.0277234692	-0.0044639762	-0.0083514777	-0.0611681221	-0.1257269842	0.0675061618	0.0618487805	0.0979881328	-0.0297688375	0.0121854524	0.1148764125	-0.029582771	0.048989	-0.0907841095	-0.0244667346	0.0302726735	-0.0264257933	0.1071369951	0.0806312655	0.0587170793	-0.1198105377	-0.0191793133	0.1014691305	-0.0808801137	-0.0489948903	0.084877994	-0.0264484849	0.0767381335	0.0405363241	-0.1020843243	0.1597779599	0.2162774215	-0.059244913	-0.0357321003	-0.0029410075	0.135718217	0.0243776402	-0.1432204759	0.0804555526	0.0254376534	-0.0225872895	0.0688536508	-0.1158857386	0.0862135903	0.083674793	0.0671076914	-0.0326579425	-0.0141876721	-0.0385712801	0.0431032788	-0.0097217431	-0.1305792567	0.0150738945	-0.036755738	0.0241163601	-3.05595e-05	-0.1370623285	-0.0492883555	0.0784149942	-0.0921456009	0.1022538712	0.0429965945	0.0407399977	-0.0013195561	-0.0553625708	-0.0144732505	0.0439305647	-0.0422310135	-0.0047731327	0.0905763912	0.0593072957	-0.0823932675	-0.1029454348	-0.0359515859	0.0043433452	0.0174241623	0.0460878189	0.0343161951	-0.0159207953	0.019132105	0.0137472716	0.0553706434	0.0031602962	0.0523956723	-0.0179950087	-0.0031135327	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0895666955187408	-0.0030113242792566	9.068073914840864e-06	0.0080221929461468	-0.1191120079778897	-5.990476951460433e-05	3.5885814105978683e-09	0.0141876704445248	-0.0929075217085539	-0.0117717925245273	0.0086318075900254	0.0001385750992405	-0.0001539089970235	0.0003970725484699	2.3687979364779728e-08	1.5766660874846045e-07	-0.0011075848212913	-0.0001467853319684	1.2267441363548808e-06	2.1545933681102735e-08	0.001067916104188	-1.18203203748001e-05	1.3971997376291435e-10	1.140444805584075e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
922.6762258716124	1.1188429844407892	1.2518096238323722	851331.4177886826	1084.7542616489957	2.484600263323273	6.173238468506077	1176691.8081656578	854.9624876210387	0.7452378608810477	730960.8552391548	0.5553794692905598	873.172650574224	783.0866414419576	0.705037	14.895589	0.0436167761873785	0.0207857715392378	0.0069633781	0.1592016475	-0.0355721787	0.0391360434	0.115259939	-0.0179998194	-0.0231647859	0.1854781694	0.0102249609	-0.0658703904	-0.0468402604	-0.0091271188	0.0433709433	0.0292184447	-0.0041417437	-0.0353063074	-0.0935740289	0.0419941656	0.0722793091	0.0837794387	-0.0421102176	0.0418482172	-0.0321482362	0.0371874182	-0.0277493597	-0.1207724925	0.0460924937	-0.0068158806	-0.159647707	-0.0302420641	-0.1764086871	0.1844985857	0.1736798714	0.0131232722	0.0437831996	0.0357362974	0.012067714	0.0206624489	-0.0649360428	-0.0804567035	0.1218690557	0.0642785506	-0.0580930464	0.1482698925	0.0933918794	0.0074686775	-0.0109595124	0.1224900478	-0.0226100063	-0.1374051481	0.0504993362	-0.0586146354	-0.0060948462	0.0391076407	-0.0238821475	-0.0467448962	0.1213129934	0.1191053767	0.048514878	-0.0996124392	0.0855662211	0.1128240374	-0.0573347503	-0.09026643	0.1041923543	-0.0974040921	0.1130892172	-0.0381025753	0.0720839501	0.0748660275	-0.0321671509	0.2618117315	-0.1046808017	-0.0016886812	0.031242836	0.0017305186	-0.046809835	-0.000847282	0.0745260774	-0.0209974619	0.015596569	0.0753034372	0.0572206202	-0.0961051603	-0.0895236549	-0.0069427954	-0.0272829023	0.0211425796	0.0739123649	0.0034635202	-0.0330302606	-0.0620945252	-0.0524423266	0.0316010405	-0.006886246	0.0180526173	-0.0837740539	0.0509783083	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0855299656055166	-0.0040367299132242	1.629518839231912e-05	0.0073153750164808	-0.1045550813745279	0.0145569266033618	0.0002119041121356	0.0109317650412341	-0.0948998654580464	-0.0019923437494925	0.0090059844639553	3.969433616141847e-06	-0.0003630386684094	-0.0002091296713858	1.3179707476047026e-07	4.373521945397452e-08	-0.000923681868838	0.0001839029524532	8.531881948200602e-07	3.3820295921040697e-08	0.0010003332096012	-6.758289458679988e-05	4.567447640730504e-09	1.0006665302310383e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925.2161460625834	2.539920190971088	6.451194576502609	856024.9169348998	1087.9841681780133	3.229906529017626	10.432296186190689	1183709.5502060037	854.9166222370847	-0.0458653839540375	730882.430977266	0.0021036334452512	873.2651551444576	791.1740832582992	0.681929	14.407368	0.0196879714846503	0.0112734871790046	-0.0396478171	0.1524535861	-0.0026128455	0.06626066	0.1091396766	-0.0653648879	0.0071383684	0.1516301875	0.0060552208	0.0011418291	-0.044755182	0.0084675015	0.0472556315	0.0373543037	0.0064025732	-0.0102265638	-0.075055107	0.0181627087	0.1092366866	0.1258859567	-0.0288160472	0.010385507	0.01359936	0.0508338398	-0.0127947693	0.0219490259	0.1309940784	-0.0418246092	0.0138530383	-0.0977946004	-0.0301545781	0.007713804	0.0151136651	0.0153089916	0.007504664	-0.1196939409	0.0659700046	0.0199308086	-0.0383209511	-0.0659633433	0.1555984786	0.0192958771	-0.1254559927	-0.1073598397	-0.0774749945	0.0164267681	0.0015260774	0.1010940421	-0.062929243	-0.1330325689	0.0664976442	-0.0946045457	-0.0473882905	0.0541820853	0.006625707	-0.0565271278	-0.0226111281	0.0497248834	0.0293215205	-0.067793038	0.1269524898	-0.052641944	-0.1088754868	-0.1504127657	0.0634816109	-0.0418109922	-0.0127423591	-0.0837913156	0.0965868981	0.030885326	-0.0091667885	0.1487816512	-0.0857046583	-0.0482738657	0.0194485167	0.0100804097	-0.0402459904	0.0090892015	0.0979400053	-0.0163340954	0.0423161784	0.0636189436	0.0825748056	-0.1148017059	-0.069990441	0.0295947279	-0.0188216473	0.0224444679	0.1120893704	0.0104050083	-0.0212467546	-0.0604844414	-0.0814388874	0.0316484352	-0.0209238189	-0.0071683124	-0.0920550625	0.0022866515	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0761007069281163	-0.0094292586774002	8.891091920532882e-05	0.005791317594959	-0.0997288868396708	0.0048261945348571	2.3292153688284623e-05	0.0099458508702798	-0.0984078919974393	-0.0035080265393928	0.0096841132073796	1.2306250201084848e-05	-0.0003650206498405	-1.981981431100038e-06	1.3324007480998092e-07	3.928250393225355e-12	-0.0009596816579817	-3.599978914370003e-05	9.209888846665048e-07	1.2959848183908627e-09	0.000999825145516	-5.080640852000128e-07	2.581291146701259e-13	9.996503216060906e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
