global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36
932.4958569597934	n/a	n/a	869548.5232471795	1200.7292336326684	n/a	1441750.692500095	n/a	847.4130602877564	n/a	718108.8947462606	n/a	905.7330185210632	737.0237396334109	n/a	n/a	n/a	n/a	0.0247360672	-0.060479303	0.0965431806	-0.0617445126	0.0243660888	-0.0143326993	-0.070169437	0.0520065107	-0.014154879	-0.0460890959	-0.0353741329	0.090061712	-0.0218220631	0.0874327669	-0.0278339184	0.009358299	-0.0763384619	0.0791758461	-0.0717207298	0.0360147621	-0.0285398353	0.0055958108	-0.092089437	0.0328341518	-0.0378281214	0.0899068417	0.0323713363	-0.067783477	0.0062638218	-0.0639775939	0.0242670306	0.0111045188	-0.015455792	0.074345679	-0.0062639738	0.138974172	-0.0785298188	0.0329565523	-0.1232661963	0.0429675216	-0.0869919692	0.0040135234	-0.0880428101	0.0549242686	-0.0062644193	0.0117018524	-0.0834962766	0.0355368688	-0.0115799438	0.0900750551	-0.0324448756	0.1064826253	-0.0394787401	0.0783985303	-0.043322963	0.0406096512	-0.065868212	0.0215387663	0.0680810007	-0.0764880562	-0.0813721084	0.0278794408	-0.1181820425	0.0307037109	-0.1619783793	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0238365063418086	n/a	n/a	0.000568179034583	-0.0155556542291179	n/a	0.0002419783784958	n/a	0.026566089421891	n/a	n/a	0.0007057571071719	-0.0018349050088845	n/a	3.366876391629427e-06	n/a	-0.0024279722297555	n/a	5.895049148463894e-06	n/a	0.0021422784061858	n/a	4.589356769609971e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
931.604362505352	-0.8914944544413856	0.7947623622997438	867886.6882390033	1190.4183126639616	-10.310920968706796	1417095.7591257135	106.31509122291747	848.1527811062117	0.7397208184553392	719363.1400982015	0.5471868892562369	904.9407194583002	742.7581178720632	1.214341	33.806515	0.5556079140917667	0.2928247435168823	-0.0228500602	-0.0116501849	0.0861602334	0.0809556692	0.0994461226	-0.0103668228	-0.003505681	0.0754188787	0.0159137352	-0.0284576559	-0.1170553015	0.0585253343	0.0254784884	-0.0086374258	-0.0171783781	-0.1002236864	0.044369968	-0.0344690247	-0.0732088611	-0.0511707068	-0.0433320892	0.0174588849	0.2353059935	-0.0433274049	-0.0663716968	-0.0303825372	0.0285408289	-0.1205183782	0.0320532488	0.0198856724	-0.0461522348	0.0027927336	0.0164474097	-0.0471118582	0.0478627925	0.0130335714	0.0739445871	0.1340586444	0.0976205136	-0.021801005	-0.0104992191	-0.0798115824	-0.0888173592	-0.0765458357	-0.0804626935	0.0041346973	0.034385229	-0.0468408836	-0.0181605516	0.0924349814	0.0258998604	0.0340982119	0.1175706459	0.0496628816	0.0252525438	-0.1161350688	0.034470658	-0.1315538584	-0.0832695687	-0.0876990886	-0.0277587171	-0.1027448493	-0.05682425	0.1568678453	0.1201219139	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.1579937334701071	-0.1341572271282985	0.0179981615907538	0.0249620198158232	-0.0167483828512189	-0.0011927286221009	0.000280508328131	1.4226015659789494e-06	-0.0334518173039413	-0.0600179067258322	0.0036021491277507	0.0011190240809362	-0.0009811492175728	0.0008537557913117	9.626537871437176e-07	7.288989511982671e-07	0.0005880843222643	0.0030160565520197	3.4584317009306106e-07	9.096597124981563e-06	-0.0011927102827934	-0.0033349886889791	1.4225578186811123e-06	1.1122149555619202e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
930.549360789778	-1.055001715574008	1.1130286198641	865922.1128662644	1187.2583903069865	-3.1599223569751302	1409582.485354337	9.985109302111262	847.9508950235967	-0.201886082615033	719020.7203713186	0.0407579903536439	904.072069161238	731.0421782350647	0.91516	25.477505	0.1599415981303675	0.0787228802607774	0.030276172	-0.0370874584	0.0335535011	0.0109379566	0.1059353101	0.0195135637	-0.0041155499	0.0326896935	0.0233537924	-0.0220702569	-0.0598135193	0.056075615	0.0170519625	0.052544102	0.054249386	-0.0021273345	-0.0662240711	0.0169214886	0.0594007154	0.0567772829	-0.0078745912	0.0474435112	-0.0034738677	-0.0138107202	-0.0330598055	0.0933058259	0.022423119	-0.0860531588	0.0043778157	-0.0260522942	0.0187782932	-0.0629108006	-0.0630876585	0.0091980805	0.0130945329	0.0066687502	0.0104371061	-0.0353369242	0.0277369626	0.0354987349	-0.0338287563	-0.0321039251	-0.0932301706	-0.0266051289	-0.0556402022	-0.038725429	-0.061632655	-0.0016803463	-0.0069749443	0.043990767	-0.0373638888	0.0288821463	0.0970346314	0.0342027984	-0.0129750369	-0.0658020667	-0.0187271344	0.0095535507	-0.0148386873	-0.0613325596	-0.0083204	0.0964864873	-0.020249072	0.0529542022	0.0030183821	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.129325049400947	0.02866868406916	0.0008218934462573	0.0167249684025573	-0.0029374640291308	0.0138109188220881	8.628694922437355e-06	0.0001907414787103	0.0202945262742701	0.0537463435782114	0.0028886694480271	0.000411867796697	-0.0010700053794963	-8.88561619235e-05	1.144911512151021e-06	7.895417511775251e-09	-1.7672017429859466e-05	-0.0006057563396941	3.123002000412568e-10	3.669407430796659e-07	-0.0006130097511929	0.0005797005316005	3.757809550575811e-07	3.360527063379024e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
931.5902304855103	1.04086969573234	1.0834097234939342	867860.3575360463	1191.6289999423432	4.370609635356686	1419979.673503589	19.102228584672705	848.3712180670053	0.4203230434086435	719733.7236444943	0.1766714608203044	905.3803994915444	735.557367627786	0.7240189999999999	20.156244	0.1286173073348585	0.0720459301213021	0.0109094841	-0.0141095093	0.0645248148	0.0367800753	0.0597351507	-0.0055435341	-0.0079258213	0.0291858507	0.012836223	-0.01886458	-0.0508424672	0.0439788159	0.0262149325	0.0133493345	0.0337305425	-0.0087177562	0.0530176691	-0.0036745224	-0.042952407	-0.0439606575	-0.0801616416	0.0425627194	0.0803304179	0.0019120562	-0.0260468993	-0.0027863842	0.0132774148	-0.0670505253	0.0069597388	-0.0204389902	-0.031204103	0.0024705336	-0.0509994805	0.0032006074	0.0105321952	-0.0047569737	0.0119454445	0.0677265628	0.045616373	0.008373997	0.0465787108	-0.0283090547	-0.0850191057	-0.0324512148	-0.043736919	0.012592353	-0.0128557838	-0.0166973676	-0.0015354086	0.0425034774	0.001986565	0.0062824012	0.0815236298	0.0171221357	0.0040608537	-0.039708953	0.0458855618	-0.0464881898	-0.0674907596	0.0040834694	-0.0407306143	-0.08014698	-0.0308029837	0.0617029589	0.1393718435	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0745622330884856	0.0547628163124613	0.0029989660504723	0.0055595266031416	-0.0212892758513447	-0.0183518118222139	0.0004532332662746	0.0003367889971579	0.0132015496442505	-0.0070929766300196	5.03103174740042e-05	0.0001742809130096	-0.00099799978212	7.20055973763001e-05	9.960035651115674e-07	5.184806053517836e-09	-0.0003000003449442	-0.0002823283275143	9.0000206966639e-08	7.970928451704474e-08	8.503753197311795e-07	0.0006138601265126	7.231381844079057e-13	3.768242549221035e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
930.5343709540944	-1.0558595314159902	1.1148393500819944	865894.215526932	1186.945260023279	-4.683739919064237	1408839.0502917292	21.93741962943587	848.0847407081062	-0.2864773588991056	719247.7274219358	0.0820692771618069	905.106232182851	732.0916103217959	0.8368069999999999	23.296202	0.1096302101020184	0.0555712854516481	0.0256446525	-0.0324939863	0.0134187932	-0.0125329248	0.0600017592	0.0202593979	-0.0009304172	0.0036418415	0.0031443618	-0.0181932433	-0.016784727	0.0333931194	0.0130849553	0.0606945583	0.1002063746	0.0205630377	-0.0438132695	0.0162444613	0.1039878809	0.1090786344	-0.0030180436	-0.0043379272	-0.0537500116	-0.0355932113	0.1777358014	-0.0003607171	0.0164593867	-0.042129601	-0.0115570837	-0.0263691971	0.0138752784	-0.1115513119	-0.1277525959	0.0064012258	0.0091119109	-0.0192975955	-0.031663304	-0.0883901828	0.038628017	0.013862558	-0.0694214689	-0.0053347887	-0.0816786174	-0.0050648348	-0.0361119031	-0.0342309789	-0.1072669978	0.0449818479	0.0169684831	-0.0057344215	-0.0402965444	0.0248369869	0.0920755651	0.0483081673	-0.0441851875	-0.0228749005	-0.032780108	0.1120073444	-0.0334245001	-0.0137350552	-0.032043928	0.0753659634	0.0218746599	-0.0176843017	-0.0285969125	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0619192028164832	0.0126430302720024	0.0001598462144587	0.0038339876774287	-0.0130570896384512	0.0082321862128934	0.0001704875898265	6.776888984375381e-05	0.0346282451821196	0.0214266955378691	0.0004591032816725	0.0011991153643929	-0.0017379011741942	-0.0007399013920742	3.0203004912655786e-06	5.47454069993339e-07	-0.0004454019603654	-0.0001454016154211	1.9838290629734135e-07	2.1141629767094543e-08	0.0004621133294094	0.0004612629540896	2.1354872921784065e-07	2.1276351281552794e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
930.2082868486452	-0.3260841054491266	0.1063308438265571	865287.4569218914	1190.2800243419915	3.334764318712587	1416766.536347572	11.120653061358624	848.8293308856506	0.7445901775444099	720511.2329717814	0.5544145324956159	905.904654862638	734.4537524750302	0.869565	24.208162	0.0854715826350371	0.0376125576656152	0.0204627815	0.0267694444	0.0306741507	0.0138651252	-0.0008029821	0.0038225771	0.0014129562	0.0362058586	0.001866198	-0.0033631529	-0.0387720834	0.0496164487	0.0372347061	-0.0182595085	-0.0163657534	-0.0216472431	0.0640796798	-0.049268132	-0.030402084	-0.0593921477	-0.1312750697	-0.0081444131	-0.0636348143	0.0656693718	-0.0222529359	0.0177180789	0.0035766573	-0.0408744147	0.0174632924	-0.0186044917	-0.0371337573	-0.013395759	-0.014939997	-0.0109806802	-0.0057099913	-0.0148129236	-0.0201056092	0.0926763893	-0.0436232295	0.0284147073	0.0889510208	-0.0165043099	-0.0771390446	-0.0090091511	-0.0312404252	0.0092913485	-0.0190909454	-0.0007955307	-0.0111916356	0.0353085177	0.0281556526	0.0049902197	0.0391907455	0.0029187484	-0.0344749651	-0.0442159544	0.0538538529	-0.0344429562	-0.0694487352	-0.007773244	0.0102328781	-0.0555618632	-0.0443397112	-0.0333706342	0.1447821991	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0459397969755883	0.0159794058408948	0.000255341411028	0.0021104649461582	-0.0071426052769254	0.0059144843615258	5.101681014196257e-05	3.498112526273326e-05	0.050576277834736	0.0159480326526164	0.0002543397454889	0.0025579598796164	-0.0014876781629037	0.0002502230112904	2.213186316380528e-06	6.261155537928566e-08	-0.0008840424250977	-0.0004386404647323	7.815310093726226e-07	1.9240545730056813e-07	0.0007258430489866	0.0002637297195772	5.268481317621638e-07	6.955336498826858e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
928.9465249474072	-1.26176190123806	1.5920430954158842	862941.6462118637	1188.2607767590737	-2.019247582917842	1411963.673584077	4.077360801119547	847.7346042964043	-1.0947265892463065	718653.9593215812	1.1984263052028514	905.1753936219358	734.6728762428232	0.865828	24.104118	0.0568929529189411	0.0305216651432241	0.0437647131	0.0293449016	0.0053425062	-0.0325511906	0.0035713811	0.0342746085	-0.0017922496	0.0357374285	-0.0010681507	-0.0286899172	-0.0108215906	0.0136301461	-0.011993008	0.0953979119	0.1480644026	0.0325058464	-0.0865810828	-0.0168940444	0.0561647712	0.038430677	0.1050923067	0.0021400994	0.0237594464	0.0245905887	0.0169482718	-0.0283344152	0.0288613823	-0.0292938308	-0.0269012194	-0.0212455674	0.0195580971	-0.0007042393	-0.1494445971	-0.0250678348	-0.0136696015	0.0373462121	0.0088211285	-0.1276966054	0.0517458404	-0.0111623242	-0.0153283788	0.0043151934	-0.0772102642	0.008395063	-0.0280992324	-0.0424676318	-0.1118284418	0.0779469372	-0.0012385091	0.0268430139	-0.00147487	0.0158400988	0.0459822576	0.0191336719	-0.0286870284	0.0279004257	0.0032505007	0.0893958118	-0.111547659	-0.0035697771	-0.0501617274	-0.0255077588	0.0075813246	-0.0631771234	-0.0545372285	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0378913408704448	0.0080484561051435	6.477764567642169e-05	0.0014357537129602	0.001546413560149	0.0086890188370743	2.391394899012705e-06	7.549904835103374e-05	0.0547110321556942	0.0041347543209582	1.709619329468252e-05	0.0029932970395414	-0.0015493575872277	-6.167942432400001e-05	2.40050893310004e-06	3.8043513849400446e-09	-0.0010594400752672	-0.0001753976501695	1.1224132730821705e-06	3.0764335684982324e-08	0.0012091804476084	0.0004833373986218	1.4621173548784509e-06	2.3361504090648881e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
930.127249531811	1.1807245844038334	1.3941105442156052	865136.7003216118	1188.83001551329	0.5692387542162578	1413316.805785329	0.3240327593016772	849.817373237309	2.082768940904657	722189.5678559598	4.337926461197107	907.3040166980492	725.5413234847238	1.12439	31.302326	0.4089594678534034	0.2073600364146654	0.0383863271	-0.0054830775	0.0891224021	-0.0381251757	-0.0531134074	0.0021852844	-0.0247635317	0.0804710793	0.0178203734	0.0259900129	-0.0074652509	0.0577737454	-0.0062485488	0.0234973635	0.0694094338	0.1105965442	0.15897341	-0.0222585559	-0.15288623	-0.0712444555	0.0470870717	-0.1185492244	-0.1288592655	-0.0700422744	0.0899853729	-0.1738353017	-0.0272920835	-0.0344559389	-0.0043245807	-0.0457719694	0.0148799057	0.1017257769	-0.0874854831	-0.0120538429	-0.1264209581	-0.0995497377	-0.0763065042	0.0911321981	-0.1014578045	-0.1109718768	-0.0602517127	0.013778608	-0.0492053444	0.0968051	0.0647845768	0.1017533379	0.0394441041	-0.0292212067	-0.0019004282	0.0546464426	0.2062886357	0.0120881875	-0.1345938775	-0.0067432523	0.0132300277	0.1292275408	-0.0645323365	-0.2256319452	0.1087453919	-0.0610804383	0.0323330452	-0.0470098648	-0.0677306281	0.0537697007	0.0377327946	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0691380725560293	0.1070294134264741	0.0114552953384151	0.0047800730767627	0.0864553057495101	0.0849088921893611	0.0074745198922412	0.0072095199728245	0.0633497111321474	0.0086386789764531	7.462677445821438e-05	0.0040131859005265	-0.0013242274699127	0.0002251301173149	1.753578392071391e-06	5.068356972226565e-08	-0.0034008776234164	-0.0023414375481492	1.156596860945438e-05	5.482329791882938e-06	0.0028102624473665	0.0016010819997581	7.897575023078352e-06	2.563463569949397e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
932.1169287936038	1.989679261792844	3.958823564808517	868841.9689436203	1188.4479353225538	-0.3820801907361328	1412408.494972441	0.1459852721529596	848.7842846134062	-1.0330886239028132	720434.7618066916	1.0672721048374083	906.0236513971568	726.8227829943834	1.136804	31.647928	0.9981937784755244	0.4630924998966356	-0.0010067787	-0.0234656214	-0.0133001704	0.033703462	0.0707481979	-0.0154301972	0.0102223714	0.0286939302	0.0646319838	-0.0038686997	-0.0456697207	0.0257474656	0.050445054	-0.0946849483	-0.1069188594	-0.0725770287	0.2145259854	-0.0325719812	0.073683499	-0.0088057456	-0.0660091663	0.0409440583	-0.0496237742	0.0268669508	-0.1029126103	-0.009627113	0.0002613823	-0.0375682073	0.0376510291	0.0121133993	-0.0525067536	-0.0229132652	0.123476778	-0.0891240012	-0.0121457885	-0.1383903649	-0.1316518107	0.1056882997	-0.0196429883	-0.0083605786	0.0558006811	-0.0564381498	0.0167634754	-0.0142534913	0.0062821676	0.0457998555	0.0715262775	-0.137241437	0.036106686	-0.1224740134	-0.0487854445	-0.0488646225	0.0894291557	-0.0560060741	0.0557936414	-0.1548063887	-0.0327227936	-0.1954766882	0.0286026181	0.0619385949	-0.0249501188	0.0557008111	0.1073532069	0.107091661	0.0504458363	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0793210833490434	-0.1484591559050727	0.0220401209720466	0.0062918342636658	-0.1851137784248067	-0.2715690841743168	0.0342671109627084	0.0737497674792771	-0.0915817044037226	-0.1549314155358699	0.0240037435199484	0.0083872085814908	-0.0003351127953789	0.0009891146745338	1.1230058562666049e-07	9.783478393781051e-07	-0.0006426811400803	0.0027581964833361	4.130390478149142e-07	7.607647840687631e-06	-0.0019071088519689	-0.0047173712993354	3.637064173258136e-06	2.225359197579336e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
932.4827005141872	0.3657717205833251	0.133788951578486	869523.9867582313	1194.3288406428376	5.880905320283773	1426421.3795912643	34.58504738614199	848.674188772698	-0.1100958407081407	720247.8786889971	0.0121210941412322	905.5655143326628	742.5589254707832	1.066898	29.701788	0.3762270859737897	0.2293429755059381	-0.0578247103	0.0145651803	-0.0036369005	0.003179226	-0.0446242338	0.0014817662	0.0007526621	-0.021165307	0.0677164734	0.007269593	0.0162506202	-0.0222565187	0.0563462077	-0.0214435553	0.0086008186	-0.0937805651	-0.0594758823	0.0830229804	0.0528579185	0.0381606964	-0.0540175997	0.0155382967	0.0355029821	0.0423830763	0.0007477667	0.0316102812	-0.0004939085	-0.0001456476	-0.0130175655	0.0027529557	-0.0359412951	-0.0175367034	0.0234200595	0.0181355212	0.1628941131	-0.0228445519	0.0207373217	-0.0709950357	0.0338512156	0.0692723766	0.0127272992	-0.020180693	-0.0036629263	-0.0427589035	-0.029035321	0.0189507545	-0.0069960254	-0.0230986087	0.0196024086	-0.0412764188	-0.0465728312	-0.045342085	0.0156256502	0.0714918054	-0.0485623619	-0.0918925608	1.19513e-05	0.0167185349	-0.0210416613	-0.0453325131	0.106277728	0.0139493428	0.0042971119	-0.1698504471	0.0218965151	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0310039137821291	0.0483171695669143	0.0023345488749579	0.0009612426698096	0.0071971859690336	0.1923109643938403	5.179948587285412e-05	0.0369835070260889	-0.0918811280154585	-0.0002994236117359	8.965449926497402e-08	0.008442141685393	-0.0004739443902116	-0.0001388315948327	2.2462328501304538e-07	1.9274211723790986e-08	-0.0012100189351293	-0.000567337795049	1.4641458233714449e-06	3.2187217369106105e-07	9.271232617538363e-05	0.0019998211781442	8.595575424850726e-09	3.999284744554391e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
