global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90	motion_outlier91	motion_outlier92	motion_outlier93	motion_outlier94	motion_outlier95	motion_outlier96	motion_outlier97	motion_outlier98	motion_outlier99
975.4217523270568	n/a	951447.594912786	n/a	930.953956238524	n/a	n/a	866675.2686361597	904.6297229585192	n/a	n/a	818354.9356600072	912.3168762110988	771.0001377411378	n/a	n/a	n/a	n/a	-0.0139646395	-0.167286175	0.0015655684	-0.0387966443	0.0771337708	-0.0033633677	0.0066514723	0.0781326509	-0.0167965114	0.0220104499	-0.0333454216	0.067867688	-0.1301258452	0.0695255767	-0.0138175889	0.0542921365	-0.0274993401	0.002524186	-0.0788808205	-0.0212339211	0.0806861716	-0.021937738	-0.0308535839	-0.0156227941	0.0789612033	-0.0272042307	0.0338160189	-0.0195904745	0.0265076334	0.0785550479	-0.0970235098	0.1027038537	-0.0327511696	0.0971102673	-0.0178517291	0.0193762635	-0.090314113	0.1359598494	-0.1070618629	0.0715124138	-0.0664581605	0.0210140036	-0.061498584	-0.0128735804	0.0120215214	-0.0291349062	0.0330921483	-0.0640631594	0.0569742597	-0.0179039004	0.0468473645	-0.0518499498	0.1088482639	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.6583505788291149	n/a	0.4334254846446305	n/a	0.0933944028238329	n/a	n/a	0.0087225144788203	-0.1576882510289579	n/a	n/a	0.0248655845125716	0.0314924137265481	n/a	0.000991772122324	n/a	-0.0271621797686618	n/a	n/a	0.0007377840097851	0.0109369833596327	n/a	n/a	0.0001196176050088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
976.2961559229384	0.8744035958816312	953154.1840699064	0.764581648490727	916.6599963981948	-14.293959840329194	204.3172879169438	840265.5489967386	904.5095405083198	-0.1201824501994224	0.0144438213359366	818137.5088705719	911.4968976756892	788.7029861010038	0.533119	33.377186	0.3801674535585714	0.1867349796702956	-0.0589465402	-0.1354759283	0.0283302881	-0.01994283	0.0837558336	-0.0121480537	0.002796144	0.0299808711	-0.015666161	0.0503022566	0.060345768	0.0984445339	-0.0104268229	0.0123829874	-0.0023908258	0.0501445661	-0.0327423433	0.0523554041	-0.0362881348	-0.0464175788	0.0590021774	-0.0444153643	-0.0312134039	-0.0489342911	0.0301186107	0.0132915295	0.0255588972	0.0228435573	0.03933719	0.075506582	-0.0847217167	0.1139288783	-0.0413106856	0.0966501609	-0.0581536877	0.0115110652	-0.0956868877	0.1403280228	-0.1281201752	0.0792534624	-0.0907711482	0.0518405699	-0.035988704	-0.0625565176	0.0347295482	-0.0589327438	0.0249039071	-0.0759196673	0.0409690316	-0.0269815442	0.0379582506	-0.0465291648	0.0946415999	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.594602410058414	-0.0637481687707008	0.3535520260472742	0.0040638290216177	0.2000122568204432	0.1066178539966103	0.0113673667908425	0.0400049028784069	-0.0267180011830276	0.1309702498459302	0.0171532063447054	0.0007138515872162	0.0319574238453994	0.0004650101188512	0.0010212769388345	2.162344106340989e-07	-0.0271080606578637	5.411911079809817e-05	2.928878153576826e-09	0.0007348469526304	0.0098794889703755	-0.0010574943892572	1.118294383310459e-06	9.760430231577114e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
984.8513352782415	8.555179355303153	969932.1525993352	73.19109380140527	942.2961820956476	25.636185697452788	657.2140171142829	887922.0947920339	908.3066129478024	3.797072439482577	14.417759110678166	825020.9031247088	915.674256187457	807.4694369768486	0.514983	32.241745	0.11904863831842	0.0604583731077187	-0.0734279318	-0.1562078675	0.0314102143	0.0282664289	0.0525617874	0.0164252963	0.0618018891	0.0774866333	-0.0221235203	0.0016060708	0.0307586708	0.0307500674	-0.1100875878	0.1280987708	-0.0572232997	-0.0099198937	-0.0615670173	0.0099874584	-0.0943496	-0.0036984433	0.0772315707	-0.0203272372	-0.0596639222	-0.0213385837	0.0886022615	0.00677811	0.0156473706	-0.0283161067	0.0484024225	0.0822782844	-0.079150162	0.1347513286	-0.043952761	0.1090203637	-0.0308036002	0.0546284345	-0.1002428685	0.1332846608	-0.0936600418	0.0757486214	-0.0925213872	-0.0087707121	-0.0992297444	-0.0246488012	0.0266662284	-0.0234277839	0.0247849343	-0.0618233948	0.0417695992	-0.0240626505	0.0640755168	-0.0277366298	0.1297299825	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.5850426204803085	-0.0095597895781054	0.3422748677784663	9.138957677765334e-05	0.1960857227711017	-0.0039265340493415	1.5417669640638253e-05	0.0384496106746653	0.0180474201091556	0.0447654212921832	0.0020039429434666	0.0003257093725963	0.0321659189014595	0.00020849505606	0.0010346463387752	4.347018840150301e-08	-0.0277746566840615	-0.0006665960261977	4.443502621426972e-07	0.0007714315539174	0.0102203357560934	0.0003408467857179	1.1617653133422475e-07	0.0001044552629672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
955.1110445400424	-29.740290738199175	912237.1074023708	884.4848931926158	915.6323003597602	-26.663881735887458	710.9625892253928	838382.509462106	898.7389079172374	-9.56770503056498	91.54097955189845	807731.6246042685	905.810605509088	753.9985185916607	1.143299	71.578934	1.1514571521726171	0.5238431059322632	0.050220116	-0.1444541641	0.0185040338	-0.1489397129	0.1183170821	-0.0273321075	-0.0357150932	0.003992441	-0.0138397482	0.0725890868	0.015241631	0.0331688005	0.0190374191	-0.0053388558	0.0471273663	0.1586140452	0.026330496	0.0491530395	0.0083698805	-0.0478701353	0.0343477095	0.0585596808	0.0284475232	-0.0465091132	-0.0004087747	0.0293981898	0.0900581645	-0.0246650393	-0.023907222	0.0426328861	-0.0757710892	0.1273754898	0.0217173416	0.027481668	-0.0231839188	-0.1033661174	-0.1203608406	0.1459810667	-0.2036030979	0.0438296578	-0.0196249524	0.1596818642	0.0444050546	-0.0882156493	-0.0094108214	-0.1358216718	0.0848346885	-0.0633922061	0.0614156493	-0.0116981311	0.0351933939	-0.0767558881	0.0612939733	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.4382640401919815	-0.146778580288327	0.1920753689253987	0.0215439516314568	-0.1213740566636403	-0.317459779434742	0.100780711558755	0.0147316616309885	0.2991469325035041	0.2810995123943485	0.0790169358683404	0.089488887226256	0.0266850731217927	-0.0054808457796667	0.0007120931275154	3.003967046049135e-05	-0.0257179522673953	0.0020567044166662	4.2300330575342585e-06	0.000661413068828	0.0096355003513224	-0.000584835404771	3.420324506736597e-07	9.28428670203341e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
944.7510292326416	-10.360015307400772	892554.5072361357	107.32991716957832	886.6095724048729	-29.022727954887277	842.3187379433951	786076.5338799516	892.0517680510814	-6.687139866156031	44.7178395895333	795756.3568830603	901.9224662630696	699.1807681743916	1.465188	91.731598	8.233564421874279	4.692048112138388	0.1384396163	0.0822694145	-0.0778308996	0.1174368532	0.0971428488	-0.0409247165	-0.1047550744	-0.0798110832	-0.0293001637	0.1208149413	-0.0753346167	-0.1552017087	-0.0104372497	-0.2002429809	-0.0807023711	0.1334744507	0.1164177153	-0.1987550477	0.1102569069	-0.0513264634	-0.0025903868	-0.0065854153	0.1022416214	0.2101750695	-0.1064697875	0.0309736959	0.0495302803	-0.0400355314	0.0482313557	-0.184210222	0.0613170382	-0.0469880725	0.0191795678	0.1220269002	-0.1374480851	-0.065269324	0.0024468566	-0.1459583921	-0.0097665701	-0.1208357502	0.0511332085	-0.0511449409	-0.1285338615	0.0104568966	-0.1428415802	-0.0292757265	0.035170469	0.0085148031	-0.0864356876	0.0748991046	-0.0248899364	0.0835220869	0.0541393054	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0627350588662096	-0.5009990990581911	0.0039356876109467	0.2510000972571191	-0.659162203150558	-0.5377881464869176	0.2892160905018344	0.4344948100622974	1.4797914778515633	1.1806445453480592	1.3939215424601257	2.1897828179221137	-0.0560294183764362	-0.0827144914982289	0.0031392957236017	0.0068416871038105	0.0028937584051147	0.0286117106725099	0.0008186299876074	8.373837707171974e-06	0.0006790499024391	-0.0089564504488833	8.021800464330187e-05	4.611087700025513e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
971.8976544072196	27.14662517457805	944585.0506422552	736.9392583690346	919.6025523111492	32.99297990627633	1088.536723095954	845668.8542171799	903.0672296301112	11.015461579029877	121.34039379908334	815530.4212318041	909.213678271446	729.7182338005457	1.190023	74.504204	1.30642065359907	0.755807141116415	0.1052928225	0.045859531	-0.0175129844	0.1530822666	0.096716691	-0.0377306091	0.079405972	-0.0153012469	-0.0457205969	0.1192001132	0.0656370451	-0.1045335736	-0.1551185513	0.0433560979	0.0416043141	-0.1460596695	0.0063990438	-0.0283973658	0.0025332704	0.2458492666	-0.1258844606	-0.0529137716	0.0117453653	0.0696102532	-0.042251991	0.0967486279	-0.2887238192	-0.0861266925	0.0746667771	-0.1756604281	0.066783339	0.001906748	-0.017552639	0.0743112748	-0.1208660736	0.0014192108	0.0356852559	-0.1383641861	0.0154136209	-0.1797384556	0.0308317592	0.01502871	-0.0524343623	0.0744424766	-0.1137229505	-0.0071536399	-0.0712056349	0.0773055863	-0.0857059671	0.0170697814	0.0367005564	-0.0824696457	0.0898145264	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0596406096157551	0.0030944492504545	0.0035570023153388	9.575616163638438e-06	-0.3400081489992459	0.319154054151312	0.1018593102812186	0.1156055413858934	1.656145016833662	0.1763535389820987	0.0311005707115106	2.7428163167829704	-0.0445436024649117	0.0114858159115244	0.001984132520552	0.0001319239671534	0.0042839943700911	0.0013902359649764	1.9327560383138625e-06	1.835260776297224e-05	0.0039593702502423	0.0032803203478032	1.0760501584211708e-05	1.5676612778503775e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
972.3483507185204	0.4506963113007032	945461.3151450268	0.2031271650200603	930.7908166211522	11.188264310002978	125.17725827048642	866371.5443062714	899.2484188988095	-3.81881073130171	14.5833154015051	808647.7188920088	907.9003957632862	769.0565391867589	0.999354	62.566956	2.8296383383375963	1.704689605672794	-0.0102345798	0.1308091674	-0.0099569994	0.1045048914	0.001259488	0.0344134074	0.1147084845	0.0437538218	-0.0268347816	0.0306982971	0.0302012247	-0.0409867536	0.2001508215	0.0857927369	-0.0137887793	-0.1946918499	0.0252496384	0.0042259733	0.0237001958	0.0208050091	-0.1453278864	0.1119832907	0.0224125257	0.0279532083	-0.0307777779	0.1435403545	-0.0254899007	-0.0617332959	0.0408809656	-0.0923004163	0.1380006198	0.0237152174	-0.0830774174	-0.0782637608	0.0694901319	0.0603242254	0.1048967827	-0.0692418199	0.0532595443	-0.1100401682	0.0104078887	0.0561033952	0.1386740728	0.0132756195	-0.0054117726	0.0078874627	-0.0655577371	0.0004648683	0.0622084902	-0.0321650023	-0.016995274	0.0040396261	-0.0881498529	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0479859886488611	0.1076265982646162	0.0023026551066086	0.011583484654013	-0.2598319318762065	0.0801762171230394	0.0064282257921607	0.0675126328225216	1.0004900593962418	-0.6556549574374202	0.4298834232122653	1.0009803589506954	-0.0146157208967585	0.0299278815681532	0.0002136192973319	0.0008956780951574	-0.0028872970225064	-0.0071712913925975	5.1427420237542993e-05	8.336484096174323e-06	0.006583808599742	0.0026244383494997	6.887676650324708e-06	4.334653567803671e-05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
971.3440874385522	-1.0042632799681996	943509.3362018336	1.0085447354924866	905.6704249581892	-25.120391662963016	631.0340773006618	820238.918643947	900.1406154219723	0.8921965231627382	0.7960146359436785	810253.127532247	905.240877405102	759.5315427071009	0.754193	47.218048	0.755550100649742	0.3752589791737706	0.059672849	0.0892592382	-0.047538988	0.0667882615	0.0371905808	0.048606921	0.0615868427	-0.0569021573	-0.1069268558	0.1350460431	0.0365202126	-0.0349056281	-0.0478256124	-0.0415057951	-0.0286414817	-0.0315950782	0.0053213785	-0.0029435674	-0.093766416	0.0837505203	-0.1763934387	-0.0902845039	0.018412592	0.0178640589	0.0675442713	0.1419517827	-0.1813205816	0.0636017159	0.0434408862	-0.1170144796	0.116109539	0.0366681617	-0.0115145811	-0.0271616548	0.0365240738	-0.0085311644	0.0852736899	-0.0724196436	0.0760484344	-0.1638790129	-0.0364659764	0.065648843	0.106848666	-0.0132504743	0.0376496563	-0.0298618712	-0.0877554539	0.0610635068	0.055978495	-0.071449054	-0.0292144812	-0.0031719714	-0.0658023082	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0180247947956502	-0.0660107834445112	0.0003248932274252	0.0043574235309581	-0.4042922728535956	-0.144460340977389	0.0208687901153035	0.1634522418891262	1.2151428093615235	0.2146527499652817	0.0460758030676577	1.476572047143016	-0.0193942970891305	-0.004778576192372	0.0003761387595814	2.283479042630448e-05	-0.0044469447940556	-0.0015596477715492	2.4325011712983865e-06	1.9775318001378207e-05	0.006854109161072	0.00027030056133	7.306239345531313e-08	4.697881239189112e-05	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
956.0001257504942	-15.343961688057902	913936.2404349608	235.4371602845887	888.1324821061003	-17.537942852088918	307.57943948313675	788779.3057719425	895.5132623977992	-4.62735302417309	21.41239601032384	801944.0031303494	901.9200604646624	729.3621154100467	0.773561	48.430607	0.8241106174661531	0.4226120091131753	0.0680055865	0.0896419432	0.0042769065	0.0889668707	-0.0041546364	0.0858775081	-0.0439961477	-0.1159539453	-0.0671758581	0.0925804563	-0.0194957105	-0.0530383373	0.0247370372	-0.0747753806	0.0162277711	-0.0431216615	0.0621678962	-0.0775803028	0.002344802	-0.0096774281	-0.0807319901	0.0112601198	0.0633067685	0.0841468972	0.0011924521	0.0890806826	-0.0200740901	0.0223888761	0.0475017521	-0.1078671621	0.1011207757	0.0455862298	-0.0019346526	-0.0554434673	0.0458260535	0.0377842911	0.0787894312	-0.0344749091	0.0927455935	-0.151742682	0.0326131486	0.0475841501	0.1084988419	-0.0441529668	0.0444005274	0.0494091918	-0.1054980695	0.0442910819	0.0381471613	-0.0207193651	-0.0449207414	-0.0100418434	-0.0439712251	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0719718161441278	0.089996610939778	0.0051799423190841	0.0080993899806457	-0.08948091561642	0.3148113572371755	0.0991061906455125	0.0080068342595528	1.261178413867313	0.0460356045057894	0.0021192768822134	1.5905709916048714	-0.0165872392833533	0.0028070578057772	0.0002751365070432	7.87957352497471e-06	-0.0086281644621175	-0.0041812196680618	1.748259791258766e-05	7.444522198534736e-05	0.0063770457392429	-0.0004770634218291	2.2758950844728989e-07	4.0666712360396027e-05	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
972.5160592135554	16.515933463061174	945787.4854282635	272.77605815626384	903.6967161344196	15.564234028319332	242.24538088829345	816667.7547521337	900.5054522097369	4.992189811937692	24.921959118414488	810910.0694594627	907.3271191444668	798.4139986545612	1.244973	77.94450399999998	3.426978396341658	2.002540880752312	-0.1159729663	-0.1147856023	-0.0053045306	0.0588921577	0.1130123409	0.1395326217	0.0599227049	0.0435861322	0.0504304723	0.1319155312	0.0539177749	0.1582311587	0.21431146	0.1660902806	0.0465852823	-0.0888180787	-0.0076916752	0.1006111367	-0.0001059014	-0.0485870193	-0.013205867	0.1104398594	-0.0034040119	-0.0867327803	-0.0094335094	0.1068119466	0.0585867536	-0.0687528512	0.0585796313	0.0720077706	0.0474744906	0.1798051417	-0.1228791721	0.0676446067	-0.009740132	-0.0182912281	0.0410124318	-0.0792154207	0.0154908448	0.1573355783	-0.0029544215	0.00488156	-0.0835061571	-0.0152790425	-0.0536572054	0.0553437404	-0.0248028313	0.0663051204	-0.0031541423	0.0699965827	-0.000383165	0.0208568514	-0.0335561967	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.4320389730657012	0.3600671569215734	0.1866576742476657	0.1296483574935849	-0.0296448098462462	0.0598361057701738	0.0035803595537394	0.00087881475082	0.5742221309193525	-0.6869562829479605	0.4719089346816784	0.329731055637562	0.0180964559684318	0.0346836952517851	0.0003274817186173	0.0012029587163187	-0.0124644410581815	-0.003836276596064	1.471701812150839e-05	0.0001553622908928	0.0142594509054328	0.0078824051661899	6.213231120397724e-05	0.0002033319401244	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
