global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
866.6492333979618	n/a	751080.8937492748	n/a	698.7149981448525	n/a	488202.64863256126	n/a	829.1932417874956	n/a	687561.4322260561	n/a	817.9761798346976	583.7141365934673	n/a	n/a	n/a	n/a	-0.0898709846	0.1010145578	0.1159089228	-0.1159822384	0.1347854734	0.1019437556	0.0189482362	-0.2064121739	0.1576483929	-0.0753022925	-0.0696106075	0.0825879009	-0.2379908312	0.0129601947	-0.0390312946	0.1563691615	-0.095616046	0.0760554929	0.0189491361	-0.2015302392	0.0726522925	-0.0258242265	0.016083429	-0.0570779327	0.0545885228	-0.09888022	0.0819339362	-0.090337267	0.0463455069	-0.2342717745	0.0561888544	-0.024781914	0.1397711308	-0.0510209569	0.1715190507	-0.0824647435	-0.0960898926	0.0808532202	-0.0558299693	0.0306920416	-0.101678649	0.0705224078	-0.0633417339	0.065217199	-0.0123030715	0.1768692737	-0.1057409238	0.1949858159	-0.0789448029	0.0216806274	-0.0335939319	0.1738220645	-0.0212670036	-0.0037279009	0.1299979419	-0.0194946631	0.0458954086	-0.0260982567	0.0703192262	-0.092784884	0.0851679949	-0.2126031227	0.1807462012	-0.034130988	0.0939575641	0.14938838	0.1561451084	0.1560591586	-0.0201242182471332	n/a	0.0004049841600582	n/a	-0.0118713339260381	n/a	n/a	0.0001409285691835	-0.0102355627416415	n/a	0.000104766744638	n/a	-0.0019519678378838	n/a	n/a	3.810178440132757e-06	-0.000418647961681	n/a	1.7526611581965604e-07	n/a	0.00015159169841	n/a	2.2980043026828397e-08	n/a	0.0	0.0	0.0	0.0	0.0
868.9187027030443	2.2694693050825663	755019.7119071416	5.150490926711946	687.4465687400416	-11.268429404810943	472582.7848724568	126.97750125120795	828.8412510069077	-0.3519907805879256	686977.8193706957	0.1238975096188972	818.8068811991617	586.4427144662958	1.402952	21.262045	0.0476345303402908	0.024883607348426	-0.1510226778	-0.2521734743	0.0712089236	0.0300539509	0.0120031327	0.0852127749	0.2974718609	-0.0307744765	-0.108828656	-0.051172025	-0.0771488336	0.3215087619	0.0367091883	0.0229754277	-0.0518303719	0.0033729292	-0.1910491778	0.2170041431	-0.0074669229	-0.1546682657	0.0680539986	0.1162027833	-0.0509209512	-0.0412589061	-0.0627095867	-0.1479495084	0.0446592387	-0.1932443289	0.2952329261	0.0063742108	0.1203883287	-0.0547471549	-0.1313543701	0.1540296668	0.2061373314	-0.0628206438	0.0209458282	-0.0048569334	0.0450335698	0.064087915	0.0216383344	0.0811391679	-0.0865851155	0.1560910577	0.1523920559	-0.0169547955	0.1718729972	0.1149082652	-0.0732690135	0.0057940748	-0.0694223452	0.1098207583	-0.1883239761	-0.2300373379	0.1616239707	-0.0002101859	0.0314458654	-0.1359066901	0.0290080658	0.0020806275	0.0014784987	-0.1323284441	-0.0795037874	-0.1816635036	0.293218021	-0.0776660009	0.155915944	0.1551433414	-0.0201848547843894	-6.063653725620066e-05	0.0004074283626668	3.676789650422611e-09	-0.0030777530081564	0.0087935809178817	7.732706535933317e-05	9.47256357921577e-06	-0.0240282306331494	-0.0137926678915078	0.0005773558673598	0.0001902376875654	-0.0017719899808012	0.0001799778570826	3.2392029040044795e-08	3.1399484920598373e-06	-0.000132164244506	0.0002864837171749	1.7467387525841747e-08	8.207292020640538e-08	0.0001848830240253	3.329132561530001e-05	3.4181732572739666e-08	1.1083123612239308e-09	0.0	0.0	0.0	0.0	0.0
868.1879961574291	-0.7307065456152486	753750.3966718521	0.5339320558049694	709.735117460552	22.288548720510448	503723.9369567436	496.779404066568	829.1075077380165	0.2662567311087969	687419.259387545	0.0708926468607421	819.3714319155669	602.524928620991	1.611238	24.418663	0.0529361379766411	0.033019111100376	-0.1506830138	0.1788058163	0.0841338643	0.0447050312	-0.0041457186	0.2505445653	-0.075672387	-0.0716429626	0.0069219109	-0.1598392399	-0.0417546273	0.0013597325	-0.2218983179	-0.0659268174	0.1192292107	-0.0220658784	-0.0381194515	0.1202033099	-0.0351642738	0.2045272629	0.037471811	-0.0652077146	0.1018354702	0.122507864	-0.2673282023	-0.0900269113	-0.0761769307	-0.0404243447	-0.0410276944	-0.2044020707	-0.079722086	-0.1446562454	-0.0847525426	0.0288771616	0.0070637965	0.0229963851	0.1550381625	0.0272179136	-0.0093016478	-0.1812456991	0.096751898	-0.2602537539	-0.0976205037	-0.1957702515	0.0985748027	0.1141477823	0.0456627886	0.1155108567	-0.0898641813	-0.0297264107	0.0107305218	0.0788668562	-0.1523434777	-0.0383789371	0.0833087689	0.1290976038	0.0882158555	-0.1603831578	0.0026259633	0.1365746998	-0.0569018096	0.0145597329	-0.0963561586	0.2132903174	0.0413664874	0.12704402	0.1554579513	0.1533170814	-0.0202978330471523	-0.0001129782627629	0.00041200202641	1.2764087856923194e-08	-0.0036037985108379	-0.0005260455026814	2.767238708914319e-07	1.2987363706717465e-05	0.0030885417381512	0.0271167723713006	9.539090068302036e-06	0.0007353193438369	-0.0018040015370658	-3.2011556264599896e-05	1.0247397344816447e-09	3.254421545735769e-06	-0.0004179993735859	-0.0002858351290799	1.7472347631820484e-07	8.170172101612309e-08	-8.771274281228888e-07	-0.0001857601514534	7.693525251654736e-13	3.450683386799861e-08	1.0	0.0	0.0	0.0	0.0
868.0726440754956	-0.1153520819334517	753550.1153922222	0.0133061028063817	694.7310543394925	-15.004063121059517	482651.2378636629	225.12191014073824	830.5668621170993	1.4593543790828107	689841.3124470446	2.129715203748176	819.3776175409041	585.1185103165476	1.234819	18.713953	0.0966556844045656	0.0538721913517373	-0.1721787765	0.0164600111	0.0144551034	-0.1368686876	-0.068422721	0.1062270649	0.1225905095	-0.09314642	0.1144377861	0.0615731661	-0.1157945323	0.0716104318	-0.090195832	0.0140830807	0.0163132411	0.0710236872	0.001863627	-0.0913116139	0.1042632991	0.0714652711	0.0356417921	0.0675698887	-0.2353471002	0.1875036427	0.1116358316	0.0476930833	-0.101702684	-0.1241097338	0.027945255	-0.123009994	-0.1280543979	0.0452176998	0.1390999823	-0.059905432	-0.0738792888	-0.1593643403	0.0548539634	0.0053515566	-0.0570074751	0.0302327668	-0.0393770767	0.2036479439	-0.102651131	0.0080614848	0.0884617738	0.0150687188	-0.045238416	0.1911517053	-0.2390043697	0.0277862136	0.0958990984	-0.028708338	0.0420551237	0.0383386584	0.1756868292	-0.1608070777	-0.0327832162	-0.1722542807	0.0526014328	-0.0371408772	-0.0046484074	0.0374197293	-0.2198942565	0.079329428	-0.1830218014	-0.0760287296	0.1547718027	0.1505910958	-0.0201876018990532	0.0001102311480991	0.0004075392704346	1.2150906011245994e-08	0.0390442506647019	0.0426480491755398	0.0018188560984792	0.001524453509968	-0.0155654459478853	-0.0186539876860365	0.0002422831075565	0.0003479712565908	-0.0015039992041225	0.0003000023329433	9.000139977142266e-08	2.262013606001113e-06	-1.399998454632012e-05	0.0004039993890395	1.959995672972021e-10	1.6321550634435386e-07	-1.052151319780141e-08	8.666059149250874e-07	1.1070223997150925e-16	7.510058117831478e-13	0.0	0.0	0.0	0.0	0.0
868.4826097299723	0.4099656544766503	754262.0434033833	0.1680718378504682	703.9563476830198	9.225293343527255	495554.53944321664	85.10603727412828	828.924836986707	-1.6420251303923123	687116.3853734387	2.6962465288398905	818.0555562175127	612.7459232932642	1.241623	18.817066	0.0800561710010148	0.0592972671357219	-0.2114282419	0.0704414156	-0.0978106029	0.1947188767	-0.0362959047	0.1689181765	-0.0206034309	0.1558894384	-0.0404077622	0.2096371296	0.0225500156	0.0162932539	0.1829758618	0.0898682987	0.1906089914	0.180376091	-0.0562907085	0.0441083877	0.0896001307	-0.0895609162	0.060668409	0.0707784811	0.0891979514	0.0197996542	0.1579029623	-0.1263189687	0.02005745	0.0333579677	0.0458018755	0.1813780329	-0.1282600939	-0.1874818799	0.171705983	0.004203337	0.1218740466	-0.1736792951	-0.0596917958	0.010450664	-0.0894908976	0.0102017521	0.0500836124	0.0319210766	-0.103786782	0.1774947589	0.0176129041	0.2178779737	0.1721453222	0.0426946454	-0.0160056236	0.0055251023	0.1236932976	0.03585473	0.0560466065	0.1065699005	0.1170522625	-0.0110812001	-0.1083092752	-0.1074568557	0.0785841546	-0.0869692862	0.073777139	-0.0011559769	-0.2269211482	-0.081347935	0.0363299642	-0.0811257846	0.1538585052	0.1469813818	-0.0179888991623329	0.0021987027367202	0.0003236004930725	4.834293724461335e-06	-0.0164776589229234	-0.0555219095876253	0.0030826824442564	0.0002715132435801	-0.015651712829154	-8.626688126870015e-05	0.0002449761144863	7.441974803828009e-09	-0.001143004820805	0.0003609943833175	1.3031694478678214e-07	1.30646002038347e-06	1.797028203487372e-05	3.197026658119384e-05	3.2293103641290514e-10	1.0220979452725995e-09	5.201066449612003e-05	5.202118600931784e-05	2.705109221327961e-09	2.7062037938160453e-09	0.0	0.0	0.0	0.0	0.0
861.325518817672	-7.157090912300305	741881.6493665319	51.22395032693161	703.6200252332186	-0.3363224498011732	495081.1399091952	0.1131127902402626	826.894326190266	-2.0305107964409217	683754.2266856541	4.122974094463146	816.0065201028568	595.070905328048	1.473234	22.327181	0.074230469542046	0.0353844051568309	-0.0173420129	0.220203534	-0.0413551608	0.124224898	0.0097217821	0.1064379365	-0.204062728	0.0230956839	-0.0459066607	-0.0693399341	0.1631106938	-0.1548427513	-0.1192780196	0.1174268637	0.158115092	-0.1128680933	0.041928394	0.0194866031	-0.0146335148	-0.0759301513	-0.2550505779	0.0557649024	-0.00803839	0.1373716584	-0.0589877899	-0.1092265988	-0.0417622378	0.1888260313	-0.0795608892	-0.1213596215	0.0262261672	-0.2145367635	-0.0114067442	0.0713275742	-0.1863755339	-0.0076055283	-0.2228032286	-0.0731051949	-0.0535547523	-0.0367329052	0.1018814993	0.1018864528	-0.0253146878	-0.1753629298	0.0319020215	0.1515343429	0.1049336459	-0.0882205852	0.0205106547	0.0089898823	-0.063674811	0.048542318	-0.0172836655	0.2253592002	0.1667443322	0.093258607	-0.1114819207	-0.0227727125	0.0325585198	0.0699554335	0.0882933989	0.0589218066	-0.0267653333	0.1328947437	-0.1244060996	0.1927850092	0.152719399	0.1425091225	-0.0201911348536327	-0.0022022356912997	0.0004076819266775	4.849842040034704e-06	-0.0337798838063321	-0.0173022248834087	0.000299366985916	0.0011410805499692	0.0008159508922176	0.0164676637213716	6.657758585106975e-07	0.0002711839484401	-0.0008659998213257	0.0002770049994792	7.673176973652692e-08	7.499556905361444e-07	-0.0004179997111375	-0.0004359699931723	1.747237585110335e-07	1.900698349467196e-07	-1.812477715251162e-07	-5.219191226764515e-05	3.2850754682820724e-14	2.723995706153568e-09	0.0	0.0	0.0	0.0	0.0
862.2949230833423	0.9694042656702776	743552.5343753072	0.9397446302997304	676.4524223595334	-27.167602873685155	457587.8797160806	738.0786459022659	829.135056777638	2.2407305873720134	687464.942377657	5.020873565184528	817.5062484031971	568.0297811488101	1.45034	21.980211	0.1302866899452411	0.067863323457454	0.0646864545	-0.0966816169	-0.0225959449	-0.1450755975	-0.0797614113	-0.1127140522	0.1268158227	-0.0774034074	-0.0263325324	0.0052754985	0.0091387141	0.0741074296	0.0015104096	-0.1489939697	0.083292482	-0.1588922791	0.0864226406	-0.0049099561	0.0603757992	-0.0064358486	-0.0747034707	-0.0397714638	-0.0410171573	-0.1272326125	0.0083324355	0.0503231164	0.0237335304	-0.0100311969	0.0749443879	-0.0458817614	-0.1568525132	0.0993225026	-0.1030972096	-0.006523111	-0.1114583744	-0.0868618797	-0.0524766645	-0.1427294714	0.0400130164	0.1156760057	-0.1903942995	-0.0188982928	-0.0260493329	-0.0608912117	0.0988419585	-0.1263304321	-0.0686135331	0.0503428249	-0.1877120878	0.0682189743	-0.0830072452	-0.0811613813	-0.0648163243	0.0411345531	0.0721103244	-0.1133576221	-0.0329117935	0.0712750537	-0.0796053964	0.0420356105	-0.1235230419	0.1347089807	-0.120709776	0.0080634805	-0.2756124881	-0.2057477719	0.1513561561	0.1372005631	-0.0308369469993294	-0.0106458121456967	0.0009509173002394	0.0001133333162414	0.0209886951624014	0.0547685789687335	0.0029995972422543	0.0004405253246202	-0.0165510892353921	-0.0173670401276097	0.0002739385548779	0.000301614082794	-0.0013759088349837	-0.0005099090136579	2.600072022096743e-07	1.8931251221862024e-06	-0.0004188023094502	-8.025983126999994e-07	1.753953744008211e-07	6.441640515488862e-13	0.0004392123143218	0.0004393935620933	1.9290745705191164e-07	1.9306670240906082e-07	0.0	0.0	0.0	0.0	0.0
862.9227770475364	0.6278539641941734	744635.7191474322	0.3942006003543383	685.7413970545718	9.288974695038403	470241.263634356	86.28505088506382	828.5485978925744	-0.586458885063621	686492.779069751	0.3439340238700654	818.5301187421538	598.3053535260652	1.268409	19.223005	0.0686991015826138	0.0455712438377517	-0.0372552387	-0.199302297	-0.2198485458	0.0491377976	0.1610003437	-0.0075965771	0.0704383583	0.0765906371	0.0022719842	0.1047506786	0.0524298822	0.152892596	0.1054631952	0.1298165668	0.0059940616	0.1636062763	-0.0373813664	-0.1644914684	0.000426677	-0.0174294612	-0.0871293606	-0.0898109384	-0.11405743	-0.2302804786	-0.0982571485	0.0878389268	0.0543881576	0.0068311693	0.1681301846	0.1075433093	0.0513503344	-0.0042400868	0.1367792273	-0.0049140061	0.0425290199	0.116741279	-0.0863303883	-0.1301287714	0.3096108934	-0.0288949717	-0.0088232525	0.0055073758	-0.014115842	0.2542613529	0.0584011969	-0.1092679804	0.0348312882	-0.0315293085	-0.0489814222	0.0569504956	-0.126347488	0.0508112321	0.0311764266	0.1990285841	0.0766484542	-0.0202797869	-0.1336862741	0.1076247663	-0.0343329782	-0.1452173507	-0.2053646337	0.1417111061	0.2340943681	-0.0547560519	-0.0020551155	-0.0090085684	0.1497707771	0.1310868562	-0.0419974494395631	-0.0111605024402337	0.0017637857594286	0.0001245568147184	-0.0205273097389522	-0.0415160049013536	0.0017235786629692	0.0004213704451188	-0.0197382135551436	-0.0031871243197514	0.0003895970743484	1.0157761429551456e-05	-0.0014009562537102	-2.504741872650013e-05	6.273731848606296e-10	1.9626784248097185e-06	-0.0004181456646723	6.566447779000461e-07	1.7484579688423956e-07	4.311823643434009e-13	0.0002082069794007	-0.0002310053349211	4.3350146271163524e-08	5.336346476200958e-08	0.0	0.0	0.0	0.0	0.0
858.3210914913046	-4.601685556231814	736715.0960988245	21.1755099584325	677.0335649189196	-8.707832135652211	458374.44802682096	75.82634050269735	827.3163029155264	-1.2322949770480136	684452.2650698151	1.5185509104577644	817.6072747583884	583.1754829527202	1.076176	16.309685	0.0320502374601948	0.0186334909393197	0.1026194998	-0.1512689613	-0.1910696528	0.0528085901	0.0129855873	-0.1126172576	0.0058787981	0.0370235087	-0.0559449994	0.0641838603	0.1234382465	0.1292667924	0.1407895844	-0.1254671851	-0.0605616839	-0.0323381496	0.0881031864	0.0897421511	0.0064134868	-0.1265517252	-0.1554992452	0.0747591588	-0.0186199563	0.0338057004	-0.2625797824	0.1114911676	0.1480405946	0.0755349519	0.1628403936	0.1013718011	-0.0188990068	0.069840904	-0.1626334896	0.0214505242	0.0418768578	0.0911837959	-0.191634236	-0.0674745651	0.0732945341	-0.034024026	0.1700740171	-0.103640129	0.0397140647	0.0650322509	0.0793187246	-0.1256064652	0.0926481093	-0.1690413174	-0.0620466347	0.081832898	-0.2118241686	-0.0339509185	-0.0893398905	0.0421517018	0.0276553845	0.0742904592	-0.0111767926	0.1494004234	-0.0757841217	0.0037693026	-0.1769032618	0.0045276012	0.0801924952	-0.0813387862	-0.0009305605	0.0463874813	0.1479655889	0.1242038795	-0.0345804604146593	0.0074169890249038	0.0011958082424898	5.501172619554342e-05	-0.0194596041083912	0.0010677056305609	1.1399953135316582e-06	0.0003786761920553	-0.0029496124605685	0.016788601094575	8.70021366754096e-06	0.0002818571267127	-0.0012699557902785	0.0001310004634316	1.7161121419320156e-08	1.6127877092618897e-06	-0.0004181347451357	1.0919536599961806e-08	1.7483666508969681e-07	1.1923627955790546e-16	0.0002127344306355	4.527451234800006e-06	4.525593797781036e-08	2.0497814683492094e-11	0.0	0.0	0.0	0.0	0.0
860.1931453407168	1.8720538494121683	739932.2472911555	3.5045856150989176	684.5889639603464	7.555399041426767	468662.0495763005	57.08405467519251	827.5571636192767	0.2408607037502861	684850.8590575823	0.058013878611083	816.94316196315	564.0648944734272	1.17929	17.872398	0.0459447730858318	0.022356198904409	0.1445762289	0.0674483411	0.0847760027	0.1333274085	0.0438582475	-0.0306211273	-0.1335599111	-0.0405769029	-0.2758366998	-0.0892456949	0.1305720715	0.0534295324	-0.0381424379	-0.0013965878	0.0869992847	-0.0038571826	0.0310943245	-0.0866212766	-0.2047967467	0.0843699237	0.0825781482	-0.0281937088	0.0234926405	-0.0951281902	-0.0580712183	0.0581640473	-0.0616498296	0.1233282517	0.0888204592	-0.0461422337	-0.018913006	-0.0531977578	0.0278726634	0.0366444642	-0.0806215821	0.1928470634	0.1275823138	0.014943475	-0.0395839922	0.0565146221	0.0026069448	0.0088318637	0.0614007529	-0.1555604682	0.0420348012	0.0538757312	0.0213394691	-0.128322729	-0.0503472623	-0.1123164755	-0.144015138	0.0208344481	0.0443409321	-0.0526127752	-0.1139461028	-0.0342182804	0.0345486135	0.1321656287	-0.029918091	0.0731519872	-0.190687109	0.0063064222	0.2335393425	0.0152474755	-0.0506270683	0.1315470986	0.1459432408	0.1165920251	-0.0340268605596207	0.0005535998550385	0.0011578272395438	3.06472799498756e-07	-0.0072259661609734	0.0122336379474178	0.0001496618974285	5.221458695953265e-05	0.0123072221840629	0.0152568346446314	0.0001514677178878	0.0002327710033736	-0.001224005482372	4.595030790650011e-05	2.1114307967021664e-09	1.4981894208767124e-06	-0.0003189999657244	9.91347794113e-05	1.017609781321684e-07	9.827704488927113e-09	-1.944948215806472e-07	-0.000212928925457	3.782823562168779e-14	4.5338727296307016e-08	0.0	0.0	0.0	0.0	0.0
