global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
869.087376219835	n/a	755312.8675046772	n/a	684.3909003159096	n/a	468390.9044352213	n/a	827.7187145382333	n/a	685118.2703968253	n/a	817.4400308279809	553.9547236294757	n/a	n/a	n/a	n/a	-0.1194601352	0.3631337038	-0.0600729604	0.0962815046	0.1324979657	0.2571173712	-0.1760302769	0.2409333532	-0.1398125239	-0.0204652631	-0.0355032393	0.2674886441	-0.0087319792	0.0272061281	-0.0062519102	0.0026294404	0.0539090264	-0.1549986942	0.0969451258	-5.2573e-05	0.0328631747	-0.0927487373	0.0400437586	-0.0579497102	0.0503830439	-0.0095152187	0.0053959436	-0.0928613263	0.2285839339	-0.1829810801	0.0213915981	-0.0097538141	0.040704102	-0.1169733288	-0.1502846291	0.1358606603	-0.0270110211	0.0270443162	-0.2353374284	0.0787779484	-0.0959084663	0.0372279974	-0.0232814554	0.0535789264	-0.1956020977	0.1326289706	-0.1409895344	0.1867573761	-0.0225329697	0.1909583306	0.1304892887	-0.1108257707	0.0341284155	-0.1656643495	0.0302741514	-0.1265943452	0.0576096406	-0.1175671333	0.3019228364	-0.194544948	0.0766145524	-0.0945399461	0.108815666	-0.0401477911	0.1561451084	0.1560591586	-0.026987544760388	n/a	0.0007283275721939	n/a	-0.0109411648948025	n/a	n/a	0.0001197090892552	-0.0857052172614771	n/a	0.0073453842658369	n/a	0.0024480020022701	n/a	n/a	5.992713803118417e-06	-2.999994107466541e-05	n/a	8.999964644833968e-10	n/a	3.684796400708727e-08	n/a	1.3577724514675993e-15	n/a	0.0	0.0	0.0	0.0	0.0	0.0
872.6115727536702	3.524196533835152	761450.9569036339	12.4199612090957	700.6507195110979	16.259819195188356	490911.4307514192	264.38172026021573	829.7538211758576	2.0351066376243807	688491.4037559371	4.141659026502812	818.7376671993371	589.2443877218129	1.365016	21.816975	0.0689934886005107	0.0563018756836547	-0.0634781775	0.0570094216	-0.1702314214	-0.0561365746	0.0427358055	0.121228122	0.0993689422	0.0779551854	-0.0860694022	0.1260711685	0.0075949534	0.0845375835	0.0551328944	-0.1166556547	0.055424231	-0.0005459309	0.2950831212	0.0130874462	0.0020541607	-0.03608993	-0.0053272183	-0.0677420007	-0.165289586	0.1847949651	0.0029410935	-0.0446557024	-0.1188890932	-0.0856157681	0.070009603	0.0426836477	0.0108762192	0.2722024299	0.1343311128	-0.0720578424	0.0212861597	-0.0190135281	0.0033521325	0.2080394866	0.0252447438	0.3349502938	-0.042152705	-0.0421658411	0.0010489255	0.0607222404	-0.3073356378	0.0263010683	-0.0953146047	-0.0340508314	0.10123525	-0.1495529972	-0.0236027315	-0.1624261098	-0.0814239937	-0.0175711508	0.2806461586	0.0733728347	0.0189158471	-0.3184644438	0.2911128009	-0.1492666221	0.0067133943	-0.0692627281	-0.1463201342	-0.0573992715	0.155915944	0.1551433414	-0.0269636951952492	2.384956513879974e-05	0.0007270408585823	5.688017573098517e-10	-0.0660568383197528	-0.0551156734249503	0.0030377374570857	0.0043635058888019	-0.0941076969947971	-0.0084024797333199	0.0088562586336645	7.060166566885321e-05	0.0025330003373468	8.499833507670009e-05	7.224716965810984e-09	6.416090708999002e-06	-5.39999203859054e-05	-2.3999979311239983e-05	2.915991401684121e-09	5.759990069399474e-10	6.825111809960829e-08	3.140315409252102e-08	4.658215121846679e-15	9.861580869586197e-16	0.0	0.0	0.0	0.0	0.0	0.0
870.5891425744217	-2.022430179248545	757925.4551684667	4.090223829935301	697.2190240087181	-3.4316955023798528	486114.3674396694	11.77653402105411	828.5296908756874	-1.224130300170259	686461.4486625621	1.4984949917949284	818.6883511549556	587.0766751396682	1.192862	19.065437	0.1513314364203944	0.1206503101762096	0.0287405232	0.1393099885	-0.0669563436	-0.044962483	0.0825591213	0.1447381358	-0.0167560841	0.0628399678	0.1449377021	0.0295273159	-0.0095316286	-0.0020196898	0.0562746907	-0.3080173176	-0.1026165208	-0.0973235381	-0.0490634984	0.0882914394	-0.0526558071	0.0043674453	-0.1426008972	0.0338223298	0.0271155717	-0.1667188962	0.1594689253	-0.0508172245	-0.0438582804	-0.0411492676	0.0166147423	0.120733286	0.2994042107	0.025791914	0.1042246394	0.1032445609	0.0283210544	0.0558106924	-0.1963524801	-0.0017694886	-0.1248170044	0.0971375847	-0.0147958792	-0.0938779642	0.0569086372	0.0658636911	-0.1282234214	0.1408294403	-0.0570243573	0.0128809112	-0.0368301565	0.1854203095	-0.091219942	0.0154129379	-0.0715851974	-0.2606506968	-0.1478164606	-0.0103811964	-0.1089759118	0.1955060031	0.1049536933	-0.0943114614	0.1733583546	0.0801002481	0.1681083382	-0.1503029122	0.1554579513	0.1533170814	-0.026826713297396	0.0001369818978532	0.0007196725463406	1.876404033946529e-08	0.0514228069853288	0.1174796453050815	0.0138014670610077	0.0026443050782503	-0.0928363691493103	0.0012713278454867	0.008618591436827	1.6162744907100945e-06	0.0022219977029619	-0.0003110026343849	9.672263859434777e-08	4.937273791967959e-06	-0.0003909998544691	-0.0003369999340831	1.528808861948574e-07	1.1356895557207753e-07	9.353100894620056e-07	8.670589713623973e-07	8.748049634494249e-13	7.517912598200185e-13	0.0	0.0	0.0	0.0	0.0	0.0
874.7352093529872	4.146066778565569	765161.6864818144	17.18986973232507	700.936295575109	3.717271566390991	491311.6904545567	13.818107898298932	829.6011048499877	1.0714139743002988	688237.9931683203	1.1479279043259614	819.0413218059716	593.2119267538601	1.147366	18.338284	0.0732132227933959	0.04852107560654	0.0953047434	0.0577606759	-0.0243277584	-0.1030642223	0.0590280836	0.0969200451	0.0502523959	-0.0778439158	-0.1718076834	0.019493103	-0.0663739099	0.0011096952	-0.1067378239	-0.2030763137	0.1216879344	-0.209350818	0.0811842698	-0.0460281143	0.0625591989	-0.2406092657	-0.1377160748	-0.2702971423	-0.0712094506	-0.005640997	0.1123295989	-0.0870282257	0.004396481	-0.2415564191	-0.1259309847	0.0492056416	0.0204807284	0.013035599	0.2091908278	0.0106478702	-0.1078952341	0.2206159069	-0.1712935112	0.1597464733	-0.0550290685	0.1369141377	0.0341787694	-0.0501594267	0.0892818887	0.0921650806	-0.0957691293	0.1041347539	-0.0911518	-0.0702233227	0.1089130831	0.1907275079	-0.0671999383	0.0208994322	-0.1675579939	-0.0441720969	0.1365683563	0.1709894153	-0.1045270442	-0.0036193328	-0.1473708813	0.0316920016	0.2376282414	0.0124956685	-0.162762613	0.0636716456	0.1547718027	0.1505910958	-0.0214148177034587	0.0054118955939372	0.0004585944172723	2.9288613919677947e-05	0.0055607760984344	-0.0458620308868943	0.0021033258770704	3.092223081691931e-05	-0.1072696863478341	-0.0144333171985237	0.0115067856091627	0.0002083206453532	0.0021750006480927	-4.699705486919991e-05	2.2087231663785872e-09	4.730627819203665e-06	-0.0002879992486659	0.0001030006058032	8.29435672321229e-08	1.0609124795826206e-08	8.133884810536483e-07	-1.2192160840835734e-07	6.616008211107611e-13	1.4864878596880826e-14	0.0	0.0	0.0	0.0	0.0	0.0
873.0064554391515	-1.728753913835703	762140.2712384312	2.9885900946022623	708.3746655562828	7.438369981173764	501794.6668019755	55.32934797682699	826.7772133257135	-2.823891524274132	683560.5604746324	7.974363340867277	816.7910812036165	620.7862279531556	1.052788	16.826647	0.0859042561607134	0.0551226025510465	0.1523552389	-0.0696245623	0.081965164	-0.0843591393	0.0187414287	-0.0136287619	-0.0377526368	-0.0764435973	0.0091456281	-0.1428482554	-0.0502244502	-0.1281430636	-0.0042829885	-0.0908959557	0.006871344	0.0188433948	0.0940032617	-0.1922587228	-0.0744048111	0.056911611	0.0485017216	-0.1479718358	0.0068352561	-0.0584990247	0.0112384837	-0.0066159893	0.1479355136	-0.0091068672	-0.0963513927	0.1207008101	0.0879735135	0.026183848	0.0315353336	-0.170410256	-0.0828134882	-0.0861473406	0.0425620901	0.1597857239	-0.0740216166	-0.0913779313	0.0356833393	0.0312814911	0.1353542676	0.1906782128	-0.0413317447	0.0590388524	-0.0665940443	-0.0896045417	0.1499176257	-0.2369246269	-0.1158935187	-0.1147067587	-0.0755524953	0.0152015446	0.0416408107	-0.0329944826	0.0517072664	-0.0408727584	-0.0868643004	0.0978864423	0.0284755189	-0.0190942328	-0.0540713864	0.1548297672	0.1538585052	0.1469813818	-0.0137254747978801	0.0076893429055786	0.0001883886584272	5.912599431957194e-05	-0.0466093270374443	-0.0521701031358787	0.0027217196612082	0.0021724293668834	-0.0990076565188786	0.0082620298289554	0.0098025160493602	6.82611368945503e-05	0.0023740011001925	0.0001990004520997	3.9601179935924726e-08	5.6358812237152e-06	-0.0001320001943738	0.000155999054292	1.7424051314720982e-08	2.4335704940029563e-08	1.5728906694006776e-07	-6.560994141135805e-07	2.4739850578877122e-14	4.304664412001836e-13	0.0	0.0	0.0	0.0	0.0	0.0
870.003247822887	-3.00320761626449	756905.6512223718	9.01925598638904	711.8706284884748	3.4959629321920147	506759.7917045762	12.22175682326059	824.3957166618475	-2.381496663866073	679628.2976504011	5.671526360005238	815.1156165885674	605.7298192795674	1.123094	17.950348	0.1108527598604884	0.0638828134707103	-0.0795939147	-0.0014741404	0.2089674109	-0.0677065681	-0.1735286058	0.1118701581	-0.1210809298	-0.1523676096	0.0620337837	-0.2922664663	0.0577059881	0.0283850487	2.45343e-05	0.0232954406	0.0270281231	0.0526375696	0.0628671801	0.059143638	0.0588772463	0.0223604405	0.1081535332	0.1607400306	-0.1620232906	-0.034681964	-0.0209558631	0.1713179163	0.2356074396	-0.0080404511	0.0395348905	0.0298808032	0.0174536475	0.0341283705	0.000914242	0.0244522607	0.0342031341	0.0880092022	0.1776020511	-0.0146194147	-0.003324991	0.0235374258	-0.0481499201	0.0482996681	-0.0851253743	0.1289947954	0.0641179921	0.1352197903	-0.1825081341	-0.0491280921	0.0207979507	-0.0656780666	-0.054296811	-0.0258219565	-0.0908454898	0.1284794382	-0.1928968829	-0.0177508159	-0.1503612876	0.2080585254	-0.1761695145	0.0585931426	0.2021664664	-0.0057145041	0.1287135548	0.1451285521	0.152719399	0.1425091225	-0.0159666105919029	-0.0022411357940228	0.0002549326537934	5.022689647250209e-06	0.007104884004093	0.0537142110415373	0.0028852164678148	5.047937671161658e-05	-0.0710689033789293	0.0279387531399493	0.0050507890274835	0.000780573927015	0.0021590063318924	-0.0002149947683	4.622275039641359e-08	4.661308341151476e-06	0.0001059070509055	0.0002379072452793	1.1216303431500171e-08	5.659985735638502e-08	-8.611389505324058e-05	-8.627118412018065e-05	7.415602921240533e-09	7.4427172094981105e-09	0.0	0.0	0.0	0.0	0.0	0.0
866.4879418049352	-3.5153060179518434	750801.3532933528	12.357376399848446	709.2197624403855	-2.650866048089369	502992.6714359968	7.027090804912952	824.9056398189267	0.5099231570792426	680469.3146050728	0.2600216261256619	815.4360489072536	591.3871392981009	1.141271	18.240868	0.1261399686659763	0.0825335636710921	-0.2107303475	0.0919564771	0.0302300074	-0.0433507741	-0.143880671	0.180448555	-0.1026293166	0.1112473505	0.0882988251	-0.1814481574	0.1740252096	0.2675158028	0.1042658668	-0.016602876	-0.0468432099	-0.0137265468	0.0370989086	-0.034282538	-0.1360593886	0.0180202166	0.1453853837	-0.0252923873	0.1126533617	0.197146477	0.0643925194	0.232027068	0.071491665	-0.0449553722	0.2382759918	-0.0428010824	0.1111441517	0.028075186	0.0430360982	-0.0002587639	-0.0565164754	-0.11443659	0.100907774	-0.1238167902	0.052218076	-0.0528838443	-0.1281833682	0.0441744937	-0.1454279365	0.0958789495	-0.1965088638	0.0646705671	-0.0352461102	0.0533958615	-0.0536712386	-0.2181962477	-0.0342978166	-0.1372649794	0.154437361	0.1144502598	0.0189457917	0.0562717132	-0.0286931117	-0.0668276694	-0.1166995087	0.278297861	-0.0557248927	0.0087903332	0.1242588804	0.1512700635	0.1513561561	0.1372005631	-0.0244465526174622	-0.0084799420255592	0.0005976339348783	7.190941675684674e-05	-0.069810311705865	-0.076915195709958	0.0059159473311011	0.00487347962047	-0.0437769893577808	0.0272919140211484	0.0019164247972312	0.0007448485709377	0.0021120009053516	-4.700542654080021e-05	2.209510124282565e-09	4.460547824205977e-06	-2.9999923093493308e-05	-0.0001359069739989	8.999953856155131e-10	1.8470705581563043e-08	3.204259317666873e-08	8.614593764641725e-05	1.0267277774854974e-15	7.421122572980409e-09	0.0	0.0	0.0	0.0	0.0	0.0
869.1803906552066	2.692448850271376	755474.5514995375	7.249280811327653	698.0251848122169	-11.194577628168531	487239.1586321296	125.31856827309136	827.2004091060361	2.294769287109375	684260.5168251934	5.265966081060469	817.0583195340806	570.1541076708751	1.323133	21.147558	0.1444210486364743	0.1087581688575606	-0.0768994051	0.2361616567	0.0149924493	-0.1616708908	-0.0058612158	0.2201207092	0.0267943727	-0.0164148465	-0.1686056778	-0.1144917434	-0.1579919352	0.2469282279	-0.0463386362	0.0625900264	0.0757474698	-0.0947278341	-0.0680800743	-0.054129608	0.2150430885	0.0870987989	-0.0065252149	0.0469269283	-0.0008142321	0.1413268771	-0.0728954883	-0.08518654	0.1302931196	-0.2632545013	0.1558604462	-0.1458558592	-0.0891766661	-0.1109205892	0.0153151007	-0.005515069	0.1588181622	0.0661656936	0.0434723796	0.0123516978	0.1434004057	-0.0643240585	-0.0897858014	-0.0118289627	-0.0117133281	0.031383093	0.0097634181	0.3083861589	0.0426600463	0.0645727294	0.0349769104	0.161552349	0.0191940285	0.0683416913	0.0598694539	0.1430282586	0.032392777	0.190903128	0.0745745368	0.1951277214	-0.2099451256	-0.0200361267	-0.2172992608	-0.2012158523	0.005387038	-0.0465417406	0.1497707771	0.1310868562	-0.0184787516690363	0.0059678009484258	0.0003414642632459	3.561464816003306e-05	0.0303353459964768	0.1001456577023418	0.0100291527566346	0.0009202332167259	-0.0441340677551664	-0.0003570783973856	0.0019478159366176	1.2750498187946876e-07	0.0013830000971084	-0.0007290008082431	5.314421784192387e-07	1.912689268601844e-06	-5.999995324357244e-05	-3.0000030150079133e-05	3.599994389230879e-09	9.00001809005657e-10	4.1435966317295535e-08	9.393373140626804e-09	1.71693930464805e-15	8.82354589590491e-17	0.0	0.0	0.0	0.0	0.0	0.0
873.3426258287241	4.162235173517502	762727.3420894108	17.324201639666267	704.7379360527827	6.712751240565808	496655.5585119361	45.0610292177178	828.2772517994573	1.076842693421213	686043.2058484616	1.1595901863746525	817.5418683078449	587.8971081711431	1.319668	21.09218	0.1364655806060407	0.0842129063578261	-0.0853333342	0.0496627455	0.0275658232	0.1483750922	0.013830605	-0.0334678603	-0.130447855	-0.0063772764	0.0533910917	-0.056978971	-0.1012813338	0.0050309423	0.1217448458	0.1891612196	-0.07203655	0.0323674686	0.1255278209	0.0755927697	-0.0659723866	0.1616887595	-0.00229361	0.1141482291	-0.1552451628	0.0863406063	-0.0581329051	-0.0499329148	0.1008198871	0.0953670993	0.1323095236	-0.005324521	-0.1443158422	0.0655556863	0.0620759874	-0.049739066	0.1388568002	-0.2420473322	0.2385116913	-0.0131916643	-0.0427376642	0.0985331669	-0.0531606539	-0.049838681	-0.1029777237	0.1389011399	-0.0233647702	-0.0634031296	-0.1732190144	0.0203413698	-0.0556829589	-0.0389964948	-0.0054448004	0.0360704601	0.2650355615	0.1130385726	0.0603724802	-0.2331825137	-0.1049699271	0.1005406581	-0.157826596	-0.0418284434	-0.1280053013	0.0195938035	-0.1586053795	-0.029054763	0.1479655889	0.1242038795	-0.0017899153369143	0.016688836332122	3.203796913321032e-06	0.0002785172581203	-0.0464530414109418	-0.0767883874074186	0.0058964564406318	0.0021578850563266	-0.0437208509502085	0.0004132168049578	0.0019115128078103	1.707481278996151e-07	0.0018209770049985	0.0004379769078901	1.9182377184497315e-07	3.315957252733307e-06	-0.0002457073301984	-0.0001857073769548	6.037209211322556e-08	3.4487229855442416e-08	-0.0002277770804196	-0.0002278185163859	5.188239836447692e-08	5.1901276408280466e-08	0.0	0.0	0.0	0.0	0.0	0.0
874.8378334134183	1.4952075846941852	765341.2347714837	2.2356457213270198	706.474929875341	1.7369938225582473	499106.826542368	3.017147539605512	830.2955630282894	2.01831122883209	689390.7219844641	4.073580216429701	819.5464595347368	585.4041919667757	1.372661	21.939156	0.1717580772787701	0.1103415861573799	0.0983330594	0.0842359847	-0.0487930817	0.0637975515	0.0706512961	-0.1314063578	-0.0968038763	0.0431259275	-0.2107833824	0.0900991387	-0.1477442046	0.0048745119	-0.2827824274	-0.0398197504	-0.0061585732	-0.055707487	-0.0442323502	0.0366671244	-0.0483658535	0.0271267476	0.0472555359	-0.0693559537	0.1231371283	-0.1040481161	0.07863964	-0.1725816576	-0.0135965608	-0.0967151251	-0.2088808033	-0.1828059319	0.0547974027	0.0072901325	0.0302974399	0.0821192258	-0.0635393582	-0.0743486221	-0.0577277241	-0.1235730009	-0.159922302	-0.1400636958	-0.0504073873	0.1022373142	0.2706976255	-0.0746108414	0.0193306161	0.0274263672	-0.1459132608	0.0625636056	-0.1076223553	0.0961201316	-0.1479711089	0.1746832061	-0.0391116489	-0.0348410957	-0.0679176918	-0.2328817933	0.1008378475	0.03028895	0.1720324977	0.1760839259	-0.3115046541	0.2507467336	0.0241404426	0.0554962659	0.1459432408	0.1165920251	-0.0051786247151568	-0.0033887093782425	2.681815394043285e-05	1.148335125018867e-05	0.0552267496715472	0.101679791082489	0.0103387799145786	0.0030499938792837	-0.0824087924278984	-0.0386879414776899	0.0067912090694244	0.0014967568157811	0.0016949889022253	-0.0001259881027731	1.5873002040390392e-08	2.8729873786669275e-06	-0.0005060461708168	-0.0002603388406183	2.560827269983459e-07	6.777631193453267e-08	-5.407131700422467e-05	0.0001737057634153	2.923707322571356e-09	3.017369224371834e-08	0.0	0.0	0.0	0.0	0.0	0.0
