global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
845.8283396073982	n/a	n/a	715425.5800830082	763.4667568846837	n/a	582881.4888680167	n/a	818.2964660091343	n/a	669609.1062830383	n/a	809.3020447926541	637.9798748946105	n/a	n/a	n/a	n/a	-0.0707258345	-0.0871307039	0.0201260685	-0.1948816695	0.1635101607	0.0223791739	-0.1988787599	0.0810376615	-0.1440102771	0.1161344499	-0.2098730134	-0.0075898458	-0.0954914949	0.012451268	-0.0419822436	0.0802890519	-0.1923039747	0.0156172863	-0.0786732436	-0.1097124092	0.1180001271	-0.0228182627	0.0604816066	-0.166681755	0.0042768392	-0.2256327646	0.0572480623	-0.0553117724	0.0725962817	-0.0541296522	0.0107694957	-0.0955099088	0.2011016551	-0.0440304351	0.1276207693	-0.0068207926	-0.2147521006	0.0319201988	-0.0014786491	0.1155978826	-0.0711847283	0.0944124532	-0.0389124763	0.0348017307	-0.0090250335	0.1650390977	-0.0640217141	0.1617984448	-0.0551645947	0.0199177443	-0.1412337649	0.0332196061	-0.04657957	0.0232983728	-0.0922704564	0.1073144085	-0.1140875191	0.0352533236	-0.1006768813	0.0474358872	-0.024085589	0.1818435743	-0.1003600293	0.1039807334	-0.1260678389	0.1435578558	0.1561451084	0.1560591586	0.0239052717347476	n/a	0.0005714620167121	n/a	0.0002402548483217	n/a	5.772239214208307e-08	n/a	0.0026966215192487	n/a	n/a	7.271767618075168e-06	-0.0011923112718831	n/a	n/a	1.4216061690594955e-06	0.0015880198742146	n/a	2.521807120900554e-06	n/a	-0.0008680545310242	n/a	n/a	7.535186688316439e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
844.5180563468209	-1.3102832605773074	1.7168422229491	713210.7474958121	753.2734865534226	-10.193270331261148	567420.9455443493	103.90276004616872	819.690999379691	1.394533370556701	671893.3344640766	1.944723321596233	810.354386940162	626.2939794516478	0.920883	16.999073	0.0723580052736743	0.0380825498880064	-0.0175013855	-0.0773918318	0.0210774923	-0.1512892558	0.0763447154	0.1556830669	0.0175982796	0.1340256684	-0.1081200231	-0.0235030875	-0.0594623315	-0.060426293	-0.0527838046	0.1071524906	0.0631243683	0.1419453476	-0.0439877875	-0.0014733043	0.050962989	-0.1460621045	0.0734628269	0.0881028645	0.0411820916	0.0814818304	0.0385956921	-0.1688390514	0.0937834455	-0.068343481	0.0287560347	0.0422804255	0.0602189604	-0.2041657871	0.0368369105	0.0683963663	-0.0127637425	-0.0511380892	-0.1720029576	0.0472476016	-0.1063009689	0.0739768289	0.130632989	0.0919755448	-0.0221089869	0.0305771221	-0.0497071384	0.1367241342	-0.0332633536	0.1620352292	0.016303072	0.1303133495	-0.1497168792	-0.0455381172	-0.0077999646	0.0599451134	-0.0591613598	0.2316083402	-0.0470842922	-0.1556425123	-0.1378691578	-0.0291748619	0.0226896789	0.0414513019	-0.0083620291	0.1531841407	-0.0347099875	0.1790890371	0.155915944	0.1551433414	0.0119498688408157	-0.0119554028939318	0.0001427993653126	0.0001429316583562	0.0167165761496619	0.0164763213013402	0.0002794439181674	0.0002714691636249	0.030025681000481	0.0273290594812323	0.0007468774921287	0.0009015415195426	-0.0012150573701873	-2.2746098304199987e-05	5.173849880643296e-10	1.4763644128464771e-06	0.0015878402910283	-1.7958318629992392e-07	2.521236789812837e-06	3.2250120801633187e-14	-0.0005590357805713	0.0003090187504529	9.549258813147168e-08	3.125210039589627e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
846.4314977184135	1.9134413715926255	3.661257882522269	716446.2803298366	752.3737796040989	-0.8997069493236722	566066.3042357572	0.8094725946613089	822.0453747521715	2.35437537248049	675758.598151438	5.543083394542647	812.653763487748	617.7385672770948	1.088719	20.097237	0.1819407026259816	0.0832116041308541	-0.0067298982	0.0198257947	-0.0037430425	0.0140650394	0.0010129958	0.053137632	0.0655198539	-0.019021205	-0.0136104506	0.0991044276	-0.1376547122	-0.1338404126	0.105196202	0.0535074949	0.0275716653	0.1333714892	0.112146378	-0.0856147294	0.0805677182	-0.160270609	0.0243845629	0.0953134707	0.109068048	0.1251935161	-0.1115699535	-0.0818410886	-0.156492987	-0.0728081552	-0.1407640572	0.0858280584	-0.0359048704	-0.1703154067	-0.0430392751	0.0810874935	-0.003796489	-0.0917356758	-0.0873366139	0.0809504821	-0.1572943967	-0.1427505557	0.2047830794	-0.0296854643	-0.0230606219	-0.0078085459	0.052745785	0.0792580401	-0.0048644182	0.1923724209	0.0259264856	0.0828983892	-0.1241497253	-0.085012924	0.2127332048	0.0958869208	0.0103313548	0.2019741565	0.1966377303	-0.202699348	-0.0684514494	-0.0606816906	0.1202200343	-0.0686404019	-0.0090275744	0.0162042353	-0.0101177366	0.026749549	0.1554579513	0.1533170814	-0.0020487229077872	-0.0139985917486029	4.197265552892039e-06	0.000195960570944	0.0614583709357674	0.0447417947861055	0.0037771313580783	0.0020018282006819	-0.0200499625509422	-0.0500756435514232	0.0025075700770891	0.0004020009982941	-0.0020142400093826	-0.0007991826391953	6.386928907911655e-07	4.057162815397617e-06	0.0009245640518147	-0.0006632762392136	8.548186859080153e-07	4.3993536950533683e-07	-0.0005590703529594	-3.4572388100018343e-08	1.19525001893829e-15	3.1255965955814815e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
847.9239561253715	1.4924584069580078	2.2274320964996344	718975.035371301	765.9590530395508	13.585273435451882	586693.2709332453	184.55965431599455	821.3591365756586	-0.6862381765129157	674630.8312363114	0.4709228349037717	811.8838238257244	643.5975402093703	1.525951	28.168343	0.279370411429622	0.1764618907118632	-0.1506776414	-0.0933651603	-0.0873585189	-0.0246807199	0.1967103043	-0.179496506	-0.1962636121	-0.1813192678	-0.0921990962	-0.0838117136	0.0793574204	-0.2260670276	0.0802553215	-0.2375871051	-0.1227701275	-0.1326544046	-0.140112475	0.1321312393	0.1066975509	-0.0715257656	0.030418576	-0.1526908019	0.1506228006	-0.063241615	0.0430547654	0.048445497	-0.0698883189	-0.2254448781	-0.1383359876	-0.1953172622	-0.0641758631	0.235611761	0.1282233059	0.1021257105	-0.0373351627	0.0253118623	-0.0935177304	-0.1034008013	-0.0597668428	-0.0252652936	-0.1368890931	-0.1073683159	-0.137548061	0.0150364668	0.2848853869	0.0871022846	-0.1186079032	0.0694207382	-0.1488393787	-0.11551481	-0.050222746	0.1542122484	-0.1059717132	-0.0258616172	0.0398719096	-0.0083264294	0.0689112849	0.2865468583	-0.0879747315	0.0019475797	-0.2100724503	-0.0003560123	-0.0450070022	-0.1429636368	-0.2779104924	-0.1628627378	0.1547718027	0.1505910958	-0.0015908958261263	0.0004578270816608	2.530949529586082e-06	2.096056367021363e-07	-0.0705501657732554	-0.1320085367090228	0.0049773258906338	0.0174262537640574	-0.1355084537318305	-0.1154584911808883	0.0133306631857672	0.0183625410327916	-0.0018108626853514	0.0002033773240312	4.1362335930091775e-08	3.279223665198084e-06	0.0005000077508554	-0.0004245563009593	2.5000775091547574e-07	1.802480526842437e-07	-0.0005600478571299	-9.775041704999324e-07	9.555144033447609e-13	3.136536022757929e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843.9464641270306	-3.977491998340952	15.8204425968663	712245.6343125174	753.974053402075	-11.984999637475768	568476.8732035551	143.64021631029425	822.5626374673988	1.203500891740191	676609.2925573232	1.448414396419435	813.4515851072687	639.4997781903941	1.577309	29.116396	0.2093610354628321	0.1286965212703692	-0.0752667739	-0.0087518377	-0.0260003814	-0.1792408166	0.0531806369	0.1162819231	0.1474017332	0.2039483067	0.1224457957	-0.1169074864	-0.0396310518	-0.1999857068	0.0809072686	0.1178051533	0.1245923819	0.1394785991	-0.0063286469	-0.0616277745	0.0985279468	-0.0382379841	0.1274105131	-0.2488861238	0.2297520571	-0.0217262103	-0.1699218792	0.0114908201	-0.0632470186	-0.1574472208	-0.1211098616	0.0620723532	0.0726067113	-0.1852852993	-0.1229657273	-0.0255112946	0.0112861678	0.1719300998	-0.2170199186	-0.1186362741	-0.0933713479	-0.1834804776	-0.1122005309	-0.2512273206	-0.0524032962	-0.0277408637	-0.0609659987	0.2057423413	-0.1156763746	0.1820336317	0.0066849677	-0.1233157756	-0.0125487134	0.0182784149	-0.2529114717	0.0331890347	0.1860755015	0.1339049142	0.2174357056	-0.0458955096	0.0158989299	-0.0298133756	0.1922510924	-0.0410460532	0.2115164866	0.035336716	0.1107586012	-0.0364104306	0.1538585052	0.1469813818	-0.0131006895990992	-0.0115097937729729	0.0001716280679719	0.0001324753526963	-0.0073902565736148	0.0631599091996406	5.4615892223856766e-05	0.0039891741301068	-0.0286834572813319	0.1068249964504986	0.011411579866649	0.0008227407216099	-0.0019579507969513	-0.0001470881115998	2.1634912574024633e-08	3.833571323282231e-06	0.0004187264292909	-8.128132156450001e-05	1.753318225867071e-07	6.606653235271655e-09	-0.0002310905694999	0.0003289572876299	1.0821289708488653e-07	5.340285131178812e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843.4274947544153	-0.5189693726152882	0.2693292097127058	711369.9389077092	747.95154632978	-6.02250707229507	559431.515657109	36.27059143584414	819.9650533163295	-2.597584151069213	672342.6886600512	6.747443421885967	810.5386434578995	602.4293360214507	1.601928	29.57085	0.188504268486658	0.097170269834301	-0.065253343	-0.0492618637	0.1379190566	0.0998195059	0.0954476821	0.0879456667	0.0684212394	-0.001800089	-0.1116751223	0.0264954103	-0.2931551422	-0.0952166428	-0.0642048387	0.0459246916	0.0270331142	0.1962017482	-0.1418640641	0.1395001952	-0.1654255672	0.2173629208	-0.0742570948	0.0187385292	0.2512875682	0.0003184196	0.1441528732	0.0022631374	-0.1215919806	-0.1189621862	0.0429373531	-0.0394185426	0.0118406306	-0.1764840145	0.2012963252	-0.2330680989	-0.1847036754	0.0702150796	0.1483382746	-0.1427524401	-0.1585189086	0.0986880401	-0.0177736539	-0.0187314521	-0.1159905761	0.0635814721	-0.056979818	0.2486300385	-0.1783279881	0.0329735184	-0.0002071212	0.0575806706	0.0643801987	0.1103334166	0.1968791858	0.0513611661	0.0816821031	-0.0311944973	0.1333926431	-0.0454817422	0.1153758361	0.1018095156	0.1577154483	0.0894701609	0.236373189	-0.0798909591	0.414788904	-0.1678776114	0.152719399	0.1425091225	-0.0176920437804994	-0.0045913541814001	0.0003130084131311	2.1080533219061093e-05	0.0148100250081313	0.0222002815817461	0.0002193368407414	0.0004928525023088	-0.0797472924353286	-0.0510638351539967	0.0026075152606345	0.0063596306507658	-0.001193072714597	0.0007648780823543	5.850384808659915e-07	1.4234225023158545e-06	0.0015388322844793	0.0011201058551884	2.368004799755781e-06	1.2546371268273371e-06	-0.0005590825833475	-0.0003279920138476	1.0757876114780421e-07	3.125733350025143e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
846.2866454262213	2.859150671805992	8.174742564088655	716201.0862267668	757.8630652715696	9.911518941789607	574356.4257028193	98.23820773345422	820.6218931999091	0.6568398835795506	673420.291599003	0.4314386326607975	811.7314940257053	635.5090827189894	1.512208	27.914648	0.1908375530413504	0.0933529065313664	-0.081491456	-0.1439575788	0.0386412599	-0.0663400209	0.1119868508	0.0301925204	0.0229240788	-0.0651001971	-0.1335036354	-0.1484021131	-0.057073891	-0.0771205101	-0.0334661906	-0.0429164756	-0.2677393127	0.1086961302	-0.122808298	0.083654588	0.1323315645	0.0712567567	-0.2132840773	-0.0015536256	-0.0071856653	-0.0473575221	0.0695177206	0.0039343655	0.1222249634	-0.1022465687	0.0235384858	-0.0102096022	-0.216308872	0.00444202	0.1470379312	0.2068175752	-0.0845747535	0.1268867344	0.0344608437	-0.2336139552	0.0597167803	0.0992597288	-0.0432241514	0.1140539023	-0.1391093161	0.1349620308	0.2312147697	-0.0127636615	-0.0144615218	0.0621584168	0.0477816973	0.0526091944	0.234841456	0.0422469309	0.077121633	-0.1031857833	0.036330704	-0.0973283195	-0.21147511	-0.0649447941	0.0060162263	0.0144644686	-0.0176543899	0.0972132354	-0.1451571234	-0.215756993	-0.0383172817	-0.1250937006	0.1513561561	0.1372005631	-0.0467349090077817	-0.0290428652272822	0.0021841517199656	0.00084348802061	0.0222208518717224	0.007410826863591	0.000493766257905	5.492035480212348e-05	-0.1225665824913306	-0.0428192900560019	0.0018334916009	0.0150225671436041	-0.0001018195553746	0.0010912531592224	1.1908334575128683e-06	1.0367221856681237e-08	0.0021290598674104	0.000590227582931	4.53289591901759e-06	3.483685996526884e-07	-0.0011088932590835	-0.000549810675736	3.0229177915327695e-07	1.2296442600408262e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
846.1015889215221	-0.1850565046992187	0.0342459099314919	715887.8987755243	756.6631155334063	-1.199949738163241	572539.070408721	1.4398793741180305	821.9311784358183	1.3092852359092149	675570.862084893	1.7142278289698485	812.6791831938293	631.8186903307515	1.02408	18.904034	0.0789512947935554	0.0423774397063619	-0.102613567	-0.0920032557	0.1039619069	-0.0456547332	0.1057562136	0.0138386771	0.0302012602	-0.1164507643	0.1004622682	-0.1061725709	-0.0474645319	-0.1811410143	-0.0629520401	0.0514094198	-0.0946327812	0.1655965157	0.0480449551	0.1578881391	0.0803011416	0.0221182464	-0.026998301	-0.2583753825	-0.2535809102	-0.0254709048	-0.2331957959	-0.0568155027	0.0782402916	-0.172710219	0.0001596149	0.0306286686	-0.0988494049	-0.0716010383	-0.0298672777	0.1138963926	-0.1751242071	0.1644875648	-0.1598735098	-0.0686112007	0.3243335762	-0.191130148	-0.0548172477	0.0558935626	-0.1253485015	0.0737281024	0.1698224647	0.1584547151	0.050996409	0.0620052564	-0.0177125087	-0.0882765919	0.1763989422	-0.0999877875	-0.0639246574	-0.173426174	0.017802532	-0.0186007309	-0.1379345914	-0.0013026816	-0.0659147662	-0.0891949782	0.0901775608	0.1392763261	-0.0569776453	-0.0780613082	-0.2182005185	0.003841262	0.1497707771	0.1310868562	-0.0223583208714472	0.0243765881363344	0.0004998945121905	0.0005942180491684	-0.0103211726119525	-0.0325420244836749	0.0001065266040857	0.001058983357496	-0.1158161109226796	0.0067504715686509	4.556886639916543e-05	0.0134133715492544	-0.0002004344078252	-9.86148524506e-05	9.724889123853611e-09	4.01739518402386e-08	0.0019221141724279	-0.0002069456949824	3.694522891848191e-06	4.2826520671789926e-08	-0.0011088095944187	8.366466480009238e-08	6.999776136111815e-15	1.2294587166749618e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838.56547022735	-7.536118694172046	56.79308497264939	703192.0478576167	743.6646315811464	-12.998483952259903	553037.0842647222	168.96058505715823	815.1003962859646	-6.83078214985369	664388.6560255366	46.65958477875979	806.160229128275	609.3135673222149	1.662337	30.685965	0.2911344096686767	0.1895147058896936	0.1088249939	-0.0134135705	0.1362072873	-0.0661137375	-0.1022378836	0.126565159	0.1054738708	-0.0620121262	0.0856763726	-0.2075892539	-0.0692641875	0.2380244524	-0.2061300412	-0.1919492363	-0.1401104519	-0.0161176322	-0.080128528	-0.329295589	0.1668251564	0.2755141599	-0.0163006783	0.2323065707	-0.0652794915	-0.2077345879	-0.2735324742	0.0715369865	-0.053630404	0.157036125	0.263921439	-0.1466917073	-0.2231496141	0.0429159638	-0.0690273379	0.1400952431	0.3118487965	0.2230141824	0.2948234643	0.1193013887	-0.0938104386	-0.1026149088	-0.2243238394	0.0952834989	0.0374804423	0.0757035928	0.0540265044	0.0246461362	0.2017949589	-0.0442376112	-0.0151462945	-0.0318238366	0.3081151558	-0.3059414291	-0.2593371612	-0.2050737213	-0.0229717738	0.1050160671	-0.0992426394	0.0954497681	-0.1142578056	0.239871996	-0.0519914897	-0.3731560491	0.025957019	0.2440815482	0.2185181525	0.0173413992	0.1479655889	0.1242038795	0.0106252301850986	0.0329835510565458	0.0001128955164863	0.0010879146402997	-0.0054851284671713	0.0048360441447812	3.008663430137297e-05	2.338732297027254e-05	0.0621898402060452	0.1780059511287248	0.0316861186372419	0.0038675762248534	0.0001188631587851	0.0003192975666103	1.0195093604325897e-07	1.4128450516371892e-08	0.0012739680213831	-0.0006481461510448	1.6229945195067708e-06	4.200934331141887e-07	-0.0005700760453013	0.0005387335491173	2.902338369446299e-07	3.2498669742636985e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843.7816257161246	5.216155488774575	27.208278083073125	711967.4318961462	747.6515722082765	3.986940627130138	558982.8734255078	15.895695564260864	817.7945770540266	2.694180768061983	668787.9702589742	7.258610010995057	808.3067179404542	604.0981986616674	1.649715	30.452961	0.2336799928424009	0.1794107897264632	0.2402769479	0.1064144275	0.0555869261	0.0320870262	-0.2770849182	0.0521521348	-0.0665943684	-0.0656810668	0.0810117423	-0.0058300895	-0.1577426472	0.3126027513	0.1333611669	-0.0472830339	-0.0563887209	0.0813169418	-0.0839422027	-0.1321515022	-0.1094372172	0.0131643555	0.1511172966	0.1453407713	-0.0172707486	0.0211966138	-0.0478887288	0.1520967576	-0.104860511	0.3363086817	-0.0194718039	-0.0443326408	-0.0993210425	-0.0694259133	0.1243954385	-0.1034060033	0.118423688	0.0207543103	0.1574700331	0.1888484082	-0.0433844165	0.0062803393	0.0290646313	-0.1465148984	0.212122051	0.0471164439	-0.2871879798	-0.0700092017	0.2881141082	0.0036701457	-0.0112184768	0.161767885	0.1337943396	-0.0877038325	0.0924907351	0.082267245	-0.0820087632	0.0102662538	0.03799606	-0.0079928924	-0.0472247364	-0.0290696152	-0.0641408089	-0.0257159908	-0.0141744159	0.0159913895	-0.0960111763	-0.1381083831	0.1459432408	0.1165920251	-0.001099215784464	-0.0117244459695626	1.208275340814807e-06	0.0001374626332931	-0.0222424698943228	-0.0167573414271515	0.0004947274669998	0.0002808084917061	0.2355023010212704	0.1733124608152252	0.0300372090738289	0.055461333786313	-8.075691608328787e-07	-0.0001196707279459	1.4321083127109481e-08	6.521679495283198e-13	0.0008970001087844	-0.0003769679125987	8.046091951592255e-07	1.4210480712902117e-07	-0.0004289997932367	0.0001410762520646	1.990250889659456e-08	1.8404082259713138e-07	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
