global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
841.972853553802	n/a	n/a	708918.2861215321	790.7652791341146	n/a	625309.7266840542	n/a	812.7480121560609	n/a	660559.3312636286	n/a	803.9675672570054	674.9582466288684	n/a	n/a	n/a	n/a	-0.0403094336	-0.1909292605	-0.0210812257	0.0680191336	-0.0232293672	0.0848751195	0.0044172514	-0.134075831	0.0454119862	-0.0032592285	0.0869549177	-0.2939331503	0.1766552299	-0.0934549661	-0.0058551665	0.0172926374	-0.058553877	0.1487384983	-0.0886303338	0.1443872324	-0.0113641591	0.0452194977	0.1293651343	-0.0170092578	0.1169076779	-0.0846039222	0.0234332322	-0.0028410774	0.0189000262	-0.252690168	0.073544869	-0.0186367626	0.1142248749	-0.0109417488	0.0028643209	-0.0907769566	0.0181398869	-0.179427147	0.0321767952	-0.0705756625	0.1279982265	-0.0265431109	0.0928972946	-0.0877997995	0.0086142462	-0.0725592608	0.159844439	-0.2704916881	0.0125692438	-0.0944146081	-0.0576612656	-0.0889316562	0.0002932498	-0.130587505	0.009489903	-0.049635376	0.0154843456	-0.1249645504	0.1001785111	-0.0038615697	0.0343242834	-0.0830972376	0.0411338115	-0.0310310712	0.1030635141	-0.0789100402	0.2141658404	-0.0635798463	0.0403671978	-0.2063764518	0.1024236289	-0.055175753	0.0160864488	-0.2248598923	0.1561451084	0.1560591586	-6.355846696237677e-05	n/a	4.0396787226075396e-09	n/a	0.011256978962038	n/a	0.0001267195753517	n/a	-0.0705816752319918	n/a	n/a	0.0049817728785543	0.0003012714201073	n/a	n/a	9.076446857346925e-08	-0.0005951157230772	n/a	3.541627238536986e-07	n/a	-0.0007689104795003	n/a	n/a	5.912233254853812e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841.8176853231927	-0.1551682306093198	0.024077179790427	708657.0153228978	782.5982079139122	-8.167071220202388	612459.955030067	66.70105231585812	812.7021871269561	-0.0458250291047761	660484.844960938	0.0020999332924535	804.3342195316237	673.8279334491586	1.247809	18.215145	0.0858815880154971	0.0418653536044558	0.0158982412	-0.0703035877	0.2108649835	0.0472415888	0.0565925105	-0.0514666594	0.0115946475	0.0127147684	0.1452069187	0.1445753433	0.0394462009	-0.0042640829	0.0970584145	-0.0086449824	0.00032914	-0.0744658516	0.0806177146	0.0640997572	0.0773861808	0.047827806	0.0925456384	-0.1346315903	0.195256241	0.0591850597	-0.0320760932	0.0215293181	-0.0034137589	-0.1464679375	-0.1237259422	-0.0986630159	0.0273067933	0.1034906708	0.0269716642	-0.0272146829	0.0820676309	0.0238686979	0.0332583236	-0.0348680846	0.1083273566	-0.080847882	-0.1067447692	-0.162310307	-0.0112079615	0.0817456946	-0.0025375327	-0.0627069657	0.0038631749	-0.1350979029	0.1207593008	0.1228720854	-0.0676502591	-0.0641140209	0.0358016673	-0.0968070575	-0.0498663997	0.023003546	-0.0076900134	-0.0153057598	0.1461934454	-0.2014397745	0.061022759	-0.1360184851	0.1373055329	-0.0764877733	-0.026732858	-0.2487129889	0.2606677687	0.1301568187	0.1282671477	-0.1588331191	0.1188363358	-0.1008121645	-0.0331817632	-0.1414334237	0.155915944	0.1551433414	0.0002384562918678	0.0003020147588301	5.686140313134143e-08	9.121291455124985e-08	0.037963084452528	0.02670610549049	0.0014411957811497	0.0007132160704691	-0.0541786780796798	0.016402997152312	0.0002690583155787	0.0029353291584615	0.0008902263474254	0.0005889549273181	3.468679064122684e-07	7.92502949650369e-07	-0.0007848111711914	-0.0001896954481141	6.159285744268169e-07	3.598436303524713e-08	-0.0006981514426553	7.075903684499992e-05	5.006841295232055e-09	4.874154368816767e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838.6519411202779	-3.165744202914766	10.021936358288446	703337.07834481	777.5077442756066	-5.090463638305664	604518.292408542	25.91282005291214	812.6459328424912	-0.0562542844648987	660393.4121654427	0.0031645445206577	803.8398837342554	675.2219338646547	1.19103	17.386295	0.0872762312157858	0.0380148469050623	-0.0258625466	0.0858124768	0.1040073597	0.0477954328	0.2673151909	-0.0434162271	0.0879028255	0.0647624886	-0.042683697	0.263409713	0.1185979039	0.0086303675	-0.0178384793	0.0687006158	0.0287230838	-0.0791855126	0.1612787999	0.0278729444	0.2246210804	-0.0311069277	0.0179732145	-0.0163579363	-0.1149677628	0.0542138661	0.1240239229	-0.0599994303	0.0689091969	-0.2127107638	0.1839181487	0.0509754681	-0.1802684935	-0.0226305331	0.0705988184	0.0183440663	0.0670711288	0.1952934125	-0.0091904418	0.089399999	0.1875575183	0.0520143011	-0.1065745568	0.0437369279	-0.002374401	-0.1024734246	0.1049121275	0.0510666504	-0.0948482165	-0.1225970935	-0.0588848255	0.2177301645	-0.0605263398	-0.0479807063	0.0904263126	-0.0388530944	0.0007588368	0.0563133541	-0.1099745305	0.0665800546	0.0125462502	-0.0910195724	0.1233367935	-0.1511939605	0.1876630261	0.049741463	-0.104511343	-0.1814159925	0.1775702945	0.0121867595	0.0714777188	-0.0096490707	0.0601389522	-0.0308129946	-0.0812958728	0.0399643007	0.1554579513	0.1533170814	-0.0152584190990694	-0.0154968753909372	0.0002328193534028	0.0002401531468822	0.0180033110484316	-0.0199597734040964	0.0003241192087065	0.0003983925543428	-0.0351148210828426	0.0190638569968372	0.0003634306435958	0.00123305065968	0.0005298013334519	-0.0003604250139735	1.2990619069779768e-07	2.806894529274113e-07	-0.0008496243151379	-6.481314394650006e-05	7.218614768735456e-07	4.200743628229737e-09	-0.000468275092097	0.0002298763505583	5.284313654600246e-08	2.192815618784538e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838.1307874461525	-0.5211536741254577	0.2716011520544637	702463.2168651075	779.85642628792	2.348682012313475	608176.045622566	5.516307194964874	811.8843946125071	-0.7615382299841258	659156.2702153171	0.5799404757273553	803.4043239359953	667.0062141554454	1.211972	17.692005	0.1055815262795317	0.04944444486624	-0.0701254105	0.1488415097	-0.0415040757	0.079099622	0.0666682977	0.009532227	0.0800132727	0.0686512741	-0.1112683534	0.1586554542	0.0214011758	0.0157848102	-0.1179118728	-0.0662032152	0.1178911094	-0.0545439415	0.1362135978	-0.0355657627	0.0661092105	-0.0391765221	-0.0141328769	0.0620847692	-0.0684385893	0.0698896303	0.15057925	0.085985125	-0.0047315424	-0.1123560525	-0.0426634338	0.0514978684	-0.1054087691	0.0604745315	0.0067142788	0.1179355125	0.0630441476	0.1286175511	-0.0146716311	0.065950698	0.0393532442	-0.0057509067	0.0642888659	0.0349640983	0.0421269195	0.0119114695	0.1961594948	0.0491717185	-0.1295314936	0.0426247588	0.0963884468	0.0974618939	-0.0831101524	0.0213339667	0.0904447955	-0.0194243953	0.0611844178	0.0107379572	-0.1101179997	0.0233658127	-0.068628459	-0.0496730657	0.1733030897	-0.0451571506	-0.0445496629	0.0341581215	-0.0974932204	-0.0281841566	0.0552818688	0.1239813128	0.00873809	-0.0426536144	0.0139803452	-0.0328845431	-0.0452386983	-0.0593796715	0.1547718027	0.1505910958	-0.0249763219187997	-0.0097179028197302	0.0006238166565915	9.443763521372208e-05	0.0259341238674721	0.0079308128190405	0.0006725787807733	6.289779197065714e-05	-0.0038193624618259	0.0312954586210166	0.0009794057302997	1.45875296148048e-05	0.0002180292563052	-0.0003117720771467	9.720182808836785e-08	4.75367566049986e-08	-0.0005949892956718	0.0002546350194661	3.540122619640246e-07	6.483899313850118e-08	9.806485168508478e-05	0.000566339943782	3.207409319230949e-07	9.616715136017677e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
836.9066662742911	-1.224121171861384	1.498472643399288	700412.7680543476	776.1599157773531	-3.696510510566896	602424.214859508	13.66418995473153	810.4927924959815	-1.3916021165256325	656898.5666879341	1.93655645071862	801.808471959951	664.2225122978768	1.095219	15.987678	0.07879250277633	0.0387280239520877	-0.1247591826	0.1977011179	-0.0610576832	0.0626104215	0.0361390575	0.0019922672	0.2288646669	0.0253191609	-0.0946695533	0.037828062	-0.0007229082	0.1101487654	-0.1763932057	0.0158107397	0.2511843483	-0.0681224406	0.1094967217	-0.07941095	0.0852948465	-0.0418331949	-0.0759601188	0.0667349764	-0.0948878665	-0.0695326897	-0.0514100693	0.1279771352	-0.0973875204	0.0298359878	-0.1107590659	-0.0101795686	-0.0336818284	0.0719852405	0.1630734184	0.2366520975	0.1113868809	0.1613831778	-0.0584021268	0.0731550051	0.0036057271	0.0939729324	0.0551953314	0.0886310718	0.0842059687	-0.0006502948	-0.0284282208	0.0082711132	-0.1131333323	0.1459682084	0.118701488	-0.0929085638	-0.0582993121	0.0150861266	0.1398696227	-0.0159490413	0.0779416788	0.0342918513	-0.0316989619	0.0463751607	-0.0862213499	-0.0451800926	0.1254222495	-0.0830722179	-0.0300299575	0.0667039988	-0.0391080543	-0.0405889403	0.0758221813	0.0934523584	-0.0299654219	0.0237000129	0.0929307242	0.2440524949	-0.2318534841	0.2324272117	0.1538585052	0.1469813818	-0.0225132570544559	0.0024630648643437	0.0005068467432	6.066688525964936e-06	0.0256304662207043	-0.0003036576467678	0.0006569207986906	9.220796644055885e-08	-0.0234546987706636	-0.0196353363088376	0.0003855464319611	0.0005501228944225	0.0006147093559822	0.0003966800996769	1.573551014797546e-07	3.778675923320511e-07	-0.0010103723005281	-0.0004153830048563	1.0208521856744457e-06	1.7254304072344906e-07	0.0004138106262794	0.0003157457745943	9.96953941741641e-08	1.7123923442174926e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838.0510234122663	1.1443571379752484	1.3095532592349015	702329.5178423469	776.0616246981499	-0.0982910792032498	602271.6453291321	0.0096611362509395	811.400820364209	0.9080278682275776	658371.2912877115	0.8245146094779189	802.7467168068399	664.6448397236925	1.295659	18.913635	0.1135513779844695	0.0570571846256461	-0.0767880506	0.1396741537	-0.0608679512	-0.0617373679	-0.0381043473	0.0260153934	0.0536008257	0.086047782	-0.0015228053	-0.1266518458	-0.0431099322	0.0729049223	-0.0434516426	0.1009873073	0.1992508867	-0.0719545418	-0.0777599278	-0.0776639469	-0.0535221867	-0.1220441491	0.0101160872	0.0709457352	-0.1885513444	0.0362499733	0.0515351963	0.0335254601	-0.2014759799	-0.0246376892	-0.0780518139	-0.2132079029	0.1810199949	-0.1331434355	0.0646353819	0.1702848161	0.1533022652	-0.0361527295	0.0061880851	0.0539099232	-0.1575123955	-0.0060627227	-0.0691792152	0.1742049693	0.0013223736	-0.0019819358	0.0222654648	0.2029458556	0.0102576279	0.0072944355	0.1293410137	0.0474952444	0.0241267036	0.0855878931	0.2355097159	-0.0205846346	0.1545674039	0.068674181	0.0855811544	0.0335085914	-0.2043926416	-0.0362575875	0.1644522261	0.2626667382	0.0022682588	0.0823792445	-0.1199594187	0.1818513665	-0.1984478779	0.0409478183	-0.2295762637	-0.1794146007	-0.1802662983	-0.2913245867	-0.1163975768	-0.2581840167	0.152719399	0.1425091225	-0.0176464751524463	0.0048667819020095	0.0003113980853059	2.3685566081728176e-05	0.0380823118483846	0.0124518456276803	0.0014502624757176	0.0001550484595355	-0.0447054466531682	-0.0212507478825046	0.0004515942855657	0.0019985769604592	0.0004919676333448	-0.0001227417226374	1.506553047599643e-08	2.420321522588835e-07	-0.0015616939950793	-0.0005513216945512	2.438888134266745e-06	3.039556108828067e-07	0.0012393872605363	0.0008255766342569	6.815767790309512e-07	1.5360807815796745e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
837.4258282681203	-0.6251951441460051	0.390868968263744	701282.0178505473	773.8319251720721	-2.229699526077752	598815.8484155155	4.971559976591353	810.5790709064155	-0.821749457793544	657038.4301915078	0.6752721713839835	802.0197623116629	662.1831913504371	1.037414	15.143852	0.0512452032254115	0.033058748860433	-0.1302696537	0.2050418211	-0.0001612477	-0.0717980439	-0.0525241885	-0.0093434225	0.137072009	0.0521269693	0.0235485353	-0.1080952677	-0.1269241142	0.1547744476	-0.1335899	0.0669486142	0.2022004005	-0.1702146785	-0.1001375032	-0.0617788559	-0.0570714289	-0.1879894095	-0.1259219686	0.0385817657	-0.1237266729	0.009028296	-0.0375348671	0.0852348854	-0.0089979922	0.0703390985	-0.0395262987	-0.0503825087	-0.151023799	-0.0174477711	-0.1156211121	0.1812908824	0.2005739626	0.0024231055	0.0353201257	0.1280660961	-0.1499966469	0.1115906002	0.0211558156	0.1393396029	0.0964464969	0.0772030337	-0.0846929581	0.0974818005	0.046285135	0.0191585735	0.0583495944	-0.0520235001	0.0299182156	0.1165288386	0.247517154	0.0392784464	0.1198928894	0.0493083655	0.0485014398	0.0479681599	-0.1184342221	-2.28631e-05	0.0286273771	0.0799863482	-0.0576080343	0.0563760917	-0.00730831	0.1518587494	-0.0273395283	-0.0335442195	-0.0941193281	-0.0755344694	-0.0498036343	0.0801650419	-0.0452916743	0.0894612362	0.1513561561	0.1372005631	-0.0198065146617665	-0.0021600395093201	0.0003922980230467	4.665770681824249e-06	0.032242888304367	-0.0058394235440175	0.0010396038462078	3.4098867326427046e-05	-0.0444426591578945	0.0002627874952737	6.905726767222723e-08	0.0019751499530247	0.0006809179744716	0.0001889503411268	3.5702231411934134e-08	4.636492879585066e-07	-0.0021600525955287	-0.0005983586004494	4.665827215450274e-06	3.580330147317648e-07	0.0013117373724961	7.235011195980004e-05	5.234538700595601e-09	1.7206549344029722e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
840.9244754309065	3.498647162786142	12.24053196967152	707153.9733787451	778.719591531998	4.887666359925902	606404.2022357619	23.88928244595132	814.2184112133309	3.639340306915415	662951.6211587609	13.244797869539184	805.8458700063277	663.6571739319174	1.251664	18.271423	0.1467339488732104	0.0671992220873956	-0.085645547	0.0021679867	-0.0555312411	-0.103491723	-0.0963483817	0.1732098539	0.0581054943	0.0211484295	0.0320258635	-0.1424845266	-0.0245209683	-0.1162790652	0.005433954	0.1663578385	0.0181909957	0.1153626037	-0.203604618	-0.0451042366	-0.1117343294	-0.054547384	-0.0280645852	-0.0820226751	-0.0709299833	-0.0867004333	-0.1131228	-0.0753360259	-0.0386310199	0.0109869476	0.0192156901	0.0255460609	-0.0155207413	0.0163754105	0.040139807	0.065760195	-0.0896293457	-0.1946225015	0.0180156577	0.044908046	-0.122114568	0.0786893355	-0.0811760231	0.0679430033	-0.0216331898	-0.0355899067	-0.1799496661	-0.0743128687	0.0441013665	-0.0868508548	0.0276363388	0.0329525887	0.0390898313	0.1393702077	0.0630755766	-0.090504966	0.0974394566	-0.0565346893	0.2169075827	-0.0013237769	0.0135267429	0.0666958626	0.1397818203	-0.0104289928	-0.0595216383	0.008081708	0.0910980009	-0.0961335281	0.012788786	-0.054598299	0.0231724486	0.0517586457	-0.0712594483	0.1824128192	0.2705462714	0.2020374633	0.1497707771	0.1310868562	0.0002950229657443	0.0201015376275108	8.70385503165624e-08	0.0004040718149902	0.0237487913551177	-0.0084940969492493	0.0005640050908289	7.214968298324627e-05	-0.0596705475309278	-0.0152278883730333	0.0002318885843015	0.0035605742426407	5.9981897167659575e-05	-0.0006209360773039	3.8556161209760513e-07	3.5978279878316876e-09	-0.0012849788316242	0.0008750737639045	1.6511705977222944e-06	7.657540922739887e-07	0.0007495386952362	-0.0005621986772599	3.160673527127813e-07	5.618082556563851e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841.7689356951805	0.844460264274062	0.7131131379378186	708574.9411013969	785.5343442085461	6.814752676548096	617064.2059311507	46.44085404251944	813.4112536824236	-0.8071575309072614	661637.8676172121	0.6515032797003066	804.8072383024255	683.7902580030037	1.262951	18.436184	0.0451363543105942	0.0220340593291592	-0.0754964363	-0.1755358736	0.0253494713	-0.1727283661	-0.0007273804	-0.0044240125	-0.0101708886	-0.2507472904	0.0545277852	0.0128554296	-0.1965724737	0.0280345791	0.1916934218	-0.0126826583	0.0195521506	0.0834936545	0.0606985378	0.008655472	-0.2508331401	-0.0355234249	-0.0235770921	-0.1371180976	-0.0317909098	-0.1608062955	-0.130850503	-0.2049761025	0.0580602149	-0.0366081285	0.1442306718	-0.058807047	-0.1298581941	0.3404497293	-0.0204782098	0.0225671581	-0.1235833336	0.0292302008	0.0996716176	-0.1052913057	-0.1703619324	0.0540905351	-0.1114717903	-0.0252075625	0.0100451471	-0.1724080681	-0.0919399999	-0.1432532572	0.0247546907	-0.1451339128	0.1061384925	-0.0453822038	0.0582338167	0.1237249982	0.0719454109	-0.0517536575	0.1119864196	-0.1238386722	0.1491232514	-0.0820525641	0.0641173485	0.1483969711	0.0131395544	-0.0190325129	-0.0235867131	0.0710104102	0.0223436261	0.0710381915	0.100735396	-0.0963189739	0.0254785128	-0.0146327826	-0.0961631106	-0.0481611566	0.162651921	0.0828873566	0.1479655889	0.1242038795	-0.0038720041969071	-0.0041670271626514	1.4992416500866195e-05	1.736411537427458e-05	0.0335503544853708	0.009801563130253	0.001125626286094	9.607063979633686e-05	-0.0613778318227105	-0.0017072842917826	2.914819652967951e-06	0.0037672382392569	0.0001527290821516	9.274718498394042e-05	8.602040322445264e-09	2.3326172534870183e-08	-0.0011329681905445	0.0001520106410797	1.2836169207856784e-06	2.310723500146141e-08	0.0004050869267817	-0.0003444517684544	1.1864702079143247e-07	1.640954182494424e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
837.7335369682747	-4.035398726905783	16.28444288511281	701797.4789613758	778.9703877766927	-6.563956431853399	606794.865032971	43.0855240392696	813.2523980075761	-0.1588556748475866	661379.4628650729	0.0252351254312821	804.4639487753109	670.1231879983994	1.234953	18.027479	0.0872257021904041	0.0367082236945314	0.051433909	-0.0658907582	-0.0793963611	-0.1355894819	0.0190092938	-0.024427487	-0.0387229459	-0.1418022132	0.0712340238	-0.07360862	-0.1430253586	0.0627283354	-0.1082572106	0.031419031	-0.0228490955	-0.009452554	0.1665001839	0.0259200705	-0.0603473384	-0.0502743172	-0.083569498	-0.1750173075	0.0573917276	-0.0775241165	-0.2308410081	-0.2564656507	0.0079754001	0.0504436469	0.0474703677	-0.0878027788	0.0074823029	-0.0815225983	0.1684855805	-0.027835482	-0.046398447	0.1397092492	0.0878711876	-0.0526031969	-0.0506655718	0.0634363303	-0.0993117321	-0.1455601507	-0.0064969437	-0.0647047264	-0.1634856922	-0.1645329779	0.1808309728	-0.0139401887	0.1675926157	-0.0671907483	0.0453418889	0.1176268689	0.0615760023	-0.0654808387	-0.0015330647	0.005872996	0.1627494423	-0.0628759691	0.0201717716	0.1786132002	-0.0330471597	-0.0092313583	0.0508837862	0.0651271507	0.0136387972	0.0617893015	0.0881089652	-0.093824477	0.0595586737	-0.0364593636	0.1327388094	0.0277083788	0.2190376333	0.1446889382	0.1459432408	0.1165920251	-0.0178398635484455	-0.0139678593515383	0.0003182607314271	0.0001951010948643	0.0148125490037642	-0.0187378054816065	0.0002194116079889	0.0003511053542665	-0.0394072648776813	0.0219705669450291	0.000482705811886	0.0015529325251397	0.000454913585805	0.0003021845036533	9.131547424825169e-08	2.0694637054996309e-07	-0.0011183313469549	1.463684358960003e-05	1.2506650015819607e-06	2.1423719026641548e-10	0.0007392549877833	0.0003341680610015	1.1166829299356904e-07	5.46497936962487e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
