global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35
935.454829414548	n/a	875075.7378750012	n/a	998.3280924866532	n/a	n/a	996658.9802480396	891.6521158943399	n/a	795043.4957788533	n/a	949.0365251731243	729.3893719642022	n/a	n/a	n/a	n/a	-0.0382951039	-0.0515510284	0.0302731412	-0.0500874027	0.0399687682	-0.0239321473	0.1206988473	-0.0327869056	0.0107920336	-0.0248129024	0.0275608362	-0.0461599329	0.0207213126	-0.0494661455	-0.0170303997	0.0269651702	-0.0030152169	0.0456445051	-0.0069225905	0.0212224401	-0.0043773706	0.0078882095	-0.0603638841	0.0386585146	-0.0454422536	-0.000446961	0.0205045596	-0.0239021666	-0.0211661465	0.0363609635	-0.0079360818	0.055630557	-0.0306207168	0.0286291881	0.0384467296	-0.0505596431	0.0042308373	0.0603937625	-0.0564156047	0.0619039736	-0.0259361921	0.0513613514	-0.0044529011	0.0137203861	-0.0379199408	0.0492423232	-0.0290053834	0.028876198	-0.0451904203	0.022957219	-0.0039022384	-0.0511987511	0.0159652843	0.0132645156	-0.0701561892	0.0467292374	-0.011740607	0.0871416918	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.00025627260095	n/a	6.567564599767795e-08	n/a	0.0360248946292358	n/a	n/a	0.0012977930330475	0.1852603738719693	n/a	n/a	0.0343214061271818	-0.0027044346281918	n/a	7.313966658162921e-06	n/a	-0.0015178510073516	n/a	n/a	2.3038716805182667e-06	-0.0012220566308627	n/a	n/a	1.4934224090354933e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
935.8715419913298	0.4167125767817197	875855.5431092293	0.1736493716480606	999.3223594261322	0.9942669394789618	0.9885667469408616	998645.1780490116	891.8241383513512	0.1720224570112805	795350.29374613	0.0295917257161978	950.0651964114302	721.1596963581468	0.788271	21.869713	0.0727314609715499	0.0392659814038372	-0.0551436041	-0.02661761	0.0278323374	0.000801925	-0.0242525024	-0.0189508788	-0.0594106369	-0.0248924056	-0.0050185358	-0.0117062626	0.0334607977	-0.0171577504	-0.0094656106	-0.050143713	-0.0067763008	0.0272866218	0.0105200134	0.0608047465	-0.0219979529	0.0231164202	-0.0239370719	0.0080608139	0.0016098434	0.0979037974	-0.0372810635	0.007183914	0.0308738601	-0.006363887	-0.0190352317	0.0024214148	-0.0030608066	0.03895732	-0.0216025108	-0.0029091481	0.0448533369	-0.0463829491	-0.0007356203	0.0551558791	-0.0378974605	0.043707571	-0.0155417344	0.017642362	0.0050978173	-0.0029456422	-0.0283943839	0.0318846482	-0.01924711	0.0120779763	0.0055593993	-0.0294859618	0.0278339074	0.0176074181	0.0122171264	-0.0701905745	-0.0102794007	-0.0452989823	-0.003542917	0.0004179276	0.1289999139	0.1287014744	0.1282045865	0.1275100165	7.1191988268992645e-06	-0.0002491534021231	5.068299193692387e-11	6.207741778951553e-08	0.0254907031673354	-0.0105341914619003	0.0001109691897559	0.0006497759479652	0.1752442792686679	-0.0100160946033014	0.0001003221511022	0.0307105574163948	-0.0033282399375063	-0.0006238053093144	1.107718108161194e-05	3.891330639289586e-07	-0.0011548827208363	0.0003629682865152	1.317459770158529e-07	1.3337540988862552e-06	-0.0012739234651174	-5.186683425470007e-05	2.690168495604528e-09	1.6228809949767237e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
935.8869541921634	0.0154122008336798	875884.3910270847	0.0002375359345376	998.0762827538496	-1.2460766722825838	1.5527070732068378	996156.2661957424	892.529225042689	0.7050866913377831	796608.4175553028	0.4971472423016622	949.7866044590004	723.8693124114963	0.735646	20.409685	0.1162080308847899	0.0598024770812376	-0.0469062539	-0.014106621	0.0377984028	-0.0403163447	0.0126736021	0.0025923041	-0.0025280889	-0.0487034556	0.0048424561	0.023161483	0.0242567245	-0.0113698327	-0.0024747731	-0.0373042186	-0.0077802532	0.0376107051	-0.0161810031	0.0267263466	-0.0318851181	0.0393253094	-0.025769519	0.005465016	-0.0342227245	0.0202383949	-0.0370063089	-0.0082218803	0.0215476197	-0.0044529842	-0.0225699264	0.0155749249	-0.0087292645	0.0363132275	-0.0154623961	0.0321984474	0.0347047012	-0.0396994791	-0.0004073319	0.0617038212	-0.0386178636	0.041295722	-0.0152591071	0.0194378534	-0.005227724	0.0147923861	-0.0187939229	0.0258243542	-0.0411781784	0.0165203622	0.0009666391	-0.0164783933	-0.0020811066	0.0112810137	-0.0088441373	-0.027118235	0.0198047481	-0.0051888804	-0.0210240535	-0.0242113427	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0035773738521953	-0.0035844930510221	1.279760367837064e-05	1.2848590432826437e-05	0.0162811795792663	-0.009209523588069	8.48153247192011e-05	0.0002650768084923	0.1415474767894693	-0.0336968024791985	0.0011354744973221	0.0200356881854653	-0.0025519054907626	0.0007763344467436	6.512221633784306e-06	6.026951732008465e-07	-0.0010179918316637	0.0001368908891726	1.8739115538465085e-08	1.0363073693340148e-06	-0.0007928045657037	0.0004811188994137	2.314753953730501e-07	6.285390794006323e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
934.3350402626947	-1.5519139294686966	872981.9674626914	2.4084368444789703	997.7507492638056	-0.3255334900439948	0.1059720531402236	995506.5576564856	893.4279462133932	0.8987211707042206	798213.4950750817	0.8076997426719649	949.269227840342	719.1191933369838	0.700934	19.446657	0.110327506060525	0.0586394571452962	-0.0399948412	-0.0158887128	0.0467018275	-0.0304691272	-0.0065358272	0.0270628229	0.0275820947	-0.0392015499	0.0052228564	-0.0054721107	0.0278489749	-0.0128605816	0.0218183032	-0.025274231	-0.0230400464	0.0559673397	-0.0045630729	0.0066348663	-0.0204496336	0.0135536013	-0.0220409158	0.0172908543	0.0035851181	-0.0360790807	-0.0373602619	-0.0007931979	0.0188181942	-0.0081102916	-0.0164550371	0.0124483048	-0.0014914353	0.0768302567	-0.0049775681	0.0182781175	0.0311422892	-0.037047616	0.0068909886	0.0560600975	-0.041831478	0.0474774378	-0.0107018586	0.0438536706	0.0011702535	0.0184605286	-0.0013575483	0.0319535386	-0.0064016921	0.0311085789	-0.0303615656	0.0006649224	0.0095738592	0.0217766691	0.0066050269	-0.0025560156	-0.0472948684	-0.0020309819	-0.0066279652	0.0412694974	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0003581949122093	0.0039355687644046	1.2830359513262818e-07	1.548870149935715e-05	0.035041629312289	0.0187604497330226	0.0003519544741852	0.0012279157848598	0.1821569465703021	0.0406094697808327	0.0016491290358803	0.0331811531838158	-0.0017893154810497	0.0007625900097129	3.201649890724119e-06	5.81543522913921e-07	-0.0010189498804142	-9.580487505000696e-07	9.178574083347446e-13	1.0382588587961124e-06	-0.0006159122685218	0.0001768922971818	3.129088480228961e-08	3.793479225156698e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
935.073850687766	0.7388104250712786	874363.1062400466	0.5458408441940034	999.172756759273	1.4220074954674828	2.0221053171657037	998346.1978499256	892.252150864629	-1.1757953487641544	796113.9007225567	1.3824947021754197	949.1528078751104	721.7240134643384	0.7556119999999998	20.963623	0.0592854569405317	0.0400600750942364	-0.0436013324	-0.0236893649	0.0401022453	0.0021912313	0.0117805828	-0.0231464256	-0.1081567054	-0.0216737744	0.0044311601	0.018651727	0.0156113298	0.0036351861	0.0351317315	-0.0409493896	-0.0253341167	0.0083279598	-0.0118544956	0.0201411488	0.0027566275	0.0304168281	0.0046940393	0.0116666793	-0.0895132238	-0.0008571142	-0.0391637742	-0.0183263323	0.0166065092	-0.0179916896	-0.0128101955	0.0260525173	-0.0151325116	0.0459386016	-0.0047452207	0.0257026831	0.0338993445	-0.0406151845	0.0042855984	0.0525619875	-0.0273398728	0.0441135954	-0.02123698	0.0152639557	-0.0136099131	-0.0050638693	-0.028215335	0.031723731	-0.0591964529	0.008231315	0.0302645186	-0.0326936532	0.0038847082	0.0601439286	-0.0262522716	-0.0557344299	0.0557771879	-0.0348786424	-0.0139101344	-0.0680757185	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0002624890070848	-9.57059051245e-05	6.890047884036419e-08	9.159620275699796e-09	0.0107688654586866	-0.0242727638536024	0.0005891670650927	0.0001159684632672	0.1832100581313369	0.0010531115610347	1.1090439599851478e-06	0.0335659254004878	-0.0024062904635821	-0.0006169749825324	5.790233795126158e-06	3.806581290708553e-07	-0.0010188334185448	1.1646186940002247e-07	1.3563367024147888e-14	1.0380215347436835e-06	-0.0005557262005082	6.018606801360001e-05	3.622362782937686e-09	3.088316099312801e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
936.9772532919388	1.9034026041728112	877926.3731865061	3.622941473571839	999.9136296708062	0.740872911533188	0.548892671043663	999827.2668014462	893.2675197668243	1.0153689021952914	797926.8618703738	1.0309740075452714	950.7675353139284	722.8701695196573	0.753672	20.9098	0.0703102867875747	0.0430611731111229	-0.0280239474	-0.010118454	0.0375524833	-0.0609675846	0.0274891589	-0.0041173204	0.0519137264	-0.0175557338	0.002972621	-0.0022695092	0.0017494916	-0.0178278592	0.013997152	-0.0202266474	-0.017369234	0.0321247603	-0.0148231973	0.0004424027	-0.0128166327	-0.0268422175	0.0513397418	0.0747598275	-0.0739700955	0.0325762935	-0.0213344938	0.0055131958	0.0298525331	-0.00459818	-0.0029092049	0.0024567937	-0.0041149223	0.0403371394	-0.0011392421	0.0350185034	0.0248349503	-0.0423761554	0.0043787233	0.0517273742	-0.0348036055	0.0457696588	-0.0052627778	0.0294499487	-0.0105942139	0.0085032553	-0.0366310478	0.03597534	-0.0254795159	0.0154865049	-0.0200083313	-0.0161773732	-0.029216745	-0.0009958553	0.024846085	-0.0118329677	0.0006276707	0.0141046842	0.0177623827	-0.0175500743	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.000234710155567	-2.777885151780001e-05	5.5088857126285335e-08	7.7166459164798e-10	0.0479421364008345	0.0371732709421479	0.0013818520725383	0.0022984484426762	0.1683198324440979	-0.0148902256872389	0.0002217188210169	0.0283315659940091	-0.0027507784228139	-0.0003444879592318	7.5667819314185265e-06	1.186719540556903e-07	-0.001018765222005	6.819653980004621e-08	4.650768040699287e-15	1.0378825775668968e-06	-0.0005359021301464	1.982407036179993e-05	3.929937657095943e-10	2.871910930954491e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
936.1826313485124	-0.7946219434264776	876437.9192386246	0.6314240329748723	998.3317616949018	-1.5818679759044016	2.5023062931918885	996666.3064088464	893.701897782889	0.4343780160646702	798703.0821007374	0.1886842608402788	950.257986541282	727.0371392393055	0.7868429999999998	21.830116	0.1125707451052614	0.0585164788451946	-0.0330033234	-0.0341371756	0.0155269178	-0.0151457645	0.0172873176	0.010464459	0.033991756	-0.0327141238	0.0166327892	-0.0265731816	0.0205612812	-0.0392639228	0.0113435243	-0.012034339	-0.0057790902	0.0218001081	-0.0204986065	-0.0081441145	0.0256760054	-0.0224978032	0.0141751773	0.000211822	-0.0594733309	-0.0633661449	-0.0225840529	-0.0049945701	0.0120032822	-0.0044823466	-0.0053702739	0.0322261625	0.0016312639	0.0450978521	0.009582415	0.0448483429	0.0211663029	-0.0349712478	-0.002978564	0.0343710605	-0.0154508111	0.0643550308	-0.0156004554	0.0514096511	-0.0130448917	0.0053514663	-0.032122921	0.0252922692	-0.0440025004	0.0237435145	0.0041475793	0.008401877	-0.0098149487	0.0005522801	-0.0186737231	0.0609889221	-0.0105483393	-0.009092274	0.055853572	0.0468362521	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-2.1398709293407592e-05	-0.0002561088648604	4.5790475942376846e-10	6.559175066008653e-08	0.026427971302013	-0.0215141650988215	0.0004628592998993	0.00069843766714	0.1337501329284833	-0.0345696995156145	0.0011950641245998	0.0178890980583869	-0.0021921257508819	0.0005586526719319	4.805415307679534e-06	3.120928078567626e-07	-0.0004599054249092	0.0005588597970957	3.1232427280995865e-07	2.1151299986091179e-07	-0.0005430050936379	-7.10296349149995e-06	5.0452090361581146e-11	2.9485453171670454e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
937.4346121555326	1.2519808070202316	878783.6520671938	1.5674559411470304	1003.048390504277	4.716628809375152	22.24658732542766	1006106.0736932204	895.1634461252313	1.4615483423423257	801317.5952787999	2.1361235570036	951.6811041391828	727.5306703623073	0.70262	19.493441	0.1185194425031171	0.0624943271061802	-0.0292338186	-0.0052338307	0.0002005617	-0.004511761	0.0044997929	0.0028454045	-0.0077663312	-0.0049289283	-0.0445201517	0.0384276948	-0.0091860547	0.0020228108	0.0075479122	0.0001371645	-0.025854915	0.030991152	-0.0108436346	-0.0659899552	0.0005357662	-0.0786317861	0.020596781	-0.0033052804	-0.0089040898	0.0315765501	-0.0121333057	0.0069580149	0.0381473014	0.0186998279	0.0109307514	-0.0103390557	-0.0007863067	0.0097943276	-0.0016432504	0.0251956427	0.023266361	-0.0282979491	-0.0061035234	0.0228191211	-0.0221687501	0.0349834228	-0.0030348285	0.0349963326	-0.011364247	0.006851739	-0.0332569885	0.0201274473	-3.0152e-05	0.0144200352	0.0120719728	-0.0102634681	0.0278147706	0.0089817279	-0.0094171655	0.0262207492	-0.0119935411	-0.0261714583	0.061395391	0.0122771684	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.008497034325444	0.0085184330347374	7.219959232777359e-05	7.256370136730557e-05	0.0774786514165413	0.0510506801145283	0.0026061719401558	0.0060029414253259	0.1247782727069619	-0.0089718602215214	8.049427583451821e-05	0.0155696173397329	-0.0027450478929712	-0.0005529221420892	7.535287934705625e-06	3.0572289521262e-07	-0.000528773582739	-6.886815782980004e-05	4.742823162870249e-09	2.7960150180263813e-07	-0.0001652260109104	0.0003777790827275	1.427170353464313e-07	2.729963468136362e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
938.2115164827036	0.7769043271709961	880240.8496607743	0.6035803335770181	1002.076084600116	-0.9723059041609758	0.9453787712662928	1004156.4793274988	894.9980130111962	-0.1654331140350677	801021.4432939894	0.0273681152193397	951.101476774828	731.956856115265	0.844392	23.426743	0.1497705070808218	0.0920838306134209	-0.0174181805	-0.0095857791	-0.0196599349	-0.095643235	0.0023232672	-0.0072640852	0.1307500946	-0.014664139	-0.0255923779	0.0435003503	-0.0088949718	-0.0139350254	0.0245785022	0.0009338627	-0.0234596403	0.0357759386	-0.0020292061	-0.0420526572	-0.021663413	-0.0442907891	-0.0058308591	-0.0039324962	0.0300549298	-0.0419308594	-0.0127620955	-0.0052526318	0.0330617565	0.0079956836	-0.0049815907	-0.001417751	0.0037004505	0.0098452255	0.015141565	0.0088564214	0.0167653193	-0.0261771779	-0.0062524079	0.0270296849	-0.0403839632	0.0313409908	0.0024452863	0.0287810218	0.0004593459	0.0134828701	0.0032191418	0.0200932322	-0.0011687656	-0.0022006785	-0.0296846438	-0.0063045166	0.0155108607	-0.0575413232	0.0076520491	0.0316990352	-0.0526521073	0.0022914214	-0.022169623	0.0429711845	0.1259161521	0.1165232592	0.1013839798	0.0812449131	4.818306000231587e-05	-0.0084488512654416	2.321607271186771e-09	7.138308770555555e-05	-0.009573484169735	-0.0870521355862763	0.0075780743101314	9.165159914816663e-05	0.1405453822636957	0.0157671095567338	0.000248601743774	0.0197530044756483	-0.0025146873807483	0.0002303605122229	6.323652622894745e-06	5.3065965591596926e-08	-0.0006903177149808	-0.0001615441322417	2.6096506661756163e-08	4.7653854761631306e-07	-0.0005433695798931	-0.0003781435689827	1.4299255876297406e-07	2.95250500353204e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
933.1426355650052	-5.06888091769838	870755.1783092042	25.693553757806768	995.759782096408	-6.316302503708016	39.89567731834815	991537.543640686	894.2335529885097	-0.764460022686535	799653.6472904538	0.5843991262858976	948.8528549234144	723.7200217633323	0.8661149999999999	24.029432	0.0758761715280978	0.044318339274546	-0.029405971	-0.0403592083	0.0334900192	0.0690749594	-0.0402831638	0.0094968676	-0.0531007212	-0.0381136962	0.0270188864	-0.0346186603	0.0160184951	-0.0217178716	0.0246002249	0.0064961253	-0.009904206	0.015979985	-0.0337158117	0.0139507336	0.021554616	0.0227983922	-0.0113897008	0.0666123534	-0.022165547	-0.1005857579	-0.023900519	-0.003314786	0.0088979149	-0.0038098212	-0.0087505488	0.0280785837	0.008721912	0.0610089072	0.0145304085	0.0298008005	0.0112202885	-0.0239198862	0.0054598531	0.0282366587	-0.0049544332	0.0231981303	-0.007660474	0.0236410965	0.0067040944	-0.0116179641	-0.0064176561	-0.0036352406	-0.028705272	0.0360976649	0.0454079895	0.0333209875	-0.0020015801	0.0945600967	-0.0013791926	-0.0420975982	0.0151772059	-0.0190252627	-0.0114215696	-0.0325748136	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0001165422436031	6.835918360078413e-05	1.35820945440443e-08	4.672977982565713e-09	0.0063911246509462	0.0159646088206812	0.0002548687347973	4.084647430393219e-05	0.1697698141645816	0.0292244319008858	0.0008540674199295	0.0288217898014765	-0.0019031892717978	0.0006114981089504	3.62212940428624e-06	3.7392993725003756e-07	-0.0006909835774671	-6.658624862999982e-07	4.4337285066161533e-13	4.774583043292318e-07	-0.0005431581188713	2.1146102180001538e-07	4.4715763740706586e-14	2.950207420958093e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
