global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36
5157.003146125142	n/a	n/a	26594681.449144613	3530.5860101826984	n/a	12465037.575297784	n/a	4856.012641657411	n/a	23580858.77593659	n/a	4831.935322849616	3889.428452885151	n/a	n/a	n/a	n/a	-0.0051345478	-0.0282117211	-0.0320536316	0.030979822	-0.0341993422	0.018763093	0.0070727421	0.020174787	-0.0347972825	-0.0313171649	-0.0955848696	-0.009437732	0.0064976412	0.0391270597	-0.0408835519	0.0097506912	-0.075885806	0.0195439661	-0.0087993061	0.0060869359	0.0398903419	0.0154244607	-0.0216588856	0.0641109262	-0.0422569957	-0.0502749993	0.0030772145	0.0403061678	-0.0259245257	0.0227598251	-0.0099436669	0.0235485903	-0.0055255892	0.0384796877	-0.0024020363	0.0322636887	-0.0160914823	-0.0341167125	0.0091515697	-0.0564378275	0.0246127846	-0.0503735694	0.0533611284	-0.0676567782	0.10265449	-0.0081836391	0.0401286964	-0.0917613593	0.0417350715	0.1054052417	0.105393201	0.1053731342	0.1053450429	-0.0215518811553039	n/a	0.0004644835813323	n/a	-0.0780080783291339	n/a	0.0060852602846042	n/a	0.331539830956828	n/a	0.109918659510882	n/a	-0.0023230022058227	n/a	5.396339248257129e-06	n/a	-0.0007039991100017	n/a	4.956147468831857e-07	n/a	-1.817694576164908e-06	n/a	3.3040135722193243e-12	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5166.715943536737	9.712797411594693	94.33843355868056	26694953.64119671	3588.583341280619	57.99733109792078	12877930.397316772	3363.6904144818486	4859.5426775365095	3.53003587909825	23615155.034798708	12.461153307720954	4834.871434654667	3890.401950863004	0.610253	14.311807	0.0257878510327199	0.0186203954745215	0.0064123092	-0.0293447706	-0.0182242719	0.0466616975	-0.0388463165	-0.0083986266	-0.0095904331	-0.0064531536	-0.0263132828	-0.0048116828	-0.0932064526	-0.0098824844	0.008847095	0.0341046313	-0.0247673734	0.0320044652	-0.039910577	-0.1022252202	-0.0079462361	0.007470389	0.0281647513	0.0073423456	-0.0110677648	0.0673612543	0.0867311101	-0.0478398187	0.0043702587	0.0376804157	-0.0310447875	0.0236603715	-0.0131299924	0.016430143	-0.0038745583	0.0407063503	0.0065391425	0.0620503065	-0.0127164263	-0.052411969	-0.0542032613	0.039151317	-0.0659411615	-0.0411552674	0.0362294991	0.0403569698	-0.0602267318	0.0118029618	0.0570154845	0.030679581	0.0177686409	0.1053731342	0.1052647956	0.1050843138	0.1048318124	-0.0215550315806041	-3.150425300198212e-06	0.0004646193864408	9.925179572128992e-12	-0.0771855827454572	0.0008224955836766	0.0059576141837558	6.7649898516767e-07	0.3129299337347362	-0.0186098972220917	0.0979251434272264	0.0003463282746168	-0.0024500030357085	-0.0001270008298858	6.002514874980866e-06	1.6129210791681964e-08	-0.0007039984882366	6.217651000181915e-10	4.956138714394182e-07	3.865918396006316e-19	-1.8623989582891925e-06	-4.470438212428449e-08	3.4685298798366695e-12	1.998481781114047e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5169.223897237688	2.507953700951475	6.289831766116201	26720875.699773192	3590.7110873413085	2.127746060689333	12893206.112755802	4.527303298778974	4864.9286341449015	5.385956608392007	23667530.615322977	29.00852858748153	4839.586603249585	3930.3212038517	0.623965	14.633383	0.0656972112562524	0.0333801831126747	0.0322068959	-0.0364229238	-0.0311505066	0.0458945861	-0.0204998462	-0.015610694	0.0480287054	0.0030602617	-0.0269514102	-0.0633150022	-0.0168812194	-0.0323571243	0.0269036072	0.0436167904	-0.0439354447	0.0178258253	-0.0650996452	0.0096804461	-0.0279355608	0.0302542901	0.0422216975	0.0141198353	-0.0349711021	0.07896965	-0.0142133448	-0.0465231614	0.0024258739	0.0347287145	-0.0322956451	0.0237988368	-0.0184322339	0.0264684819	0.0118677038	0.0237124442	0.0161944681	0.0582128277	-0.0408541047	-0.0422574844	0.0038161306	-0.0471280407	-0.0061199363	-0.0916824495	0.067098111	-0.0880930758	0.0045323901	-0.0046321941	0.0548603585	-0.0506263512	0.0461773366	0.1053089291	0.1050081413	0.1045074645	0.1038078519	-0.0325815443163435	-0.0110265127357393	0.0010615570300378	0.0001215839831114	-0.0581216876282439	0.0190638951172133	0.0033781305727551	0.0003634320970401	0.302595652860802	-0.0103342808739342	0.0915641291302549	0.0001067973611813	-0.0020640399819482	0.0003859630537603	4.260261047080726e-06	1.4896747886797626e-07	-0.0007038754332295	1.2305500709998852e-07	4.954406255040163e-07	1.5142534772378225e-14	-0.0001212267407782	-0.0001193643418199	1.46959226797049e-08	1.4247846098100509e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5164.63932115203	-4.584576085658227	21.018337885189315	26673499.3175897	3618.356768697103	27.64568135579429	13092505.70557614	764.2836976261123	4863.261046964359	-1.667587180542796	23651308.01092087	2.7808470047106715	4840.714147827554	3961.944331765175	0.639954	15.008354	0.0680171692647256	0.036173089212522	0.0294195892	-0.0559660035	-0.0319607356	0.0577587136	0.0102639533	-0.0477997918	0.0048503725	-0.0013482792	-0.0309462927	0.0360115095	-0.0247514058	-0.0243691856	0.0059712794	0.0507836138	-0.0124906857	0.0159654325	-0.079401435	0.0100511195	-0.0258585041	0.0069653574	0.0457214249	-0.0202160539	-0.0223006236	0.0682512973	-0.0163491442	-0.0476305017	0.0034923808	0.0358015352	-0.0276203733	0.0193555483	-0.0113621502	0.013449918	-0.0024633597	0.0384117212	0.0115578759	0.0664015606	-0.0449356223	-0.0507776771	-0.0733128119	0.006060865	-0.0255062515	0.0553277433	0.0243594901	0.0595217306	0.0697247844	0.0024530336	0.03842875	-0.0472568642	0.0088515472	0.1052126458	0.1046235507	0.1036441676	0.10227815	-0.0388912735416795	-0.006309729225336	0.0015125311576937	3.981268289705924e-05	-0.0820874406222458	-0.0239657529940018	0.0067383479079107	0.0005743573165695	0.3128412589708347	0.0102456061100327	0.0978696533144568	0.0001049724445619	-0.002450102509106	-0.0003860625271578	6.003002305127517e-06	1.4904427487546708e-07	-0.0007031519048772	7.235283522999533e-07	4.944226013324349e-07	5.234932765818853e-13	-0.0002843623039752	-0.000163135563197	8.086191992208406e-08	2.6613211979602384e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5153.922136425752	-10.717184726277992	114.85804845716628	26562913.388339385	3585.93484085083	-32.421927846272865	12858928.682827868	1051.1814052689238	4859.322175468495	-3.9388714958640776	23613012.004999865	15.514708660930516	4836.10966293994	3876.180945146084	0.61156	14.342458	0.0180548485577228	0.0131068000291797	-0.0106470071	-0.0272960174	-0.0185155966	0.0330022113	-0.0345867721	-0.017971265	-0.0209589752	-0.0338786644	-0.0258025536	-0.0040241932	-0.0247870642	-0.0108536632	0.0163685379	0.0314129478	-0.0175186245	0.0331145514	-0.0691091814	-0.0125501107	-0.0106390264	0.0161027621	0.0286322825	-0.0085356719	-0.015011415	0.0739143414	-0.0009920156	-0.0482129502	-0.0006032549	0.0406468507	-0.025634395	0.0257240467	-0.016526088	0.0167450132	-0.0194673604	0.033719289	-0.0009111527	0.0413226198	0.0003200092	-0.0443232548	-0.0489294871	0.0032666704	-0.0411418807	-0.0048467222	0.0119251276	0.0371604409	-0.0779576139	-0.0229763878	0.0896185369	0.0317673222	0.0382927393	0.1050843138	0.1041114925	0.1024967892	0.1002501592	-0.0389106481296295	-1.937458795000374e-05	0.0015140385378678	3.7537465823243016e-10	-0.0916208144752914	-0.0095333738530456	0.0083943736451157	9.08852170219336e-05	0.3127773750599374	-6.388391089728884e-05	0.0978296863493847	4.08115407153274e-09	-0.0024501614443054	-5.893519939995442e-08	6.003291103160724e-06	3.4733577283123884e-15	-0.0007029458703491	2.060345280999881e-07	4.941328966408538e-07	4.24502267693848e-14	-0.0004528616583643	-0.0001684993543891	2.05083681616464e-07	2.8392032429543517e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5152.668947659584	-1.253188766168023	1.5704820836497315	26549997.284175325	3604.673496348063	18.73865549723314	12993671.015274169	351.1372098439858	4851.777255787569	-7.5449196809258865	23539742.53977755	56.925812991622784	4829.433560981624	3847.582193303109	0.552354	12.953941	0.0530860705488882	0.0351209116040887	-0.0386207991	-0.0096256128	-0.0094668223	0.0271459593	-0.0488460888	-0.018207612	0.0121302112	-0.0627875907	0.0116442411	-0.0605301147	0.0252559887	0.0144285907	0.0125301907	0.0492196048	0.0205276137	0.0128063362	-0.0992041512	0.0121786348	0.0127354883	0.0146848784	0.0385021209	-0.0477205996	-0.0111190977	0.0886576518	-0.0257356186	-0.0460922528	0.0048023318	0.0405830192	-0.0324930755	0.0290392947	-0.0099670223	0.0004049201	-0.0136995366	0.0274841472	-0.0104646968	0.00428408	0.0168161016	-0.0345023343	0.0162390382	-0.0514917972	-0.0038408289	-0.0841526593	0.0064444327	-0.0240031937	-0.0714083678	-0.0148871729	0.078075424	0.0020486075	0.0410877059	0.104923972	0.1034725904	0.1010684743	0.0977337597	-0.0334005982651319	0.0055100498644976	0.0011155999644687	3.036064950925004e-05	-0.091524137944404	9.667653088739347e-05	0.0083766678264662	9.346351624421144e-09	0.3126360572221642	-0.0001413178377732	0.0977413042754203	1.997073127289638e-08	-0.00206652830144	0.0003836331428654	4.270539220652491e-06	1.4717438830478445e-07	-0.0001415340326196	0.0005614118377295	2.0031882389566e-08	3.1518325154281453e-07	-0.0004511461126446	1.7155457197000129e-06	2.035328149543341e-07	2.943097116381035e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5164.498022090947	11.829074431363551	139.92700190273894	26672039.820181303	3562.94584119161	-41.72765515645324	12694583.067264589	1741.1972048558785	4858.64521979039	6.867964002821282	23606433.371792007	47.16892954404892	4836.0412566023415	3901.270589226485	0.614961	14.422226	0.0705888686692434	0.0387399192168633	-0.0003554107	-0.0392225914	-0.0176139989	0.0512781915	-0.0271684045	-0.0015421249	0.0405891488	0.081640926	0.0148178509	0.002073924	-0.0357484012	-0.0024569848	0.007356518	0.0481032778	0.0531776757	-0.0246260181	-0.0677782894	-0.0209889886	-0.0041227023	0.0101666712	0.0411705203	-0.0801352175	-0.0096917508	0.0459696067	0.0095552254	-0.0460007079	0.0040362966	0.0352865461	-0.0303427429	0.0248572851	-0.0187054528	-0.0030639981	0.0077390697	0.011498043	0.0143617839	0.0043682692	-0.0209628089	-0.0486759817	-0.0284790763	-0.0498859205	0.0244933521	0.0654981218	0.0081093294	0.0628548004	0.0897263839	0.0157799016	0.0551290243	-0.0400857659	0.0350353002	0.1047316694	0.102707623	0.0993631376	0.0947412111	-0.0387675344793052	-0.0053669362141733	0.0015029217296041	2.8804004327004837e-05	-0.0651134574195708	0.0264106805248332	0.0042397623371302	0.0006975240457848	0.3126884954977953	5.243827563111703e-05	0.0977740952166747	2.7497727511650013e-09	-0.0019510018497872	0.0001155264516527	3.806408217873076e-06	1.3346361031486718e-08	1.745219224225103e-05	0.0001589862248618	3.04579014060487e-10	2.5276619695823057e-08	4.9517483932864166e-05	0.0005006635965774	2.451981215041461e-09	2.5066403693788186e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5167.737659705393	3.2396376144452006	10.49525187292819	26705512.519537367	3627.7770372517903	64.83119606018045	13160766.232011378	4203.083982593556	4860.863648059321	2.218428268931348	23627995.405024573	4.921423984393736	4836.9968430427225	3920.82061533928	0.591567	13.873588	0.0360204141038993	0.0191067182339091	0.0178700371	-0.0455101001	-0.0230116096	0.0398232005	-0.0324210905	-0.0508149842	0.0362189952	-0.0109163814	-0.0604958773	-0.0283199886	-0.0111457905	-0.0100867829	0.0192307493	0.0386308211	0.0129625383	0.0180238918	-0.0664567701	-0.0309967908	-0.0091454926	0.0190560539	0.0330644439	-0.0245352549	-0.0056836197	0.0634178832	0.0117921667	-0.0454253053	0.0026932034	0.0319767067	-0.0241943883	0.019650323	-0.0133512458	2.21084e-05	0.0077006004	0.0091291369	0.0071455217	0.0178421391	-0.0003779191	-0.0560783186	-0.0286509524	-0.014676983	-0.0242690593	-0.0233297836	0.0154769209	0.0487952415	-0.0967861102	-0.0309569116	0.1086280044	0.0505358469	0.0206883202	0.1045074645	0.1018175221	0.0973854535	0.0912870929	-0.0323230670280594	0.0064444674512458	0.0010447806621004	4.1531160730166535e-05	-0.0765560692997837	-0.0114426118802129	0.0058608317466332	0.0001309333666411	0.3127594924582269	7.099696043155745e-05	0.0978185001227276	5.0405683905201355e-09	-0.0020689957024413	-0.0001179938526541	4.280743216720569e-06	1.3922549264157497e-08	-0.0002250504160077	-0.0002425026082499	5.0647689745238825e-08	5.880751500802922e-08	4.876718859673384e-05	-7.502953361303256e-07	2.3782386836294073e-09	5.629430914189183e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5155.1970892869695	-12.540570418423158	157.26590641943	26576057.02939284	3637.113798217773	9.336760965982648	13228596.781186117	87.17510533589724	4862.170826232511	1.3071781731896408	23640705.14346654	1.7087147764634063	4839.557055096294	3908.4469220519054	0.6069	14.233179	0.0315625879060581	0.0229519750497004	-0.0062785395	-0.030982058	-0.0278155052	0.0186621994	-0.0254164046	-0.0580429579	0.077516017	-0.0474784184	0.027256259	-0.0903709074	0.1043640182	-0.0194139727	0.0046926378	0.0307685501	-0.032788318	0.0208424263	-0.0677257118	-0.0188059618	-0.0197677163	0.0066858541	0.0249254036	0.0130091049	-0.0224516468	0.0662336404	-0.0072717561	-0.0433394097	0.0031320313	0.0308159335	-0.0156803581	0.0174610652	-0.0193526992	0.0143194745	0.0079261364	0.0111944053	-0.0121200458	0.003343609	0.0010889099	-0.0235050388	0.0289149255	-0.0630602382	0.0272319134	-0.0751756203	0.0171668911	-0.0454038929	-0.0415348965	-0.037707541	0.0635447264	0.0067455114	0.0160029063	0.1042514257	0.1008033722	0.0951408427	0.0873882332	-0.0312209125072087	0.0011021545208507	0.0009747453777827	1.214744587831637e-06	-0.0804116806608874	-0.0038556113611036	0.0064660383867085	1.4865738967871904e-05	0.33371283823233	0.0209533457741031	0.1113642584010772	0.0004390426991291	-0.002168997278044	-0.0001000015756026	4.704549192162281e-06	1.0000315123022481e-08	-0.0002380529891528	-1.3002573145100006e-05	5.666922564458312e-08	1.6906690839367587e-10	4.874181234452079e-05	-2.5376252213047887e-08	2.3757642706284797e-09	6.439541763802177e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5152.489213029472	-2.707876257497446	7.332593825918376	26548145.09038507	3544.273016293844	-92.84078192392872	12561871.214028664	8619.410788246489	4863.791091220831	1.620264988319832	23656463.77903912	2.625258632375065	4841.747313804246	3889.954582712054	0.616733	14.46379	0.0416387876233083	0.021393684512189	-0.0146772176	-0.0286336426	-0.0323321101	0.0295222654	-0.0070047344	-0.0047680605	-0.0101112711	0.033600245	0.0057803411	0.0019580513	-0.1135090048	-0.0253886207	-0.0070902034	0.0404018773	-0.0351618243	0.0242483195	-0.053424224	0.0150775281	-0.0270222207	-0.0076022377	0.0368126228	0.0133021189	-0.0083446743	0.0570039842	-0.0273453892	-0.045396893	0.0015763758	0.0289395221	-0.0098288743	0.0147231363	-0.0099001492	0.0173863536	0.0092991556	0.0172656275	-0.0054676609	-0.017931982	-0.010585685	-0.0520412987	0.0436092906	-0.0784339259	0.0504472925	0.0333799897	0.0168547049	-0.0087230355	0.1103182548	-0.0155049188	0.0636818708	-0.0501945508	0.0339951261	0.1039636308	0.099666409	0.0926354574	0.0830636267	-0.0388498611175833	-0.0076289486103745	0.0015093117088555	5.820085689973651e-05	-0.0938307502597268	-0.0134190695988394	0.0088042096943032	0.0001800714288984	0.3290724254379711	-0.0046404127943588	0.108288661183629	2.1533430902049724e-05	-0.0024499975776056	-0.0002810002995615	6.002488130273308e-06	7.896116835370889e-08	-0.0002000593185618	3.799367059099999e-05	4.002373094341177e-08	1.4435190049774178e-09	4.875497458663039e-05	1.3162242109600321e-08	2.3770475469429756e-09	1.7324461735173587e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
