global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45
2217.146495260401	n/a	n/a	4915738.58144548	2751.693786090353	n/a	7571818.692408262	n/a	2446.7015319368734	n/a	n/a	5986348.386382243	2434.006814547948	1702.1719049222208	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0913105151151114	n/a	0.0083376101705869	n/a	0.5926156199547847	n/a	0.3511932730143938	n/a	1.946587970446629	n/a	3.789204726687526	n/a	-0.0001201188785699	n/a	1.442854498889038e-08	n/a	-0.0080704494566532	n/a	6.513215443239393e-05	n/a	-0.0025070274794112	n/a	6.285186782522876e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2275.0508531760443	57.90435791564323	3352.914665622915	5175856.384537047	2722.7515362283457	-28.94224986200743	7413375.928033817	837.653827074869	2432.643595909005	-14.057936027868436	197.62556536364136	5917754.864717094	2420.618029117584	1887.585642224792	3.373947	91.554039	1.4922722173159642	0.849228356863444	-0.0586778716	0.1368770389	0.0735183513	-0.1093599535	-0.0670776572	-0.1710623164	0.2179919323	-0.1587515214	-0.0539067311	-0.0811003156	0.2296312547	-0.0061093595	-0.0728738439	0.1396982357	-0.1256799511	-0.1086644789	-0.0118047308	-0.2789882865	0.2131523611	0.065278475	0.2620421658	-0.1395983184	0.0502016099	0.1120461746	-0.1388590713	0.2991000127	-0.0870145342	0.027014944	-0.0277428781	0.0808833341	-0.1025484852	-0.1017311661	0.0145307761	-0.1280856102	-0.2531316678	-0.2545610219	0.1381054458	-0.0906594769	0.0458302485	-0.2268796646	0.0393417396	-0.2126225105	-0.1755893828	0.1987495853	-0.2260085483	0.0344173192	-0.3158042737	0.0344854388	-0.4593181637	0.0409496524	-0.2146610805	0.1695294768	-0.2093053145	0.0640580349	-0.060706139	0.0101684512	0.0855322706	-0.1133449351	0.0817849534	0.0817815676	0.0817759247	0.0817680248	0.0817578682	0.0817454551	0.081730786	0.0817138611	0.0	0.0305238790778901	-0.0607866360372213	0.0009317071939616	0.0036950151207216	0.0666923868739388	-0.5259232330808459	0.0044478744669431	0.2765952470942097	1.252626898822882	-0.693961071623747	1.5690741476546304	0.4815819689291793	-0.001749343175606	-0.0016292242970361	3.0602015460392844e-06	2.6543718100527744e-06	-0.0060488631061905	0.0020215863504627	3.658874487743258e-05	4.0868113723771e-06	-0.001925812595427	0.0005812148839842	3.7087541527052783e-06	3.378107413647672e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2254.1787376485413	-20.87211552750296	435.64520659343	5081321.781266771	2690.860957668139	-31.890578560206905	7240732.693502692	1017.0090009047284	2444.450268645785	11.80667273678	139.39752111342418	5975337.11588245	2426.943079812186	1765.9845234865395	2.324381	63.073441	0.6500690800986647	0.3186999007384921	-0.1947610848	0.0831678907	0.1330855669	-0.1669880019	-0.1235793083	-0.2338626066	0.2103155668	-0.1887855321	-0.0255454522	-0.0719887074	0.3252352008	-0.0332813024	-0.0662961208	0.1864439768	0.0449496829	-0.0437101312	0.0448603953	0.0740412133	0.1430520289	0.2955987656	-0.0031676794	0.0011667112	-0.0168586879	0.1130661242	-0.1849197611	0.2523021478	-0.1265099499	0.0030979844	0.0513430946	-0.0174271132	-0.0661486603	-0.0807235199	-0.1541214267	-0.0616946488	-0.2854758494	-0.1726697064	0.2101313381	-0.0453406765	-0.005185278	-0.0111141701	0.0036880232	0.1463225597	-0.0877371713	0.0117818645	-0.0861771136	-0.0873436615	0.2029308904	-0.047517481	0.1926375016	0.0223946685	0.1811765359	-0.1061569742	0.0830818044	-0.0623811108	0.005015564	-0.055016373	-0.022152966	-0.0654597156	0.0817759247	0.0817454551	0.081694681	0.0816236149	0.0815322745	0.0814206823	0.0812888663	0.0811368591	0.0	0.0066070167776643	-0.0239168623002258	4.365267070033756e-05	0.0005720163022879	-0.1449387957833039	-0.2116311826572427	0.0210072545231142	0.0447877574729032	1.1091560365823057	-0.1434708622405762	1.230227113486969	0.0205838883120544	-0.0062050737246451	-0.0044557305490391	3.850293992828102e-05	1.9853534725640283e-05	-0.005324352199072	0.0007245109071184	2.8348726339762845e-05	5.24916054533671e-07	-0.0016850505935722	0.0002407620018548	2.839395502898024e-06	5.796634153713073e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2270.0192507149086	15.840513066367294	250.92185420575296	5152987.398616275	2707.1522413170856	16.291283648946774	7328673.25766812	265.4059229304405	2436.3724066890886	-8.077861956696324	65.25185379144177	5935910.504075982	2422.6968748910085	1830.064054655891	1.525493	41.395157	0.201092546625393	0.1188417355157228	-0.1249731852	0.1307707635	0.1839381494	-0.0691635794	-0.1028568617	-0.2487616308	0.2070066816	-0.1110039747	0.0467739565	-0.0989249431	0.375065325	0.0017200693	-0.1082564195	0.1239776366	-0.0704328223	-0.1079871633	-0.0437231809	0.0581539183	0.0763948585	-0.0111988298	0.0008873414	0.273966081	-0.0317247767	0.1359746674	-0.2402882154	0.2601881851	-0.0520669827	0.0440594265	0.0308299069	0.0558468246	-0.0733976604	-0.1587292742	-0.115695371	0.079566213	-0.2683139065	-0.2056533169	0.121313872	-0.080452054	0.0267973235	-0.0146835627	0.0232881883	0.0331026201	-0.2052437149	0.0259185646	-0.0951164109	-0.0565854916	0.0111944632	0.0435791491	0.0487609503	-0.0227018793	-0.0011765183	-0.040192686	0.0304078266	-0.0086194705	-0.0053944052	-0.0411430425	-0.0760884033	0.039124579	0.0817578682	0.0816732462	0.0815322745	0.0813350502	0.0810817094	0.0807724271	0.0804074164	0.0799869293	0.0	0.0139715866039438	0.0073645698262795	0.0001952052322315	5.423688872614647e-05	-0.1388059414731941	0.0061328543101097	0.0192670893882597	3.7611901989032255e-05	1.037520921523857	-0.0716351150584486	1.0764496625997135	0.0051315897094371	-0.0050068078749388	0.0011982658497063	2.506812509654918e-05	1.4358410465723623e-06	-0.0061391302151752	-0.0008147780161031	3.76889197988771e-05	6.638632155250663e-07	-0.0013788943107706	0.0003061562828016	1.9013495202755284e-06	9.373166949889327e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2271.725677335792	1.706426620883576	2.91189181246014	5160737.553066764	2697.584116264012	-9.568125053073343	7276960.064319892	91.5490170312498	2449.5031487763817	13.130742087293129	172.4163877630111	6000065.675865409	2428.515544959477	1727.8936703356703	1.644207	44.616516	0.3328991856875112	0.1941780687605316	-0.2544168101	0.0899994676	0.1317362693	-0.1425327126	-0.1024685629	-0.2241063031	0.2749370899	-0.0729333368	0.0186860224	-0.052081753	0.361900861	0.0185519256	-0.0586762491	0.1665049089	0.0549712103	-0.0422193984	0.0271512136	0.0931163394	-0.0386084021	0.0063918613	-0.1249098769	0.036008792	-0.0174890698	0.0975306595	-0.2500056304	0.2085277125	-0.1317685549	-0.0143494017	0.072192756	0.0372336601	-0.0548300081	-0.0664310729	-0.0956916082	0.0281014758	-0.2961648061	-0.1096593739	0.1968612779	-0.0510657889	0.0325205656	0.0788703643	-0.0337465848	0.1809578158	-0.0870806512	-0.0608452115	-0.0357461074	-0.013762072	0.2107784864	-0.0716192176	0.2273863224	-0.0329489111	0.0829707753	-0.0314380551	0.1579332824	-0.1327608699	0.022079861	-0.0986463913	0.0041569875	0.0509426358	0.081730786	0.0815649727	0.0812888663	0.0809028402	0.0804074164	0.0798032648	0.0790912023	0.0782721918	0.0	-0.0254012556944616	-0.0393728422984054	0.0006452237908554	0.0015502207106551	-0.127256979922862	0.0115489615503321	0.0161943389390877	0.000133378512891	0.8645055811599534	-0.1730153403639036	0.7473698998567087	0.0299343080012374	-0.0060761623769575	-0.0010693545020187	3.691974923115382e-05	1.1435190509876633e-06	-0.0066601356496311	-0.0005210054344558	4.435740687148707e-05	2.7144666273258093e-07	-0.0019677752037934	-0.0005888808930227	3.872139252664156e-06	3.4678070616733015e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2312.775044085139	41.04936674934697	1685.0505105223929	5348928.404543017	2796.360325556216	98.77620929220392	7819631.070344867	9756.739522137274	2445.2174375163977	-4.285711259984055	18.367321003954117	5979088.316734258	2446.3737117222377	1913.9202389579289	3.021623	81.99352299999998	1.419840411172265	0.8920597975031497	-0.055829075	0.0838665957	-0.0422283987	0.0803308212	0.0868802447	-0.0100801412	-0.1026267453	0.0904692963	-0.0542539008	0.0216588006	-0.0447526745	-0.0465350467	0.0887554965	0.0600998691	0.0559359588	0.0667261963	0.0014152746	0.1030485658	-0.1368252065	-0.0265338438	-0.0537082462	-0.0699406612	-0.0224706381	-0.0159592563	-0.0231737559	-0.0976847902	-0.0119415993	0.0127328412	0.0874575328	-0.0463283091	0.1744005837	0.0634943695	0.0363601187	-0.1059755438	-0.0021737835	0.0484482564	-0.0101883007	-0.1034865211	0.0600940249	-0.0863713776	0.0720270111	0.0079059054	0.1011598304	-0.2250392654	0.1404683808	0.095252981	0.003466964	-0.1043755872	-0.0690162951	-0.0620420829	-0.0764159487	0.1846062154	0.0655757645	-0.0001014089	-0.0638041659	-0.0803039402	-0.0631064747	0.0936314033	0.081694681	0.0814206823	0.0809646984	0.0803277484	0.0795112559	0.078517046	0.0773473408	0.0760047548	0.0	-0.0900203618009953	-0.0646191061065337	0.008103665538782	0.0041756288740074	-0.0703210789402533	0.0569359009826087	0.0049450541433213	0.0032416968207014	-0.046429674893254	-0.9109352560532074	0.0021557147106932	0.8298030407207224	-0.003837159677278	0.0022390026996795	1.4723794388928203e-05	5.013133089172091e-06	-0.0019237136997434	0.0047364219498877	3.70067439858044e-06	2.2433692887378e-05	-0.0011961968927623	0.000771578311031	1.4308870062541813e-06	5.953330900536048e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2316.345552318863	3.570508233724013	12.74852904709097	5365456.717747379	2810.868363620924	14.508038064707762	7900980.957604971	210.48316848700932	2441.790553761952	-3.426883754445498	11.743532266482474	5962341.108441101	2448.0910182680404	1970.1373309648104	2.275815	61.755569	0.7485082459981228	0.3849120192220216	0.1634112762	-0.0014072028	0.0278439742	0.0125136006	0.1243647041	0.0293810348	-0.091407541	-0.1032911953	0.0187099108	0.019399266	-0.087336493	-0.0609000834	-0.0036794141	-0.0494181813	-0.136884826	-0.0741162143	0.1012264648	0.1471380402	-0.0864795192	-0.0194270729	-0.1337898966	-0.0189638583	0.0238721732	-0.0532537502	0.0683836234	0.030248841	0.1591082239	0.0489615914	0.0604878769	-0.0049888346	0.0075533825	0.0888168682	-0.0901793518	0.0685774433	0.1610013168	-0.0736998652	-0.0804388749	-0.0071473025	0.0754923143	-0.0151078725	-0.0609091784	0.0575463888	0.0689101681	0.0073311575	0.0077842703	-0.0024831896	-0.045653013	0.1369185141	0.0734067348	0.1012800683	0.0439536891	-0.0759077891	-0.1018495214	0.0291901168	-0.0355891754	-0.0342044509	-0.0288901233	-0.0413496323	0.0816495573	0.0812404389	0.0805600928	0.0796107903	0.0783957008	0.0769188808	0.075185261	0.0732006291	0.0	0.0615263141143458	0.1515466759153411	0.0037854873284971	0.0229663949809894	0.0864230198926492	0.1567440988329025	0.0074689383673652	0.0245687125189387	-0.3479952105821482	-0.3015655356888942	0.1211006665881136	0.0909417723153297	-0.0020719122840036	0.0017652473932743	4.292820512605015e-06	3.1160983594620634e-06	-0.0015939667758473	0.000329746923896	2.5407300825050368e-06	1.0873303381894033e-07	-0.0005181524987131	0.0006780443940491	2.684820119226291e-07	4.597442003015466e-07	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2338.4376915481	22.09213922923664	488.0626157239763	5468290.837252806	2772.314878248132	-38.55348537279178	7685729.784155956	1486.37123439007	2487.166565169149	45.37601140719698	2058.982411226071	6185997.522895304	2472.989376613072	1983.256499114064	1.933648	52.470673	0.4723922332693647	0.2174959779930569	0.0628849002	0.0436424367	-0.0759754429	-0.0616196443	0.0686697712	0.0134395163	-0.04665827	0.0469700318	-0.0683621793	0.1285670372	0.0276595059	0.082669868	-0.1364020479	-0.174883432	0.1501456387	-0.0664950591	-0.0726575335	-0.0646575767	-0.0793425865	-0.1288959814	0.0059953775	-0.0703471266	-0.0543488628	-0.0965943554	-0.0917815611	-0.0823759761	0.0543974461	-0.1822065478	-0.1154575415	-0.1006165563	0.0364124208	-0.1311596323	0.0515919949	-0.0071128007	0.0711947752	0.0739951542	-0.04350462	0.1581527495	0.102203911	-0.0013865418	0.0215801503	0.0447088892	-0.0106263056	-0.123624431	0.0316746225	0.0558115569	-0.0243237019	-0.0709322484	-0.0717852585	-0.0546315169	-0.0337239321	0.0121871697	0.0809394361	-0.0656597737	-0.0555334519	0.0217882631	0.0316797242	-0.051057766	0.0815954198	0.081024322	0.0800754515	0.0787532322	0.0770638291	0.0750151187	0.0726166533	0.0698796155	0.0	-0.0659441116918628	-0.1274704258062086	0.0043486258668288	0.0162487094552161	0.0095574607922088	-0.0768655591004403	9.134505679460849e-05	0.0059083141758232	-0.232955944333888	0.1150392662482602	0.0542684720004935	0.0132340327789381	3.42148712999099e-05	0.0021061271553035	1.1706574180693983e-09	4.435771594306855e-06	-0.0017899958313281	-0.0001960290554807	3.204085076171976e-06	3.8427390592694565e-08	0.0002400309327917	0.0007581834315048	5.76148486968536e-08	5.748421158083938e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2298.9560042989824	-39.481687249117385	1558.8036280371184	5285198.709702343	2750.9897174337634	-21.3251608143687	7567944.425426298	454.7624837586864	2436.7870292094217	-50.37953595972749	2538.0976435174757	5937931.025723279	2434.9777691704885	2018.0910363831272	1.802214	48.904129	0.3181846917013065	0.1625942755592433	0.1283752846	0.0570349003	-0.0756552005	0.0865116879	0.0422621833	0.0369857482	-0.1639628425	-0.0035294844	-0.0741245567	0.0114017339	-0.1516099099	-0.0459286515	0.0188838899	0.0410264466	-0.0124313756	0.10907468	0.1341879002	0.0496384595	0.0052856252	0.1171266996	-0.0569928465	-0.1375109196	0.0024081491	-0.0346385459	0.089536833	-0.0729943419	0.0483363746	-0.0243230543	0.1147472971	-0.048106047	0.0028269248	0.2191715318	-0.0266725203	-0.0267968703	0.1293268058	-0.0015224347	-0.0621113676	-0.0696470558	0.0351445761	-0.1009193636	0.0721516665	0.0328220833	0.0803333564	-0.0382303904	0.0167277546	-0.0344936248	0.0193262298	0.0752076751	-0.0219182837	-0.0708174575	0.0313571262	-0.1025818339	2.67761e-05	0.1147450264	-0.0300515929	0.1271480828	-0.0288982203	0.1177702618	0.0815322745	0.0807724271	0.0795112559	0.0777565887	0.0755193158	0.0728133233	0.0696554061	0.0660651644	0.0	0.0314233904071414	0.0973675020990042	0.0009874294646796	0.0094804304649995	0.0261352642632317	0.0165778034710228	0.0006830520381089	0.0002748235679238	-0.2353880359265119	-0.0024320915926238	0.0554075274573408	5.915069514911818e-06	-0.0018948409154149	-0.0019290557867148	3.590422094730376e-06	3.721256228257894e-06	-0.0007861829387882	0.0010038128925399	6.180836132416507e-07	1.007640323229321e-06	-0.0008632462787267	-0.0011032772115184	7.451941377354955e-07	1.2172206054558162e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2288.35175070383	-10.604253595152386	112.45019431030232	5236553.734949284	2768.654378609035	17.664661175271704	7665447.068190983	312.0402544371515	2437.750803705472	0.9637744960505188	0.9288612792374314	5942628.980966676	2437.989806107112	1909.188773072524	1.363391	36.996422	0.3645676804007158	0.158213128430854	0.10627691	-0.0316072583	0.0067511155	0.1182515629	0.0577416181	0.0735371222	-0.1023785753	-0.0852362957	0.013590386	-0.0002198858	-0.1051165276	-0.0288509016	-0.0083782426	-0.0485585834	-0.0920313141	0.0158084342	0.0643265667	0.087086293	0.0611880608	0.0135923579	-0.0145515012	-0.0701119874	-0.0057278733	-0.033601058	0.1065210934	0.0150585043	0.1101223633	0.0309115011	0.0042319691	0.0081366275	-0.0273878683	0.0970493538	0.0280161745	0.0143979063	0.1300213035	-0.0483212202	-0.0746921148	-0.1312351348	0.0332573051	-0.054343514	-0.0601678337	0.020418459	0.0955641055	0.0951075621	0.0644737159	-0.0519603956	0.0179144825	0.0136697234	0.0399628616	0.0745200124	0.0704338012	-0.0672714478	-0.0214815964	0.0624949391	-0.0184462698	0.0236229978	0.0546818602	-0.0723076006	0.0814601283	0.0804848653	0.0788680667	0.0766226198	0.0737664228	0.0703222422	0.0663175311	0.0617842106	0.0	0.1163948309824434	0.084971440575302	0.0135477566794315	0.007220145713442	0.0609090229978335	0.0347737587346018	0.0037099090825506	0.0012092142965322	-0.297988596144549	-0.062600560218037	0.0887972034321991	0.003918830139612	-0.0036249207869504	-0.0017300798715355	1.3140050711665108e-05	2.993176361892293e-06	-0.0003010262609706	0.0004851566778176	9.061680979393976e-08	2.3537700203101058e-07	0.0005659555893757	0.0014292018681024	3.203057291455959e-07	2.0426179797873902e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
