global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59
733.5938703785782	n/a	n/a	538159.9666570222	1320.5667557542342	n/a	n/a	1743896.5564032632	729.5883486040901	n/a	n/a	532299.1584188433	808.1468241185318	635.8031567579596	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0040589626579503	n/a	n/a	1.6475177858634966e-05	-0.0117262481673492	n/a	0.0001375048960822	n/a	-0.0560010213725092	n/a	0.0031361143947642	n/a	0.0008759999037956	n/a	7.673758314499004e-07	n/a	-6.712408406883696e-13	n/a	4.505642662080291e-25	n/a	1.3783479023941893e-12	n/a	1.8998429400344623e-24	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
584.3480681630476	-149.2458022155306	22274.30947895728	341462.66476588574	951.9038997009724	-368.66285605326186	135912.30143334807	906121.0342659188	611.7705675551471	-117.81778104894306	13881.029531296686	374263.22732674674	653.8887590478968	502.209929075604	8.163206	284.231842	0.527004985933749	0.3523183353509011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0013061763244053	0.002752786333545	7.577832598152126e-06	1.7060965904369394e-06	0.0894031240139412	0.1011293721812904	0.0079929185834521	0.0102271499177819	0.1039773776913506	0.1599783990638598	0.0108112950715697	0.0255930881670355	-0.0039360070245941	-0.0048120069283897	1.5492151297654103e-05	2.315541067887048e-05	-0.0004489981518396	-0.0004489981511683	2.015993403553765e-07	2.0159933975260472e-07	-1.88348616467042e-06	-1.8834875430183225e-06	3.547520132504889e-12	3.547525324705197e-12	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
553.3159004286148	-31.032167734432846	962.9954342979752	306158.4856671288	827.7798372811644	-124.12406241980796	15406.782871596382	685219.4590092311	599.5911160098805	-12.179451545266602	148.33903994349703	359509.5063979739	627.5335942963023	455.8006389902208	2.105915	73.32512699999998	0.3624550267614274	0.2111579158696944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0176106852954234	-0.016304508971018	0.000265837012786	0.0003101362365744	0.0023266533533217	-0.0870764706606194	5.413315826523112e-06	0.0075823117427097	0.1848026617364269	0.0808252840450763	0.0341520237848682	0.0065327265409672	-0.0070615005253159	-0.0031254935007218	4.986478966903673e-05	9.768709623054212e-06	-0.0007146156554016	-0.000265617503562	5.106755349450583e-07	7.055265819850908e-08	0.0001719807712458	0.0001738642574104	2.9577385678300183e-08	3.0228780004894323e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
544.4416838783533	-8.874216550261508	78.75171938093526	296416.7471442968	796.3447007227988	-31.43513655836557	988.1678104430916	634164.882369284	598.4160995662913	-1.1750164435891293	1.380663642704845	358101.8282201335	622.250256008572	443.260993181273	1.07276	37.352047	0.0807496887745421	0.0463022592959107	-0.1363667287	-0.1265287773	-0.3093774008	0.310991625	-0.0057953572	-0.1281663424	0.0608030941	-0.119120127	0.0259112936	-0.1420835691	0.0926126658	0.0040836048	0.1625257784	-0.012068091	0.0762461222	-0.03143775	0.1565872431	-0.0402307773	0.0344498209	-0.109396434	0.0405778457	-0.0472367229	0.2207634228	-0.0663296213	0.0071599012	-0.0496764659	0.0790561399	-0.0189877987	-0.032577107	0.0979456941	0.0535149158	-0.0745115102	0.0409838987	-0.0677763176	0.0487003105	-0.1597133838	-0.0827033695	0.0569107006	0.0126731537	-0.0900327983	0.2465032629	-0.0258192199	0.1646531716	-0.2216759217	0.0638769625	-0.1496455213	0.1748163975	-0.2467459599	0.0936697033	-0.1067735526	0.1094954354	-0.103534013	0.0471198452	-0.0317620557	0.044075764	-0.0690241422	0.1168421751	-0.0134741968	-0.1464693556	-0.1351102647	0.0056303687	0.0738752407	0.0352907963	-0.0683426962	0.0955979989	-0.0916434327	0.043441642	-0.1038122268	0.0699062127	-0.0826443581	0.0296130057	-0.1704611786	0.0984591731	-0.0578735504	0.1570822375	-0.0828115974	0.1263024787	-0.0540758673	0.0369768287	-0.0358777481	0.0815975335	-0.2075856246	0.0982918074	0.0982833173	0.0982691678	0.0	0.0	0.0	-0.0093782375516724	0.0082324477437509	6.77731958535909e-05	8.795133957559832e-05	0.0026807850695576	0.0003541317162358	7.186608589162946e-06	1.254092724441838e-07	0.1646891500929967	-0.0201135116434302	0.0271225161583535	0.0004045533506304	-0.0079225115309945	-0.0008610110056786	6.276618895874081e-05	7.413399518996742e-07	-0.000879635691245	-0.0001650200358433	7.737589493120689e-07	2.723161222975701e-08	0.0001570198593453	-1.4960911900499996e-05	2.4655236228817792e-08	2.238288848945224e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
541.3820087590209	-3.0596751193323826	9.361611835861629	293094.4794079526	768.648043667313	-27.696657055485844	767.1048120491938	590819.8150335875	598.4760137580423	0.0599141917509769	0.0035897103731728	358173.53904371645	618.1980837598259	432.5653608407329	0.936656	32.613094	0.2153669157153124	0.1556160069855553	-0.1414332388	-0.1177010469	-0.2421553862	0.1005110288	-0.0662911944	-0.0991245993	-0.0812970808	-0.0728097465	0.0829543673	-0.1418604876	0.0643282205	-0.0217789145	0.1256325421	-0.0066615842	0.020798414	0.0125870545	0.1503920324	-0.0834721461	0.0613574197	0.079734867	0.2020855159	0.0727262845	-0.0531571349	-0.1432921949	0.0906892235	0.0166824076	0.0085859915	-0.1625437064	-0.0084209014	0.198198676	-0.1841417541	-0.1114256511	0.1155940811	0.0012738364	-0.019647558	-0.1615074596	-0.0431668354	-0.0055320595	0.0165839936	-0.101392889	0.1678725933	0.0300532216	0.0495943972	-0.1502076579	0.0049047583	0.0376201728	0.0443806396	-0.0332451781	0.0818416763	-0.0749485331	0.1211420539	0.1102615576	0.0953838398	-0.0107025996	0.0946877454	0.1383874665	-0.1351689829	-0.0313033141	-0.1470884823	-0.1295353617	0.0180381756	0.0706835805	0.0328085505	-0.0713760472	0.0547181165	-0.0912769421	0.088900785	-0.0834632423	0.0396255112	-0.0670148911	0.0939320276	-0.1555987977	0.0634752157	-0.0487685694	0.0984790183	-0.1308588467	0.0585611776	0.0572951918	-0.0036478695	-0.0056106541	0.1049729812	-0.1952319249	0.0982691678	0.0981927721	0.0980654899	0.0	0.0	0.0	-0.0010501254307087	0.0083281121209637	6.935745149934249e-05	1.102763420221133e-06	-0.0035705330413264	-0.006251318110884	1.2748706199203552e-05	3.907897812346631e-05	0.2889832776276364	0.1242941275346397	0.0835113347484115	0.0154490301395972	-0.0092499701207645	-0.00132745858977	8.556194723503603e-05	1.762146307554158e-06	-0.0008861543172029	-6.51862595790005e-06	7.85269473897338e-07	4.2492484379008346e-11	0.0003529098025939	0.0001958899432486	1.245453287668655e-07	3.8372869865939745e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
539.5279994203488	-1.8540093386720853	3.437350627883304	291090.4621585239	759.1764056351933	-9.4716380321197	89.71192701149633	576348.8148731716	597.4649243882124	-1.0110893698299606	1.0223017137831467	356964.3358742123	616.5521557654863	426.0187517762436	0.77283	26.908886	0.2335683650044194	0.1247059791379895	-0.138884336	-0.1089976177	-0.2090707842	0.0335113732	-0.0330255253	-0.0482157144	-0.116265254	-0.1024467989	0.0801954431	-0.1485111591	0.0651417051	0.0026452715	0.0939956969	0.0460657052	0.0149078911	0.1199088852	0.0096417307	-0.0719784793	-0.0112488188	0.07868616	0.0332222273	0.0516320802	-0.0437985532	0.1887863112	-0.0797705938	0.0083435206	0.1293176592	-0.0539723332	0.1503760934	-0.0853332008	-0.0567230003	-0.0187330101	-0.0971344232	0.070588737	0.0244320444	-0.1619907351	-0.0516148802	0.0045064783	0.0144009583	-0.0941710939	0.0595295042	0.0656885113	-0.03331756	-0.0433321663	-0.0306039016	0.1123817875	-0.0391700664	-0.0526655764	-0.0028168496	0.0140774987	-0.0140548758	-0.0397012675	0.1028810551	-0.0673328566	-0.115438756	0.0176856922	0.0298084634	-0.1544920738	-0.1501174785	-0.1097412204	0.0229866275	0.0480002774	0.0184191494	-0.0462308793	0.0334034275	-0.0692793775	0.155454403	-0.0600240398	0.0277116657	-0.0294305672	0.0867636512	-0.1530363925	0.0455920852	-0.0470146734	0.0809166178	-0.1104437288	0.1313020367	0.0545350433	-0.0149970801	0.1420397865	0.0452101337	-0.0661272808	0.0982238939	0.0980117651	0.0976585564	0.0	0.0	0.0	0.0380684219534828	0.0391185473841914	0.0015302607494492	0.0014492047500284	-0.0409145311187586	-0.0373439980774321	0.0016739988566678	0.0013945741924072	0.3270216121395322	0.0380383345118957	0.1069431348063386	0.0014469148924388	-0.011116504922852	-0.0018665348020875	0.0001235766816997	3.483952167403823e-06	-0.0006324326219657	0.0002537216952372	3.9997102132641e-07	6.43746986340386e-08	0.0006140030058872	0.0002610932032933	3.76999691238517e-07	6.81696608059565e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
542.4911917645708	2.963192344221966	8.78050886885567	294296.6931421443	747.5355117686473	-11.64089386654598	135.5104100121878	558809.3413552134	599.1417690860524	1.676844697840011	2.811808140674157	358970.85946356447	617.1898733539346	428.4649116161258	1.011435	35.216812	0.7280127995261453	0.4812007532015502	-0.1194732388	-0.0314495023	-0.1045801897	-0.0705979867	0.008997665	-0.0088727813	-0.0347082688	-0.0493214643	0.0181062187	-0.1199690495	0.0338358623	-0.0631738424	0.0256659237	0.0080053488	-0.0468756681	0.0914225688	0.0687334287	-0.0891843214	0.1518884878	0.1182353745	-0.1124177454	0.0671465953	0.1634775427	0.0946464355	0.1099193922	0.0295993128	-0.0129234995	-0.1330199648	0.1163453926	-0.0139344169	-0.0075060685	-0.0182038784	0.0643003377	0.0131424651	0.0721965446	-0.1268704747	-0.0254215143	-0.0479960878	-0.0373902622	-0.038417368	-0.0246902811	0.0404635738	-0.0063258116	-0.0881069482	-0.0011226866	0.0728314123	0.1102443811	-0.0930297023	0.0928607312	-0.0210338652	-0.1667013779	0.0456380269	0.0316334038	-0.0278063722	-0.0200120109	0.058101171	-0.027290134	0.1349834807	-0.1304503006	-0.0381499055	0.0369054656	-0.0199883545	-0.0106899331	-0.013495946	-0.0362542842	0.0026504225	0.1587970225	0.0146528888	0.0235549739	-0.004364697	0.0002166485	-0.1426425012	0.0295715558	-0.0206553883	0.0663188981	0.0370285095	0.0947816072	-0.037253959	0.0608580374	-0.0398535871	-0.0986282028	-0.110655048	0.0981559961	0.097740463	0.0970492106	0.0	0.0	0.0	0.0056130623887753	-0.0324553595647075	0.0010533503644744	3.150646938028388e-05	-0.0651809964128062	-0.0242664652940476	0.0042485622933662	0.0005888613378672	0.4664613081248774	0.1394396959853452	0.2175861519775718	0.0194434288164855	-0.0191290212307327	-0.0080125163078807	0.0003659194532458	6.420041758405416e-05	-0.0031338446289947	-0.002501412007029	9.820982158678928e-06	6.25706202890885e-06	0.0007371002646184	0.0001230972587311	5.433168001005153e-07	1.5152935107135982e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
540.9135951121572	-1.5775966524136038	2.488811197706609	292587.5173771587	742.10872677991	-5.426784988737381	29.44999531398538	550725.362362899	598.7839201803769	-0.3578489056754961	0.1280558392931501	358542.1830665799	616.3906744497793	425.19676190753313	0.815597	28.397985	0.3434148438473919	0.1974706207643521	-0.138213954	-0.0451758767	-0.1074331501	-0.1116346142	-0.0370988422	0.0748918572	-0.0598040031	-0.001606794	-0.0042069667	-0.116496344	0.0428735482	-0.0360073469	0.0416185649	0.0332699786	-0.0108841059	0.0795396782	0.022700992	0.1533386392	-0.0373488009	0.0022338107	-0.1203876009	-0.1987527144	-0.1914563023	0.0155332869	0.1260571779	0.2017726705	-0.164904666	-0.0214614288	0.1186494913	0.0671779494	-0.0382450626	0.0052947638	0.0660758648	-0.0164445061	-0.0935969365	-0.1232401377	-0.0216314299	-0.0173719372	-0.0698055573	-0.0393183673	-0.037723809	0.0687829039	0.0110419033	0.036548494	-0.0624869888	-0.0373348432	0.1269561937	0.1430749451	-0.0526806229	0.0169287898	-0.1888434459	-0.0449908537	0.0173470505	0.0451942655	-0.0459429004	0.0260513699	0.0803303082	-0.0082161097	-0.142542953	-0.0533334049	0.0317843304	-0.0096045212	-0.0144008437	0.0120355974	0.0180281329	-0.0021055769	0.1729847266	0.0048402718	0.0321241985	-0.0150513917	0.0388719274	-0.0923985712	-0.0057160368	-0.0012199626	0.0512717273	0.014301731	0.0894854663	0.0249024583	-0.045210839	0.0130465735	-0.0589682251	-0.1624064535	0.0980654899	0.0973791159	0.0962387154	0.0	0.0	0.0	0.0372622444185992	0.0316491820298239	0.0010016707231569	0.0013884748591114	-0.0802820401327579	-0.0151010437199517	0.0064452059678777	0.0002280415214318	0.375390088647606	-0.0910712194772714	0.1409177186548574	0.0082939670170773	-0.0164720872106331	0.0026569340200995	0.0002713296570747	7.059298387162615e-06	-0.0017306135408705	0.0014032310881241	2.99502322784433e-06	1.9690574866782257e-06	0.0007888031288015	5.170286418310001e-05	6.222103760070358e-07	2.673186164736086e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
544.5597042615432	3.646109149386007	13.29411192923635	296545.27150541934	746.5982804124372	4.489553632527304	20.156091819339117	557408.9923148083	600.5819127699908	1.7979925896139548	3.2327773523066954	360698.6339464609	619.8462899761436	429.65268598197633	1.464825	51.003242	1.0378500160750208	0.4295928920219657	-0.111945881	-0.0433345289	-0.074789214	-0.0444374779	-0.0714394531	0.0656107915	0.0612141368	0.0061547024	-0.0772968983	-0.0820582616	0.0666790723	-0.0048182836	0.0067199541	0.0440694272	-0.0325643904	-0.1415917844	-0.0981691885	0.0583462997	-0.1518768807	0.0109245477	-0.0112347333	-0.0273168961	-0.0615348972	-0.1102004689	0.1165412559	-0.1600552069	0.1073436937	0.0076463979	0.0139832893	-0.0685298684	0.0374400514	0.1294170284	-0.0432019111	0.0204112467	-0.0245831957	-0.0729693919	-0.0513338991	0.0694042801	-0.1715969815	0.038131935	-0.0087963239	-0.0602391787	-0.1315682925	0.0550724661	0.0418538694	-0.0828880824	0.1138620141	-0.0499362285	-0.1275570022	-0.0473612359	0.0881874661	0.100652648	-0.1376813821	-0.0110643541	0.0690475544	-0.0192714355	-0.1562353827	-0.0340854006	-0.1081263753	-0.0392900726	-0.0066409415	0.0165487561	-0.0031213954	0.0615932064	0.0063374231	-0.0797573213	-0.0405271221	0.1346659409	-0.0248871634	-0.0023831903	-0.0061693495	0.1043980072	0.2655170471	-0.0195176759	-0.1139848372	-0.017127427	-0.1937725736	0.0502319076	0.2098644153	-0.2020814411	-0.0583839906	-0.1276933768	0.0979523964	0.0969280565	0.0952287508	0.0	0.0	0.0	-0.1956178520902369	-0.2328800965088361	0.0542331393499648	0.0382663440563978	-0.1566337131451405	-0.0763516730123825	0.0245341200936341	0.0058295779717897	0.2203009737631589	-0.155089114884447	0.048532519040996	0.0240526335556412	-0.0198391987103496	-0.0033671114997165	0.0003935938054687	1.1337439851523095e-05	0.0040303566265038	0.0057609701673743	1.624377453680309e-05	3.318877726937667e-05	0.0031313040950978	0.0023425009662963	9.805065335976252e-06	5.487310777099099e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
544.6839180566561	0.1242137951129507	0.0154290668963621	296680.5705895501	746.6282308536724	0.0299504412352007	0.0008970289301832	557453.7151076848	599.9547524844899	-0.6271602855009633	0.3933300237096497	359945.7050287255	617.5138708514932	431.5285334808882	1.532257	53.351135	1.0157798371580768	0.5600483348024331	-0.1321993367	-0.1143606479	-0.1461132515	-0.1376773922	-0.0580387661	-0.0298546309	-0.0552732595	0.0521395099	0.0853959263	-0.13745364	0.1191900507	-0.0179291783	0.0905358371	-0.0098648921	0.0186092837	0.0948607651	-0.0953842326	0.0630959462	-0.0779914923	0.008549025	-0.132662267	0.206852016	-0.0806648435	-0.0485991493	0.074380078	-0.0226470313	0.1091261778	-0.0043247947	-0.0153608199	-0.0413893996	0.0537532129	-0.0399575355	0.1219381902	-0.0470221498	-0.1024674249	-0.1525836962	-0.1161164285	-0.0149405471	0.0200202776	-0.1027248372	-0.0285205533	0.062191275	-0.0864140737	0.0080658666	0.0426345833	0.0149922088	-0.1356696058	-0.129293479	-0.1205363524	-0.0588862721	-0.0393542019	0.1428039227	-0.2068133591	-0.090990738	0.0263579394	0.2463927937	0.1414517822	0.0828772831	-0.1343076229	-0.1235869438	0.0056736687	0.0828249397	0.0461753058	-0.0717690274	-0.0178491407	-0.1162904496	-0.0225208756	0.045996116	-0.1387394664	-0.051424588	0.0252094891	0.0973135589	-0.0115610463	0.076964095	0.0756594857	-0.0775940065	-0.1885688307	-0.0988672273	0.2981492084	-0.1242814834	0.1953176146	0.1856592189	0.0978167415	0.0963877005	0.0940214101	0.0	0.0	0.0	-0.0226338630601361	0.1729839890301008	0.029923460460766	0.0005122917570249	-0.0702378637840013	0.0863958493611391	0.0049333575089399	0.0074642427868326	0.3429341190205406	0.1226331452573817	0.1176038099883943	0.015038888315718	-0.009500533490656	0.0103386652196936	9.026013660707628e-05	0.0001068879985249	0.0041288625667921	9.850594028829996e-05	1.7047506095457048e-05	9.703420272082114e-09	0.0008931381848906	-0.0022381659102072	7.976958173096756e-07	5.009386641613624e-06	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
