global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	w_comp_cor_51	w_comp_cor_52	w_comp_cor_53	w_comp_cor_54	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	non_steady_state_outlier04	non_steady_state_outlier05	non_steady_state_outlier06	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
76.99402315085815	n/a	n/a	5928.079600954881	137.96765149434407	n/a	n/a	19035.07285886478	74.30699712780938	n/a	n/a	5521.529822152272	77.88696710734662	85.04121708297572	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.16538004994716	n/a	0.0273505609205251	n/a	-0.1438006465424877	n/a	n/a	0.0206786259460374	-0.8398099065775426	n/a	n/a	0.7052806791857809	-0.0011991298130539	n/a	n/a	1.4379123085546812e-06	-0.0013809561550128	n/a	n/a	1.9070399020677364e-06	-0.0009103302386392	n/a	n/a	8.287011433809028e-07	0.0	0.0
57.31139407076525	-19.6826290800929	387.4058875045187	3284.5958903345468	74.73550946206757	-63.2321420322765	3998.303785989988	5585.396374554791	61.18141353441322	-13.125583593396165	172.2809446672306	3743.1653620688808	62.15919351577759	54.79227868421188	12.284566	409.263672	1.7655293380178574	1.235584261760079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	-0.0220128760180955	0.1433671739290644	0.000484566710588	0.0205541465604066	0.0539732843039786	0.1977739308464663	0.0391145277224628	0.0029131154185581	0.3588216588856738	1.1986315654632165	1.436717629724801	0.1287529828854668	-0.0008370943331591	0.0003620354798948	1.3106968870265817e-07	7.007269226070782e-07	0.0001067651615078	0.0014877213165205	2.213314715629787e-06	1.1398799711786618e-08	0.0017550463205276	0.0026653765591668	7.104232202155851e-06	3.0801875871974672e-06	1.0	0.0
56.14327033700884	-1.16812373375641	1.364513057365016	3152.066804134457	68.74898899540757	-5.9865204666599965	35.838427297739024	4726.423487890672	61.01282299613031	-0.1685905382829062	0.02842276959852	3722.564569957128	61.64041642190537	51.558585790608895	1.621477	54.019962	0.2317686802551953	0.1070349141204596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-0.0283656411912005	-0.0063527651731049	0.0008046096001879	4.0357625344615785e-05	0.0940048712723609	0.0400315869683823	0.0016025279552071	0.0088369158229331	0.3276197578682058	-0.031201901017468	0.0009735586271038	0.1073347057456217	0.0007017734830284	0.0015388678161875	2.368114155697685e-06	4.92486021481812e-07	-0.0005976793404043	-0.000704444501912	4.962420562741866e-07	3.572205939461191e-07	0.0009147100967024	-0.0008403362238252	7.061649690727966e-07	8.366945610093139e-07	0.0	1.0
55.95060066241033	-0.1926696745985125	0.0371216035098967	3130.4697144845118	67.41767126719157	-1.331317728216007	1.7724068934622297	4545.142399091107	60.99366455446695	-0.0191584416633574	0.0003670458869682	3720.227115782839	61.537512040176026	51.55532547653905	1.059615	35.301365	0.0772855588732567	0.0400582698154261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.0285925612290469	-0.0002269200378463	0.0008175345576367	5.1492703576210763e-08	0.1100652526266401	0.0160603813542792	0.0002579358492448	0.0121143598357661	0.3164192175093916	-0.0112005403588141	0.0001254521043294	0.1001211212092556	0.0004109912379668	-0.0002907822450616	8.455431404306439e-08	1.6891379768548286e-07	1.7206130287439336e-05	0.0006148854706917	3.780841420678018e-07	2.9605091946833725e-10	0.0010049967233954	9.028662669299998e-05	8.151674959601137e-09	1.01001841403549e-06	0.0	0.0
56.020600593939406	0.0699999315290753	0.0048999904140752	3138.307690905684	67.54645442962646	0.1287831624348996	0.0165851029267337	4562.523506013605	60.998864274324426	0.0051997198574724	2.703708659619356e-05	3720.861442757453	61.55061602403547	51.93730888871957	0.907167	30.222511	0.0498770779820231	0.026764824305525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0287855390207454	-0.0001929777916985	0.0008286072567148	3.724042808883056e-08	0.0936284048086975	-0.0164368478179426	0.0002701699661902	0.0087662781870213	0.2965233985623996	-0.0198958189469919	0.0003958436115714	0.0879261258949957	0.000455023975659	4.403273769220002e-05	1.9388819886700927e-09	2.0704681842452226e-07	-5.580532089766166e-05	-7.3011451185101e-05	5.330672004154385e-09	3.114233840490993e-09	0.0008550122437649	-0.0001499844796304	2.2495344130031857e-08	7.310459369878889e-07	0.0	0.0
55.927458310161	-0.0931422837784055	0.008675485027457	3127.8805930347967	67.84941213781184	0.3029577081853745	0.0917833729489345	4603.542727446648	60.9543298140816	-0.0445344602428221	0.0019833181491195	3715.430323083837	61.55492392054828	52.640460601389805	1.07324	35.755295	0.2381775054628767	0.1348161006924981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.057107074785847	-0.0283215357651016	0.0032612179905963	0.0008021093880939	0.0684914008252377	-0.0251370039834597	0.0006318689692644	0.0046910719870033	0.1786952373907624	-0.1178281611716372	0.0138834755650893	0.0319319878661409	-0.0002270551645016	-0.0006820791401606	4.652319534422235e-07	5.155404772684863e-08	0.000227945135	0.0002837504558976	8.051432122213086e-08	5.195898457016822e-08	0.0004830257489696	-0.0003719864947953	1.383739523100938e-07	2.3331387416764305e-07	0.0	0.0
55.93334784849844	0.0058895383374419	3.468666182819897e-05	3128.539401541125	67.82182754169811	-0.0275845961137264	0.0007609099427574	4599.80029109584	61.02069459629519	0.0663647822135899	0.0044042843182572	3723.5251690143295	61.59351889191641	52.66007833480835	1.0208	34.008221	0.0533933602515777	0.0269545119708544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0645019986608872	-0.0073949238750401	0.004160507831249	5.468489911763953e-05	0.0822319813290874	0.0137405805038497	0.0001888035525827	0.0067620987533073	0.1887555918851902	0.0100603544944277	0.0001012107325535	0.0356286734679284	-0.0002359613664424	-8.906201940800005e-06	7.932043301030976e-11	5.567776645336458e-08	-0.0001710525660827	-0.0003989977010827	1.591991654692796e-07	2.925898036347645e-08	0.0004469796244279	-3.6046124541700005e-05	1.2993230944757475e-09	1.997907846537065e-07	0.0	0.0
55.56246157527648	-0.3708862732219629	0.1375566276644765	3087.1871363040755	67.25521184169885	-0.5666156999992609	0.3210533514856524	4523.26351987179	60.913208582781365	-0.107486013513828	0.0115532431010948	3710.418979849429	61.51785647094533	51.83783862322372	0.999645	33.303448	0.0779371933834661	0.0341902109800851	-0.1115268769	-0.0903534502	0.0107840646	0.1479069782	-0.1279366516	0.0264602572	-0.1032061465	0.1462112099	0.0786089258	0.0972786341	-0.0841443864	0.0295278001	0.2095426494	-0.2252755105	0.0042840787	-0.0797372645	-0.0274111377	-0.0068207169	0.0576764765	-0.0335055736	0.0774030236	-0.001894073	0.0312503486	-0.0140910356	0.0583146678	-0.1003555522	0.1315222161	-0.02104857	0.0153607208	-0.0089964062	0.1379237545	-0.0180473609	0.0721053908	-0.0011143053	0.1339389053	-0.053632833	0.0704945977	-0.1351048346	0.0180455789	-0.0262457079	0.0150365647	-0.0273054795	-0.0306703287	0.0908294877	-0.0266873719	-0.1404435349	0.065236849	-0.0369493178	-0.0878320614	0.0153498769	0.0396648265	-0.0594817809	-0.0390819398	0.0379757702	0.0467248455	-0.0139027138	-0.0926592144	0.0525326729	0.047828344	0.024641085	-0.1352300281	-0.0391732192	0.0079193287	0.0613194766	-0.0683678212	0.1037325067	0.0408590829	0.1360977971	-0.0369059074	-0.0095560858	-0.0440556708	-0.0561850361	0.0147630674	-0.080562128	0.0896750445	-0.008749172	0.1056252589	-0.1161904712	0.1037080746	-0.0446852059	0.0788127234	-0.0423888365	0.0718865122	-0.0297059319	0.1363886125	-0.0756516827	0.0298826766	-0.0055269502	0.0049891975	-0.0294809748	0.0371517713	-0.065133976	0.1135222977	-0.0434344649	0.0155703651	-0.0759860333	0.0435015377	-0.0496631446	0.0512382346	0.0882017197	-0.0388220557	0.0615312322	0.0276499676	-0.152851013	0.0894545562	0.1098479482	-0.0354490257	-0.0320410416	-0.0771911966	0.0018754774	0.0708262982	-0.0810673795	-0.0630406968	0.0417137798	0.062391423	-0.0365739415	-0.0723976111	0.0252657403	0.0074921386	0.0314122996	-0.0680338048	-0.0231772745	-0.0105972518	-0.0412788897	0.0732854355	0.0285042753	-0.117761176	-0.1861803703	0.0416308871	-0.0897132317	0.1511153502	-0.2058008008	0.0162674933	0.0314920143	-0.0734575008	0.1163521448	-0.0415051675	0.0471280426	-0.0124584685	0.0617615803	-0.0341708499	0.0315839194	-0.0525737365	0.1404107372	-0.0014363135	0.1344379172	-0.011224016	0.010457394	-0.0913928304	0.0741390814	0.107516234	0.1075029382	0.1074807797	0.1074497603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0424271269910008	0.0220748716698864	0.0018000611047105	0.0004872999592419	0.0934353916371861	0.0112034103080986	0.0001255164025316	0.0087301724103943	0.2104136964051406	0.0216581045199504	0.000469073491397	0.0442739236348746	-0.0003310049231653	-9.50435567229e-05	9.033277674539108e-09	1.0956425915966617e-07	1.689697458351347e-05	0.0001879495406662	3.5325029836640634e-08	2.8550775007590017e-10	0.0006240026647494	0.0001770230403215	3.133715680466741e-08	3.8937932561435204e-07	0.0	0.0
55.23888483325364	-0.323576742022837	0.1047019079781136	3051.334397621459	66.06339096878514	-1.1918208729137092	1.4204369931127958	4364.371626294563	60.87718922343231	-0.0360193593490549	0.0012973942479163	3706.032167745583	61.4512468502752	50.1884639446309	0.956709	31.873005	0.0999856526512382	0.0642075348008695	-0.0251706266	-0.036865638	0.0769736755	-0.0446506996	-0.0273487211	0.0789330047	0.0140286295	-0.1341992863	0.0505534714	0.0851755279	-0.0109540316	-0.098865755	0.0900566186	-0.0518817589	-0.0817000747	0.0800678377	0.0091532867	0.0410111558	0.0641758626	-0.031578104	-0.0041142148	0.1110055521	-0.0574800339	-0.0049953277	0.0153834638	0.0505662321	0.0144331591	0.0420312107	-0.0269676685	0.150271376	-0.1143461449	-0.1084825055	0.1197567686	-0.0879232457	0.0789858156	0.0387502496	-0.0094281375	-0.0213046639	0.0112421391	-0.1933211646	0.0347993767	-0.1319973686	0.0108103378	0.0100156932	-0.1589177088	-0.1742454727	-0.0455912302	0.0247514625	-0.075922093	-0.0548705037	0.0473427342	-0.032029822	-0.1151921406	-0.0160771131	0.0535697969	-0.0232625506	0.0283093091	-0.0058677398	0.002304983	-0.0235265856	0.0523460103	0.0493601843	-0.0589445211	0.0492981667	0.0360016415	0.0071094749	-0.0926118045	-0.0440407615	-0.0057047082	0.0077484772	0.0789798855	-0.0257589862	0.079967666	0.0215301654	-0.0553027099	0.109586392	0.0854017871	-0.0181939619	0.0205301094	-0.0421657853	0.0511603718	0.0349138846	-0.0545493748	-0.0589790292	0.1388353997	-0.2080595112	0.1357924969	0.0044876543	0.0586176497	-0.0755615265	0.0461232565	-0.0763200188	-0.0814429541	0.0683750315	0.0191061281	0.0907870571	0.0641156491	0.0421816509	0.1024850077	-0.0167388035	-0.0451976364	0.0296181023	0.0070830222	0.0640295288	0.0692576646	0.0497014596	0.0455564256	-0.1281041232	0.0024318884	0.0364453396	0.0267396572	-0.039125882	-0.0812416311	0.1122403254	-0.0857526636	0.056328386	0.14127719	0.0610726131	0.0597014174	-0.1318694305	0.0156764022	0.0449450313	0.1530470078	0.0660946541	-0.0578641006	0.0036517349	-0.0617497533	-0.1170537538	0.0510156811	-0.0060991718	0.1849609028	-0.2177720998	0.140782769	-0.0285052362	-0.1017808136	0.0407710307	-0.0623778748	-0.0184090678	0.0267585834	0.0339244461	0.0697132524	0.0025643787	0.0002152578	0.2767898979	0.0068351854	0.0630164233	0.1291287899	0.0255131121	-0.1040575169	-0.0318306374	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0543211939420587	-0.0118940669510579	0.0029507921112907	0.0001414688286362	0.1021485437315021	0.008713152094316	7.591901941868331e-05	0.0104343249864665	0.2729680825142893	0.0625543861091486	0.0039130512214924	0.0745115740715278	-0.0003779584586665	-4.695353550119999e-05	2.204634496062448e-09	1.4285259647755636e-07	-0.0001620967562614	-0.0001789937308449	3.2038755681781324e-08	2.627535839046772e-08	0.0005134689811612	-0.0001105336835881	1.22176952075763e-08	2.636503946147208e-07	0.0	0.0
55.25266180442174	0.0137769711680988	0.0001898049345666	3052.8566364738053	65.42099698384602	-0.6423939849391189	0.4126700318859609	4279.906846360391	60.81751130698384	-0.0596779164484715	0.0035614537116307	3698.769681575107	61.36105315772176	48.64188537471342	0.970531	32.3335	0.062054671579863	0.032715360918594	0.0369177468	0.0215978123	-0.0392037228	-0.0301490383	0.0411723126	0.0075669308	0.0838314457	-0.0345691495	0.047034177	-0.1355330432	0.0002147914	0.0434616853	-0.0144556334	-0.1415540545	-0.0225178672	0.2260146179	0.0211559273	-0.0510716379	0.0289427002	0.1747038461	-0.1164279864	0.0048275898	-0.0920286292	0.0715765794	-0.0218889289	0.0428568283	0.0667041765	0.0065067727	-0.0840934944	0.0501339468	0.05726463	0.0176737601	-0.0442784076	-0.0439507292	-0.1259356805	-0.1595739072	-0.0704067493	0.0809132793	0.1401966913	-0.0898634162	-0.095988636	-0.0038275524	0.0311468437	-0.1144278435	-0.0667303011	-0.0005639708	-0.0144081101	-0.016823716	0.0663980609	0.0961642859	-0.1158703755	-0.1096409501	0.0266426858	-0.0038642543	0.0391235449	-0.0181224436	0.006672767	0.054892787	0.0267276932	0.0525454431	0.103708973	-0.0011004381	0.0017745541	-0.1694399662	0.0769562018	-0.0747523924	0.1154166675	0.0086667677	0.0361874155	0.0086939438	0.0521766007	0.0382420941	-0.0482378408	0.009715175	-0.15091949	-0.0336963771	-0.0171930496	0.2188815175	-0.0067192063	-0.0415224886	-0.0533095207	-0.1097398766	-0.0302272324	-0.1111728208	-0.0344158373	-0.0250082813	0.1068085917	0.05392563	-0.1274267323	-0.0431882716	0.0049099601	0.0138325144	-0.0807256389	0.0584716032	0.1159748768	-0.08049747	0.1343849058	0.0432076518	0.0021962091	-0.029222349	-0.0570923211	-1.84221e-05	0.1633960258	-0.0031775522	-0.0446071221	-0.0405892853	-0.0517932928	-0.0059092224	-0.0006489102	0.0522219197	-0.1108718999	-0.0243978286	0.0171353483	-0.0432260508	-0.0721914597	-0.0877386956	0.0467044276	-0.0578197146	0.0025075299	0.12101148	-0.0268243536	0.0118929642	0.0577188105	-0.1209700289	-0.0854945521	0.059287764	0.0291822192	-0.0289476925	0.0037878125	-0.0310306043	0.1549373154	-0.1050669403	0.041179861	-0.049368931	-0.1887065585	-0.0606171796	0.1122527668	0.0873078037	-0.0209093394	0.0294417185	0.117632348	0.0877353692	-0.0057116439	-0.0270986412	0.1932425456	-0.0215528847	-0.001416253	0.0551255105	0.0017240325	-0.1851435566	0.1074098827	0.1070777606	0.1065249843	0.1057526928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0614439872785368	-0.0071227933364781	0.0037753635726849	5.073418491417689e-05	0.0978115592376553	-0.0043369844938467	1.880943449986757e-05	0.0095671011205013	0.2992388589507726	0.0262707764364833	0.0006901536945756	0.0895438947061603	-0.0001860034570093	0.0001919550016571	3.6846722661215653e-08	3.4597286019410515e-08	1.6962839255896256e-05	0.0001790595955172	3.206233874681774e-08	2.87737915621375e-10	0.0003980012320746	-0.0001154677490866	1.3332801079126028e-08	1.584049807328996e-07	0.0	0.0
