global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48
959.4211347821752	n/a	920488.9138667168	n/a	1052.270912619198	n/a	1107274.07354444	n/a	890.4567340300451	n/a	n/a	792913.1951794545	904.0698375730244	811.9777605582257	n/a	n/a	n/a	n/a	0.029048358	-0.1104260844	0.0276703813	-0.0405784438	0.0986389237	-0.0613118945	0.0337920386	-0.0917368655	0.0193817169	-0.007988508	0.1166182533	-0.0440446609	-0.08023675	0.0926620101	-0.0466675172	0.1591331388	-0.0768178141	-0.0437483948	0.1053812023	-0.0592895052	0.0374681614	-0.1541838372	-0.0088857964	0.0848754264	-0.0538573292	0.0418835211	-0.0224135307	0.1446604848	-0.0541014287	-0.0150596381	0.0081035143	-0.1636955946	0.1003144967	-0.2471248534	0.1215402714	-0.0509629686	0.0909308242	-0.0608272888	0.0818483133	-0.1395469223	0.0663624383	-0.0265193047	-0.0151778703	-0.0645997094	0.1313202672	-0.0412038163	0.0688131624	-0.1211361413	0.1290883846	0.1290552057	0.1289999139	0.1289225186	1.5948672986160233	n/a	n/a	2.543601700194772	0.282358618823153	n/a	0.0797263896237186	n/a	1.5675221999251576	n/a	2.457125847258206	n/a	-0.0326644722069608	n/a	0.0010669677445593	n/a	-0.0319173155971801	n/a	0.0010187150349299	n/a	0.0111109579949681	n/a	n/a	0.0001234533875659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
956.6465198339027	-2.774614948272415	915172.5639103176	7.698488111176736	1052.6493447696462	0.378432150448134	1108070.643043965	0.1432108924927991	887.9633727116371	-2.493361318408006	6.216850664133309	788478.9512774259	901.530668714957	825.7011536530086	0.878194	35.870163	0.7507754946815003	0.392117936246285	0.0121885358	-0.1179083953	-0.0466903123	0.0005017935	0.0094856767	-0.0297095031	0.0168186259	-0.0986530302	-0.0155282864	-0.0299786431	0.0098609434	-0.0203605362	-0.0774850337	0.0921698525	-0.0268304278	0.1442718206	-0.0446409382	-0.017841744	0.0973780387	-0.0648861806	0.0246218316	-0.1297855021	0.0233376425	0.0463287775	-0.0336602287	0.0734755947	-0.0521676355	0.0396607899	-0.0265731111	0.0524927066	-0.0354509136	-0.0772562469	0.1097387467	-0.1860946611	0.0709170042	-0.0928639358	0.0706941372	-0.0883402253	0.0201571328	-0.0788310654	0.0499946366	0.0869129957	-0.0352563293	-0.0612455452	0.0484396162	0.0036290251	0.0878022257	0.0427745268	0.1289999139	0.1287014744	0.1282045865	0.1275100165	1.5989592308405918	0.0040919322245684	1.6743909330462073e-05	2.556670621890337	0.0781673013398176	-0.2041913174833354	0.0061101269987498	0.0416940941355802	1.4050624783520362	-0.1624597215731213	1.9742005680727663	0.0263931611336161	-0.0272436769245306	0.0054207952824302	0.0007422179323682	2.9385021494017548e-05	-0.029761502142898	0.002155813454282	0.0008857470098017	4.6475316496637095e-06	0.0111349997262653	2.4041731297198832e-05	5.780048437667097e-10	0.0001239882189039	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
956.1333775749796	-0.5131422589231533	914191.0357129384	0.2633149778927565	1055.6633214613971	3.0139766917509405	1114425.0482789092	9.084055498417944	886.1517256248056	-1.811647086831499	3.282065167225057	785264.8808278209	899.4088627445396	814.1900014050153	0.642513	26.243685	0.6042038923072162	0.2980975875945792	0.0176045834	-0.1211046795	-0.0224366451	-0.025931417	0.0529787586	-0.0436686079	0.0473109745	-0.0763043974	0.0138868469	-0.0374622126	0.0403377076	-0.0058994015	-0.0493162494	0.0882468437	-0.0124564556	0.120124713	-0.0314805461	-0.0045304485	0.0799371902	-0.0574991208	0.0155848611	-0.1294625089	0.0086051105	0.0612025721	-0.042138231	0.0704915929	-0.0396155939	0.0624349061	-0.0479142782	0.0197925062	-0.0325736296	-0.0733779665	0.1051720254	-0.122179219	0.0226834222	-0.0850409996	0.0743813288	-0.0502050563	0.0640000747	-0.105950268	0.0279501143	0.0364165477	-0.0306999635	-0.0170260849	0.0342086167	0.0026903019	0.0365892495	-0.0170198212	0.1288230331	0.1279949812	0.1266188352	0.124700488	1.4504831671797689	-0.1484760636608229	0.0220451414802127	2.103901418271853	0.2636636331597515	0.1854963318199339	0.069518511451	0.034408889118651	1.3834552206137118	-0.0216072577383243	1.913948347443334	0.0004668735869703	-0.0271030770944158	0.0001405998301147	0.0007345767879858	1.9768312228310064e-08	-0.0271713416607597	0.0025901604821383	0.0007382818076457	6.708931323230924e-06	0.0088932752567557	-0.0022417244695095	5.02532859719809e-06	7.909034479242317e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
954.4443951978471	-1.6889823771324473	910964.1035245842	2.852661470263972	1046.6156964470358	-9.047625014361302	1095404.4160493135	81.85951840049634	886.6348323081857	0.483106683380015	0.2333920675264381	786121.3258621645	900.0201333940117	834.3223987988064	0.7217719999999999	29.481075	0.6312430321112137	0.3377075084765958	0.0061351645	-0.1359946399	-0.039339369	-0.0253631385	0.0214156975	-0.0203112678	0.0484427501	-0.1440989927	0.0057886494	-0.0340613706	0.0580093131	-0.0242616843	-0.0378229164	0.0774984751	0.0314315994	-0.0082070438	0.0492727763	-0.0217912701	0.0603664895	-0.057399705	-0.0095530723	0.0391047685	0.0264979789	0.0243680408	-0.0417450544	0.0711959348	-0.0473107563	0.0251509505	-0.0031323797	0.0132295003	-0.0370841484	0.0159958371	0.0746017134	0.0236657076	-0.0439042287	-0.0842649404	0.0378639365	-0.0391881116	-0.0141841889	-0.0468819524	0.0154707954	0.090269542	0.0253161347	-0.0176764418	-0.0266132735	0.0645599267	-0.001057721	0.0576051799	0.1285578634	0.1269376627	0.1242524367	0.1205247148	1.4343205125329916	-0.0161626546467772	0.0002612314052309	2.057275332672904	0.206667949192365	-0.0569956839673864	0.0427116412233779	0.0032485079909101	1.2082372916179267	-0.1752179289957851	1.459837352856223	0.030701322641572	-0.0223802704050212	0.0047228066893946	0.0005008765034018	2.230490302539038e-05	-0.0251885539896921	0.0019827876710675	0.0006344632520916	3.931446948537666e-06	0.0079415343271926	-0.0009517409295631	9.058107970056364e-07	6.306796746997841e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
945.2234011710595	-9.220994026787594	893447.2781213857	85.02673084205249	1051.15608735926	4.540390912224211	1104929.1199924282	20.615149635808205	885.675581200443	-0.9592511077426024	0.92016268770541	784421.2351347426	901.2006615104506	811.6902317660196	0.793632	32.416225	0.2891377945600079	0.1587410392753721	0.0300390134	-0.062020861	-0.0097764114	-0.0947706189	-0.0944220092	0.0038785278	-0.0117110302	-0.0522210362	-0.0072826514	-0.0578764585	-0.1663759775	-0.0218433831	-0.0224868487	0.0541373345	0.0512916872	-0.0820017126	0.0866396169	-0.0226851705	0.0397951494	-0.0401179865	-0.0233580908	0.1303142766	-0.004677859	0.0275559039	-0.0469824293	0.0587735265	-0.0431899519	0.037923236	-0.0149376086	-0.02552516	-0.024112175	0.0097797907	0.0620745818	0.0996197776	-0.0476027935	-0.0793467642	-0.0032715816	-0.016922923	0.077211077	0.0017243608	-0.0204437661	0.0865340945	0.0119900261	0.0253891605	-0.0171175933	0.0199918157	-0.0022879115	0.0540846791	0.1282045865	0.1255324169	0.1211199807	0.1150284477	1.4336032524266074	-0.0007172601063842	5.144620602103996e-07	2.055218285368147	0.234361620537328	0.027693671344963	0.0549253691808825	0.0007669394325628	1.1576047941162813	-0.0506324975016454	1.3400488593609978	0.0025636498032541	-0.0201807494641826	0.0021995209408386	0.0004072626489361	4.837892369187526e-06	-0.0237413127553594	0.0014472412343327	0.0005636499313477	2.09450719035284e-06	0.0084966594641616	0.000555125136969	3.081639176948515e-07	7.219322204992689e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
944.4713135245582	-0.7520876465013089	892026.0620708044	0.5656358280198778	1045.7858104930206	-5.370276866239465	1093667.961428544	28.839873620066765	884.4331971125816	-1.24238408786141	1.543518221771228	782222.0801547827	898.5544801006346	777.0951696415336	0.717697	29.314606	0.3896323694006682	0.1904352480019518	0.0395910999	-0.0254069361	0.0451457547	-0.0517077061	-0.0357991713	0.0099572706	-0.0121176248	-0.0455782459	0.0497379577	-0.0383091018	-0.0971007755	0.0041070976	-0.028313493	0.0816540885	0.0265981518	-0.0124440656	0.0555336865	0.0066136338	0.0522771532	-0.0610840149	-0.0092445657	0.0649243607	0.0379711049	0.0127624815	-0.0515512222	0.0665947019	-0.0489096652	0.0178140162	0.0165873725	-0.004199962	-0.0227697945	0.015687649	0.0519059569	0.0306587378	-0.0460579254	-0.0636683653	-0.0097153188	-0.0568562378	0.0298158159	0.0390830127	-0.0150831999	0.1177292419	0.0625828159	0.0339880684	-0.0642096416	0.0490497011	-0.0004854872	0.0804093462	0.1277634447	0.1237830955	0.1172407796	0.1082719048	1.4994534317353612	0.0658501793087538	0.004336246114995	2.248360593942952	0.376081009241858	0.14171938870453	0.1414369255123745	0.0200843851347856	1.2025791990919856	0.0449744049757043	1.4461967300887215	0.0020226971029186	-0.0219838815030602	-0.0018031320388776	0.0004832910459405	3.251285149626896e-06	-0.0238733916016766	-0.0001320788463172	0.000569938826567	1.7444821644482826e-08	0.0093032165072004	0.0008065570430387	6.505342636754917e-07	8.654983737984599e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
946.2254057194376	1.7540921948793766	895342.5184289144	3.076839428136749	1035.784581711713	-10.001228781307644	1072849.699711708	100.0245771360564	883.6870893943369	-0.7461077182447298	0.556676727224357	780902.8719622348	896.4525507321861	781.2525079980188	0.57979	23.681759	0.2951155165939387	0.1546242353819605	0.0529136668	-0.0223257505	0.0262219848	-0.0546944673	-0.0635126764	0.0236831413	-0.020576129	-0.0120454585	0.0512198127	-0.0423264269	-0.055201337	0.0071821819	-0.0436105937	0.0533134584	0.0244273777	-0.0122918477	0.0418724095	0.010689533	0.0521833445	-0.0335878416	-0.0115861372	0.025221901	-0.0001731175	0.0332149908	-0.0549028314	0.063296556	-0.0446865676	0.0292471953	-0.0067004621	-0.0222856993	-0.0372645379	-0.0120796065	0.0486741424	0.047523951	-0.0665188261	-0.0756002337	-0.0062221281	-0.0264948065	0.0629410622	0.0227248641	-0.0248245184	0.0647985756	0.0393010004	0.0170733933	-0.0694775145	0.0048669362	0.006542115	0.0536126694	0.1272347401	0.1216944932	0.1126387502	0.1003291122	1.521711042601737	0.0222576108663759	0.000495401241479	2.3156044971760656	0.2358034898106638	-0.1402775194311942	0.0556032858068878	0.019677782457769	1.203191143912889	0.0006119448209034	1.4476689287904063	3.744764638305331e-07	-0.0209429920448633	0.0010408894581969	0.0004386089157912	1.0834508641854366e-06	-0.0232777099024643	0.0005956816992123	0.0005418517783032	3.54836686776457e-07	0.0103060141793005	0.0010027976721001	1.0056031711693815e-06	0.0001062139282639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
950.1324659167644	3.907060197326814	902751.7027890716	15.265119385535442	1047.1233238669004	11.338742155187449	1096467.2553860657	128.56707366182488	884.9662982693952	1.2792088750583162	1.6363753460279626	783165.3490726362	898.8366271383163	783.9430789266314	0.616292	25.172668	0.4432938630109135	0.197547219912377	0.040079729	-0.0479904645	0.0178317186	-0.0362940238	-0.0007027177	0.0013729	-0.0186074607	-0.027670545	0.0261280615	-0.0102855517	-0.0665641532	0.0054587224	-0.0544170242	0.0630919502	-0.0253562501	0.0777386549	0.0163568449	0.0057571839	0.0651026915	-0.0343881541	0.0337614272	-0.0419213183	0.0638603107	0.0123486158	-0.0571384605	0.0602995532	-0.0443648583	-0.002195524	0.0209954154	-0.0234453855	-0.0307474639	0.0447508898	0.0593405771	0.1044842353	-0.0820635395	-0.0886378458	-0.0158312732	-0.0488440588	-0.0038198315	0.0175223382	-0.008839067	0.1061171354	0.0599645878	0.0145051561	-0.0561055742	0.0397913556	0.0116750929	0.037324197	0.1266188352	0.1192723348	0.1073422654	0.0912870929	1.434645844629273	-0.0870651979724641	0.0075803486979843	2.05820869951204	0.3323743303512856	0.0965708405406218	0.1104726954764655	0.0093259272427222	1.1099823689447064	-0.0932087749681827	1.2320608593681022	0.0086878757310693	-0.0203981945965132	0.00054479744835	0.0004160863427972	2.968042597287796e-07	-0.021726449455405	0.0015512604470592	0.0004720386059382	2.406408974610613e-06	0.009073091084117	-0.0012329230951835	1.5200993586368623e-06	8.23209818206834e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
952.0663562357662	1.9338903190017616	906430.3466760488	3.739931765928736	1026.1506927490234	-20.97263111787697	1052985.2442293006	439.8512560065415	884.9178582186722	-0.048440050723002	0.002346438514047	783079.6157943221	896.994312688819	795.9343493422683	0.7354969999999998	30.041649	0.2847516690235968	0.1682617908813695	0.043551654	-0.050096804	0.0073776732	-0.0026501449	0.0564617834	0.033106058	0.0264431083	-0.0551503576	0.0970277947	-0.0775519845	0.1011157107	0.0053409127	-0.0790026879	0.0881765867	0.0007660097	0.0559197285	0.0108729426	0.0106600447	0.1032261716	-0.0510126504	0.0054474025	-0.0660460655	0.0128132595	0.0448228426	-0.0749882373	0.0640552872	-0.0414576768	0.0089057882	0.0379626213	0.0073510346	-0.0279717783	0.0096182321	-0.0142415757	0.0598745574	-0.0497621196	-0.0269512422	-0.013031461	0.009580248	0.0004099871	-0.0132838188	-0.0155158043	0.040972288	0.0836847379	0.0400893941	-0.0637414502	0.0242160151	-0.0492832427	0.0349170865	0.1259161521	0.1165232592	0.1013839798	0.0812449131	1.4575906593438075	0.0229448147145345	0.0005264645222843	2.124570530206316	0.3637154725913945	0.0313411422401088	0.1322889450023814	0.0009822671969147	1.2677857329020696	0.1578033639573632	1.607280664550038	0.02490190167626	-0.0192296622533477	0.0011685323431655	0.0003697799103778	1.3654678370238605e-06	-0.0218658638437918	-0.0001394143883867	0.0004781160016352	1.9436371689265324e-08	0.0092183913147965	0.0001453002306795	2.1112157035516146e-08	8.497873843271555e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
953.441004945534	1.3746487097678255	909049.74991155	1.8896590752663476	1030.2078184240004	4.057125674976987	1061328.1491419382	16.460268742557474	884.4547229671953	-0.463135251476956	0.2144942611606232	782260.1569789781	896.4637004971327	802.0138547955727	0.716836	29.279453	0.5589904613918999	0.3288276042378988	0.0530860845	-0.0678288148	-0.0298808002	0.0161493801	0.04969118	0.0201975385	-0.0031690146	-0.0859657338	0.1303591832	-0.0542032753	0.0708916636	0.0110293627	-0.0576879032	0.0514753064	-0.0100985766	0.0833195055	0.0258755254	0.0178357872	0.0704543955	-0.0285670162	0.016800545	-0.0605132687	0.0909854546	0.010941279	-0.0660798524	0.0640629109	-0.0344335584	-0.0368341645	0.0344169177	-0.012414041	-0.0679731677	0.051698918	0.0091710568	0.1390994363	-0.099361326	-0.0683210923	-0.0096866533	-0.0301690104	-0.0426770011	0.016475476	-0.0259502606	0.014443793	0.023032795	0.0311227516	-0.0772480719	0.0016319556	-0.0107528655	0.0014083698	0.1251271724	0.1134548014	0.0948006283	0.0703125971	1.4567608616733023	-0.0008297976705051	6.885641739758107e-07	2.122152208103142	0.2931184115851124	-0.070597061006282	0.0859184032101793	0.0049839450227247	1.0002084119999068	-0.2675773209021628	1.0004168674353755	0.071597622661179	-0.0173431944665903	0.0018864677867573	0.0003007863943059	3.558760710473356e-06	-0.0196391127113866	0.0022267511324052	0.0003856947480905	4.958420605667842e-06	0.0089318845977001	-0.0002865067170964	8.208609894135673e-08	7.977856246663229e-05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
