global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
926.5830310529982	n/a	858556.1134353614	n/a	1415.2630395186577	n/a	n/a	2002969.4710275896	736.3071901300775	n/a	n/a	542148.2782372502	801.1500071282757	876.8532343148419	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.887441702943306e-05	n/a	n/a	1.511220299378275e-09	-0.0069548742067127	n/a	4.83702752311976e-05	n/a	-0.3464207971063189	n/a	0.1200073686677773	n/a	-0.0009549996852583	n/a	9.12024398843452e-07	n/a	-5.699992805974219e-05	n/a	3.2489917988157844e-09	n/a	-2.721745874051341e-08	n/a	n/a	7.407900602915499e-16	0.0	0.0	0.0	0.0
681.5075251367639	-245.0755059162343	464452.5068180368	60062.00360009819	736.2777033755654	-678.9853361430924	461021.0866973481	542104.856487997	610.2834924995623	-126.02369763051524	15881.972364467534	372445.9412174633	610.0278544971424	580.8494598965169	19.134812	419.270996	0.641039821197499	0.424981311229954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0066270869494502	-0.0066659613664796	4.443504093939902e-05	4.391828143557316e-05	0.2248706522201757	0.2318255264268884	0.0505668102299272	0.0537430747031039	0.0087197854530032	0.3551405825593221	7.603465834640622e-05	0.1261248333805747	-0.00086897885804	8.602082721829996e-05	7.551242557205025e-07	7.399582715320614e-09	-4.98714478736062e-05	7.128480186135988e-06	2.48716131300982e-09	5.081522976413337e-11	0.000854978492033	0.0008550057094917	7.310347632634746e-07	7.309882218390227e-07	1.0	0.0	0.0	0.0
667.6784082864319	-13.829116850331957	445794.4568919033	191.2444728601353	713.223566235994	-23.054137139571367	531.4932392501638	508687.8554343893	607.5187482642243	-2.764744235337957	7.643810686834467	369079.0294925299	608.2899278028425	544.8266740105927	1.88975	41.407124	0.1737922702498758	0.0947050926529689	-0.0310893668	-0.0763971018	-0.0609981534	0.0397335823	-0.0336632365	-0.1054734483	-0.0491278084	0.2407279811	0.1239267468	0.0024090575	0.0751374546	0.4706010505	-0.1411835538	-0.0723610386	-0.1347130473	0.1506640827	-0.0861007033	0.0652329747	-0.0802797311	0.1329203069	-0.0949192734	0.0910214683	-0.0395193488	0.2256066383	-0.0848637205	0.0596360065	-0.0376710121	0.0182307099	-0.0481209772	0.0488872312	-0.1140280408	0.1284818918	-0.0252711926	0.0019397307	-0.0504268013	0.0075797049	-0.0639731476	0.0629246245	-0.0715451974	0.0056332232	-0.0656686904	0.0687397119	-0.033919507	0.0083303379	-0.0683338886	0.096803618	-0.0294466569	0.1000494217	-0.0640524737	0.066158144	-0.0058185303	-0.0188086921	0.0180255475	-0.079814954	0.0085500989	0.0710596024	-0.0863438548	0.0298198773	0.1441621449	0.1236711689	0.0852481392	-0.1707197379	0.242989468	-0.1441710667	0.1078837481	-0.0414170826	0.0319032671	-0.0952256121	0.1549996699	-0.1464268493	0.0045843582	-0.1376078828	0.1340292336	-0.1557701493	0.1486745357	-0.1133210157	0.1038965555	0.0731343277	-0.1356153705	0.0064248485	-0.0152518502	0.0015184802	-0.1792669562	0.1317793674	-0.1088386671	0.1169454101	-0.0283036527	0.0551622197	-0.0089468306	0.0752452216	-0.0846875787	0.0700969814	-0.0128785256	0.004259894	-0.0017549197	0.017303981	0.3724940009	0.0438756648	-0.0218473102	0.0242040981	-0.0153517185	0.1128845298	-0.0509629859	0.0114279466	-0.1838019762	-0.1263473734	0.015803538	-0.120295613	0.0055302787	-0.0291631859	0.0570661988	-0.0290761467	0.1579718535	-0.0170246359	0.0123611095	-0.0389672755	0.0945865969	-0.0277636802	0.1005006188	0.1004911309	0.1004753183	0.1004531821	0.1004247237	0.0	0.0	0.0004258728706076	0.0070529598200578	4.974424222334975e-05	1.8136770191955762e-07	0.2593212326699046	0.0344505804497289	0.0672475017134388	0.0011868424933232	0.092401651788883	0.0836818663358798	0.0085380652533139	0.007002654753456	-4.996906308200985e-05	0.0008190097949579	2.49690726529388e-09	6.70777044237129e-07	-8.401844170480288e-05	-3.414699383119668e-05	7.059098546503361e-09	1.1660171877077843e-09	0.000735998007938	-0.0001189804840949	1.4156355595480537e-08	5.416930676887044e-07	0.0	1.0	0.0	0.0
666.0425959403001	-1.6358123461318428	443612.73960689385	2.675882031757364	704.1521710847553	-9.071395151238676	82.29020998991656	495830.2800433745	606.9709797170837	-0.547768547140663	0.3000503812365928	368413.7702187164	606.3506750315611	550.4012452030488	0.931379	20.407837	0.1378377766831613	0.0742968492632347	-0.0447326152	-0.0747999071	0.0665217023	0.107021749	0.0675430557	0.1241958551	-0.0129547583	0.082362091	0.101389599	-0.056073679	-0.1427757885	0.165919881	0.1473224305	0.1855374593	-0.1650183155	0.1254124145	-0.2068302178	0.0396424098	-0.042958397	0.0295994298	0.0433186053	0.2371325187	-0.0723003858	-0.0106363833	0.1046225843	0.1465968988	-0.1050404813	0.0530805287	-0.0250118172	0.0532174509	0.0530138645	0.0562209417	0.0178005547	0.0457240429	0.0340910632	-0.00919408	0.1009369844	-0.02067289	0.0353890559	-0.049147251	0.0288854134	0.0155580844	0.0476509897	0.0100406227	0.0016965109	-0.042542851	-0.0451419795	-0.0125535068	0.1445563723	-0.1489206527	-0.0511519009	0.0226670133	-0.0736092214	0.0404147269	-0.0007904204	0.0526597063	-0.1427062213	-0.0571920884	0.0867777919	0.2103185285	0.1034117773	-0.0763243351	0.0679752174	0.0228101912	0.1108982374	0.2016702502	0.1296752851	-0.1033901318	-0.0009520232	0.0207161966	0.0400341292	-0.0085469239	0.0181389157	0.0586638247	-0.0572800297	0.000280794	-0.089079952	-0.0075411282	0.0128472238	-0.0501318576	-0.1038095465	0.0703566781	0.0544877304	-0.0699995708	-0.0109631899	0.0444828821	-0.0497974782	0.0510360026	0.0913419035	-0.0356045689	0.0349917974	-0.0867727686	0.1545906508	-0.186443723	-0.00199072	0.005437051	0.280671822	0.1231791867	0.0207401434	0.0499410444	-0.0255511309	0.0702051441	0.0676326314	0.0182230196	-0.1680749162	0.00145603	-0.0409886378	0.0153968715	-0.0839113957	-0.0896528567	-0.094501121	0.0203917923	0.1596613006	0.0386345014	0.0520141386	0.0620774206	0.0039730869	0.0264437141	0.1004753183	0.1003899448	0.1002477094	0.1000486926	0.0997930072	0.0	0.0	-0.0020132905606544	-0.002439163431262	5.949518244405815e-06	4.053338881620109e-06	0.2996646530850881	0.0403434204151835	0.0897989043086062	0.0016275915707962	0.1344688904073692	0.0420672386184862	0.018081882487389	0.0017696525649846	-0.0007940706437285	-0.0007441015806464	6.305481872313944e-07	5.53687162320605e-07	0.0001997207141521	0.0002837391558569	3.9888363661424834e-08	8.050790856638784e-08	0.0007040796600768	-3.191834786120005e-05	1.0187809301885739e-09	4.957281677338622e-07	0.0	0.0	0.0	0.0
664.8420873184001	-1.200508621899985	442015.00106988713	1.441220951256201	699.6037864283511	-4.54838465640421	20.68780298261324	489445.4579848859	607.8260707000308	0.8550909829471038	0.7311805891174442	369452.5322226388	607.0925122926157	545.7245665424506	0.8300999999999998	18.188667	0.0572357132466527	0.0296444766260756	-0.0457572527	0.0892036091	0.0514023293	0.0561905161	0.0058188608	-0.0100972433	0.0981881699	-0.0520682722	0.1078159069	-0.1278252668	-0.0526135971	-0.000928959	0.0006701217	0.1446390532	-0.0980951477	0.0361830995	-0.2297943377	-0.0225927366	-0.1093446394	-0.01287687	0.0159797441	0.0163773644	0.0796629446	0.0592254502	0.0069519229	0.1247617281	0.0428314366	0.1118488768	-0.0057184798	0.079702427	-0.1201586859	-0.0029723881	0.0178626065	0.0440647683	0.1085425811	-0.0785498247	0.0194503563	-0.0722745349	-0.0111210967	0.0214404912	0.1000946336	-0.0816955902	0.0947227992	-0.0254537978	0.0717302768	0.0296465794	0.0503238423	-0.0384111505	-0.0496749667	-0.1286805658	0.0372229157	0.0354417971	0.041990284	-0.285729566	-0.0703090451	-0.0258883728	-0.0509837542	-0.002018549	-0.0352072483	0.2244850287	0.1637305384	-0.0637662168	0.0783710722	0.0658736289	-0.0379392817	0.0405607452	0.0051886569	-0.0922755251	-0.0771233851	-0.0438983029	-0.0189128286	-0.1496205033	0.0278792188	0.1134844719	0.0721745267	0.0479252897	-0.0262494209	-0.0377660471	0.0346073809	0.0824260356	-0.1173750106	-0.0101246388	-0.0228307331	-0.0869830684	0.0017533124	-0.0703492863	-0.0019182792	-0.0212549299	0.1300029337	-0.0118300397	0.0323828628	0.1337185813	0.0670461892	0.0117346751	-0.0017518911	0.0228533164	0.2706064638	0.0170561495	0.0738572325	0.1066646157	0.0675238284	0.0856723513	0.0385416467	-0.0744796101	-0.0938677803	-0.0251391633	0.0191390783	-0.0284353326	0.020796237	0.0277056154	0.0054969475	-0.034294379	0.0862680003	-0.0353742848	-0.133989604	-0.0463199393	0.0223993463	-0.0321477105	0.1004247237	0.1001876746	0.0997930072	0.0992413423	0.0985335479	0.0	0.0	0.0087056398943445	0.0107189304549989	0.0001148954700991	7.578816597000253e-05	0.3014622398819142	0.001797586796826	0.0908794820746207	3.231318292123401e-06	0.143521392014037	0.0090525016066677	0.0205983899656468	8.194778533872292e-05	-0.0010736410186563	-0.0002795703749278	1.1527050369413374e-06	7.815959453727067e-08	0.0002619231746856	6.220246053349998e-05	6.860374943738333e-08	3.8691460964216225e-09	0.0010756407123787	0.0003715610523018	1.3805761558769524e-07	1.157002942126557e-06	0.0	0.0	0.0	0.0
665.0181699721917	0.1760826537915818	442249.16639316286	0.031005100966286	701.2019698293585	1.598183401007418	2.554190183255637	491684.2024925726	608.3715715599944	0.5455008599636813	0.2975711882211158	370115.96908237744	607.4062357359413	547.3248718482505	0.8395059999999999	18.394777	0.1122901437398466	0.0593547280308568	0.0122827181	0.0646250928	-0.1058585897	0.0467123483	0.0206146422	-0.0657105412	0.0068532949	-0.0735893998	0.0467658163	-0.0700542255	-0.0445417462	-0.0555819878	0.2293138315	0.0965606409	-0.0635322254	0.0812119524	-0.0633450488	-0.0270537159	-0.125174841	-0.0409174046	-0.022877295	0.0485912829	0.115488267	-0.064952142	0.010145403	-0.0229336903	-0.1764627762	0.1075426568	-0.1048870074	0.0404264008	0.1758651615	0.0116179842	-0.0099031515	-0.000126331	-0.0241045664	-0.0571483847	-0.0274141122	0.1803478782	0.0177685727	0.0319481397	0.0579267165	-0.0752138452	-0.0192604557	0.044955215	0.0567850278	0.0720052327	0.1002107348	-0.1109268757	0.0652910126	0.030412221	0.0804238204	-0.0639728058	0.035938586	-0.018580275	0.0090574851	-0.0812771338	-0.0306234287	0.0971103354	0.0315022281	0.1139218625	0.0925645677	-0.0317794377	0.0254882319	0.0693700427	-0.017946616	0.0516760297	0.0091332416	-0.0134667623	-0.0852663078	0.1081443205	0.1461399443	-0.0049247779	-0.0003292601	-0.0164863948	0.0200161752	-0.1527313342	-0.0822463652	0.0381644972	0.091400466	-0.0042146688	-0.0132817014	0.0444868467	0.2535264548	0.0583544696	-0.0442359322	-0.0104763693	0.0904509059	-0.04757365	-0.1638807313	0.0320568969	-0.0233568768	0.0966561225	0.0289391793	-0.0486937878	-0.0046658781	0.016157244	0.1909085492	-0.0442295973	0.0299656038	0.0241273677	-0.0508968643	0.0631422205	0.0683251552	-0.0857705576	0.0279857245	0.0790659621	0.009669331	0.0412777521	-0.0085888766	-0.0512105534	-0.0780499164	-0.0164576696	-0.0924686393	-0.0654513474	-0.0462398504	-0.0492238652	0.1596974879	0.1305278485	0.1003488477	0.0998845239	0.0991122417	0.0980343822	0.0966542685	0.0	0.0	0.0134693362776374	0.0047636963832928	2.2692803232197845e-05	0.00018142301976	0.3372174042065552	0.035755164324641	0.1137155776998072	0.001278431775882	0.1783886397211347	0.0348672477070977	0.0318225067815567	0.0012157249626681	-0.0015657677154118	-0.0004921266967554	2.4516285386258874e-06	2.421886856594798e-07	0.0004831391558883	0.0002212159812027	2.3342344395245907e-07	4.8936510339473335e-08	0.0011003787409168	2.4738028538100112e-05	6.119700559518556e-10	1.2108333734616422e-06	0.0	0.0	0.0	0.0
666.0010438953012	0.9828739231095368	443557.39046963095	0.966041148728732	700.2154520135177	-0.9865178158407844	0.9732174009712716	490301.67923849495	609.234353538643	0.8627819786485134	0.7443927426806438	371166.4975316482	608.3763327135224	545.7458826506636	0.806297	17.667114	0.1127131377673133	0.0588965641112155	0.0061850922	-0.0595213161	-0.0736390352	0.0864217619	-0.0064916375	-0.0300664947	-0.1000273847	0.0111658071	0.088038959	-0.1081128079	-0.1649423591	0.0724858031	0.0093453622	0.0784735541	-0.0214343362	0.0743679737	-0.0348395112	0.0674676771	-0.100957263	0.0538050061	0.002446916	0.061130657	-0.0564430245	0.1283560548	0.0355847789	0.0960080278	-0.113380948	0.0491408295	-0.2120167559	0.0244099778	0.0627220235	-0.0535018316	0.0968484144	-0.0260743516	-0.0724933889	-0.051547362	-0.1232696854	0.021995741	0.0833457082	0.0845037427	0.1166590028	0.0712285029	0.0343428921	0.042170417	-0.0160598198	0.0273403978	0.0502003549	-0.0378896786	-0.1386769344	-0.0200786457	0.0906393477	-0.05738799	0.0417198353	0.1021423149	-0.0456299592	-0.0850674727	-0.0162764719	0.0176757546	0.0943833599	0.0255143076	0.1039959072	-0.0946389288	0.0785138365	-0.075826432	0.066426517	0.0305328358	-0.0346707243	-0.0782433411	-0.0350710917	-0.1253688422	0.0412692503	-0.1615303587	0.035352147	0.0281136112	-0.0994078649	-0.0939988476	-0.0178100534	0.0400663204	0.1221843404	-0.0953339005	-0.0045891541	-0.0670652368	0.1060408021	0.0760976989	0.0794740522	-0.1170519738	-0.0664607604	-0.0455587055	-0.0952794505	0.0222927565	-0.0735201723	0.0105201855	-0.0988351641	0.0432660694	0.0009520082	0.0149214502	0.3011898747	0.002260023	-0.0558716497	0.0170917926	-0.0063949374	0.062774393	0.0040214539	0.0327746955	-0.0759390981	-0.092565837	0.0973054671	-0.0539501395	-0.0219361583	0.0354980699	0.1013514349	0.1206124484	0.0574407386	-0.0246443122	-0.0336939369	-0.0008484038	0.0047934341	0.027015776	0.1002477094	0.0994807979	0.0982069551	0.0964326722	0.0941669905	0.0	0.0	0.0141832711078961	0.0007139348302587	5.097029418565209e-07	0.00020116517932	0.2984142324355616	-0.0388031717709936	0.0890510541201053	0.0015056861394892	0.1579280804261387	-0.0204605592949959	0.0249412785870849	0.000418634486664	-0.0009022078553122	0.0006635598600995	8.139790141870397e-07	4.403116879354006e-07	0.0005411538294364	5.8014673548100056e-05	2.928474671136804e-07	3.36570234689262e-09	0.0007672438371432	-0.0003331349037736	1.1097886411224583e-07	5.886631056342211e-07	0.0	0.0	0.0	0.0
666.8765056884082	0.8754617931069788	444724.2738391815	0.7664333511900866	703.1997409218236	2.984288908305871	8.905980288237446	494489.87563251983	608.9224813422979	-0.311872196345007	0.0972642668530586	370786.5882840612	607.6458111302	544.9371603539519	0.8385519999999999	18.373871	0.2344181356172971	0.1269349378284644	-0.0298842911	-0.0921058448	0.0039419749	0.1145714721	-0.0732899781	0.1067637965	-0.0364355657	0.0834325433	-0.0086349542	-0.158347945	-0.1434571071	0.0657754918	0.0504069571	0.0712636748	-0.0733616305	0.04905433	-0.0025263871	0.0463666612	0.1028191629	0.0380239053	0.0116231035	0.0432581349	0.2361362406	0.0373346933	-0.1719448647	0.1364505069	0.0136174406	-0.1315198011	0.0873287424	0.0252035208	0.0429169448	-0.0628843866	-0.0860640085	-0.0112661074	0.0011911361	0.1525916231	-0.0124244651	-0.0740688434	0.0105162974	0.0975777669	-0.0264581561	0.0575668874	0.0404903832	0.0475246023	-0.0239905486	0.0443540172	-0.0546319049	0.0379624712	-0.0940580352	0.0237216683	0.0067932814	0.0369472783	-0.0165359809	0.1111604945	-0.0002438281	0.0989170405	-0.0914161506	-0.0481706286	0.0584699153	0.0214555295	-0.0835514544	-0.11641165	0.0313350888	0.1969596691	-0.0559812425	0.0928512907	-0.0653783971	-0.0775032803	0.0276836616	-0.1391941476	0.1181175452	0.1374282845	-0.0245419	-0.1027304977	0.0103334599	0.0625408666	-0.0394372771	-0.1380800528	-0.091496029	-0.1266768442	0.0482247141	-0.0223189154	-0.1500519157	0.0251736604	0.1316458078	-0.0283229778	-0.0406224976	-0.0184147094	0.023006962	-0.0738367643	0.0237135501	0.0131655977	-0.1568662194	-0.016427255	-0.0022529364	0.0247055653	0.0854439589	0.1188153594	-0.0129666598	0.0345147724	-0.0669270192	0.0153315973	0.0157801387	-0.0785989847	0.0165113639	0.1021478692	-0.1499418695	-0.0070621415	0.0906134586	-0.0603633792	-0.0287000641	-0.094012013	0.0085017493	0.1722060831	0.1392563645	-0.0201129853	-0.071764229	0.1277163233	0.1001213343	0.0989769033	0.0970791982	0.0944426619	0.0910873598	0.0	0.0	0.0042566847784115	-0.0099265863294846	9.853711615671056e-05	1.811936530276016e-05	0.3354527077290754	0.0370384752935137	0.1125285191227684	0.0013718486520682	0.2340178575611275	0.0760897771349888	0.0547643576575001	0.0057896541844522	-0.0024776921947065	-0.0015754843393943	6.138958611709514e-06	2.4821509036766942e-06	0.0003160222505442	-0.0002251315788922	9.98700628390211e-08	5.0684227814494906e-08	0.0011938938560429	0.0004266500188997	1.820302386271145e-07	1.4253825394969852e-06	0.0	0.0	0.0	0.0
667.599106745219	0.722601056810845	445688.5673270144	0.52215228730415	705.400354726691	2.20061380486743	4.8427011181731086	497589.6604485415	609.7710551950257	0.8485738527277817	0.720077583533271	371820.7397536551	609.0186448513655	546.3975516561527	0.844107	18.495583	0.175010249582044	0.0870405811545485	-0.0613319432	0.0473147212	0.0515557036	0.1562216224	-0.0247166985	0.0186853237	0.0941593987	0.0792688641	-0.0322412706	-0.1228754532	-0.0213490003	0.0020538177	-0.0460006319	-0.0814524166	-0.0029682916	-0.0278146182	-0.0295655262	-0.0763391719	0.0711286918	-0.0083990099	-0.0269401613	-0.0355805877	0.0986422386	-0.0970135609	0.0288484469	-0.1377816776	-0.0508004229	-0.1877543951	0.0502141067	0.1383974166	-0.100664441	0.0076005767	0.0817086495	-0.1527666837	0.004044243	-0.086382504	-0.059237621	0.0591093341	0.0834465002	0.2003485488	-0.0689462037	-0.1238707568	-0.0031067982	0.0291755704	0.0173313868	-0.1532701368	-0.048061388	-0.0448607462	-0.0564378622	0.1013722856	-0.0898765957	-0.0380063023	-0.032651372	0.0993825222	0.1456249377	-0.0861161919	0.0068545322	-0.030635522	-0.0689960751	0.0604372343	-0.0940569098	-0.0321809916	0.0137880165	0.0497245417	-0.1317593464	-0.0239115336	-0.0431274883	0.0777552433	0.0232291753	0.1641133143	-0.0481625909	0.0657858414	0.1263864308	-0.0574786929	-0.1217224352	0.0064907239	0.1425212239	-0.0108637561	-0.0779824876	-0.0006591669	-0.0030197732	-0.1245276775	0.160373855	0.0699967661	0.0931867391	0.0436665251	0.0744968214	0.115394129	0.0665119991	0.1526703667	-0.0208383011	-0.0342582032	-0.0597192916	0.1237280053	0.0076322166	0.0530224554	-0.1498799915	0.0189537842	0.0915497955	0.0606597652	-0.0570721477	-0.0440896783	-0.0420817303	-0.2069397077	0.0713175228	-0.0078650227	-0.2182295423	0.109575826	0.1346631876	-0.091180842	0.2237771605	-0.2105199089	-0.0516076503	0.1407261635	0.1585965916	0.2120908406	-0.0518825375	0.0128821122	0.0999697542	0.0983733472	0.0957315257	0.0920723643	0.0874347489	0.0	0.0	0.0222082371562208	0.0179515523778093	0.0003222582327732	0.0004932057975869	0.3555078218581826	0.0200551141291072	0.1263858114023492	0.0004022076027315	0.27464629981624	0.0406284422551125	0.075430590002752	0.001650670320077	-0.0036378552681884	-0.0011601630734819	1.3233990952286096e-05	1.3459783570709685e-06	-0.0002943871735667	-0.0006104094241109	8.666380796059034e-08	3.7259966504340053e-07	0.0010369635372354	-0.0001569303188075	2.462712496102364e-08	1.0752933775557526e-06	0.0	0.0	0.0	0.0
667.1789024488729	-0.4202042963461281	445127.6878728827	0.1765716506677446	703.2352895636308	-2.1650651630602624	4.6875071602971605	494539.8724876436	609.4333580052465	-0.3376971897791918	0.1140393919847635	371409.017849551	608.3493621751098	548.7909795938964	0.875592	19.185474	0.156332073262865	0.087699551771212	-0.0073962548	0.0952120415	-0.0788955501	0.1235708291	0.0301733875	-0.0797953033	0.0167739073	0.0054995693	-0.1013609413	-0.06038914	-0.0184663211	-0.0761006776	0.1210687367	0.0508537904	-0.0045043545	0.0039235157	-0.0312129829	-0.0424055973	-0.1174710366	-0.0594176733	-0.0142485828	0.0520269271	0.0112094078	-0.013613676	-0.0592499071	0.0305857324	0.0518986356	-0.1276295852	0.0752135864	-0.0131541668	-0.0641127537	-0.0057441565	0.0821502792	-0.1117202019	0.0234170235	0.0726385192	0.1275799539	0.1007893289	-0.0652796891	-0.0782115626	-0.0697301859	0.0620414024	0.0186946258	-0.0387207495	0.1129874983	0.1135535416	0.073948171	-0.0004922908	0.1726228078	0.1231812549	-0.0307897565	-0.1359046579	0.0475381836	-0.0714195437	0.1409813203	0.0824384133	0.0168650834	0.0877538767	-0.0310856848	0.0470642345	0.0832137584	-0.0162571808	0.0304285604	0.0050271662	-0.0241566612	0.0156255961	-0.0269463852	0.0275274627	0.0112747943	0.0079588662	0.0026712055	0.0644993018	-0.0516761924	0.0126442753	-0.0233101012	0.2118102595	0.1257948855	0.0344419067	-0.0092984281	-0.0790416699	0.0411258954	0.0678613282	0.0864689661	-0.0162550999	-0.0282384079	0.050266749	0.1067851512	-0.0089544423	-0.093844888	-0.0928348239	0.0919989287	0.0029941283	0.0352013122	-0.0029250416	0.004016665	0.0388083439	0.0674358041	-0.0718444206	0.0512096955	0.0069247156	-0.0364818864	0.0593962814	0.0740158009	0.0310134058	0.0674689622	-0.001722065	-0.0539393187	-0.0391351864	-0.0003437333	0.064441459	-0.008263155	0.0255140339	-0.169651182	-0.0189340861	0.060290538	-0.0399973984	0.0528380832	-0.0526386518	0.0997930072	0.0976707375	0.0941669905	0.0893313237	0.0832321342	0.0	0.0	0.0116997174400523	-0.0105085197161684	0.0001104289866251	0.000136883388177	0.3551526927087565	-0.000355129149426	0.1261334351382804	1.261167127720997e-07	0.2193952365377995	-0.0552510632784405	0.0481342698154769	0.0030526799933982	-0.0026936714307264	0.0009441838374619	7.255865776711612e-06	8.914831189244681e-07	0.0003908401597385	0.0006852273333051	1.5275603046441617e-07	4.695364983085556e-07	0.000862027485626	-0.0001749360516093	3.0602622152686634e-08	7.430913859746837e-07	0.0	0.0	0.0	0.0
