global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35
948.1502672591796	n/a	n/a	898988.9293036537	940.9249159843778	n/a	885339.6975202084	n/a	881.0089782572127	n/a	776176.8197698179	n/a	979.728638370025	684.0903810436286	n/a	n/a	n/a	n/a	-0.0017315106	0.0381118809	-0.0402411118	0.0604748762	-0.0580482658	-0.0271881657	0.0517206563	-0.1021184469	-0.0224914463	-0.0238476032	0.117520139	-0.1166678477	0.0637207282	-0.0630775039	-0.0488105839	0.0883742951	-0.0397024767	0.0788402347	-0.0520761079	0.0865704115	0.0597239442	-0.0438638238	0.0367062472	-0.0854593373	0.035492647	-0.0471649388	0.1625485126	-0.006230892	0.0071221574	-0.0515891225	0.0570005077	-0.0092465081	-0.0508296456	0.0136703171	-0.0560175427	0.0286970329	-0.0251156445	0.0080440931	-0.2084228283	0.1382804478	-0.1479114733	0.1244303189	-0.1471807433	0.0243486344	-0.0266822662	-0.1607144714	0.0050397973	0.0497735592	-0.0682096751	0.0463135432	-0.0421477403	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0516612486513992	n/a	0.0026688846122216	n/a	-0.0665833341302999	n/a	n/a	0.0044333403839071	0.623675653129709	n/a	n/a	0.388971320306769	-0.0280685381259264	n/a	0.0007878428325265	n/a	0.0064951251717111	n/a	4.218665099619515e-05	n/a	0.0009408396063242	n/a	8.851791648282756e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
942.2096794974372	-5.940587761742449	35.290582954964165	887759.0801386632	935.651664551468	-5.273251432909774	875444.0373779328	27.807180674684982	878.5496161587984	-2.459362098414317	771849.428052772	6.048461931116874	976.72424754051	665.864717279823	0.926923	25.571463	0.4912357990887384	0.2658408594613504	-0.0221439696	0.0231090448	0.0271084766	0.1603603942	-0.0982372618	-0.0617526722	0.0143960343	-0.0629314958	-0.0735409318	-0.0120763198	0.0785074776	-0.0913906888	0.025207299	-0.0647036969	-0.0896456081	0.0756517	-0.1965696595	0.1136638026	-0.0410194363	0.0780950455	0.106149836	-0.0472567342	0.040340813	-0.0777362395	0.0178844199	0.009712264	0.1415253114	0.0234516511	0.0360873462	0.003941017	-0.0077235784	-0.0280937453	0.0763083916	0.059659435	0.0039133932	0.0260704011	-0.0065456963	0.0276893542	-0.1799512354	0.1212364116	-0.0728844377	-0.0206236173	-0.0728220011	0.0712574932	0.0896679932	-0.1013561839	0.1009082812	-0.0341751484	0.0970534838	0.0372346962	0.1370188055	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.1039229452252641	0.0522616965738649	0.0107999785442932	0.0027312849287787	-0.1614370841399335	-0.0948537500096335	0.00899723389089	0.0260619321356039	0.5475648359933842	-0.0761108171363247	0.005792856485159	0.2998272496164618	-0.0321547207581212	-0.0040861826321948	0.0010339260670327	1.669688850365046e-05	0.0077648983942102	0.0012697732224991	6.029364707240815e-05	1.6123240365757488e-06	0.0009450744590086	4.234852684399963e-06	8.931657330703979e-07	1.7933977258569572e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
950.0090927774912	7.799413280054068	60.83084751308376	902517.276359912	946.932388262742	11.28072371127405	896680.9479409804	127.25472745010056	880.1526493539312	1.6030331951328662	774668.6861647442	2.569715424697886	982.288340568619	672.8484518736311	0.8249419999999998	22.758059	0.1758330175062276	0.0966267584066901	-0.0318611488	0.0089004008	0.0496267962	0.1519393117	0.0184981134	-0.0597643791	0.0117156156	0.0021780905	-0.0441989606	0.0105251934	0.0092120323	-0.0980496464	0.0334175	0.0566564086	0.0178614787	0.1095907852	-0.1376468216	0.0752796872	0.0759115606	0.1011244317	0.0514234657	0.0157818867	0.009563465	-0.0156939141	0.0798104167	0.0155731198	0.1297011023	0.04017868	0.0425936982	0.0067797202	-0.0210212916	0.054630692	0.0127538353	0.041179822	-0.0467449898	0.0295635549	-0.033911136	0.01210386	-0.1387038389	0.0841017932	-0.0661275592	0.0355733719	-0.1051458039	0.0119456253	0.0492228786	-0.0861601493	0.0382085317	0.0178168684	0.0563792929	0.0470941748	-0.0429453572	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0750844666527541	-0.02883847857251	0.0056376771325285	0.0008316578463771	-0.1582702377768186	0.0031668463631149	1.0028915887574073e-05	0.0250494681659306	0.5131753667963963	-0.0343894691969879	0.0011826355916505	0.2633489570866159	-0.033857401048699	-0.0017026802905777	0.0011463236057724	2.899120171922088e-06	0.0074099731531409	-0.0003549252410692	5.49077021302689e-05	1.2597192674810057e-07	0.0010762333948338	0.0001311589358252	1.158278320155486e-06	1.7202666446798942e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
951.1092009680864	1.100108190595165	1.210238031014568	904608.7121661516	945.0418928229524	-1.8904954397896745	893104.1791903886	3.573973007865555	878.8169465276848	-1.335702826246461	772319.2255042435	1.7841020400427836	981.9787544120076	676.0553238901119	0.682791	18.836489	0.2410636116714425	0.1367495522349229	-0.0182056945	0.0103539361	0.015242198	0.1270319657	-0.0158409905	-0.065030766	-0.0093668194	-0.0314854152	-0.0713684187	0.0681349478	-0.0122231622	-0.059196601	-0.026580101	0.0585471823	-0.0049793919	0.0597301846	-0.0794178461	0.0400933967	0.0674819847	0.0742760586	0.0518080137	-0.0044210454	0.0395510681	0.033507408	0.0391520399	0.0196180534	0.0689208843	0.0283714463	0.0282407707	-0.0302201744	-0.0157026837	0.0521904776	-0.039053578	0.0301947	0.0192890481	0.0278409307	-0.0206480944	0.0717419198	-0.1089307939	0.0409890547	-0.021402606	0.0094467355	-0.0496034546	0.046407119	0.0213122984	-0.0264749578	0.0312707517	0.0161095808	0.0494432894	0.0350017123	-0.0767718303	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0560928293733553	-0.0189916372793988	0.0031464055071083	0.0003606822865522	-0.1393962451417252	0.0188739926350934	0.0003562275979895	0.0194313131596119	0.4451050286797411	-0.0680703381166552	0.0046335709313157	0.1981184865559931	-0.03178115492535	0.002076246123349	0.001010041808389	4.310797964721757e-06	0.0070408229045799	-0.000369150248561	4.957318717365694e-05	1.362719060126483e-07	0.0008190768939379	-0.0002571565008959	6.708869581829579e-07	6.6129465953023e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
959.4259706178892	8.316769649802836	69.1686574078816	920498.1930960788	952.378013299655	7.336120476702604	907023.8802165978	53.81866364869524	883.8461640997966	5.029217572111861	781184.0417939246	25.29302938763872	987.5047973683018	692.8132064134172	1.072492	29.587341	0.725540956780283	0.4595197291462694	0.0096153453	-0.0102880706	0.0188392088	0.1086727647	0.0658175275	-0.0173090466	-0.0577972166	0.0670504931	0.0165618553	-0.0588135267	-0.0026012011	-0.0371289438	-0.0699288416	0.1677711845	-0.0394018249	0.0571847845	-0.0529139005	0.0818765318	-0.1640255988	0.0094385865	-0.013138452	0.0724609137	-0.0207479839	0.0623734516	0.0164046268	-0.0280449172	0.0908182986	0.0127216477	0.0181726827	-0.0581743586	-0.1721235314	0.1776754949	-0.0108584592	0.0951646097	0.1424023592	-0.059693422	0.0286510575	0.1404080664	-0.0724168101	-0.0566191337	0.0011157626	-0.2961388866	0.0150367749	0.0460541911	0.0620562064	0.0632126986	-0.0439076117	0.0798301931	0.129622269	0.010344682	0.1124465944	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0690561292285707	0.0129632998552153	0.004768748984033	0.0001680471431362	-0.4231615184735346	-0.2837652733318094	0.0805227303490765	0.1790656707168275	0.092006798954408	-0.3530982297253331	0.1246783598351641	0.0084652510538368	-0.0329506599089532	-0.0011695049836032	0.0010857459884354	1.3677419066727227e-06	0.0068439807186588	-0.000196842185921	4.684007207737343e-05	3.874684615819679e-08	0.0009670128017721	0.0001479359078342	9.351137587911267e-07	2.1885032826728933e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
958.205129302425	-1.220841315464213	1.49045351754439	918157.069821477	949.780993240292	-2.5970200593629897	902083.9351205156	6.744513188733746	883.9292938398925	0.0831297400958419	781330.996508291	0.0069105536884022	987.1063679679136	702.6302941887124	0.7801409999999999	21.522112	0.3804303287942808	0.2416851119122189	-0.0353555566	-0.0002523957	0.0246745052	0.0433548799	0.0427098284	-0.0510098308	-0.0176488363	0.0576062195	0.0267807077	-0.0710620003	0.0348396298	-0.0453573593	-0.0714804974	0.0248747721	0.0334790965	0.0044042535	-0.0059719743	0.0583149669	-0.1371845588	-0.0201380044	-0.0034147111	0.0703688151	-0.0127840392	0.0472725317	0.0421518336	-0.0020825479	0.028151448	0.0298687635	0.0414111216	-0.0291765884	-0.1211613688	0.0698574438	0.0052131473	0.0369529917	0.0635974333	-0.0369224597	0.0406329105	0.0263455074	-0.0472133126	-0.0206504048	0.0791306453	-0.0997031592	-0.0385403225	0.0375446999	0.0365049741	0.0355008484	0.0397066941	0.0960348875	-0.0034206131	0.0119147455	0.0506413961	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0673841292925772	-0.0016719999359934	0.0045406208805187	2.795583785962263e-06	-0.2876310410575513	0.1355304774159833	0.0183685103086043	0.0827316157798507	0.2877279734445821	0.1957211744901741	0.0383067781438131	0.0827873867025261	-0.0324307325428446	0.0005199273661085	0.0010517524132655	2.703244660286243e-07	0.0068161414372731	-2.783928138570032e-05	4.6459784092911405e-05	7.750255880722002e-10	0.0013693796933204	0.0004023668915482	1.8752007444782727e-06	1.6189911541424136e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
959.4288308348912	1.2237015324661795	1.4974454405600768	920503.6814372062	954.1489602476568	4.3679670073647685	910400.2383416845	19.079135777427133	883.5442957294609	-0.3849981104315247	780650.5225160691	0.1482235450358445	987.511761878947	704.6216702044588	0.751469	20.731133	0.645801494966892	0.3334687155612389	-0.0673205672	0.028455523	0.0269299562	-0.000798746	0.0813475967	-0.0511464524	-0.015743625	-0.0085098061	0.0193669984	-0.0742929605	0.0444267713	-0.065514169	0.007974318	-0.0678515667	0.0561679788	-0.0260630326	0.0162749867	-0.0423012115	-0.0059589387	-0.079442581	0.002507894	0.0958955344	0.0077997153	0.0099705464	0.0204081928	-0.0074870868	0.0128939818	0.0535063904	0.0646378549	0.0079379855	-0.0236306347	0.0063151894	0.0081467053	0.0166866778	-0.0316653586	0.0039510222	0.0181826177	-0.0017904694	-0.0003143984	0.0061049842	0.0076054542	0.0430917927	-0.0686517089	-0.0053229671	-0.0266570806	0.0073488105	-0.00968188	0.0014740554	-0.0861785461	-0.016539576	-0.0896447899	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.1087210258493058	0.0413368965567286	0.0118202614617254	0.0017087390169416	-0.0508227145138846	0.2368083265436666	0.0560781835204118	0.0025829483105598	0.5195963244616237	0.2318683510170416	0.053762932203362	0.2699803403940289	-0.0336803565954229	-0.0012496240525783	0.0011343664203948	1.5615602727822151e-06	0.0076921368166615	0.0008759953793884	5.916896880623932e-05	7.67367904709827e-07	0.000779240708298	-0.0005901389850224	6.072160814687687e-07	3.4826402164326853e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
957.3644249469642	-2.0644058879270237	4.261771670107762	916546.6421540314	948.6526421870192	-5.496318060637577	899941.8355284126	30.20951222369082	882.3575091700209	-1.1867865594400655	778554.7739887235	1.4084623376675882	985.3675142812764	709.3050965660984	0.572017	15.780514	0.1506609213932431	0.084193224868219	-0.071722237	0.0294492373	0.0409019887	-0.0317291854	0.0196776026	-0.0757819159	-0.0192946188	-0.033149741	-0.0077648998	-0.060163474	0.0101398388	-0.0659736774	-0.012967071	-0.0669074054	0.0178467895	-0.054704571	0.0613986994	-0.032370971	-0.0075060257	-0.1067891097	0.026915049	0.0725100145	0.0226644332	-0.0038201854	0.0179819782	0.0131106254	-0.0141243258	0.0540817505	0.0668223677	0.0029271854	-0.0285702432	-0.0302030354	0.0076398214	0.0165433244	0.0218488205	0.0309040741	0.0313078828	-0.012436864	0.0276371336	-0.0329936607	0.0536126524	0.0204631142	-0.0346275876	0.0113070978	0.004097819	0.0153038011	0.0215019603	0.0038461028	-0.0400302071	-0.0110856436	-0.0465217382	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0973249205015776	-0.0113961053477282	0.0094721401506383	0.0001298712170965	-0.1303921208066754	-0.0795694062927908	0.0063312904177872	0.0170021051684626	0.5084484722376246	-0.0111478522239991	0.0001242746092081	0.2585198489207745	-0.0328791721173814	0.0008011844780414	0.0010810399591243	6.418965678546287e-07	0.0076074180382965	-8.471877836500018e-05	5.787280920939897e-05	7.177271407658022e-09	0.000864288602466	8.504789416800005e-05	7.469947883526314e-07	7.233144302411336e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
961.0719964422332	3.707571495269008	13.746086392531266	923659.38234546	954.0926632995177	5.440021112498471	910292.8101619668	29.593829704429098	883.9467186872047	1.5892095171838037	781361.8014778761	2.5255868895075784	988.1893138452324	707.0200490118231	0.690472	19.048372	0.0818333644617173	0.0390269802799446	-0.0822383781	0.0393952522	0.0234412368	-0.013108108	0.0870126112	-0.0449693717	-0.0099209906	-0.0075876097	0.0218265868	-0.0542674505	-0.0555680062	-0.0511333124	-0.0351824334	0.0180643929	0.0353139087	0.0296401965	-0.0135283874	-0.0335437977	0.0217823542	-0.0139829877	-0.0080039733	0.1123027398	0.0197143209	0.0316182622	0.0162976844	0.0168012546	0.0156936997	0.0540242529	0.0790742369	0.0058937884	-0.0400225896	0.0091120254	-0.0259734633	-0.0112331867	-0.0607261548	-0.1169269091	0.0210837209	-0.0045339088	0.0137504774	0.0080755536	-0.0231624524	0.0408127363	-0.0397382064	-0.0211148989	-0.040409221	0.0395749653	-0.0103071189	0.0184305657	-0.1053148407	-0.0389831965	-0.0775036014	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.1143391183527455	0.0170141978511679	0.0130734339856831	0.0002894829285186	-0.1035443844116486	0.0268477363950268	0.0007208009495368	0.0107214395431872	0.5201463485799422	0.0116978763423176	0.0001368403109201	0.2705522239410468	-0.0326068780961248	0.0002722940212565	0.0010632084991755	7.414403401208971e-08	0.0075222158398322	-8.520219846430005e-05	5.658373114102245e-05	7.259414623149972e-09	0.0006963137447228	-0.0001679748577432	4.848528310898886e-07	2.821555283384829e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
958.8226996111164	-2.2492968311167942	5.0593362344720525	919340.9692895492	950.1001743150327	-3.992488984484908	902690.3412334556	15.93996829123333	884.3275707836552	0.3808520964505533	782035.2524481207	0.1450483193707815	986.7999747334242	703.501607367136	0.703949	19.420187	0.1709574582855687	0.0896705376414613	-0.0854506709	0.0214428632	0.0295160906	-0.0074876682	0.0491659335	-0.0366656359	-0.014388601	-0.0268669871	0.0189254445	-0.0500197009	-0.1502149771	-0.0124703003	-0.0332628336	0.0422536908	-0.0501777734	0.0529932123	0.0116845112	0.0200292625	0.0227121177	-0.0051035664	0.0069230308	0.0880701432	-0.0026342927	-0.0107928112	0.0224332088	0.041971809	-0.0135366336	0.055531258	0.0752657206	0.0367497218	-0.013040988	-0.0374445614	0.0157152663	-0.0959040021	-0.1091277928	-0.2766756209	0.0490483116	0.0071992719	0.0494837838	0.09776451	-0.0383814696	0.0454282693	0.0256197217	-0.0388349287	0.0552318644	0.0430462778	0.0494533451	0.0788635911	0.0016814785	-0.0886641451	0.0234323067	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0834746978727594	-0.030864420479986	0.0069680251849484	0.0009526124515653	-0.1065759713379463	-0.0030315869262977	9.190519291699183e-06	0.0113584376666267	0.5835863284838823	0.06343997990394	0.0040246310502123	0.3405730027932977	-0.0329945617217198	-0.0003876836255949	0.0010886411032083	1.502985935544835e-07	0.0065672117066735	-0.0009550041331587	4.312826960026946e-05	9.120328943502e-07	0.000826055405476	0.0001297416607532	6.823675329161188e-07	1.6832898534998447e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
