global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
753.5976241414331	n/a	567909.3791116127	n/a	892.4726393439553	n/a	796507.4119775657	n/a	738.0405747156607	n/a	n/a	544703.8899266227	761.7503547420058	584.7397071021949	n/a	n/a	n/a	n/a	-0.1950112311	0.0868620121	-0.033764301	0.054469271	-0.0210809676	0.0062008844	-0.0114005607	-0.2026267768	0.0471748563	-0.2498698283	0.0738174772	-0.3173078089	0.1389649879	0.2793231516	-0.0070775168	0.1196519208	-0.0621647225	0.0337573747	-0.0242727069	0.0329197921	-0.0581849291	-0.0354043684	0.0569250937	-0.1609128349	0.0606105446	-0.0327078037	0.0302488314	-0.0241173047	0.0765152145	-0.0254223197	-0.0118751844	0.0594482942	-0.1293058798	-0.1152685877	0.0941326912	-0.2731685398	0.1178463508	-0.035236309	0.0584233611	-0.0337272868	0.0256797948	-0.0194948651	0.0468881488	-0.0026723317	0.0614883097	-0.252720465	0.0092180522	-0.0007138849	0.0629598636	-0.0008855251	0.0714724709	-0.0963548635	0.2001753	-0.1054518077	-0.0196561642	-0.0449339426	-0.1440044379	0.0580047758	-0.1295099826	0.1023863446	-0.0303103603	0.1222127742	-0.0546676731	0.0303431929	-0.0812247466	0.0170096799	-0.1306002418	0.0167654432	-0.0913498912	0.1321362119	-0.1667737008	0.1240853013	-0.0512299476	0.0319397448	-0.1581909147	0.0018779395	0.1433582125	-0.0340629083	0.1561451084	0.1560591586	-0.0083882236561407	n/a	7.036229610543844e-05	n/a	0.0445580187470824	n/a	0.0019854170346653	n/a	-0.0053235162389029	n/a	2.8339825145862883e-05	n/a	0.000591141168857	n/a	3.494478815176202e-07	n/a	-0.0009692199650706	n/a	n/a	9.393873406914552e-07	-0.000741214041792	n/a	n/a	5.493982557496327e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
750.5487240324912	-3.048900108941893	563323.3871468006	9.29579187430589	880.744330146096	-11.72830919785929	775710.5750844954	137.5532366405908	737.8446250769456	-0.195949638715092	0.0383962609125751	544414.6907549384	760.5229112066224	562.9771148815366	1.430364	24.115417	0.139658416488409	0.0581785643992538	-0.0528119451	-0.0431789682	0.2572654686	0.0949476501	-0.0051001804	-0.030781938	-0.0130170129	0.1690447475	-0.0705384266	-0.1890570431	-0.1264382246	0.0722677896	-0.0523602792	0.1497200884	-0.0698672996	-0.0636268707	0.182155682	-0.0230639286	0.1062866664	-0.0558630426	-0.0962599202	0.166910101	-0.1190457777	-0.1753813586	0.0345102235	-0.0148252453	-0.0357339101	0.1447868728	0.133334144	0.1418762425	-0.017281031	0.1058559695	0.0387967138	0.2198668844	-0.2291455672	0.0035228404	0.2079465235	0.0046212747	0.12790555	0.1484431253	-0.1525555518	0.0601549538	-0.1011996614	0.0611935324	-0.0082206723	-0.1788564309	-0.1761130093	-0.1183805277	0.1463417983	-0.1422713175	-0.0117926699	-0.0368270902	-0.1728482677	-0.1835891662	-0.0412482421	0.1652129304	-0.0332636759	0.0191914904	-0.016691392	0.1931998167	0.0468599679	-0.0976203751	0.0529641146	0.0198094347	-0.036935696	-0.0024708689	0.0624547242	-0.0968482824	-0.0123819531	-0.0253096392	-0.3194739392	0.142482313	-0.2284436414	-0.1002299677	0.0812167371	-0.0903741316	-0.0275497398	0.2257373711	0.155915944	0.1551433414	-0.0366433416141944	-0.0282551179580537	0.0013427344846545	0.0007983516908235	0.0261857082786889	-0.0183723104683935	0.0006856913180565	0.000337541791947	0.0174296916767389	0.0227532079156418	0.0003037941519461	0.0005177084704524	0.0009659648815319	0.0003748237126749	9.330881523529376e-07	1.40492815583396e-07	-0.0001307651242141	0.0008384548408565	7.030065201556989e-07	1.7099517710729e-08	-0.000548936992397	0.000192277049395	3.6970463724047295e-08	3.01331821621864e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
751.1522214902453	0.6034974577540879	564229.6598497306	0.3642091815156471	881.2621907320889	0.5178605859929348	776623.0488139207	0.2681795865249458	738.5587499784265	0.7141249014808864	0.5099743749150857	545469.0271696958	761.3821030443768	557.2081609599264	1.470049	24.784492	0.1250412355951213	0.050390571755624	0.159061357	0.1404963525	-0.0777298666	-0.0889588344	-0.0485240612	-0.0104409697	0.0145575619	0.0819859098	-0.2170768792	0.1818019703	0.0019260521	0.0365682748	0.074604228	-0.0476146501	-0.13406331	-0.1976996809	-0.07654752	-0.0980062977	-0.0293823992	0.1042514696	-0.0057378727	0.0182279125	-0.008917471	0.0798182802	0.0199702928	0.0059936458	0.2183668966	0.0934180901	-0.0202402274	-0.1119576558	-0.1336415204	0.11486462	-0.1226320072	0.0436799802	0.0304482	0.1566101345	-0.0832485777	-0.0111215224	0.2156905074	-0.0981211422	0.0544200297	0.0369586426	-0.11005409	-0.0547396286	0.082206305	0.0907730507	0.0779699143	-0.1177393742	0.1418925143	-0.1595615106	-0.0442268435	-0.1210203797	-0.0735620372	0.0864076842	-0.0197095912	-0.0675894011	0.2021475888	-0.0137328687	0.0892633186	0.017883009	-0.1722887834	0.0098930052	-0.0769565396	0.0555756983	0.0490287343	-0.0019293681	0.038290669	-0.0949748117	0.0675991486	-0.2878626201	-0.0435783586	-0.0740664463	0.0250006161	-0.0414865188	0.2022256692	-0.0338651159	-0.1340438879	-0.0295519485	0.1554579513	0.1533170814	-0.0156275011047455	0.0210158405094489	0.0002442187907788	0.0004416655523185	5.582903625622748e-06	-0.0261801253750632	3.1168812892991625e-11	0.000685398964654	-0.0021318876748352	-0.0195615793515741	4.544945058114236e-06	0.0003826553867279	0.0002430440867186	-0.0007229207948133	5.907042808887836e-08	5.226144755734934e-07	0.00011891009871	0.0002496752229241	6.233771694219903e-08	1.4139611575221944e-08	-0.0007420147818403	-0.0001930777894433	3.727903277631131e-08	5.50585936469508e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
751.762572351819	0.6103508615736928	565146.9651890239	0.372528174223749	879.6472419391979	-1.6149487928910276	773779.2702512378	2.608059603660187	739.0543002548554	0.4955502764289576	0.2455700764688163	546201.258725194	761.3283668695494	566.0638671396404	1.319591	22.24782	0.0716584125248478	0.0346525626857314	-0.142955316	-0.1114340729	-0.0247831354	-0.044501608	-0.0551405774	-0.0435939339	0.0127968111	-0.1377511608	0.0678257989	0.0536625653	0.0491649276	0.0030520029	0.0255142275	0.0170224855	0.0032928279	0.0777024262	-0.0297302521	0.0709446305	0.1524910441	0.042258971	-0.071217948	-0.0246719393	-0.0740033197	0.0310180135	-0.039943459	-0.2293314479	-0.1034208574	0.0950922255	-0.0064206068	-0.2312194436	-0.0432574494	0.02499377	-0.1482412758	-0.0217182476	0.1152302786	-0.0698689763	-0.0836482586	-0.0976054099	-0.0719731068	0.1105844282	-0.0520688837	-0.0459718026	-0.0721270781	0.0227530852	-0.0767029749	-0.0513123957	0.1094498354	0.0389699849	0.1515890621	-0.0961859685	0.0262273342	0.036605141	0.0128833457	-0.037869315	0.0348341891	-0.1318626838	-0.0560689669	-0.0270456141	-0.0394400448	0.201574572	-0.0558258234	-0.0407724018	0.007372868	0.0452245414	0.19665847	-0.1917327043	0.0628646412	-0.0953716893	-0.0032251634	0.0102377923	0.0484110589	0.062383551	0.0873908148	0.1460277193	0.2594640791	-0.040103252	0.1503427328	0.0776117887	0.1547718027	0.1505910958	-0.0179976400193453	-0.0023701389145997	0.0003239150462659	5.617558474500315e-06	0.012114351879731	0.0121087689761053	0.0001467575214659	0.0001466222861166	0.0158705127181235	0.0180024003929587	0.0002518731739361	0.0003240864199083	8.602826001119658e-06	-0.0002344412607174	7.400861520554046e-11	5.49627047268016e-08	0.0004179977758906	0.0002990876771806	8.945343864128683e-08	1.747221406494883e-07	-0.0004920016349147	0.0002500131469256	6.250657363564168e-08	2.420656087587377e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
751.3462001993605	-0.4163721524585071	564521.1125540176	0.1733657693429303	879.9371508685025	0.2899089293046017	774289.3894785778	0.0840471872905405	738.9801199776786	-0.0741802771768789	0.0055027135220385	546091.6177222242	761.423651577262	561.8728582973409	1.239814	20.902819	0.0972324051969557	0.0483850417434794	0.1638173784	0.0413147135	0.0335230216	-0.0229800154	-0.0807926586	0.1371351354	-0.0752973729	-0.0623485631	-0.0486707765	0.0545161618	-0.1430954542	0.0270969327	0.1199714883	0.0732262719	-0.0404590741	0.0345286504	0.138703531	-0.1247859506	-0.1273107519	0.1397936626	0.0010507795	0.0995624541	0.0272370917	0.1946207473	0.0371381046	-0.1036005375	-0.1065344477	0.0373980664	-0.0345641202	0.0614201908	0.0342852585	0.0211583387	0.0377840135	-0.0316733011	0.0147292629	-0.0185656811	0.0759088982	0.1666260446	0.0925382047	0.0215973653	0.0973996392	-0.1168895032	-0.1446282775	-0.0437641212	0.0274498633	0.0540927343	0.1356082059	0.000915477	0.0113739492	0.2017534177	0.1180742632	0.0326437135	0.0142794203	-0.094478076	0.0335260387	0.0406583231	-0.0481245526	-0.1280524822	0.1789312514	0.0859359367	-0.134013216	0.0213283385	-0.0345705542	0.1246578451	0.1566190912	-0.1262808317	0.0124317184	0.1062266409	-0.0169883273	-0.0635349071	-0.1382410672	0.0022297299	0.2069069373	-0.0666431105	0.0730702651	-0.1770455834	-0.1107641596	-0.0456216393	0.1538585052	0.1469813818	-0.0253280815870482	-0.0073304415677029	0.0006415117168801	5.373537357750658e-05	0.0350975004757998	0.0229831485960688	0.0012318345396487	0.0005282251193889	0.0386455756226666	0.0227750629045431	0.0014934805152072	0.0005187034903058	-0.0003659406630164	-0.0003745434890175	1.3391256884888245e-07	1.402828251654169e-07	0.0001596357527728	-0.0002583620231178	6.675093498952264e-08	2.5483573563338523e-08	-0.0007419711653522	-0.0002499695304375	6.248476614714428e-08	5.505212102141018e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
750.4605294996898	-0.8856706996707544	563191.0063369548	0.7844125882552836	884.3486282175237	4.411477349021197	782072.496230216	19.46113240092709	737.9185179765165	-1.0616020011621004	1.126998808871376	544523.7391726584	761.2880220918877	566.7924431452452	1.256069	21.176874	0.0878819944868748	0.0525338027776233	-0.0689346256	0.1054846256	0.07542699	-0.0062833055	-0.0093909701	-0.0994482221	0.0401897459	0.1294969583	-0.0707894826	-0.1252265251	0.1403814908	0.0567891592	-0.0324734001	0.2075040533	0.0516619362	-0.174107732	0.0218355796	0.0110481537	0.0252395752	0.0001031662	-0.178927696	0.0827525129	-0.045353608	0.1190500187	0.045913723	-0.0105835862	-0.0948298443	0.0257219703	-0.149641871	-0.1158312388	0.1874665186	-0.0677225941	-0.0940600381	-0.0088329792	0.1545260999	-0.0243700279	0.1664429044	-0.1764323965	0.1467359233	-0.046404696	-0.0834067498	-0.0309389792	-0.077502948	0.0829481866	0.1173262656	0.0752863357	-0.0424127426	-0.0524839326	-0.0016977785	0.197040628	0.1213906199	0.1143253841	0.0269999995	-0.0160559281	0.0483927085	0.1091661197	0.0657798272	-0.0136929347	-0.1671759765	0.1312542629	-0.0605919943	-0.0183729868	0.0393645667	0.1322775152	0.087086199	-0.0718171243	0.0952742321	0.2181383701	-0.0778875608	-0.1044701773	-0.0596225446	0.0671826992	-0.0396834925	-0.1190160159	-0.1786808688	0.139119957	0.0410175652	-0.0967516219	0.152719399	0.1425091225	-0.0252450019676189	8.307961942929931e-05	0.000637310124345	6.902223164517208e-09	-0.0087780779428783	-0.0438755784186781	7.705465237124653e-05	0.0019250663815735	0.0467220033028041	0.0080764276801374	0.0021829455926272	6.522868407249118e-05	-0.0001726350241688	0.0001933056388476	2.980285156976216e-08	3.7367070010278773e-08	-0.000363936399778	-0.0005235721525508	2.741277989266782e-07	1.3244970308337224e-07	-0.0007420315493264	-6.038397419995227e-08	3.646224340180501e-15	5.506108201957376e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
751.3418766431233	0.8813471434335725	564514.6155976104	0.7767727872385182	879.3489347804676	-4.999693437056067	773254.5490995431	24.996934464541503	738.6010504878498	0.6825325113333065	0.4658506290269502	545531.5117817551	760.6859095373819	563.7151267238208	1.258362	21.215527	0.0355929801210849	0.0252128431341955	0.1461462078	-0.1109347251	-0.1470488669	-0.0239193365	0.0096684548	-0.0272760378	-0.0669445394	0.042274163	-0.076384533	0.1455915982	-0.0840074805	0.0190236847	-0.0044808588	-0.0737165077	-0.2444160533	-0.1603915235	-0.0304240018	-0.0551669821	-0.0144774631	0.0655520899	0.0398536073	-0.1103820823	0.0906779354	0.2782691833	-0.0208016346	0.0270539465	-0.008515039	0.1721576178	-0.0661710601	0.0229672412	0.0754568921	0.0213189909	-0.0295199104	0.1172570201	-0.0290548189	0.1360243688	-0.1280120738	0.0150798475	0.1991196354	0.0906361862	0.1230396024	0.053311386	0.0315671827	0.0211219157	0.0215559757	0.174676807	0.1926673844	-0.1476998332	0.0555256572	0.0225188686	-0.0166998554	0.0337551949	0.046853695	-0.0869254032	0.0465113297	-0.0738051979	0.1463296228	0.0036107878	0.1451788087	0.0815371677	-0.0697922477	-0.000884422	0.119246889	0.1510470144	0.1046223678	-0.0082608482	0.1005675655	0.1308164704	0.0630592603	-0.151346242	0.1213944667	-0.0138836816	-0.0028770988	0.0933999389	0.0320225588	0.1307306171	0.0014987297	-0.0871490268	0.1513561561	0.1372005631	-0.0249453188387036	0.0002996831289153	0.0006222689319645	8.980997775646465e-08	-0.0085815227329959	0.0001965552098824	7.364253241692542e-05	3.8633950531914586e-08	0.0267270435174111	-0.019994959785393	0.0007143348551815	0.0003997984168194	-3.0575640929215e-05	0.0001420593832395	9.348698182322872e-10	2.018086836641128e-08	-0.0002039885816866	0.0001599478180914	2.5583304512199588e-08	4.1611341458510694e-08	-0.0007420031107195	2.843860690004713e-08	8.087543624154085e-16	5.505686163174145e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
752.4414533227742	1.0995766796509088	566168.1406784886	1.2090688744321172	879.683028567921	0.334093787453412	773842.2307504298	0.1116186588149656	739.362704427323	0.7616539394732627	0.5801167235151404	546657.208698085	761.3404929653434	564.4676912525923	1.330656	22.434376	0.0686685415205199	0.0430442310591056	-0.203562984	0.0046974427	-0.1040116166	-0.0120154625	-0.0636985362	0.0093260443	0.045256694	-0.2059861523	0.1421813525	0.0292389198	0.1197725012	0.0316044635	0.0180289687	0.1620785076	0.1008690239	0.1119565109	-0.0938152256	0.1145382635	0.0546174086	0.079505087	0.095453197	-0.1044128358	-0.0136255412	-1.24661e-05	0.0040735032	-0.055205039	0.161856022	0.0104398657	-0.094933307	0.0065877915	0.140163708	0.0806214039	-0.0281400084	-0.1205454771	-0.0564547237	-0.1959181564	-0.0153357408	-0.1728132067	-0.0987755513	-0.0194465391	0.111844086	-0.081423741	0.0627649011	0.0306835126	0.0094346598	0.0411635981	0.0135943434	0.0263948193	0.0477870537	-0.018640621	0.1005604692	-0.1003426157	0.1361743626	0.0408354149	0.0427964536	-0.1271209246	-0.0898827641	-0.0396959309	-0.1881460298	0.0505228536	-0.0477659536	0.0528447099	-0.0232691573	0.103202626	0.0885131842	-0.0943067439	0.001258902	0.1582441301	-0.0794235402	-0.0341652219	0.0687635062	0.0632422158	-0.1087245443	0.0202122008	-0.0578546187	0.0156608945	0.1106599751	-0.217582936	0.1497707771	0.1310868562	-0.0200417553729437	0.0049035634657598	0.0004016719584289	2.4044934662735234e-05	0.029474929178491	0.0380564519114869	0.000868771450077	0.0014482935320913	0.0279059393676845	0.0011788958502733	0.0007787414519928	1.3897954257918416e-06	9.70590270516801e-05	0.0001276346679808	9.420454732218771e-09	1.6290608470593328e-08	0.0001589641542552	0.0003629527359418	1.31734688527638e-07	2.5269602338071022e-08	-0.0007420083126568	-5.2019373000767805e-09	2.7060151673930097e-17	5.505763360517915e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753.0851574227321	0.6437040999578585	567137.2543304212	0.4143549683025567	876.1508544575084	-3.5321741104125977	767640.3197666222	12.476253946269026	739.3980000963618	0.03529566903876	0.0012457842528936	546709.4025464994	761.4848043752271	559.6024797235468	1.372067	23.132559	0.0832416626476822	0.0381133538001898	0.0412400684	-0.1263836267	0.1178336324	0.0820332387	0.1319403409	0.1713546321	-0.0402047788	0.0053722602	0.1153784201	0.0431112453	-0.1623009088	0.1084151324	-0.0030280896	0.008859399	-0.0353918609	0.0736565286	0.2082958292	-0.0552610472	0.0122300356	-0.0853503915	0.0501147063	-0.0922493495	-0.0899912571	-0.02984877	0.0202776474	0.0652613226	0.2003806046	-0.0356120261	-0.0461460573	0.0871895487	0.1120876365	0.0804094801	0.0170459868	0.2539434651	-0.0133880277	-0.0023861094	0.097911316	0.1261704045	-0.083935575	0.1771639065	0.0665970747	0.0509242729	0.0353399196	0.1038029283	-0.0804546828	0.040467825	-0.0542294371	-0.0318034709	-0.0324135137	-0.0376774392	-0.0075419488	-0.0980040589	-0.0310908043	-0.0403056393	-0.0447042123	0.0779512587	-0.1271897804	-0.0219876382	0.1146807827	0.0667667997	0.0924045312	0.0385131342	0.0222391005	-0.0608671521	0.079516978	-0.1431769634	0.0180829681	0.1590764347	0.0667265644	0.0347101887	0.0614523186	0.0532472653	-0.1384788666	0.1136975534	-0.0764169492	0.2746560315	-0.1672761294	0.0959837641	0.1479655889	0.1242038795	-0.0200186302067351	2.312516620860128e-05	0.000400745555354	5.347733121754343e-10	0.0399487763667423	0.0104738471882513	0.0015959047331999	0.0001097014749228	0.0467952059548508	0.0188892665871663	0.0021897913003569	0.000356804392201	0.0006138935568116	0.0005168345297599	3.7686529909479713e-07	2.6711793115215744e-07	-0.0003212031127881	-0.0004801672670433	2.3056060433983178e-07	1.0317143966476489e-07	-0.0006619016353389	8.010667731790004e-05	6.417079750914161e-09	4.381137748643101e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
754.8130638473991	1.727906424667026	569742.7613546979	2.9856606124055847	882.193043795499	6.042189337990521	778264.5665211672	36.50805199612633	740.0195056314145	0.6215055350527336	0.3862691301011847	547628.8687149631	762.5306709041151	567.3542545783124	1.331503	22.448652	0.1581163976815784	0.0900534917657821	0.0490614344	0.1631862886	-0.0243661764	0.1493967302	-0.0064100316	-0.1065077572	0.1125259272	0.1237429014	0.1602086479	0.0259486122	-0.0526617176	-0.0816844161	-0.1773182912	-0.0360615148	0.1111445414	-0.1238613575	-0.1388620794	-0.0429308911	-0.1090583472	-0.098676491	0.0116954039	-0.0311129571	0.0282999764	-0.1927118919	0.1190424608	0.2684989222	-0.0490637364	-0.0088680929	-0.0290325117	0.0778795402	0.0514917934	0.0629903989	0.1477121878	-0.1257706017	-0.0029698787	0.087620037	0.0950795977	-0.058018832	-0.0892495294	-0.2225914105	0.0837979876	0.1414946138	0.1155924725	0.0385922875	0.0541169606	-0.1471027659	-0.0793214349	-0.0801605729	-0.1159340084	0.0338352622	-0.0709558076	0.063394845	-0.0667851886	0.0606900455	-0.1816349576	0.1409046059	0.0740059776	0.1668921246	-0.0916301386	-0.0353600007	-0.0868745206	0.1824934292	0.0949006539	-0.2151426736	-0.0732435496	-0.0196951439	-0.0240199489	0.0591906366	-0.0838334861	0.1078691626	0.0513177485	-0.0887391247	0.0234170613	0.0896777832	-0.1214596076	0.0784251093	-0.0145353718	0.0335338492	0.1459432408	0.1165920251	0.0001085992795282	0.0201272294862633	1.179380351404412e-08	0.0004051053667927	0.0300774179032288	-0.0098713584635135	0.0009046510677254	9.744371791517964e-05	0.0222391541362441	-0.0245560518186067	0.0004945799766956	0.000602999680918	0.0018468631226967	0.0012329695658851	3.410903393977006e-06	1.520213950398892e-06	-0.0008268048035737	-0.0005056016907856	2.556330697252575e-07	6.836061832125446e-07	-0.0003292377337457	0.0003326639015931	1.1066527142321025e-07	1.0839748532200447e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
